plateifu,y,baseline,break,balmer,star_formation,all_population,crossing_proxy
9190-9101,2.0602160728336085,2.0459945188775444,2.021819546803262,2.015507680277744,2.030144373093021,2.0107712389652876,2.03339993586648
9193-12701,2.167872699177792,2.0385454134277916,2.063192697915011,2.085323278501217,2.0585331461373038,2.0725440998340963,2.0301983073574736
9193-1901,1.9462284277734607,1.8950994035353377,1.8873784545471823,1.8984978362383642,1.889606849341424,1.8960641676075298,1.8968640484751338
9193-6101,1.9965972092358977,2.107887353849952,2.060050850735104,2.048105012717851,2.0859054735238747,2.0433286432202338,2.0967083791022794
9194-6104,1.7682395808947302,1.7421289463212888,1.7512825641973666,1.7558450875500042,1.7604768447577748,1.7574764828030716,1.7360259628525294
9194-9101,2.2928707389709473,2.3653276597751858,2.3171586812501053,2.30736493475546,2.324102579474841,2.2814570784280748,2.3673982805605838
9196-6104,2.0451457035110865,2.000952477791249,1.9913758476689487,2.00043625783625,2.004516120329301,2.0026460319877653,2.0036596585282878
9484-6104,2.331751731976151,2.2912043369488013,2.3544084176015025,2.3200259154268754,2.3329082108163783,2.3552423745648294,2.2983013787734388
9489-3703,1.7795630161073366,1.7695419059191548,1.7537859750191989,1.7621173560992762,1.7637890531425215,1.7655585286256805,1.7715358608607255
9491-3703,2.324664301864861,2.2491982124200685,2.2274472877978186,2.232442019268849,2.181614022168207,2.2236559826682054,2.2577766068503933
9491-9102,1.700177400257274,1.7112805564287628,1.7343413969964376,1.727662260333369,1.728626076833729,1.7377609110861065,1.711510775884181
9493-3702,1.527509518892977,1.6886148296674393,1.6932630054199356,1.6875739824640341,1.687637202772229,1.6812882996030958,1.6922908770243386
9500-3704,2.2322228353545452,2.3095936275103846,2.258317906332764,2.258244036673959,2.2898930621762954,2.2451960878869404,2.3126084462304366
9502-3703,1.9034962422677548,1.8615388071411547,1.9488566090999957,1.9483491771004446,1.8549181081366803,1.9678711297110696,1.8604954237315832
9508-12704,2.0726586260187045,2.1317665390166485,2.1035483308264835,2.0919526228940124,2.0937868356778186,2.0701192883853476,2.1286317413159423
9510-1902,2.22037277002813,2.3069271772716644,2.2544871768204975,2.237675187172954,2.321003938816922,2.229297424443884,2.2910110530111942
9512-1901,2.2843449945228933,2.1841579219177767,2.253556434742627,2.2569849640933946,2.2308298805286233,2.2723206123577,2.1917609045648505
9513-1901,2.033212991104309,2.092699951657426,2.0405552835347334,2.0310857446143893,2.0728763013156173,2.0084797699602293,2.0832507928647916
9862-9101,1.7862009671066479,1.7611944291581043,1.7778835659955465,1.786899316775588,1.776123395603724,1.7961746332307245,1.754324291550006
9865-12705,1.6266445749545602,1.736825228127157,1.7471534847011858,1.7448791210125272,1.7385568535016922,1.7441170055942516,1.7459013971634856
9871-12705,1.8639371009652246,1.8912399927718022,1.8994180574567145,1.8918407779725235,1.895437542742305,1.8866665683928352,1.880045908466083
9871-6101,1.8756748063862736,1.9259345164032944,1.9159181514609454,1.9168001136648078,1.91872799281884,1.9136579792426145,1.9242232537248496
9874-1902,2.1447074330787648,2.202550656024076,2.22852905371759,2.2177088771350855,2.2345969857657626,2.2210078429544255,2.2090209052698584
9876-3702,1.8901867607965623,1.7276938545344092,1.755161558162165,1.7559284347410353,1.764677874044256,1.7759863187027556,1.7286636654509604
9876-3703,1.6946529248359823,1.694278795461769,1.7066599965065021,1.7133232227477913,1.6851385012344027,1.715574427671208,1.696695217121651
9877-3701,1.7072716024765056,1.6871004438724793,1.6756656199104316,1.699542263459845,1.6609728751633224,1.6668440073529016,1.681871531822803
9878-1902,2.106510463931446,1.9541887011459447,1.9465156560997843,1.9977364062506522,1.9507535554974162,1.9395975620381032,1.947555631380749
9878-3701,2.3840733535797116,2.3403587161662167,2.371093908699994,2.3806789247590063,2.3518875953729146,2.3814483768252477,2.3416510987468517
9881-12705,1.9061751963337878,1.9494382056851067,1.9486029636864577,1.9471132329714498,1.948571994524223,1.9529246262627735,1.9380634030862394
9881-6101,2.1839203707770927,2.2095761026746255,2.2737856476561564,2.2657857723017085,2.248467210829575,2.2805895002267254,2.2272634786611345
9884-3701,2.2623359745717506,2.0896660316821536,2.1885339835204345,2.2249518444404637,2.139043543997619,2.2261871720156328,2.080671451845535
9885-1901,1.8452306657046371,1.8421805599410368,1.8197750921713012,1.825639164245278,1.8530472967774618,1.8198829650219328,1.8455108227879367
9886-3702,1.6003856025675682,1.6930262752793115,1.6984365882799726,1.7056801712794771,1.7090480670504138,1.711284954595564,1.6983760229754206
9890-9102,2.4072569409341025,2.3527466865228366,2.3868122990862766,2.3821330345089025,2.398447111533971,2.406619094166512,2.3536360078966703
9891-9102,2.1867826394176455,2.202450328471137,2.2720724569894717,2.2739123354921955,2.258949552634545,2.3099594408637834,2.1984733832883507
9892-3701,2.308895290307724,2.4075035947247403,2.333635313039185,2.315582611768983,2.3759562792256967,2.2984258207300043,2.394890263243719
9893-3704,2.007935021792976,2.0298760778737504,2.01875576434539,2.021830588186803,2.019285023144248,2.022335139343647,2.0296450548456604
