plateifu,y,baseline,break,balmer,star_formation,all_population,crossing_proxy
11944-9102,2.462928411672052,2.227460399670204,2.28904531726491,2.2812299358792814,2.2467465938783415,2.250479626408608,2.2274919605887837
11978-3702,1.7246616467025233,1.8024385913025909,1.774108556994198,1.783588872896204,1.7853321270372635,1.7988765239370779,1.8025008255850639
11984-6104,2.258338872109107,2.184061361051792,2.156255188225777,2.1450363600814812,2.1690034118391472,2.1722063780858822,2.184118306067092
12066-1901,1.6680171690553296,1.7858349578352364,1.7833947341619814,1.7840651061430295,1.780031501220095,1.7872861881994386,1.7858462841947849
12066-3703,2.032151582666284,1.978479718492392,1.9279327746911339,1.94515190534188,1.9391216118477557,1.9968942355024746,1.9784745213820705
7979-1901,2.4077201974888593,2.4613691301594973,2.4468316436490753,2.4359917359183276,2.456395906514367,2.4268981784563417,2.4612466203564325
7990-12705,2.109465487394109,2.0613159623108164,2.010867524974767,1.9730177778759683,2.06560243156355,1.9420961593869284,2.061310056060183
8082-12701,1.8245938643781088,1.8978422456267416,1.869551599458037,1.8710073294475378,1.8900249261611148,1.8590896611319354,1.8978168307436967
8082-3702,1.6632388767492325,1.565187612882001,1.549536518119222,1.5470829632977594,1.5600099846326672,1.5623200489281226,1.5651179389985375
8082-3703,1.940097377853944,2.0281428982810583,2.0545313579437643,2.0355761852729857,2.0414138752222644,2.0380576490984055,2.0281158456869677
8084-12703,1.9326883728531727,1.936495823341996,1.9377220857584476,1.9426193719082585,1.94430798260138,1.927609010637022,1.9365639983776939
8084-6104,2.1037558433347274,2.040946632477515,2.081690874386526,2.0620243457971266,2.0538886586775233,2.0974675315710947,2.0410122740672
8091-6103,1.7809638070521678,1.6871218322493489,1.668572447311709,1.6642757314854784,1.677234650179336,1.6843766819387251,1.6871561597055238
8097-3703,1.6909628631118472,1.5528211802737908,1.5523218528514346,1.5390763092489768,1.5355144082702736,1.5878694919079517,1.55278659177441
8135-12702,1.7911587863218918,1.8163721622977367,1.8306447417798475,1.8400687556302413,1.8260691385693377,1.8221764509645584,1.8163735876630278
8135-6102,2.2980474663325614,2.2684719993345936,2.3088901366820287,2.2984987287267526,2.2962816476712185,2.273132917092858,2.2684757539515017
8140-3704,2.272654392856773,2.2133689570781847,2.249714278937849,2.240085323374654,2.2282205857435233,2.2383770451923604,2.213395038487177
8148-9101,1.823858207841529,1.7474838174517353,1.7783854039642115,1.762587475946524,1.760357035312623,1.7565322672360466,1.7474719504133323
8149-3702,2.195850411135135,2.05166998631029,2.0450227770368707,2.0325194724887448,2.03682029476043,2.090113674209086,2.051693341284527
8150-6101,1.9616609102797533,2.00657258966043,1.9352105921921137,1.9460191245737557,1.9750311040160158,1.95578200921056,2.0065830791387245
8150-6102,2.192959200887528,2.1626148909974274,2.1899753656938397,2.1905535991540184,2.167014719428949,2.212632376172484,2.162631042672311
8150-9101,2.161832897685653,2.0663725581544523,2.0972088252551937,2.0867565061234763,2.0699260709954435,2.1344859364755315,2.0663667214010095
8154-1901,2.297643443660965,2.3230008559369875,2.357520747448723,2.3571785720040994,2.3333260612312223,2.3133519213525555,2.3230003297662796
8158-6104,2.1786590194262283,2.1008265177538172,2.037313972439158,2.0265626529936043,2.071254579444265,2.0622848789791632,2.1008593098722357
8239-3703,2.2851838352324494,2.143549391927573,2.18934858481091,2.1684728311717376,2.1548295893290055,2.1855750372198983,2.1435888783623076
8241-9101,2.1221332725233215,2.1699252069700328,2.1173149532103217,2.1142519167734815,2.1455764637255124,2.1336088454335984,2.169941391353396
8243-9102,2.260756888802261,2.30181528384811,2.24925057579091,2.247301285680728,2.2836216933221003,2.2388920493158793,2.3018274841335917
8247-12704,1.7422055520667574,1.8007432065210278,1.8085833372145903,1.8152082304739374,1.809810217327018,1.8036994961653978,1.8007118711212704
8253-3704,2.209007773459247,2.0618045944738372,2.0607467950770824,2.0686769062470076,2.0677443601739984,2.0326825165437112,2.0618034011950725
8254-12704,1.7759234058426805,1.8171761528012582,1.8155158836255776,1.812050145894162,1.8181062655256937,1.8078240424218723,1.8171976407344232
8256-6103,2.440589065391809,2.2917499579178835,2.347307975120378,2.349317291722756,2.319303915269618,2.298902763414416,2.2917651844560636
8257-1902,2.178597708828488,2.155175084476107,2.1409907386576985,2.1515564707483286,2.1475021784080934,2.1594624639714137,2.155186280175305
8260-3704,2.021880311299188,2.05586187863804,2.115290179596672,2.1113207588225915,2.0733459130167753,2.1335027811570733,2.055930581866835
8262-1902,1.7300045315990555,1.9505833213863677,1.8429459956575562,1.8242051231350946,1.918182805843482,1.8058641411843843,1.950464395045684
8262-3702,2.0006795731916225,2.0870042613230253,2.026174951998498,2.025221032519476,2.062385404001356,2.0246552153170563,2.0869797441261513
8309-3704,2.3693153254382993,2.3220907955999746,2.350941099322142,2.361099658564193,2.3314832890038857,2.33557336143941,2.3221003791335493
8310-6104,2.2615442956013223,2.2422888308908626,2.2486865984146367,2.251270709033864,2.260880591411501,2.211739171413618,2.242295700547462
8314-3704,1.977112145563652,2.1413817393003045,2.11739681077162,2.1304661915175194,2.139839446320704,2.1174752912388106,2.1413860023600293
8314-6102,1.6835503298742296,1.7888323562504758,1.7605020306746082,1.7466692123133085,1.7797156839304378,1.7454282904382397,1.788907939724022
8315-1902,2.2240184412817223,2.0300209000797076,2.0914588969661243,2.066581395632887,2.047284922226636,2.0967970850524273,2.0300476223104496
8317-12702,2.29131822421775,2.303492169713255,2.268974005945597,2.2726615385039626,2.294592710586605,2.2501775250467997,2.30346876500234
8317-9101,1.9500049029831426,1.9323455950760562,1.899818601137069,1.9265060026533478,1.9197762216618337,1.922377036119992,1.9323444198672128
8318-6104,1.7284881895685784,1.687476347172587,1.6940177039081545,1.7016226448154974,1.6915719459678442,1.69529587972986,1.6874930774111283
8320-3702,1.935965300607934,1.8935194660002508,1.8427866205513068,1.8340554723787537,1.8658034580727312,1.8705489683544032,1.893497992754568
8322-3701,2.040826944379654,2.0726361767752928,2.048909446892713,2.0532583436194827,2.067222434886947,2.04476246303912,2.0726031843964012
8323-6103,1.992982960966765,1.985857622553526,1.9718490645408155,1.9342825776508568,1.9948735649990186,1.937524579987582,1.9858000888423022
8324-6103,1.9012149502243954,1.8636273839233763,1.8341149462284463,1.8196575029080024,1.8331344326690346,1.9020793640444291,1.863601872742575
8324-6104,2.1414005401163196,2.1114908120597495,2.0966454329746496,2.0894344610102578,2.1037163850119023,2.1304012580334017,2.111544131148795
8324-9101,1.8332797396068494,1.8724284213296463,1.8661675078866653,1.8505425350782032,1.8725906625393067,1.8411199319759315,1.8724373833883479
8328-9101,2.0208586958472856,2.0590902857670335,2.00029198818369,1.981686945356085,2.032004168737303,2.0136905595826273,2.059087159773079
8330-12703,1.8080333013625673,1.807173949300046,1.8222243776174691,1.8304048850537735,1.8120654320749425,1.833545803513741,1.807181197169094
8330-6102,1.787181246068547,1.849048706304372,1.8275925193323193,1.8508508663822503,1.8431919455212953,1.8344191941305497,1.849076806646742
8331-6104,1.7020686459795307,1.8590564438955852,1.8448457438061094,1.8516121317403633,1.863773915287178,1.8082675645722337,1.8590678960266327
8332-9102,2.0691732224578434,1.9339454274798624,1.9018806349303545,1.8784205146213329,1.917310947059507,1.925107457087288,1.9339162977823305
8336-12702,2.0978026992530365,2.0727881240974195,2.0329247777140935,2.045497003143628,2.057431342873605,2.0450741025142856,2.0727309245506587
8336-12704,1.8932598981224806,1.8690376013518328,1.9012170618216042,1.9035584601383864,1.8838426834372202,1.8969076222139907,1.8689649189441957
8338-1901,1.7114901204906035,1.6770471923682495,1.6636781272395291,1.6757519059845865,1.655706018126201,1.712923413018673,1.6770708417463358
8338-3701,2.1312965126504717,2.1441419068262815,2.1665439682097207,2.1395156503000927,2.1483994861329827,2.1594670353426793,2.1441365847686114
8341-12702,2.333057342873407,2.1921782667296874,2.2170091960858267,2.2006199732461207,2.204202995542169,2.2192523327453912,2.19218609258417
8341-9101,1.9582643604298178,1.9639281584385988,1.931914637469422,1.9373267975149402,1.956281161191015,1.9094242374895454,1.9639015488358325
8439-6101,1.7826952326089596,1.730249320406875,1.7363913721397224,1.7339260636494433,1.7349434644276671,1.733842627056871,1.7301820350354573
8440-3704,1.7619844132379887,1.7978600859404483,1.8040733306566954,1.7777750610050256,1.7982273821974857,1.8179037524081645,1.7978523702333973
8441-12704,2.187726820799251,2.2031293118153084,2.180903104355412,2.186611530472376,2.1844334484157644,2.2136883125433617,2.2031136945084744
8441-9101,1.7790737970489463,1.707123753358889,1.6751569018682886,1.6602181169818433,1.6949375014470784,1.683998255955531,1.7071436239536864
8442-1901,2.0793798903366785,1.9485375102340903,1.8184463369630977,1.8393867880225419,1.86583334885248,1.9407515478908408,1.948608131899202
8443-3704,1.832234709703605,1.848442585759728,1.7894425163727483,1.7664608218212998,1.818646348769755,1.8033324560322308,1.8484690255277825
8444-1901,1.6653179897077341,1.727226155250261,1.7120997095336739,1.6985194186729053,1.7196013812307263,1.7169765932832493,1.727275964754685
8444-3702,1.7827633464761556,1.6448088834820724,1.6205583169132,1.6094993666198092,1.6328743740707115,1.6285146969101432,1.6448223690671822
8447-12702,1.8948059739937888,1.9102454571882315,1.9305701249407197,1.907280224409061,1.9259771430205914,1.9050279722813315,1.910198804123451
8449-3703,1.8225854947116824,1.8122935020666748,1.8158250162780678,1.8298654376711614,1.8152303086064434,1.8292364472345064,1.812191005547625
8449-6101,1.8426627119465628,1.6051322963294532,1.6391673932310369,1.6294278212101205,1.613253006402247,1.646594933260065,1.6050796172575197
8450-6102,1.688894527561912,1.8173944883813355,1.8342028774231527,1.8360757606379563,1.8258090490721328,1.827252800696592,1.8173478348581498
8454-6104,1.9045555353475863,2.0543648331933184,2.0329773167236564,2.016900110389109,2.055456409247097,1.9920863023801452,2.0543333826788217
8455-3701,1.940531176985904,1.9204253607536066,1.8796347681268535,1.8793106389593939,1.8954926474406317,1.9039110494634277,1.920405217493691
8461-3702,2.407678582382823,2.367431362900609,2.4001732725456657,2.3835091596213487,2.37781379972294,2.367777321735492,2.3674132874980613
8464-3701,1.7870530526920874,1.913727693321465,1.870103183829942,1.8943119817774445,1.9008447379900046,1.8677277957009184,1.9137358711880657
8466-12702,1.7702962008486065,1.8241081017104028,1.8180952203180376,1.80779898019895,1.8240149965951948,1.8036176566470408,1.8240915340583401
8482-9101,2.1867453492575377,2.1004715965279135,2.0976213742415806,2.107767769773633,2.095244289911649,2.119446198349935,2.100491690218443
8483-3702,2.1799875903102257,2.1629101322880384,2.189052248743043,2.2047815898006613,2.1760672036185413,2.1624686725359115,2.1629259990765735
8486-12705,2.182113509497849,2.0501294315394922,2.0099457508787326,1.9909814904949783,2.031553307464173,2.0081953140639626,2.0501519006158997
8488-12705,2.0764649430510835,2.1211054101214835,2.0596945484614513,2.072908109644599,2.0921749487156527,2.0865136777964337,2.121074218249591
8547-3703,2.0621109611934774,2.1994206432738195,2.1474157931867333,2.167087322254344,2.1827003444341893,2.1527718943414915,2.1994412454356493
8554-3701,1.80576869243079,1.8670953624671442,1.8519687735464532,1.8261565124031114,1.8605042604680004,1.8487346836519187,1.8670909676501357
8562-6104,1.8344046160477083,1.882807830468403,1.9092802468834997,1.8828629082525443,1.893161847425702,1.864424992586579,1.8828788760205584
8563-3701,1.6207115043051916,1.7093796297411599,1.695157731576498,1.6986778728190215,1.6987386204620671,1.7040920029053068,1.7093877918415332
8595-3703,2.1978749278500223,2.1512549070797795,2.1464554637212134,2.1387094875357646,2.1600213359668468,2.142843803442836,2.151235862969174
8595-3704,1.630697826670403,1.810648041637771,1.8124136257082142,1.8129377738398247,1.8092320130199542,1.8343624409920667,1.8107085400224099
8596-3703,2.3175464676358706,2.2534705905000716,2.2919649301050216,2.2927323907553676,2.2638334934088014,2.286970011191306,2.253501451111716
8597-3703,2.3178143794752253,2.3091694916511463,2.325529432985684,2.3339952457997812,2.3070547045885528,2.3829594473862397,2.3091852762888285
8602-9102,2.0716633328366183,2.0492958031580666,2.1423348934012543,2.1352445340635193,2.0803375953296666,2.1536245812994954,2.0493037168259667
8603-6102,2.049280448015241,2.0441573738557266,2.1008816151174505,2.090201018643336,2.0678721377286626,2.0777676036654444,2.0441652586251085
8609-3702,2.341596143063178,2.256156416985962,2.328469776898407,2.2832075951909423,2.280196734212648,2.3226353774948643,2.256190557075551
8609-6103,1.8929033073735526,2.017078764045278,1.9472291453664397,2.007093726963206,1.97707125681457,2.0492660585452875,2.0170496741292134
8610-3703,1.9071868456032375,1.8634450633432396,1.8971779799844188,1.895868874245565,1.8906542923664755,1.8442780404326706,1.8633501455281656
8611-9101,1.934330912560167,1.9808352209728908,1.9651718327831784,1.981310066940693,1.978217108567566,1.9571516806148264,1.9808436841906605
8612-6104,1.9883771304636535,2.06917045995547,2.002578940898181,2.0102555837235228,2.0446705603862796,2.0028258588229173,2.069183186729888
8614-3703,2.3395931353359245,2.1557528517681317,2.1631414449292556,2.1801219739794986,2.152010341849074,2.2176209118257395,2.1557805205104112
8616-3704,1.9125466726368925,1.902926942165381,1.875316618450426,1.87749533629299,1.8819787563447261,1.9157134766709893,1.902962594668948
8616-6104,1.9845176372449538,1.9168007775523381,1.9096725568885522,1.903543288378294,1.9190543997147043,1.9025847462932395,1.916848777640248
8624-6104,2.2977279104409054,2.1327384040006185,2.149811346522507,2.1346438768013085,2.1394095218298816,2.1367932178050117,2.1327623347416895
8657-3701,1.7249129954935192,1.8732023067110632,1.833356161826253,1.8338529707147078,1.8534977996578235,1.8406984049146684,1.8732717628540643
8718-6103,2.330424123234544,2.232080593249892,2.2763401905716516,2.259296670702877,2.2398901065466146,2.2884033687523084,2.2321453846660013
8719-6104,1.6859763733189563,1.7075191137988466,1.691448110636414,1.6832941468878788,1.7012626004298117,1.6865303639420683,1.7075582882922198
8723-12704,1.9759116111135373,2.0009701458886746,1.9939372939832343,1.991798452803215,2.0005891833431977,1.9815365581720554,2.000964523705343
8727-3703,1.9817616787093422,2.0262787321042564,1.9482690642240335,1.966693434663755,2.0174248053032007,1.9251478621537026,2.026107556185291
8931-1902,1.8429332172360966,1.870350049885947,1.9439526425864573,1.9415619651809728,1.9010536599615802,1.8929064477613453,1.8703505492126442
8932-9102,1.9521020587208866,1.870651353205717,1.8220626996072025,1.8008112326927082,1.8375491333522782,1.8539555952283195,1.8706123266041739
8934-3701,1.9400034954516763,1.7909017541919214,1.777242562199678,1.7975018439018835,1.7669012575397627,1.8340003566305851,1.7907783333124256
8937-3704,2.1001847238412528,2.124712714932462,2.09833440988489,2.0978823650163183,2.1094458131574947,2.0811707964445194,2.1246274392410913
8941-6101,1.9041445839754572,1.8804913105874208,1.8200307106229203,1.8319221084233905,1.8514731642254794,1.8510451082104722,1.88054639363556
8944-12702,2.0766826697481524,1.943563443533651,1.8854204921228344,1.9218940019533801,1.9139868603993069,1.9298107193623735,1.943580852349033
8944-6103,2.0105276470765716,1.9443034779672226,1.8958924795649335,1.8946604664300453,1.9221714125887637,1.9137420518536001,1.9443322372325
8946-6102,1.938668050436764,1.9833421122606503,1.956591080650954,1.9787737562899972,1.970162976917703,1.9780437321911415,1.9833482339861392
8948-1901,2.276561749338529,2.1609762647089394,2.1794993160658382,2.1820110932163006,2.14945247536554,2.248277078950717,2.1609191527398104
8948-9101,1.6869089134489748,1.6253678797865243,1.6600411143436036,1.6440226611976763,1.6385622052146416,1.6589174814951966,1.6252935580338874
8977-12704,1.9440332904065227,1.6107802979949184,1.6536222589154668,1.666322898782843,1.6115562379954544,1.6957745873161656,1.6106718884668392
8982-12704,2.1873971831487293,1.9958637431914805,1.9841239977440932,1.979957196065006,1.9980695362239795,1.9805614717433795,1.9958816804325594
8982-3701,2.3085612123616137,2.364745302151894,2.325104708386783,2.3420043776269464,2.3424530666997243,2.341807557647369,2.364697183457289
8985-1901,1.7884524793687067,1.7006473192841154,1.7175307075272042,1.7050891921521787,1.6995282173933708,1.7393921381838633,1.7006201616316194
8991-12705,1.811442552665862,1.9148759169212197,1.8997654280671141,1.8896924760565121,1.9110736056498283,1.8865418805406984,1.9148935803707656
8993-3701,2.19784546275177,2.232468111469469,2.250840029977948,2.25170490156089,2.238124373844833,2.259830054115098,2.2324916387129465
8994-9101,1.8128409904718907,1.8788688085714293,1.8811403448391955,1.8896161918406418,1.8802324483052424,1.9083262270157304,1.878928363471326
8999-1902,2.045141397913413,2.0597446698424506,2.0956075960409466,2.084403680243072,2.0729991930722123,2.0846786549969605,2.0597498412698783
9024-1902,1.9034460167793972,1.8915084207364041,1.8843726370098783,1.8878067640176048,1.877777507665684,1.9195502848020891,1.89149513736016
9024-6102,1.875402889795013,1.9262325553525115,1.907519403965597,1.8957117613112344,1.9202585882123824,1.898246153157674,1.9261960410820835
9027-12702,1.778541216459671,1.763094839937111,1.7772756826618217,1.7515171123451054,1.7708718828056353,1.750014423768179,1.7630779686824232
9028-3702,2.0904866059610376,2.09221008447379,2.0414047817394425,2.0601009419900156,2.0739635167776185,2.07286112695426,2.0922219595491782
9029-3702,2.1590306104612655,2.074742401255177,2.1365672434176313,2.1183222921719658,2.095161092572956,2.1477026868070657,2.074770180253928
9030-6103,2.0798094327696446,2.086092098104584,2.1252259340846513,2.1069295917164355,2.0942596259482937,2.1388733479125097,2.086151573122467
9036-12705,1.6181438402421857,1.6752867202867545,1.6796527124032763,1.6686646889876107,1.676676935473545,1.690959740968096,1.6753125994067595
9036-3702,2.3190177333692197,2.3257658571940394,2.3501218173947587,2.3553100373044735,2.3595993115568166,2.2747554019576457,2.3258403475860963
9037-6104,2.3133202131189834,2.309041878319589,2.3171641488773185,2.3283678330120963,2.3192584700397694,2.2937287177041545,2.3090682403433274
9038-6101,2.385442890953452,2.2687853393593778,2.333166618242787,2.337013493392212,2.2873117524796016,2.320612148762521,2.2687882459668263
9039-6102,2.176750885478996,2.1601950733514,2.105390811976421,2.1107822013667064,2.143062018454282,2.087654636900795,2.160200365562175
9040-3702,1.994385261600037,2.061402502437331,2.04777410517198,2.039858425579978,2.072181813037433,1.9716984060691336,2.0614193259364817
9043-3703,2.4407021134650853,2.3143820241143374,2.359674739100128,2.3400685048358003,2.324192278545417,2.3702186390215227,2.3143934079440966
9043-6101,2.2340612374151974,2.3335616549528884,2.373712730845873,2.372316909011772,2.3457496739953676,2.3605608513982985,2.333575049587843
9044-12704,2.290361656700602,2.253946883953512,2.2211140449986475,2.233253691505211,2.2393045475137594,2.2377435986279997,2.2539538990204986
9045-12704,1.8159609403919705,1.90417295426376,1.8910157990309915,1.9213929854970317,1.9049780436083548,1.8903141485852135,1.9041995812847425
9045-3704,2.3120260042633136,2.278060365606364,2.2644473168349317,2.2758863048228593,2.272491637865463,2.2748050195313416,2.278102769542726
9046-3702,2.2141455027572627,2.209259556281256,2.241311698633194,2.239462064553674,2.2200912096953744,2.2399383550668643,2.209277037000165
9047-3703,2.315669592071778,2.430560524109567,2.3867265494153322,2.4043084815313,2.43166372984609,2.343399495023977,2.4304140579948568
9048-9101,1.9731715118611046,1.908407381667378,1.8870704562324463,1.886270676001179,1.895295183562506,1.9117443273707968,1.9084558411222035
9049-3704,1.7411531752354283,1.6547267586619678,1.6316184726813623,1.6245618618215145,1.6320271214652255,1.6607704951216833,1.6546584580736534
9050-9102,2.0465369139088296,2.0177921010187534,2.0060718254682492,2.0207506989581523,2.0184367298109613,2.0042538654389155,2.017796137277928
9085-1902,2.223496979322138,2.3394606681381838,2.308499865822934,2.279997570105718,2.367108041482712,2.1685565999634133,2.339505171354445
9085-6101,2.2206587172502066,2.125209750198771,2.1207033886739013,2.1247616824698063,2.1193479141897393,2.1420039297600058,2.1252411264392097
9087-3704,2.1634148382999467,2.0735499011855043,2.117012666279765,2.0979486085476697,2.0823898222325004,2.1540252475811856,2.0735644267745776
9092-3703,2.3564266771223723,2.2408537137988143,2.271400436414603,2.2766026000545794,2.253541406527418,2.2745777914047833,2.240879478433692
9093-12701,2.0780400869932016,1.9509516042633979,1.9273070524497893,1.9251672742811603,1.9403491635848895,1.9584727122040693,1.9510288055491223
9182-12703,2.054801054944762,2.0827625833765704,2.1186066884878145,2.1002377053919496,2.091350020283745,2.1322579468219187,2.0827967603541606
9183-3704,2.176070701963683,2.114386427100389,2.0876595834819236,2.110051819406552,2.109432425178859,2.088914171152887,2.114436473453066
9186-3701,1.821007867334791,1.9154763345161032,1.9237046501823363,1.9256105261017875,1.926070471416882,1.9281380399968029,1.9155295065680222
9190-9101,2.0602160728336085,2.07478569342546,2.040458773516139,2.0752989020400263,2.063434062722621,2.065288516608978,2.0747996922283027
9193-12701,2.167872699177792,2.0577452910679943,2.083950304015877,2.079712236955273,2.0683828569311444,2.1063562262160045,2.0575954695080374
