TrackFileBase	StreamName	StreamShortName	TrackRef	TrackType	InfoFlags	has_empirical_track	has_D	has_pm	has_vrad	D_caveat	pm_caveat	vrad_caveat	sky_status	D_status	pm_status	vrad_status	usable_3d	usable_6d	data_defects	n_track_points	track_length_deg	pole_ra_deg	pole_dec_deg	pole_l_deg	pole_b_deg	orbit_inc_to_disc_deg	mid_l_deg	mid_b_deg	mid_distance_kpc	b_min_deg	b_max_deg	absb_min_deg	absb_max_deg	dist_min_kpc	dist_max_kpc	z_min_kpc	z_max_kpc	absz_max_kpc	R_gc_min_kpc	R_gc_max_kpc	width_phi2	width_pm_phi1_cosphi2	width_pm_phi2	dist_ptp_kpc	pmra_ptp_masyr	rv_ptp_kms
track.st.New-4.ibata2024	New-4	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1616	16.1713	47.37619	44.05134	147.5487	-12.12232	77.8777	243.01616	-23.92235	1.0	-31.7674	-16.0335	16.0335	31.7674	1.0	1.0						0.15233	0.13098	0.11269	0.0	0.632685	44.817436
track.st.New-5.ibata2024	New-5	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	9758	99.0793	14.88016	86.66465	123.06038	23.79491	66.2051	212.53898	-1.42546	1.0	-45.2427	38.6055	0.0008	45.2427	1.0	1.0						3.76039	5.57632	4.24176	0.0	38.791198	233.492582
track.st.New-6.ibata2024	New-6	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	7994	80.199	287.70441	14.13426	47.69753	2.20395	87.796	138.42673	19.75107	1.0	-20.2728	59.5783	0.0012	59.5783	1.0	1.0						3.74348	1.20581	1.06037	0.0	26.577996	181.428795
track.st.New-7.ibata2024	New-7	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	2558	25.613	320.97169	66.18166	104.02807	11.26331	78.7367	205.42865	44.80294	1.0	32.353	56.6785	32.353	56.6785	1.0	1.0						1.01813	0.76138	0.67529	0.0	1.673358	272.157361
track.st.New-8.ibata2024	New-8	New	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler;vrad_filler_is_unphysical_gt_1000kms	325	5.0339	240.59677	10.17459	21.7022	42.04241	47.9576	189.38149	46.67638	1.0	46.6182	47.6687	46.6182	47.6687	1.0	1.0	0.7493	0.7617	0.7617	8.8113	8.8328	0.99333	0.81833	2.08971	0.0	8.941644	759.131005
track.st.New-9.ibata2024	New-9	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	732	8.8916	271.2506	45.14961	72.27194	26.71649	63.2835	197.36923	47.14266	1.0	44.8356	51.3223	44.8356	51.3223	1.0	1.0						0.7685	0.19055	0.20128	0.0	1.477855	49.568751
track.st.OmegaCen-Fimbulthul.ibata2021	OmegaCen-Fimbulthul	OmegaCen	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		3542	43.3724	124.24158	27.91744	194.77785	30.01367	59.9863	305.90538	31.95771	5.29942	9.8072	39.5958	9.8072	39.5958	2.92917	5.82526	0.8827	2.8194	2.8194	6.5721	7.3508	0.13335	0.40263	0.24951	2.896088	17.052796	0.0
track.st.OmegaCen-Fimbulthul.ibata2024	OmegaCen-Fimbulthul	Ome	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1769	53.5567	353.28248	22.22442	100.03282	-37.14073	52.8593	342.86981	-25.84171	1.0	-27.5919	-15.0499	15.0499	27.5919	1.0	1.0						3.52235	1.31225	1.7837	0.0	14.692089	530.284566
track.st.OmegaCen-Fimbulthul.sollima2020	OmegaCen-Fimbulthul	OCen	sollima2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		848	8.5825	239.36658	35.8389	57.32394	49.77851	40.2215	309.01937	14.86545	5.426	13.0901	17.6314	13.0901	17.6314	5.426	5.426	1.2405	1.6566	1.6566	6.0939	6.8446	0.10556	0.0	0.0	0.0	0.0	0.0
track.st.Ophiuchus.caldwell2020	Ophiuchus	Ophiuchus	caldwell2020	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0		659	6.7754	292.70843	79.64565	111.67255	24.91014	65.0899	6.32637	29.70422	8.33333	26.8463	32.2021	26.8463	32.2021	8.33333	8.33333	3.7653	4.4437	4.4437	3.9817	4.5945	0.25721	1.23212	0.73046	0.0	6.390029	0.0
track.st.Ophiuchus.ibata2024	Ophiuchus	Oph	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1011	11.7366	180.75422	75.47217	126.94576	41.27651	48.7235	4.47814	31.49244	1.0	26.8433	32.5702	26.8433	32.5702	1.0	1.0						0.54381	0.8239	0.50236	0.0	5.693863	547.824352
track.st.Orinoco.grillmair2017	Orinoco	Ori	grillmair2017	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		2041	21.4042	21.91101	65.01897	126.74487	2.4156	87.5844	95.99064	-87.17831	20.6	-87.6278	-78.366	78.366	87.6278	20.6	20.6	-20.5601	-20.1643	20.5601	20.9105	22.9677	0.01229	0.0	0.0	0.0	0.0	0.0
track.st.Orphan-Chenab.ibata2021	Orphan-Chenab	Orp	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		8660	86.7023	251.23384	20.4655	39.16769	36.63082	53.3692	250.49624	48.96489	17.91137	19.7016	53.5167	19.7016	53.5167	13.90823	30.40013	4.8993	23.0078	23.0078	14.0921	36.2495	0.56107	0.26469	0.31472	16.491891	2.941035	120.526625
track.st.Orphan-Chenab.koposov2019	Orphan-Chenab	Orp	koposov2019	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		23000	230.5622	72.0	-14.0	212.13165	-33.59079	56.4092	302.84488	0.47368	17.78905	-58.7713	53.3168	0.0002	58.7713	15.98172	100.0	-84.2955	35.5764	84.2955	14.7459	97.539	0.0	0.0	0.0	84.018283	4.75963	239.662141
track.st.Orphan-Chenab.koposov2023	Orphan-Chenab	Orp	koposov2023	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		18113	181.4773	72.0	-14.0	212.13165	-33.59079	56.4092	303.0399	0.60318	17.87283	-48.6146	53.6591	0.0007	53.6591	16.11176	52.7218	-27.4257	37.2132	37.2132	14.957	58.6471	0.0	0.0	0.0	36.610043	5.013248	372.852725
track.st.Orphan-Chenab.shipp2019	Orphan-Chenab	Che	shipp2019	st	1011	1	0	1	1	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	MEASURED_TRACK	0	0		1005	10.1136	255.51497	14.36298	34.12157	30.60671	59.3933	344.57473	-47.83982	39.8	-49.4811	-42.9375	42.9375	49.4811	39.8	39.8	-30.2992	-27.159	30.2992	34.8972	35.2238	0.18535	0.00748	0.01998	0.0	0.272191	38.401573
track.st.Pal15.myeong2017	Pal15	Pal15	myeong2017	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		146	1.4692	164.75233	-23.28765	271.97034	32.73831	57.2617	18.7157	24.08808	38.4	23.5364	24.7141	23.5364	24.7141	38.4	38.4	15.2695	15.9911	15.9911	31.5788	31.7049	0.0	0.0	0.0	0.0	0.0	0.0
track.st.Pal5.ibata2021	Pal5	Pal	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		2174	22.3447	138.92981	55.4168	161.26002	42.28659	47.7134	3.41469	45.52534	22.35877	40.4227	46.2141	40.4227	46.2141	17.81335	22.40187	12.5116	16.0735	16.0735	13.5038	17.7331	0.41479	0.48013	0.26528	4.588528	0.899445	60.867112
track.st.Pal5.ibata2024	Pal5	Pal	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	3171	32.5963	139.1508	56.28496	160.08157	42.19724	47.8028	5.42699	44.91117	1.0	36.9915	46.0586	36.9915	46.0586	1.0	1.0						0.30188	0.15042	0.1617	0.0	0.680208	26.332231
track.st.Pal5.pricewhelan2019	Pal5	Pal5	pricewhelan2019	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0	vrad_flag_clear_but_column_populated_with_filler	2097	21.389	319.20527	-56.48978	339.80381	-42.17486	47.8251	0.84291	45.87583	20.53797	39.1676	46.0137	39.1676	46.0137	19.08823	22.02341	13.6465	14.976	14.976	14.6978	16.9845	0.01608	0.0	0.0	2.935174	0.657262	1e-06
track.st.Pal5.starkman2020	Pal5	Pal5	starkman2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		2611	27.23	319.27	-48.31	350.77647	-43.7774	46.2226	0.73618	45.8014	22.5	39.857	46.1034	39.857	46.1034	22.5	22.5	14.3979	16.1942	16.1942	17.386	17.8943	0.1101	0.0	0.0	0.0	0.0	0.0
track.st.Parallel.weiss2018	Parallel	Par	weiss2018	st	1100	1	1	0	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	ABSENT	ABSENT	1	0		3748	37.6657	112.95079	-81.34001	293.49487	-25.29666	64.7033	262.46064	61.11724	14.27017	50.8	64.5998	50.8	64.5998	14.00029	16.5	11.9507	13.4754	13.4754	15.0227	20.9291	0.0	0.0	0.0	2.49971	0.0	0.0
track.st.Pegasus.perottoni2019	Pegasus	Peg	perottoni2019	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		858	8.5779	226.10191	28.88721	44.24569	60.69322	29.3068	80.91867	-24.23702	18.0	-25.497	-22.9973	22.9973	25.497	18.0	18.0	-7.7373	-7.0149	7.7373	18.1083	19.1932	0.0	0.0	0.0	0.0	0.0	0.0
track.st.Perpendicular.weiss2018	Perpendicular	Per	weiss2018	st	1100	1	1	0	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	ABSENT	ABSENT	1	0		2009	21.2954	101.48504	-25.13898	235.06936	-12.30023	77.6998	261.08122	76.35741	15.29218	69.3	82.4	69.3	82.4	14.40011	15.99961	13.8479	15.6452	15.6452	16.3112	18.5844	0.0	0.0	0.0	1.599497	0.0	0.0
track.st.Phlegethon.ibata2021	Phlegethon	Phl	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		6265	63.5702	235.07733	6.34936	13.3776	44.8704	45.1296	33.786	-43.28525	3.23699	-44.7627	-28.3464	28.3464	44.7627	3.23575	4.10297	-2.3178	-1.9306	2.3178	5.9462	7.8437	1.21326	1.1519	0.46093	0.867223	8.284256	682.579571
track.st.Phlegethon.ibata2024	Phlegethon	Phl	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	7748	77.9613	236.17981	8.75111	17.08541	45.18036	44.8196	30.36063	-44.05538	1.0	-44.6748	-24.4755	24.4755	44.6748	1.0	1.0						1.53512	1.16372	0.51602	0.0	11.236641	795.064019
track.st.Phoenix.ibata2024	Phoenix	Pho	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1783	17.8701	309.19147	12.15679	56.66194	-16.85174	73.1483	278.1053	-67.99538	1.0	-72.6565	-61.9003	61.9003	72.6565	1.0	1.0						0.27502	0.24131	0.17654	0.0	0.148273	107.542089
track.st.Phoenix.shipp2019	Phoenix	Pho	shipp2019	st	1011	1	0	1	1	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	MEASURED_TRACK	0	0		1175	11.7686	311.17674	14.0001	59.39435	-17.41648	72.5835	283.51572	-66.19746	17.5	-69.3702	-61.5393	61.5393	69.3702	17.5	17.5	-16.3579	-15.3731	16.3579	17.7712	19.15	0.07637	0.05605	0.04505	0.0	0.109615	39.690866
track.st.SGP-S.ibata2024	SGP-S	SGP	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler;vrad_filler_is_unphysical_gt_1000kms	2856	28.6546	90.2512	9.5637	198.59145	-6.65042	83.3496	329.80468	-79.94908	1.0	-83.5959	-66.8333	66.8333	83.5959	1.0	1.0	-0.9732	-0.8992	0.9732	7.9373	8.1357	0.66114	0.24099	0.4222	0.0	0.85076	444.432159
track.st.SGP-S.yang2022	SGP-S	SGP-S	yang2022	st	1020	1	0	1	0	0	1	0	EMPIRICAL_TRACK	ABSENT	SINGLE_MEAN_VALUE	ABSENT	0	0	pm_flag_set_but_column_is_constant	5828	58.299	273.79835	-4.49192	24.76459	5.97071	84.0293	349.57702	-82.70752	9.5	-84.0219	-56.1045	56.1045	84.0219	9.5	9.5	-9.4298	-7.8724	9.4298	10.3631	12.9941	0.0	0.0	0.0	0.0	0.0	0.0
track.st.Sagittarius.antoja2020	Sagittarius	Sgr	antoja2020	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		28000	280.0	123.6474	-59.52178	273.75	-13.46	76.54	7.09894	-13.71623	28.82225	-76.54	76.54	0.0039	76.54	18.95426	52.32699	-22.3635	43.0001	43.0001	18.8997	47.6811	0.0	0.0743	0.07025	33.372729	3.077929	0.0
track.st.Slidr.ibata2021	Slidr	Sli	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		3263	34.2217	284.17459	74.12874	105.27507	25.65905	64.3409	242.29743	56.56593	3.0738	48.7324	62.0484	48.7324	62.0484	2.437	3.92451	1.8558	3.4686	3.4686	8.9463	9.6358	1.71477	0.88821	0.53158	1.487506	12.326787	322.33069
track.st.Slidr.ibata2024	Slidr	Sli	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	3710	37.0785	272.93237	65.47395	95.17828	28.58952	61.4105	237.90884	55.513	1.0	45.3909	61.1652	45.3909	61.1652	1.0	1.0						2.16898	1.14296	0.7058	0.0	12.161288	177.133942
track.st.Spectre.chandra2022	Spectre	Spectre	chandra2022	st	1011	1	0	1	1	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	MEASURED_TRACK	0	0		755	7.5552	269.76	-33.55	357.47869	-4.81283	85.1872	77.12877	64.6106	12.5	63.6131	70.8698	63.6131	70.8698	12.5	12.5	11.2154	11.8273	11.8273	14.2082	14.2477	0.45888	0.14531	0.109	0.0	0.244302	27.211433
track.st.Svol.ibata2021	Svol	Svo	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		3463	34.6572	25.49037	58.6799	129.47135	-3.54888	86.4511	43.46431	48.139	7.07908	30.982	65.4189	30.982	65.4189	6.25998	8.91319	3.2332	8.119	8.119	6.419	9.9928	1.04868	0.78275	0.61879	2.653206	3.612076	232.819351
track.st.Svol.ibata2024	Svol	Svo	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	5826	58.6918	26.12338	59.32888	129.66145	-2.84788	87.1521	42.7208	46.99896	1.0	18.0275	76.246	18.0275	76.246	1.0	1.0						0.67212	0.57914	0.40264	0.0	5.15933	173.296934
track.st.Sylgr.ibata2021	Sylgr	Syl	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		2539	26.0994	93.79858	63.8169	150.62063	20.32536	69.6746	272.53418	54.95667	3.31292	42.9289	62.8603	42.9289	62.8603	2.41075	5.79527	1.6632	5.1754	5.1754	8.6272	9.1147	1.16057	1.2288	0.45322	3.384519	16.575196	1131.867519
track.st.Sylgr.ibata2024	Sylgr	Syl	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	2996	30.494	92.83683	61.50892	152.73668	19.07913	70.9209	271.78179	54.55667	1.0	39.9716	64.8899	39.9716	64.8899	1.0	1.0						1.30247	1.30675	0.62337	0.0	13.301375	288.709296
track.st.Tri-Pis.bonaca2012	Tri-Pis	Tri-Pis	bonaca2012	st	1001	1	0	0	1	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	MEASURED_TRACK	0	0		1345	13.455	118.06462	9.72454	210.97764	17.8839	72.1161	132.90131	-32.63218	26.0	-38.8263	-26.3077	26.3077	38.8263	26.0	26.0	-16.2427	-11.4636	16.2427	31.2922	31.4112	0.0	0.0	0.0	0.0	0.0	24.987514
track.st.TucanaIII.ibata2024	TucanaIII	Tuc	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1600	16.9897	170.68841	-30.13354	281.03462	28.93976	61.0602	317.4867	-55.42426	1.0	-58.2464	-52.6891	52.6891	58.2464	1.0	1.0						0.614	0.20755	0.22841	0.0	1.691266	127.566322
track.st.TucanaIII.shipp2019	TucanaIII	Tuc	shipp2019	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0		426	4.2632	354.22998	30.28999	104.38165	-29.88342	60.1166	315.37385	-56.18655	25.29674	-56.9234	-55.0413	55.0413	56.9234	23.37356	26.91423	-22.5569	-19.1612	22.5569	21.1724	25.1074	0.11529	0.07802	0.12552	3.540675	0.489342	0.0
track.st.Turranburra.shipp2019	Turranburra	Tur	shipp2019	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_filler_is_unphysical_gt_1000kms	1370	13.729	123.47312	53.28363	165.11741	33.56251	56.4375	219.72313	-40.78953	27.5	-46.2322	-36.8977	36.8977	46.2322	27.5	27.5	-19.7969	-16.4503	19.7969	32.76	32.9409	0.47445	0.09911	0.11129	0.0	0.036315	0.0
track.st.Yangtze.yang2023	Yangtze	Yan	yang2023	st	1020	1	0	1	0	0	1	0	EMPIRICAL_TRACK	ABSENT	SINGLE_MEAN_VALUE	ABSENT	0	0	pm_flag_set_but_column_is_constant	2704	27.1206	56.14072	3.00912	184.01407	-38.54131	51.4587	235.62165	37.93853	9.12011	29.6634	46.0925	29.6634	46.0925	9.12011	9.12011	4.5418	6.6037	6.6037	14.0062	15.0561	0.0	0.0	0.0	0.0	0.0	0.0
track.st.Ylgr.ibata2021	Ylgr	Ylg	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		4475	44.7942	255.56407	19.90826	40.19214	32.61617	57.3838	277.17779	40.41309	9.48407	22.825	52.7627	22.825	52.7627	7.45127	11.40751	3.9085	6.9058	6.9058	10.3282	13.0476	0.90505	0.70471	0.64659	3.956247	0.279084	258.653935
track.st.Ylgr.ibata2024	Ylgr	Ylg	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	4834	48.5501	256.72037	17.07113	37.54405	30.57523	59.4248	277.71227	40.10495	1.0	21.5713	52.365	21.5713	52.365	1.0	1.0						0.83397	0.53563	0.50618	0.0	0.710859	191.293569
