case,cache,aperture,signed_centroid_km_s,positive_centroid_km_s,signed_to_positive_integral,signed_cancellation_kappa,stored_window_capture,parent_window_capture,signed_outside_window,unknown_emitter_max_mjy_beam,invalid_groups
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,0,-167.03505110817946,-77.77366111521063,0.3444083204255283,2.796981019423253,0.9026355658897307,0.9999423791736286,True,7.166240148084095e-10,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,1,-109.73723895096157,-73.87668012729272,0.5455762935501457,1.6967219033082634,0.9330875287485598,0.9999686199347781,True,2.0158553640978523e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,2,-255.34329978318135,-79.29725659621081,0.21554622179968916,4.595403504525531,0.8823946526600739,0.9999101976590544,True,1.751186501210917e-09,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,3,-117.21978409322476,-75.06119125589468,0.5120501729206449,1.8259478261655315,0.9286972690956677,0.9999701513027237,True,9.480437132046919e-11,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,4,-64.2814734137102,-60.901282464807466,0.8996967249410233,1.062139373809115,0.987045543186042,0.9999987936499822,False,5.213450978974156e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,5,-84.68069917394745,-69.7252876819051,0.7228322212427583,1.281490054628376,0.9610374589092552,0.9999907738515735,False,3.0739646520106263e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,6,-29.42996192359317,-29.43050547313293,0.9992847791846383,1.0000983889740889,0.999937532774809,0.9999999998981769,False,1.2910688137553914e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,7,-51.062304899974,-50.54043597076328,0.9747044347685065,1.0100950814386396,0.997109249346432,0.9999999237088907,False,7.326339944028086e-07,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,8,-4.053006333472997,-4.0531021315107845,0.9999950040667065,1.0,0.9999996554971704,0.9999999999999698,False,3.534623690434627e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,9,-18.628882542987093,-18.629935319441966,0.9999082892678077,1.0000047906831822,0.9999928849464147,0.9999999999965327,False,1.098596060983543e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,10,13.22455564636199,13.224759875073604,0.9999865839867828,1.0000002998986348,0.9999986776816473,0.9999999999999675,False,5.425719774803082e-10,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,11,16.121625426011686,16.122074827740484,0.9999637647287055,1.0000009586530971,0.999996199338741,0.999999999999813,False,6.163931405194402e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,12,10.747535922100154,10.747688784635676,0.9999909975307752,1.0000000662266453,0.9999991272109194,0.9999999999999788,False,1.2476044299568861e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,13,22.321107375302077,22.321651141599297,0.999914617412063,1.0000068820311465,0.9999907448224289,0.9999999999993733,False,2.7986475334262905e-09,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z24,14,22.20718794888999,22.2077248761586,0.9999171337535638,1.0000066319406324,0.9999910392440889,0.9999999999994111,False,2.899012604920651e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z48,0,-167.0369581555789,-77.77398763968418,0.3444059083945419,2.7970295001792365,0.9026354254788087,0.9999423799805655,True,6.400424795124135e-10,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z48,1,-109.68171554713673,-73.87218225001014,0.5459045569944053,1.6957004064803942,0.9331422780237145,0.9999686934855706,True,2.3079880529474e-08,2761
h0p1_newton_p10_boxcar_hanning_decimated_s-1_sys-30_sig20,p0p0625_z48,2,-255.366664479694,-79.29789903622975,0.21552665339732324,4.595913893434911,0.8823922474814025,0.9999101974453303,True,2.728622475475461e-09,2761
