shift_samples,total_delta_log_likelihood
-78,2.0352070829594595
-58,13.247642415863083
-39,-0.10559837935761607
-19,8.073444238410957
19,-2.4996552655575215
39,-0.8935356841247994
58,-0.7572148884519265
78,9.827827417326262
