galaxy	point_index	outer_fold	team_release_kin	radius_kpc	log_radius_over_r1	log_surface_density	enclosed_mass_fraction	log_total_profile_mass	log_distance	log_r1_kpc	profile_concentration	log_radius_squared	log_surface_density_squared	radius_surface_interaction	profile_contrast_mod	x_q0p25	edge_valid_q0p25	sharpness_mod_q0p25	outer_mass_mod_q0p25	x_q0p5	edge_valid_q0p5	sharpness_mod_q0p5	outer_mass_mod_q0p5	x_q1	edge_valid_q1	sharpness_mod_q1	outer_mass_mod_q1	x_q2	edge_valid_q2	sharpness_mod_q2	outer_mass_mod_q2	x_q4	edge_valid_q4	sharpness_mod_q4	outer_mass_mod_q4
WALLABY J123917-003149	29	3	NGC 4636 Kin TR1	3.412156833119e+01	-1.289716577958e-01	5.575072019058e-01	8.097495065826e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.663368851459e-02	3.108142801768e-01	-7.190262806286e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	6.978711323764e-01	1	8.649547189610e-01	-9.848828082564e-01	7.430676291583e-01	1	8.206877566407e-01	-9.565072665706e-01	8.133276680121e-01	1	6.672922434517e-01	-8.822369295718e-01	1.067110191645e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	30	3	NGC 4636 Kin TR1	3.524013781109e+01	-1.149630441391e-01	5.477747053878e-01	8.313747655758e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.321650151774e-02	3.000571278627e-01	-6.297384763381e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	7.207486666680e-01	1	8.649547189610e-01	-9.848828082564e-01	7.674267900097e-01	1	8.206877566407e-01	-9.565072665706e-01	8.399900856879e-01	1	6.672922434517e-01	-8.822369295718e-01	1.102092079947e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	31	3	NGC 4636 Kin TR1	3.635945003301e+01	-1.013833367133e-01	5.237464668115e-01	8.524857400209e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.027858096312e-02	2.743103614976e-01	-5.309916439716e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	7.436413918855e-01	1	8.649547189610e-01	-9.848828082564e-01	7.918021256027e-01	1	8.206877566407e-01	-9.565072665706e-01	8.666702074923e-01	1	6.672922434517e-01	-8.822369295718e-01	1.137097196595e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	32	3	NGC 4636 Kin TR1	3.747801951292e+01	-8.822400926642e-02	4.996870826185e-01	8.730667307515e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	7.783475811041e-03	2.496871805358e-01	-4.408439780724e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	7.665189261772e-01	1	8.649547189610e-01	-9.848828082564e-01	8.161612864540e-01	1	8.206877566407e-01	-9.565072665706e-01	8.933326251681e-01	1	6.672922434517e-01	-8.822369295718e-01	1.172079084898e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	33	3	NGC 4636 Kin TR1	3.859658899282e+01	-7.545171703248e-02	4.533183400471e-01	8.921220434618e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	5.692961603150e-03	2.054975174230e-01	-3.420364711887e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	7.893964604688e-01	1	8.649547189610e-01	-9.848828082564e-01	8.405204473054e-01	1	8.206877566407e-01	-9.565072665706e-01	9.199950428439e-01	1	6.672922434517e-01	-8.822369295718e-01	1.207060973200e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	34	3	NGC 4636 Kin TR1	3.971590121474e+01	-6.303622044147e-02	4.183012913197e-01	9.102108705878e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	3.973565087545e-03	1.749759703197e-01	-2.636813241058e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	8.122891856863e-01	1	8.649547189610e-01	-9.848828082564e-01	8.648957828984e-01	1	8.206877566407e-01	-9.565072665706e-01	9.466751646483e-01	1	6.672922434517e-01	-8.822369295718e-01	1.242066089848e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	35	3	NGC 4636 Kin TR1	4.083447069464e+01	-5.097371170611e-02	3.617278360174e-01	9.265322675642e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.598319285097e-03	1.308470273498e-01	-1.843861042922e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	8.351667199780e-01	1	8.649547189610e-01	-9.848828082564e-01	8.892549437498e-01	1	8.206877566407e-01	-9.565072665706e-01	9.733375823241e-01	1	6.672922434517e-01	-8.822369295718e-01	1.277047978151e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	36	3	NGC 4636 Kin TR1	4.195304017455e+01	-3.923720430054e-02	3.010299956641e-01	9.411184647860e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.539558201322e-03	9.061905828953e-02	-1.181157544046e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	8.580442542696e-01	1	8.649547189610e-01	-9.848828082564e-01	9.136141046012e-01	1	8.206877566407e-01	-9.565072665706e-01	9.999999999999e-01	1	6.672922434517e-01	-8.822369295718e-01	1.312029866453e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	37	3	NGC 4636 Kin TR1	4.307235239647e+01	-2.780205084400e-02	2.455126678142e-01	9.542966653384e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	7.729540311321e-04	6.027647005723e-02	-6.825755673414e-03	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	8.809369794871e-01	1	8.649547189610e-01	-9.848828082564e-01	9.379894401941e-01	1	8.206877566407e-01	-9.565072665706e-01	1.026680121804e+00	1	6.672922434517e-01	-8.822369295718e-01	1.347034983101e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	38	3	NGC 4636 Kin TR1	4.419092187637e+01	-1.666758067903e-02	1.553360374648e-01	9.652784180628e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.778082456920e-04	2.412928453527e-02	-2.589075936806e-03	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	9.038145137788e-01	1	8.649547189610e-01	-9.848828082564e-01	9.623486010455e-01	1	8.206877566407e-01	-9.565072665706e-01	1.053342539480e+00	1	6.672922434517e-01	-8.822369295718e-01	1.382016871404e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	39	3	NGC 4636 Kin TR1	4.530949135628e+01	-5.811455424182e-03	6.069784035391e-02	9.743364851435e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	3.377301414726e-05	3.684227823629e-03	-3.527427935609e-04	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	9.266920480704e-01	1	8.649547189610e-01	-9.848828082564e-01	9.867077618969e-01	1	8.206877566407e-01	-9.565072665706e-01	1.080004957156e+00	1	6.672922434517e-01	-8.822369295718e-01	1.416998759706e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	40	3	NGC 4636 Kin TR1	4.642880357820e+01	4.786850248040e-03	-5.060999335496e-02	9.815197600581e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.291393529716e-05	2.561371427389e-03	-2.422624592445e-04	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	9.495847732879e-01	1	8.649547189610e-01	-9.848828082564e-01	1.011083097490e+00	1	8.206877566407e-01	-9.565072665706e-01	1.106685078960e+00	1	6.672922434517e-01	-8.822369295718e-01	1.452003876354e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	41	3	NGC 4636 Kin TR1	4.754737305810e+01	1.512588538016e-02	-1.611509092629e-01	9.872211163216e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.287924085337e-04	2.596961555627e-02	-2.437550182420e-03	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	9.724623075796e-01	1	8.649547189610e-01	-9.848828082564e-01	1.035442258341e+00	1	8.206877566407e-01	-9.565072665706e-01	1.133347496636e+00	1	6.672922434517e-01	-8.822369295718e-01	1.486985764657e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	42	3	NGC 4636 Kin TR1	4.866594253801e+01	2.522449674759e-02	-2.676062401766e-01	9.917895495476e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	6.362752361690e-04	7.161309978145e-02	-6.750232734968e-03	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	9.953398418712e-01	1	8.649547189610e-01	-9.848828082564e-01	1.059801419193e+00	1	8.206877566407e-01	-9.565072665706e-01	1.160009914312e+00	1	6.672922434517e-01	-8.822369295718e-01	1.521967652959e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	43	3	NGC 4636 Kin TR1	4.978525475993e+01	3.510009158453e-02	-4.317982759326e-01	9.949917429892e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	1.232016429243e-03	1.864497510984e-01	-1.515615903128e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.018232567089e+00	1	8.649547189610e-01	-9.848828082564e-01	1.084176754786e+00	1	8.206877566407e-01	-9.565072665706e-01	1.186690036116e+00	1	6.672922434517e-01	-8.822369295718e-01	1.556972769607e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	44	3	NGC 4636 Kin TR1	5.090382423983e+01	4.474976845662e-02	-5.528419686578e-01	9.974686574206e-01	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.002541776921e-03	3.056342423094e-01	-2.473955009054e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.041110101380e+00	1	8.649547189610e-01	-9.848828082564e-01	1.108535915637e+00	1	8.206877566407e-01	-9.565072665706e-01	1.213352453792e+00	1	6.672922434517e-01	-8.822369295718e-01	1.591954657910e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J123917-003149	45	3	NGC 4636 Kin TR1	5.202239371973e+01	5.418968937603e-02	-5.528419686578e-01	1.000000000000e+00	1.073069191332e+01	1.185263126769e+00	1.662000642247e+00	5.400964104960e-01	2.936522434670e-03	3.056342423094e-01	-2.995833455560e-02	8.615012106538e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.063987635672e+00	1	8.649547189610e-01	-9.848828082564e-01	1.132895076488e+00	1	8.206877566407e-01	-9.565072665706e-01	1.240014871468e+00	1	6.672922434517e-01	-8.822369295718e-01	1.626936546212e+00	1	8.462730956641e-02	-5.357197531952e-01
WALLABY J125549+040049	0	2	NGC 4808 Kin TR1	3.724218859244e-01	-1.206858446370e+00	9.175055095526e-01	2.361468128299e-02	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	1.456507309575e+00	8.418163600593e-01	-1.107299273795e+00	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.994909536063e-02	1	4.874282408939e-01	-9.333351332067e-01	6.210714328176e-02	1	6.192878049463e-01	-8.128637832177e-01	7.167993891823e-02	1	6.305605383518e-01	-7.100962785114e-01	8.604192129570e-02	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J125549+040049	1	2	NGC 4808 Kin TR1	1.120245032861e+00	-7.285806144507e-01	9.523080096621e-01	1.005398307847e-01	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	5.308297117533e-01	9.068905452667e-01	-6.938331548259e-01	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.502468788448e-01	1	4.874282408939e-01	-9.333351332067e-01	1.868182869915e-01	1	6.192878049463e-01	-8.128637832177e-01	2.156132562660e-01	1	6.305605383518e-01	-7.100962785114e-01	2.588140992575e-01	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J125549+040049	2	2	NGC 4808 Kin TR1	1.867571617282e+00	-5.066163763396e-01	9.656719712201e-01	2.328135439700e-01	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	2.566601527754e-01	9.325223560001e-01	-4.892252347922e-01	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	2.504780635351e-01	1	4.874282408939e-01	-9.333351332067e-01	3.114466211770e-01	1	6.192878049463e-01	-8.128637832177e-01	3.594510003620e-01	1	6.305605383518e-01	-7.100962785114e-01	4.314715546575e-01	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J125549+040049	3	2	NGC 4808 Kin TR1	2.615394764218e+00	-3.603563914045e-01	9.309490311675e-01	4.037997627505e-01	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	1.298567288261e-01	8.666660986317e-01	-3.354734334530e-01	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.507758470193e-01	1	4.874282408939e-01	-9.333351332067e-01	4.361577648867e-01	1	6.192878049463e-01	-8.128637832177e-01	5.033843177098e-01	1	6.305605383518e-01	-7.100962785114e-01	6.042437326193e-01	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J125549+040049	4	2	NGC 4808 Kin TR1	3.362721348640e+00	-2.512027603251e-01	8.331471119126e-01	5.793290005654e-01	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	6.310282679494e-02	6.941341100883e-01	-2.092888542693e-01	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.510070317096e-01	1	4.874282408939e-01	-9.333351332067e-01	5.607860990721e-01	1	6.192878049463e-01	-8.128637832177e-01	6.472220618057e-01	1	6.305605383518e-01	-7.100962785114e-01	7.769011880193e-01	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J125549+040049	5	2	NGC 4808 Kin TR1	4.110544495576e+00	-1.639942876972e-01	6.702458530738e-01	7.268265688582e-01	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	2.689412639732e-02	4.492295035626e-01	-1.099164912569e-01	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.513048151938e-01	1	4.874282408939e-01	-9.333351332067e-01	6.854972427819e-01	1	6.192878049463e-01	-8.128637832177e-01	7.911553791535e-01	1	6.305605383518e-01	-7.100962785114e-01	9.496733659811e-01	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J125549+040049	6	2	NGC 4808 Kin TR1	4.858367642512e+00	-9.140326573375e-02	4.361626470403e-01	8.284835871239e-01	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	8.354556986794e-03	1.902378546732e-01	-3.986669033056e-02	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	6.516025986779e-01	1	4.874282408939e-01	-9.333351332067e-01	8.102083864917e-01	1	6.192878049463e-01	-8.128637832177e-01	9.350886965013e-01	1	6.305605383518e-01	-7.100962785114e-01	1.122445543943e+00	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J125549+040049	7	2	NGC 4808 Kin TR1	5.605694226934e+00	-2.926423672245e-02	1.367205671561e-01	8.873483001338e-01	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	8.563955509476e-04	1.869251348349e-02	-4.001023042084e-03	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	7.518337833683e-01	1	4.874282408939e-01	-9.333351332067e-01	9.348367206771e-01	1	6.192878049463e-01	-8.128637832177e-01	1.078926440597e+00	1	6.305605383518e-01	-7.100962785114e-01	1.295102999343e+00	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J125549+040049	8	2	NGC 4808 Kin TR1	6.353517373870e+00	2.512058046123e-02	-1.249387366085e-01	9.238709635674e-01	8.911190759171e+00	1.010399064803e+00	7.778936413888e-01	5.157893624715e-01	6.310435627090e-04	1.560968790533e-02	-3.138533585698e-03	8.918334234721e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	8.521315668524e-01	1	4.874282408939e-01	-9.333351332067e-01	1.059547864387e+00	1	6.192878049463e-01	-8.128637832177e-01	1.222859757945e+00	1	6.305605383518e-01	-7.100962785114e-01	1.467875177305e+00	1	5.047174274494e-01	-5.128762790122e-01
WALLABY J130053-132655	0	0	NGC5044 Kin TR3	1.327468394329e+00	-1.354770391753e+00	5.705429398819e-01	7.988388509987e-03	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	1.835402814370e+00	3.255192462491e-01	-7.729546821756e-01	8.560250391237e-01	3.452085059375e-02	1	7.391645151739e-01	-9.760446332207e-01	3.759547722956e-02	1	7.421201287351e-01	-9.350141063057e-01	4.418039640728e-02	1	5.124586370364e-01	-7.982580379192e-01	5.429443788374e-02	1	5.127167660378e-01	-5.677722477582e-01	7.813412157545e-02	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	1	0	NGC5044 Kin TR3	3.978865267269e+00	-8.780353482476e-01	6.580113966571e-01	3.728758528009e-02	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	7.709460727722e-01	4.329789981306e-01	-5.777572658147e-01	8.560250391237e-01	1.034704961797e-01	1	7.391645151739e-01	-9.760446332207e-01	1.126861770827e-01	1	7.421201287351e-01	-9.350141063057e-01	1.324233748314e-01	1	5.124586370364e-01	-7.982580379192e-01	1.627385284835e-01	1	5.127167660378e-01	-5.677722477582e-01	2.341940070688e-01	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	2	0	NGC5044 Kin TR3	6.632032098068e+00	-6.561479620508e-01	7.730546933643e-01	1.009245013582e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	4.305301481034e-01	5.976135589325e-01	-5.072382616048e-01	8.560250391237e-01	1.724661695664e-01	1	7.391645151739e-01	-9.760446332207e-01	1.878270042389e-01	1	7.421201287351e-01	-9.350141063057e-01	2.207252604508e-01	1	5.124586370364e-01	-7.982580379192e-01	2.712550116672e-01	1	5.127167660378e-01	-5.677722477582e-01	3.903580713909e-01	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	3	0	NGC5044 Kin TR3	9.283428971008e+00	-5.100861626150e-01	7.958800173441e-01	1.947844455522e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	2.601878932913e-01	6.334250020076e-01	-4.059673839490e-01	8.560250391237e-01	2.414158151523e-01	1	7.391645151739e-01	-9.760446332207e-01	2.629177040921e-01	1	7.421201287351e-01	-9.350141063057e-01	3.089682388749e-01	1	5.124586370364e-01	-7.982580379192e-01	3.796991022669e-01	1	5.127167660378e-01	-5.677722477582e-01	5.464179568843e-01	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	4	0	NGC5044 Kin TR3	1.193482584395e+01	-4.009784954679e-01	7.788744720028e-01	3.108607168211e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	1.607837538277e-01	6.066454431376e-01	-3.123119139421e-01	8.560250391237e-01	3.103654607382e-01	1	7.391645151739e-01	-9.760446332207e-01	3.380084039452e-01	1	7.421201287351e-01	-9.350141063057e-01	3.972112172991e-01	1	5.124586370364e-01	-7.982580379192e-01	4.881431928667e-01	1	5.127167660378e-01	-5.677722477582e-01	7.024778423777e-01	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	5	0	NGC5044 Kin TR3	1.458799267475e+01	-3.137990449560e-01	7.185016888674e-01	4.343191728407e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	9.846984061531e-02	5.162446769052e-01	-2.254651437659e-01	8.560250391237e-01	3.793611341250e-01	1	7.391645151739e-01	-9.760446332207e-01	4.131492311014e-01	1	7.421201287351e-01	-9.350141063057e-01	4.855131029184e-01	1	5.124586370364e-01	-7.982580379192e-01	5.966596760504e-01	1	5.127167660378e-01	-5.677722477582e-01	8.586419066998e-01	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	6	0	NGC5044 Kin TR3	1.723938954769e+01	-2.412726982660e-01	5.899496013259e-01	5.428025858158e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	5.821251492854e-02	3.480405321046e-01	-1.423387321528e-01	8.560250391237e-01	4.483107797109e-01	1	7.391645151739e-01	-9.760446332207e-01	4.882399309546e-01	1	7.421201287351e-01	-9.350141063057e-01	5.737560813426e-01	1	5.124586370364e-01	-7.982580379192e-01	7.051037666502e-01	1	5.127167660378e-01	-5.677722477582e-01	1.014701792193e+00	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	7	0	NGC5044 Kin TR3	1.989078642063e+01	-1.791426273857e-01	4.742162640764e-01	6.386896614306e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	3.209208094665e-02	2.248810651146e-01	-8.495234749568e-02	8.560250391237e-01	5.172604252968e-01	1	7.391645151739e-01	-9.760446332207e-01	5.633306308078e-01	1	7.421201287351e-01	-9.350141063057e-01	6.619990597667e-01	1	5.124586370364e-01	-7.982580379192e-01	8.135478572499e-01	1	5.127167660378e-01	-5.677722477582e-01	1.170761677687e+00	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	8	0	NGC5044 Kin TR3	2.254218329357e+01	-1.247986047510e-01	3.996737214812e-01	7.302516070324e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	1.557469174779e-02	1.597390836426e-01	-4.987872279648e-02	8.560250391237e-01	5.862100708827e-01	1	7.391645151739e-01	-9.760446332207e-01	6.384213306609e-01	1	7.421201287351e-01	-9.350141063057e-01	7.502420381909e-01	1	5.124586370364e-01	-7.982580379192e-01	9.219919478497e-01	1	5.127167660378e-01	-5.677722477582e-01	1.326821563180e+00	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	9	0	NGC5044 Kin TR3	2.519535012437e+01	-7.647418366161e-02	2.624510897307e-01	8.048622271548e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	5.848300766710e-03	6.888057450084e-02	-2.007073283826e-02	8.560250391237e-01	6.552057442694e-01	1	7.391645151739e-01	-9.760446332207e-01	7.135621578171e-01	1	7.421201287351e-01	-9.350141063057e-01	8.385439238102e-01	1	5.124586370364e-01	-7.982580379192e-01	1.030508431033e+00	1	5.127167660378e-01	-5.677722477582e-01	1.482985627502e+00	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	10	0	NGC5044 Kin TR3	2.784674699731e+01	-3.302011248191e-02	8.635983067514e-02	8.598196242171e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	1.090327828318e-03	7.458020354239e-03	-2.851611322812e-03	8.560250391237e-01	7.241553898554e-01	1	7.391645151739e-01	-9.760446332207e-01	7.886528576703e-01	1	7.421201287351e-01	-9.350141063057e-01	9.267869022344e-01	1	5.124586370364e-01	-7.982580379192e-01	1.138952521633e+00	1	5.127167660378e-01	-5.677722477582e-01	1.639045512995e+00	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	11	0	NGC5044 Kin TR3	3.049814387025e+01	6.478827287747e-03	-1.772876696021e-02	9.071988251799e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	4.197520302446e-05	3.143091779295e-04	-1.148616191599e-04	8.560250391237e-01	7.931050354413e-01	1	7.391645151739e-01	-9.760446332207e-01	8.637435575234e-01	1	7.421201287351e-01	-9.350141063057e-01	1.015029880659e+00	1	5.124586370364e-01	-7.982580379192e-01	1.247396612233e+00	1	5.127167660378e-01	-5.677722477582e-01	1.795105398489e+00	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130053-132655	12	0	NGC5044 Kin TR3	3.315131070104e+01	4.270612223065e-02	-1.426675035684e-01	9.458234427747e-01	1.013661439365e+01	1.562388059552e+00	1.477794581520e+00	5.380665988482e-01	1.823812875980e-03	2.035401657444e-02	-6.092775845735e-03	8.560250391237e-01	8.621007088280e-01	1	7.391645151739e-01	-9.760446332207e-01	9.388843846796e-01	1	7.421201287351e-01	-9.350141063057e-01	1.103331766278e+00	1	5.124586370364e-01	-7.982580379192e-01	1.355913095417e+00	1	5.127167660378e-01	-5.677722477582e-01	1.951269462811e+00	1	2.780630595991e-01	-6.516557449980e-02
WALLABY J130059-143042	0	1	NGC5044 Kin TR3	1.362386537534e+00	-1.239134835821e+00	5.587085705332e-01	1.434281256547e-02	9.893157187058e+00	1.573664213266e+00	1.373435179303e+00	5.780467536842e-01	1.535455141346e+00	3.121552667872e-01	-6.923152528197e-01	5.933456561923e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.765874219540e-02	1	5.885690276551e-01	-9.198966261393e-01	7.290689426013e-02	1	4.972011203635e-01	-6.410437946302e-01	9.296622941186e-02	1	3.464707202617e-01	-2.937753442646e-01
WALLABY J130059-143042	1	1	NGC5044 Kin TR3	4.083526581837e+00	-7.623997923161e-01	6.344772701608e-01	6.555002112926e-02	9.893157187058e+00	1.573664213266e+00	1.373435179303e+00	5.780467536842e-01	5.812534433237e-01	4.025614063506e-01	-4.837253389999e-01	5.933456561923e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.728224699404e-01	1	5.885690276551e-01	-9.198966261393e-01	2.185262643957e-01	1	4.972011203635e-01	-6.410437946302e-01	2.786507782905e-01	1	3.464707202617e-01	-2.937753442646e-01
WALLABY J130059-143042	2	1	NGC5044 Kin TR3	6.806483141522e+00	-5.405124061194e-01	7.058637122839e-01	1.661337328871e-01	9.893157187058e+00	1.573664213266e+00	1.373435179303e+00	5.780467536842e-01	2.921536611689e-01	4.982435803192e-01	-3.815280935189e-01	5.933456561923e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	2.880630760082e-01	1	5.885690276551e-01	-9.198966261393e-01	3.642428437236e-01	1	4.972011203635e-01	-6.410437946302e-01	4.644592821417e-01	1	3.464707202617e-01	-2.937753442646e-01
WALLABY J130059-143042	3	1	NGC5044 Kin TR3	9.527623185824e+00	-3.944506066836e-01	7.387805584844e-01	3.179751844443e-01	9.893157187058e+00	1.573664213266e+00	1.373435179303e+00	5.780467536842e-01	1.555912811130e-01	5.457967135945e-01	-2.914124395002e-01	5.933456561923e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.032268037532e-01	1	5.885690276551e-01	-9.198966261393e-01	5.098622138592e-01	1	4.972011203635e-01	-6.410437946302e-01	6.501438310203e-01	1	3.464707202617e-01	-2.937753442646e-01
