hostname,pl_name,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,st_mass,st_masserr1,st_masserr2,pl_refname
"55 Cnc","55 Cnc c",2004,44.38270000000,0.00380000000,-0.00380000000,0.2432000000,0.0037000000,-0.0038000000,0.974708,0.045056,-0.045056,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"55 Cnc","55 Cnc d",2002,4820.00000000000,77.00000000000,-72.00000000000,5.5400000000,0.1000000000,-0.1000000000,0.974708,0.045056,-0.045056,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"55 Cnc","55 Cnc e",2004,0.73654600000,0.00000100000,-0.00000100000,0.0160000000,0.0003000000,-0.0003000000,1.015000,0.051000,-0.051000,"<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>"
"55 Cnc","55 Cnc e",2004,0.73654450000,0.00000140000,-0.00000150000,0.0158300000,0.0002400000,-0.0002400000,0.974708,0.045056,-0.045056,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"55 Cnc","55 Cnc f",2007,260.98000000000,0.24000000000,-0.24000000000,0.7920000000,0.0120000000,-0.0120000000,0.974708,0.045056,-0.045056,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"61 Vir","61 Vir b",2009,4.21487000000,0.00016000000,-0.00016000000,0.0495600000,0.0006500000,-0.0006700000,0.914072,0.036798,-0.036798,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"61 Vir","61 Vir c",2009,38.09570000000,0.00830000000,-0.00830000000,0.2151000000,0.0028000000,-0.0029000000,0.914072,0.036798,-0.036798,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"70 Vir","70 Vir b",1996,116.69335000000,0.00093000000,-0.00097000000,0.4765000000,0.0043000000,-0.0044000000,1.060550,0.029102,-0.029102,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"AF Lep","AF Lep b",2023,9060.00000000000,3650.00000000000,-2480.00000000000,9.3000000000,2.3000000000,-1.8000000000,1.130000,0.100000,-0.040000,"<a refstr=DE_ROSA_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..94D/abstract target=ref>De Rosa et al. 2023</a>"
"AF Lep","AF Lep b",2023,8030.00000000000,1800.00000000000,-1800.00000000000,8.4000000000,1.1000000000,-1.3000000000,1.200000,0.060000,-0.060000,"<a refstr=FRANSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...950L..19F/abstract target=ref>Franson et al. 2023</a>"
"AF Lep","AF Lep b",2023,7520.00000000000,1200.00000000000,-1300.00000000000,7.9900000000,0.8500000000,-0.9200000000,1.201000,0.058000,-0.056000,"<a refstr=MESA_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..93M/abstract target=ref>Mesa et al. 2023</a>"
"AU Mic","AU Mic b",2020,8.46299910000,,,0.0645000000,0.0013000000,-0.0013000000,0.500000,0.030000,-0.030000,"<a refstr=CALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..295C/abstract target=ref>Cale et al. 2021</a>"
"AU Mic","AU Mic b",2020,8.46300000000,0.00000200000,-0.00000200000,0.0645000000,0.0013000000,-0.0013000000,0.500000,0.030000,-0.030000,"<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>"
"AU Mic","AU Mic b",2020,8.46321000000,0.00004000000,-0.00004000000,0.0660000000,0.0070000000,-0.0060000000,0.500000,0.030000,-0.030000,"<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>"
"AU Mic","AU Mic b",2020,8.46299500000,0.00000300000,-0.00000300000,0.0704000000,0.0006000000,-0.0006000000,0.560000,0.060000,-0.060000,"<a refstr=SZABO_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.159S/abstract target=ref>Szab&oacute; et al. 2021</a>"
"AU Mic","AU Mic b",2020,8.46308000000,0.00006000000,-0.00006000000,0.0649000000,0.0012000000,-0.0012000000,0.510000,0.028000,-0.027000,"<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>"
"AU Mic","AU Mic c",2021,18.85899100000,,,0.1101000000,0.0020000000,-0.0020000000,0.500000,0.030000,-0.030000,"<a refstr=CALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..295C/abstract target=ref>Cale et al. 2021</a>"
"AU Mic","AU Mic c",2021,18.85901900000,0.00001600000,-0.00001600000,0.1101000000,0.0022000000,-0.0022000000,0.500000,0.030000,-0.030000,"<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>"
"AU Mic","AU Mic c",2021,18.85969000000,0.00008000000,-0.00008000000,0.1108000000,0.0020000000,-0.0020000000,0.510000,0.028000,-0.027000,"<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>"
"BD+63 1405","BD+63 1405 b",2021,1230.00000000000,44.00000000000,-40.00000000000,2.1150000000,0.0850000000,-0.0820000000,0.816000,0.083000,-0.083000,"<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>"
"BD-10 3166","BD-10 3166 b",2000,3.48790500000,0.00007800000,-0.00008100000,0.0450000000,0.0006400000,-0.0006700000,0.999531,0.043581,-0.043581,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"BD-210397","BD-210397 c",2023,6374.00000000000,804.00000000000,-248.00000000000,5.9600000000,0.4900000000,-0.1600000000,0.691000,0.013000,-0.013000,"<a refstr=AN_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...61A/abstract target=ref>An et al. 2025</a>"
"BD-210397","BD-210397 c",2023,6360.00000000000,6260.00000000000,-711.00000000000,5.9000000000,3.4000000000,-0.5000000000,0.679000,0.017000,-0.017000,"<a refstr=FRENSCH_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.173F/abstract target=ref>Frensch et al. 2023</a>"
"Barnard's star","Barnard b",2024,3.15330000000,0.00060000000,-0.00060000000,0.0229400000,0.0003300000,-0.0003300000,0.162000,0.007000,-0.007000,"<a refstr=GONZALEZ_HERNANDEZ_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..79G/abstract target=ref>Gonz&aacute;lez Hern&aacute;ndez et al. 2024</a>"
"COCONUTS-2 A","COCONUTS-2 b",2021,402000000.00000000000,470000000.00000000000,-100000000.00000000000,7506.0000000000,5205.0000000000,-2060.0000000000,0.370000,0.020000,-0.020000,"<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...916L..11Z/abstract target=ref>Zhang et al. 2021</a>"
"EPIC 220674823","EPIC 220674823 b",2016,0.57129200000,0.00001200000,-0.00001200000,0.0132600000,0.0002800000,-0.0002300000,0.950000,0.060000,-0.048000,"<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>"
"EPIC 220674823","EPIC 220674823 b",2016,0.57131270000,0.00000550000,-0.00000550000,0.0131400000,0.0003200000,-0.0003400000,0.913000,0.024000,-0.024000,"<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>"
"EPIC 220674823","EPIC 220674823 b",2016,0.57130200000,0.00001500000,-0.00001600000,0.0133200000,0.0002800000,-0.0002900000,0.960000,0.063000,-0.062000,"<a refstr=RODRIGUEZ_MARTINEZ_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...97R/abstract target=ref>Rodr&iacute;guez Mart&iacute;nez et al. 2023</a>"
"EPIC 220674823","EPIC 220674823 c",2016,13.33970000000,0.00096000000,-0.00096000000,0.1083000000,0.0023000000,-0.0018000000,0.950000,0.060000,-0.048000,"<a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>"
"EPIC 220674823","EPIC 220674823 c",2016,13.33989000000,0.00068000000,-0.00070000000,0.1073000000,0.0026000000,-0.0027000000,0.913000,0.024000,-0.024000,"<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>"
"G 9-40","G 9-40 b",2019,5.74600700000,0.00000600000,-0.00000600000,0.0385000000,0.0078000000,-0.0053000000,0.290000,0.020000,-0.020000,"<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>"
"GJ 1061","GJ 1061 b",2020,3.20400000000,0.00100000000,-0.00100000000,0.0210000000,0.0010000000,-0.0010000000,0.120000,0.010000,-0.010000,"<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>"
"GJ 1061","GJ 1061 c",2020,6.68900000000,0.00500000000,-0.00500000000,0.0350000000,0.0010000000,-0.0010000000,0.120000,0.010000,-0.010000,"<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>"
"GJ 1061","GJ 1061 d",2020,13.03100000000,0.02500000000,-0.03200000000,0.0540000000,0.0010000000,-0.0010000000,0.120000,0.010000,-0.010000,"<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>"
"GJ 1148","GJ 1148 b",2010,41.37500000000,0.01100000000,-0.01000000000,0.1686000000,0.0014000000,-0.0014000000,0.373585,0.009147,-0.009147,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 1148","GJ 1148 c",2017,535.90000000000,4.00000000000,-3.30000000000,0.9302000000,0.0090000000,-0.0088000000,0.373585,0.009147,-0.009147,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 1214","GJ 1214 b",2009,1.58040433000,0.00000013000,-0.00000013000,0.0149000000,0.0002600000,-0.0002600000,0.178000,0.010000,-0.010000,"<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..174C/abstract target=ref>Cloutier et al. 2021</a>"
"GJ 1252","GJ 1252 b",2020,0.51824160000,0.00000069000,-0.00000069000,0.0091500000,0.0001500000,-0.0001500000,0.381000,0.019000,-0.019000,"<a refstr=CROSSFIELD_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...937L..17C/abstract target=ref>Crossfield et al. 2022</a>"
"GJ 1252","GJ 1252 b",2020,0.51823490000,0.00000630000,-0.00000500000,0.0091600000,0.0007600000,-0.0007600000,0.381000,0.019000,-0.019000,"<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>"
"GJ 15 A","GJ 15 A b",2014,11.44320000000,0.00120000000,-0.00120000000,0.0732000000,0.0004700000,-0.0004800000,0.399648,0.007784,-0.007784,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 179","GJ 179 b",2009,2333.00000000000,36.00000000000,-36.00000000000,2.5230000000,0.0330000000,-0.0340000000,0.393442,0.009795,-0.009795,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 179","GJ 179 b",2009,2303.00000000000,34.00000000000,-31.00000000000,2.4240000000,0.0710000000,-0.0750000000,0.357000,0.030000,-0.030000,"<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>"
"GJ 251","GJ 251 b",2020,14.23800000000,0.00200000000,-0.00200000000,0.0818000000,0.0011000000,-0.0012000000,0.360000,0.015000,-0.015000,"<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>"
"GJ 3090","GJ 3090 b",2022,2.85310540000,0.00000230000,-0.00000230000,0.0316500000,0.0002700000,-0.0002700000,0.519000,0.013000,-0.013000,"<a refstr=ALMENARA_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A..91A/abstract target=ref>Almenara et al. 2022</a>"
"GJ 317","GJ 317 b",2007,695.66000000000,0.35500000000,-0.35500000000,1.1510000000,0.0180000000,-0.0180000000,0.420000,0.020000,-0.020000,"<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>"
"GJ 317","GJ 317 b",2007,695.36000000000,0.70000000000,-0.70000000000,1.1800000000,0.0075000000,-0.0076000000,0.453271,0.008771,-0.008771,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 317","GJ 317 c",2016,6739.32300000000,143.10600000000,-143.10600000000,5.2300000000,0.1110000000,-0.1110000000,0.420000,0.020000,-0.020000,"<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>"
"GJ 317","GJ 317 c",2016,7500.00000000000,1500.00000000000,-720.00000000000,5.7800000000,0.7500000000,-0.3800000000,0.453271,0.008771,-0.008771,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 3378","GJ 3378 b",2026,24.72800000000,0.05600000000,-0.06000000000,0.1060000000,0.0030000000,-0.0030000000,0.260000,0.020000,-0.020000,"<a refstr=MOUTOU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.196M/abstract target=ref>Moutou et al. 2024</a>"
"GJ 338 B","GJ 338 B b",2020,24.45000000000,0.02000000000,-0.02000000000,0.1410000000,0.0050000000,-0.0050000000,0.640000,0.070000,-0.070000,"<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...637A..93G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2020</a>"
"GJ 3512","GJ 3512 b",2019,203.69000000000,0.09000000000,-0.02000000000,0.3370000000,0.0010000000,-0.0010000000,0.123000,0.009000,-0.009000,"<a refstr=LOPEZ_SANTIAGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..273L/abstract target=ref>Lopez-Santiago et al. 2020</a>"
"GJ 3512","GJ 3512 c",2020,1599.60000000000,1.10000000000,-0.80000000000,1.2920000000,0.0030000000,-0.0030000000,0.123000,0.009000,-0.009000,"<a refstr=LOPEZ_SANTIAGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..273L/abstract target=ref>Lopez-Santiago et al. 2020</a>"
"GJ 367","GJ 367 b",2021,0.32192250000,0.00000020000,-0.00000020000,0.0070900000,0.0002700000,-0.0002700000,0.455000,0.011000,-0.011000,"<a refstr=GOFFO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...955L...3G/abstract target=ref>Goffo et al. 2023</a>"
"GJ 367","GJ 367 b",2021,0.32196200000,0.00001000000,-0.00001200000,0.0071000000,0.0002000000,-0.0002000000,0.454000,0.011000,-0.011000,"<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>"
"GJ 3929","GJ 3929 b",2022,2.61627450000,0.00000290000,-0.00000300000,0.0256900000,0.0008800000,-0.0008800000,0.309000,0.014000,-0.014000,"<a refstr=KEMMER_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...659A..17K/abstract target=ref>Kemmer et al. 2022</a>"
"GJ 411","GJ 411 b",2019,12.93820000000,0.00180000000,-0.00160000000,0.0789200000,0.0005400000,-0.0005500000,0.391846,0.008168,-0.008168,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 411","GJ 411 b",2019,12.94600000000,0.00500000000,-0.00500000000,0.0789000000,0.0006800000,-0.0007700000,0.390000,0.011000,-0.011000,"<a refstr=STOCK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A.112S/abstract target=ref>Stock et al. 2020</a>"
"GJ 411","HD 95735 c",2021,3190.00000000000,200.00000000000,-170.00000000000,3.1000000000,0.1300000000,-0.1100000000,0.391846,0.008168,-0.008168,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 414 A","GJ 414 A b",2021,51.62500000000,0.03800000000,-0.03700000000,0.2403000000,0.0017000000,-0.0017000000,0.694721,0.014766,-0.014766,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 414 A","GJ 414 A c",2021,744.70000000000,3.90000000000,-3.50000000000,1.4240000000,0.0110000000,-0.0110000000,0.694721,0.014766,-0.014766,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 436","GJ 436 b",2004,2.64389200000,0.00002500000,-0.00002500000,0.0284900000,0.0002000000,-0.0002000000,0.441167,0.009387,-0.009387,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 463","GJ 463 b",2022,3448.00000000000,110.00000000000,-88.00000000000,3.5300000000,0.0700000000,-0.0700000000,0.490000,0.020000,-0.020000,"<a refstr=ENDL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..238E/abstract target=ref>Endl et al. 2022</a>"
"GJ 463","GJ 463 b",2022,3453.50000000000,92.90000000000,-83.00000000000,3.5400000000,0.0800000000,-0.0700000000,0.490000,0.020000,-0.020000,"<a refstr=PICCININI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.104P/abstract target=ref>Piccinini et al. 2026</a>"
"GJ 463","GJ 463 b",2022,3453.50000000000,92.90000000000,-83.00000000000,3.5400000000,0.0800000000,-0.0700000000,0.490000,0.020000,-0.020000,"<a refstr=PICCININI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.104P/abstract target=ref>Piccinini et al. 2026</a>"
"GJ 463","GJ 463 b",2022,3448.00000000000,110.00000000000,-88.00000000000,3.5300000000,0.0700000000,-0.0700000000,0.490000,0.020000,-0.020000,"<a refstr=SOZZETTI_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670L..17S/abstract target=ref>Sozzetti 2023</a>"
"GJ 463","GJ 463 b",2022,3448.00000000000,110.00000000000,-88.00000000000,3.5300000000,0.0700000000,-0.0700000000,0.490000,0.020000,-0.020000,"<a refstr=SOZZETTI_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670L..17S/abstract target=ref>Sozzetti 2023</a>"
"GJ 480","GJ 480 b",2020,9.56700000000,0.00500000000,-0.00500000000,0.0680000000,0.0010000000,-0.0010000000,0.450000,0.020000,-0.020000,"<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>"
"GJ 486","GJ 486 b",2021,1.46712050000,0.00000120000,-0.00000110000,0.0171300000,0.0009100000,-0.0009800000,0.333000,0.019000,-0.019000,"<a refstr=CABALLERO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.120C/abstract target=ref>Caballero et al. 2022</a>"
"GJ 486","GJ 486 b",2021,1.46711900000,0.00003100000,-0.00003000000,0.0173400000,0.0002600000,-0.0002700000,0.323000,0.015000,-0.015000,"<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>"
"GJ 581","GJ 581 b",2005,5.36879000000,0.00015000000,-0.00015000000,0.0409900000,0.0004200000,-0.0004400000,0.318714,0.010055,-0.010055,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 581","GJ 581 c",2007,12.91440000000,0.00450000000,-0.00480000000,0.0735900000,0.0007600000,-0.0007800000,0.318714,0.010055,-0.010055,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 649","GJ 649 b",2009,604.80000000000,3.40000000000,-3.50000000000,1.1325000000,0.0086000000,-0.0088000000,0.529834,0.010445,-0.010445,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 687","GJ 687 b",2014,38.15200000000,0.01400000000,-0.01400000000,0.1658000000,0.0012000000,-0.0012000000,0.417834,0.009077,-0.009077,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>"
"GJ 832","GJ 832 b",2008,3795.00000000000,106.00000000000,-80.00000000000,3.6510000000,0.0710000000,-0.0590000000,0.449100,0.008700,-0.009100,"<a refstr=AN_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...61A/abstract target=ref>An et al. 2025</a>"
"GJ 832","GJ 832 b",2008,3610.00000000000,120.00000000000,-120.00000000000,3.5300000000,0.1500000000,-0.1600000000,0.450000,0.050000,-0.050000,"<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>"
