hostname,pl_name,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,st_mass,st_masserr1,st_masserr2,pl_refname
"14 Her","14 Her b",2002,1773.40002000000,2.50000000000,-2.50000000000,2.9300000000,0.0800000000,-0.0800000000,0.900000,0.040000,-0.040000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"24 Boo","24 Boo b",2018,30.35060000000,0.00780000000,-0.00770000000,0.1900000000,0.0120000000,-0.0090000000,0.990000,0.190000,-0.130000,"<a refstr=TAKARADA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASJ...70...59T/abstract target=ref>Takarada et al. 2018</a>"
"2MASS J19383260+4603591","2MASS J19383260+4603591 b",2015,416.00000000000,2.00000000000,-2.00000000000,0.9200000000,0.0200000000,-0.0200000000,0.480000,0.030000,-0.030000,"<a refstr=BARAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.146B/abstract target=ref>Baran et al. 2015</a>"
"51 Eri","51 Eri b",2015,14965.00000000000,12775.00000000000,-4380.00000000000,14.0000000000,7.0000000000,-3.0000000000,1.650000,0.356948,-0.178436,"<a refstr=DE_ROSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>"
"51 Eri","51 Eri b",2015,11688.00000000000,6209.25000000000,-3287.25000000000,12.0000000000,4.0000000000,-2.0000000000,1.650000,0.356948,-0.178436,"<a refstr=MAIRE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>"
"55 Cnc","55 Cnc b",1996,14.65160000000,0.00010000000,-0.00010000000,0.1134000000,0.0006000000,-0.0006000000,0.905000,0.015000,-0.015000,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>"
"55 Cnc","55 Cnc c",2004,44.39890000000,0.00420000000,-0.00430000000,0.2373000000,0.0013000000,-0.0013000000,0.905000,0.015000,-0.015000,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>"
"55 Cnc","55 Cnc d",2002,5574.20000000000,93.80000000000,-88.60000000000,5.9570000000,0.0740000000,-0.0710000000,0.905000,0.015000,-0.015000,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>"
"55 Cnc","55 Cnc e",2004,0.73653900000,0.00000700000,-0.00000700000,0.0154400000,0.0000900000,-0.0000900000,0.900000,0.140042,-0.089993,"<a refstr=DEMORY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.532..207D/abstract target=ref>Demory et al. 2016</a>"
"55 Cnc","55 Cnc f",2007,259.88000000000,0.29000000000,-0.29000000000,0.7708000000,0.0043000000,-0.0044000000,0.905000,0.015000,-0.015000,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>"
"70 Vir","70 Vir b",1996,116.69260000000,0.00140000000,-0.00140000000,0.4810000000,0.0030000000,-0.0030000000,1.090000,0.020000,-0.020000,"<a refstr=KANE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806...60K/abstract target=ref>Kane et al. 2015</a>"
"70 Vir","70 Vir b",1996,116.68840000000,0.00440000000,-0.00440000000,0.4800000000,0.0100000000,-0.0100000000,1.140000,0.080000,-0.080000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"8 UMi","8 UMi b",2015,93.40000000000,4.50000000000,-4.50000000000,0.4900000000,0.0300000000,-0.0300000000,1.800000,0.100000,-0.100000,"<a refstr=LEE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..79L/abstract target=ref>Lee et al. 2015</a>"
"8 UMi","8 UMi b",2015,93.40000000000,4.50000000000,-4.50000000000,0.4900000000,0.0200000000,-0.0200000000,1.440000,0.190000,-0.190000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"BD+20 2457","BD+20 2457 b",2009,379.63000000000,2.00000000000,-2.00000000000,1.0500000000,0.0700000000,-0.0700000000,10.830000,22.960000,-22.960000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"BD+20 594","BD+20 594 b",2016,41.68550000000,0.00300000000,-0.00310000000,0.2410000000,0.0190000000,-0.0170000000,0.961000,0.032000,-0.029000,"<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...43E/abstract target=ref>Espinoza et al. 2016</a>"
"BD-11 4672","BD-11 4672 b",2014,1667.00000000000,33.00000000000,-31.00000000000,2.2800000000,0.0700000000,-0.0700000000,0.571000,0.014000,-0.014000,"<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>"
"BD-17 63","BD-17 63 b",2008,655.59998000000,0.60000000000,-0.60000000000,1.3400000000,0.0200000000,-0.0200000000,0.310000,0.190000,-0.190000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>"
"CoRoT-1","CoRoT-1 b",2008,1.50896820000,0.00000050000,-0.00000050000,0.0275200000,0.0002200000,-0.0002300000,1.220000,0.030000,-0.030000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-10","CoRoT-10 b",2010,13.24060000000,0.00020000000,-0.00020000000,0.1055000000,0.0019000000,-0.0020000000,0.890000,0.050000,-0.050000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-11","CoRoT-11 b",2010,2.99432500000,0.00002100000,-0.00002100000,0.0440700000,0.0005600000,-0.0005900000,1.270000,0.050000,-0.050000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-12","CoRoT-12 b",2010,2.82804200000,0.00001300000,-0.00001300000,0.0401300000,0.0009000000,-0.0009300000,1.078000,0.077000,-0.072000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-12","CoRoT-12 b",2010,2.82805268000,0.00000065000,-0.00000065000,0.0392000000,0.0013000000,-0.0013000000,1.000000,0.100000,-0.100000,"<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>"
"CoRoT-13","CoRoT-13 b",2010,4.03519000000,0.00003000000,-0.00003000000,0.0510700000,0.0003000000,-0.0003100000,1.090000,0.020000,-0.020000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-14","CoRoT-14 b",2010,1.51214000000,0.00013000000,-0.00013000000,0.0269100000,0.0007000000,-0.0007300000,1.130000,0.090000,-0.090000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-16","CoRoT-16 b",2011,5.35227000000,0.00020000000,-0.00020000000,0.0618000000,0.0015000000,-0.0015000000,1.098000,0.082000,-0.078000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-17","CoRoT-17 b",2011,3.76810000000,0.00030000000,-0.00030000000,0.0481000000,0.0015000000,-0.0016000000,1.040000,0.100000,-0.100000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-18","CoRoT-18 b",2011,1.90006930000,0.00000280000,-0.00000280000,0.0295000000,0.0015000000,-0.0017000000,0.950000,0.150000,-0.150000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
"CoRoT-18","CoRoT-18 b",2011,1.90009000000,0.00000050000,-0.00000050000,0.0288000000,0.0008000000,-0.0008000000,0.880000,0.070000,-0.070000,"<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>"
"CoRoT-19","CoRoT-19 b",2011,3.89713000000,0.00002000000,-0.00002000000,0.0516600000,0.0006900000,-0.0007000000,1.210000,0.050000,-0.050000,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>"
