group,R_kpc,z_kpc,r_kpc,coarse_base_relative,base_fine_relative,converged,response_R,response_z,point_R,point_z,strength_ratio,vector_relative_to_point,angle_from_inward_degrees
grid,2,8,8.246211251235321,1.6963997265024322e-10,2.918527940020294e-14,True,-415.9064350729499,-2058.8250565234725,-680.5811137565288,-2722.324455026115,0.7485150568431475,0.25456675124843686,2.615533634099945
grid,2,32,32.0624390837628,2.6301198827985155e-15,1.0798581930996748e-14,True,-67.28107765811077,-1121.833585643152,-73.28948087132794,-1172.631693941247,0.9565328454281362,0.04353676998298294,0.14417664689872192
grid,4,0.5,4.031128874149275,0.005231109549112179,0.002962210014956221,True,-1571.6133714342654,-362.5175979491037,-3483.6472983572285,-435.45591229465356,0.4594112891578274,0.5450175479718782,5.863978732564455
grid,4,2,4.47213595499958,0.00018139337083809031,1.001618192388218e-05,True,-1433.0073596346074,-1132.509946221742,-3062.316476661018,-1531.158238330509,0.533474577500727,0.4899183217245334,11.754370493359467
grid,4,8,8.94427190999916,9.007655920481039e-10,1.3398836465641907e-13,True,-785.4785343083835,-1932.9628490358107,-1212.9109931494659,-2425.8219862989317,0.7693012826678834,0.24054220148667116,4.450199655632063
grid,4,32,32.2490309931942,2.958989354828759e-15,2.5796183552400408e-14,True,-133.28349698060055,-1110.8643882774804,-144.97452131919235,-1159.7961705535388,0.9572301462819542,0.043042516683624174,0.2832715228438844
grid,8,0.5,8.0156097709407,0.004916236881680716,0.0014051457983091788,True,-2045.228104987697,-203.35904755987212,-2832.8178203112093,-177.05111376945058,0.7241237888811178,0.2776367565211365,2.1019776531382677
grid,8,2,8.246211251235321,0.00039435543717681237,3.635251229603339e-05,True,-1952.0413193741892,-705.8128938117932,-2722.324455026115,-680.5811137565288,0.7397170127707711,0.27464955982778255,5.842572444802839
grid,8,8,11.313708498984761,9.578349318988203e-09,6.388402760479219e-12,True,-1287.8076650172172,-1551.7578998608317,-1717.7525343106415,-1717.7525343106415,0.8300982811824245,0.1897180367410965,5.310636773926262
grid,8,32,32.984845004941285,8.527964100245788e-16,3.4341967466619904e-14,True,-256.77433644264596,-1068.8995524500604,-277.7697310575514,-1111.0789242302055,0.9598651660949016,0.041139396207698596,0.5284256940253221
grid,16,0.5,16.00781059358212,0.0005314451191512644,0.0001906175282262073,True,-1847.065636235671,-72.00936990364364,-1993.8779106997215,-62.3086847093663,0.9266198564342568,0.07375608291250874,0.4426817412271973
grid,16,2,16.1245154965971,0.00015495205331953656,2.2696394357582486e-05,True,-1819.0091851578825,-276.86124060165776,-1970.3880418716308,-246.29850523395385,0.9265940925422507,0.07777185376207979,1.529233874047041
grid,16,8,17.88854381999832,5.878780421722029e-08,2.018381214165321e-10,True,-1500.4484817897874,-853.3064906665378,-1659.817707474567,-829.9088537372835,0.9301535830693839,0.08680001551295928,3.0618801127326
grid,16,32,35.77708763999664,2.352118363645941e-15,1.4439746518954186e-14,True,-447.0200213975062,-926.8422435679686,-475.2150350452078,-950.4300700904156,0.9683777511175692,0.03459456237453947,0.8168368969652955
grid,32,0.5,32.00390601161052,1.6380330099801137e-05,4.8635819703560765e-06,True,-1165.7901367454715,-19.29807664513233,-1176.6997352815613,-18.385933363774395,0.9907434460996223,0.009302566716410754,0.05319369363861537
grid,32,2,32.0624390837628,4.872756485038582e-06,1.1252647476150024e-06,True,-1161.3361740037167,-76.84091314176585,-1172.631693941247,-73.28948087132794,0.9906000098738446,0.010077853314765068,0.20917759723113996
grid,32,8,32.984845004941285,2.217761105180624e-08,3.1025148219273045e-10,True,-1095.1794670857373,-288.21550511554074,-1111.0789242302055,-277.7697310575514,0.9888194002345762,0.01661074352089004,0.7078273472892145
grid,32,32,45.254833995939045,9.68609201068991e-15,2.0459306038689807e-14,True,-580.3180622653214,-595.4080600809414,-596.6551648531824,-596.6551648531824,0.9853454933559971,0.019417723380685717,0.7353291739247078
grid,64,0.5,64.00195309519859,6.586341377214314e-10,1.3203463766769046e-10,True,-579.1130263032073,-4.591180321577545,-579.1845076625075,-4.52487896611334,0.9998774912157558,0.00016832795723776924,0.006614507174516501
grid,64,2,64.03124237432849,5.708933377832142e-10,1.7293689195674527e-10,True,-578.5299516061075,-18.345962049481994,-578.6163961862775,-18.08176238082117,0.9998651081888645,0.000480191394383949,0.026406867787471075
grid,64,8,64.4980619863884,2.5791326580176994e-11,9.574431834689443e-13,True,-569.3513811203645,-72.203037943184,-569.6656248579533,-71.20820310724416,0.9996733912944172,0.0018172581886968585,0.10244253101408121
grid,64,32,71.55417527999327,8.075777457701216e-16,1.8782547604413653e-14,True,-452.92893887587445,-229.11383694392674,-455.02303362173376,-227.51151681086688,0.9977376964376715,0.005183071376267888,0.26748943901881367
angular,7.7274066103125465,2.070552360820166,8.0,0.0003072235819182767,2.7870530677094654e-05,True,-1931.3061858381573,-750.6080767667396,-2743.760411924106,-735.1883865995487,0.729450869843452,0.2860715694677334,6.238768066952578
angular,6.92820323027551,3.9999999999999996,8.0,7.146423829533537e-06,9.40974411885584e-08,True,-1650.351965008763,-1286.8758079628115,-2459.9882868368686,-1420.274899608592,0.7367502929220883,0.2888709892614185,7.945623394285332
angular,5.656854249492381,5.656854249492381,8.0,1.675616730845406e-07,3.3746723930379494e-10,True,-1285.4580831257028,-1663.9029187286137,-2008.5720253245572,-2008.5720253245572,0.740212887205046,0.28200734499031566,7.311906563115664
angular,4.000000000000001,6.928203230275509,8.0,5.810767657209384e-09,1.814298139984726e-12,True,-875.7079306778941,-1914.4003193270992,-1420.2748996085925,-2459.988286836868,0.7411179365947526,0.27137573380742014,5.41912805850994
angular,2.070552360820166,7.7274066103125465,8.0,2.8323023114405604e-10,5.395360135251543e-14,True,-442.786442632902,-2057.806519441627,-735.1883865995487,-2743.760411924106,0.7410204818989482,0.2625109023252513,2.8565916445518553
angular,4.898587196589413e-16,8.0,8.0,3.855739771192564e-11,1.642220823678029e-13,True,-1.6204761838204972e-13,-2104.5160555467282,-1.739335109714991e-13,-2840.5497992171845,0.740883351570426,0.259116648429574,0.0
angular,15.454813220625093,4.141104721640332,16.0,1.1655620344784553e-05,4.433391307050533e-07,True,-1750.732065649618,-558.9694845072074,-1927.4708984367967,-516.4642706706302,0.9209885855795857,0.09109566470239079,2.7071165573044547
angular,13.85640646055102,7.999999999999999,16.0,4.679178513307097e-08,1.2082145574958127e-10,True,-1510.3483085464077,-1007.3986323017627,-1728.1231308561532,-997.7323547926188,0.9098081327090146,0.10924234448121828,3.7031907271759295
angular,11.313708498984761,11.313708498984761,16.0,2.794249670934439e-10,5.806524269700552e-14,True,-1185.8318607860597,-1344.2647462464618,-1411.0066277661665,-1411.0066277661665,0.8983133680382211,0.1176957583854581,3.5831432718589546
angular,8.000000000000002,13.856406460551018,16.0,2.670563243412933e-12,1.1270551385597194e-14,True,-812.3732400383162,-1576.9074646488905,-997.7323547926192,-1728.1231308561532,0.888946962631776,0.11987972394638755,2.743897200746894
angular,4.141104721640332,15.454813220625093,16.0,4.868133096950758e-14,5.628320326146285e-15,True,-412.10130374128994,-1713.0042298020867,-516.4642706706302,-1927.4708984367967,0.8829407549361609,0.11952663172595047,1.4732682487854925
angular,9.797174393178826e-16,16.0,16.0,2.0567257320867046e-14,3.647775574518072e-14,True,-1.1853428384422927e-13,-1757.7665740453303,-1.221869734702532e-13,-1995.4647095852379,0.880880812174667,0.119119187825333,0.0
angular,30.909626441250186,8.282209443280664,32.0,1.9579978388024367e-08,2.413814054511167e-10,True,-1118.2205178711442,-316.27049128716607,-1136.8675705745075,-304.6227474365717,0.9873524627782234,0.018680107305001924,0.792693046043103
angular,27.71281292110204,15.999999999999998,32.0,1.209717190062896e-11,1.7650356278419623e-14,True,-985.7253033500307,-598.0606568311492,-1019.2875788803871,-588.4859580482332,0.9796037828102032,0.029653474330919985,1.2460854670661496
angular,22.627416997969522,22.627416997969522,32.0,1.8158540026254076e-14,2.1492383669632038e-14,True,-789.1501121153358,-826.2660887206738,-832.2448231379359,-832.2448231379359,0.9707735572468059,0.0369655919068095,1.316202424829636
angular,16.000000000000004,27.712812921102035,32.0,2.0941370506997546e-15,1.2136776533204385e-14,True,-548.4594139516922,-992.0645479460798,-588.4859580482334,-1019.287578880387,0.9631311498695772,0.04112824844870271,1.0641418206455155
angular,8.282209443280664,30.909626441250186,32.0,3.780795710181098e-15,3.250953394392801e-14,True,-280.64251079429755,-1092.1304630591367,-304.6227474365717,-1136.8675705745075,0.9580620721762007,0.043126642362747505,0.5886279252422509
angular,1.959434878635765e-15,32.0,32.0,6.868476150962247e-15,1.1272378921855627e-13,True,-7.085875015719442e-14,-1125.5344756086672,-7.206874448669325e-14,-1176.9719160964667,0.9562967987729084,0.0437032012270916,0.0
angular,61.81925288250037,16.564418886561327,64.0,1.3238409109369753e-13,1.5993670361433355e-15,True,-558.3031068292762,-151.78877440409465,-559.4858933507297,-149.91379329993327,0.9988720579374365,0.0038273307105948697,0.2096691015063611
angular,55.42562584220408,31.999999999999996,64.0,6.3077058224590325e-15,1.1447924674572784e-14,True,-497.93002703546875,-291.60403081851194,-501.6213290022958,-289.61120933073323,0.9962202813754225,0.007242267181694854,0.3546283864866607
angular,45.254833995939045,45.254833995939045,64.0,2.455394965886163e-15,9.240266523565747e-15,True,-403.7846511820962,-409.43205837030047,-409.5721000507965,-409.5721000507965,0.9927877393347732,0.00999468038900301,0.39788581792938504
angular,32.00000000000001,55.42562584220407,64.0,4.704300506046708e-15,1.8965327028110742e-14,True,-283.6662715923712,-498.0427937849036,-289.61120933073335,-501.62132900229574,0.9895347156098647,0.011979664644674221,0.3358029580368079
angular,16.564418886561327,61.81925288250037,64.0,4.990331827502145e-15,1.6937447376906388e-14,True,-146.1649380647721,-552.8416221810479,-149.91379329993327,-559.4858933507297,0.9872501707689253,0.01317094938460553,0.19051810718749446
angular,3.91886975727153e-15,64.0,64.0,9.252315501367447e-14,1.8504631131092646e-14,True,-3.7755161453257674e-14,-571.3637796064728,-3.546714405040766e-14,-579.2224186614666,0.9864324328585996,0.013567567141400389,0.0
