galaxy,model,x,r_kpc,g_extra_kms2_per_kpc,equivalent_halo_v_kms
NGC0055,Burkert-Flat,1.75,11.200000000000001,491.9802969902276,74.23058214974843
NGC0055,Burkert-Flat,3.0,19.200000000000003,326.41996145698755,79.1660486570737
NGC0055,Burkert-Flat,5.0,32.0,186.7175327976678,77.29787221861524
NGC0055,Burkert-Flat,8.0,51.2,101.09968681703486,71.94653546232915
NGC0055,Burkert-Flat,12.0,76.80000000000001,56.45449231500774,65.84607057215028
NGC0055,NFW-Flat,0.03,2.9661,561.9117289408769,40.825070474054726
NGC0055,NFW-Flat,0.06,5.9322,540.7323038049332,56.636844656386224
NGC0055,NFW-Flat,0.1,9.887,514.512141465576,71.32307861183608
NGC0055,NFW-Flat,0.2,19.774,457.5362617943134,95.11741186933523
NGC0055,NFW-Flat,0.4,39.548,370.86819079320463,121.10778343892542
NGC0055,NFW-Flat,0.7,69.209,283.5881543643932,140.09586923034271
NGC0055,NFW-Flat,1.0,98.87,225.79995963170165,149.41499927646603
NGC0055,NFW-Flat,1.5,148.305,164.33854404482693,156.11607148070328
NGC0055,NFW-Flat,2.0,197.74,126.24220520364472,157.99725838434256
NGC0055,NFW-Flat,0.045,4.44915,551.1506357250964,49.51920688920929
NGC0055,NFW-Flat,0.08,7.9096,527.3480469822872,64.58414753181387
NGC0055,NFW-Flat,0.15,14.8305,484.621173377884,84.77720396297998
NGC0055,NFW-Flat,0.3,29.661,410.4042036145738,110.33131506246028
NGC0055,NFW-Flat,0.55,54.37850000000001,322.3744546356734,132.4018099627266
NGC0055,NFW-Flat,0.85,84.0395,251.9760507477501,145.51955647546328
NGC0055,NFW-Flat,1.25,123.5875,191.0703343255377,153.66816502925187
NGC0055,NFW-Flat,1.75,173.0225,143.2403466604038,157.42872317353564
NGC0055,NFW-Flat,3.0,296.61,82.65155942980749,156.57355792877416
NGC0055,NFW-Flat,5.0,494.35,44.818170716777296,148.84845546339693
NGC0055,NFW-Flat,8.0,790.96,23.89872330614626,137.48794196666645
NGC0055,NFW-Flat,12.0,1186.44,13.3294554158729,125.7561095279599
NGC0055,NFW-LCDM,0.03,0.7578,687.1268344093934,22.818955171423568
NGC0055,NFW-LCDM,0.06,1.5156,661.227835334037,31.65686192963962
NGC0055,NFW-LCDM,0.1,2.5260000000000002,629.1648328765128,39.86565398743725
NGC0055,NFW-LCDM,0.2,5.0520000000000005,559.4925804214936,53.165369520858086
NGC0055,NFW-LCDM,0.4,10.104000000000001,453.51159763687133,67.69254894390481
NGC0055,NFW-LCDM,0.7,17.682,346.7822804690214,78.30583811730283
NGC0055,NFW-LCDM,1.0,25.26,276.11669854968426,83.51471610060723
NGC0055,NFW-LCDM,1.5,37.89,200.9593637666388,87.26024463132076
NGC0055,NFW-LCDM,2.0,50.52,154.37372520047273,88.31172400722275
NGC0055,NFW-LCDM,0.045,1.1367,673.9677641581269,27.6784963016155
NGC0055,NFW-LCDM,0.08,2.0208000000000004,644.8610617861677,36.0989644402369
NGC0055,NFW-LCDM,0.15,3.789,592.6130308377108,47.38576551923675
NGC0055,NFW-LCDM,0.3,7.578,501.85772379145635,61.66909948176361
NGC0055,NFW-LCDM,0.55,13.893000000000002,394.2116298689538,74.00528476919318
NGC0055,NFW-LCDM,0.85,21.471,308.12580905478757,81.33737914523275
NGC0055,NFW-LCDM,1.25,31.575000000000003,233.6480041484686,85.89200038995422
NGC0055,NFW-LCDM,1.75,44.205000000000005,175.15969304642041,87.99394428662131
NGC0055,NFW-LCDM,3.0,75.78,101.06944109717811,87.51595423889383
NGC0055,NFW-LCDM,5.0,126.30000000000001,54.80534785540885,83.19804946113904
NGC0055,NFW-LCDM,8.0,202.08,29.22425933826005,76.84815109731393
NGC0055,NFW-LCDM,12.0,303.12,16.299760322806115,70.29070599338856
NGC0100,Burkert-Flat,0.03,0.1434,67.96976457676034,3.12199683540958
NGC0100,Burkert-Flat,0.06,0.2868,132.8111722355902,6.171729433243754
NGC0100,Burkert-Flat,0.1,0.47800000000000004,214.40637259137964,10.123549086100164
NGC0100,Burkert-Flat,0.2,0.9560000000000001,394.28999260140944,19.41497445084457
NGC0100,Burkert-Flat,0.4,1.9120000000000001,655.7050931544678,35.40774121730081
NGC0100,Burkert-Flat,0.7,3.346,846.4047157272153,53.217198148937364
NGC0100,Burkert-Flat,1.0,4.78,884.2067404929053,65.01160065369939
NGC0100,Burkert-Flat,1.5,7.17,807.8714715126952,76.10807086469886
NGC0100,Burkert-Flat,2.0,9.56,692.0245551468016,81.33729001634751
NGC0100,Burkert-Flat,0.045,0.2151,100.78139702080358,4.655972347337864
NGC0100,Burkert-Flat,0.08,0.3824,174.3022438890916,8.164139762595239
NGC0100,Burkert-Flat,0.15,0.717,308.6238402166236,14.875593885130069
NGC0100,Burkert-Flat,0.3,1.434,540.679805574942,27.84483509009286
NGC0100,Burkert-Flat,0.55,2.6290000000000004,776.4214922378973,45.1797753767483
NGC0100,Burkert-Flat,0.85,4.063,878.5855470797063,59.74690852073307
NGC0100,Burkert-Flat,1.25,5.9750000000000005,857.4776138764532,71.57813033959332
NGC0100,Burkert-Flat,1.75,8.365,750.2320839198151,79.21926143299528
NGC0100,Burkert-Flat,3.0,14.34,497.7653158369589,84.48641683194992
NGC0100,Burkert-Flat,5.0,23.900000000000002,284.7298653871564,82.4926892685227
NGC0100,Burkert-Flat,8.0,38.24,154.16924049275764,76.78171498763916
NGC0100,Burkert-Flat,12.0,57.36,86.08875533274606,70.27126728533017
NGC0100,NFW-Flat,0.03,16.796699999999998,745.9440840096648,111.93479796687505
NGC0100,NFW-Flat,0.06,33.593399999999995,717.8281610467094,155.28776044913045
NGC0100,NFW-Flat,0.1,55.989000000000004,683.0206032552355,195.5546996511651
NGC0100,NFW-Flat,0.2,111.97800000000001,607.384487860149,260.7943637841964
NGC0100,NFW-Flat,0.4,223.95600000000002,492.3316574847059,332.0551590980703
NGC0100,NFW-Flat,0.7,391.92299999999994,376.4664361821794,384.11698096781436
NGC0100,NFW-Flat,1.0,559.89,299.75196348786534,409.66831319644547
NGC0100,NFW-Flat,1.5,839.835,218.16124916285344,428.0414146910145
NGC0100,NFW-Flat,2.0,1119.78,167.58793467701622,433.19928150059206
NGC0100,NFW-Flat,0.045,25.19505,731.6586128077769,135.77251317045943
NGC0100,NFW-Flat,0.08,44.791199999999996,700.0604109153196,177.0777961162558
NGC0100,NFW-Flat,0.15,83.98349999999999,643.340009913,232.44342477800578
NGC0100,NFW-Flat,0.3,167.96699999999998,544.8161552278267,302.5080745123217
NGC0100,NFW-Flat,0.55,307.9395,427.9556821577304,363.02129246892724
NGC0100,NFW-Flat,0.85,475.9065,334.50101623911826,398.98772899025596
NGC0100,NFW-Flat,1.25,699.8625,253.6479987497825,421.32970762221316
NGC0100,NFW-Flat,1.75,979.8075,190.1531569455177,431.64046302900675
NGC0100,NFW-Flat,3.0,1679.67,109.72086649098077,429.2957579791648
NGC0100,NFW-Flat,5.0,2799.45,59.496621231469,408.1149547694079
NGC0100,NFW-Flat,8.0,4479.12,31.72582159693526,376.9665264068743
NGC0100,NFW-Flat,12.0,6718.68,17.695000653006765,344.8000101324585
NGC0100,NFW-LCDM,0.03,0.45599999999999996,1138.7991940814122,22.787988777009787
NGC0100,NFW-LCDM,0.06,0.9119999999999999,1095.8758824050724,31.61390208046811
NGC0100,NFW-LCDM,0.1,1.52,1042.736753600937,39.81155442171813
NGC0100,NFW-LCDM,0.2,3.04,927.2665071015258,53.09322161621612
NGC0100,NFW-LCDM,0.4,6.08,751.6205393715337,67.60068697416413
NGC0100,NFW-LCDM,0.7,10.639999999999999,574.734331048616,78.1995734154431
NGC0100,NFW-LCDM,1.0,15.2,457.61780508990427,83.40138270656276
NGC0100,NFW-LCDM,1.5,22.799999999999997,333.05694093182564,87.14182837906044
NGC0100,NFW-LCDM,2.0,30.4,255.84894235246955,88.19188084804108
NGC0100,NFW-LCDM,0.045,0.6839999999999999,1116.9902094128345,27.640935281541736
NGC0100,NFW-LCDM,0.08,1.216,1068.7506595311227,36.04997644922733
NGC0100,NFW-LCDM,0.15,2.28,982.1581811750917,47.32146080880438
NGC0100,NFW-LCDM,0.3,4.56,831.7462552433676,61.58541161598058
NGC0100,NFW-LCDM,0.55,8.36,653.3406409286167,73.9048561203067
NGC0100,NFW-LCDM,0.85,12.92,510.6676168874687,81.2270004997482
NGC0100,NFW-LCDM,1.25,19.0,387.2329612213572,85.77544090942224
NGC0100,NFW-LCDM,1.75,26.599999999999998,290.2982495921051,87.87453236945272
NGC0100,NFW-LCDM,3.0,45.599999999999994,167.50589891698132,87.3971909766804
NGC0100,NFW-LCDM,5.0,76.0,90.83080858388587,83.08514579860426
NGC0100,NFW-LCDM,8.0,121.6,48.43438112942046,76.74386454523598
NGC0100,NFW-LCDM,12.0,182.39999999999998,27.014159526001528,70.19531820244623
NGC0247,Burkert-Flat,0.03,5.0295,65.65857105583481,18.172225596368794
NGC0247,Burkert-Flat,0.06,10.059,128.29515952480952,35.92382231417
NGC0247,Burkert-Flat,0.1,16.765,207.11585713551514,58.92620253229383
NGC0247,Burkert-Flat,0.2,33.53,380.88284779311726,113.00885755772961
NGC0247,Burkert-Flat,0.4,67.06,633.408982929972,206.09805044027934
NGC0247,Burkert-Flat,0.7,117.35499999999999,817.6241968119208,309.76166260023683
NGC0247,Burkert-Flat,1.0,167.65,854.1408295321866,378.41341158985244
NGC0247,Burkert-Flat,1.5,251.47500000000002,780.401208487257,443.0027019153867
NGC0247,Burkert-Flat,2.0,335.3,668.4934648431063,473.4404490132772
NGC0247,Burkert-Flat,0.045,7.54425,97.35450105794858,27.101046005762004
NGC0247,Burkert-Flat,0.08,13.412,168.37539951545392,47.521056998990126
NGC0247,Burkert-Flat,0.15,25.1475,298.1296237903437,86.58645803050075
NGC0247,Burkert-Flat,0.3,50.295,522.294930015621,162.0765976479506
NGC0247,Burkert-Flat,0.55,92.20750000000001,750.020631008769,262.97818794291874
NGC0247,Burkert-Flat,0.85,142.5025,848.710775015486,347.7691866980804
NGC0247,Burkert-Flat,1.25,209.5625,828.3205803355787,416.63525008882135
NGC0247,Burkert-Flat,1.75,293.3875,724.7217479293505,461.112027408332
NGC0247,Burkert-Flat,3.0,502.95000000000005,480.83967279453503,491.77059024713077
NGC0247,Burkert-Flat,5.0,838.25,275.0481219797091,480.1656883300713
NGC0247,Burkert-Flat,8.0,1341.2,148.92698385156427,446.92378627873234
NGC0247,Burkert-Flat,12.0,2011.8000000000002,83.16145707316645,409.02838451603367
NGC0247,NFW-Flat,0.03,0.6944999999999999,1045.0920847910406,26.940980919175487
NGC0247,NFW-Flat,0.06,1.3889999999999998,1005.7007561712959,37.37537090547637
NGC0247,NFW-Flat,0.1,2.315,956.9342280647404,47.067002644845296
NGC0247,NFW-Flat,0.2,4.63,850.9655539801523,62.76918443733442
NGC0247,NFW-Flat,0.4,9.26,689.7727716581144,79.92055971747281
NGC0247,NFW-Flat,0.7,16.205,527.4418030485909,92.45103795200147
NGC0247,NFW-Flat,1.0,23.15,419.9623150810889,98.6008498651366
NGC0247,NFW-Flat,1.5,34.724999999999994,305.6510529350483,103.022972259441
NGC0247,NFW-Flat,2.0,46.3,234.79618351012806,104.26439131611006
NGC0247,NFW-Flat,0.045,1.04175,1025.0776719139358,32.67835162177466
NGC0247,NFW-Flat,0.08,1.8519999999999999,980.8075565000189,42.61989669905401
NGC0247,NFW-Flat,0.15,3.4724999999999997,901.3404176026078,55.94555031568691
NGC0247,NFW-Flat,0.3,6.944999999999999,763.3052714008944,72.80903178781607
NGC0247,NFW-Flat,0.55,12.7325,599.5799224792828,87.37363082170425
NGC0247,NFW-Flat,0.85,19.6775,468.6468757107704,96.03019783796493
NGC0247,NFW-Flat,1.25,28.9375,355.3691509845809,101.40756779755795
NGC0247,NFW-Flat,1.75,40.512499999999996,266.4107987204229,103.88920773189645
NGC0247,NFW-Flat,3.0,69.44999999999999,153.72252634508843,103.32487335906292
NGC0247,NFW-Flat,5.0,115.75,83.35671433519032,98.2269804295046
NGC0247,NFW-Flat,8.0,185.2,44.44891479831095,90.73003373000138
NGC0247,NFW-Flat,12.0,277.79999999999995,24.791275270158273,82.98804895917223
NGC0247,NFW-LCDM,0.03,0.6294,1038.5060885080127,25.566300712205962
NGC0247,NFW-LCDM,0.06,1.2588,999.3629974815369,35.468269498662586
NGC0247,NFW-LCDM,0.1,2.0980000000000003,950.9037879141993,44.66537973692813
NGC0247,NFW-LCDM,0.2,4.196000000000001,845.6029107671203,59.56634799598543
NGC0247,NFW-LCDM,0.4,8.392000000000001,685.4259385164371,75.84256374905809
NGC0247,NFW-LCDM,0.7,14.686,524.1179526387141,87.733666585024
NGC0247,NFW-LCDM,1.0,20.98,417.3157825062212,93.56968054332835
NGC0247,NFW-LCDM,1.5,31.47,303.7248908983927,97.76616140859994
NGC0247,NFW-LCDM,2.0,41.96,233.3165370613885,98.94423629042704
NGC0247,NFW-LCDM,0.045,0.9440999999999999,1018.617803127933,31.010918527723128
NGC0247,NFW-LCDM,0.08,1.6784000000000001,974.6266706092157,40.44519012132973
NGC0247,NFW-LCDM,0.15,3.147,895.6603203877669,53.090894023931284
NGC0247,NFW-LCDM,0.3,6.294,758.4950486909337,69.09390592853133
NGC0247,NFW-LCDM,0.55,11.539000000000001,595.8014696536485,82.91533729252659
NGC0247,NFW-LCDM,0.85,17.833,465.69354114207454,91.13019762508263
NGC0247,NFW-LCDM,1.25,26.225,353.12967377338833,96.23318395806672
NGC0247,NFW-LCDM,1.75,36.715,264.7319222312932,98.58819668054554
NGC0247,NFW-LCDM,3.0,62.94,152.75379258290624,98.05265781797105
NGC0247,NFW-LCDM,5.0,104.9,82.83141420253573,93.21488802678464
NGC0247,NFW-LCDM,8.0,167.84,44.16880513916561,86.10047766741806
NGC0247,NFW-LCDM,12.0,251.76,24.635044781805245,78.75353245580345
NGC0289,Burkert-Flat,0.03,0.5979,37.358993544270696,4.726197439815591
NGC0289,Burkert-Flat,0.06,1.1958,72.99851275125498,9.34299853087598
NGC0289,Burkert-Flat,0.1,1.993,117.84660928825058,15.325413283545844
NGC0289,Burkert-Flat,0.2,3.986,216.7180860473813,29.391126058469787
NGC0289,Burkert-Flat,0.4,7.972,360.40263629924084,53.60158408645726
NGC0289,Burkert-Flat,0.7,13.950999999999999,465.21903536951254,80.56221671751634
NGC0289,Burkert-Flat,1.0,19.93,485.9965915075345,98.41703139571506
NGC0289,Burkert-Flat,1.5,29.895,444.0395707823678,115.21528964742
NGC0289,Burkert-Flat,2.0,39.86,380.3653146246989,123.13148030028917
NGC0289,Burkert-Flat,0.045,0.8968499999999999,55.39362368146428,7.0483878581361585
NGC0289,Burkert-Flat,0.08,1.5944,95.80372162170053,12.359184995526174
NGC0289,Burkert-Flat,0.15,2.9895,169.63242591843658,22.51923926963711
NGC0289,Burkert-Flat,0.3,5.979,297.17998130154115,42.15256941399794
NGC0289,Burkert-Flat,0.55,10.961500000000001,426.75336153902504,68.39486071708914
NGC0289,Burkert-Flat,0.85,16.9405,482.9069511396083,90.44714039581646
NGC0289,Burkert-Flat,1.25,24.9125,471.3051581190856,108.35769355076602
NGC0289,Burkert-Flat,1.75,34.8775,412.35857964775414,119.92512814946059
NGC0289,Burkert-Flat,3.0,59.79,273.59240298550344,127.89874813501206
NGC0289,Burkert-Flat,5.0,99.65,156.49930920162154,124.88056759136542
NGC0289,Burkert-Flat,8.0,159.44,84.73779034190339,116.23507771801539
NGC0289,Burkert-Flat,12.0,239.16,47.3179401861576,106.37931460073172
NGC0289,NFW-Flat,0.03,0.9947999999999999,1216.7968732589966,34.79180261955465
NGC0289,NFW-Flat,0.06,1.9895999999999998,1170.9336941233446,48.26685900105585
NGC0289,NFW-Flat,0.1,3.316,1114.1550046821958,60.78271132095179
NGC0289,NFW-Flat,0.2,6.632,990.7760669158556,81.06063703047217
NGC0289,NFW-Flat,0.4,13.264,803.0999028957343,103.21006303655192
NGC0289,NFW-Flat,0.7,23.211999999999996,614.0985527643093,119.39202488761612
NGC0289,NFW-Flat,1.0,33.16,488.9605799468392,127.33394217975498
NGC0289,NFW-Flat,1.5,49.739999999999995,355.86839756235344,133.0447071279104
NGC0289,NFW-Flat,2.0,66.32,273.3723335062795,134.64788582869193
NGC0289,NFW-Flat,0.045,1.4921999999999997,1193.4941659058495,42.20108996654836
NGC0289,NFW-Flat,0.08,2.6527999999999996,1141.9506332369178,55.039682410519916
NGC0289,NFW-Flat,0.15,4.973999999999999,1049.4273354869958,72.24854023931775
NGC0289,NFW-Flat,0.3,9.947999999999999,888.7135220897046,94.02617783228445
NGC0289,NFW-Flat,0.55,18.238,698.0887000857297,112.83501988373794
NGC0289,NFW-Flat,0.85,28.185999999999996,545.643834955922,124.01418117323362
NGC0289,NFW-Flat,1.25,41.449999999999996,413.7549963907728,130.95856062280745
NGC0289,NFW-Flat,1.75,58.029999999999994,310.18111380133337,134.16337068623227
NGC0289,NFW-Flat,3.0,99.47999999999999,178.97857244185,133.4345846717231
NGC0289,NFW-Flat,5.0,165.79999999999998,97.05191613663675,126.85112413949815
NGC0289,NFW-Flat,8.0,265.28,51.75170813503415,117.16950599051725
NGC0289,NFW-Flat,12.0,397.91999999999996,28.864390680810825,107.17144367651414
NGC0289,NFW-LCDM,0.03,0.7469999999999999,1781.5700792198604,36.48058180974141
NGC0289,NFW-LCDM,0.06,1.4939999999999998,1714.4196209292054,50.609711653676044
NGC0289,NFW-LCDM,0.1,2.49,1631.2872456998546,63.73307808189275
NGC0289,NFW-LCDM,0.2,4.98,1450.642284522629,84.99528561586634
NGC0289,NFW-LCDM,0.4,9.96,1175.8567013665172,108.21983526881988
NGC0289,NFW-LCDM,0.7,17.429999999999996,899.1308503011252,125.18726261384826
NGC0289,NFW-LCDM,1.0,24.9,715.9104023814014,133.51467716808102
NGC0289,NFW-LCDM,1.5,37.349999999999994,521.0438185454298,139.50264019964567
NGC0289,NFW-LCDM,2.0,49.8,400.25741400605597,141.18363650756976
NGC0289,NFW-LCDM,0.045,1.1204999999999998,1747.4514789032844,44.249512789533966
NGC0289,NFW-LCDM,0.08,1.992,1671.984145284722,57.71128500914848
NGC0289,NFW-LCDM,0.15,3.7349999999999994,1536.5163917717446,75.75545342262473
NGC0289,NFW-LCDM,0.3,7.469999999999999,1301.207666413939,98.59016821221132
NGC0289,NFW-LCDM,0.55,13.695,1022.1048130927447,118.31198339688648
NGC0289,NFW-LCDM,0.85,21.165,798.9030475272575,130.0337763848855
NGC0289,NFW-LCDM,1.25,31.125,605.7983365154674,137.31523303713948
NGC0289,NFW-LCDM,1.75,43.574999999999996,454.15089702480077,140.67560320771932
NGC0289,NFW-LCDM,3.0,74.69999999999999,262.05102633922854,139.91144223236486
NGC0289,NFW-LCDM,5.0,124.5,142.09831872503852,133.00842334704706
NGC0289,NFW-LCDM,8.0,199.2,75.77213320326405,122.85686360187695
NGC0289,NFW-LCDM,12.0,298.79999999999995,42.2617249616317,112.37349962751694
NGC0300,Burkert-Flat,0.03,0.12419999999999999,70.77635786632297,2.964864861506728
NGC0300,Burkert-Flat,0.06,0.24839999999999998,138.29518335577586,5.861102587873268
NGC0300,Burkert-Flat,0.1,0.414,223.2595956428565,9.614024786536728
NGC0300,Burkert-Flat,0.2,0.828,410.5709324320467,18.43780713788206
NGC0300,Burkert-Flat,0.4,1.656,682.7803305903878,33.62564835743219
NGC0300,Burkert-Flat,0.7,2.8979999999999997,881.3542820558057,50.53874463614747
NGC0300,Burkert-Flat,1.0,4.14,920.7172201143386,61.73952778628422
NGC0300,Burkert-Flat,1.5,6.209999999999999,841.2299311880411,72.27750599375807
NGC0300,Burkert-Flat,2.0,8.28,720.5994882038987,77.24353540800861
NGC0300,Burkert-Flat,0.045,0.18629999999999997,104.94284136819279,4.421634465544875
NGC0300,Burkert-Flat,0.08,0.3312,181.49949565391668,7.75323370991596
NGC0300,Burkert-Flat,0.15,0.6209999999999999,321.36747121703434,14.126896319637172
NGC0300,Burkert-Flat,0.3,1.2419999999999998,563.0054429164534,26.443387833298424
NGC0300,Burkert-Flat,0.55,2.277,808.4813259530215,42.905850174481216
NGC0300,Burkert-Flat,0.85,3.5189999999999997,914.8639175595081,56.73981076714927
NGC0300,Burkert-Flat,1.25,5.175,892.8843999973318,67.97556009321433
NGC0300,Burkert-Flat,1.75,7.244999999999999,781.210510069372,75.23210847405913
NGC0300,Burkert-Flat,3.0,12.419999999999998,518.3189370522764,80.23416478152727
NGC0300,Burkert-Flat,5.0,20.7,296.486871381067,78.34078272259019
NGC0300,Burkert-Flat,8.0,33.12,160.53516449614727,72.91724520380893
NGC0300,Burkert-Flat,12.0,49.67999999999999,89.6435141954286,66.73447224058113
NGC0300,NFW-Flat,0.03,0.612,1271.2580926865717,27.892829772616867
NGC0300,NFW-Flat,0.06,1.224,1223.3421759761898,38.69587605152332
NGC0300,NFW-Flat,0.1,2.04,1164.0221941201594,48.72992177302489
NGC0300,NFW-Flat,0.2,4.08,1035.1210796042708,64.98687563489588
NGC0300,NFW-Flat,0.4,8.16,839.044932830537,82.74422428119792
NGC0300,NFW-Flat,0.7,14.279999999999998,641.5842874561462,95.71741547322392
NGC0300,NFW-Flat,1.0,20.4,510.8454072513314,102.08450571916954
NGC0300,NFW-Flat,1.5,30.599999999999998,371.796304111845,106.6628656366519
NGC0300,NFW-Flat,2.0,40.8,285.60789308709775,107.94814513438195
NGC0300,NFW-Flat,0.045,0.9179999999999999,1246.9124061096065,33.832906892678004
NGC0300,NFW-Flat,0.08,1.632,1193.0618954195718,44.125695612927636
NGC0300,NFW-Flat,0.15,3.0599999999999996,1096.3974532176383,57.9221564416068
NGC0300,NFW-Flat,0.3,6.119999999999999,928.4904340776092,75.3814397352224
NGC0300,NFW-Flat,0.55,11.22,729.3336537101194,90.460619026334
NGC0300,NFW-Flat,0.85,17.34,570.0656832347127,99.42303026608029
NGC0300,NFW-Flat,1.25,25.5,432.27378300413807,104.99038749621567
NGC0300,NFW-Flat,1.75,35.699999999999996,324.0641554759715,107.55970597994484
NGC0300,NFW-Flat,3.0,61.199999999999996,186.98926964267605,106.9754331710406
NGC0300,NFW-Flat,5.0,102.0,101.39575183899804,101.69742714335402
NGC0300,NFW-Flat,8.0,163.2,54.068003643704486,93.93560663908319
NGC0300,NFW-Flat,12.0,244.79999999999998,30.156298927008542,85.92009065015988
NGC0300,NFW-LCDM,0.03,0.4563,992.5051689440779,21.280979972482065
NGC0300,NFW-LCDM,0.06,0.9126,955.0959321546819,29.523220482941266
NGC0300,NFW-LCDM,0.1,1.5210000000000001,908.7832369179839,37.17874800678815
NGC0300,NFW-LCDM,0.2,3.0420000000000003,808.14669176978,49.58207575690706
NGC0300,NFW-LCDM,0.4,6.0840000000000005,655.0648036000039,63.1301375343221
NGC0300,NFW-LCDM,0.7,10.647,500.90200037021515,73.02810142638025
NGC0300,NFW-LCDM,1.0,15.21,398.83066243204934,77.88590614219925
NGC0300,NFW-LCDM,1.5,22.815,290.2713113475454,81.37898972335702
NGC0300,NFW-LCDM,2.0,30.42,222.9817153660086,82.35960042055802
NGC0300,NFW-LCDM,0.045,0.68445,973.4978407641125,25.812992796477452
NGC0300,NFW-LCDM,0.08,1.2168,931.4553078452562,33.66592964090117
NGC0300,NFW-LCDM,0.15,2.2815,855.9867943384801,44.192011396668086
NGC0300,NFW-LCDM,0.3,4.563,724.8972969679738,57.5126626584517
NGC0300,NFW-LCDM,0.55,8.3655,569.4102758177154,69.01740115618016
NGC0300,NFW-LCDM,0.85,12.9285,445.06551462920424,75.85531956220122
NGC0300,NFW-LCDM,1.25,19.012500000000003,337.4876954560288,80.10296380195771
NGC0300,NFW-LCDM,1.75,26.6175,253.0055472053527,82.06323874146375
NGC0300,NFW-LCDM,3.0,45.63,145.9875203352515,81.61746475416598
NGC0300,NFW-LCDM,5.0,76.05000000000001,79.1623733906788,77.59058252366148
NGC0300,NFW-LCDM,8.0,121.68,42.21233548056121,71.66866108191702
NGC0300,NFW-LCDM,12.0,182.52,23.543828537623344,65.55318134680431
NGC0801,Burkert-Flat,0.03,1.2222,34.11213437040889,6.456922690222777
NGC0801,Burkert-Flat,0.06,2.4444,66.65423341396996,12.764388279784823
NGC0801,Burkert-Flat,0.1,4.074000000000001,107.60459503209445,20.937552869443767
NGC0801,Burkert-Flat,0.2,8.148000000000001,197.8831807389479,40.15410510347539
NGC0801,Burkert-Flat,0.4,16.296000000000003,329.0801488621662,73.23039058927559
NGC0801,Burkert-Flat,0.7,28.518,424.7869854253756,110.06395981592185
NGC0801,Burkert-Flat,1.0,40.74,443.7587702522078,134.4571764543453
NGC0801,Burkert-Flat,1.5,61.11,405.448221894879,157.40692754766562
NGC0801,Burkert-Flat,2.0,81.48,347.3078766681715,168.2220133957581
NGC0801,Burkert-Flat,0.045,1.8333,50.57938009081504,9.629495185132562
NGC0801,Burkert-Flat,0.08,3.2592000000000003,87.4774482688354,16.885096961456526
NGC0801,Burkert-Flat,0.15,6.111,154.88972152451225,30.76574537105016
NGC0801,Burkert-Flat,0.3,12.222,271.3521562710415,57.58876673401392
NGC0801,Burkert-Flat,0.55,22.407000000000004,389.6643520279045,93.44093929263157
NGC0801,Burkert-Flat,0.85,34.629,440.9376496226586,123.56872528590333
NGC0801,Burkert-Flat,1.25,50.925000000000004,430.3441650314648,148.03809173394308
NGC0801,Burkert-Flat,1.75,71.295,376.5206164097091,163.8415006856633
NGC0801,Burkert-Flat,3.0,122.22,249.81456746968004,174.73504638779335
NGC0801,Burkert-Flat,5.0,203.70000000000002,142.89800013042878,170.6116133988784
NGC0801,Burkert-Flat,8.0,325.92,77.3732538316156,158.8001602291388
NGC0801,Burkert-Flat,12.0,488.88,43.20555187998945,145.33523386670296
NGC0801,NFW-Flat,0.03,9.135599999999998,534.8344633497813,69.9001696949175
NGC0801,NFW-Flat,0.06,18.271199999999997,514.6756271959428,96.97288961159458
NGC0801,NFW-Flat,0.1,30.451999999999998,489.7189556558301,122.1184737770307
NGC0801,NFW-Flat,0.2,60.903999999999996,435.48861580281084,162.8588304540297
NGC0801,NFW-Flat,0.4,121.80799999999999,352.9968847068829,207.35921617419368
NGC0801,NFW-Flat,0.7,213.164,269.9226774242932,239.87037668389158
NGC0801,NFW-Flat,1.0,304.52,214.91916615025872,255.82647336832983
NGC0801,NFW-Flat,1.5,456.78,156.41943829427956,267.29996450441405
NGC0801,NFW-Flat,2.0,609.04,120.15887655423629,270.5209089453014
NGC0801,NFW-Flat,0.045,13.703399999999998,524.5919230739858,84.78616018344064
NGC0801,NFW-Flat,0.08,24.3616,501.9363276825335,110.58016115230981
NGC0801,NFW-Flat,0.15,45.678,461.26836626108866,145.1544571622725
NGC0801,NFW-Flat,0.3,91.356,390.62774576785915,188.90788321922548
NGC0801,NFW-Flat,0.55,167.486,306.839952901019,226.69670564783263
NGC0801,NFW-Flat,0.85,258.842,239.83389016044177,249.1567454373031
NGC0801,NFW-Flat,1.25,380.65,181.8630835730688,263.10869001629084
NGC0801,NFW-Flat,1.75,532.91,136.33791570884694,269.54747014283333
NGC0801,NFW-Flat,3.0,913.56,78.66876620636405,268.08326701882373
NGC0801,NFW-Flat,5.0,1522.6,42.65848361771529,254.8564442119
NGC0801,NFW-Flat,8.0,2436.16,22.747097445856177,235.4051165835122
NGC0801,NFW-Flat,12.0,3654.24,12.687138863483883,215.3180213556156
NGC0801,NFW-LCDM,0.03,2.391,1037.6762684561045,49.81048040200522
NGC0801,NFW-LCDM,0.06,4.782,998.564454782922,69.10235323613757
NGC0801,NFW-LCDM,0.1,7.970000000000001,950.1439666292031,87.02095962487859
NGC0801,NFW-LCDM,0.2,15.940000000000001,844.9272303266575,116.05231601052571
