radius_kpc,height_kpc,azimuth_radian,newton_gx,newton_gy,newton_gz,newton_inward,newton_tangential,mond_gx,mond_gy,mond_gz,mond_inward,mond_tangential
0.5,0.0,0.0,-1325.5136838653998,-835.6837041495528,0.0,1325.5136838653998,-835.6837041495528,-2377.605254049835,-1514.577508127979,0.0,2377.605254049835,-1514.577508127979
0.5,0.0,0.1308996938995747,-1604.2254082194554,-1584.469902576422,-2.489873041104602e-13,1797.3158605350588,-1361.5211089133124,-2734.7703957947424,-2664.291517402062,3.3658362897478823e-12,3059.133882678593,-2284.538967770895
0.5,0.0,0.2617993877991494,-1827.8988518746874,-2286.593190297785,-9.567059754562593e-13,2357.428574920696,-1735.584381339144,-3012.1747676555656,-3745.5092053404933,5.858390150589014e-12,3878.946517323712,-2838.275876995307
0.5,0.0,0.39269908169872414,-1642.5281869612932,-2551.323055288157,-1.0396111724596202e-12,2493.8472373762706,-1728.5468272621347,-2705.625957503187,-4105.176658965512,6.3044338593036055e-12,4070.6555390864205,-2757.2904644479013
0.5,0.0,0.5235987755982988,-1490.249137177689,-2861.221276904206,0.0,2721.2042492158225,-1732.7657430587483,-2444.958890570137,-4524.925421714013,9.22554458106697e-12,4379.859221299363,-2696.2209201492815
0.5,0.0,0.6544984694978736,-1325.7036302849742,-2596.3746586487514,0.0,2632.324150763844,-1252.8052716721727,-2202.7733635932814,-4170.471878275999,8.489983542514503e-12,4286.40002617127,-1967.6943346175333
0.5,0.0,0.7853981633974483,-1151.2232772860593,-2375.8859312899694,0.0,2494.042839369627,-865.9672673120795,-1934.5154335590717,-3883.103674221087,1.1412648709110297e-12,4113.677921471783,-1377.8599587124754
0.5,0.0,0.916297857297023,-960.1782618168277,-2486.448207496715,-1.4256601758378038e-12,2557.1514816453946,-751.8931326644598,-1596.3274613206665,-4095.196225745286,-8.775727420287291e-12,4220.720191362514,-1226.5457828184415
0.5,0.0,1.0471975511965976,-633.0494899140924,-2683.3576887569698,-6.753567360832675e-12,2640.3806708608786,-793.4419042601004,-1037.7206045930895,-4439.379671327868,-1.9878285875666734e-11,4363.47587471069,-1320.9974300557724
0.5,0.0,1.1780972450961724,-347.7110882516628,-3016.7412339238217,-1.1160732040668793e-11,2920.16875362861,-833.2137322923274,-553.9803973059691,-4961.492093088593,-2.175978542497048e-11,4795.820115425159,-1386.869673351941
0.5,0.0,1.3089969389957472,-139.4031348744106,-3334.292012940676,-1.3525243254550685e-11,3256.758953941256,-728.325186641416,-194.85964363550843,-5439.744570330941,-2.228873433068843e-11,5304.823155793147,-1219.6895330056543
0.5,0.0,1.4398966328953218,-386.3635503934108,-3302.6108182162698,-7.58661672344797e-12,3324.787087883548,-48.01905782683076,-570.9926924830983,-5375.222989831111,-1.3140513035241813e-11,5403.766713941717,-135.49961835197246
0.5,0.0,1.5707963267948966,-730.7540040617969,-3269.4285955045707,0.0,3269.4285955045707,730.7540040617966,-1096.7707033783918,-5299.282541053584,-3.637978807091713e-12,5299.282541053584,1096.7707033783915
