radius_kpc,height_kpc,azimuth_radian,newton_gx,newton_gy,newton_gz,newton_inward,newton_tangential,mond_gx,mond_gy,mond_gz,mond_inward,mond_tangential
0.5,0.0,0.0,-1325.5158651693855,-835.6844609012478,-7.275957614183426e-12,1325.5158651693855,-835.6844609012478,-2378.0525899965833,-1513.9733309609037,-1.4551915228366852e-11,2378.0525899965833,-1513.9733309609037
0.5,0.0,0.1308996938995747,-1604.2275906339382,-1584.4706688137555,-7.394947459427236e-12,1797.3181242927246,-1361.5215837331268,-2735.220225170628,-2663.682145009723,-2.220353068124819e-11,3059.500324643794,-2283.876094128265
0.5,0.0,0.2617993877991494,-1827.9010327176566,-2286.5939657172667,-7.275957614183426e-12,2357.430882146573,-1735.584565893153,-3012.630354015041,-3744.8946396444835,-2.814712448127743e-11,3879.227518647841,-2837.564337691059
0.5,0.0,0.39269908169872414,-1642.530362733765,-2551.3238399142383,-7.275957614183426e-12,2493.8495477913266,-1728.5467195300344,-2706.0904660490146,-4104.557186016826,-2.2036618638180885e-11,4070.8476269903267,-2756.540386344985
0.5,0.0,0.5235987755982988,-1490.2513053294554,-2861.222070435759,-7.275957614183426e-12,2721.2065236561075,-1732.7653462013486,-2445.4353087168693,-4524.301200689224,-1.8451089162133837e-11,4379.959701004862,-2695.442119810872
0.5,0.0,0.6544984694978736,-1325.7057875144594,-2596.375460920422,-7.275957614183426e-12,2632.326350601111,-1252.8045949189786,-2203.2644493878943,-4169.843095044589,-1.8773045831004956e-11,4286.406851748306,-1966.8965332504806
0.5,0.0,0.7853981633974483,-1151.225421991692,-2375.8867419849157,-6.455969034809876e-12,2494.0449291534173,-865.9663240240769,-1935.0237340422689,-3882.4706539065237,-1.4249013035859275e-11,4113.589731233275,-1377.0529230368695
0.5,0.0,0.916297857297023,-960.1803924490596,-2486.449026235982,-3.3292861003704747e-12,2557.1534282416487,-751.8919407371478,-1596.855221578604,-4094.559305106495,-8.60331673422505e-12,4220.536168335025,-1225.7393497366982
0.5,0.0,1.0471975511965976,-633.0516046222667,-2683.3585149092924,-3.376783680416441e-12,2640.3824436838645,-793.4404859452611,-1038.269749874058,-4438.739314932223,-1.3768329848341036e-11,4363.19588244507,-1320.201678094263
0.5,0.0,1.1780972450961724,-347.7131877160907,-3016.7420669182497,-8.474921928316898e-12,2920.1703266453655,-833.2121114132802,-554.5524571125367,-4960.848882355442,-2.3645674373890484e-11,4795.444784004004,-1386.0950129141843
0.5,0.0,1.3089969389957472,-139.4052183234854,-3334.292851712067,-1.3303558260276512e-11,3256.760303368505,-728.3233912741574,-195.4557693507278,-5439.099092726935,-2.887054746246682e-11,5304.353960993521,-1218.946657884505
0.5,0.0,1.4398966328953218,-386.3656194598778,-3302.6116617119674,-1.1063762169095937e-11,3324.7881942303907,-48.01711655979574,-571.6136815614086,-5374.5759101215035,-2.742475265653162e-11,5403.20622542853,-134.7994810707546
0.5,0.0,1.5707963267948966,-730.7560588276319,-3269.4294421247614,-7.275957614183426e-12,3269.4294421247614,730.7560588276317,-1097.4168984068237,-5298.6344985829855,-2.546585164964199e-11,5298.6344985829855,1097.4168984068235
0.5,0.0,1.7016960206944713,-1303.8447521677872,-2996.974163211547,-7.264950000560483e-12,2801.1487430396055,1683.8738052718406,-2029.6820800266628,-4894.291111129678,-2.1531538215428313e-11,4587.4930988738815,2651.151050817144
0.5,0.0,1.832595714594046,-1700.9397867576035,-2723.763079416761,-5.8408986509989736e-12,2190.717491715804,2347.943428291937,-2694.7233772510326,-4495.253987300512,-1.5908971593954874e-11,3644.6361907469236,3766.360249278089
0.5,0.0,1.9634954084936205,-1405.2701509738413,-2101.422440378664,3.1105979059905717e-13,1403.6875770508905,2102.479882466908,-2343.704163153351,-3595.993469344245,-4.878569868299336e-12,2425.3680117675276,3541.4274302099766
0.5,0.0,2.0943951023931953,-976.3923665312934,-1342.5460832719996,3.376783680416441e-12,674.4828305992036,1516.8536351133066,-1736.1123368593214,-2445.4173859252287,1.4271967135329486e-12,1249.7374106377224,2726.2260805063534
0.5,0.0,2.2252947962927703,-300.6269773279247,-756.5361161967537,-3.001462279833298e-12,417.1903465189328,699.0534238374098,-592.8795903132171,-1411.9322298439247,-1.0482169150468078e-11,759.2389241823508,1329.8928852687468
0.5,0.0,2.356194490192345,187.92783995648335,-356.8398316131844,-4.993427872361138e-12,385.20891473811804,119.43881472417883,240.02006321225394,-632.6041892773396,-1.7262813358905705e-11,617.0385263632336,277.5988977268165
0.5,0.0,2.4870941840919194,587.0225804112085,-526.934790827925,-3.3292861003704885e-12,786.4939012544314,60.688771507483466,941.1284186565833,-865.1115721676354,-1.437165821743646e-11,1273.293931508959,113.41647448169601
0.5,0.0,2.6179938779914944,878.0573954470436,-827.0874848806334,-3.3767836804163376e-12,1173.9637528782553,277.2500753352846,1448.6136588090449,-1334.4848732732733,-1.2602328261483308e-11,1921.7786654343927,431.39097181618956
