radius_kpc,height_kpc,azimuth_radian,newton_gx,newton_gy,newton_gz,newton_inward,newton_tangential,mond_gx,mond_gy,mond_gz,mond_inward,mond_tangential
0.5,0.0,0.0,-1399.4098380539363,-880.7116749850175,-1.4551915228366852e-11,1399.4098380539363,-880.7116749850175,-2494.9837274434394,-1598.8973059402524,-4.001776687800884e-11,2494.9837274434394,-1598.8973059402524
0.5,0.0,0.1308996938995747,-1599.7318502285968,-1599.1340434273789,-1.4291920310633346e-11,1794.774800023191,-1376.6463230205218,-2735.286512816949,-2697.7056455480124,-3.179217047385005e-11,3064.0070031613714,-2317.599866628835
0.5,0.0,0.2617993877991494,-1759.5131776820317,-2276.381825052107,-1.216015028972604e-11,2288.7301902677405,-1743.4204748199086,-2917.0739158018837,-3737.4534867585094,-2.1989046738817808e-11,3785.0011750251465,-2855.108562032858
0.5,0.0,0.39269908169872414,-1597.869357249708,-2515.9083734471596,-5.925286651124604e-12,2439.0352466567997,-1712.9181217982755,-2646.514063687517,-4064.1849559237053,-1.3868813839954567e-11,4000.356424643614,-2742.040211423777
0.5,0.0,0.5235987755982988,-1463.074881007509,-2781.40532477361,-3.899173933766985e-12,2657.7626769782028,-1677.2302289714992,-2413.27268470082,-4423.387481985606,-1.117513154795041e-11,4301.649192202787,-2624.1295878312067
0.5,0.0,0.6544984694978736,-1357.950123614164,-2551.2054716210105,-6.014209348614294e-12,2630.409755117066,-1197.3397249058771,-2249.878902908792,-4119.084418312327,-1.7214850981475193e-11,4292.488659572837,-1898.2498861783354
0.5,0.0,0.7853981633974483,-1231.461083954526,-2362.4443139446776,-6.24178484045148e-12,2541.2748777974643,-799.7259113343008,-2044.6828337186894,-3880.2350286411465,-2.184624694158018e-11,4189.549598447944,-1297.931404251521
0.5,0.0,0.916297857297023,-1055.6036530693582,-2498.5214411418297,-3.165374190101956e-12,2624.8211194284695,-683.5367987322228,-1727.6676109641578,-4123.834785607647,-1.5544565536816246e-11,4323.3955056736395,-1139.7806870109896
0.5,0.0,1.0471975511965976,-742.3757358903956,-2749.372487149567,0.0,2752.2142862827277,-731.7699971405341,-1193.5086426524954,-4534.988763851659,-4.160369060442257e-12,4524.169796698773,-1233.8855777524855
0.5,0.0,1.1780972450961724,-468.64039365261425,-3148.6874972669602,-3.4143614942123126e-12,3088.348847387042,-771.983271095482,-730.4999637737411,-5145.514010692614,-1.0811622426306548e-11,5033.385312208477,-1294.2089978637132
0.5,0.0,1.3089969389957472,-279.93845352836627,-3509.9995565232744,-7.0192896207294004e-12,3462.8526251386957,-638.054951495154,-402.5710782217645,-5682.693052536338,-2.3074086711001267e-11,5593.25304436956,-1081.9353880967446
0.5,0.0,1.4398966328953218,-549.3883322232595,-3456.5581577508983,-3.917802013779264e-12,3498.6963905970792,93.51686436309677,-813.4871719757659,-5587.642760386847,-1.8316564570045915e-11,5646.021084955967,77.19394344965235
0.5,0.0,1.5707963267948966,-912.9073791649862,-3379.8115313377857,0.0,3379.8115313377857,912.907379164986,-1368.941871382969,-5453.950049706062,-1.0913936421275139e-11,5453.950049706062,1368.9418713829689
0.5,0.0,1.7016960206944713,-1316.353567645694,-3062.1930220490103,-3.917802013779264e-12,2864.176917445158,1704.7883754042757,-2054.5408825423065,-5018.643263414456,-1.471274858981059e-11,4707.536676421881,2692.0283957632855
0.5,0.0,1.832595714594046,-1565.8879223422623,-2727.3500011914334,-7.275957614183426e-12,2229.1361866821326,2218.4217082332475,-2507.9346905392954,-4559.653972312629,-1.7839875044457483e-11,3755.1862690134426,3602.6041753500576
0.5,0.0,1.9634954084936205,-1216.7789186755494,-2123.944036514471,-7.275957614183426e-12,1496.6272905068836,1936.9553326002765,-2067.9677440589717,-3691.831283612506,-1.3573285863121238e-11,2619.430366097688,3323.355739955271
0.5,0.0,2.0943951023931953,-773.5288256438737,-1403.930091127093,-7.275957614183426e-12,829.0747112315278,1371.8606591306846,-1427.19920071462,-2594.6584645063645,-1.117513154795041e-11,1533.4405440495266,2533.3199963328884
0.5,0.0,2.2252947962927703,-177.28091732130974,-815.5528826363472,-7.824875791833715e-12,539.0998190591945,637.1235461926397,-395.32118405187214,-1544.249841457842,-1.7763769159125355e-11,984.4794810439521,1253.709122087805
0.5,0.0,2.356194490192345,278.88897664035363,-404.99781983753905,-7.275957614183426e-12,483.58099135346225,89.1724181923208,404.0120051985874,-740.8560713208107,-2.286204561628211e-11,809.5439804708656,238.18472335747379
0.5,0.0,2.4870941840919194,650.518345629863,-536.2150689398635,-6.563127526264542e-12,842.517954050021,29.39753837591121,1056.9151953503076,-896.8449012184547,-2.099761058501943e-11,1384.4717843006613,68.10569344233909
0.5,0.0,2.6179938779914944,927.1581152463107,-790.5581435849192,-3.899173933767088e-12,1198.2215529206649,221.0643778900507,1537.2317622429875,-1280.0772883138218,-1.1697521801301265e-11,1971.3204017636583,339.9635693657733
0.5,0.0,2.748893571891069,1134.8951337195026,-1175.4250232140184,-4.590147501831533e-12,1498.3220679614642,651.6455558028188,1848.237967564162,-1864.2459911566643,-9.168705850405939e-12,2420.9652841114803,1015.0486655409283
0.5,0.0,2.8797932657906435,1368.3021218523006,-1631.0371695669746,-7.054272619909354e-12,1743.8218404173117,1221.3182771325971,2201.6608707917585,-2560.8679936220083,-1.111223641636209e-11,2789.4425045706957,1903.7767685386589
0.5,0.0,3.010692959690218,1672.9606806419924,-1558.788193902262,-1.0634113214587636e-11,1862.11095753057,1327.0873574364948,2696.5139875863024,-2389.691867059877,-1.7516761583651266e-11,2985.3623166015946,2017.2820187955535
0.5,0.0,3.141592653589793,2004.5715965875934,-1475.5649129619342,-1.4551915228366852e-11,2004.5715965875936,1475.564912961934,3231.434083137534,-2191.5537329360086,-2.546585164964199e-11,3231.4340831375343,2191.553732936008
0.5,0.0,3.272492347489368,2052.4036390690453,-508.93793609062635,-1.0634113214587636e-11,1968.415310545672,772.4763334015042,3363.815958158811,-548.6020456158126,-2.4919389732422126e-11,3263.43111026541,982.9747674124728
0.5,0.0,3.4033920413889427,2060.6647179967586,449.195023526159,-7.275957614183426e-12,2106.709497489594,99.45020032393376,3424.3292907827836,1078.856232647089,-2.4363320177868742e-11,3586.8766396218425,-155.81346080975834
0.5,0.0,3.5342917352885173,2054.859256272931,1572.4796583296882,-7.275957614183426e-12,2500.2043220358146,-666.4211784034399,3300.9463448049287,2878.6615813785616,-2.1907549413387206e-11,4151.292860462683,-1396.3190387792804
0.5,0.0,3.665191429188092,2041.45846947112,2620.175864748941,-7.275957614183426e-12,3078.042827707359,-1248.4096265198834,3182.0735944928324,4595.110843300244,-1.9878285875666734e-11,5053.311991192577,-2388.4459262569317
0.5,0.0,3.796091123087667,1815.8093132591616,3494.323257191029,-7.275957614183426e-12,3567.7876034721075,-1666.8383558028606,2795.3489776903075,5766.964787675543,-1.1730709959464052e-11,5728.4051739186325,-2873.540139407508
