radius_kpc,height_kpc,azimuth_radian,newton_gx,newton_gy,newton_gz,newton_inward,newton_tangential,mond_gx,mond_gy,mond_gz,mond_inward,mond_tangential
0.5,0.0,0.0,-1340.0909324408422,-846.9881010509707,0.0,1340.0909324408422,-846.9881010509707,-2433.1795666238613,-1659.3615368251048,7.275957614183426e-12,2433.1795666238613,-1659.3615368251048
0.5,0.0,0.1308996938995747,-1612.7768519533936,-1685.2555772736725,-6.954290891295945e-12,1818.94931583096,-1460.3283608034187,-2788.612478695053,-2937.3185708608053,4.384696298394723e-13,3148.1525207567993,-2548.202434876425
0.5,0.0,0.2617993877991494,-1685.1463621779403,-2414.1495036599968,-8.867399770962869e-13,2252.5542615767495,-1895.7413817912454,-2798.0793144428776,-3925.36961938041,5.6170705570858565e-12,3718.697490388069,-3067.4196768048064
0.5,0.0,0.39269908169872414,-1517.0728353313739,-2896.039854627167,-9.49900128701077e-12,2509.859013726342,-2095.033307254553,-2488.8251705829007,-4565.734379640287,-1.2244886586996176e-11,4046.605538768493,-3265.756385397484
0.5,0.0,0.5235987755982988,-1330.2339328295511,-2953.129297642936,0.0,2628.5810276279417,-1892.3680260041037,-2201.286910884294,-4639.222904176291,-5.969981980806549e-12,4225.981837932115,-2917.041433393142
0.5,0.0,0.6544984694978736,-1280.263032771505,-2650.5440708942074,0.0,2629.24994974881,-1323.4432388960277,-2145.948881317517,-4222.094861528306,-1.096540610548e-11,4272.74421440184,-2043.2421538494243
0.5,0.0,0.7853981633974483,-1232.8435632124697,-2272.1040518578975,-6.419220836749844e-12,2478.3722263198742,-734.8681389404271,-2077.003552197163,-3700.8438276395277,-1.7507440757322794e-11,4085.55506294345,-1148.228470329127
0.5,0.0,0.916297857297023,-1028.9543440408204,-2148.4509309811906,-1.0465824049806075e-11,2330.8684394087622,-491.5696930472643,-1708.352227469239,-3601.447673440011,-3.4082395397661993e-11,3897.199484852135,-837.0954861267808
0.5,0.0,1.0471975511965976,-676.2452270609385,-2329.5323222866523,0.0,2355.5567835676684,-579.1206153205777,-1063.5019374858473,-3991.041492109862,-5.223902533507506e-13,3988.094288467815,-1074.5010512182175
0.5,0.0,1.1780972450961724,-343.28673356658334,-2888.999713455083,-1.365744597684925e-11,2800.4578501787837,-788.4167395219306,-494.0869119549037,-4855.85434173823,-2.3485175784367522e-11,4675.303314541588,-1401.778221324468
0.5,0.0,1.3089969389957472,-171.89595245012973,-3337.18510846897,-2.870117926368713e-12,3267.963229647595,-697.6883231981531,-209.55613929126685,-5494.3202984979725,2.0911635490469766e-12,5361.342994090191,-1219.619046145778
0.5,0.0,1.4398966328953218,-356.4515686545735,-3464.8599806851494,-6.97630611854182e-12,3481.743889197397,-98.85290378326357,-483.65044219419536,-5635.097392089309,-1.9615676292879675e-11,5650.017403313059,-256.0150597639552
0.5,0.0,1.5707963267948966,-887.1628470768192,-3328.153843149601,0.0,3328.153843149601,887.1628470768189,-1298.8011020020058,-5402.654617659806,-1.0913936421275139e-11,5402.654617659806,1298.8011020020056
0.5,0.0,1.7016960206944713,-1451.4412570343534,-2991.6028007064947,-1.3533950784679137e-11,2776.5581235201744,1829.5064980837142,-2194.7366220892923,-4917.74269898549,-2.026343642588313e-11,4589.200114260524,2817.8545748558786
0.5,0.0,1.832595714594046,-1720.7852121194503,-2485.5844223305044,-8.274769390332546e-12,1955.5182015235346,2305.467464591771,-2702.9317185984364,-4220.747235986905,-1.938253060821471e-11,3377.3585550929906,3703.2413229273607
0.5,0.0,1.9634954084936205,-1511.123362756618,-1723.9676019271835,-8.04453970935814e-12,1014.4565069463118,2055.829785142175,-2580.2870034750613,-3148.006884688876,-1.8856822432182057e-11,1920.9460419918034,3588.564430257161
0.5,0.0,2.0943951023931953,-916.6455585029026,-787.2303978588563,6.231177107481925e-12,223.43874392564936,1187.4535388591166,-1923.1875195332902,-1675.7996271685483,5.447591727455799e-12,489.6912890138093,2503.429061741285
0.5,0.0,2.2252947962927703,-223.60012785517821,-308.24518051030617,-4.680907014108118e-12,108.42821022687522,365.0416848959579,-648.7428870051716,-659.3795354253576,-1.2194003266076001e-11,128.19130999687906,916.0871646403793
0.5,0.0,2.356194490192345,277.7790985671391,-167.28437611989733,-4.852740074122805e-12,314.70740100965077,-78.1315675277701,424.151886180742,-164.59750083030397,-1.0632560824798013e-11,416.3086839749336,-183.53266596800103
0.5,0.0,2.4870941840919194,627.6282881932434,-406.81779797437093,-2.195672710601335e-12,745.5859829404387,-59.325634693924144,1117.8970628798006,-660.3190265140984,-1.0262822863638311e-12,1288.8641231198208,-156.6663081405428
0.5,0.0,2.6179938779914944,894.6086761077552,-754.8798370348742,0.0,1152.193758472718,206.44077762298065,1525.924201155153,-1270.466743466024,6.753567360832675e-12,1956.7224941828504,337.2943739272878
0.5,0.0,2.748893571891069,1092.1949557654743,-1230.7194607619142,-2.6702782985861444e-12,1480.0325126666737,719.0716055770911,1774.3749425120022,-1992.3116070363378,-1.3385096306530051e-11,2401.733336509204,1161.6320228224401
0.5,0.0,2.8797932657906435,1338.7016057429898,-1789.0701020120632,-5.292579664911e-12,1756.131870106032,1381.6275452994576,2126.565281840753,-2794.6697096357816,-1.3630192252090546e-11,2777.4180726445475,2149.0480528907756
0.5,0.0,3.010692959690218,1688.012576065584,-2073.9483728908394,-6.7779830059625055e-12,1944.2759784490052,1835.8756030837962,2663.9700083780463,-3168.36042822133,-6.32325832152025e-13,3054.733397936784,2793.5368041581564
0.5,0.0,3.141592653589793,1989.4870516618394,-1704.8914662628522,-1.4551915228366852e-11,1989.4870516618396,1704.891466262852,3193.532299614584,-2576.4080889844263,-2.9103830456733704e-11,3193.5322996145846,2576.408088984426
0.5,0.0,3.272492347489368,2037.6975341401069,-780.7243969281054,-7.756108766166521e-13,1918.3597665529717,1040.0180915110343,3379.2964073465805,-1050.2073470895966,-5.993029912832129e-13,3213.3064920656184,1482.3093700828524
0.5,0.0,3.4033920413889427,1964.5619467108777,416.1250398834138,-5.4325116616308145e-12,2005.3222071386388,106.52012410350073,3279.563703094899,1081.1630667039599,-1.0468045334684694e-11,3447.6408723040095,-195.5097825713367
0.5,0.0,3.5342917352885173,1926.3187061766525,1606.708111257612,-7.373422329063024e-12,2394.547000555126,-747.2344844020153,3117.9067302586227,3144.5008632036615,-1.9646180476070767e-11,4083.918595770896,-1711.9687381483532
0.5,0.0,3.665191429188092,1916.8107082971194,2654.1873821559434,-1.350713472166535e-11,2987.1004587093203,-1340.1883452026045,3001.6985040500113,4732.26805664717,-1.195871692797664e-11,4965.681187332641,-2597.415102549062
0.5,0.0,3.796091123087667,1886.6297995235802,3619.052758994668,-6.556476410742726e-13,3699.9037825685627,-1722.6801422702194,2884.724690590937,6022.612609053768,-6.787660347457121e-12,5954.940227354431,-3021.9507057320398
0.5,0.0,3.926990816987241,1588.340447671379,4603.502412132817,-1.7134735548671642e-12,4378.294074209051,-2132.0414714464373,2406.795774371218,7279.95602537518,4.987122878356133e-13,6849.567885271669,-3445.8446592936434
0.5,0.0,4.057890510886816,1116.0419663628586,5478.186237128802,-2.1956727106011552e-12,5025.540652240362,-2449.492860171265,1699.0834651821187,8366.175392985395,2.66043100272291e-12,7671.669671756655,-3745.031345035545
0.5,0.0,4.1887902047863905,785.634309436367,6073.441482731839,0.0,5652.571767162183,-2356.341471309384,1199.4853238972787,9065.103471067254,7.798347867534177e-12,8450.352555827374,-3493.766973571982
0.5,0.0,4.319689898685966,752.5053407668412,6077.970372563745,0.0,5903.28375309936,-1630.7142815460998,1105.9670202554944,9034.703122507635,-5.637405167040047e-12,8770.212552594581,-2435.650907674267
0.5,0.0,4.4505895925855405,874.1179894973288,5867.193372001114,0.0,5893.511989196554,-674.2082446938199,1222.0816337964081,8733.00711198784,-1.7847186845171936e-11,8751.735112131679,-1079.828349680724
0.5,0.0,4.581489286485115,927.1908939667785,5539.481876632812,-1.2956663020641799e-11,5613.113538111543,196.2111711070853,1259.7954452739943,8277.86753553765,-1.0766277500226971e-11,8371.48553368967,168.53919148332056
0.5,0.0,4.71238898038469,571.9670706116158,5237.006515613059,-7.275957614183426e-12,5237.006515613059,571.9670706116149,748.7413572929654,7872.3820892478325,-7.275957614183426e-12,7872.3820892478325,748.7413572929639
0.5,0.0,4.843288674284264,73.4836703802585,5046.515607473659,-1.2515702575916977e-12,4993.7504231874045,731.5574736159898,51.985296329129724,7633.97979703716,-1.6532899081310817e-11,7561.884598822705,1047.9748693045708
0.5,0.0,4.974188368183839,-228.8184020829123,4866.952179607909,-5.199039668162394e-12,4760.337365926135,1038.6383115836675,-359.5264689220347,7421.179769917466,-1.009716244253876e-11,7261.361498672729,1573.4667600178723
0.5,0.0,5.105088062083413,-410.49542070341283,4705.8785844658005,-8.316889379677214e-12,4504.754703236074,1421.6134516192467,-616.7190270097797,7257.3270370679,-3.2418522831838972e-12,6940.904064348776,2207.484733976496
0.5,0.0,5.235987755982989,-646.2758791112439,4525.222160750798,5.223902533507506e-13,4242.095288534122,1702.9197512119415,-981.0018205750935,7091.258356087058,-1.740630865543244e-11,6631.710791457615,2696.0566802667154
0.5,0.0,5.3668874498825625,-930.4128313438782,3889.7683095370962,-5.71336296676112e-12,3652.3601261071967,1629.7947870301432,-1441.6275685472547,6329.610877755038,-1.616597955999402e-11,5899.225191337893,2709.5029160483978
0.5,0.0,5.497787143782138,-1105.2175620024334,3120.9452103254853,-1.6399771587471016e-12,2988.348354711211,1425.3346891544415,-1753.8844023017234,5352.216261969379,-3.849010504449556e-12,5024.771967500326,2544.4048589305985
0.5,0.0,5.6286868376817125,-1157.2720851841266,2245.9352918579543,-3.1408819445808762e-12,2285.3644521391966,1077.3176575448865,-1893.62408205473,4171.927105042758,-7.909988948278909e-12,4042.021296940089,2157.0470020402486
