radius_kpc,height_kpc,azimuth_radian,newton_gx,newton_gy,newton_gz,newton_inward,newton_tangential,mond_gx,mond_gy,mond_gz,mond_inward,mond_tangential
0.5,0.0,0.0,-1241.4826112709416,-768.864729833309,0.0,1241.4826112709416,-768.864729833309,-2283.0964408405925,-1545.702002483813,-3.637978807091713e-12,2283.0964408405925,-1545.702002483813
0.5,0.0,0.1308996938995747,-1617.6808804037157,-1669.5778341749303,-6.8220134604542554e-12,1821.7650335287797,-1444.1446388100726,-2812.4631300947203,-2918.2652803502924,-1.7242349150092015e-11,3169.312173067818,-2526.199013198348
0.5,0.0,0.2617993877991494,-1758.7259954819074,-2445.1316836806695,-8.606067579827986e-12,2331.645507922075,-1906.624059197224,-2908.909677322273,-3956.687813542445,-1.8521192224954e-11,3833.85714533762,-3068.9857206898405
0.5,0.0,0.39269908169872414,-1599.8467528833157,-2953.279733643581,-2.723496703191994e-13,2608.2368953485216,-2116.2398530421583,-2596.9608254462555,-4626.680123629528,-9.513212507742602e-12,4169.832783529298,-3280.6811872986605
0.5,0.0,0.5235987755982988,-1368.376565456211,-3106.4073625431297,-7.798347867534177e-12,2738.252548899943,-2006.0394077372619,-2240.950035314399,-4835.831127599881,-1.195871692797664e-11,4358.635222993845,-3067.4775872558453
0.5,0.0,0.6544984694978736,-1270.2063474690035,-2814.6964785806963,-7.89334302762601e-12,2721.201099150262,-1459.7962219667943,-2131.2140084469893,-4433.9506615960545,-1.8479455628364013e-11,4390.023893384268,-2220.2886827581688
0.5,0.0,0.7853981633974483,-1175.3800394768791,-2388.362402009234,-7.275957614183426e-12,2519.946446777134,-857.7080540063073,-2002.081617806362,-3844.02998592086,-1.9367907104429624e-11,4133.825158568881,-1302.4541816892568
0.5,0.0,0.916297857297023,-917.7080990455786,-2158.348167414045,-6.658572200740841e-12,2270.998021917261,-585.852328903198,-1549.3200194309234,-3591.5161606076717,-2.149373461939206e-11,3792.507611748636,-957.2182976438355
0.5,0.0,1.0471975511965976,-589.8297818724279,-2181.9561759624385,-6.753567360832675e-12,2184.5443692640342,-580.1705129710627,-938.1948740068675,-3764.38631541775,-2.3637485762914363e-11,3729.151615813706,-1069.6925631185877
0.5,0.0,1.1780972450961724,-277.3911247878222,-2628.7954739900133,-8.283184566077633e-12,2534.843321319097,-749.7204922805583,-396.5898120725721,-4486.892241384337,-1.9316443415712706e-11,4297.1162569236385,-1350.6581134089022
0.5,0.0,1.3089969389957472,11.401063151232671,-3091.521064832087,-1.0958563320010235e-11,2983.2292267600383,-811.1571112590973,73.73709843676443,-5158.116057349377,-1.3992187241487461e-11,4963.272949384074,-1406.2432402268348
0.5,0.0,1.4398966328953218,-161.1925966762093,-3281.6704716544964,-7.077634501604113e-12,3274.6351817022273,-268.53037911991373,-190.3445818921239,-5381.159257438446,-1.7055126684818862e-11,5359.967647505553,-513.6660699958287
0.5,0.0,1.5707963267948966,-740.8708188405144,-3239.2679596002563,0.0,3239.2679596002563,740.8708188405142,-1078.445719421703,-5270.8345021725545,-7.275957614183426e-12,5270.8345021725545,1078.4457194217027
0.5,0.0,1.7016960206944713,-1317.2136177255206,-3024.0593723402685,-5.993029912832129e-13,2826.2572473339587,1700.6636275445085,-1966.8886973223382,-4931.446454923668,-1.1817357818466719e-11,4632.526754692022,2593.744619752719
0.5,0.0,1.832595714594046,-1801.164103814367,-2561.438527537971,-1.0211755339633763e-11,2007.984052778597,2402.739999045286,-2772.473833596649,-4252.459189478086,-1.7312797957917357e-11,3389.9911261739526,3778.621505339821
0.5,0.0,1.9634954084936205,-1804.1123053872593,-1735.1960679109707,-2.670278298586225e-12,912.7082426393198,2330.8132203936184,-2965.264823757123,-3058.1085003323387,-1.537423498766186e-11,1690.5661310289956,3909.8349365969298
0.5,0.0,2.0943951023931953,-1169.0174930529222,-685.9452925596597,0.0,9.537302436553432,1355.3714927320589,-2259.0002910878857,-1415.826914119646,-7.798347867534177e-12,96.64192944539991,2664.2650962983735
0.5,0.0,2.2252947962927703,-359.13769140843266,-259.1536375393417,0.0,-13.028770242229655,442.68582582462057,-856.5279779755625,-548.2630070109536,-1.5321927763130382e-11,-86.45490788809656,1013.2907040004164
