radius_kpc,height_kpc,azimuth_radian,newton_gx,newton_gy,newton_gz,newton_inward,newton_tangential,mond_gx,mond_gy,mond_gz,mond_inward,mond_tangential
0.5,0.0,0.0,-1275.1629488029066,-352.6798446289904,0.0,1275.1629488029066,-352.6798446289904,-1974.140097443411,-577.3675286174475,7.275957614183426e-12,1974.140097443411,-577.3675286174475
0.5,0.0,0.1308996938995747,-1556.0680071562224,-821.905544461191,-1.4675258838675018e-11,1650.03583072629,-611.766396781146,-2396.684625205164,-1299.1230150794468,-1.9011702193339598e-11,2545.7502363770295,-975.1787195125971
0.5,0.0,0.2617993877991494,-1766.661865598621,-1267.487109458608,-2.4693704569640708e-11,2034.514125651566,-767.0527964412759,-2706.481108844149,-1984.9071360277148,-3.721547185036083e-11,3127.9917709599104,-1216.7842092955843
0.5,0.0,0.39269908169872414,-1747.6132246450384,-1667.3561833769702,-1.4870621511714557e-11,2252.6536762254555,-871.6536239743324,-2639.821126602242,-2551.9488465183504,-2.8184862305667934e-11,3415.4652521644716,-1347.4774977560664
0.5,0.0,0.5235987755982988,-1778.1544031432402,-2122.053053112516,-6.753567360832675e-12,2600.95341152946,-948.6746506021475,-2651.7750618676528,-3202.6159256605993,-2.9626220710084454e-11,3897.8125315297384,-1447.659219252868
0.5,0.0,0.6544984694978736,-1548.2603533074223,-2083.7924107363724,-1.4256601758378038e-12,2496.8499686543328,-710.6624843742534,-2319.967742731,-3138.3981851749318,-3.4825993019279174e-11,3751.0899220690226,-1077.551805053423
0.5,0.0,0.7853981633974483,-1389.6612354375343,-2015.377399252206,-1.6399771587471014e-12,2407.725908791299,-442.448142531387,-2094.841517404108,-3016.6097567107663,-3.798301703160397e-11,3614.341857631246,-651.7885726961224
0.5,0.0,0.916297857297023,-1385.2282017888615,-2112.4108620169127,-6.795506672325343e-12,2519.161713072773,-186.9788340601449,-2084.326661186353,-3159.711838206975,-3.148542212996114e-11,3775.625617984042,-269.903174972379
0.5,0.0,1.0471975511965976,-1395.7096543094935,-2239.109309793912,-7.798347867534177e-12,2636.980371286515,89.16536204226213,-2073.936836037775,-3359.576282068691,-1.5596695735068353e-11,3946.446824242049,116.29384481868897
0.5,0.0,1.1780972450961724,-1292.4443799111739,-2390.364070258725,-2.3515720152384398e-12,2703.005491207786,279.3101825003795,-1909.2494386608519,-3596.5644963862537,-2.623921685557639e-12,4053.4304539958794,387.57083263791196
0.5,0.0,1.3089969389957472,-1225.5370039520824,-2577.876546125995,-6.996599835990742e-14,2807.2298499886433,516.57429712973,-1805.7150791520987,-3879.494216317861,1.7734799541927039e-12,4214.657108993861,740.0998413244804
0.5,0.0,1.4398966328953218,-834.8499495466517,-2467.4005259624273,0.0,2555.2613574059123,505.6472971605842,-1215.872457032872,-3725.4539835150867,2.201522724587474e-14,3852.285410282364,719.2011768519424
0.5,0.0,1.5707963267948966,-384.32643736524915,-2323.60268614658,0.0,2323.60268614658,384.326437365249,-536.9167494350586,-3522.527993885782,0.0,3522.527993885782,536.9167494350584
0.5,0.0,1.7016960206944713,-384.1156695438721,-2311.462164701575,-7.597624337070907e-12,2241.5501297357437,682.535861561647,-544.9765770776195,-3524.8633281270386,-3.023848466217105e-11,3423.5739162614805,1000.4012152292148
0.5,0.0,1.832595714594046,-393.2792495549437,-2331.8658026906405,-1.4038579241458801e-11,2150.621242430732,983.4098644483181,-573.4633671770855,-3579.9260880939364,-5.424090501492262e-11,3309.519823601878,1480.4761284451124
0.5,0.0,1.9634954084936205,-340.7833555654307,-2165.1285963497057,-6.828722988424832e-12,1869.9058512217132,1143.4016099903315,-522.4296418849119,-3353.7184116256935,-3.7290870900966034e-11,2898.5066297814583,1766.0745262615878
0.5,0.0,2.0943951023931953,-228.49872630771188,-1740.7321965719248,0.0,1393.268940262918,1068.251800000828,-385.77367932151503,-2718.5816444766315,-2.1305482589199527e-11,2161.4739267180807,1693.3806286421386
0.5,0.0,2.2252947962927703,173.60182551986193,-1257.601299024953,4.13507566960237e-12,1103.4042867180367,627.8515757608152,258.49246253406193,-1970.6254550277497,-1.391003756940347e-11,1720.7625280894192,994.5649094521482
0.5,0.0,2.356194490192345,617.4247327045772,-906.9208450992896,7.918510197258384e-12,1077.8750949368402,204.70466420144407,973.844337750337,-1391.913118060138,-6.63340503110824e-12,1672.843139646221,295.6192695594491
0.5,0.0,2.4870941840919194,902.613340109492,-878.2888039705865,-4.086091178560778e-12,1250.7596557547886,147.3171696030696,1394.910265067628,-1311.6849495787924,-6.679977613117052e-12,1905.1599225127522,191.46206985657227
0.5,0.0,2.6179938779914944,913.7017247916896,-928.60960092509,-1.4551915228366852e-11,1255.593705613806,347.34864220341285,1357.2855823545633,-1374.2042169646638,6.753567360832675e-12,1862.5459029917397,511.45297070181994
