radius_kpc,height_kpc,azimuth_radian,newton_gx,newton_gy,newton_gz,newton_inward,newton_tangential,mond_gx,mond_gy,mond_gz,mond_inward,mond_tangential
0.5,0.0,0.0,-1323.101987663169,-832.433203563065,-1.4551915228366852e-11,1323.101987663169,-832.433203563065,-2352.3525288668607,-1494.033384960694,-3.637978807091713e-11,2352.3525288668607,-1494.033384960694
0.5,0.0,0.1308996938995747,-1602.8233717542612,-1581.9786948935912,-6.954290891295945e-12,1795.600650833314,-1359.2342163387102,-2715.8093567927936,-2644.1836587605267,-2.3771437885627283e-11,3037.7104557716243,-2267.0780468689745
0.5,0.0,0.2617993877991494,-1827.1175886602748,-2284.7391128112117,0.0,2356.194062040144,-1733.9956858100502,-2998.5593559011613,-3725.0774492398,-1.1576848304458277e-11,3860.5069118708248,-2822.0642439701605
0.5,0.0,0.39269908169872414,-1640.6966735296792,-2549.5264789332386,0.0,2491.467619597277,-1727.5878969856644,-2692.136916953981,-4086.703327167519,4.149477604056061e-12,4051.12385259012,-2745.3853636391273
0.5,0.0,0.5235987755982988,-1487.9498140197707,-2859.617399597856,0.0,2718.41103829638,-1732.5264061458547,-2432.762714098568,-4509.313715773901,1.845108916213394e-11,4361.49116967589,-2688.7988744445165
0.5,0.0,0.6544984694978736,-1323.344236657705,-2592.6897865578517,-6.330748380203705e-12,2628.209109948818,-1251.318173926442,-2191.2253790479253,-4150.901749293787,-2.5611962332324426e-12,4265.3248543734835,-1959.1982749935667
0.5,0.0,0.7853981633974483,-1149.3364192107592,-2370.089273102706,-1.2055201292186168e-11,2488.6097729170115,-863.2026211398263,-1924.8449639516189,-3859.2564591262403,-2.7072233107329615e-11,4089.9773393291143,-1367.8354858431833
0.5,0.0,0.916297857297023,-958.7944329442166,-2479.9286273533494,-1.4551915228366852e-11,2551.136729319365,-749.0221289983252,-1589.5380387868563,-4069.910565384482,-3.3858776732941926e-11,4196.526589689975,-1216.5392591296163
0.5,0.0,1.0471975511965976,-631.4481683086315,-2676.5151188637674,-1.4551915228366852e-11,2633.6541707034644,-791.4074045034572,-1031.9367913351007,-4413.404298105131,-3.9234181497982717e-11,4338.088634998023,-1313.0186726565673
0.5,0.0,1.1780972450961724,-345.6214365543556,-3010.606740814532,-7.723192239942227e-12,2913.7015459186323,-832.7967498466639,-547.8608746029811,-4937.098476016418,-2.6031592380652088e-11,4770.941511935844,-1383.1883420169902
0.5,0.0,1.3089969389957472,-137.10813321611153,-3329.1808575773152,-5.133359869080509e-13,3251.2279668359,-729.2191236640276,-188.71876855524064,-5417.5813119391305,3.7364985057141496e-12,5281.82571669341,-1219.884889468371
