component,comparison,matched_annuli,annular_relative_l1,over_frozen_followup_flag,map_relative_l1
stellar_luminosity,pixels_one_vs_four,111,0.0030166330337875343,False,0.22618219588442845
stellar_luminosity,pixels_two_vs_four,111,0.0006858805057928134,False,0.09931613703388854
atomic_helium,pixels_one_vs_four,112,0.003035611277447851,False,1.0710207035996033
atomic_helium,pixels_two_vs_four,112,0.0010734881869786208,False,0.2548743264070997
co21,pixels_one_vs_four,72,0.03074578147838314,True,1.4786295929668596
co21,pixels_two_vs_four,72,0.010508151370766624,False,0.3081493531765901
