name	delay_days	signed_delay_days	bootstrap_median_signed_days	bootstrap_MAD_days	score_best	score_zero	score_improvement_vs_zero	rows	time_span_days	seasons	variability_to_error_ratio	quality_pass	bootstrap_delay_sha256
SDSS J0832+0404	1.490000000000e+02	1.490000000000e+02	1.490000000000e+02	2.500000000000e+01	2.022555946024e-03	1.089631403132e-02	8.143816394965e-01	237	2.752618400000e+03	8	5.272307238908e+00	True	f76df09d7693505ed5b99e9021f60d20e25671ff8f8c92b4a385e1e5364796c3
SDSS J1226-0006	3.000000000000e+01	-3.000000000000e+01	-3.000000000000e+01	1.000000000000e+00	9.364153510099e-04	1.689669142410e-03	4.457995784464e-01	483	4.941671650000e+03	14	1.590600581712e+01	True	38cc0d666c03766c0fb5446345c1dfe48aff2cd09aabd0f7b3695ce3cbd214d0
SDSS J1320+1644	1.000000000000e+00	1.000000000000e+00	-3.000000000000e+00	2.600000000000e+01	2.777646253175e-03	2.948244548339e-03	5.786436381642e-02	41	1.204721600000e+03	4	8.901452408460e+00	False	bc186f4bfddd4ff467683c7590a40f5116f931431d5f5f6970418a817d7df4dd
SDSS J1335+0118	4.800000000000e+01	4.800000000000e+01	4.800000000000e+01	1.000000000000e+00	2.507897525713e-04	5.492647219103e-04	5.434082281872e-01	375	4.586636360000e+03	14	7.807071486647e+00	True	536b529f810238c68315f4a31aa4247e6bb246face098f9dc4da255819ebf8aa
SDSS J1349+1227	1.570000000000e+02	1.570000000000e+02	1.540000000000e+02	3.000000000000e+00	4.207981051801e-04	8.859208189489e-04	5.250161231346e-01	144	2.373603550000e+03	7	5.715769266425e+00	True	b58d00a6e402a6227c65b838a672fb1c54f62145ea20642edcce2614d2cd9a15
SDSS J1455+1447	4.300000000000e+01	4.300000000000e+01	4.300000000000e+01	0.000000000000e+00	2.209445253830e-04	7.701944007308e-04	7.131314832030e-01	130	2.366664130000e+03	7	9.231226032888e+00	True	5649d9378a4b6c898b459810f048c23226e68cffaec8dae1f83d3a97a7807f30
SDSS J1515+1511	1.800000000000e+02	1.800000000000e+02	1.800000000000e+02	0.000000000000e+00	1.985750617451e-04	2.507750367226e-03	9.208154590104e-01	213	1.286720280000e+03	4	7.505375818067e+00	True	2457e0b8dcb8397908773e78b7d81bc72b4dfea1acc6e1e1dea0accba988683d
SDSS J1620+1203	1.740000000000e+02	1.740000000000e+02	1.540000000000e+02	1.900000000000e+01	3.782583253779e-04	2.652365771658e-03	8.573883250117e-01	206	2.611873860000e+03	8	4.459534759742e+00	True	978b0016840a741a6bb70a374f8f4c173ce431b76e29e9c00e343f1c149e4791
