HI_SNR	HI_flux_Jy_km_s	HI_flux_error_Jy_km_s	agc	axis_ratio	center_separation_arcsec	dec_deg	distance_Mpc	distance_error_Mpc	g_minus_r	heliocentric_velocity_km_s	log_HI_mass	log_HI_mass_error	mass_stratum	max_fracflux_grz	max_fracmasked_grz	minimum_flux_signal_to_noise_grz	minimum_predecessor_separation_arcsec	name	r_minus_z	ra_deg	reff_arcsec	reff_kpc	sersic	shape_signal_to_noise	tractor_brickid	tractor_brickname	tractor_dec_deg	tractor_objid	tractor_ra_deg	tractor_release	tractor_type	z_luminosity_Lsun
1.090000000000e+01	1.040000000000e+00	5.000000000000e-02	227107	6.382708819602e-01	6.567122994815e-01	2.901944444444e+01	1.101000000000e+02	2.300000000000e+00	3.544554087610e-01	7.424000000000e+03	9.470000000000e+00	5.000000000000e-02	1	1.554458588362e-02	2.931796386838e-02	4.006086841492e+02	3.521519326412e+03		2.259258677010e-01	1.837787500000e+02	6.912445545197e+00	3.689724235430e+00	1.170938372612e+00	2.198096376679e+03	491298	1838p290	2.901939507495e+01	1651	1.837789508257e+02	9010	SER	2.618051601703e+09
1.100000000000e+01	1.360000000000e+00	7.000000000000e-02	332826	7.876184161684e-01	4.798337931141e-01	1.448055555556e+01	8.340000000000e+01	2.300000000000e+00	5.578673791206e-01	5.867000000000e+03	9.350000000000e+00	5.000000000000e-02	1	2.331206575036e-02	5.806816741824e-02	1.001123569676e+03	5.073456269652e+03		4.093668162326e-01	3.567162500000e+02	9.411669731140e+00	3.805463810616e+00	1.521152138710e+00	1.756611536497e+03	414477	3567p145	1.448063696828e+01	1485	3.567161410019e+02	9010	SER	4.739534225115e+09
1.260000000000e+01	1.840000000000e+00	9.000000000000e-02	112992	4.646543776146e-01	6.602487247822e-01	1.407666666667e+01	8.650000000000e+01	2.300000000000e+00	4.111390775215e-01	6.360000000000e+03	9.510000000000e+00	5.000000000000e-02	1	1.140360720456e-02	1.102924812585e-02	9.183729975046e+02	2.196184988001e+03		2.862005392024e-01	2.223250000000e+01	1.023728370667e+01	4.293146546608e+00	8.776274323463e-01	4.131919209100e+03	410384	0222p140	1.407662590587e+01	1563	2.223268435144e+01	9010	SER	4.338442815264e+09
1.230000000000e+01	1.260000000000e+00	5.000000000000e-02	215170	7.114637060338e-01	1.147563252664e-01	1.372861111111e+01	1.009000000000e+02	2.400000000000e+00	3.328303327362e-01	6.728000000000e+03	9.480000000000e+00	5.000000000000e-02	1	3.635666966438e-01	4.129598662257e-02	3.201598514032e+02	2.768256622706e+03		2.150594685632e-01	1.784475000000e+02	5.947401523590e+00	2.909332060319e+00	1.490879297256e+00	8.277703578819e+02	409591	1783p137	1.372858319839e+01	5121	1.784474841331e+02	9010	SER	1.522847923068e+09
1.000000000000e+01	8.100000000000e-01	5.000000000000e-02	125347	7.903900497158e-01	7.317327689689e-01	1.817555555556e+01	1.402000000000e+02	2.200000000000e+00	4.776865105034e-01	1.006300000000e+04	9.570000000000e+00	5.000000000000e-02	1	4.827530682087e-01	9.830209612846e-02	6.142078834244e+02	1.000000000000e+09		3.147382881126e-01	3.490791666667e+01	1.076944446564e+01	7.320085968876e+00	3.737897634506e+00	1.179223337822e+03	433988	0348p182	1.817548485979e+01	4818	3.490771609073e+01	9010	SER	5.692070147249e+09
2.520000000000e+01	3.460000000000e+00	8.000000000000e-02	111931	3.121555459703e-01	1.544338132084e+00	1.439944444444e+01	6.980000000000e+01	2.400000000000e+00	3.677598388286e-01	5.035000000000e+03	9.600000000000e+00	5.000000000000e-02	1	5.345747340471e-03	4.179573617876e-03	6.883927501446e+02	5.157557961097e+02		2.550890946560e-01	2.126875000000e+01	8.954950332642e+00	3.030354739575e+00	1.207854509354e+00	1.552949627482e+03	413176	0212p145	1.439970213060e+01	2569	2.126910408802e+01	9010	SER	1.266565099118e+09
1.590000000000e+01	1.910000000000e+00	7.000000000000e-02	249513	3.774798248142e-01	2.727188116514e+00	1.723111111111e+01	9.420000000000e+01	2.300000000000e+00	4.076127612694e-01	6.351000000000e+03	9.600000000000e+00	5.000000000000e-02	1	1.288719326258e-01	6.401723623276e-02	1.813867843545e+02	1.000000000000e+09		2.283781006958e-01	2.110362500000e+02	1.362399959564e+01	6.222005514465e+00	1.260563492775e+00	2.640741950494e+03	429163	2109p172	1.723185534377e+01	5133	2.110363980810e+02	9010	SER	1.496323379935e+09
1.090000000000e+01	1.580000000000e+00	8.000000000000e-02	210452	4.205904060613e-01	8.138851093553e-01	2.186972222222e+01	1.020000000000e+02	2.200000000000e+00	3.291755559236e-01	6.817000000000e+03	9.590000000000e+00	5.000000000000e-02	1	1.696770079434e-02	7.061595469713e-02	7.596826448713e+02	3.062560234777e+03	126-092b	2.407181538082e-01	1.734304166667e+02	6.838609218597e+00	3.381760335117e+00	2.061367511749e+00	1.589509579979e+03	453489	1734p217	2.186986852973e+01	2898	1.734306023886e+02	9010	SER	3.194253695650e+09
1.440000000000e+01	1.380000000000e+00	6.000000000000e-02	320804	5.257505603841e-01	2.418397874041e+00	3.159333333333e+01	8.920000000000e+01	2.300000000000e+00	4.390716064761e-01	6.579000000000e+03	9.410000000000e+00	5.000000000000e-02	1	1.570654958487e-01	8.404796570539e-02	3.908838118360e+02	3.630546853493e+02		2.508077015559e-01	3.439054166667e+02	1.383360004425e+01	5.982392955922e+00	2.010203361511e+00	1.249345358563e+03	504307	3440p315	3.159327318990e+01	179	3.439062021667e+02	9010	SER	2.092840349560e+09
1.830000000000e+01	1.330000000000e+00	5.000000000000e-02	746156	3.186166844130e-01	4.347575025251e-01	2.048805555556e+01	9.130000000000e+01	2.200000000000e+00	3.556889977308e-01	6.232000000000e+03	9.420000000000e+00	5.000000000000e-02	1	1.277504712343e-01	1.168898940086e-01	1.411797201889e+02	1.000000000000e+09		2.102292883842e-01	2.266450000000e+02	2.526538467407e+01	1.118334078757e+01	2.567584276199e+00	4.304485644212e+03	446963	2265p205	2.048810102766e+01	4790	2.266448805655e+02	9010	SER	2.292064189061e+09
3.080000000000e+01	3.070000000000e+00	6.000000000000e-02	4298	5.736334591790e-01	2.551534799909e+00	5.255833333333e+00	6.260000000000e+01	2.300000000000e+00	4.366839142116e-01	4.180000000000e+03	9.450000000000e+00	5.000000000000e-02	1	1.238844022155e-01	9.004496783018e-02	4.980974109285e+02	1.000000000000e+09		2.515990766458e-01	1.239095833333e+02	1.378260326385e+01	4.182928634387e+00	1.500000000000e+00	1.299612007601e+03	361080	1239p052	5.256429280477e+00	1952	1.239099686032e+02	9010	SER	1.190765816156e+09
1.110000000000e+01	1.420000000000e+00	8.000000000000e-02	268015	4.386701606699e-01	1.723311242367e+00	1.309416666667e+01	8.220000000000e+01	2.400000000000e+00	3.599964069201e-01	5.519000000000e+03	9.350000000000e+00	6.000000000000e-02	1	8.131306618452e-02	3.650928288698e-02	2.770200572749e+02	4.107170331577e+02		2.215162489806e-01	2.466341666667e+02	8.637256622314e+00	3.442092266112e+00	1.225241541862e+00	1.642826587823e+03	405649	2465p130	1.309414331616e+01	5031	2.466346575585e+02	9010	SER	1.148779175189e+09
3.410000000000e+01	3.420000000000e+00	6.000000000000e-02	113906	5.328777652028e-01	8.342788096708e-01	2.996000000000e+01	6.670000000000e+01	2.100000000000e+00	4.625005772896e-01	4.806000000000e+03	9.550000000000e+00	5.000000000000e-02	1	1.688482165337e-01	3.261436149478e-02	3.719208636134e+02	8.177936931373e+02		2.797018297877e-01	1.763458333333e+01	1.362399959564e+01	4.405602630731e+00	1.233707666397e+00	1.567466851378e+03	495743	0177p300	2.995976826424e+01	1240	1.763458536432e+01	9010	SER	1.664665435888e+09
1.070000000000e+01	2.040000000000e+00	1.100000000000e-01	174	8.176840651211e-01	1.154940254286e+00	3.007944444444e+01	9.430000000000e+01	4.300000000000e+00	8.303363099364e-01	7.181000000000e+03	9.630000000000e+00	6.000000000000e-02	1	2.730330228806e-01	2.311930954456e-01	3.772766414006e+03	7.161759288306e+03	N  70	6.463420293549e-01	4.593750000000e+00	2.152525329590e+01	9.840900261829e+00	4.000000000000e+00	5.271459931561e+03	495697	0044p300	3.007956806422e+01	4339	4.594092114907e+00	9010	SER	7.793010624188e+10
8.770000000000e+01	5.700000000000e+00	6.000000000000e-02	4822	7.946555947184e-01	4.414956562165e-01	1.947277777778e+01	4.700000000000e+01	2.400000000000e+00	4.288434623034e-01	3.124000000000e+03	9.470000000000e+00	6.000000000000e-02	1	3.157927095890e-01	3.682177886367e-02	6.419963729550e+02	4.806262176960e+03		2.653488160239e-01	1.376604166667e+02	1.392925930023e+01	3.173954873943e+00	1.077467322350e+00	2.514580430348e+03	441206	1377p195	1.947289059990e+01	333	1.376603656683e+02	9010	SER	1.606223748692e+09
1.630000000000e+01	2.090000000000e+00	7.000000000000e-02	201599	3.560974531419e-01	1.970693046959e-01	1.632972222222e+01	8.750000000000e+01	2.300000000000e+00	4.115563510373e-01	5.788000000000e+03	9.580000000000e+00	5.000000000000e-02	1	1.419089455158e-02	1.989911124110e-02	1.725059215741e+03	3.455328752730e+03	095-013	3.311835305624e-01	1.613433333333e+02	1.039374732971e+01	4.409152040510e+00	8.080061674118e-01	4.747912422439e+03	423452	1614p162	1.632977552091e+01	1425	1.613433463277e+02	9010	SER	1.088048385235e+10
2.050000000000e+01	2.440000000000e+00	7.000000000000e-02	170906	5.512381356516e-01	1.557983292436e+00	3.044833333333e+01	6.170000000000e+01	2.200000000000e+00	2.961776022929e-01	4.269000000000e+03	9.340000000000e+00	5.000000000000e-02	1	1.876810938120e-02	5.025392863899e-03	9.109667697554e+02	2.653407755447e+03	148-049	1.860170797282e-01	1.179291666667e+02	6.330183506012e+00	1.893548053239e+00	1.813054203987e+00	2.346151616048e+03	498585	1179p305	3.044857415065e+01	2773	1.179295837738e+02	9010	SER	2.350889974637e+09
2.650000000000e+01	3.570000000000e+00	7.000000000000e-02	200065	4.713413273263e-01	1.399369250500e+00	2.817250000000e+01	6.900000000000e+01	2.300000000000e+00	4.735651642543e-01	4.696000000000e+03	9.600000000000e+00	5.000000000000e-02	1	1.331488694996e-02	3.113865677733e-04	2.067001701769e+03	2.528767371461e+03	153-016	3.451658929038e-01	1.516712500000e+02	7.682439327240e+00	2.569940666197e+00	6.854764223099e-01	5.091895996027e+03	487387	1517p282	2.817278772185e+01	341	1.516715464983e+02	9010	SER	5.312084208155e+09
1.250000000000e+01	1.770000000000e+00	8.000000000000e-02	265	6.398338300927e-01	1.690276216486e+00	2.007166666667e+01	7.890000000000e+01	2.300000000000e+00	6.845156514020e-01	5.597000000000e+03	9.410000000000e+00	5.000000000000e-02	1	4.726767539978e-03	1.132837403566e-02	3.302764001397e+03	1.000000000000e+09	457-017	5.147996868787e-01	6.809583333333e+00	8.604216575623e+00	3.291267667851e+00	2.237767457962e+00	5.080086329741e+03	443429	0067p200	2.007212056029e+01	2653	6.809455442073e+00	9010	SER	1.951460293679e+10
1.140000000000e+01	1.480000000000e+00	7.000000000000e-02	731494	1.773572549378e-01	1.303392178555e+00	2.420694444444e+01	9.160000000000e+01	2.300000000000e+00	4.773189763727e-01	6.102000000000e+03	9.470000000000e+00	5.000000000000e-02	1	1.055014654412e-04	2.134232083336e-03	7.314409982660e+02	2.487904254163e+03		3.679923050145e-01	1.611791666667e+02	6.043958663940e+00	2.684057565078e+00	8.750221729279e-01	1.551614239355e+03	466721	1612p242	2.420730337440e+01	945	1.611791146460e+02	9010	SER	1.719682105855e+09
2.700000000000e+01	3.500000000000e+00	8.000000000000e-02	248875	7.159511299445e-01	6.437675224769e-01	1.224194444444e+01	7.740000000000e+01	2.400000000000e+00	5.231512687250e-01	5.263000000000e+03	9.690000000000e+00	5.000000000000e-02	2	8.755087852478e-03	9.968904778361e-03	1.578721080323e+03	3.722678848575e+03		3.813717400925e-01	2.114258333333e+02	5.002756118774e+00	1.877263167858e+00	3.519520998001e+00	2.135249994794e+03	401292	2113p122	1.224190359015e+01	5060	2.114260114778e+02	9010	SER	4.430470199719e+09
2.180000000000e+01	3.950000000000e+00	1.000000000000e-01	4210	1.779170047065e-01	1.380015762692e+00	2.506222222222e+01	7.280000000000e+01	2.400000000000e+00	6.613241180765e-01	5.014000000000e+03	9.690000000000e+00	5.000000000000e-02	2	1.926137655973e-01	2.021015994251e-02	2.187977632038e+03	1.947214697386e+03	118-058	5.492558782986e-01	1.212729166667e+02	1.569350624084e+01	5.538934513941e+00	8.349397778511e-01	4.374185740951e+04	470510	1212p250	2.506237242173e+01	3881	1.212725273218e+02	9010	SER	8.957098815768e+09
1.210000000000e+01	1.350000000000e+00	7.000000000000e-02	724620	6.768321612350e-01	1.018289467692e+00	2.837750000000e+01	1.234000000000e+02	2.200000000000e+00	5.473601717653e-01	8.349000000000e+03	9.680000000000e+00	5.000000000000e-02	2	7.189148664474e-02	9.427842497826e-02	5.680628988944e+02	2.243578232102e+03		4.052044551351e-01	1.839812500000e+02	1.313446235657e+01	7.857824532891e+00	1.485174536705e+00	1.656467515049e+03	488770	1841p285	2.837773474921e+01	149	1.839814293523e+02	9010	SER	8.932837170269e+09
3.440000000000e+01	3.090000000000e+00	5.000000000000e-02	190356	8.347524243740e-01	2.705104159814e-01	1.458444444444e+01	8.920000000000e+01	2.300000000000e+00	6.820279355096e-01	5.934000000000e+03	9.760000000000e+00	5.000000000000e-02	2	3.149730619043e-03	1.493556052446e-02	2.328030909026e+03	4.669452944199e+03	092-002	5.306612275390e-01	1.433833333333e+02	7.817863464355e+00	3.380864790793e+00	3.036245107651e+00	3.673597061425e+03	413650	1435p145	1.458451271434e+01	92	1.433833657709e+02	9010	SER	1.487600855582e+10
1.530000000000e+01	2.420000000000e+00	1.000000000000e-01	120312	6.289467346782e-01	1.032294576961e+00	2.798888888889e+00	1.137000000000e+02	2.200000000000e+00	3.669725755033e-01	8.197000000000e+03	9.870000000000e+00	5.000000000000e-02	2	1.781718246639e-02	1.372033846565e-03	1.525199032510e+03	1.000000000000e+09	388-033	2.434593297572e-01	3.792291666667e+01	3.849015712738e+00	2.121705076600e+00	1.083943605423e+00	4.224696943341e+03	346359	0378p027	2.798842067973e+00	7559	3.792319990444e+01	9010	SER	4.773254236648e+09
1.410000000000e+01	1.450000000000e+00	7.000000000000e-02	1921	7.357810272115e-01	2.077529838529e+00	2.658888888889e+01	1.365000000000e+02	2.400000000000e+00	6.731114819549e-01	9.793000000000e+03	9.800000000000e+00	5.000000000000e-02	2	1.292255055159e-02	2.852530591190e-02	2.734691436926e+03	3.573614897764e+03	483-059	4.504779318920e-01	3.694333333333e+01	2.945024251938e+00	1.948930686256e+00	6.000000000000e+00	2.541597946006e+03	478006	0369p265	2.658945323223e+01	3053	3.694319843098e+01	9010	SER	3.202020278460e+10
1.360000000000e+01	2.160000000000e+00	9.000000000000e-02	257875	5.733574008237e-01	1.229276519274e+00	1.291138888889e+01	9.530000000000e+01	2.200000000000e+00	4.075819059855e-01	6.499000000000e+03	9.670000000000e+00	5.000000000000e-02	2	1.414656359702e-02	7.419774681330e-02	3.150401854010e+02	3.555910228745e+03		2.695636612787e-01	2.267133333333e+02	1.077951526642e+01	4.980431822475e+00	1.068529725075e+00	1.465173078641e+03	405572	2267p130	1.291148103417e+01	1095	2.267136706603e+02	9010	SER	2.687333500888e+09
1.450000000000e+01	2.100000000000e+00	9.000000000000e-02	227463	5.302701440400e-01	2.402580424104e+00	3.341611111111e+01	1.002000000000e+02	2.300000000000e+00	3.059976255498e-01	6.756000000000e+03	9.700000000000e+00	5.000000000000e-02	2	2.366263605654e-02	2.949335845187e-03	6.593325023598e+02	2.011867558511e+03		1.286523320975e-01	1.904183333333e+02	4.818609237671e+00	2.340799937708e+00	1.057083368301e+00	1.501205534774e+03	513518	1903p335	3.341645939880e+01	3066	1.904190153767e+02	9011	SER	2.717750699344e+09
1.790000000000e+01	2.890000000000e+00	1.000000000000e-01	6647	7.433781649622e-01	2.326058276508e+00	1.022444444444e+01	9.280000000000e+01	4.400000000000e+00	5.795858316076e-01	6.278000000000e+03	9.770000000000e+00	6.000000000000e-02	2	2.463374435902e-01	1.158982813358e-01	1.002797822176e+03	1.000000000000e+09	068-025	4.269346728267e-01	1.752654166667e+02	2.191963958740e+01	9.861801393662e+00	1.751855731010e+00	2.257783977006e+03	389840	1753p102	1.022507277289e+01	2539	1.752652636246e+02	9010	SER	1.435781777423e+10
1.620000000000e+01	1.950000000000e+00	7.000000000000e-02	243818	2.171081556164e-01	1.430455895780e-01	9.958333333333e+00	1.015000000000e+02	2.200000000000e+00	2.815568262420e-01	6.848000000000e+03	9.680000000000e+00	5.000000000000e-02	2	1.873284764588e-02	1.464911736548e-02	4.752685696840e+02	2.263291443288e+03		1.778084315347e-01	2.100883333333e+02	9.066556930542e+00	4.461524703093e+00	9.070637226105e-01	1.025542567744e+04	388558	2100p100	9.958352594768e+00	4103	2.100882980524e+02	9010	SER	2.270654891889e+09
8.240000000000e+01	7.380000000000e+00	7.000000000000e-02	6841	6.821228431235e-01	2.193064910915e+00	1.685138888889e+01	5.380000000000e+01	4.300000000000e+00	8.378983011731e-01	3.783000000000e+03	9.700000000000e+00	8.000000000000e-02	2	7.056355010718e-03	8.174232207239e-03	3.451642324821e+03	2.793596442103e+03	N3934	6.956509772547e-01	1.780529166667e+02	1.402932071686e+01	3.659264361671e+00	1.668299913406e+00	6.684984202636e+03	426280	1780p167	1.685165499972e+01	2970	1.780523440915e+02	9010	SER	1.673628100858e+10
2.760000000000e+01	4.620000000000e+00	1.000000000000e-01	232	5.936055081780e-01	1.120017119184e+00	3.325583333333e+01	6.800000000000e+01	2.300000000000e+00	7.760380892744e-01	4.839000000000e+03	9.700000000000e+00	5.000000000000e-02	2	7.790791243315e-02	7.939561456442e-02	3.689985977514e+03	1.000000000000e+09	500-016	6.562450513616e-01	6.161250000000e+00	2.825975418091e+01	9.316486507154e+00	4.000000000000e+00	5.460496554650e+03	511696	0061p332	3.325613555464e+01	3700	6.161161678209e+00	9010	SER	2.983374443377e+10
1.160000000000e+01	1.880000000000e+00	9.000000000000e-02	110264	5.431462362756e-01	4.380478870659e-01	2.686666666667e+01	1.253000000000e+02	2.200000000000e+00	4.073572943800e-01	9.069000000000e+03	9.840000000000e+00	5.000000000000e-02	2	2.068386645988e-03	6.134703871794e-04	2.317240970150e+03	1.000000000000e+09	481-004b	2.566667689328e-01	2.067958333333e+01	2.911019086838e+00	1.768361254725e+00	1.548244476318e+00	3.685202856759e+03	479239	0205p267	2.686674649354e+01	4646	2.067948038596e+01	9010	SER	1.294075501003e+10
3.700000000000e+01	5.500000000000e+00	8.000000000000e-02	182469	4.937573127400e-01	8.165908923401e-01	1.548500000000e+01	7.150000000000e+01	2.100000000000e+00	5.052607970504e-01	4.880000000000e+03	9.820000000000e+00	5.000000000000e-02	2	4.170908778906e-02	4.748696833849e-02	1.938618745778e+03	1.753408551917e+03		3.998199974893e-01	1.207329166667e+02	1.040630054474e+01	3.607258564786e+00	2.700000047684e+00	3.008636443049e+03	419134	1208p155	1.548520386739e+01	1076	1.207328134733e+02	9010	SER	5.575797284734e+09
1.090000000000e+01	1.820000000000e+00	1.000000000000e-01	8486	4.266481204800e-01	1.395857780585e+00	1.107194444444e+01	1.022000000000e+02	4.600000000000e+00	5.910522468635e-01	6.752000000000e+03	9.650000000000e+00	6.000000000000e-02	2	1.168232969940e-02	8.555506914854e-02	1.042346121785e+03	3.170772173484e+03	072-102	4.422713513657e-01	2.024866666667e+02	1.886434555054e+01	9.346898049856e+00	1.767847180367e+00	2.493033708901e+03	394198	2025p110	1.107208790869e+01	2302	2.024862996134e+02	9010	SER	1.675044922609e+10
1.480000000000e+01	1.270000000000e+00	6.000000000000e-02	332376	7.820518785866e-01	6.920277760409e-01	1.394972222222e+01	1.294000000000e+02	2.400000000000e+00	4.767233000003e-01	9.422000000000e+03	9.700000000000e+00	5.000000000000e-02	2	1.718597114086e-01	4.849030449986e-02	6.379576950992e+02	2.254297278393e+03		3.432425816103e-01	3.457266666667e+02	9.019307136536e+00	5.658252441134e+00	1.541528582573e+00	3.338734399701e+03	411640	3457p140	1.394960801835e+01	3560	3.457265073402e+02	9010	SER	6.944247583070e+09
1.020000000000e+01	1.290000000000e+00	7.000000000000e-02	193791	3.950130988772e-01	2.873103466290e-01	1.205000000000e+01	1.316000000000e+02	2.500000000000e+00	4.106573388874e-01	8.918000000000e+03	9.720000000000e+00	5.000000000000e-02	2	1.784093528986e-01	1.022647395730e-01	2.184562923227e+02	5.342410209126e+03		3.015869681856e-01	1.369333333333e+02	1.362399959564e+01	8.692313436344e+00	1.884989619255e+00	7.319679340240e+02	399592	1369p120	1.204993035617e+01	1954	1.369332934782e+02	9010	SER	3.516980140511e+09
2.070000000000e+01	2.870000000000e+00	8.000000000000e-02	320862	5.927861467810e-01	3.630605347851e-01	2.684333333333e+01	1.021000000000e+02	2.300000000000e+00	5.350235154435e-01	7.494000000000e+03	9.850000000000e+00	5.000000000000e-02	2	3.404161334038e-02	9.633593144827e-04	1.276540999596e+03	1.000000000000e+09		4.205997418856e-01	3.442112500000e+02	6.184537887573e+00	3.061313899400e+00	8.764737844467e-01	2.727849544405e+03	480397	3442p267	2.684330899045e+01	2592	3.442113596896e+02	9010	SER	7.525387691243e+09
1.030000000000e+01	1.790000000000e+00	9.000000000000e-02	739268	3.314627127536e-01	8.076806271918e-01	1.796333333333e+01	1.207000000000e+02	2.300000000000e+00	7.922386617785e-01	8.123000000000e+03	9.790000000000e+00	5.000000000000e-02	2	7.968890713528e-06	1.035238616168e-02	1.091199921010e+03	4.053027361283e+03		6.315082460973e-01	1.542612500000e+02	3.257933616638e+00	1.906445382918e+00	3.314781188965e+00	1.292654830418e+03	433071	1541p180	1.796354781558e+01	4034	1.542613192055e+02	9010	SER	6.510096608554e+09
1.350000000000e+01	1.880000000000e+00	8.000000000000e-02	231633	6.088857654003e-01	9.393612329904e-01	5.853055555556e+00	1.076000000000e+02	2.200000000000e+00	3.369106502953e-01	7.217000000000e+03	9.710000000000e+00	5.000000000000e-02	2	1.626067906618e-01	1.255629807711e-01	6.798891963265e+02	2.631251298488e+03	044-012	2.206610961283e-01	1.972754166667e+02	1.092006397247e+01	5.696555339792e+00	2.447240352631e+00	1.908127839083e+04	364241	1971p057	5.853179658982e+00	4493	1.972751859317e+02	9010	SER	6.398394793653e+09
1.450000000000e+01	2.060000000000e+00	8.000000000000e-02	739370	5.752007430799e-01	9.744864535313e-01	1.776555555556e+01	1.258000000000e+02	2.300000000000e+00	7.955089953634e-01	8.480000000000e+03	9.890000000000e+00	5.000000000000e-02	2	1.391149824485e-03	3.920906409621e-02	1.534774610318e+03	2.203177821479e+03		6.018693533470e-01	1.559845833333e+02	6.085086345673e+00	3.711267453783e+00	4.929948329926e+00	1.780167690325e+03	431705	1560p177	1.776579081150e+01	1852	1.559847239309e+02	9010	SER	1.657680536632e+10
7.490000000000e+01	1.408000000000e+01	1.100000000000e-01	9715	6.700083029367e-01	1.405862003067e+00	1.543888888889e+00	3.880000000000e+01	2.400000000000e+00	7.997806825043e-01	2.556000000000e+03	9.700000000000e+00	7.000000000000e-02	2	4.254071712494e-01	2.533300966024e-02	9.269978777389e+03	1.000000000000e+09	N5850	6.424072310431e-01	2.267820833333e+02	6.256301116943e+01	1.176858465358e+01	4.574298858643e+00	5.494978445692e+04	339915	2268p015	1.544275737966e+00	1230	2.267820299105e+02	9010	SER	9.237593215738e+10
2.500000000000e+01	2.930000000000e+00	7.000000000000e-02	1696	7.502194160162e-01	1.035702418684e+00	2.985722222222e+01	8.210000000000e+01	2.300000000000e+00	5.533190240267e-01	5.900000000000e+03	9.670000000000e+00	5.000000000000e-02	2	3.125160038471e-01	9.286949038506e-02	1.713750363485e+03	1.000000000000e+09	504-030	4.205638741624e-01	3.311791666667e+01	1.990956878662e+01	7.924646124184e+00	1.571361422539e+00	5.125291825837e+03	494545	0332p297	2.985743820336e+01	978	3.311769752433e+01	9010	SER	1.693408824957e+10
1.270000000000e+01	2.190000000000e+00	1.000000000000e-01	240140	6.268024152466e-01	8.567477264323e-01	1.016527777778e+01	1.125000000000e+02	2.300000000000e+00	7.211911087687e-01	7.629000000000e+03	9.820000000000e+00	5.000000000000e-02	2	5.509650707245e-01	4.289010539651e-02	1.667587575539e+03	2.053916228529e+03	074-126	5.561494377625e-01	2.125166666667e+02	1.362399959564e+01	7.430739069823e+00	4.000000000000e+00	2.249150830817e+03	389987	2126p102	1.016528872348e+01	416	2.125169081909e+02	9010	SER	2.089610986998e+10
3.670000000000e+01	8.710000000000e+00	1.300000000000e-01	9332	6.497482335952e-01	2.840308646463e+00	3.532055555556e+01	4.890000000000e+01	2.300000000000e+00	6.608778967716e-01	3.158000000000e+03	9.690000000000e+00	6.000000000000e-02	2	1.128204260021e-02	4.994641616940e-02	5.093643778249e+03	1.000000000000e+09	N5656	4.868456916209e-01	2.176054166667e+02	1.559397888184e+01	3.696925235070e+00	1.379529953003e+00	2.868321881845e+04	521946	2177p352	3.532114166847e+01	386	2.176060639787e+02	9011	SER	3.556136222389e+10
1.240000000000e+01	1.350000000000e+00	6.000000000000e-02	9496	7.370488623545e-01	1.332827152117e+00	1.213194444444e+01	1.297000000000e+02	2.300000000000e+00	7.581063525596e-01	8.871000000000e+03	9.730000000000e+00	5.000000000000e-02	2	1.605880260468e-01	3.827718645334e-02	2.386251034543e+03	3.571456517562e+03	N5747	5.833303771949e-01	2.210862500000e+02	2.483884239197e+01	1.561874716707e+01	4.000000000000e+00	4.406855398475e+03	401330	2210p122	1.213197481176e+01	3334	2.210866274128e+02	9010	DEV	1.198606975599e+11
1.040000000000e+01	1.890000000000e+00	1.000000000000e-01	7162	2.500999645512e-01	1.612920719156e+00	2.388750000000e+01	9.850000000000e+01	2.300000000000e+00	9.130184114331e-01	6.587000000000e+03	9.640000000000e+00	5.000000000000e-02	2	1.191781368107e-03	3.206845000386e-02	2.321164550053e+03	1.000000000000e+09		7.624466523586e-01	1.825608333333e+02	1.831642532349e+01	8.746852782060e+00	2.197221994400e+00	4.307184582486e+03	465482	1825p240	2.388790466425e+01	1893	1.825610436521e+02	9010	SER	3.181826714104e+10
1.180000000000e+01	1.650000000000e+00	9.000000000000e-02	124130	6.781528161169e-01	2.113019919120e+00	1.007333333333e+01	1.097000000000e+02	2.300000000000e+00	4.799382589927e-01	7.929000000000e+03	9.670000000000e+00	5.000000000000e-02	2	1.162866204977e-01	7.089183479548e-02	2.268664406819e+02	1.000000000000e+09		3.046027071993e-01	3.600958333333e+01	1.064500427246e+01	5.661445546314e+00	1.000000000000e+00	1.996111053159e+03	387872	0361p100	1.007343593221e+01	255	3.601017029445e+01	9010	EXP	2.603047490058e+09
1.250000000000e+01	2.120000000000e+00	9.000000000000e-02	323185	2.563139690752e-01	1.629290052107e-01	1.964583333333e+01	1.098000000000e+02	2.300000000000e+00	7.032436240762e-01	8.043000000000e+03	9.780000000000e+00	5.000000000000e-02	2	2.702129818499e-02	1.023541390896e-02	1.357240361310e+03	4.345758345683e+03		5.953728462486e-01	3.382354166667e+02	9.723876953125e+00	5.176266901170e+00	1.011426210403e+00	2.985300005280e+03	443321	3381p197	1.964581323877e+01	4748	3.382354597103e+02	9010	SER	1.176623961289e+10
1.400000000000e+01	1.180000000000e+00	5.000000000000e-02	203074	3.134581580994e-01	1.909089801300e-01	1.342055555556e+01	1.472000000000e+02	2.300000000000e+00	5.229654104278e-01	9.964000000000e+03	9.780000000000e+00	5.000000000000e-02	2	2.901062741876e-02	6.213657930493e-02	6.414870420995e+02	1.869576550836e+03		3.585784828245e-01	1.601670833333e+02	1.388900852203e+01	9.911831745034e+00	4.000000000000e+00	2.330687652960e+03	408119	1600p135	1.342060083411e+01	3625	1.601670549386e+02	9010	DEV	9.601023123910e+09
