galaxy,target,median_log10_gbar,spread_log10_gbar,quality,inclination_deg,hubble_type,gas_mass_fraction_proxy,log10_effective_stellar_surface_brightness,log10_disk_scale_length,ra_deg,dec_deg,log10_distance,ext_r,coordinate_row,coordinate_name,coordinate_survey,l_deg,b_deg,ecliptic_b_deg,octant,quadrupole_signed,quadrupole_axial,octopole_signed,octopole_axial,bisector_signed,bisector_axial,galactic_signed,galactic_absolute,ecliptic_axial,equatorial_signed
ESO116-G012,0.03635331050376092,-10.710863425583005,0.6675498298951403,1.0,74.0,7.0,0.40162670540571443,1.9568404901592336,0.17897694729316943,48.2698,-57.3572,1.2869479727568522,0.048,338,ESO116-G012,SPARC/Mathewson96,273.27712823622323,-50.825054283451,-68.85804623689558,1.0,-0.5777587058466427,0.0007076832723810211,-0.47217209626365825,-0.165580267264974,-0.526119360948351,-0.08479762705294813,-0.7752207882132669,0.7752207882132669,0.8048650694309134,-0.8420496997240091
ESO444-G084,0.08425863170215209,-11.159279175201684,0.7566051366435449,2.0,32.0,10.0,0.8349221111369449,1.2968844755385471,-0.3372421683184259,204.3333,-28.045,0.6839471307515121,0.15,1048,ESO444-G084,SPARC,315.1198231458453,33.73823637873584,-16.661197422361656,5.0,0.514461177700211,-0.10299454495896776,0.5869685671437128,0.016798148222114895,0.5519254338686529,-0.043067473173348914,0.5553995090231301,0.5553995090231301,-0.37669452829776334,-0.47016488333558043
IC2574,-0.11765973657303877,-11.517772766738503,0.28500206294119756,2.0,75.0,9.0,0.7306297325386557,1.2008504980910775,0.4440447959180762,157.0978,68.4121,0.5921767573958668,0.079,1697,IC2574,SPARC,140.20689965023,43.60721439258866,52.7658977733754,6.0,0.6716672427182225,0.1767053274110495,0.5734813737222674,-0.006678670990431679,0.6239428284708733,0.08395697980035055,0.6897107222991804,0.6897107222991804,0.45082981680548717,0.9298542074786774
NGC0024,0.1162391549589235,-10.433919302047922,1.0944480685107791,1.0,64.0,5.0,0.3161789012442063,2.1808424146466825,0.12710479836480765,2.4856,-24.9631,0.8633228601204559,0.042,1946,NGC0024,SPARC,43.69173670294963,-80.4347889058824,-23.756375050106197,3.0,-0.9808347174068801,0.9430551143059516,-0.9580538207268458,0.8768006851139607,-0.9715752662772463,0.9159377470625532,-0.9860971141175439,0.9860971141175439,-0.25656959274329255,-0.4220344879097798
NGC0055,-0.08999791526068765,-10.984172715420659,0.45184229200825676,2.0,77.0,9.0,0.4735465083211048,1.7367947549243608,0.7860412102425542,3.7233,-39.1966,0.3242824552976926,0.029,1948,NGC0055,SPARC,332.88221298454226,-75.73091295575371,-36.859296389568996,1.0,-0.9340212753656025,0.80859361425338,-0.8805145823348165,0.6629588945563847,-0.9092622522859559,0.740136765148194,-0.9691488544458576,0.9691488544458576,0.03973357575409042,-0.6319833154203875
NGC0247,-0.02108232158091941,-11.072434010888577,0.2610233503794195,2.0,74.0,7.0,0.3877939540895564,1.5287881917748962,0.5728716022004802,11.7856,-20.7604,0.568201724066995,0.039,1960,NGC0247,SPARC,113.94703707586389,-83.5570802251996,-23.65210724565912,2.0,-0.942715361418202,0.8330683789807769,-0.9233343446794882,0.7788194680970499,-0.9350757944206263,0.8115501119670481,-0.9936841399312427,0.9936841399312427,-0.2585792075783718,-0.35446077251924357
NGC0289,-0.04595800424593009,-11.029758906888375,2.179223561142832,2.0,46.0,4.0,0.5034538774006161,3.2008313537058184,0.8286598965353198,13.1765,-31.2058,1.3979921208831958,0.043,1962,NGC0289,SPARC,299.12458410157546,-85.91307303967264,-33.567189681790914,1.0,-0.9258660070052319,0.7858417943917182,-0.8833904717479275,0.6705680883625389,-0.9066167603427215,0.7329309252014977,-0.997457070366441,0.997457070366441,-0.041428353799004225,-0.5181135944701188
NGC0300,0.019575760367993744,-11.110259308992008,0.7708416773257287,2.0,42.0,7.0,0.46006474788238944,2.168821463009824,0.24303804868629444,13.7228,-37.6844,0.31806333496276157,0.028,1964,NGC0300,SPARC,299.2087455919094,-79.41887502855478,-39.46042655037948,1.0,-0.9020624960499573,0.7205751201698187,-0.8461906565800802,0.574057940925141,-0.8760480496323475,0.65119027789696,-0.982995895161895,0.982995895161895,0.10587639463846088,-0.61131159001172
NGC0801,-0.06540978219045973,-10.24370184475582,1.7056511458505543,1.0,80.0,5.0,0.1648869606357899,2.9128276264402975,0.9405164849325672,30.9368,38.2587,1.856647339256415,0.104,2001,NGC0801,SPARC/Courteau97,138.21857507062407,-22.45713954037535,24.050620130779645,2.0,-0.334097480608279,-0.332568310176801,-0.41917410363772634,-0.23643960625926302,-0.3774636992528444,-0.28628173361953735,-0.38199221160069363,0.38199221160069363,-0.2508623325985181,0.6192131875575133
NGC1003,-0.025970615037323647,-11.369596066201586,1.448162925135053,1.0,67.0,6.0,0.6963598803248326,2.1488185146020182,0.20682587603184974,39.8204,40.8723,0.8938504977137465,0.151,2018,NGC1003,SPARC,144.0051551415839,-17.545030567193315,24.064118957161728,2.0,-0.22414729173226783,-0.4246369874136344,-0.30763497623353475,-0.3580410820966888,-0.2664756062242284,-0.39348612693114493,-0.3014552629036071,0.3014552629036071,-0.2505992333513868,0.654375315167245
NGC1090,-0.04958028041768921,-10.553034432155142,1.2085405777507816,1.0,64.0,4.0,0.24487290239852558,2.4528287182568427,0.5477747053878226,41.6414,-0.2472,1.5193764077091354,0.071,2023,NGC1090,SPARC/Mathewson96,173.50909141516362,-51.44385954584544,-15.56107509670285,2.0,-0.5908173381327898,0.02359769055747285,-0.5925131650801084,0.026607776189871757,-0.5929658286905426,0.027412710991992828,-0.7819978191601258,0.7819978191601258,-0.39205049902531064,-0.004314440525699696
NGC2403,0.021954331827273514,-10.311585683780958,1.4583945586994247,1.0,63.0,6.0,0.4587161205670624,2.5328307877218803,0.14301480025409505,114.2142,65.6026,0.49968708261840383,0.087,2106,NGC2403,SPARC,150.56902829757283,29.185829454743132,43.290859674968694,6.0,0.5432336182628992,-0.05734585398349812,0.44977121325168834,-0.19655878359515644,0.4975938093491562,-0.1286006013460934,0.48764375079991856,0.48764375079991856,0.20528135013342352,0.9107024059529074
NGC2683,-0.02916238568791388,-10.653164629493311,1.7633574209264111,2.0,80.0,3.0,0.04444134962454976,3.0568286526378117,0.33845649360460484,133.1722,33.4217,0.9916690073799486,0.072,2117,NGC2683,SPARC,190.45485426955906,38.76073201764347,15.26111490521593,4.0,0.8155134919473779,0.49759338332230896,0.7880043033310018,0.43142617310226616,0.8035212949515322,0.468469707160881,0.6260695406194252,0.6260695406194252,-0.3960741343578756,0.5507968879106893
NGC2841,0.08517235039258295,-10.012959468981816,1.9242158106379055,1.0,76.0,3.0,0.12143282466812223,2.992831765934685,0.561101383649056,140.511,50.9765,1.14921911265538,0.033,2131,NGC2841,SPARC,166.94204778985855,44.151271440975314,33.608031549479854,6.0,0.7889629896516092,0.4336938985600076,0.7235016630617669,0.2851819846797137,0.7578946488122316,0.3616064480473238,0.6965551371113705,0.6965551371113705,-0.040442842427588443,0.7768877788439974
NGC2903,-0.0014323243426865697,-10.114538183419208,2.2750753760179077,1.0,66.0,4.0,0.07657325350598278,2.800827012337371,0.367355921026019,143.0421,21.5008,1.1691422590053366,0.068,2132,NGC2903,SPARC,208.7115288975629,44.54005806713921,6.53198700654544,4.0,0.8996083555546908,0.7139427900757225,0.8989249940197077,0.7120992173099974,0.901243410156636,0.7183595265261435,0.7014077585575572,0.7014077585575572,-0.48058871506448386,0.366514217768555
NGC2915,0.10705663317339542,-11.479590691797561,1.7499567451863225,2.0,56.0,11.0,0.6782580761740318,2.54082981411108,-0.2596373105057561,141.548,-76.6263,0.608526033577194,0.598,2133,NGC2915,SPARC,291.96607076607575,-18.357257158893947,-71.77157070454516,1.0,-0.16688429623039258,-0.4582244475075299,-0.03589009368217043,-0.49806785176322754,-0.10161006060881493,-0.48451309337460946,-0.31494108453563746,0.31494108453563746,0.853228382686948,-0.9728821530152235
NGC2955,-0.028384405132749126,-9.681581023378946,1.5343453381280803,1.0,56.0,3.0,0.19424627536101663,2.988830863152949,1.2732328340430457,145.3192,35.8823,1.9898207673940398,0.024,2137,NGC2955,SPARC/Courteau97,188.44540876180125,48.942314315443376,20.755054293543296,4.0,0.894185336665494,0.6993511244613744,0.8604239879953818,0.6104941586768153,0.8792331216011107,0.6595763231806502,0.7540486742323774,0.7540486742323774,-0.3116291032392536,0.5861220880413983
NGC2976,-0.040395768378723905,-10.327324438509656,0.5539539222441867,2.0,61.0,5.0,0.1195030978028063,2.4888326343824003,0.004321373782642578,146.8144,67.9164,0.5538830266438743,0.155,2139,NGC2976,SPARC,143.91440210714197,40.902494372758355,50.202983821027644,6.0,0.6573881164451398,0.14823870346493306,0.5609467011288481,-0.0280081977389941,0.610506458477835,0.0590772037647227,0.6547737191908011,0.6547737191908011,0.38546619112012204,0.9266362810898973
NGC2998,-0.006080453430183279,-10.21054516756765,1.2528590916922457,1.0,58.0,5.0,0.29247549929984606,2.6808338953273694,0.7923916894982539,147.1818,44.0814,1.8178832070258517,0.029,2143,NGC2998,SPARC/Courteau97,175.71812934580277,49.8102160754627,28.908195869131053,6.0,0.8660228005404395,0.6249932365838586,0.8141635522795831,0.4942934347907644,0.8419398387427672,0.5632940380932954,0.7639111042791904,0.7639111042791904,-0.1494756252730573,0.6956796336957254
NGC3109,0.026768634470852412,-11.549759668299064,0.8233047254706491,1.0,70.0,9.0,0.8673794451812253,1.0569048513364727,0.1931245983544616,150.7787,-26.1596,0.12385164096708581,0.145,2150,NGC3109,SPARC,262.1016893381607,23.070178444211678,-35.36552934332157,4.0,0.6241129724991212,0.08427550366253334,0.7200779394289862,0.27776835827844226,0.673572831804492,0.18055053961768364,0.39185831080054295,0.39185831080054295,0.0024979509929642374,-0.4408730745324786
NGC3198,-0.013527645807592189,-10.35291797612667,1.8186092373174372,1.0,73.0,5.0,0.430291823819246,2.2528287680405925,0.49692964807321494,154.979,45.5496,1.1398790864012365,0.027,2159,NGC3198,SPARC,171.21868094961133,54.82886020102364,32.48875658895728,6.0,0.8873132455367283,0.6809871935573835,0.831030767508209,0.5359182048179245,0.8610606072471924,0.6121380540293555,0.8174351468058526,0.8174351468058526,-0.06723044522745036,0.7138569472719821
NGC3521,-0.0027767904252902578,-9.486012097604753,1.721162272489238,1.0,75.0,4.0,0.1152376935691309,3.348830372378482,0.38021124171160603,166.4524,-0.0359,1.2146478416791493,0.125,2189,NGC3521,SPARC,255.53176715822383,52.8292067268126,-5.37968011430661,4.0,0.9281696305045576,0.7922482944864506,0.9691951108104797,0.9090087442284069,0.9507677298162839,0.8559389140900153,0.7968380110653065,0.7968380110653065,-0.48681493458431824,-0.000626573160467821
NGC3726,-0.0680238095340106,-10.426979755263385,1.137024681343071,2.0,53.0,5.0,0.19688680144966084,2.296840627340024,0.5314789170422551,173.338,47.0292,1.255272505103306,0.036,2198,NGC3726,SPARC,155.37891267184395,64.87864666569165,39.78197303073525,6.0,0.9008664584234053,0.7173405638684935,0.8362992949725002,0.5490947661572514,0.8704921640559684,0.6366349115242644,0.9054106429435739,0.9054106429435739,0.11414647630732022,0.731701177640033
NGC3741,0.020170285466240213,-11.761405364944647,1.0776325006744116,1.0,70.0,10.0,0.9453253143794422,1.6328620401002298,-0.6989700043360187,174.0257,45.2836,0.5065050324048721,0.053,2199,NGC3741,SPARC,157.57129063714967,66.44661940034591,38.52317264473843,6.0,0.9132344253720821,0.7509956735270156,0.8518340100359051,0.5884317709807756,0.8844741723935039,0.6734418424467603,0.9166881749962942,0.9166881749962942,0.08187787417539893,0.7105981092803924
NGC3769,-0.050290773803193155,-10.844645690766649,1.918378425610241,2.0,70.0,3.0,0.4405163340236398,2.7968309490076453,0.5289167002776547,174.4338,47.8931,1.255272505103306,0.051,2200,NGC3769,SPARC/Courteau97,152.72178051297996,64.74938570279032,40.904887287801614,6.0,0.8936238407819451,0.6978453532208129,0.8269876089418302,0.5258627580149882,0.8621968176851216,0.6150750286395261,0.9044505719418452,0.9044505719418452,0.14315494205237989,0.7418950976473673
NGC3877,-0.053007352728864324,-10.084763630741545,0.5536316447526168,2.0,76.0,5.0,0.051579384773334874,2.7768318884097063,0.40312052117581787,176.5321,47.4943,1.255272505103306,0.05,2204,NGC3877,SPARC,150.72033243788405,65.95662319744375,41.30901725638613,6.0,0.8948583748972114,0.7011572666855173,0.8282013674350184,0.5288762575318513,0.8634236548633295,0.6182506116663249,0.9132372685653319,0.9132372685653319,0.15363741236940842,0.737210122902763
NGC3893,0.005986426523688696,-10.274207347208318,1.3975390192483719,1.0,49.0,5.0,0.2085905216933418,3.196830865066194,0.37657695705651195,177.1591,48.7108,1.255272505103306,0.046,2205,NGC3893,SPARC,148.15506388265428,65.22734752692027,42.56113906635935,6.0,0.8846846388178794,0.6740003652404827,0.815478150330318,0.49750692049923506,0.8519500126455428,0.5887282360701109,0.9079775814397164,0.9079775814397164,0.1862278667727053,0.7513885275398362
NGC3917,-0.0013792494806562743,-10.643941111012516,0.44503377392046417,1.0,79.0,6.0,0.18608511609569853,2.0528477834008605,0.41995574848975786,177.6893,51.8247,1.255272505103306,0.046,2210,NGC3917,SPARC,143.64975477873608,62.79362723451,45.344196672837754,6.0,0.8580574006009144,0.6043937540889972,0.7828996287585928,0.4193977430655136,0.8222820607749252,0.5142216812083866,0.8893655267345364,0.8893655267345364,0.2590108310282875,0.7861234137304728
NGC3949,-0.030672513044867556,-9.856117926733223,0.566249038152348,2.0,55.0,4.0,0.19064690841874343,3.024830339364429,0.5550944485783191,178.4238,47.8587,1.255272505103306,0.047,2211,NGC3949,SPARC,147.63377505771214,66.40575949305052,42.296307585888464,6.0,0.8896977850840925,0.68734322317531,0.8216111312680869,0.5125672765354383,0.8575353267536929,0.6030502549458443,0.9164029688646709,0.9164029688646709,0.17932252743460264,0.7414923906852829
NGC3953,-0.006273732467455204,-9.98602918930597,0.5663116206236776,1.0,62.0,4.0,0.050614200561000404,2.768830420780154,0.6893088591236202,178.4538,52.3268,1.255272505103306,0.065,2212,NGC3953,SPARC,142.2179453783722,62.59013056592535,46.024454366154416,6.0,0.8526804488953008,0.5905959218924375,0.7763429793672368,0.40406263241919693,0.8163021442220145,0.49952378599218794,0.8877361006564831,0.8877361006564831,0.27681443672078554,0.7915094870982643
NGC3972,0.026974453825290207,-10.47822449913241,0.3520539136286729,1.0,77.0,4.0,0.18366488001528816,2.2168254232660476,0.33845649360460484,178.9379,55.3207,1.255272505103306,0.03,2213,NGC3972,SPARC,138.84804934696288,60.05340305676944,48.616022070157854,6.0,0.824382868025685,0.5194106696413809,0.7426186697576955,0.32722373300903385,0.7852230318480213,0.424862814616898,0.866491057129632,0.866491057129632,0.3444160597240269,0.82234965847327
NGC4051,-0.05771006894988511,-10.129220284934743,0.8011586479050496,2.0,49.0,4.0,0.07003005212119012,2.5048241352520484,0.667452952889954,180.7901,44.5313,1.255272505103306,0.028,2218,NGC4051,SPARC,148.8830122330637,70.08519025850268,40.34130077490511,6.0,0.9095824318665939,0.7410103005405204,0.8468911132160309,0.5758368364664324,0.8801672807428237,0.662041663135325,0.9402001147196454,0.9402001147196454,0.12857238813078498,0.7012987998952931
NGC4068,-0.1657235659294521,-11.048189143637632,0.42309451016138233,2.0,44.0,10.0,0.6344712223530141,1.480868923687168,-0.22914798835785583,181.0032,52.5883,0.6404814369704218,0.047,2219,NGC4068,SPARC,138.91514876383323,63.04337366268716,47.13668726586378,6.0,0.8464893358038091,0.574816293444361,0.7687517380717684,0.38646885218254734,0.809395819092914,0.48268238794763385,0.891349945662648,0.891349945662648,0.305886493551502,0.7942905756871586
NGC4088,-0.10381862458018457,-10.097288990658553,0.9292724084987878,1.0,69.0,4.0,0.1694018820263603,2.6608275466983815,0.41161970596323016,181.3925,50.539,1.255272505103306,0.043,2222,NGC4088,SPARC,140.3351003945943,65.01111028739724,45.60162354830056,6.0,0.8633486754971293,0.6180564032239713,0.789127510208311,0.4340833410513518,0.8280542994436121,0.5285108842405768,0.9063897203671564,0.9063897203671564,0.2657493099604702,0.7720573693090667
NGC4100,0.009156905828169352,-10.482902979154684,1.0181319397950457,1.0,73.0,4.0,0.12197917017762648,2.5888317255942073,0.33243845991560533,181.5352,49.5827,1.255272505103306,0.05,2223,NGC4100,SPARC,141.1106236198455,65.91621701796181,44.86410660790798,6.0,0.8708844457011622,0.6376595766463307,0.798347751726026,0.4560386990290006,0.8364507215329251,0.5494747143294265,0.9129497146668917,0.9129497146668917,0.24644233265661075,0.7613425782317599
NGC4138,-0.013564201377958562,-10.483434276162397,1.5290252630346899,2.0,53.0,0.0,0.08208752412300874,3.280830952498799,0.17897694729316943,182.3741,43.6853,1.255272505103306,0.031,2228,NGC4138,SPARC,147.30497935296808,71.40377100409953,40.21201051202081,6.0,0.9116940181008293,0.7467789739612529,0.8499406426722022,0.5835986440990539,0.8827535110766318,0.6688806419771816,0.9477894007222883,0.9477894007222883,0.12523348208678442,0.6906969014312286
NGC4559,-0.06633833084496685,-10.741041279954183,1.05482129250489,1.0,67.0,6.0,0.4437372862233905,2.324837832312843,0.3222192947339193,188.9902,27.96,1.0629540771955799,0.038,2276,NGC4559,SPARC,198.41415292788056,86.47008561470291,29.017029765803183,4.0,0.9527388680784258,0.86156702612104,0.9196445078236735,0.76861903115537,0.9382495905443861,0.8204684412350622,0.9981027886627191,0.9981027886627191,-0.14706128571630467,0.46885503472387674
NGC5005,-0.011502995994597656,-9.405832548421218,1.4147724233368635,1.0,68.0,4.0,0.018694872966229754,3.252831194395521,0.9754318085092629,197.7343,37.0592,1.2278867046136734,0.031,2306,NGC5005,SPARC,101.61434885950014,79.24903464953385,40.51160338179973,6.0,0.8827417164810358,0.6688494070238282,0.8257277714104432,0.5227395287176857,0.8561124917590441,0.5993928978188192,0.9824472549276233,0.9824472549276233,0.13297419667610766,0.6026398798591805
NGC5033,0.0018805677270912523,-10.604563946846831,2.640340726565416,1.0,66.0,5.0,0.21404219389116572,3.3088289644961937,0.7126497016272114,198.3644,36.5939,1.169448118842304,0.025,2310,NGC5033,SPARC,98.06043252683543,79.44791144886938,40.35842022983971,6.0,0.8806646650551682,0.6633553784150972,0.8241739078626625,0.5188939456024189,0.8542930435994567,0.5947249065136349,0.9830888278968808,0.9830888278968808,0.12901468296605412,0.5961393995564969
NGC5371,-0.08325684182832584,-10.134892699162616,1.6959361360234482,1.0,53.0,4.0,0.08034651440378807,2.7488312369236176,0.8715729355458788,208.9164,40.4618,1.5507308651276175,0.021,2330,NGC5371,SPARC,82.1731194162673,71.19606215863553,47.87901083594645,7.0,0.7947010715956494,0.4473246897929102,0.7244798514693297,0.28730658277753296,0.7612601657189072,0.36927555986556704,0.9466271091074384,0.9466271091074384,0.3252455205889302,0.6489409293725886
NGC5585,-0.029307225496948787,-10.739468014638923,0.9826624519131943,1.0,51.0,7.0,0.6033575119477936,1.9568404901592336,0.1846914308175988,214.9508,56.7291,0.7535294389802631,0.034,2343,NGC5585,SPARC,100.99651278194227,56.474837022025454,63.139125275971516,6.0,0.6719094486771972,0.17719346083254262,0.5731755381475431,-0.007204703703911575,0.6239109437288425,0.08389729855692218,0.8336433437291311,0.8336433437291311,0.6937804046478622,0.8360860972017651
NGC5985,0.09687875536444247,-10.251709020872072,0.89393566173929,1.0,60.0,3.0,0.12865446395517935,2.460822698802402,0.8457180179666587,234.9045,59.3319,1.5907437787810026,0.037,2368,NGC5985,SPARC,92.97916578888993,46.82948463641212,72.77800950279205,6.0,0.5216899798219355,-0.09175934743008274,0.41114064855362514,-0.2464450506603567,0.4674405714048568,-0.1722489683070515,0.729320801552174,0.729320801552174,0.8685096843421134,0.8601363882039434
NGC6015,0.012469368551737883,-10.611226353431597,1.3802420785233238,2.0,60.0,6.0,0.3256930487765975,2.5208240223559613,0.36172783601759284,237.8551,62.31,1.20444829373088,0.027,2370,NGC6015,SPARC,95.69236372667541,44.12452003991915,75.67641288861086,6.0,0.49213516785892747,-0.1367044648346979,0.3777361094538431,-0.28597314742201135,0.43589169839313036,-0.21499764090792844,0.696220058904222,0.696220058904222,0.9081914118170928,0.8854747425106839
NGC6195,-0.06258373647871193,-9.88152874367151,1.5664609478466147,1.0,62.0,3.0,0.12449974660200655,2.836830286488879,1.1442627737619906,249.1357,39.0279,2.0299561008895353,0.04,2380,NGC6195,SPARC,62.31132532999391,42.14261269525739,60.05252623270866,7.0,0.37698962120354484,-0.28681823825721164,0.28359170195152694,-0.3793636198763545,0.33101669452331306,-0.33564192192028947,0.67097826454306,0.67097826454306,0.626190269595813,0.6296987452102331
NGC6503,-0.0027273943420915254,-11.076923794293487,1.8080655878291623,1.0,74.0,6.0,0.26532998094261967,2.8888307280420182,0.3344537511509309,267.3601,70.1444,0.7965743332104297,0.069,2388,NGC6503,SPARC,100.57267996365142,30.640875001740174,86.28721796515094,6.0,0.3072418212501747,-0.35840369491231355,0.18010892283223492,-0.45134116387431805,0.24421101040085874,-0.41054147359848747,0.5096553424173984,0.5096553424173984,0.9937101985150589,0.9405516136848224
NGC6674,0.02064626114181748,-10.849385035272014,1.966933435930276,1.0,54.0,3.0,0.2849940825327626,2.7488312369236176,0.7810369386211319,279.6411,25.3751,1.5751231579535472,0.231,2392,NGC6674,SPARC,54.59242749172231,13.919204338494046,48.37462924780979,7.0,-0.11414972291046371,-0.48045476113919655,-0.20292310245598918,-0.4382333217344542,-0.1588849016721782,-0.4621333820309334,0.24055339269577253,0.24055339269577253,0.3381434090957798,0.4285425151496681
NGC6946,-0.04431957277063628,-10.255782068755803,2.665683077824415,1.0,38.0,6.0,0.18561519755043368,2.7568338155405883,0.3873898263387294,308.718,60.1539,0.7419390777291989,0.745,2408,NGC6946,SPARC,95.71892951552614,11.672884383677035,71.85090655848353,6.0,-0.027260023838917447,-0.4988853366504525,-0.1581132074376428,-0.4625003204506714,-0.09289035599310755,-0.48705707264521064,0.2023238488267485,0.2023238488267485,0.8544602620147148,0.8673653088754733
NGC7331,-0.043438517061905615,-10.184408683068535,1.6722553645769676,1.0,75.0,3.0,0.10511051517906896,3.392830561776918,0.7007037171450193,339.2667,34.4155,1.167317334748176,0.198,2436,NGC7331,SPARC,93.72160869224875,-20.724123037298895,39.39945124759896,2.0,-0.5464113020875374,-0.052152033426502875,-0.6522367998988324,0.1381192647134044,-0.6006414633721466,0.04115525128275066,-0.3538686590960133,0.3538686590960133,0.10431014391151561,0.565190197431186
NGC7793,-0.011481763168295482,-10.169047030517628,0.9192249456275423,1.0,47.0,7.0,0.2452030243269459,2.3688259309588453,0.08278537031645007,359.4576,-32.591,0.557507201905658,0.042,2472,NGC7793,SPARC,4.515718768534959,-77.171400601481,-29.40755483048032,3.0,-0.9721692481888715,0.9176695706861735,-0.9345209105159853,0.8099939982874393,-0.9554406879082336,0.869300362165838,-0.9750386460835081,0.9750386460835081,-0.1383510653023018,-0.5386384462475172
UGC00128,-0.02487833003363453,-11.4536696482206,1.0363606623189003,1.0,57.0,8.0,0.621851568246354,1.308777773664721,0.7745169657285496,3.4621,35.9942,1.6832299079895743,0.137,2511,UGC00128,SPARC,114.46097543664715,-26.258493570520432,31.316985077358968,2.0,-0.521143482317878,-0.09261420625639338,-0.6191544649059698,0.07502837711949661,-0.5714022543945722,-0.010249195509201003,-0.44242163846533816,0.44242163846533816,-0.09475499460243264,0.5877033532215109
UGC00191,0.004964446145020615,-10.899912465698346,0.4562665967969721,1.0,45.0,9.0,0.6406270734777759,1.7007902213743469,0.19865708695442263,5.0217,10.88,1.058456393638648,0.251,2515,UGC00191,SPARC,110.58104201456793,-51.23836703812111,7.989080043557003,2.0,-0.8180126308997988,0.5037169964674157,-0.8713372421911793,0.6388428844439948,-0.8465316703370991,0.5749238033255786,-0.7797573835944549,0.7797573835944549,-0.47102501982844486,0.18875266322339515
UGC00731,0.03735409823542775,-11.528584496651291,0.644478783397469,1.0,57.0,10.0,0.9370323727683532,1.408748606184244,0.36172783601759284,17.6833,49.6022,0.9655168383440499,0.302,2535,UGC00731,SPARC,126.14025169826247,-13.149311732487694,38.34636008066527,2.0,-0.2611456036604853,-0.3977044605332011,-0.369034891059271,-0.295719873771308,-0.3157828673067568,-0.35042177107328487,-0.22748947784414242,0.22748947784414242,0.07736996149856856,0.7615631929930311
UGC00891,-0.05528431379021041,-11.28881679085531,0.3615236225270433,2.0,60.0,9.0,0.7527240029620226,1.2808059283936668,0.1553360374650618,20.3287,12.4119,1.0022913624848857,0.064,2540,UGC00891,SPARC,134.27555981655047,-49.800659656536,3.5685002790532225,2.0,-0.713720820070591,0.2640961135033555,-0.7593892893083981,0.3650081390744708,-0.7381741232805626,0.31735155442154084,-0.7638034598535838,0.7638034598535838,-0.49418893356356297,0.21493817168304122
UGC02259,0.05960268565704081,-11.049356759291086,0.3669396495191446,2.0,41.0,8.0,0.4323865431188797,1.6728364541713971,0.20951501454263097,41.9809,37.5385,0.9496924435373005,0.159,2574,UGC02259,SPARC,147.14511056243828,-19.796094228513887,20.3675463796103,2.0,-0.24175187965985853,-0.41233404302138793,-0.3183784370046898,-0.3479527562756761,-0.28068078739953983,-0.38182744337716146,-0.33867378095960177,0.33867378095960177,-0.31830109554242825,0.6092943867097923
UGC02885,0.006534122865800136,-10.62144993172014,2.0446336593985457,1.0,64.0,5.0,0.20896761476855163,2.624828488500072,1.0569048513364727,58.268,35.5919,1.837300496459745,0.446,2581,UGC02885,SPARC,159.582996014739,-14.046047313433332,15.002958196419934,2.0,-0.07921236922471912,-0.49058810084271015,-0.14142851392942551,-0.46999696317157147,-0.11056294396813324,-0.48166375313164916,-0.2427016219700528,0.2427016219700528,-0.3994803266749856,0.5820080149285433
