atlas_id,role,path,receipt,url,sha256,expected_sha256,bytes,identity_verified,scientific_validation,axes,shape,bunit,beam_major_deg,beam_minor_deg,pixel_scale1_deg,noise_covariance_status,mask_status
NAME:NGC4214,STELLAR_COLOR_MAP,work/private/stellar-co-12gal-001/NGC4214__STELLAR_COLOR_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4214/P5/NGC4214.colormap.fits,8905d9f4b416bfc96f2dff0ecd6362f356375f9bb67fe49f9bfc22e774a8b8a0,8905d9f4b416bfc96f2dff0ecd6362f356375f9bb67fe49f9bfc22e774a8b8a0,1512000,True,not_established_by_hash,RA---TAN;DEC--TAN;,636x574,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3521,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC3521__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc3521_heracles_emom0.fits.gz,9f241c09fe6f91e29f23bfc37ae3be427abcbb8c21a16305ab7224e2097162d6,9f241c09fe6f91e29f23bfc37ae3be427abcbb8c21a16305ab7224e2097162d6,75203,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,191x275,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:DDO154,STELLAR_IRAC1_FLUX,work/private/stellar-co-12gal-001/DDO154__STELLAR_IRAC1_FLUX.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ddo154/IRAC/ddo154_v7.phot.1.fits,591fae1ffb4b035d3e96882fb5d6c895a279d481ec3de0919c180b102463d68f,591fae1ffb4b035d3e96882fb5d6c895a279d481ec3de0919c180b102463d68f,4037760,True,not_established_by_hash,RA---TAN;DEC--TAN;,982x1014,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:DDO154,STELLAR_IRAC1_WEIGHT,work/private/stellar-co-12gal-001/DDO154__STELLAR_IRAC1_WEIGHT.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ddo154/IRAC/ddo154_v7.phot.1_wt.fits,3389f7203c6653d4fea2f31891693090b918a1fc77481f67f2707026bac580d5,3389f7203c6653d4fea2f31891693090b918a1fc77481f67f2707026bac580d5,4037760,True,not_established_by_hash,RA---TAN;DEC--TAN;,982x1014,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC4214,CO21_MOM0,work/private/stellar-co-12gal-001/NGC4214__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc4214_heracles_mom0.fits.gz,58a3985129e8d1845a88af92d28040262107eea337b5baf47d47e7bee5c11272,58a3985129e8d1845a88af92d28040262107eea337b5baf47d47e7bee5c11272,73423,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,193x195,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC4214,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC4214__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc4214_heracles_emom0.fits.gz,e338e65a491822253e84b7f0b6c944b16be3b46e2e6fdcdb0453cb9ee5d28ab0,e338e65a491822253e84b7f0b6c944b16be3b46e2e6fdcdb0453cb9ee5d28ab0,51260,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,193x195,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC5055,STELLAR_IRAC1_FLUX,work/private/stellar-co-12gal-001/NGC5055__STELLAR_IRAC1_FLUX.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc5055/IRAC/ngc5055_v7.phot.1.fits,865a781d30a9284c4b637ea06e8b626acee675b8d21bed6206817f1a3f298e69,865a781d30a9284c4b637ea06e8b626acee675b8d21bed6206817f1a3f298e69,22357440,True,not_established_by_hash,RA---TAN;DEC--TAN;,2278x2436,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:DDO154,CO21_EMOM0,work/private/stellar-co-12gal-001/DDO154__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ddo154_heracles_emom0.fits.gz,e47dccab801f92a63caf3456fc3027934d0e7311119697db2f66a0d9e7f34881,e47dccab801f92a63caf3456fc3027934d0e7311119697db2f66a0d9e7f34881,28343,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,165x158,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:DDO154,CO21_MOM0,work/private/stellar-co-12gal-001/DDO154__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ddo154_heracles_mom0.fits.gz,df2efc5ce9e25d8fa9634a51eb43776a8ea11c838044eb17fac9df0ef42bdb44,df2efc5ce9e25d8fa9634a51eb43776a8ea11c838044eb17fac9df0ef42bdb44,41284,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,165x158,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC5055,STELLAR_IRAC1_WEIGHT,work/private/stellar-co-12gal-001/NGC5055__STELLAR_IRAC1_WEIGHT.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc5055/IRAC/ngc5055_v7.phot.1_wt.fits,53819adfeb50ad11b7315b8948af386aa04a56b746790294c5b3ad38d0f4a225,53819adfeb50ad11b7315b8948af386aa04a56b746790294c5b3ad38d0f4a225,22357440,True,not_established_by_hash,RA---TAN;DEC--TAN;,2278x2436,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC6946,STELLAR_IRAC1_FLUX,work/private/stellar-co-12gal-001/NGC6946__STELLAR_IRAC1_FLUX.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc6946/IRAC/ngc6946_v7.phot.1.fits,f72a95796f27e6b47a408ece3f4bab41ce4b8e33e7a8f6459867c61d781bdf7d,f72a95796f27e6b47a408ece3f4bab41ce4b8e33e7a8f6459867c61d781bdf7d,23135040,True,not_established_by_hash,RA---TAN;DEC--TAN;,2246x2555,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC5055,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC5055__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc5055_heracles_emom0.fits.gz,db86daa4843a556eca4765e8be52ad37d556c0485565ab9e02918e748deeb806,db86daa4843a556eca4765e8be52ad37d556c0485565ab9e02918e748deeb806,174764,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,453x152,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC5055,CO21_MOM0,work/private/stellar-co-12gal-001/NGC5055__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc5055_heracles_mom0.fits.gz,410c86d93296fab41e0a90916c7126a86738a7cb9e11f264b70b5c9d95837f98,410c86d93296fab41e0a90916c7126a86738a7cb9e11f264b70b5c9d95837f98,219136,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,453x152,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC6946,STELLAR_IRAC1_WEIGHT,work/private/stellar-co-12gal-001/NGC6946__STELLAR_IRAC1_WEIGHT.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc6946/IRAC/ngc6946_v7.phot.1_wt.fits,c2cf44631e726a656b1c998ca71fd443bf3a84904b97c98de8bf89e9cf516102,c2cf44631e726a656b1c998ca71fd443bf3a84904b97c98de8bf89e9cf516102,23135040,True,not_established_by_hash,RA---TAN;DEC--TAN;,2246x2555,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC7331,STELLAR_IRAC1_FLUX,work/private/stellar-co-12gal-001/NGC7331__STELLAR_IRAC1_FLUX.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc7331/IRAC/ngc7331_v7.phot.1.fits,ec2900c44a8d90f75330a796e1ae83feaef0ea7d4345f7947940bc07738bb17a,ec2900c44a8d90f75330a796e1ae83feaef0ea7d4345f7947940bc07738bb17a,10995840,True,not_established_by_hash,RA---TAN;DEC--TAN;,1460x1860,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC7331,STELLAR_IRAC1_WEIGHT,work/private/stellar-co-12gal-001/NGC7331__STELLAR_IRAC1_WEIGHT.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc7331/IRAC/ngc7331_v7.phot.1_wt.fits,ea9de305ded0969005c4d5d0116959d56a249c5b639f20d259fe34a99b8c3ef3,ea9de305ded0969005c4d5d0116959d56a249c5b639f20d259fe34a99b8c3ef3,10995840,True,not_established_by_hash,RA---TAN;DEC--TAN;,1460x1860,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC6946,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC6946__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc6946_heracles_emom0.fits.gz,80fe57e3904da7d8b6394bda771bef9e095a9a97e4ced8aa91e15e31aaf7585c,80fe57e3904da7d8b6394bda771bef9e095a9a97e4ced8aa91e15e31aaf7585c,328530,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,365x359,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC6946,CO21_MOM0,work/private/stellar-co-12gal-001/NGC6946__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc6946_heracles_mom0.fits.gz,c94e1907d231748a6cb5487f310f9f5431f9552f38d888a86f2728d20aa707fc,c94e1907d231748a6cb5487f310f9f5431f9552f38d888a86f2728d20aa707fc,447471,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,365x359,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC7331,CO21_MOM0,work/private/stellar-co-12gal-001/NGC7331__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc7331_heracles_mom0.fits.gz,62fcd43b238758ec82dbf3e7fc7fc30f6a5a6b9daae2a8be2a6f99162dfd7cd0,62fcd43b238758ec82dbf3e7fc7fc30f6a5a6b9daae2a8be2a6f99162dfd7cd0,111114,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,168x309,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC7331,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC7331__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc7331_heracles_emom0.fits.gz,15a3f1ea2acfdf7374451a2ba1ba24c8228cf25b248fef2eafdcbdddefc67a3a,15a3f1ea2acfdf7374451a2ba1ba24c8228cf25b248fef2eafdcbdddefc67a3a,83149,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,168x309,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,HI_MOMENT_0,work/private/things-observable-12gal-003/HO_II_NA_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/HO_II_NA_MOM0_THINGS.FITS,246462ee6192a9b7e45959b3df0891882c5555a87e9a7c91a576c6f3887fbad5,246462ee6192a9b7e45959b3df0891882c5555a87e9a7c91a576c6f3887fbad5,4239360,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,HI_MOMENT_1,work/private/things-observable-12gal-003/HO_II_NA_MOM1_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/HO_II_NA_MOM1_THINGS.FITS,5475063648b62ea4c950d5afe0ee104e4a3ec2067510930ac04b4b5d72e87702,5475063648b62ea4c950d5afe0ee104e4a3ec2067510930ac04b4b5d72e87702,4236480,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,HI_MOMENT_2,work/private/things-observable-12gal-003/HO_II_NA_MOM2_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/HO_II_NA_MOM2_THINGS.FITS,9191f633b92fad9c0a1fefa4074a1ba5a3157287a78f602ea614d60dcf02874f,9191f633b92fad9c0a1fefa4074a1ba5a3157287a78f602ea614d60dcf02874f,4236480,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,HI_MOMENT_0,work/private/things-observable-12gal-003/HO_II_RO_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/HO_II_RO_MOM0_THINGS.FITS,178d78b198d43df6768ab0effe300d8744480ba2db4b4dac593dec1a66e8fa1e,178d78b198d43df6768ab0effe300d8744480ba2db4b4dac593dec1a66e8fa1e,4239360,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,HI_MOMENT_2,work/private/things-observable-12gal-003/HO_II_RO_MOM2_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/HO_II_RO_MOM2_THINGS.FITS,f2836f1026ce9f4720034654d0e7130e06a5c6b8968b7d2da858937507e84e1d,f2836f1026ce9f4720034654d0e7130e06a5c6b8968b7d2da858937507e84e1d,4239360,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,HI_MOMENT_1,work/private/things-observable-12gal-003/HO_II_RO_MOM1_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/HO_II_RO_MOM1_THINGS.FITS,c15745762d1fd7beb3608b3e0382e5716d45aa4c03e562739d7aab583a283bba,c15745762d1fd7beb3608b3e0382e5716d45aa4c03e562739d7aab583a283bba,4239360,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,HI_MOMENT_0,work/private/things-observable-12gal-003/NGC_2841_NA_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2841_NA_MOM0_THINGS.FITS,28b434cd4ad11732a95f85b6fb86b050fc815750ad811510960b6801deee6625,28b434cd4ad11732a95f85b6fb86b050fc815750ad811510960b6801deee6625,4273920,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,HI_MOMENT_1,work/private/things-observable-12gal-003/NGC_2841_NA_MOM1_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2841_NA_MOM1_THINGS.FITS,dcd022486ff3ac591c1c2804c30003a9f01b7605d260d02cc666998e2b13f1b8,dcd022486ff3ac591c1c2804c30003a9f01b7605d260d02cc666998e2b13f1b8,4271040,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,HI_MOMENT_2,work/private/things-observable-12gal-003/NGC_2841_NA_MOM2_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2841_NA_MOM2_THINGS.FITS,1075f5901755b9d3cabe8337713c620199293aa82a910e3f60672bd697baf5c8,1075f5901755b9d3cabe8337713c620199293aa82a910e3f60672bd697baf5c8,4271040,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,HI_MOMENT_0,work/private/things-observable-12gal-003/NGC_2841_RO_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2841_RO_MOM0_THINGS.FITS,859420fd952942261ee491ff789b32660765cac9297a8a9708f7e91957791b95,859420fd952942261ee491ff789b32660765cac9297a8a9708f7e91957791b95,4273920,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,HI_MOMENT_2,work/private/things-observable-12gal-003/NGC_2841_RO_MOM2_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2841_RO_MOM2_THINGS.FITS,abf380edde4fbf5096b19cd1daf75fe1185c699d728d6291109fda8f12a46e4c,abf380edde4fbf5096b19cd1daf75fe1185c699d728d6291109fda8f12a46e4c,4271040,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,HI_MOMENT_1,work/private/things-observable-12gal-003/NGC_2841_RO_MOM1_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2841_RO_MOM1_THINGS.FITS,3ad6159c33513ec27d9b1322a9e2f0ca6fdf2017deead6ec508bdbac149b3555,3ad6159c33513ec27d9b1322a9e2f0ca6fdf2017deead6ec508bdbac149b3555,4271040,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,HI_MOMENT_0,work/private/things-observable-12gal-003/NGC_2903_NA_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2903_NA_MOM0_THINGS.FITS,dcbc9e3e7a6ed194d8065d636e62e99ae24b769b9bfe8dfe04e2365920f942de,dcbc9e3e7a6ed194d8065d636e62e99ae24b769b9bfe8dfe04e2365920f942de,4253760,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,HI_MOMENT_1,work/private/things-observable-12gal-003/NGC_2903_NA_MOM1_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2903_NA_MOM1_THINGS.FITS,91e3edf22da6ec3160aad9006ea183a850dcc106e4519ae3ab9e83c3619029e3,91e3edf22da6ec3160aad9006ea183a850dcc106e4519ae3ab9e83c3619029e3,4253760,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,HI_MOMENT_2,work/private/things-observable-12gal-003/NGC_2903_NA_MOM2_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2903_NA_MOM2_THINGS.FITS,295f8bdfdb807add0ea0d4f627e9fafa93761b459da925c1f31560091eaa3ce4,295f8bdfdb807add0ea0d4f627e9fafa93761b459da925c1f31560091eaa3ce4,4253760,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,HI_MOMENT_0,work/private/things-observable-12gal-003/NGC_2903_RO_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2903_RO_MOM0_THINGS.FITS,ed44a7fb449186d63133b738200af1b8eaca0072f10ccf1cf7b02af93e0b4f77,ed44a7fb449186d63133b738200af1b8eaca0072f10ccf1cf7b02af93e0b4f77,4253760,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,HI_MOMENT_1,work/private/things-observable-12gal-003/NGC_2903_RO_MOM1_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2903_RO_MOM1_THINGS.FITS,ef5b7d61a67a7164d79cc57e55388999f30caed02916c7cbd0376ea63213bfca,ef5b7d61a67a7164d79cc57e55388999f30caed02916c7cbd0376ea63213bfca,4253760,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,HI_MOMENT_2,work/private/things-observable-12gal-003/NGC_2903_RO_MOM2_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2903_RO_MOM2_THINGS.FITS,6560c6c8012cc99023aba971c92b94ddcbbd2566fb131194c2b201da32c2c716,6560c6c8012cc99023aba971c92b94ddcbbd2566fb131194c2b201da32c2c716,4253760,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,HI_MOMENT_0,work/private/things-observable-12gal-003/NGC_2976_NA_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2976_NA_MOM0_THINGS.FITS,b4f8b1cdc68b1b5724c9930385c760cc9d2fa1dbac7c994e28508467ccf76878,b4f8b1cdc68b1b5724c9930385c760cc9d2fa1dbac7c994e28508467ccf76878,4242240,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,HI_MOMENT_1,work/private/things-observable-12gal-003/NGC_2976_NA_MOM1_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2976_NA_MOM1_THINGS.FITS,5651552667a1f78a0b2734ad8ccf3601471a16fe9a973911207984e8276c0253,5651552667a1f78a0b2734ad8ccf3601471a16fe9a973911207984e8276c0253,4239360,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,HI_MOMENT_2,work/private/things-observable-12gal-003/NGC_2976_NA_MOM2_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2976_NA_MOM2_THINGS.FITS,41823241344b18c0953b7ac04475c0a390fdbdb96d1424a78617d6c3d82cd665,41823241344b18c0953b7ac04475c0a390fdbdb96d1424a78617d6c3d82cd665,4239360,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,HI_MOMENT_0,work/private/things-observable-12gal-003/NGC_2976_RO_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2976_RO_MOM0_THINGS.FITS,5880fec86eb573cf95a770509bcbf3bb939105a44568d843c250c674fe5dd370,5880fec86eb573cf95a770509bcbf3bb939105a44568d843c250c674fe5dd370,4242240,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,HI_MOMENT_1,work/private/things-observable-12gal-003/NGC_2976_RO_MOM1_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2976_RO_MOM1_THINGS.FITS,663261236adac8fd715b7f7ba31fdc3bdfa4e6473ed203c00cc9e2e7eed578f3,663261236adac8fd715b7f7ba31fdc3bdfa4e6473ed203c00cc9e2e7eed578f3,4239360,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,HI_MOMENT_2,work/private/things-observable-12gal-003/NGC_2976_RO_MOM2_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_2976_RO_MOM2_THINGS.FITS,a3c3497dc9dd07f6015f5b8365499ef3c47d292a1e30f55b0e439b63580be8b6,a3c3497dc9dd07f6015f5b8365499ef3c47d292a1e30f55b0e439b63580be8b6,4239360,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,METR/SEC,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3198,HI_MOMENT_0,work/private/things-observable-12gal-003/NGC_3198_NA_MOM0_THINGS.FITS,work/gravity-first-principles/things-observable-acquisition-003/receipt.json,https://things.www3.mpia.de/Data_files/NGC_3198_NA_MOM0_THINGS.FITS,6d98f314fa8b03bc2c048c84bdc629eccfa3f97b1f06ca4d52ce05162386448e,6d98f314fa8b03bc2c048c84bdc629eccfa3f97b1f06ca4d52ce05162386448e,4282560,True,not_established_by_hash,RA---SIN;DEC--SIN;STOKES,1024x1024x1x1,JY/B*M/S,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
