axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	minimum_item36_role_separation_arcsec	mass_quartile	sample_cell	role	outer_fold	source_map_read	velocity_response_read
5.119360000000e-01	1.392390000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.277554321289e+01	1.270497000000e+00	0.000000000000e+00	4.363000000000e-01	3.789091000000e+01	4.060833000000e+00	5.877308000000e+00	4.315117000000e+00	7.970590017132e-01	1.228608728991e+00	-1.041334109288e+01	9.297567934835e+00	-3.234174925421e-01	7.703449931409e+00	12-84665	-3.453195464848e+00	7443-6103	2.302336730957e+02	1.834220000000e-02	7.913660000000e-01	7.659966000000e-02	1.436012000000e-01	1.692812000000e+01	1.927709840068e+03	1.984119999999e+09	6.266990000000e+00	1.567034643905e+00	7.041411753747e-12	1.924430894560e+06	6.284302320393e+00	7.583198388678e+00	1.874627215461e+03	5.916168381688e+03	4.028918417762e+03	1	mq1	exploration	4	False	False
6.639170000000e-01	1.407464000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.513413619995e+01	1.253845000000e+00	0.000000000000e+00	4.333000000000e-01	2.368388000000e+01	3.889662000000e+00	4.854457000000e+00	4.282600000000e+00	6.712737650999e-01	7.540312920877e-01	-1.057077893367e+01	9.231464493048e+00	-8.157291584794e-01	7.888916962848e+00	1-177296	-3.608821598874e+00	7957-9101	2.569444885254e+02	3.669710000000e-02	1.390670000000e+00	4.578103000000e-02	1.267236000000e-01	5.675855000000e+00	2.066664585661e+03	1.703980000001e+09	4.691090000000e+00	1.596875541318e+00	1.079261717109e-11	3.940529548376e+06	6.595554588446e+00	7.804927964492e+00	2.024980437327e+03	3.585634919956e+03	1.144985878570e+03	0	mq0	exploration	0	False	False
4.241560000000e-01	1.750098000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.360713577271e+01	1.522974000000e+00	0.000000000000e+00	8.018000000000e-01	1.904421000000e+01	2.298756000000e+00	1.656196000000e+00	-9.585978000000e-01	6.835216194890e-01	7.110688069898e-01	-1.084877176070e+01	9.633630023469e+00	-7.263088059128e-01	8.266586784491e+00	1-547402	-3.791532582501e+00	7958-9101	2.584958496094e+02	3.866190000000e-02	1.909400000000e+00	6.093380000000e-02	9.551689000000e-02	5.141251000000e+00	1.667706453195e+03	4.301599999999e+09	4.825270000000e+00	1.791834379334e+00	2.575114794467e-11	9.140638966871e+06	6.960976555700e+00	7.585473417698e+00	4.441237594533e+03	1.130444344410e+03	2.831342132227e+03	2	mq2	exploration	1	False	False
8.040980000000e-01	1.333098000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.138947105408e+01	1.208371000000e+00	0.000000000000e+00	3.143000000000e-01	6.097672000000e+01	4.011633000000e+00	6.248201000000e+00	5.029222000000e+00	6.771888799753e-01	9.070421610772e-01	-9.891909276083e+00	8.943252074335e+00	-5.026916850233e-01	7.588874314384e+00	1-177533	-3.455842717204e+00	7960-3704	2.588078613281e+02	2.395710000000e-02	1.509330000000e+00	1.125493000000e-01	2.163643000000e-01	8.073134000000e+00	1.736259835913e+03	8.775100000010e+08	4.755420000000e+00	1.449811774524e+00	5.408590784597e-12	1.948035312200e+06	6.289596825107e+00	7.940161501535e+00	1.439387714047e+03	5.333246896928e+03	1.621376022945e+03	0	mq0	reserved_confirmation		False	False
5.820890000000e-01	1.448399000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.152951049805e+01	1.301777000000e+00	0.000000000000e+00	4.908000000000e-01	3.210484000000e+01	3.998761000000e+00	5.297914000000e+00	3.502977000000e+00	7.960759268205e-01	7.856890828678e-01	-1.054282881801e+01	9.331647930903e+00	-6.273501249943e-01	7.739496077262e+00	1-178157	-3.471710075221e+00	7960-6102	2.588924255371e+02	2.294390000000e-02	8.202920000000e-01	6.149207000000e-02	9.509633000000e-02	6.105048000000e+00	1.859715525847e+03	2.146090000001e+09	6.252820000001e+00	1.584566179385e+00	7.650783044593e-12	2.095711715188e+06	6.321331541139e+00	7.567633002983e+00	1.016132818633e+03	4.960011376285e+03	1.054353819023e+03	1	mq1	exploration	3	False	False
7.469640000000e-01	1.559621000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.069385910034e+01	1.337346000000e+00	0.000000000000e+00	7.790000000000e-01	2.256507000000e+01	3.274601000000e+00	4.281149000000e+00	9.115598000000e-01	1.113003592050e+00	7.488577972810e-01	-1.079180711632e+01	1.072823524810e+01	-8.343248585176e-01	8.502228064000e+00	1-547565	-3.694612235975e+00	7961-12705	2.605342407227e+02	5.009070000000e-02	2.110740000000e+00	8.638297000000e-01	1.146155000000e+00	5.608643000000e+00	2.724917274480e+03	5.348539999997e+10	1.297189999999e+01	2.124396005369e+00	4.430348331003e-11	5.849730557485e+06	6.767135862648e+00	6.393947846541e+00	1.431970335942e+03	5.649818360756e+03	3.055492639748e+03	3	mq3	exploration	1	False	False
5.665810000000e-01	1.446607000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-7.990368604660e-01	1.272918000000e+00	0.000000000000e+00	4.501000000000e-01	2.336243000000e+01	3.402068000000e+00	5.544341000000e+00	2.256095000000e+00	6.070816912424e-01	7.992458905156e-01	-1.045225669086e+01	9.037816789113e+00	-7.685186858155e-01	7.823653406629e+00	1-179385	-3.608285857693e+00	7964-6102	3.165329284668e+02	3.475190000000e-02	1.250470000000e+00	3.850881000000e-02	8.013680000000e-02	6.298627000000e+00	1.121725081258e+03	1.090979999999e+09	4.046520000000e+00	1.532147726279e+00	9.286738487719e-12	3.930819538476e+06	6.594483106083e+00	7.998039927246e+00	5.051719419262e+03	9.611092934002e+03	1.574621470772e+04	0	mq0	exploration	1	False	False
4.066630000000e-01	1.921757000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.700209808350e+01	1.639670000000e+00	0.000000000000e+00	9.708000000000e-01	1.103407000000e+01	2.836881000000e+00	2.621965000000e+00	-1.007249000000e-01	6.363083241014e-01	7.585278941294e-01	-1.125186521465e+01	9.434283005862e+00	-8.387344434421e-01	8.161666357659e+00	1-24390	-3.762679016779e+00	7990-3702	2.621000366211e+02	2.969450000000e-02	1.684840000000e+00	1.522011000000e-02	2.827976000000e-02	5.734927000000e+00	8.198333247887e+02	2.718210000003e+09	4.328210000000e+00	1.715767518224e+00	2.022442425854e-11	8.003306039473e+06	6.903269424255e+00	7.755966869583e+00	9.614038460593e+02	4.627180880098e+03	2.661643183709e+04	1	mq1	exploration	4	False	False
6.204060000000e-01	1.160532000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.754541397095e+01	1.095855000000e+00	0.000000000000e+00	2.053000000000e-01	1.030168000000e+02	3.872895000000e+00	5.421939000000e+00	4.266367000000e+00	6.716448466523e-01	1.381079866216e+00	-9.707035376413e+00	9.678965190187e+00	2.077773137124e-01	8.335675496883e+00	1-24357	-3.832015325115e+00	7990-3703	2.620993347168e+02	2.854830000000e-02	1.982610000000e+00	9.374105000000e-01	1.519905000000e+00	2.404805000000e+01	8.671190994720e+02	4.774909999995e+09	4.695100000000e+00	1.820440349111e+00	3.019154280939e-11	1.101392312655e+07	7.041942040928e+00	7.580620993594e+00	2.686974786915e+03	4.413367218396e+03	2.479326956239e+04	2	mq2	exploration	4	False	False
4.567380000000e-01	1.570606000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.692779159546e+01	1.404648000000e+00	0.000000000000e+00	6.513000000000e-01	1.364618000000e+01	3.620858000000e+00	4.044711000000e+00	2.129550000000e+00	9.015858119772e-01	9.321459414415e-01	-1.103234203158e+01	9.698605912985e+00	-7.116684854328e-01	7.895434289030e+00	1-23929	-3.496924238527e+00	7991-9101	2.591747131348e+02	2.831330000000e-02	1.008120000000e+00	4.637286000000e-02	8.927947000000e-02	8.553541000000e+00	1.634918117207e+03	4.995810000005e+09	7.972340000001e+00	1.715290227848e+00	1.095580007472e-11	2.353747478353e+06	6.371759867751e+00	7.225889184207e+00	4.433559238379e+03	1.440684496326e+03	2.532581523024e+04	2	mq2	exploration	0	False	False
3.140320000000e-01	1.562739000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.829490840435e-01	1.393829000000e+00	0.000000000000e+00	6.770000000000e-01	2.411652000000e+01	3.647414000000e+00	4.714344000000e+00	2.921765000000e+00	8.433106574996e-01	1.002092592794e+00	-1.078718573018e+01	9.562134585848e+00	-4.829418044695e-01	7.875513270848e+00	1-36833	-3.516101306674e+00	8077-6102	4.055686569214e+01	2.202710000000e-02	1.769280000000e+00	5.955920000000e-02	8.082720000000e-02	1.004830000000e+01	4.781983586733e+02	3.648670000004e+09	6.971250000000e+00	1.676192141518e+00	1.046461079104e-11	2.571070610560e+06	6.410114004047e+00	7.381537579492e+00	2.314322068547e+03	8.724663618933e+03	1.320114687691e+04	2	mq2	exploration	3	False	False
3.819970000000e-01	1.303759000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-7.655110955238e-02	1.194774000000e+00	0.000000000000e+00	2.435000000000e-01	3.926912000000e+01	4.462591000000e+00	6.335264000000e+00	4.931020000000e+00	9.557646949001e-01	8.204360202760e-01	-1.007129855118e+01	9.169201094936e+00	-5.558960003446e-01	7.257671705136e+00	1-38067	-3.150953505118e+00	8080-12704	4.933345794678e+01	2.221470000000e-02	1.444510000000e+00	1.252860000000e-01	1.973176000000e-01	6.613571000000e+00	3.965337101793e+02	1.476389999999e+09	9.031599999999e+00	1.423498377362e+00	2.522792403518e-12	4.784299962777e+05	5.679818400933e+00	7.409323268848e+00	3.153375724029e+03	1.783997157306e+03	3.221005429858e+03	0	mq0	exploration	4	False	False
7.529870000000e-01	1.550201000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.212693634443e-03	1.352939000000e+00	0.000000000000e+00	8.645000000000e-01	4.702407000000e+01	3.743928000000e+00	5.913395000000e+00	3.839355000000e+00	7.089432690391e-01	9.042211526011e-01	-1.052252931281e+01	9.662448050377e+00	-6.588130641591e-01	8.244561512299e+00	1-604052	-3.767809121630e+00	8084-3702	5.063664245605e+01	2.174370000000e-02	1.460100000000e+00	1.380126000000e-01	1.864621000000e-01	8.020864000000e+00	5.837230929961e+02	4.596720000003e+09	5.116150000000e+00	1.793532568013e+00	2.447774024360e-11	8.194635371280e+06	6.913529633957e+00	7.532931929919e+00	4.274117974381e+02	2.770360266537e+03	4.618994742435e+03	2	mq2	exploration	4	False	False
5.340410000000e-01	2.013906000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-5.396615266800e-01	1.743108000000e+00	0.000000000000e+00	7.163000000000e-01	9.293125000000e-02	2.536801000000e+00	-3.784780000000e-01	-3.739697000000e+00	5.286557882509e-01	8.999839064323e-01	-1.318270713497e+01	9.672440538136e+00	-6.678064300050e-01	8.615128961634e+00	1-38323	-4.043236586692e+00	8085-6102	5.138581466675e+01	3.734110000000e-02	2.154490000000e+00	3.088399000000e-04	1.690003000000e-03	7.942988000000e+00	3.643619884992e+02	4.703710000004e+09	3.377970000000e+00	1.888672552287e+00	5.745644760568e-11	2.913295674868e+07	7.464384564081e+00	7.798366907221e+00	1.343845850069e+03	5.693489037919e+03	5.531556454101e+03	2	mq2	reserved_confirmation		False	False
6.349720000000e-01	1.315601000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.548554420471e+01	1.225706000000e+00	0.000000000000e+00	4.219000000000e-01	5.734801000000e+01	4.041708000000e+00	5.558452000000e+00	3.998215000000e+00	4.975419310881e-01	1.316353069247e+00	-1.022346487230e+01	9.083233790059e+00	-7.753680636691e-02	8.088149927883e+00	1-39799	-3.795303998397e+00	8091-1901	1.226539325714e+01	1.825910000000e-02	1.128590000000e+00	7.240506000000e-02	1.043461000000e-01	2.071825000000e+01	2.382704774425e+02	1.211250000000e+09	3.144430000000e+00	1.609626106829e+00	1.707496166612e-11	9.300780337669e+06	6.968519387492e+00	8.139641067004e+00	5.356781722889e+04	7.652065353719e+03	3.030536620151e+03	0	mq0	exploration	4	False	False
8.158460000000e-01	1.475592000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.287360286713e+01	1.350820000000e+00	0.000000000000e+00	6.106000000000e-01	2.481216000000e+01	3.478537000000e+00	3.963085000000e+00	2.119310000000e+00	4.024213109719e-01	9.383438703600e-01	-1.081748252863e+01	9.303163646175e+00	-4.927805255573e-01	8.498321024231e+00	1-42273	-4.047949856630e+00	8097-3704	2.726330375671e+01	2.579450000000e-02	1.427130000000e+00	3.059716000000e-02	4.052965000000e-02	8.676486000000e+00	1.176242198464e+03	2.009849999999e+09	2.525930000000e+00	1.767151344946e+00	4.390670370695e-11	2.977221207750e+07	7.473811103957e+00	8.172357069120e+00	3.484534611031e+03	4.580389176490e+04	8.272811521085e+02	1	mq1	exploration	1	False	False
3.619100000000e-01	1.775111000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.472433090210e+01	1.567486000000e+00	0.000000000000e+00	7.526000000000e-01	1.592471000000e+01	2.782187000000e+00	1.948629000000e+00	-6.252340000000e-01	7.461015114071e-01	1.247257686132e+00	-1.097181845638e+01	9.955613197243e+00	-3.840843357329e-01	8.463410174429e+00	1-339010	-3.858654331511e+00	8138-6101	1.159640045166e+02	3.131980000000e-02	1.209490000000e+00	9.633736000000e-02	1.267188000000e-01	1.767086000000e+01	7.865149535440e+02	9.028450000001e+09	5.573160000000e+00	1.921536020262e+00	4.051538628005e-11	1.245145357667e+07	7.095220053719e+00	7.330611992934e+00	1.792253921916e+03	1.959379104425e+03	2.608922886400e+03	3	mq3	exploration	2	False	False
7.736920000000e-01	1.434343000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.117808723450e+01	1.266267000000e+00	0.000000000000e+00	5.446000000000e-01	3.242315000000e+01	3.864470000000e+00	4.829125000000e+00	3.025936000000e+00	3.220786432712e-01	1.249827200721e+00	-1.054411874858e+01	9.469639426700e+00	-3.082284308979e-01	8.825482140158e+00	1-121202	-4.251701748443e+00	8139-1902	1.146369857788e+02	4.063850000000e-02	6.734040000000e-01	8.424045000000e-02	1.842979000000e-01	1.777572000000e+01	4.911235176537e+02	2.948760000001e+09	2.099320000000e+00	1.890560569058e+00	9.325925668467e-11	7.608777555584e+07	7.881314887584e+00	8.209633180409e+00	7.349957989785e+03	7.132007612542e+03	1.134435229755e+04	1	mq1	exploration	4	False	False
6.168710000000e-01	1.701366000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.441055297852e+01	1.491674000000e+00	0.000000000000e+00	6.615000000000e-01	6.688810000000e+00	2.780092000000e+00	1.898941000000e+00	-7.143731000000e-01	5.934234241635e-01	8.941434184749e-01	-1.137660358516e+01	9.767213025868e+00	-6.342444074413e-01	8.580366177541e+00	1-300973	-3.993471376689e+00	8152-6101	1.420071716309e+02	4.257690000000e-02	6.703640000000e-01	2.458156000000e-02	5.715913000000e-02	7.836884000000e+00	5.684776327219e+02	5.850770000005e+09	3.921240000000e+00	1.903674978196e+00	5.303663808870e-11	2.316616493667e+07	7.364854144075e+00	7.653829209486e+00	4.052675854305e+03	1.715539182403e+04	5.047228145148e+03	2	mq2	exploration	3	False	False
7.783670000000e-01	1.378098000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-2.092151530087e-02	1.244364000000e+00	0.000000000000e+00	4.402000000000e-01	4.400290000000e+01	3.912413000000e+00	5.225472000000e+00	3.250953000000e+00	3.845935271152e-01	1.094615054369e+00	-1.039920375262e+01	9.400822820778e+00	-5.382059414051e-01	8.631635766547e+00	1-38787	-4.123521119716e+00	8156-3703	5.648965835571e+01	3.761030000000e-02	6.765690000000e-01	1.003735000000e-01	1.957968000000e-01	1.243412000000e+01	1.702971870656e+03	2.516650000002e+09	2.424340000000e+00	1.824894824175e+00	5.968230338763e-11	4.216514810555e+07	7.624953630130e+00	8.150269157604e+00	7.848615761584e+03	3.711212045345e+03	2.308980023787e+04	1	mq1	exploration	0	False	False
5.073550000000e-01	1.507102000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.310215377808e+01	1.312103000000e+00	0.000000000000e+00	5.528000000000e-01	2.246341000000e+01	3.728967000000e+00	4.626952000000e+00	2.189186000000e+00	7.681880367020e-01	9.118093604867e-01	-1.066077412028e+01	9.738076240416e+00	-6.920309885005e-01	8.201700167012e+00	1-217331	-3.716756065155e+00	8250-12702	1.403596343994e+02	4.515390000000e-02	1.333650000000e+00	1.194819000000e-01	3.672935000000e-01	8.162240000000e+00	2.250466755954e+03	5.471120000005e+09	5.863919999999e+00	1.801724279201e+00	2.217736664570e-11	6.477740126170e+06	6.811423521008e+00	7.406250683405e+00	2.954340805528e+03	6.160569033910e+03	1.506496345662e+03	2	mq2	reserved_confirmation		False	False
6.310690000000e-01	1.538875000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.433275985718e+01	1.336171000000e+00	0.000000000000e+00	6.673000000000e-01	1.489225000000e+01	4.167103000000e+00	5.704776000000e+00	3.331729000000e+00	1.052205133738e+00	9.649088887977e-01	-1.085666058556e+01	1.074039269426e+01	-3.843032379569e-01	8.635982426783e+00	1-585513	-3.791888646523e+00	8250-12704	1.389813842773e+02	3.978590000000e-02	1.355800000000e+00	7.651245000000e-01	1.180255000000e+00	9.223779000000e+00	1.421278800907e+03	5.500380000022e+10	1.127730000001e+01	2.160873957605e+00	6.028263622828e-11	9.155639491417e+06	6.961688683744e+00	6.479066810929e+00	4.264270832191e+03	5.549000664648e+03	6.838791574253e+03	3	mq3	reserved_confirmation		False	False
5.606570000000e-01	1.390038000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.202439117432e+01	1.238071000000e+00	0.000000000000e+00	7.270000000000e-01	8.069063000000e+01	3.744870000000e+00	5.569768000000e+00	3.868096000000e+00	7.787978675514e-01	1.204309944941e+00	-1.014917400540e+01	1.005361233583e+01	-1.638554635661e-01	8.496016600726e+00	1-217221	-3.858609366587e+00	8250-6101	1.387531433105e+02	2.789740000000e-02	2.396880000000e+00	8.024876000000e-01	9.278578000000e-01	1.600700000000e+01	6.229988445484e+02	1.131390000002e+10	6.008940000000e+00	1.954187411483e+00	4.367434598162e-11	1.244887550714e+07	7.095130123873e+00	7.232567889424e+00	4.004243377212e+03	3.863462395825e+03	4.731822480527e+03	3	mq3	exploration	4	False	False
4.077810000000e-01	1.540019000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.864899063110e+01	1.334349000000e+00	0.000000000000e+00	7.099000000000e-01	2.282408000000e+01	4.022489000000e+00	5.247957000000e+00	3.264688000000e+00	7.104507887957e-01	1.063071276822e+00	-1.062987710986e+01	9.762011232987e+00	-5.201627814245e-01	8.341109655395e+00	1-185298	-3.815329433300e+00	8252-12703	1.454565734863e+02	4.556580000000e-02	1.820510000000e+00	1.355608000000e-01	3.764584000000e-01	1.156302000000e+01	1.119744743684e+03	5.781110000004e+09	5.133940000001e+00	1.842560399440e+00	3.057169124708e-11	1.019929744208e+07	7.008570257297e+00	7.480889058979e+00	3.831085050043e+02	4.205033924864e+03	8.790064418906e+03	2	mq2	exploration	2	False	False
3.195450000000e-01	1.766194000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.856287002563e+01	1.532422000000e+00	0.000000000000e+00	7.785000000000e-01	1.508067000000e+01	3.191148000000e+00	3.412343000000e+00	5.819238000000e-01	8.550415932608e-01	1.192006801549e+00	-1.104196610584e+01	9.778909156367e+00	-4.342536859197e-01	8.068825969845e+00	1-605973	-3.606892188292e+00	8252-9101	1.446923828125e+02	2.478020000000e-02	1.012690000000e+00	5.456863000000e-02	8.014344000000e-02	1.555990000000e+01	7.056017250030e+02	6.010480000005e+09	7.162120000000e+00	1.778713958897e+00	1.633186492272e-11	3.905671991319e+06	6.591695767282e+00	7.255553890591e+00	2.243354514026e+02	2.678983847050e+03	7.835914764850e+03	2	mq2	exploration	2	False	False
7.010810000000e-01	1.370781000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.317058944702e+01	1.239125000000e+00	0.000000000000e+00	5.194000000000e-01	4.889598000000e+01	3.868742000000e+00	5.313725000000e+00	3.379982000000e+00	6.243408918210e-01	1.368690117233e+00	-1.035430353532e+01	9.729177753514e+00	-1.396221000717e-01	8.480495969872e+00	1-274689	-3.928077539025e+00	8253-3703	1.573435821533e+02	2.725730000000e-02	9.954100000000e-01	2.370687000000e-01	3.743526000000e-01	2.337169000000e+01	6.921415387210e+02	5.360160000004e+09	4.210570000000e+00	1.869198608190e+00	4.214109142448e-11	1.714219648663e+07	7.234066468749e+00	7.626470644177e+00	2.542420641363e+03	9.865298907814e+03	2.268552471912e+03	2	mq2	exploration	3	False	False
6.114980000000e-01	1.381469000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.559529113770e+01	1.221361000000e+00	0.000000000000e+00	4.428000000000e-01	3.884989000000e+01	4.367751000000e+00	6.354687000000e+00	4.537899000000e+00	6.394984421632e-01	1.122572672569e+00	-1.029699518446e+01	9.891679597558e+00	-2.918620358521e-01	8.612682713232e+00	1-276761	-3.986592135534e+00	8254-12703	1.620512695312e+02	5.009260000000e-02	1.729110000000e+00	3.932642000000e-01	8.802903000000e-01	1.326089000000e+01	3.834576142596e+03	7.792549999993e+09	4.360120000000e+00	1.942870755041e+00	5.713372271319e-11	2.244376236649e+07	7.351095661766e+00	7.522483396642e+00	6.790237154516e+03	7.939260746227e+03	5.893015939742e+03	3	mq3	exploration	3	False	False
3.649430000000e-01	1.510625000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.598462295532e+01	1.329544000000e+00	0.000000000000e+00	6.566000000000e-01	1.938015000000e+01	3.878238000000e+00	5.206186000000e+00	3.021589000000e+00	1.186411007311e+00	9.556391720234e-01	-1.072263626839e+01	1.027163253749e+01	-6.728195206648e-01	7.898810522866e+00	1-277552	-3.356199757777e+00	8257-12705	1.670345611572e+02	3.617290000000e-02	1.069860000000e+00	3.539943000000e-01	7.344852000000e-01	9.028990000000e+00	8.887879465811e+02	1.869100000012e+10	1.536070000001e+01	1.859390942433e+00	1.104130310682e-11	1.231149820923e+06	6.090310906255e+00	6.512138078954e+00	3.119033115092e+03	4.213197566756e+03	1.025582668875e+04	3	mq3	exploration	3	False	False
5.935550000000e-01	1.413641000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.343577575684e+01	1.275639000000e+00	0.000000000000e+00	4.393000000000e-01	2.421259000000e+01	4.010336000000e+00	5.475272000000e+00	3.852073000000e+00	9.624242702107e-01	7.323481565082e-01	-1.054117782786e+01	9.432284456947e+00	-7.372881745452e-01	7.507435916526e+00	1-281931	-3.272505823158e+00	8260-12703	1.826381988525e+02	2.353180000000e-02	1.225850000000e+00	7.782276000000e-02	1.339615000000e-01	5.399433000000e+00	1.132071363710e+03	2.705729999998e+09	9.171160000001e+00	1.551710270712e+00	4.483794769197e-12	8.373808735073e+05	5.922923037012e+00	7.267792224876e+00	1.313834469770e+03	3.036958992134e+02	1.059712566455e+04	1	mq1	reserved_confirmation		False	False
3.942190000000e-01	1.304304000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.200966644287e+01	1.189597000000e+00	0.000000000000e+00	4.317000000000e-01	7.775778000000e+01	4.314769000000e+00	6.541311000000e+00	5.165454000000e+00	7.459799297138e-01	1.413485347586e+00	-1.004262572019e+01	9.570681845202e+00	5.588458565337e-02	8.078721985774e+00	1-281126	-3.666371028030e+00	8260-6101	1.824087524414e+02	2.288060000000e-02	7.640580000000e-01	3.373309000000e-01	6.557599000000e-01	2.591107000000e+01	1.080474534009e+03	3.721190000004e+09	5.571600000000e+00	1.729131135088e+00	1.670828194710e-11	5.136336246450e+06	6.710653446758e+00	7.523260041494e+00	5.247433632889e+03	3.212614589779e+03	1.293601669578e+04	2	mq2	exploration	1	False	False
7.617300000000e-01	1.450464000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.400316619873e+01	1.278132000000e+00	0.000000000000e+00	6.579000000000e-01	2.752754000000e+01	4.039959000000e+00	5.004096000000e+00	3.531058000000e+00	9.576652210484e-01	1.102942143109e+00	-1.058402192216e+01	1.059467756619e+01	-2.603254620242e-01	8.679347124089e+00	1-258373	-3.860840951520e+00	8260-9101	1.822867279053e+02	3.754220000000e-02	1.528640000000e+00	1.024839000000e+00	1.401803000000e+00	1.267483000000e+01	3.205326644461e+02	3.932580000042e+10	9.071210000000e+00	2.135286349915e+00	6.661268410495e-11	1.257747010513e+07	7.099593293742e+00	6.693734243998e+00	2.128014638283e+03	2.108611231113e+03	9.361429674216e+03	3	mq3	reserved_confirmation		False	False
4.486760000000e-01	1.441341000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.375740814209e+01	1.293380000000e+00	0.000000000000e+00	4.575000000000e-01	2.386679000000e+01	3.857787000000e+00	5.970702000000e+00	4.866775000000e+00	6.425070572539e-01	8.249498205931e-01	-1.059596566606e+01	8.795719472433e+00	-6.922180209087e-01	7.510705357925e+00	1-282021	-3.434099150336e+00	8262-3704	1.843864593506e+02	2.412490000000e-02	9.832760000000e-01	1.583995000000e-02	2.371451000000e-02	6.682667000000e+00	1.055091731637e+03	6.247689999999e+08	4.390430000000e+00	1.393386384934e+00	4.517676900298e-12	1.762421131446e+06	6.246109691369e+00	8.065950536568e+00	3.326431154138e+03	4.989745666950e+03	5.951642888487e+03	0	mq0	exploration	0	False	False
4.219840000000e-01	1.318598000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.198366928101e+01	1.187768000000e+00	0.000000000000e+00	2.749000000000e-01	5.612828000000e+01	4.369530000000e+00	6.315359000000e+00	5.213779000000e+00	5.771113383317e-01	1.117185422838e+00	-1.002277684433e+01	9.078884376710e+00	-3.495712411039e-01	7.924661700046e+00	1-210112	-3.673775180857e+00	8313-6104	2.426958618164e+02	3.855020000000e-02	9.342900000000e-01	1.137909000000e-01	2.295800000000e-01	1.309741000000e+01	1.780585982216e+03	1.199180000001e+09	3.776690000000e+00	1.567666696533e+00	1.171848610796e-11	5.314491936054e+06	6.725461752412e+00	8.022461662813e+00	3.140243980598e+03	3.764533451972e+03	8.634024883571e+03	0	mq0	exploration	2	False	False
5.688230000000e-01	1.812382000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.047811126709e+01	1.524717000000e+00	0.000000000000e+00	8.334000000000e-01	1.753170000000e+01	3.161648000000e+00	3.858845000000e+00	1.200647000000e+00	4.759543315368e-01	7.933810333642e-01	-1.092507634307e+01	9.475137797113e+00	-6.218023931479e-01	8.523229134039e+00	1-401759	-4.023637401251e+00	8322-3704	2.003059234619e+02	3.660070000000e-02	2.033480000000e+00	3.548636000000e-02	5.170479000000e-02	6.214140000000e+00	5.178048846276e+02	2.986329999999e+09	2.991950000000e+00	1.816371910132e+00	4.649850003647e-11	2.661866025541e+07	7.425186193200e+00	7.976070462804e+00	5.208781340856e+03	5.349253899892e+03	9.805146093606e+03	1	mq1	exploration	0	False	False
