axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	half_light_radius_kpc	halpha_ew	hbeta	hdelta_a	hgamma_a	internal_acceleration_m_s2	log_baryonic_speed_km_s	log_half_light_radius	log_mean_stellar_density	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_quartile	mass_size_crossing_proxy	mean_stellar_density_msun_kpc3	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	minimum_item36_role_separation_arcsec	minimum_predecessor_separation_arcsec	outer_fold	phase_space_proxy	plateifu	ra	redshift	role	sample_cell	sersic_index	sfr_1re	sfr_tot	snr_med_g	source_map_read	stellar_mass_msun	velocity_response_read	annulus	annulus_index	source_pixels	weighted_radius_re	flux_m1	flux_m2	flux_m3	source_nonaxisymmetry	flux_asymmetry	centroid_offset_re	radial_concentration	radius_kpc	enclosed_stellar_mass_msun	enclosed_stellar_mass_fraction	log_baryonic_speed_km_s	log_acceleration	omega_Gyr_inverse	log_omega_Gyr_inverse	mode_frequency_ratio	age_gyr_proxy	vertical_to_orbital_frequency	radial_enclosed_mass_slope	torsion_proxy	nonmetricity_proxy	Finsler_anisotropy_proxy	affine_holonomy_proxy
8.218910000000e-01	1.432432000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.654792785645e+01	1.252286000000e+00	0.000000000000e+00	4.937000000000e-01	5.949920000001e+00	3.089379000000e+01	3.871416000000e+00	5.430605000000e+00	3.406364000000e+00	4.834331284277e-11	1.783953672160e+00	7.745111264358e-01	7.143526862970e+00	9.580443781143e-01	-1.046703631405e+01	1.008914885158e+01	-5.761427749380e-01	8.540126598711e+00	1-284971	3	-3.882807736138e+00	1.391639871057e+07	1.468554594662e+03	3.543962636353e+03	1.308516673103e+03	4.804353387815e+02	4	7.221229743222e+00	8324-12703	1.982649993896e+02	5.041700000000e-02	exploration	mq3	9.845440000000e-01	4.189021000000e-01	8.174080000000e-01	9.079133000000e+00	False	1.227859999993e+10	False	inner	0	218	5.214321526510e-01	7.159368446794e-02	2.736351791805e-02	2.009034234320e-02	7.923408120256e-02	1.525102544821e-01	3.651370542035e-02	2.046299126917e-01	3.102479593702e+00	2.667202092968e+09	2.172236324159e-01	1.783953672160e+00	-1.041315213455e+01	2.004463536581e+01	1.301998160359e+00	1.567371656073e+00	1.761430000000e+00	1.368202502654e+00	1.237622665621e+00	3.770691250312e-02	3.811886671895e-01	2.016043281272e-02	6.432226033946e-02
8.218910000000e-01	1.432432000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.654792785645e+01	1.252286000000e+00	0.000000000000e+00	4.937000000000e-01	5.949920000001e+00	3.089379000000e+01	3.871416000000e+00	5.430605000000e+00	3.406364000000e+00	4.834331284277e-11	1.823859741950e+00	7.745111264358e-01	7.143526862970e+00	9.580443781143e-01	-1.046703631405e+01	1.008914885158e+01	-5.761427749380e-01	8.540126598711e+00	1-284971	3	-3.882807736138e+00	1.391639871057e+07	1.468554594662e+03	3.543962636353e+03	1.308516673103e+03	4.804353387815e+02	4	7.221229743222e+00	8324-12703	1.982649993896e+02	5.041700000000e-02	exploration	mq3	9.845440000000e-01	4.189021000000e-01	8.174080000000e-01	9.079133000000e+00	False	1.227859999993e+10	False	outer	1	586	1.129992197836e+00	5.596636565839e-02	3.818283598409e-02	5.300802720036e-02	8.602333402322e-02	1.525102544821e-01	3.651370542035e-02	2.046299126917e-01	6.723363177751e+00	6.946174678491e+09	5.657138988589e-01	1.823859741950e+00	-1.066921763261e+01	1.013973470950e+01	1.006026592502e+00	1.979896750698e+00	1.761430000000e+00	2.704717732563e+00	1.237622665621e+00	5.326237260107e-02	3.811886671895e-01	2.188789999935e-02	7.644710878040e-02
5.133070000000e-01	1.458616000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.402721786499e+01	1.275816000000e+00	0.000000000000e+00	3.973000000000e-01	3.643940000000e+00	4.056918000000e+01	4.150004000000e+00	6.154679000000e+00	3.801652000000e+00	1.193315440024e-11	1.373478212582e+00	5.615712173999e-01	6.748885623725e+00	8.588232444620e-01	-1.037138312583e+01	9.055687885227e+00	-6.287093186658e-01	7.932545450427e+00	1-250809	0	-3.685487116514e+00	5.609002372721e+06	1.417369550634e+03	1.438355245122e+04	3.825812493253e+03	2.726137533368e+02	1	8.057370089952e+00	8327-1901	2.036283416748e+02	3.412360000000e-02	exploration	mq0	9.893540000000e-01	4.833979000000e-02	7.080086000000e-02	7.224757000000e+00	False	1.136810000000e+09	False	inner	0	48	5.184042131892e-01	1.165961896898e-01	3.258567905643e-02	7.293035055898e-03	1.212834955387e-01	1.841760982782e-01	1.519419261057e-01	1.974881183216e-01	1.889033848609e+00	2.452651314552e+08	2.157485696424e-01	1.373478212582e+00	-1.101863385995e+01	1.279357426629e+01	1.106991894539e+00	1.301465270289e+00	1.879080000000e+00	1.360930749001e+00	1.246278031207e+00	5.774917324776e-02	3.768609843963e-01	8.432546899173e-02	9.617725681774e-02
5.133070000000e-01	1.458616000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.402721786499e+01	1.275816000000e+00	0.000000000000e+00	3.973000000000e-01	3.643940000000e+00	4.056918000000e+01	4.150004000000e+00	6.154679000000e+00	3.801652000000e+00	1.193315440024e-11	1.413718477872e+00	5.615712173999e-01	6.748885623725e+00	8.588232444620e-01	-1.037138312583e+01	9.055687885227e+00	-6.287093186658e-01	7.932545450427e+00	1-250809	0	-3.685487116514e+00	5.609002372721e+06	1.417369550634e+03	1.438355245122e+04	3.825812493253e+03	2.726137533368e+02	1	8.057370089952e+00	8327-1901	2.036283416748e+02	3.412360000000e-02	exploration	mq0	9.893540000000e-01	4.833979000000e-02	7.080086000000e-02	7.224757000000e+00	False	1.136810000000e+09	False	outer	1	140	1.100159905070e+00	2.002941851658e-01	4.849848148258e-02	1.150820417652e-02	2.064032511389e-01	1.841760982782e-01	1.519419261057e-01	1.974881183216e-01	4.008916684481e+00	6.264748367865e+08	5.510813916016e-01	1.413718477872e+00	-1.126494062008e+01	6.613705754293e+00	8.204448691188e-01	1.274739341474e+00	1.879080000000e+00	2.632588938103e+00	1.246278031207e+00	1.266054824658e-01	3.768609843963e-01	1.435071678665e-01	1.424051700113e-01
7.115270000000e-01	2.098962000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.869131851196e+01	1.902788000000e+00	0.000000000000e+00	7.206000000000e-01	3.393270000000e+00	9.200919000000e-02	2.130758000000e+00	-6.314458000000e-01	-4.056358000000e+00	1.287996261334e-11	1.419289994144e+00	5.306184175127e-01	6.812997766118e+00	8.076776724072e-01	-1.296930252568e+01	9.026941627959e+00	-6.394535397276e-01	7.965704792934e+00	1-261032	0	-3.717543187710e+00	6.501263462781e+06	1.500227717681e+04	1.107158297623e+04	1.015938983694e+03	2.776579814621e+02	4	8.118172418417e+00	8336-1901	2.103077850342e+02	1.809060000000e-02	exploration	mq0	1.792060000000e+00	1.141929000000e-04	2.850602000000e-04	6.422109000000e+00	False	1.064000000000e+09	False	inner	0	62	5.295468386891e-01	1.576644062278e-02	2.638417065172e-02	6.800062679905e-03	3.147929420018e-02	1.111245033957e-01	1.629322628840e-02	2.786183595307e-01	1.796895401318e+00	2.880994510875e+08	2.707701607965e-01	1.419289994144e+00	-1.090529335416e+01	1.494584998283e+01	1.174520618763e+00	1.816828304525e+00	5.013940000000e+00	1.254190115360e+00	9.352896762488e-01	1.396780830668e-02	5.323551618756e-01	1.297275205115e-02	4.452062935569e-02
7.115270000000e-01	2.098962000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.869131851196e+01	1.902788000000e+00	0.000000000000e+00	7.206000000000e-01	3.393270000000e+00	9.200919000000e-02	2.130758000000e+00	-6.314458000000e-01	-4.056358000000e+00	1.287996261334e-11	1.408664046006e+00	5.306184175127e-01	6.812997766118e+00	8.076776724072e-01	-1.296930252568e+01	9.026941627959e+00	-6.394535397276e-01	7.965704792934e+00	1-261032	0	-3.717543187710e+00	6.501263462781e+06	1.500227717681e+04	1.107158297623e+04	1.015938983694e+03	2.776579814621e+02	4	8.118172418417e+00	8336-1901	2.103077850342e+02	1.809060000000e-02	exploration	mq0	1.792060000000e+00	1.141929000000e-04	2.850602000000e-04	6.422109000000e+00	False	1.064000000000e+09	False	outer	1	168	1.128028920617e+00	2.567153916107e-02	1.992362564410e-02	8.404198605638e-03	3.356500165213e-02	1.111245033957e-01	1.629322628840e-02	2.786183595307e-01	3.827706695462e+00	5.843948622539e+08	5.492432915920e-01	1.408664046006e+00	-1.125496110504e+01	6.846660856971e+00	8.354788160236e-01	1.680230664497e+00	5.013940000000e+00	2.737821794552e+00	9.352896762488e-01	1.928506088072e-02	5.323551618756e-01	1.383228103085e-02	5.231276424034e-02
3.829930000000e-01	1.407435000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.768674850464e+01	1.275095000000e+00	0.000000000000e+00	4.208000000000e-01	8.204940000000e+00	2.786980000000e+01	3.950551000000e+00	5.866549000000e+00	3.834231000000e+00	1.209841068423e-12	1.088337233343e+00	9.140754095495e-01	5.402354494362e+00	7.365749646207e-01	-1.036837456313e+01	8.766669332313e+00	-8.541034429165e-01	6.938518513214e+00	1-313108	0	-3.012221551832e+00	2.525541413214e+05	9.633524207297e+03	1.602413133128e+04	6.636359103924e+03	3.453197131150e+03	1	7.673123078185e+00	8336-9101	2.123668212891e+02	2.159170000000e-02	exploration	mq0	1.581310000000e+00	2.502043000000e-02	5.540435000000e-02	5.452240000000e+00	False	5.843450000005e+08	False	inner	0	192	5.209993292197e-01	2.037870470880e-02	4.584263626677e-02	1.547938682876e-02	5.250190779476e-02	9.314325554687e-02	3.114444917389e-02	2.517723447177e-01	4.274768236288e+00	1.492886138779e+08	2.554802623070e-01	1.088337233343e+00	-1.194358865224e+01	2.932095297938e+00	4.671780814862e-01	1.940033363084e+00	1.875475000000e+00	1.260039834695e+00	9.949509206821e-01	2.354941902866e-02	5.025245396590e-01	4.627720660389e-02	5.778051162930e-02
3.829930000000e-01	1.407435000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.768674850464e+01	1.275095000000e+00	0.000000000000e+00	4.208000000000e-01	8.204940000000e+00	2.786980000000e+01	3.950551000000e+00	5.866549000000e+00	3.834231000000e+00	1.209841068423e-12	1.087478693943e+00	9.140754095495e-01	5.402354494362e+00	7.365749646207e-01	-1.036837456313e+01	8.766669332313e+00	-8.541034429165e-01	6.938518513214e+00	1-313108	0	-3.012221551832e+00	2.525541413214e+05	9.633524207297e+03	1.602413133128e+04	6.636359103924e+03	3.453197131150e+03	1	7.673123078185e+00	8336-9101	2.123668212891e+02	2.159170000000e-02	exploration	mq0	1.581310000000e+00	2.502043000000e-02	5.540435000000e-02	5.452240000000e+00	False	5.843450000005e+08	False	outer	1	530	1.140026032740e+00	5.433544713791e-02	1.010643845207e-01	4.327971119017e-02	1.226355741004e-01	9.314325554687e-02	3.114444917389e-02	2.517723447177e-01	9.353845197074e+00	3.253772703112e+08	5.568239144871e-01	1.087478693943e+00	-1.228538333554e+01	1.337340317107e+00	1.262419375796e-01	1.944353928999e+00	1.875475000000e+00	2.762615339764e+00	9.949509206821e-01	7.185609650806e-02	5.025245396590e-01	1.080957252414e-01	1.009306557453e-01
3.001740000000e-01	1.468721000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.664329147339e+01	1.309843000000e+00	0.000000000000e+00	4.963000000000e-01	8.574950000000e+00	2.370121000000e+01	3.893133000000e+00	5.813766000000e+00	3.770451000000e+00	5.474776089682e-12	1.349280428619e+00	9.332315963781e-01	6.038836346721e+00	1.096597556044e+00	-1.067729906865e+01	9.460619745158e+00	-5.711904672951e-01	7.594156552402e+00	1-282653	1	-3.330462478012e+00	1.093544213168e+06	6.423170669974e+03	7.072960823914e+03	6.636648351214e+03	2.311092888281e+03	0	7.297413591520e+00	8341-12701	1.890320587158e+02	2.421460000000e-02	exploration	mq1	5.000000000000e-01	6.071845000000e-02	1.185901000000e-01	1.249101000000e+01	False	2.888149999999e+09	False	inner	0	164	5.518458890162e-01	3.743027080854e-02	2.286921097652e-02	9.091093320350e-03	4.479591455980e-02	9.121618373285e-02	5.080227788596e-02	1.765741575195e-01	4.732050906020e+00	5.496040325231e+08	1.902962216378e-01	1.349280428619e+00	-1.146583909598e+01	4.830414979563e+00	6.839844424684e-01	1.591599039997e+00	2.049215000000e+00	1.591544698380e+00	1.572707810001e+00	2.334984986221e-02	2.136460949994e-01	4.478477957532e-02	3.890319351462e-02
3.001740000000e-01	1.468721000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.664329147339e+01	1.309843000000e+00	0.000000000000e+00	4.963000000000e-01	8.574950000000e+00	2.370121000000e+01	3.893133000000e+00	5.813766000000e+00	3.770451000000e+00	5.474776089682e-12	1.438342822578e+00	9.332315963781e-01	6.038836346721e+00	1.096597556044e+00	-1.067729906865e+01	9.460619745158e+00	-5.711904672951e-01	7.594156552402e+00	1-282653	1	-3.330462478012e+00	1.093544213168e+06	6.423170669974e+03	7.072960823914e+03	6.636648351214e+03	2.311092888281e+03	0	7.297413591520e+00	8341-12701	1.890320587158e+02	2.421460000000e-02	exploration	mq1	5.000000000000e-01	6.071845000000e-02	1.185901000000e-01	1.249101000000e+01	False	2.888149999999e+09	False	outer	1	450	1.129379539128e+00	6.294647750878e-02	9.276353290539e-02	1.379940345664e-02	1.129502350755e-01	9.121618373285e-02	5.080227788596e-02	1.765741575195e-01	9.684373079043e+00	1.695105770235e+09	5.869174974415e-01	1.438342822578e+00	-1.159873641184e+01	2.897508593291e+00	4.620247326472e-01	1.710062863591e+00	2.049215000000e+00	2.653252304239e+00	1.572707810001e+00	7.544689384391e-02	2.136460949994e-01	1.129221588742e-01	6.993005817523e-02
4.449690000000e-01	1.543271000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.043922042847e+01	1.347793000000e+00	0.000000000000e+00	7.556000000000e-01	5.748820000000e+00	2.136758000000e+01	3.730740000000e+00	4.751912000000e+00	3.075063000000e+00	1.127680783077e-10	1.976202247545e+00	7.595787107628e-01	7.526309050109e+00	1.128922756183e+00	-1.080408183991e+01	1.042713379170e+01	-4.925710796360e-01	8.907976370178e+00	1-156137	3	-4.074198829708e+00	3.359766149162e+07	1.906536931775e+03	5.304278112323e+03	3.054756532581e+03	4.513358825369e+03	2	7.074635896671e+00	8439-12704	1.440310821533e+02	6.403750000000e-02	exploration	mq3	1.163990000000e+00	4.198092000000e-01	9.776430000000e-01	1.345621000000e+01	False	2.673829999979e+10	False	inner	0	111	5.410764207078e-01	6.333400940645e-02	3.147492587824e-02	4.593206968589e-03	7.087288096863e-02	1.159093917481e-01	3.253926309985e-02	2.070348091034e-01	3.110550948894e+00	6.481588564512e+09	2.424084016024e-01	1.976202247545e+00	-1.002978336934e+01	3.112564430693e+01	1.493118350178e+00	1.409058989009e+00	2.238965000000e+00	1.369056224798e+00	1.137110411646e+00	3.324788005754e-02	4.314447941768e-01	5.619520856700e-02	6.378172036270e-02
4.449690000000e-01	1.543271000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.043922042847e+01	1.347793000000e+00	0.000000000000e+00	7.556000000000e-01	5.748820000000e+00	2.136758000000e+01	3.730740000000e+00	4.751912000000e+00	3.075063000000e+00	1.127680783077e-10	1.998331408077e+00	7.595787107628e-01	7.526309050109e+00	1.128922756183e+00	-1.080408183991e+01	1.042713379170e+01	-4.925710796360e-01	8.907976370178e+00	1-156137	3	-4.074198829708e+00	3.359766149162e+07	1.906536931775e+03	5.304278112323e+03	3.054756532581e+03	4.513358825369e+03	2	7.074635896671e+00	8439-12704	1.440310821533e+02	6.403750000000e-02	exploration	mq3	1.163990000000e+00	4.198092000000e-01	9.776430000000e-01	1.345621000000e+01	False	2.673829999979e+10	False	outer	1	296	1.137763244799e+00	3.152125783943e-02	6.243465465571e-02	1.756374322145e-03	6.996256605155e-02	1.159093917481e-01	3.253926309985e-02	2.070348091034e-01	6.540796096965e+00	1.509152307502e+10	5.644159529641e-01	1.998331408077e+00	-1.030831833970e+01	1.557593834013e+01	1.192454219291e+00	1.689017110477e+00	2.238965000000e+00	2.735806739775e+00	1.137110411646e+00	4.241565215173e-02	4.314447941768e-01	5.547341856880e-02	7.204060044996e-02
3.312660000000e-01	1.624388000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.637628173828e+01	1.407683000000e+00	0.000000000000e+00	7.068000000000e-01	7.138480000001e+00	2.286075000000e+01	3.562370000000e+00	4.984124000000e+00	2.419850000000e+00	1.616622339398e-11	1.589213744876e+00	8.536057470860e-01	6.588704409976e+00	1.020553523147e+00	-1.081157466139e+01	9.771610260536e+00	-4.895748394360e-01	8.064398766364e+00	1-418006	2	-3.605396509639e+00	3.878862725130e+06	3.432557622363e+03	1.747489794299e+03	9.640306195327e+03	7.634631950986e+02	4	7.261357107769e+00	8445-9102	2.062957916260e+02	2.690940000000e-02	exploration	mq2	1.003060000000e+00	9.120856000000e-02	1.340303000000e-01	1.048464000000e+01	False	5.910310000002e+09	False	inner	0	125	5.328197666887e-01	3.259434913895e-02	1.671502523167e-02	1.426422119014e-02	3.930968926930e-02	5.234020212978e-02	9.395637547530e-02	2.120505066696e-01	3.803523248113e+00	1.333684826515e+09	2.256539549557e-01	1.589213744876e+00	-1.089110913059e+01	1.044193755238e+01	1.018781091601e+00	1.711670737086e+00	2.538415000000e+00	1.386616049735e+00	1.219733386643e+00	1.873315785965e-02	3.901333066786e-01	3.755389391974e-02	5.077694397061e-02
3.312660000000e-01	1.624388000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.637628173828e+01	1.407683000000e+00	0.000000000000e+00	7.068000000000e-01	7.138480000001e+00	2.286075000000e+01	3.562370000000e+00	4.984124000000e+00	2.419850000000e+00	1.616622339398e-11	1.625290345127e+00	8.536057470860e-01	6.588704409976e+00	1.020553523147e+00	-1.081157466139e+01	9.771610260536e+00	-4.895748394360e-01	8.064398766364e+00	1-418006	2	-3.605396509639e+00	3.878862725130e+06	3.432557622363e+03	1.747489794299e+03	9.640306195327e+03	7.634631950986e+02	4	7.261357107769e+00	8445-9102	2.062957916260e+02	2.690940000000e-02	exploration	mq2	1.003060000000e+00	9.120856000000e-02	1.340303000000e-01	1.048464000000e+01	False	5.910310000002e+09	False	outer	1	349	1.134873257564e+00	1.381260823677e-01	7.387173912827e-02	3.912945330191e-02	1.614526636131e-01	5.234020212978e-02	9.395637547530e-02	2.120505066696e-01	8.101270051660e+00	3.354080216040e+09	5.674964961294e-01	1.625290345127e+00	-1.114732296436e+01	5.327097646921e+00	7.264906575752e-01	1.605791011170e+00	2.538415000000e+00	2.717982503819e+00	1.219733386643e+00	9.972807838084e-02	3.901333066786e-01	1.542412650695e-01	1.171574170169e-01
3.994070000000e-01	1.538676000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.629369354248e+01	1.369395000000e+00	0.000000000000e+00	5.957000000000e-01	1.468140000000e+01	1.889122000000e+01	3.655752000000e+00	4.838909000000e+00	2.959552000000e+00	7.307432965575e-12	1.603476701663e+00	1.166767471335e+00	5.930698949963e+00	8.334262843583e-01	-1.082230498693e+01	1.005308997327e+01	-6.243575984139e-01	7.719555030602e+00	1-167564	3	-3.276393779634e+00	8.525089556273e+05	2.929559295166e+03	3.631363348552e+03	4.475825458015e+03	6.632983056996e+02	1	6.650874665028e+00	8453-12705	1.530344848633e+02	2.424700000000e-02	exploration	mq3	1.569110000000e+00	1.701316000000e-01	2.582488000000e-01	6.814379000000e+00	False	1.130029999994e+10	False	inner	0	649	5.070525485304e-01	5.530332211792e-02	1.742974646370e-02	2.015429844132e-02	6.138769619988e-02	1.194544903227e-01	3.428308886553e-02	3.299849960583e-01	7.444241285992e+00	2.787491102824e+09	2.466740797005e-01	1.603476701663e+00	-1.115421758312e+01	5.513275340472e+00	7.414096822782e-01	1.621595220070e+00	2.346975000000e+00	1.231189497247e+00	1.022825995638e+00	2.753587118204e-02	4.885870021811e-01	5.267002946254e-02	6.197146934438e-02
3.994070000000e-01	1.538676000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.629369354248e+01	1.369395000000e+00	0.000000000000e+00	5.957000000000e-01	1.468140000000e+01	1.889122000000e+01	3.655752000000e+00	4.838909000000e+00	2.959552000000e+00	7.307432965575e-12	1.607170372499e+00	1.166767471335e+00	5.930698949963e+00	8.334262843583e-01	-1.082230498693e+01	1.005308997327e+01	-6.243575984139e-01	7.719555030602e+00	1-167564	3	-3.276393779634e+00	8.525089556273e+05	2.929559295166e+03	3.631363348552e+03	4.475825458015e+03	6.632983056996e+02	1	6.650874665028e+00	8453-12705	1.530344848633e+02	2.424700000000e-02	exploration	mq3	1.569110000000e+00	1.701316000000e-01	2.582488000000e-01	6.814379000000e+00	False	1.130029999994e+10	False	outer	1	1211	1.068292514867e+00	9.425126989257e-02	1.169327743758e-01	2.626803763230e-02	1.524683094963e-01	1.194544903227e-01	3.428308886553e-02	3.299849960583e-01	1.568402972777e+01	5.973626254896e+09	5.286254572824e-01	1.607170372499e+00	-1.147046745702e+01	2.639162535713e+00	4.214661375447e-01	1.713697046932e+00	2.346975000000e+00	2.571985091015e+00	1.022825995638e+00	8.751506383119e-02	4.885870021811e-01	1.308162848647e-01	1.104800315785e-01
6.455400000000e-01	1.562523000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.595208740234e+01	1.363890000000e+00	0.000000000000e+00	6.069000000000e-01	3.003020000000e+00	1.726115000000e+01	3.507075000000e+00	3.565146000000e+00	2.116029000000e+00	3.496781623951e-11	1.597670861975e+00	4.775582245935e-01	7.299811867851e+00	1.045622968728e+00	-1.079527612552e+01	9.354575150934e+00	-4.885997094185e-01	8.399458701747e+00	1-167392	1	-3.960950238577e+00	1.994398173907e+07	2.092030296005e+03	2.953721704049e+03	3.439991458424e+03	2.129167463562e+03	0	8.033945946308e+00	8454-3702	1.537586669922e+02	3.789240000000e-02	exploration	mq1	1.471370000000e+00	3.624925000000e-02	1.134411000000e-01	1.110767000000e+01	False	2.262430000000e+09	False	inner	0	46	5.464339312413e-01	4.824082346409e-02	6.359487954074e-02	3.255667542409e-03	7.988795355648e-02	1.842493900685e-01	6.782852444589e-02	1.800679968165e-01	1.640952024196e+00	5.982424869572e+08	2.644247499181e-01	1.597670861975e+00	-1.050910470523e+01	2.467904784010e+01	1.392328399860e+00	1.609135283490e+00	2.319450000000e+00	1.330339981597e+00	1.020208858833e+00	3.651364050958e-02	4.898955705835e-01	4.045297716804e-02	7.594453535006e-02
6.455400000000e-01	1.562523000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.595208740234e+01	1.363890000000e+00	0.000000000000e+00	6.069000000000e-01	3.003020000000e+00	1.726115000000e+01	3.507075000000e+00	3.565146000000e+00	2.116029000000e+00	3.496781623951e-11	1.600853935802e+00	4.775582245935e-01	7.299811867851e+00	1.045622968728e+00	-1.079527612552e+01	9.354575150934e+00	-4.885997094185e-01	8.399458701747e+00	1-167392	1	-3.960950238577e+00	1.994398173907e+07	2.092030296005e+03	2.953721704049e+03	3.439991458424e+03	2.129167463562e+03	0	8.033945946308e+00	8454-3702	1.537586669922e+02	3.789240000000e-02	exploration	mq1	1.471370000000e+00	3.624925000000e-02	1.134411000000e-01	1.110767000000e+01	False	2.262430000000e+09	False	outer	1	110	1.128639721698e+00	9.046619719270e-02	3.255315784207e-02	1.493876544147e-02	9.729854897641e-02	1.842493900685e-01	6.782852444589e-02	1.800679968165e-01	3.389327657055e+00	1.253894716498e+09	5.542247567870e-01	1.600853935802e+00	-1.081775622911e+01	1.203632212552e+01	1.080493802154e+00	1.452533627665e+00	2.319450000000e+00	2.727704003519e+00	1.020208858833e+00	5.712333320847e-02	4.898955705835e-01	4.926920524311e-02	9.498952853280e-02
4.416970000000e-01	1.873561000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.022346115112e+01	1.649517000000e+00	0.000000000000e+00	7.716000000000e-01	6.949230000000e+00	5.730337000000e+00	3.059895000000e+00	2.219380000000e+00	-2.019400000000e+00	9.863296442396e-11	1.985721057992e+00	8.419366858452e-01	7.385786981472e+00	8.346350638004e-01	-1.143757825784e+01	1.053368564831e+01	-6.898859915806e-01	8.849812276622e+00	1-254146	3	-4.003937795388e+00	2.431011321861e+07	1.046796565101e+04	3.497183788167e+03	1.349853602030e+04	3.458756959304e+03	0	6.897823005743e+00	8455-12702	1.551072845459e+02	6.752680000000e-02	exploration	mq3	1.149550000000e+00	1.247692000000e-01	2.265529000000e-01	6.833372000000e+00	False	3.417319999983e+10	False	inner	0	160	5.296846686837e-01	6.696677007266e-02	2.787380821654e-02	2.101091062234e-02	7.551791736825e-02	3.143206025269e-01	1.028160564853e-01	2.291939240878e-01	3.680900590157e+00	8.013751108013e+09	2.345039711836e-01	1.985721057992e+00	-1.008386251788e+01	2.688564074796e+01	1.429520391194e+00	1.603320942337e+00	3.747585000000e+00	1.348212063832e+00	1.155820311907e+00	3.538855519107e-02	4.220898440463e-01	6.023125688635e-02	7.367475137430e-02
4.416970000000e-01	1.873561000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.022346115112e+01	1.649517000000e+00	0.000000000000e+00	7.716000000000e-01	6.949230000000e+00	5.730337000000e+00	3.059895000000e+00	2.219380000000e+00	-2.019400000000e+00	9.863296442396e-11	2.010957964329e+00	8.419366858452e-01	7.385786981472e+00	8.346350638004e-01	-1.143757825784e+01	1.053368564831e+01	-6.898859915806e-01	8.849812276622e+00	1-254146	3	-4.003937795388e+00	2.431011321861e+07	1.046796565101e+04	3.497183788167e+03	1.349853602030e+04	3.458756959304e+03	0	6.897823005743e+00	8455-12702	1.551072845459e+02	6.752680000000e-02	exploration	mq3	1.149550000000e+00	1.247692000000e-01	2.265529000000e-01	6.833372000000e+00	False	3.417319999983e+10	False	outer	1	424	1.116710485200e+00	1.556131620894e-01	7.621456342709e-02	3.372604392072e-02	1.765263774409e-01	3.143206025269e-01	1.028160564853e-01	2.291939240878e-01	7.760278005066e+00	1.897723142175e+10	5.553249745954e-01	2.010957964329e+00	-1.035731189632e+01	1.351556191628e+01	1.130834106422e+00	1.541007764917e+00	3.747585000000e+00	2.681911815786e+00	1.155820311907e+00	1.066472202092e-01	4.220898440463e-01	1.407931515777e-01	1.278974933507e-01
