source,concept_id,candidate_status,lane,galaxies,clusters,groups,lensing,physical_time_dilation_derived,light_propagation_derived,redshift_closure_derived,capture_or_dissipation_derived,tensor_or_quantum_gravity_derived
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A05-D20,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D08,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D09,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D10,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D11,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D12,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D14,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D15,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D16,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D17,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D18,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D19,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A06-D20,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D08,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D09,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D10,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D11,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D12,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D14,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D15,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D16,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D17,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D18,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D19,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A07-D20,REGISTERED_THEORY_ONLY,CORE,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D08,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D09,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D10,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D11,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D12,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D14,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D15,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D16,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D17,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D18,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D19,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A08-D20,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D08,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D09,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D10,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D11,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D12,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D14,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D15,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D16,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D17,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D18,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D19,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A09-D20,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D08,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D09,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D10,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D11,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D12,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D14,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D15,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D16,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D17,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D18,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
CAMPAIGN_BLOCKED_IDEA_LEDGER,TW2-A10-D19,REGISTERED_THEORY_ONLY,RIVALS_CONTROLS,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,THEORY_ONLY,false,false,false,false,false
