domain,concept_id,lane,architecture_id,driver_ids,lay_mechanism,planned_cells,valid_cells,invalid_cells,best_cell_id,best_strongest_worst_fractional_improvement,strict_domain_survivors,rar_conditional_cells,rar_robust_cells,baryon_robust_cells,dominant_category
CLUSTERS,TW2-A10-D07,RIVALS_CONTROLS,A10_DENSITY_SCREEN,D07_TIDE,The value_screen template lets source-side baryonic_tidal_invariant alter an effective matter field.,4,4,0,TW2-A10-D07-C004,-44.9761700131,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A10-D13,RIVALS_CONTROLS,A10_DENSITY_SCREEN,D13_GASF,The value_screen template lets source-side baryonic_gas_fraction alter an effective matter field.,4,4,0,TW2-A10-D13-C004,-50.5431348444,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A11-D01,RIVALS_CONTROLS,A11_DERIV_SCREEN,D01_ACC,The derivative_screen template lets source-side baryonic_acceleration alter an effective matter field.,4,2,2,TW2-A11-D01-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A11-D02,RIVALS_CONTROLS,A11_DERIV_SCREEN,D02_POT,The derivative_screen template lets source-side baryonic_potential_depth alter an effective matter field.,4,2,2,TW2-A11-D02-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A11-D03,RIVALS_CONTROLS,A11_DERIV_SCREEN,D03_RAD,The derivative_screen template lets source-side source_radius alter an effective matter field.,4,2,2,TW2-A11-D03-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A11-D04,RIVALS_CONTROLS,A11_DERIV_SCREEN,D04_RHO,The derivative_screen template lets source-side volume_mass_density alter an effective matter field.,4,2,2,TW2-A11-D04-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A11-D05,RIVALS_CONTROLS,A11_DERIV_SCREEN,D05_SIG,The derivative_screen template lets source-side surface_mass_density alter an effective matter field.,4,2,2,TW2-A11-D05-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A11-D06,RIVALS_CONTROLS,A11_DERIV_SCREEN,D06_SLOPE,The derivative_screen template lets source-side source_log_slope alter an effective matter field.,4,2,2,TW2-A11-D06-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A11-D07,RIVALS_CONTROLS,A11_DERIV_SCREEN,D07_TIDE,The derivative_screen template lets source-side baryonic_tidal_invariant alter an effective matter field.,4,2,2,TW2-A11-D07-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A11-D13,RIVALS_CONTROLS,A11_DERIV_SCREEN,D13_GASF,The derivative_screen template lets source-side baryonic_gas_fraction alter an effective matter field.,4,2,2,TW2-A11-D13-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A12-D01,ORTHOGONAL,A12_MASSIVE,D01_ACC,The finite_range_field template lets source-side baryonic_acceleration alter an effective matter field.,4,4,0,TW2-A12-D01-C003,-53.4581981801,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A12-D02,ORTHOGONAL,A12_MASSIVE,D02_POT,The finite_range_field template lets source-side baryonic_potential_depth alter an effective matter field.,4,4,0,TW2-A12-D02-C003,-52.9631765996,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A12-D03,ORTHOGONAL,A12_MASSIVE,D03_RAD,The finite_range_field template lets source-side source_radius alter an effective matter field.,4,4,0,TW2-A12-D03-C003,-50.9300554813,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A12-D04,ORTHOGONAL,A12_MASSIVE,D04_RHO,The finite_range_field template lets source-side volume_mass_density alter an effective matter field.,4,4,0,TW2-A12-D04-C003,-53.7952685414,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A12-D05,ORTHOGONAL,A12_MASSIVE,D05_SIG,The finite_range_field template lets source-side surface_mass_density alter an effective matter field.,4,4,0,TW2-A12-D05-C003,-53.6436637102,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A12-D06,ORTHOGONAL,A12_MASSIVE,D06_SLOPE,The finite_range_field template lets source-side source_log_slope alter an effective matter field.,4,4,0,TW2-A12-D06-C003,-52.8393140232,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A12-D07,ORTHOGONAL,A12_MASSIVE,D07_TIDE,The finite_range_field template lets source-side baryonic_tidal_invariant alter an effective matter field.,4,4,0,TW2-A12-D07-C003,-53.8062569835,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A12-D13,ORTHOGONAL,A12_MASSIVE,D13_GASF,The finite_range_field template lets source-side baryonic_gas_fraction alter an effective matter field.,4,4,0,TW2-A12-D13-C003,-51.7699657903,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A13-D01,ORTHOGONAL,A13_MIXED_MODE,D01_ACC,The mixed_local_nonlocal_modes template lets source-side baryonic_acceleration alter an effective matter field.,4,4,0,TW2-A13-D01-C004,-52.1328408799,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A13-D02,ORTHOGONAL,A13_MIXED_MODE,D02_POT,The mixed_local_nonlocal_modes template lets source-side baryonic_potential_depth alter an effective matter field.,4,4,0,TW2-A13-D02-C004,-49.9604118476,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A13-D03,ORTHOGONAL,A13_MIXED_MODE,D03_RAD,The mixed_local_nonlocal_modes template lets source-side source_radius alter an effective matter field.,4,4,0,TW2-A13-D03-C004,-41.9196525227,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A13-D04,ORTHOGONAL,A13_MIXED_MODE,D04_RHO,The mixed_local_nonlocal_modes template lets source-side volume_mass_density alter an effective matter field.,4,4,0,TW2-A13-D04-C004,-53.7361721281,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A13-D05,ORTHOGONAL,A13_MIXED_MODE,D05_SIG,The mixed_local_nonlocal_modes template lets source-side surface_mass_density alter an effective matter field.,4,4,0,TW2-A13-D05-C004,-52.9932234967,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A13-D06,ORTHOGONAL,A13_MIXED_MODE,D06_SLOPE,The mixed_local_nonlocal_modes template lets source-side source_log_slope alter an effective matter field.,4,4,0,TW2-A13-D06-C004,-49.479341504,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A13-D07,ORTHOGONAL,A13_MIXED_MODE,D07_TIDE,The mixed_local_nonlocal_modes template lets source-side baryonic_tidal_invariant alter an effective matter field.,4,4,0,TW2-A13-D07-C004,-53.7718302397,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A13-D13,ORTHOGONAL,A13_MIXED_MODE,D13_GASF,The mixed_local_nonlocal_modes template lets source-side baryonic_gas_fraction alter an effective matter field.,4,4,0,TW2-A13-D13-C004,-45.0160988445,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A14-D01,ORTHOGONAL,A14_PHASE,D01_ACC,The spatial_phase template lets source-side baryonic_acceleration alter an effective matter field.,4,4,0,TW2-A14-D01-C003,-53.6431486038,0,0,0,1,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A14-D02,ORTHOGONAL,A14_PHASE,D02_POT,The spatial_phase template lets source-side baryonic_potential_depth alter an effective matter field.,4,4,0,TW2-A14-D02-C003,-53.3863361768,0,0,0,1,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A14-D03,ORTHOGONAL,A14_PHASE,D03_RAD,The spatial_phase template lets source-side source_radius alter an effective matter field.,4,4,0,TW2-A14-D03-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A14-D04,ORTHOGONAL,A14_PHASE,D04_RHO,The spatial_phase template lets source-side volume_mass_density alter an effective matter field.,4,4,0,TW2-A14-D04-C003,-53.7881327197,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A14-D05,ORTHOGONAL,A14_PHASE,D05_SIG,The spatial_phase template lets source-side surface_mass_density alter an effective matter field.,4,4,0,TW2-A14-D05-C003,-53.7284501149,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A14-D06,ORTHOGONAL,A14_PHASE,D06_SLOPE,The spatial_phase template lets source-side source_log_slope alter an effective matter field.,4,4,0,TW2-A14-D06-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A14-D07,ORTHOGONAL,A14_PHASE,D07_TIDE,The spatial_phase template lets source-side baryonic_tidal_invariant alter an effective matter field.,4,4,0,TW2-A14-D07-C003,-53.7981077964,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A14-D13,ORTHOGONAL,A14_PHASE,D13_GASF,The spatial_phase template lets source-side baryonic_gas_fraction alter an effective matter field.,4,4,0,TW2-A14-D13-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A19-D01,ORTHOGONAL,A19_FEEDBACK,D01_ACC,The bounded_feedback template lets source-side baryonic_acceleration alter an effective matter field.,4,4,0,TW2-A19-D01-C004,-51.4673940451,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A19-D02,ORTHOGONAL,A19_FEEDBACK,D02_POT,The bounded_feedback template lets source-side baryonic_potential_depth alter an effective matter field.,4,4,0,TW2-A19-D02-C004,-49.0670892699,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A19-D03,ORTHOGONAL,A19_FEEDBACK,D03_RAD,The bounded_feedback template lets source-side source_radius alter an effective matter field.,4,4,0,TW2-A19-D03-C004,-44.9476221339,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A19-D04,ORTHOGONAL,A19_FEEDBACK,D04_RHO,The bounded_feedback template lets source-side volume_mass_density alter an effective matter field.,4,4,0,TW2-A19-D04-C004,-53.7328142566,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A19-D05,ORTHOGONAL,A19_FEEDBACK,D05_SIG,The bounded_feedback template lets source-side surface_mass_density alter an effective matter field.,4,4,0,TW2-A19-D05-C004,-52.6289079182,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A19-D06,ORTHOGONAL,A19_FEEDBACK,D06_SLOPE,The bounded_feedback template lets source-side source_log_slope alter an effective matter field.,4,4,0,TW2-A19-D06-C004,-49.5267645937,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A19-D07,ORTHOGONAL,A19_FEEDBACK,D07_TIDE,The bounded_feedback template lets source-side baryonic_tidal_invariant alter an effective matter field.,4,4,0,TW2-A19-D07-C004,-53.7642877048,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,TW2-A19-D13,ORTHOGONAL,A19_FEEDBACK,D13_GASF,The bounded_feedback template lets source-side baryonic_gas_fraction alter an effective matter field.,4,4,0,TW2-A19-D13-C004,-45.8887176286,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,X01,ADJACENT,A02_CLOCK,D01_ACC+D06_SLOPE,"The source_clock_rate template lets source-side baryonic_acceleration, source_log_slope alter an effective matter field.",2,2,0,X01-C002,-52.9801152809,0,0,0,1,NO_BASELINE_ADVANCE
CLUSTERS,X05,ADJACENT,A01_LAPSE,D02_POT+D06_SLOPE,"The local_lapse template lets source-side baryonic_potential_depth, source_log_slope alter an effective matter field.",2,2,0,X05-C002,-53.8146818484,0,0,0,1,NO_BASELINE_ADVANCE
CLUSTERS,X10,ADJACENT,A11_DERIV_SCREEN,D01_ACC+D07_TIDE,"The derivative_screen template lets source-side baryonic_acceleration, baryonic_tidal_invariant alter an effective matter field.",4,2,2,X10-C001,-53.8180914193,0,0,0,0,NO_BASELINE_ADVANCE
CLUSTERS,X13,WILDCARD,A08_PERMITTIVITY,D02_POT+D13_GASF,"The source_permittivity template lets source-side baryonic_potential_depth, baryonic_gas_fraction alter an effective matter field.",2,2,0,X13-C002,-48.1186643164,0,0,0,1,NO_BASELINE_ADVANCE
CLUSTERS,X17,WILDCARD,A12_MASSIVE,D04_RHO+D03_RAD,"The finite_range_field template lets source-side volume_mass_density, source_radius alter an effective matter field.",4,4,0,X17-C003,-53.806676923,0,0,0,2,NO_BASELINE_ADVANCE
CLUSTERS,X18,WILDCARD,A13_MIXED_MODE,D01_ACC+D02_POT,"The mixed_local_nonlocal_modes template lets source-side baryonic_acceleration, baryonic_potential_depth alter an effective matter field.",4,4,0,X18-C004,-51.0248672818,0,0,0,2,NO_BASELINE_ADVANCE
GALAXIES,GP01-L,CORE,GP01,GP01,GP01 local or elliptic gain branch; see the bound GP01 package.,3,3,0,GP01L-n1,-16.236788958,0,1,0,3,ROBUST_OVER_BARYON_ONLY
GALAXIES,TW2-A01-D01,CORE,A01_LAPSE,D01_ACC,The local_lapse template lets source-side baryonic_acceleration alter an effective matter field.,2,2,0,TW2-A01-D01-C002,-134.527468921,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A01-D03,CORE,A01_LAPSE,D03_RAD,The local_lapse template lets source-side source_radius alter an effective matter field.,2,2,0,TW2-A01-D03-C002,-109.327716837,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A01-D06,CORE,A01_LAPSE,D06_SLOPE,The local_lapse template lets source-side source_log_slope alter an effective matter field.,2,2,0,TW2-A01-D06-C002,-117.895014994,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A01-D13,CORE,A01_LAPSE,D13_GASF,The local_lapse template lets source-side baryonic_gas_fraction alter an effective matter field.,2,2,0,TW2-A01-D13-C002,-133.868945366,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A02-D01,CORE,A02_CLOCK,D01_ACC,The source_clock_rate template lets source-side baryonic_acceleration alter an effective matter field.,2,2,0,TW2-A02-D01-C002,-134.527468921,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A02-D03,CORE,A02_CLOCK,D03_RAD,The source_clock_rate template lets source-side source_radius alter an effective matter field.,2,2,0,TW2-A02-D03-C002,-109.327716837,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A02-D06,CORE,A02_CLOCK,D06_SLOPE,The source_clock_rate template lets source-side source_log_slope alter an effective matter field.,2,2,0,TW2-A02-D06-C002,-117.895014994,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A02-D13,CORE,A02_CLOCK,D13_GASF,The source_clock_rate template lets source-side baryonic_gas_fraction alter an effective matter field.,2,2,0,TW2-A02-D13-C002,-133.868945366,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A03-D01,CORE,A03_CONFORMAL,D01_ACC,The conformal_response template lets source-side baryonic_acceleration alter an effective matter field.,2,2,0,TW2-A03-D01-C002,-134.930886456,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A03-D03,CORE,A03_CONFORMAL,D03_RAD,The conformal_response template lets source-side source_radius alter an effective matter field.,2,2,0,TW2-A03-D03-C002,-112.776872378,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A03-D06,CORE,A03_CONFORMAL,D06_SLOPE,The conformal_response template lets source-side source_log_slope alter an effective matter field.,2,2,0,TW2-A03-D06-C002,-120.284080017,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A03-D13,CORE,A03_CONFORMAL,D13_GASF,The conformal_response template lets source-side baryonic_gas_fraction alter an effective matter field.,2,2,0,TW2-A03-D13-C002,-134.339416198,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A04-D01,CORE,A04_DISFORMAL,D01_ACC,The disformal_gradient_response template lets source-side baryonic_acceleration alter an effective matter field.,2,2,0,TW2-A04-D01-C002,-139.784602439,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A04-D03,CORE,A04_DISFORMAL,D03_RAD,The disformal_gradient_response template lets source-side source_radius alter an effective matter field.,2,2,0,TW2-A04-D03-C002,-126.700311691,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A04-D06,CORE,A04_DISFORMAL,D06_SLOPE,The disformal_gradient_response template lets source-side source_log_slope alter an effective matter field.,2,2,0,TW2-A04-D06-C002,-130.573344848,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A04-D13,CORE,A04_DISFORMAL,D13_GASF,The disformal_gradient_response template lets source-side baryonic_gas_fraction alter an effective matter field.,2,2,0,TW2-A04-D13-C002,-139.688518277,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A05-D01,CORE,A05_SLIP,D01_ACC,The two_potential_slip template lets source-side baryonic_acceleration alter an effective matter field.,2,2,0,TW2-A05-D01-C002,-138.554939387,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A05-D03,CORE,A05_SLIP,D03_RAD,The two_potential_slip template lets source-side source_radius alter an effective matter field.,2,2,0,TW2-A05-D03-C002,-126.690396191,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A05-D06,CORE,A05_SLIP,D06_SLOPE,The two_potential_slip template lets source-side source_log_slope alter an effective matter field.,2,2,0,TW2-A05-D06-C002,-130.766897381,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A05-D13,CORE,A05_SLIP,D13_GASF,The two_potential_slip template lets source-side baryonic_gas_fraction alter an effective matter field.,2,2,0,TW2-A05-D13-C002,-138.422123326,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A06-D01,CORE,A06_SPATIAL_KERNEL,D01_ACC,The spatial_kernel template lets source-side baryonic_acceleration alter an effective matter field.,4,4,0,TW2-A06-D01-C004,-134.013983949,0,0,0,2,NO_BASELINE_ADVANCE
GALAXIES,TW2-A06-D03,CORE,A06_SPATIAL_KERNEL,D03_RAD,The spatial_kernel template lets source-side source_radius alter an effective matter field.,4,4,0,TW2-A06-D03-C003,-109.575346083,0,0,0,2,NO_BASELINE_ADVANCE
GALAXIES,TW2-A06-D06,CORE,A06_SPATIAL_KERNEL,D06_SLOPE,The spatial_kernel template lets source-side source_log_slope alter an effective matter field.,4,4,0,TW2-A06-D06-C003,-118.459791061,0,0,0,2,NO_BASELINE_ADVANCE
GALAXIES,TW2-A06-D13,CORE,A06_SPATIAL_KERNEL,D13_GASF,The spatial_kernel template lets source-side baryonic_gas_fraction alter an effective matter field.,4,4,0,TW2-A06-D13-C003,-134.044739837,0,0,0,2,NO_BASELINE_ADVANCE
GALAXIES,TW2-A07-D01,CORE,A07_BOUNDARY,D01_ACC,The outer_boundary_accumulation template lets source-side baryonic_acceleration alter an effective matter field.,2,2,0,TW2-A07-D01-C002,-140.322953365,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A07-D03,CORE,A07_BOUNDARY,D03_RAD,The outer_boundary_accumulation template lets source-side source_radius alter an effective matter field.,2,2,0,TW2-A07-D03-C002,-126.391667961,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A07-D06,CORE,A07_BOUNDARY,D06_SLOPE,The outer_boundary_accumulation template lets source-side source_log_slope alter an effective matter field.,2,2,0,TW2-A07-D06-C002,-128.828682486,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A07-D13,CORE,A07_BOUNDARY,D13_GASF,The outer_boundary_accumulation template lets source-side baryonic_gas_fraction alter an effective matter field.,2,2,0,TW2-A07-D13-C002,-137.442304343,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A08-D01,RIVALS_CONTROLS,A08_PERMITTIVITY,D01_ACC,The source_permittivity template lets source-side baryonic_acceleration alter an effective matter field.,2,2,0,TW2-A08-D01-C002,-134.527468921,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A08-D03,RIVALS_CONTROLS,A08_PERMITTIVITY,D03_RAD,The source_permittivity template lets source-side source_radius alter an effective matter field.,2,2,0,TW2-A08-D03-C002,-109.327716837,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A08-D06,RIVALS_CONTROLS,A08_PERMITTIVITY,D06_SLOPE,The source_permittivity template lets source-side source_log_slope alter an effective matter field.,2,2,0,TW2-A08-D06-C002,-117.895014994,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A08-D13,RIVALS_CONTROLS,A08_PERMITTIVITY,D13_GASF,The source_permittivity template lets source-side baryonic_gas_fraction alter an effective matter field.,2,2,0,TW2-A08-D13-C002,-133.868945366,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A09-D01,RIVALS_CONTROLS,A09_ENTROPIC,D01_ACC,The entropic_response template lets source-side baryonic_acceleration alter an effective matter field.,2,2,0,TW2-A09-D01-C002,-137.073633864,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A09-D03,RIVALS_CONTROLS,A09_ENTROPIC,D03_RAD,The entropic_response template lets source-side source_radius alter an effective matter field.,2,2,0,TW2-A09-D03-C002,-126.654786655,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A09-D06,RIVALS_CONTROLS,A09_ENTROPIC,D06_SLOPE,The entropic_response template lets source-side source_log_slope alter an effective matter field.,2,2,0,TW2-A09-D06-C002,-129.967699565,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A09-D13,RIVALS_CONTROLS,A09_ENTROPIC,D13_GASF,The entropic_response template lets source-side baryonic_gas_fraction alter an effective matter field.,2,2,0,TW2-A09-D13-C002,-136.751833649,0,0,0,1,NO_BASELINE_ADVANCE
GALAXIES,TW2-A10-D01,RIVALS_CONTROLS,A10_DENSITY_SCREEN,D01_ACC,The value_screen template lets source-side baryonic_acceleration alter an effective matter field.,4,4,0,TW2-A10-D01-C004,-117.883697449,0,0,0,2,NO_BASELINE_ADVANCE
GALAXIES,TW2-A10-D03,RIVALS_CONTROLS,A10_DENSITY_SCREEN,D03_RAD,The value_screen template lets source-side source_radius alter an effective matter field.,4,4,0,TW2-A10-D03-C004,-135.905968471,0,0,0,2,NO_BASELINE_ADVANCE
