domain,anonymous_formula_id,concept_id,cell_id,lane,architecture_id,driver_ids,entry_kind,lay_mechanism,valid,source_gate_failure_count,category,strict_domain_pass,support_count,statistical_gate_pass_count,robust_loss,strongest_worst_fractional_improvement,strongest_best_fractional_improvement,baryon_outcome,baryon_worst_fractional_improvement,baryon_best_fractional_improvement,baryon_winning_scenarios,rar_outcome,rar_worst_fractional_improvement,rar_best_fractional_improvement,rar_winning_scenarios,mond_n1_outcome,mond_n1_worst_fractional_improvement,mond_n1_best_fractional_improvement,mond_n1_winning_scenarios,clock_outcome,clock_worst_fractional_improvement,clock_best_fractional_improvement,clock_winning_scenarios,nfw_outcome,nfw_worst_fractional_improvement,nfw_best_fractional_improvement,nfw_winning_scenarios,einasto_outcome,einasto_worst_fractional_improvement,einasto_best_fractional_improvement,einasto_winning_scenarios,previous_cross_scale_outcome,previous_cross_scale_worst_fractional_improvement,previous_cross_scale_best_fractional_improvement,previous_cross_scale_winning_scenarios
GALAXIES,F0028,TW2-A02-D01,TW2-A02-D01-C001,CORE,A02_CLOCK,D01_ACC,ATOMIC,The source_clock_rate template lets source-side baryonic_acceleration alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0028,TW2-A02-D01,TW2-A02-D01-C002,CORE,A02_CLOCK,D01_ACC,ATOMIC,The source_clock_rate template lets source-side baryonic_acceleration alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,420.586706307,-134.527468921,-54.0917002709,ROBUST_2PCT_WIN,0.0515853863563,0.0588451487966,3,LOSS_ALL_SCENARIOS,-9.61289022345,-7.40231460719,0,LOSS_ALL_SCENARIOS,-8.26758820173,-6.86268656254,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-134.527468921,-54.0917002709,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0030,TW2-A02-D03,TW2-A02-D03-C001,CORE,A02_CLOCK,D03_RAD,ATOMIC,The source_clock_rate template lets source-side source_radius alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0030,TW2-A02-D03,TW2-A02-D03-C002,CORE,A02_CLOCK,D03_RAD,ATOMIC,The source_clock_rate template lets source-side source_radius alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,342.383513897,-109.327716837,-42.127646281,ROBUST_2PCT_WIN,0.232312086728,0.257548963205,3,LOSS_ALL_SCENARIOS,-7.44863809351,-5.5776160572,0,LOSS_ALL_SCENARIOS,-6.37767913052,-5.40071170483,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-109.327716837,-42.127646281,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0033,TW2-A02-D06,TW2-A02-D06-C001,CORE,A02_CLOCK,D06_SLOPE,ATOMIC,The source_clock_rate template lets source-side source_log_slope alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0033,TW2-A02-D06,TW2-A02-D06-C002,CORE,A02_CLOCK,D06_SLOPE,ATOMIC,The source_clock_rate template lets source-side source_log_slope alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,1,0,368.97068285,-117.895014994,-45.3742044272,ROBUST_2PCT_WIN,0.172698678299,0.201658816871,3,LOSS_ALL_SCENARIOS,-8.11340006689,-6.07276510508,0,LOSS_ALL_SCENARIOS,-6.95817512094,-5.89774732894,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-117.895014994,-45.3742044272,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0040,TW2-A02-D13,TW2-A02-D13-C001,CORE,A02_CLOCK,D13_GASF,ATOMIC,The source_clock_rate template lets source-side baryonic_gas_fraction alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0040,TW2-A02-D13,TW2-A02-D13-C002,CORE,A02_CLOCK,D13_GASF,ATOMIC,The source_clock_rate template lets source-side baryonic_gas_fraction alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,418.543089207,-133.868945366,-53.0536176956,ROBUST_2PCT_WIN,0.0615480660546,0.0694561850396,3,LOSS_ALL_SCENARIOS,-9.53594309573,-7.24399136896,0,LOSS_ALL_SCENARIOS,-8.20039497933,-6.82448202476,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-133.868945366,-53.0536176956,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0048,TW2-A03-D01,TW2-A03-D01-C001,CORE,A03_CONFORMAL,D01_ACC,ATOMIC,The conformal_response template lets source-side baryonic_acceleration alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0048,TW2-A03-D01,TW2-A03-D01-C002,CORE,A03_CONFORMAL,D01_ACC,ATOMIC,The conformal_response template lets source-side baryonic_acceleration alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,421.838644778,-134.930886456,-54.1147837118,ROBUST_2PCT_WIN,0.0511880003155,0.0566982949361,3,LOSS_ALL_SCENARIOS,-9.63709912416,-7.40583517983,0,LOSS_ALL_SCENARIOS,-8.28872835468,-6.88609101077,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-134.930886456,-54.1147837118,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0050,TW2-A03-D03,TW2-A03-D03-C001,CORE,A03_CONFORMAL,D03_RAD,ATOMIC,The conformal_response template lets source-side source_radius alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0050,TW2-A03-D03,TW2-A03-D03-C002,CORE,A03_CONFORMAL,D03_RAD,ATOMIC,The conformal_response template lets source-side source_radius alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,353.087388028,-112.776872378,-43.5681839545,ROBUST_2PCT_WIN,0.208311997757,0.232749819699,3,LOSS_ALL_SCENARIOS,-7.73227483047,-5.7973197635,0,LOSS_ALL_SCENARIOS,-6.62536175247,-5.60081600208,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-112.776872378,-43.5681839545,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0053,TW2-A03-D06,TW2-A03-D06-C001,CORE,A03_CONFORMAL,D06_SLOPE,ATOMIC,The conformal_response template lets source-side source_log_slope alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0053,TW2-A03-D06,TW2-A03-D06-C002,CORE,A03_CONFORMAL,D06_SLOPE,ATOMIC,The conformal_response template lets source-side source_log_slope alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,1,0,376.384744345,-120.284080017,-46.4367387219,ROBUST_2PCT_WIN,0.156074964927,0.18336707696,3,LOSS_ALL_SCENARIOS,-8.31610932058,-6.23481759903,0,LOSS_ALL_SCENARIOS,-7.13518871934,-6.03635000187,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-120.284080017,-46.4367387219,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0060,TW2-A03-D13,TW2-A03-D13-C001,CORE,A03_CONFORMAL,D13_GASF,ATOMIC,The conformal_response template lets source-side baryonic_gas_fraction alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0060,TW2-A03-D13,TW2-A03-D13-C002,CORE,A03_CONFORMAL,D13_GASF,ATOMIC,The conformal_response template lets source-side baryonic_gas_fraction alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,420.003116308,-134.339416198,-53.2556953665,ROBUST_2PCT_WIN,0.058274412058,0.0659773776095,3,LOSS_ALL_SCENARIOS,-9.57402491699,-7.2748112594,0,LOSS_ALL_SCENARIOS,-8.23364950567,-6.85177659993,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-134.339416198,-53.2556953665,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0068,TW2-A04-D01,TW2-A04-D01-C001,CORE,A04_DISFORMAL,D01_ACC,ATOMIC,The disformal_gradient_response template lets source-side baryonic_acceleration alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0068,TW2-A04-D01,TW2-A04-D01-C002,CORE,A04_DISFORMAL,D01_ACC,ATOMIC,The disformal_gradient_response template lets source-side baryonic_acceleration alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,436.901336018,-139.784602439,-55.9999844093,ROBUST_WIN_UNDER_2PCT,0.0187338941188,0.0214002322212,3,LOSS_ALL_SCENARIOS,-10.035136136,-7.69335669904,0,LOSS_ALL_SCENARIOS,-8.63630974274,-7.16768150859,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-139.784602439,-55.9999844093,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0070,TW2-A04-D03,TW2-A04-D03-C001,CORE,A04_DISFORMAL,D03_RAD,ATOMIC,The disformal_gradient_response template lets source-side source_radius alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0070,TW2-A04-D03,TW2-A04-D03-C002,CORE,A04_DISFORMAL,D03_RAD,ATOMIC,The disformal_gradient_response template lets source-side source_radius alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,396.296440243,-126.700311691,-49.6464185281,ROBUST_2PCT_WIN,0.111429216364,0.128111798609,3,LOSS_ALL_SCENARIOS,-8.89855766119,-6.72434214424,0,LOSS_ALL_SCENARIOS,-7.64380524659,-6.40859054449,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-126.700311691,-49.6464185281,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0073,TW2-A04-D06,TW2-A04-D06-C001,CORE,A04_DISFORMAL,D06_SLOPE,ATOMIC,The disformal_gradient_response template lets source-side source_log_slope alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0073,TW2-A04-D06,TW2-A04-D06-C002,CORE,A04_DISFORMAL,D06_SLOPE,ATOMIC,The disformal_gradient_response template lets source-side source_log_slope alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,1,0,408.315747263,-130.573344848,-51.2085275674,ROBUST_2PCT_WIN,0.0844796806807,0.101219779781,3,LOSS_ALL_SCENARIOS,-9.20863595561,-6.9625873161,0,LOSS_ALL_SCENARIOS,-7.91457766414,-6.63328629064,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-130.573344848,-51.2085275674,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0080,TW2-A04-D13,TW2-A04-D13-C001,CORE,A04_DISFORMAL,D13_GASF,ATOMIC,The disformal_gradient_response template lets source-side baryonic_gas_fraction alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0080,TW2-A04-D13,TW2-A04-D13-C002,CORE,A04_DISFORMAL,D13_GASF,ATOMIC,The disformal_gradient_response template lets source-side baryonic_gas_fraction alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,436.60315498,-139.688518277,-55.7594020686,ROBUST_2PCT_WIN,0.0210540187528,0.0228755671218,3,LOSS_ALL_SCENARIOS,-10.0286056149,-7.65666426614,0,LOSS_ALL_SCENARIOS,-8.63060703787,-7.16210714306,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-139.688518277,-55.7594020686,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0088,TW2-A05-D01,TW2-A05-D01-C001,CORE,A05_SLIP,D01_ACC,ATOMIC,The two_potential_slip template lets source-side baryonic_acceleration alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0088,TW2-A05-D01,TW2-A05-D01-C002,CORE,A05_SLIP,D01_ACC,ATOMIC,The two_potential_slip template lets source-side baryonic_acceleration alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,433.085283542,-138.554939387,-55.371373833,ROBUST_2PCT_WIN,0.0289417448666,0.0311631867344,3,LOSS_ALL_SCENARIOS,-9.92504461989,-7.59748411204,0,LOSS_ALL_SCENARIOS,-8.54017355225,-7.09634205808,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-138.554939387,-55.371373833,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0090,TW2-A05-D03,TW2-A05-D03-C001,CORE,A05_SLIP,D03_RAD,ATOMIC,The two_potential_slip template lets source-side source_radius alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0090,TW2-A05-D03,TW2-A05-D03-C002,CORE,A05_SLIP,D03_RAD,ATOMIC,The two_potential_slip template lets source-side source_radius alter an effective matter field.,true,0,ROBUST_OVER_BARYON_ONLY,false,0,0,396.265669156,-126.690396191,-49.6432501454,ROBUST_2PCT_WIN,0.1114982109,0.12816634295,3,LOSS_ALL_SCENARIOS,-8.89781938029,-6.72385891812,0,LOSS_ALL_SCENARIOS,-7.64316055102,-6.40801529233,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-126.690396191,-49.6432501454,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
GALAXIES,F0093,TW2-A05-D06,TW2-A05-D06-C001,CORE,A05_SLIP,D06_SLOPE,ATOMIC,The two_potential_slip template lets source-side source_log_slope alter an effective matter field.,true,0,NO_BASELINE_ADVANCE,false,0,0,445.993102116,-142.714281454,-57.0882026472,PREDICTION_EQUIVALENT_TIE,0,0,0,LOSS_ALL_SCENARIOS,-10.2764548893,-7.85932638143,0,LOSS_ALL_SCENARIOS,-8.84703865669,-7.33764814343,0,NOT_APPLICABLE,,,0,LOSS_ALL_SCENARIOS,-142.714281454,-57.0882026472,0,NOT_APPLICABLE,,,0,NOT_APPLICABLE,,,0
