case,grid,component,r,theta,z,gx,gy,gz
f4-stars-h0p1,box32,total,1.0,4.1887902047863905,0.4,881.6272090716981,2330.9360565402408,-3101.7393567514187
f4-stars-h0p1,box32,total,1.0,4.71238898038469,0.4,9.555128855318141,2575.872489964297,-3023.246986119293
f4-stars-h0p1,box32,total,1.0,5.235987755982989,0.4,-715.2271484647057,2518.5839886330655,-3321.9157756375794
f4-stars-h0p1,box32,total,1.0,5.759586531581287,0.4,-1406.847980809353,1665.3236725694458,-4277.940686456982
f4-stars-h0p1,box32,total,3.0,0.0,0.0,-1263.0367689012812,-98.12770171487325,0.0
f4-stars-h0p1,box32,total,3.0,0.5235987755982988,0.0,-976.1258537910375,-668.9757289347434,0.0
f4-stars-h0p1,box32,total,3.0,1.0471975511965976,0.0,-577.4958621695787,-960.1291375941246,0.0
f4-stars-h0p1,box32,total,3.0,1.5707963267948966,0.0,-1.2559647548251895,-1045.3195555124125,0.0
f4-stars-h0p1,box32,total,3.0,2.0943951023931953,0.0,581.6786278429121,-1139.3914091427903,0.0
f4-stars-h0p1,box32,total,3.0,2.6179938779914944,0.0,1206.2822690136281,-862.6795562249496,0.0
f4-stars-h0p1,box32,total,3.0,3.141592653589793,0.0,1379.8904209013383,-2.125190008633656,0.0
f4-stars-h0p1,box32,total,3.0,3.665191429188092,0.0,1074.1009981828201,763.637601902639,0.0
f4-stars-h0p1,box32,total,3.0,4.1887902047863905,0.0,519.2083716916457,988.0277838262774,0.0
f4-stars-h0p1,box32,total,3.0,4.71238898038469,0.0,-40.6363470435103,1006.4429682212005,0.0
f4-stars-h0p1,box32,total,3.0,5.235987755982989,0.0,-528.4804907397829,952.3659423696466,0.0
f4-stars-h0p1,box32,total,3.0,5.759586531581287,0.0,-940.0512990524824,597.3503723815392,0.0
f4-stars-h0p1,box32,total,3.0,0.0,0.4,-1169.4160170175317,-30.224013352372722,-444.4647673444548
f4-stars-h0p1,box32,total,3.0,0.5235987755982988,0.4,-946.1902903563932,-612.3856016007785,-400.1246807561075
f4-stars-h0p1,box32,total,3.0,1.0471975511965976,0.4,-536.9677410068039,-920.785573922326,-379.6661503547156
f4-stars-h0p1,box32,total,3.0,1.5707963267948966,0.4,-40.071166434924365,-1096.0375459764366,-417.91989514502137
f4-stars-h0p1,box32,total,3.0,2.0943951023931953,0.4,542.4075580053817,-987.7515074894952,-409.9899340134689
f4-stars-h0p1,box32,total,3.0,2.6179938779914944,0.4,1034.9537270742628,-697.284219431383,-479.16414436715377
f4-stars-h0p1,box32,total,3.0,3.141592653589793,0.4,1232.5376212338545,15.333339644010763,-526.0472620292608
f4-stars-h0p1,box32,total,3.0,3.665191429188092,0.4,940.0458458673073,661.318202233097,-439.64970462389357
f4-stars-h0p1,box32,total,3.0,4.1887902047863905,0.4,471.7780031868852,914.882082729199,-377.7706071986875
f4-stars-h0p1,box32,total,3.0,4.71238898038469,0.4,-2.868970223032482,981.4289272543829,-435.9028176780343
f4-stars-h0p1,box32,total,3.0,5.235987755982989,0.4,-493.3215761718966,922.882698485221,-350.4211951954539
f4-stars-h0p1,box32,total,3.0,5.759586531581287,0.4,-885.160505899276,635.8843956996767,-437.867722282629
f4-stars-h0p1,box32,total,6.0,0.0,0.0,-307.07304093744006,-1.7117971661591045,0.0
f4-stars-h0p1,box32,total,6.0,0.5235987755982988,0.0,-268.55861558307134,-153.84299048751603,0.0
f4-stars-h0p1,box32,total,6.0,1.0471975511965976,0.0,-156.82940411975085,-272.6688914157651,0.0
f4-stars-h0p1,box32,total,6.0,1.5707963267948966,0.0,-1.7298233334825344,-262.0420723473,0.0
f4-stars-h0p1,box32,total,6.0,2.0943951023931953,0.0,158.41912836364273,-273.52525620913104,0.0
f4-stars-h0p1,box32,total,6.0,2.6179938779914944,0.0,273.11889700954146,-161.94232424386237,0.0
f4-stars-h0p1,box32,total,6.0,3.141592653589793,0.0,328.659146492966,4.856768979902235,0.0
f4-stars-h0p1,box32,total,6.0,3.665191429188092,0.0,271.1611873282795,163.65454424879044,0.0
f4-stars-h0p1,box32,total,6.0,4.1887902047863905,0.0,155.7167502817044,268.89419038040757,0.0
f4-stars-h0p1,box32,total,6.0,4.71238898038469,0.0,3.8099363081345077,283.708637663674,0.0
f4-stars-h0p1,box32,total,6.0,5.235987755982989,0.0,-156.69952597991738,264.1243551668575,0.0
f4-stars-h0p1,box32,total,6.0,5.759586531581287,0.0,-264.963055427109,157.21367072384461,0.0
f4-stars-h0p1,box32,total,6.0,0.0,0.4,-305.29045883269896,-1.5483939194969787,-28.41714919662076
f4-stars-h0p1,box32,total,6.0,0.5235987755982988,0.4,-263.9599850999861,-151.75692238480482,-28.75401619345037
f4-stars-h0p1,box32,total,6.0,1.0471975511965976,0.4,-154.0853516410075,-266.7762773195968,-30.35971560548806
f4-stars-h0p1,box32,total,6.0,1.5707963267948966,0.4,-1.8172954173475842,-304.9011251065293,-29.72278630638918
f4-stars-h0p1,box32,total,6.0,2.0943951023931953,0.4,155.56233580117438,-268.9549851446728,-30.509069747888972
f4-stars-h0p1,box32,total,6.0,2.6179938779914944,0.4,268.2768475078778,-159.66178891090843,-29.681712999421478
f4-stars-h0p1,box32,total,6.0,3.141592653589793,0.4,323.04784471757495,3.929983753232725,-34.522411455518146
f4-stars-h0p1,box32,total,6.0,3.665191429188092,0.4,266.1873490603038,161.10806787185896,-30.01167014736885
f4-stars-h0p1,box32,total,6.0,4.1887902047863905,0.4,152.47705699431762,264.3517269808976,-30.75021155927806
f4-stars-h0p1,box32,total,6.0,4.71238898038469,0.4,2.2341182717481405,304.4873435108853,-32.856584227188314
f4-stars-h0p1,box32,total,6.0,5.235987755982989,0.4,-153.26572610242226,259.44575373421867,-30.63203299381625
f4-stars-h0p1,box32,total,6.0,5.759586531581287,0.4,-260.9008904909647,155.343289213667,-28.15375712517032
f4-stars-h0p4,box32,stellar_luminosity,1.0,0.0,0.0,-2571.8206835006927,-2782.010990534013,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,0.5235987755982988,0.0,-1833.1771725864623,-2203.8306272645623,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,1.0471975511965976,0.0,-957.7031382875223,-3594.549305017399,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,1.5707963267948966,0.0,-622.5346565250458,-3199.9376282930643,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,2.0943951023931953,0.0,585.8361943730322,-4704.229076021161,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,2.6179938779914944,0.0,1599.5959190453393,-3258.0535205557885,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,3.141592653589793,0.0,3426.9250428923315,-316.0355251739142,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,3.665191429188092,0.0,2194.7584967594103,4077.610286895275,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,4.1887902047863905,0.0,563.3714691604143,3085.2559263385006,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,4.71238898038469,0.0,-326.19121675719964,3046.6553403124785,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,5.235987755982989,0.0,-587.770779512243,3347.6736925951436,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,5.759586531581287,0.0,-983.2458871060094,4198.822762220775,0.0
f4-stars-h0p4,box32,stellar_luminosity,1.0,0.0,0.4,-2161.759263647108,-1646.0708085024287,-2754.1141056909614
f4-stars-h0p4,box32,stellar_luminosity,1.0,0.5235987755982988,0.4,-1639.5765506108298,-1925.2389557738074,-2010.7626751703804
f4-stars-h0p4,box32,stellar_luminosity,1.0,1.0471975511965976,0.4,-900.4410237325284,-2882.6810435098746,-1502.4301479694045
f4-stars-h0p4,box32,stellar_luminosity,1.0,1.5707963267948966,0.4,-435.83484894045705,-2684.448584657521,-1429.299398218775
f4-stars-h0p4,box32,stellar_luminosity,1.0,2.0943951023931953,0.4,552.6185753414583,-3579.7246753153386,-1886.485902134215
f4-stars-h0p4,box32,stellar_luminosity,1.0,2.6179938779914944,0.4,1480.1474363904256,-2246.6400588884126,-2919.6555791547435
f4-stars-h0p4,box32,stellar_luminosity,1.0,3.141592653589793,0.4,2555.6155690423698,81.92616382936687,-2608.6782968219713
f4-stars-h0p4,box32,stellar_luminosity,1.0,3.665191429188092,0.4,1740.9556127611575,2909.8588251655574,-2451.5468235570706
f4-stars-h0p4,box32,stellar_luminosity,1.0,4.1887902047863905,0.4,622.9654867503039,2737.284720173727,-1438.7829181884688
f4-stars-h0p4,box32,stellar_luminosity,1.0,4.71238898038469,0.4,-118.84064625002394,2761.141865630333,-1342.9006743182138
f4-stars-h0p4,box32,stellar_luminosity,1.0,5.235987755982989,0.4,-571.0116498748301,2942.3768573653197,-1599.4780379761921
f4-stars-h0p4,box32,stellar_luminosity,1.0,5.759586531581287,0.4,-1107.6671734077077,3098.6287596354905,-2571.1230576870767
f4-stars-h0p4,box32,stellar_luminosity,3.0,0.0,0.0,-1126.715539119282,-68.0995714027312,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,0.5235987755982988,0.0,-751.2104331713965,-624.9714356323755,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,1.0471975511965976,0.0,-347.16350363721324,-766.5584261848076,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,1.5707963267948966,0.0,-71.40071405360695,-891.110790098477,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,2.0943951023931953,0.0,386.768778691208,-828.6729912792787,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,2.6179938779914944,0.0,885.0303650950586,-714.691663176251,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,3.141592653589793,0.0,1150.799281481102,44.4774770251325,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,3.665191429188092,0.0,792.5277169821456,649.7361063628476,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,4.1887902047863905,0.0,395.2355154935734,805.3478911503958,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,4.71238898038469,0.0,6.841223257367718,797.6745976866491,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,5.235987755982989,0.0,-330.7785536691174,738.1071747082916,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,5.759586531581287,0.0,-717.9912849627568,584.3855569935615,0.0
f4-stars-h0p4,box32,stellar_luminosity,3.0,0.0,0.4,-1065.8131494046115,-46.44025112563124,-282.1759287467393
f4-stars-h0p4,box32,stellar_luminosity,3.0,0.5235987755982988,0.4,-746.2057254825393,-585.8756408835291,-230.5337316492009
f4-stars-h0p4,box32,stellar_luminosity,3.0,1.0471975511965976,0.4,-371.4727737335307,-758.3095010178882,-199.50764230405827
f4-stars-h0p4,box32,stellar_luminosity,3.0,1.5707963267948966,0.4,-59.19184944004172,-869.5465385716589,-192.89957909391376
f4-stars-h0p4,box32,stellar_luminosity,3.0,2.0943951023931953,0.4,382.7970681969815,-796.6192068010805,-198.05569672782767
f4-stars-h0p4,box32,stellar_luminosity,3.0,2.6179938779914944,0.4,844.8270154389668,-659.7417031249034,-266.0343932471295
f4-stars-h0p4,box32,stellar_luminosity,3.0,3.141592653589793,0.4,1104.5111316137213,39.79143465598638,-350.4717750786559
f4-stars-h0p4,box32,stellar_luminosity,3.0,3.665191429188092,0.4,753.6579529923223,622.7351160843731,-238.6172194518304
f4-stars-h0p4,box32,stellar_luminosity,3.0,4.1887902047863905,0.4,358.2751400295268,764.333836113331,-179.74977552348147
f4-stars-h0p4,box32,stellar_luminosity,3.0,4.71238898038469,0.4,4.91958529555913,760.4135029771538,-207.82746032432217
f4-stars-h0p4,box32,stellar_luminosity,3.0,5.235987755982989,0.4,-329.6738075851469,727.3293429384805,-162.77248867791448
f4-stars-h0p4,box32,stellar_luminosity,3.0,5.759586531581287,0.4,-696.6959635817143,585.1274363491115,-258.8038092140631
f4-stars-h0p4,box32,stellar_luminosity,6.0,0.0,0.0,-273.6343117585905,-0.5108506666745752,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,0.5235987755982988,0.0,-233.06218256603233,-138.60394448982427,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,1.0471975511965976,0.0,-128.22624492135546,-233.86633912760055,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,1.5707963267948966,0.0,-1.3345675663516994,-258.2859519607437,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,2.0943951023931953,0.0,134.76819019703154,-242.5677624444475,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,2.6179938779914944,0.0,240.72968008325324,-145.81045350371332,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,3.141592653589793,0.0,305.3747122864103,12.87386635107493,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,3.665191429188092,0.0,230.11658565432634,145.9445255985246,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,4.1887902047863905,0.0,119.48808976727136,223.77873634772544,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,4.71238898038469,0.0,13.393652261904144,255.58569745128764,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,5.235987755982989,0.0,-124.78115746635352,222.6689012144607,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,5.759586531581287,0.0,-225.91763798538085,142.11103257700884,0.0
f4-stars-h0p4,box32,stellar_luminosity,6.0,0.0,0.4,-271.6520261476078,-0.4756974370343926,-23.931301803236618
f4-stars-h0p4,box32,stellar_luminosity,6.0,0.5235987755982988,0.4,-230.1534115931002,-137.02247697593097,-23.718261448895404
f4-stars-h0p4,box32,stellar_luminosity,6.0,1.0471975511965976,0.4,-126.85830801291955,-230.16793449450307,-23.714588893821833
f4-stars-h0p4,box32,stellar_luminosity,6.0,1.5707963267948966,0.4,-2.172026580841548,-257.3628552606291,-23.30134886835301
f4-stars-h0p4,box32,stellar_luminosity,6.0,2.0943951023931953,0.4,132.19859410747554,-237.40453059584397,-26.256378287628152
f4-stars-h0p4,box32,stellar_luminosity,6.0,2.6179938779914944,0.4,237.4401407516694,-144.24105619914764,-25.476980447365904
f4-stars-h0p4,box32,stellar_luminosity,6.0,3.141592653589793,0.4,298.2654791739821,11.460003121544759,-32.66824093908973
f4-stars-h0p4,box32,stellar_luminosity,6.0,3.665191429188092,0.4,227.25279844698218,144.43112741341,-23.790036675351335
f4-stars-h0p4,box32,stellar_luminosity,6.0,4.1887902047863905,0.4,118.24526316535506,221.56094906675617,-21.444049544419393
f4-stars-h0p4,box32,stellar_luminosity,6.0,4.71238898038469,0.4,11.03588437617317,252.74772745128462,-25.331436849571023
f4-stars-h0p4,box32,stellar_luminosity,6.0,5.235987755982989,0.4,-123.11823677395802,220.094656582109,-22.631332462123464
f4-stars-h0p4,box32,stellar_luminosity,6.0,5.759586531581287,0.4,-223.48526734866334,140.65382216836653,-22.704327706224316
f4-stars-h0p4,box32,atomic_helium,1.0,0.0,0.0,-1.5039217141535246,-52.126955403439204,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,0.5235987755982988,0.0,1.0649161615850782,-54.42771505987807,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,1.0471975511965976,0.0,-49.29374428424328,-177.4555714763839,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,1.5707963267948966,0.0,-28.54583007570153,-70.96161548530534,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,2.0943951023931953,0.0,-132.76072803252356,-76.44962459297797,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,2.6179938779914944,0.0,-2.042298909733958,-46.04177929072751,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,3.141592653589793,0.0,-2.6943616987725107,113.63663037875767,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,3.665191429188092,0.0,31.05601126147809,95.14740490463531,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,4.1887902047863905,0.0,43.728939622752954,23.43641721040284,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,4.71238898038469,0.0,-58.454391135815186,45.77363938748416,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,5.235987755982989,0.0,-12.901052860269802,98.73814916099334,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,5.759586531581287,0.0,-14.982663809904931,133.18305385932752,0.0
f4-stars-h0p4,box32,atomic_helium,1.0,0.0,0.4,-12.705973905465516,-35.22651395469709,-237.82144624226623
f4-stars-h0p4,box32,atomic_helium,1.0,0.5235987755982988,0.4,-8.412595791780655,-61.693039230461444,-187.55034654479934
f4-stars-h0p4,box32,atomic_helium,1.0,1.0471975511965976,0.4,-15.672175827091715,-118.81049051322644,-155.46478354544368
f4-stars-h0p4,box32,atomic_helium,1.0,1.5707963267948966,0.4,-15.252632843284632,-95.07208597038553,-133.31880426696162
f4-stars-h0p4,box32,atomic_helium,1.0,2.0943951023931953,0.4,-27.10177350062895,-96.09241395666412,-192.2581077972902
f4-stars-h0p4,box32,atomic_helium,1.0,2.6179938779914944,0.4,19.9996710805865,-62.69239512976868,-214.33787001600018
f4-stars-h0p4,box32,atomic_helium,1.0,3.141592653589793,0.4,32.17553202779597,45.76967342796199,-237.4365044463128
f4-stars-h0p4,box32,atomic_helium,1.0,3.665191429188092,0.4,41.76192220525495,68.82789961626342,-175.20601913564138
f4-stars-h0p4,box32,atomic_helium,1.0,4.1887902047863905,0.4,35.68658785844175,53.27714565689026,-162.116183828119
f4-stars-h0p4,box32,atomic_helium,1.0,4.71238898038469,0.4,-3.1752468238180493,79.887277409221,-193.25701052817416
f4-stars-h0p4,box32,atomic_helium,1.0,5.235987755982989,0.4,-17.951114143285455,99.07399725961615,-209.78653780562837
f4-stars-h0p4,box32,atomic_helium,1.0,5.759586531581287,0.4,-30.739201486736135,77.3405203255487,-253.05570114156907
f4-stars-h0p4,box32,atomic_helium,3.0,0.0,0.0,-97.96784034369495,-1.3955593848028203,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,0.5235987755982988,0.0,-75.74229598139888,-55.66560456684823,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,1.0471975511965976,0.0,-44.430522812603634,-66.29575085762482,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,1.5707963267948966,0.0,-4.7528564470393295,-81.987540456679,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,2.0943951023931953,0.0,47.116344293017406,-64.57963150933806,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,2.6179938779914944,0.0,75.13619392966362,-58.96862440100977,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,3.141592653589793,0.0,110.6993480583185,-2.9593104788072613,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,3.665191429188092,0.0,110.26970593624591,62.592176219168955,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,4.1887902047863905,0.0,39.26529888352873,63.779475469324225,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,4.71238898038469,0.0,-2.1391698545098827,77.93108942269707,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,5.235987755982989,0.0,-55.62276985046608,40.18230742417731,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,5.759586531581287,0.0,-90.49452803056599,50.37249436460398,0.0
f4-stars-h0p4,box32,atomic_helium,3.0,0.0,0.4,-90.10376404155932,-2.411972645131114,-25.34158595083337
f4-stars-h0p4,box32,atomic_helium,3.0,0.5235987755982988,0.4,-72.34133860651798,-46.86230041555718,-26.881596930984834
f4-stars-h0p4,box32,atomic_helium,3.0,1.0471975511965976,0.4,-38.47535319729726,-62.562996357829,-31.450227776787493
f4-stars-h0p4,box32,atomic_helium,3.0,1.5707963267948966,0.4,0.5788239559502596,-73.8459115590202,-32.70163796531522
f4-stars-h0p4,box32,atomic_helium,3.0,2.0943951023931953,0.4,40.4620358912931,-61.37393243422464,-30.46163815749045
f4-stars-h0p4,box32,atomic_helium,3.0,2.6179938779914944,0.4,67.7790938637713,-50.12500426976145,-27.86234446489225
f4-stars-h0p4,box32,atomic_helium,3.0,3.141592653589793,0.4,98.73906742576347,-5.9476470727240995,-36.051131162755006
f4-stars-h0p4,box32,atomic_helium,3.0,3.665191429188092,0.4,79.32345491889427,50.28528161680234,-46.126495813034445
f4-stars-h0p4,box32,atomic_helium,3.0,4.1887902047863905,0.4,37.194245735375766,60.13795932793201,-32.89832504029559
f4-stars-h0p4,box32,atomic_helium,3.0,4.71238898038469,0.4,-2.621448941231336,69.51700237970026,-41.915544821398235
f4-stars-h0p4,box32,atomic_helium,3.0,5.235987755982989,0.4,-43.6451974211013,57.47244253936705,-40.189930061822274
f4-stars-h0p4,box32,atomic_helium,3.0,5.759586531581287,0.4,-73.51320767182384,40.55451949889797,-35.49748127031578
f4-stars-h0p4,box32,atomic_helium,6.0,0.0,0.0,-23.762125166850087,-1.5000133897763805,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,0.5235987755982988,0.0,-20.25864926491188,-11.323059265224625,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,1.0471975511965976,0.0,-13.778770407480923,-22.46657162527256,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,1.5707963267948966,0.0,-0.3771286608977457,-23.777555428834017,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,2.0943951023931953,0.0,13.351156788581068,-19.500136584650463,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,2.6179938779914944,0.0,18.75201302886425,-11.060789053123324,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,3.141592653589793,0.0,22.37999366110166,-0.9091626864712645,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,3.665191429188092,0.0,21.572627743056707,11.135990041136036,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,4.1887902047863905,0.0,18.96425771782086,23.075841254267726,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,4.71238898038469,0.0,-0.3527524142670363,32.56629044949306,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,5.235987755982989,0.0,-16.661756426250236,23.900496222984223,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,5.759586531581287,0.0,-23.11115696228432,11.500200302196891,0.0
f4-stars-h0p4,box32,atomic_helium,6.0,0.0,0.4,-23.319348077140923,-1.358595363747101,-2.542401109779909
f4-stars-h0p4,box32,atomic_helium,6.0,0.5235987755982988,0.4,-19.824576684855884,-11.179672101798094,-2.264043777938191
f4-stars-h0p4,box32,atomic_helium,6.0,1.0471975511965976,0.4,-12.914774332030916,-21.520544994908015,-3.415754600951611
f4-stars-h0p4,box32,atomic_helium,6.0,1.5707963267948966,0.4,-0.27519084431438606,-23.19278333274478,-2.7011448300100014
f4-stars-h0p4,box32,atomic_helium,6.0,2.0943951023931953,0.4,12.917852172318428,-19.152483026834595,-2.630735142965176
f4-stars-h0p4,box32,atomic_helium,6.0,2.6179938779914944,0.4,18.495872365527678,-10.95191066623013,-1.8822786124374349
f4-stars-h0p4,box32,atomic_helium,6.0,3.141592653589793,0.4,22.241572453578595,-0.9004019785902366,-1.9759600650448819
f4-stars-h0p4,box32,atomic_helium,6.0,3.665191429188092,0.4,21.18096199931062,10.917044247408267,-2.3919880761742256
f4-stars-h0p4,box32,atomic_helium,6.0,4.1887902047863905,0.4,17.930326603742586,22.348618187453674,-4.2357759804551325
f4-stars-h0p4,box32,atomic_helium,6.0,4.71238898038469,0.4,-0.5769673128589781,30.647308516800365,-5.523749719437016
f4-stars-h0p4,box32,atomic_helium,6.0,5.235987755982989,0.4,-15.733925098292064,22.935502857413542,-4.108865738130022
f4-stars-h0p4,box32,atomic_helium,6.0,5.759586531581287,0.4,-22.543338566914045,11.301600881530106,-2.883445508759242
f4-stars-h0p4,box32,co21,1.0,0.0,0.0,16.489601150245612,-159.40576488560177,0.0
f4-stars-h0p4,box32,co21,1.0,0.5235987755982988,0.0,66.65672330401608,-134.11902239705245,0.0
f4-stars-h0p4,box32,co21,1.0,1.0471975511965976,0.0,-27.237822676514437,-179.33897782781136,0.0
f4-stars-h0p4,box32,co21,1.0,1.5707963267948966,0.0,-47.787154478568624,-123.21660902036143,0.0
f4-stars-h0p4,box32,co21,1.0,2.0943951023931953,0.0,-148.57983715273122,-93.10731160339834,0.0
f4-stars-h0p4,box32,co21,1.0,2.6179938779914944,0.0,28.28598520493976,-104.71487420336231,0.0
f4-stars-h0p4,box32,co21,1.0,3.141592653589793,0.0,-202.9798953611519,293.3942243377027,0.0
f4-stars-h0p4,box32,co21,1.0,3.665191429188092,0.0,87.68900014018165,125.09215737200728,0.0
f4-stars-h0p4,box32,co21,1.0,4.1887902047863905,0.0,53.769449193284466,73.48677206211828,0.0
f4-stars-h0p4,box32,co21,1.0,4.71238898038469,0.0,33.09280941089076,116.06781843717533,0.0
f4-stars-h0p4,box32,co21,1.0,5.235987755982989,0.0,23.8698193639719,279.9271720400292,0.0
f4-stars-h0p4,box32,co21,1.0,5.759586531581287,0.0,7.079515600095668,93.08187914951154,0.0
f4-stars-h0p4,box32,co21,1.0,0.0,0.4,-9.894633623563537,-91.37609312838146,-172.46623147888928
f4-stars-h0p4,box32,co21,1.0,0.5235987755982988,0.4,-6.004465363353597,-97.77455448514232,-115.64962228552992
f4-stars-h0p4,box32,co21,1.0,1.0471975511965976,0.4,-26.672403447434974,-110.76232912738195,-84.60395526973893
f4-stars-h0p4,box32,co21,1.0,1.5707963267948966,0.4,-36.562535576910626,-104.6936661867941,-75.42044066793686
f4-stars-h0p4,box32,co21,1.0,2.0943951023931953,0.4,-54.00800147080963,-112.29560239036135,-151.05392567898255
f4-stars-h0p4,box32,co21,1.0,2.6179938779914944,0.4,15.485666625339746,-87.24771592961153,-227.64981955771879
f4-stars-h0p4,box32,co21,1.0,3.141592653589793,0.4,-29.937098774858452,127.44843061748068,-253.4734509399929
f4-stars-h0p4,box32,co21,1.0,3.665191429188092,0.4,55.010369878706726,105.0284714973779,-104.43632462128556
f4-stars-h0p4,box32,co21,1.0,4.1887902047863905,0.4,44.44446504342818,80.25111019826915,-91.68016597744867
f4-stars-h0p4,box32,co21,1.0,4.71238898038469,0.4,26.868229141581566,106.55266489044229,-103.87849522003835
f4-stars-h0p4,box32,co21,1.0,5.235987755982989,0.4,7.409252814808298,163.12112319943884,-171.06138206322424
f4-stars-h0p4,box32,co21,1.0,5.759586531581287,0.4,-18.271952062580226,59.487138403166995,-235.34911470231327
f4-stars-h0p4,box32,co21,3.0,0.0,0.0,-53.07086986106224,-12.08998404578361,0.0
f4-stars-h0p4,box32,co21,3.0,0.5235987755982988,0.0,-28.025676097285228,-37.57343714498726,0.0
f4-stars-h0p4,box32,co21,3.0,1.0471975511965976,0.0,-19.64479615017599,-22.513856886851062,0.0
f4-stars-h0p4,box32,co21,3.0,1.5707963267948966,0.0,16.764079135054065,-33.7714008159343,0.0
f4-stars-h0p4,box32,co21,3.0,2.0943951023931953,0.0,22.090733006350575,-47.42887884353054,0.0
f4-stars-h0p4,box32,co21,3.0,2.6179938779914944,0.0,47.620027324523306,-38.88732189573464,0.0
f4-stars-h0p4,box32,co21,3.0,3.141592653589793,0.0,69.43487529655269,3.8307290183743095,0.0
f4-stars-h0p4,box32,co21,3.0,3.665191429188092,0.0,35.1473625496687,13.581312081519021,0.0
f4-stars-h0p4,box32,co21,3.0,4.1887902047863905,0.0,13.878587954102688,11.979337495015903,0.0
f4-stars-h0p4,box32,co21,3.0,4.71238898038469,0.0,-14.633979687475115,45.016769293855454,0.0
f4-stars-h0p4,box32,co21,3.0,5.235987755982989,0.0,-22.591255437126286,53.09371534440681,0.0
f4-stars-h0p4,box32,co21,3.0,5.759586531581287,0.0,-29.246043557875495,29.603947091921373,0.0
f4-stars-h0p4,box32,co21,3.0,0.0,0.4,-58.96222373916414,-5.1308956633259015,-32.284035299575535
