system,class,class_rank,source,probe,r_kpc,Mb_Msun,g_bar,g_obs,nu_obs,abs_Phi_b,S_shape,e_lg_gbar,e_lg_gobs,sys_lg_Mb,tier,phi_method,baryon_method,gobs_method,assumes
IC4202,field_galaxy,1,SPARC,rotation_curve,4.73,29658236964.207035,1.8481831117776249e-10,2.8513376513639893e-10,1.5427787610403536,70806304196.25272,2.624914990910735,0.11,0.012347588210974805,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,5.5,34465261563.36381,1.5884668208960544e-10,2.5738269116767145e-10,1.620321480951562,66723612639.968994,2.4750738959097305,0.11,0.013963918269807906,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,6.27,38688815633.886734,1.372057466504987e-10,2.5016541883430187e-10,1.823286742293258,63206551622.07776,2.3810675123679506,0.11,0.012831427874414256,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,7.08,44800130954.02947,1.246047838704398e-10,2.4425314076841914e-10,1.9602228195539106,59934706939.33913,2.2017087428228237,0.11,0.013122837591708647,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,7.86,52744445538.52374,1.1902921991037412e-10,2.2769979167883594e-10,1.912973905485459,57002780603.472916,1.9745555787153712,0.11,0.01718697311361805,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,8.66,61608321364.967636,1.1453165592164365e-10,2.2462791783937414e-10,1.9612736411761338,54120006369.59953,1.768332227454894,0.11,0.02127156646056743,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,9.45,70084116030.36693,1.0941526866333303e-10,2.075333327830849e-10,1.896749286625231,51390445751.28812,1.6107275979593554,0.11,0.019666831416269206,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,10.24,77754918964.213,1.0338318506713896e-10,1.8077788456284335e-10,1.7486198016190238,48796767449.98215,1.4937937679318887,0.11,0.025258130955879497,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,11.02,84335715374.86334,9.682116238963667e-11,1.693910046025367e-10,1.749524591750487,46387479789.99066,1.4089589694777322,0.11,0.02591290408689402,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,11.79,90177177714.77919,9.044633574433998e-11,1.5832814849193845e-10,1.7505203189156995,44162768375.16481,1.3421497114634318,0.11,0.017552735310256425,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,12.47,94537290451.96196,8.476024276904051e-11,1.5727265395350057e-10,1.855500277200078,42324622936.239746,1.2977286930825171,0.11,0.027116923748105478,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,13.34,99533056701.42538,7.797899445190929e-11,1.4110022631950389e-10,1.8094645527459619,40140223386.98039,1.2505347937887685,0.11,0.02238148325825057,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,14.11,103524119163.47975,7.249523543600618e-11,1.43549755910895e-10,1.9801267634700057,38352610799.614716,1.2150884974922542,0.11,0.0195258799063702,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,14.59,105816068953.60931,6.930474786743943e-11,1.3008430315765578e-10,1.8769897757433678,37302493128.73001,1.1955535518810783,0.11,0.018304974030632925,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,14.98,107665213034.34505,6.689192982304061e-11,1.2880042441679552e-10,1.9255002024538814,36482988010.43492,1.17992476485177,0.11,0.026378050089369637,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,15.75,110876494227.87285,6.23161074570518e-11,1.2655294566221348e-10,2.030822380063351,34948014786.09775,1.1539608898021627,0.11,0.01779206425861709,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,16.52,113621480230.38805,5.804466446172112e-11,1.2162927162520585e-10,2.0954427552151165,33518145824.034847,1.132810048793046,0.11,0.018208973458112242,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,17.1,115256770733.92776,5.4953603347433675e-11,1.1468947338012584e-10,2.0870237144418633,32506984781.029247,1.121072908371485,0.11,0.02242089398443617,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,17.88,117015611430.36325,5.103060597017241e-11,1.0527276393188936e-10,2.0629338400061665,31231555696.16389,1.1092893221820188,0.11,0.05838647806500147,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,18.65,118479470370.13538,4.749056975793643e-11,1.0601431832156102e-10,2.232323572067575,30061138050.665264,1.0999391413345174,0.11,0.05134169583633584,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,19.62,120216269344.40486,4.3539876063459195e-11,9.044450090357577e-11,2.077279704970985,28698818612.029675,1.0887477803238514,0.11,0.07757909975878599,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,20.78,123331587557.40276,3.982036014587147e-11,9.669468562311843e-11,2.4282725035359487,27206926302.087734,1.065560733618629,0.11,0.034883090915923835,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,22.13,127743642190.68813,3.6366241190597445e-11,8.156278504513934e-11,2.2428159296877657,25620087109.748486,1.0316923924470718,0.11,0.05925543354781657,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,23.0,129957797875.95825,3.425063437803947e-11,8.457729428212958e-11,2.4693643145003508,24672218152.044064,1.0149886724568997,0.11,0.07835026979642339,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,23.58,131310470051.39566,3.292560036248833e-11,8.115554548871939e-11,2.464815966763016,24071093967.55531,1.004772591384837,0.11,0.015012648757149446,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,25.03,132036274079.97572,2.9382822354600884e-11,7.334027250151284e-11,2.4960254537981412,22677182119.962795,0.9992730702606318,0.11,0.028320379660245663,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
IC4202,field_galaxy,1,SPARC,rotation_curve,25.9,131935962451.93625,2.7421146529298792e-11,7.633849562537116e-11,2.7839279274411606,21914719629.999996,1.0,0.11,0.021591644687335758,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,0.25,444215.67067861184,9.909136386576669e-13,2.341463036623554e-12,2.362933504271268,767633957.689558,100.42175765486559,0.11,0.4087477476736488,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,0.41,1786460.1493717723,1.4816566259449077e-12,3.6980927688836166e-12,2.4959175453524565,761530313.9822409,40.62610871691376,0.11,0.25397338122997176,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,0.57,4579057.490002543,1.9649356533894257e-12,5.196254141539694e-12,2.644490740740741,753022255.9591343,21.78883842474347,0.11,0.18171317234445677,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,0.74,10612876.9327926,2.70203914745749e-12,6.625641874324839e-12,2.4520895193392374,740781593.3702297,12.006496009138482,0.11,0.141233977854716,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,0.9,19264206.575384945,3.3157979286961868e-12,8.210334286513441e-12,2.476126248664932,725926309.4062657,7.883361209233436,0.11,0.11504489586841107,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,1.07,32950693.096531194,4.012536046420093e-12,9.275594928900344e-12,2.3116539818192665,706705364.9280725,5.334394353662094,0.11,0.09926731014931468,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,1.24,51646270.60570288,4.682928686778793e-12,1.0142855116455353e-11,2.165921327200956,683898674.428374,3.8168227075907093,0.11,0.08818162069101561,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,1.4,72464881.84418598,5.154582146505792e-12,1.100105678225386e-11,2.13422862796188,659614365.1196183,2.9622251103720005,0.11,0.07968706089967922,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,1.57,96405583.72578584,5.452866082032976e-12,1.2289365336073864e-11,2.2537442055595203,631792874.7033308,2.3916613989458884,0.11,0.07119581670545112,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,1.72,120520504.4353256,5.679707821110954e-12,1.4042560445523205e-11,2.472408949159021,606029224.4154104,2.010428260001558,0.11,0.06363289112135558,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,1.89,148390075.50927448,5.791661826691423e-12,1.5742471205534272e-11,2.718126796178534,575941818.4868698,1.7051518803918506,0.11,0.0573326048717164,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,2.06,175363696.2171022,5.761388986842596e-12,1.671927474587327e-11,2.9019520785795625,545640177.0776901,1.4899146053926786,0.11,0.05328766649119654,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,2.46,229479585.35776624,5.286835413410403e-12,1.460840547265025e-11,2.76316630466594,477457660.38339704,1.1897437248744571,0.11,0.05216750533372395,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,2.79,266058296.5821392,4.765301107250522e-12,1.3905847075810811e-11,2.9181465688816024,426278534.0753718,1.0390785204984507,0.11,0.05020745455528922,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
KK98-251,field_galaxy,1,SPARC,rotation_curve,3.13,276918070.63140756,3.940801593766395e-12,1.2110367693628458e-11,3.0730721670395122,380609349.99999994,1.0,0.11,0.050794676245994354,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,0.21,8509857.635414053,2.6903306122898903e-11,4.672277798438933e-11,1.7366927979390967,7785244720.626786,44.65774354771408,0.11,0.32497207783795046,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,0.32,24852629.97195148,3.3837194300947124e-11,9.732465303612609e-11,2.87626249890943,7682160640.38125,22.99262285174468,0.11,0.24824832965566518,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,0.43,44645929.7738136,3.366409229104079e-11,9.821897622783235e-11,2.917618433869726,7567602676.663954,16.942301754618697,0.11,0.1963347907108329,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,0.54,74232245.73480374,3.549171846627891e-11,1.269905366011903e-10,3.5780329070807175,7450236782.477907,12.59791700059032,0.11,0.16087778199198713,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,0.64,103950459.01630759,3.538249154493053e-11,1.7034346140141946e-10,4.81434330833114,7340889302.009157,10.505814889514697,0.11,0.10333213534939442,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,0.74,139803011.01573697,3.5593855567074075e-11,1.7603387568485124e-10,4.9456253861885795,7231384240.459327,8.897420980629638,0.11,0.13083635022637397,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,0.85,190808009.59892443,3.6819738347892726e-11,1.9710076497064103e-10,5.35312780086395,7108489488.623078,7.360836253353223,0.11,0.10292598013395562,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,0.96,254173673.78579724,3.845121330455243e-11,1.970447820970332e-10,5.124540038212634,6980745450.19477,6.128722752270662,0.11,0.07753634467487373,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.07,325839848.1716668,3.967880530824103e-11,1.847428949690443e-10,4.655959107989433,6848149224.413519,5.227334658163211,0.11,0.07395795914613636,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.17,397304444.02845675,4.046445053501037e-11,1.7949623923437478e-10,4.435899582500751,6724501100.481895,4.6030958102161925,0.11,0.06625013959965133,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.28,486357227.3192765,4.138637444770809e-11,1.7358018971675198e-10,4.194138579016423,6585590209.860234,4.02881017712894,0.11,0.060843188285962815,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.38,576267667.5758841,4.218791174395583e-11,1.720750473500222e-10,4.078776128915056,6456648559.214854,3.594094464598346,0.11,0.06575299632553906,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.48,680173390.1730807,4.329304718562634e-11,1.695715866044403e-10,3.9168318616468167,6324765219.908155,3.1989981832091807,0.11,0.0740274685062361,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.59,790722400.1113596,4.3606551335347826e-11,1.7251544594878683e-10,3.9561818274068465,6177285941.259932,2.8873424366148797,0.11,0.08043889099599356,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.7,906152726.430948,4.3714499145696765e-11,1.627587987426266e-10,3.7232223157850934,6029091406.936032,2.6292198035799066,0.11,0.08009067068865162,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.8,1000152536.1545316,4.303711776013238e-11,1.6283133500848739e-10,3.783509293443598,5895247647.21381,2.466242768460557,0.11,0.08402753382775849,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,1.91,1105445169.4499626,4.224666392612161e-11,1.5800495779124759e-10,3.740057630764811,5750510607.946068,2.3095643995857804,0.11,0.07668785462830478,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,2.02,1194972375.9603734,4.082978331417594e-11,1.6365935411694044e-10,4.00833266386987,5609519686.006433,2.204178118423747,0.11,0.0761950318745111,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,2.13,1284307628.6048837,3.946678987554328e-11,1.518451160396604e-10,3.8474149156416586,5473246551.337278,2.110002937732458,0.11,0.08303327932284393,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,2.23,1360281721.2678685,3.81365220775551e-11,1.5417680485074114e-10,4.042759970015212,5353517151.365701,2.0400588970054785,0.11,0.06898114295084659,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,2.34,1454480005.2816157,3.703377542868871e-11,1.497960204898729e-10,4.044848756463306,5225943935.370722,1.9543410529152387,0.11,0.07115748049645587,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,2.44,1535586172.8836129,3.5959735474545194e-11,1.5206427083954317e-10,4.228737192663301,5113326715.276494,1.88862912561172,0.11,0.0746824155796246,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,2.54,1610452661.2697887,3.480186181708824e-11,1.4607748852302573e-10,4.197404417349289,5004152978.079838,1.8346103428494986,0.11,0.07752359443319728,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,2.65,1691931029.6631064,3.3590220568651375e-11,1.374090418724411e-10,4.090745447521126,4888083224.626785,1.7796283551305097,0.11,0.09177543768521547,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,2.76,1771099077.6865718,3.241504589939688e-11,1.3443363074220485e-10,4.147260230925854,4776064190.576334,1.7300708426872486,0.11,0.09091772331432561,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,7.07,3378340123.1740184,9.422941430258603e-12,4.9578880897638265e-11,5.261507912851117,1993990663.1049297,0.9699886882468414,0.11,0.02597415074459833,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
NGC0024,field_galaxy,1,SPARC,rotation_curve,8.49,3407243728.3297877,6.590369556688671e-12,4.288974805205758e-11,6.507942791846641,1643166068.608034,0.9517293317910854,0.11,0.020895300544401738,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
