axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	mass_bin	surface_bin	sample_cell	role	outer_fold	response_read
6.429530000000e-01	1.880075000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.203368377686e+01	1.716632000000e+00	0.000000000000e+00	7.464000000000e-01	2.274608000000e+00	2.449280000000e+00	3.457670000000e-01	-2.876898000000e+00	6.811959960107e-01	1.407507493913e+00	-1.181043609148e+01	9.965749046951e+00	1.346917698973e-01	8.603357054929e+00	1-384818	-3.961080529459e+00	9494-1901	1.278925247192e+02	1.545350000000e-02	2.751910000000e+00	1.429924000000e-02	1.562250000000e-02	2.555686000000e+01	1.519050559171e+03	9.241640000008e+09	4.799500000000e+00	1.959056702814e+00	5.591996158530e-11	1.995595195200e+07	7.300072449616e+00	7.422902341174e+00	1	0	m1-s0	exploration	1	False
9.356960000000e-01	1.661482000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.347382736206e+01	1.476474000000e+00	0.000000000000e+00	4.081000000000e-01	7.472499000000e+00	3.081195000000e+00	4.097915000000e+00	1.170581000000e+00	2.771574965476e-01	1.177284795915e+00	-1.134705505089e+01	8.917680872398e+00	-1.407719097411e-01	8.363365879303e+00	1-298498	-4.043104191378e+00	9495-1901	1.229387435913e+02	1.573400000000e-02	4.294570000000e+00	3.720710000000e-03	5.947745000000e-03	1.504128000000e+01	2.370520912753e+03	8.273339999997e+08	1.893030000000e+00	1.637041865269e+00	3.217923302956e-11	2.911519971273e+07	7.464119773453e+00	8.552994177645e+00	0	0	m0-s0	reserved_confirmation		False
6.829750000000e-01	1.530587000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.207029914856e+01	1.381187000000e+00	0.000000000000e+00	5.947000000000e-01	1.739955000000e+01	3.578330000000e+00	4.018323000000e+00	1.519195000000e+00	7.810017046926e-01	9.529256643497e-01	-1.084770746399e+01	9.633963067531e+00	-4.607359149811e-01	8.071959658146e+00	1-383459	-3.645478976727e+00	9495-6102	1.234211425781e+02	2.238850000000e-02	9.785400000000e-01	6.113017000000e-02	1.071718000000e-01	8.972752000000e+00	3.145084800928e+03	4.304899999998e+09	6.039510000001e+00	1.743260858763e+00	1.645013504626e-11	4.665190087242e+06	6.668869344151e+00	7.439086767861e+00	0	0	m0-s0	reserved_confirmation		False
3.258210000000e-01	1.495287000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.290142440796e+01	1.349589000000e+00	0.000000000000e+00	4.490000000000e-01	1.925937000000e+01	4.098007000000e+00	5.501748000000e+00	3.400619000000e+00	9.361380962960e-01	8.827118190808e-01	-1.078114126341e+01	9.197487315798e+00	-5.857906797590e-01	7.325211123206e+00	1-604923	-3.194536513455e+00	9496-1901	1.202088394165e+02	1.845920000000e-02	8.323380000000e-01	2.608231000000e-02	3.084470000000e-02	7.633291000000e+00	1.364589790788e+03	1.575750000001e+09	8.632530000001e+00	1.447454787095e+00	2.947276848743e-12	5.847691023787e+05	5.766984417608e+00	7.424620056323e+00	0	0	m0-s0	exploration	1	False
8.721170000000e-01	1.418192000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.099693107605e+01	1.290879000000e+00	0.000000000000e+00	4.118000000000e-01	2.945262000000e+01	3.981207000000e+00	5.532198000000e+00	4.124461000000e+00	7.580189311171e-01	1.065270034158e+00	-1.039623516344e+01	9.061919697433e+00	-4.960246108934e-01	7.545881835199e+00	1-383380	-3.393931452041e+00	9496-6101	1.215489425659e+02	1.592430000000e-02	7.574960000000e-01	4.631104000000e-02	8.795936000000e-02	1.162171000000e+01	2.576332075362e+03	1.153240000001e+09	5.728210000000e+00	1.468730560502e+00	4.898821832234e-12	1.464786385600e+06	6.165774294779e+00	7.759582613274e+00	0	0	m0-s0	exploration	0	False
9.024040000000e-01	1.708608000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.234012603760e+01	1.493634000000e+00	0.000000000000e+00	6.663000000000e-01	5.699380000000e+00	2.579713000000e+00	1.629214000000e+00	-3.870328000000e-01	5.547229013734e-01	7.418330088062e-01	-1.134488919548e+01	9.609163101832e+00	-7.667263853805e-01	8.499717299085e+00	1-298367	-3.972497198856e+00	9496-6103	1.214554214478e+02	4.088810000000e-02	1.256570000000e+00	1.837697000000e-02	5.503063000000e-02	5.518652000000e+00	1.154448008522e+03	4.065960000004e+09	3.586930000000e+00	1.844000277573e+00	4.404809275277e-11	2.103322116177e+07	7.322905788409e+00	7.790904955690e+00	0	0	m0-s0	exploration	1	False
4.628550000000e-01	1.701928000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.125276374817e+01	1.497958000000e+00	0.000000000000e+00	7.192000000000e-01	1.033395000000e+01	2.705640000000e+00	2.240217000000e+00	-4.416583000000e-01	8.641122013645e-01	1.050332959767e+00	-1.119464185622e+01	1.004157426125e+01	-5.535544855668e-01	8.313349858522e+00	1-298298	-3.724618828579e+00	9496-9102	1.205383605957e+02	3.040070000000e-02	1.356130000000e+00	7.029629000000e-02	1.415304000000e-01	1.122879000000e+01	8.422776615020e+02	1.100459999997e+10	7.313280000000e+00	1.905511207287e+00	2.867871367132e-11	6.716593237435e+06	6.827149047854e+00	7.110615425994e+00	1	0	m1-s0	reserved_confirmation		False
8.854740000000e-01	1.316353000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.175279045105e+01	1.202956000000e+00	0.000000000000e+00	3.103000000000e-01	4.050417000000e+01	4.513675000000e+00	6.818937000000e+00	5.401261000000e+00	5.469311338953e-01	1.167658136935e+00	-1.013237591633e+01	9.077051609213e+00	-2.180029233927e-01	7.983189341423e+00	1-217527	-3.718129103764e+00	9497-1901	1.173752059937e+02	2.372930000000e-02	1.075320000000e+00	8.803912000000e-02	1.537562000000e-01	1.471154000000e+01	2.081670666612e+03	1.194129999999e+09	3.523150000000e+00	1.581840415003e+00	1.340908521972e-11	6.518829139892e+06	6.814169598225e+00	8.068648353216e+00	0	0	m0-s0	exploration	2	False
8.824690000000e-01	1.589969000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.349431991577e+01	1.448476000000e+00	0.000000000000e+00	6.793000000000e-01	1.365752000000e+01	3.106482000000e+00	2.852220000000e+00	9.300927000000e-02	8.274306645118e-01	9.529332633156e-01	-1.109187406376e+01	1.003605771007e+01	-3.068904692358e-01	8.381196381048e+00	1-217842	-3.776882858268e+00	9498-6103	1.176698226929e+02	1.854040000000e-02	3.783200000000e+00	8.793943000000e-02	1.007832000000e-01	8.972909000000e+00	9.486602734762e+02	1.086569999996e+10	6.720950000000e+00	1.921093700123e+00	3.352788749402e-11	8.544312172523e+06	6.931677107232e+00	7.168396006863e+00	1	0	m1-s0	exploration	2	False
9.049730000000e-01	1.295595000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.614647865295e+01	1.190963000000e+00	0.000000000000e+00	4.199000000000e-01	6.482256000000e+01	3.952135000000e+00	5.679624000000e+00	3.742683000000e+00	4.234506815246e-01	1.450828550931e+00	-1.024323256066e+01	9.604930939188e+00	7.261012801468e-02	8.758029576139e+00	1-604940	-4.167289447307e+00	9499-1902	1.204530334473e+02	2.657370000000e-02	9.995660000000e-01	2.299844000000e-01	5.017159000000e-01	2.823765000000e+01	8.125185611138e+02	4.026530000000e+09	2.651250000000e+00	1.907520306176e+00	7.984346677566e-11	5.158106268288e+07	7.712490285312e+00	7.989929366785e+00	0	1	m0-s1	exploration	4	False
5.946440000000e-01	2.144198000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.509057235718e+01	1.881436000000e+00	0.000000000000e+00	8.236000000000e-01	3.176670000000e+00	2.000147000000e+00	-1.436896000000e+00	-5.292159000000e+00	4.888749062850e-01	9.231337207759e-01	-1.175505962603e+01	1.018797170165e+01	-5.601791178095e-01	9.210221889077e+00	1-163709	-4.360673491396e+00	9499-3701	1.181927795410e+02	5.027520000000e-02	3.578380000000e+00	2.709643000000e-02	5.965308000000e-02	8.377872000000e+00	2.009062402384e+03	1.541600000009e+10	3.082300000000e+00	2.166328575026e+00	2.261682817144e-10	1.256777432096e+08	8.099258373493e+00	7.600272648413e+00	1	1	m1-s1	reserved_confirmation		False
8.720820000000e-01	2.131545000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.522113227844e+01	1.928826000000e+00	0.000000000000e+00	7.163000000000e-01	1.730317000000e-01	2.407337000000e+00	-1.246395000000e+00	-4.947921000000e+00	5.240272371354e-01	1.066807669032e+00	-1.278809839526e+01	9.969204771552e+00	-1.878957187816e-01	8.921150297281e+00	1-217876	-4.198561530073e+00	9499-3702	1.194058532715e+02	2.742990000000e-02	6.000000000000e+00	1.517422000000e-03	3.339089000000e-03	1.166293000000e+01	3.378871852484e+02	9.315470000003e+09	3.342160000000e+00	2.039368944552e+00	1.162412059031e-10	5.957093968974e+07	7.775034450843e+00	7.656927617187e+00	1	1	m1-s1	exploration	4	False
5.509420000000e-01	1.899197000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.670144271851e+01	1.674113000000e+00	0.000000000000e+00	8.898000000000e-01	8.249422000000e+00	2.723621000000e+00	1.689830000000e+00	-1.910865000000e+00	8.122152521085e-01	1.193932024806e+00	-1.125887279234e+01	1.043796131885e+01	-1.316136291681e-01	8.813530814632e+00	1-604912	-4.000657781262e+00	9499-6104	1.200823822021e+02	2.782680000000e-02	3.262620000000e+00	1.510388000000e-01	2.413998000000e-01	1.562903000000e+01	7.429992411328e+01	2.741330000004e+10	6.489559999999e+00	2.129653210715e+00	9.072785097809e-11	2.394566780065e+07	7.379226953222e+00	6.990267321078e+00	1	1	m1-s1	reserved_confirmation		False
6.230060000000e-01	1.489014000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.492794227600e+01	1.326692000000e+00	0.000000000000e+00	6.196000000000e-01	3.071202000000e+01	3.353596000000e+00	4.167470000000e+00	1.545737000000e+00	3.322647073700e-01	1.388246001489e+00	-1.069897777050e+01	9.826762646866e+00	-8.066674302185e-02	9.162233232126e+00	1-386108	-4.414984262378e+00	9500-6101	1.328305511475e+02	4.469360000000e-02	2.085460000000e+00	1.342100000000e-01	3.086056000000e-01	2.444815000000e+01	2.239707574550e+03	6.710619999994e+09	2.149140000000e+00	2.064029147092e+00	2.025083996439e-10	1.613912240504e+08	8.207879915454e+00	8.015792474178e+00	0	1	m0-s1	exploration	3	False
9.663290000000e-01	1.955985000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.449507713318e+01	1.640340000000e+00	0.000000000000e+00	8.613000000000e-01	8.475857000000e+00	2.010659000000e+00	-5.265162000000e-01	-3.521111000000e+00	4.061278307601e-01	9.064657415423e-01	-1.232426360902e+01	9.853994939107e+00	-8.047830304958e-01	9.041739277586e+00	1-385026	-4.317805723413e+00	9501-3704	1.303509674072e+02	4.296250000000e-02	6.000000000000e+00	3.386346000000e-03	2.891904000000e-02	8.062426000000e+00	2.540437779258e+03	7.144880000006e+09	2.547580000000e+00	2.040713731517e+00	1.534437088056e-10	1.031627326490e+08	8.013522837524e+00	7.891381642972e+00	0	1	m0-s1	exploration	2	False
6.011160000000e-01	2.132149000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.558717727661e+01	1.885994000000e+00	0.000000000000e+00	7.929000000000e-01	1.300023000000e+00	2.167161000000e+00	-1.509626000000e+00	-4.847891000000e+00	5.678553241401e-01	9.919196836387e-01	-1.215489363281e+01	1.023391198788e+01	-4.560143553336e-01	9.098201339598e+00	1-385091	-4.265173007729e+00	9501-6102	1.296691741943e+02	5.174510000000e-02	3.593250000000e+00	1.199550000000e-02	7.243273000000e-02	9.815664000000e+00	9.076141717991e+02	1.713610000005e+10	3.697050000000e+00	2.149808509214e+00	1.747475715315e-10	8.095755921213e+07	7.908257406157e+00	7.458831878516e+00	1	1	m1-s1	reserved_confirmation		False
8.446990000000e-01	1.878690000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.489529418945e+01	1.654314000000e+00	0.000000000000e+00	6.561000000000e-01	7.140834000000e+00	2.873674000000e+00	1.999475000000e+00	-1.703989000000e+00	9.545594287496e-01	1.004068463369e+00	-1.104947560485e+01	1.069454026925e+01	-2.724186498447e-01	8.785421411749e+00	1-385099	-3.915430991500e+00	9502-12703	1.295455780029e+02	2.865590000000e-02	4.382810000000e+00	4.416362000000e-01	4.876757000000e-01	1.009412000000e+01	6.473645682980e+01	4.949260000017e+10	9.006569999999e+00	2.186770597594e+00	8.504156057618e-11	1.617235901120e+07	7.208773373699e+00	6.648461580916e+00	1	1	m1-s1	reserved_confirmation		False
2.185960000000e-01	1.850463000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.513700866699e+01	1.590863000000e+00	0.000000000000e+00	9.084000000000e-01	7.042598000000e+00	2.821694000000e+00	2.160251000000e+00	-4.637718000000e-01	1.132157189063e+00	7.296478356195e-01	-1.127349556221e+01	1.005204335950e+01	-7.024204644047e-01	7.787728981378e+00	1-585171	-3.327785896158e+00	9502-12705	1.291509094238e+02	2.890670000000e-02	1.296730000000e+00	6.005481000000e-02	8.654962000000e-02	5.365965000000e+00	9.351991418094e+02	1.127309999991e+10	1.355680000001e+01	1.776723262562e+00	8.549462088729e-12	1.080147793991e+06	6.033483183009e+00	6.703313395321e+00	1	0	m1-s0	exploration	0	False
9.320580000000e-01	2.101236000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.499979591370e+01	1.891417000000e+00	0.000000000000e+00	8.776000000000e-01	1.372694000000e+00	2.219938000000e+00	-1.067964000000e+00	-4.808992000000e+00	7.496196122270e-01	9.611426291679e-01	-1.192821749258e+01	1.047779244460e+01	-2.139681012447e-01	8.978553220145e+00	1-385124	-4.114466803959e+00	9502-6103	1.294041137695e+02	2.889660000000e-02	6.000000000000e+00	3.544663000000e-02	4.912036000000e-02	9.144135000000e+00	3.462708476295e+02	3.004640000010e+10	5.618490000001e+00	2.180866593530e+00	1.326670369832e-10	4.044315227585e+07	7.606844998617e+00	7.064245218025e+00	1	1	m1-s1	exploration	4	False
5.728650000000e-01	1.651310000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.339008331299e+01	1.445968000000e+00	0.000000000000e+00	7.715000000000e-01	1.919924000000e+01	3.545146000000e+00	3.769148000000e+00	1.266595000000e+00	9.264679828092e-01	1.247625937288e+00	-1.089330952481e+01	1.061963794506e+01	-1.052040412591e-01	8.766701979443e+00	1-229731	-3.920116998317e+00	9503-12701	1.199728317261e+02	2.914300000000e-02	1.647180000000e+00	5.325108000000e-01	7.796918000000e-01	1.768585000000e+01	2.252890666570e+02	4.165219999985e+10	8.442440000000e+00	2.163365158469e+00	8.145388233483e-11	1.652514912604e+07	7.218145387330e+00	6.728049911922e+00	1	1	m1-s1	reserved_confirmation		False
4.390070000000e-01	1.622961000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.489641571045e+01	1.374361000000e+00	0.000000000000e+00	7.123000000000e-01	1.435753000000e+01	3.651709000000e+00	4.230695000000e+00	1.231478000000e+00	7.724412679674e-01	1.001954696896e+00	-1.095167954262e+01	1.003138018369e+01	-6.215043483668e-01	8.486497647755e+00	1-217978	-3.857028189894e+00	9503-12704	1.210508193970e+02	4.671500000000e-02	1.007000000000e+00	1.201436000000e-01	2.618925000000e-01	1.004511000000e+01	9.389199807749e+02	1.074930000000e+10	5.921629999999e+00	1.946249635205e+00	4.272749747868e-11	1.235855715706e+07	7.091967770485e+00	7.253218864870e+00	1	0	m1-s0	exploration	3	False
7.060510000000e-01	1.758162000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.448656845093e+01	1.516707000000e+00	0.000000000000e+00	5.987000000000e-01	1.506070000000e+00	3.107748000000e+00	2.908454000000e+00	1.325777000000e-01	2.964414051546e-01	1.255023438194e+00	-1.209880096581e+01	9.710475320022e+00	-2.746292050317e-01	9.117592509713e+00	1-229890	-4.410575552279e+00	9503-1902	1.213981323242e+02	4.193080000000e-02	6.000000000000e+00	4.089539000000e-03	1.423498000000e-02	1.798968000000e+01	1.210678400321e+03	5.134230000003e+09	1.978980000000e+00	2.023797134778e+00	1.827268296480e-10	1.581475598255e+08	8.199062495256e+00	8.127671090923e+00	0	1	m0-s1	exploration	3	False
5.078940000000e-01	1.509250000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.854023361206e+01	1.307245000000e+00	0.000000000000e+00	5.650000000000e-01	2.189570000000e+01	4.008750000000e+00	5.065443000000e+00	2.481472000000e+00	8.901968269842e-01	7.108688989803e-01	-1.063899785810e+01	9.961075467005e+00	-8.626424066904e-01	8.180681813037e+00	1-299793	-3.645242493026e+00	9506-12704	1.332588958740e+02	4.893850000000e-02	1.976890000000e+00	2.099315000000e-01	4.016985000000e-01	5.138885000000e+00	1.398704001381e+03	9.142720999996e+09	7.765990000000e+00	1.852219497354e+00	2.112961687809e-11	4.660112238282e+06	6.668396376750e+00	7.111737884687e+00	1	0	m1-s0	exploration	3	False
8.999530000000e-01	1.442679000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.756169128418e+01	1.279015000000e+00	0.000000000000e+00	5.406000000000e-01	2.681514000000e+01	3.700811000000e+00	4.941040000000e+00	2.835962000000e+00	6.321352482300e-01	1.072059737235e+00	-1.055131023225e+01	1.003543774354e+01	-4.338363705475e-01	8.771167247079e+00	1-385928	-4.069515999424e+00	9506-3702	1.332332305908e+02	5.074600000000e-02	2.032260000000e+00	3.048790000000e-01	6.295336000000e-01	1.180483000000e+01	5.631410069364e+02	1.085020000002e+10	4.286820000000e+00	2.018431424999e+00	8.229568349319e-11	3.288087677333e+07	7.516943389548e+00	7.461649114551e+00	1	1	m1-s1	exploration	3	False
8.502080000000e-01	1.521979000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.575450134277e+01	1.345948000000e+00	0.000000000000e+00	6.210000000000e-01	5.601452000000e+00	4.379158000000e+00	6.350606000000e+00	4.387157000000e+00	9.468902688151e-01	1.088976565355e+00	-1.120440996226e+01	1.018555631948e+01	-1.700888328560e-01	8.291775781849e+00	1-605367	-3.672442756517e+00	9507-12704	1.296000366211e+02	1.818140000000e-02	1.847050000000e+00	9.575167000000e-02	1.187182000000e-01	1.227373000000e+01	3.628383784695e+02	1.533050000003e+10	8.848920000000e+00	1.936113202676e+00	2.728887244408e-11	5.281981840099e+06	6.722796903732e+00	6.914457295703e+00	1	0	m1-s0	exploration	4	False
7.863330000000e-01	2.295207000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.504235458374e+01	2.032392000000e+00	0.000000000000e+00	8.622000000000e-01	4.458218000000e-01	1.993784000000e+00	-2.473749000000e+00	-6.090019000000e+00	2.408960461776e-01	1.412680914862e+00	-1.255835594562e+01	1.026160303204e+01	3.135982552958e-03	9.779810939683e+00	1-385077	-4.769457446753e+00	9507-1902	1.295790863037e+02	5.174450000000e-02	6.000000000000e+00	5.049485000000e-03	1.143448000000e-02	2.586312000000e+01	2.736997431528e+02	1.826430000006e+10	1.741390000000e+00	2.327133670275e+00	8.395000940927e-10	8.257076042694e+08	8.916826284205e+00	7.935425273379e+00	1	1	m1-s1	exploration	1	False
7.387060000000e-01	1.361685000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.557531356812e+01	1.201566000000e+00	0.000000000000e+00	4.337000000000e-01	3.729170000000e+01	4.525643000000e+00	6.241091000000e+00	4.891300000000e+00	4.373763377743e-01	1.236311238559e+00	-1.033047704321e+01	9.592981289229e+00	-1.835528733142e-01	8.718228613680e+00	1-385153	-4.140426137953e+00	9507-3704	1.289513702393e+02	4.365720000000e-02	8.758040000000e-01	1.830224000000e-01	3.333252000000e-01	1.723103000000e+01	7.230065256060e+02	3.917250000003e+09	2.737640000000e+00	1.894582653071e+00	7.285148740198e-11	4.557888183167e+07	7.658763666604e+00	7.975015707390e+00	0	1	m0-s1	exploration	4	False
9.805250000000e-01	2.181739000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.614909172058e+01	1.976441000000e+00	0.000000000000e+00	8.194000000000e-01	7.040902000000e-01	2.178612000000e+00	-2.756952000000e+00	-5.611186000000e+00	5.152285431559e-01	8.591589002646e-01	-1.233612534800e+01	1.050266468783e+01	-4.047635507231e-01	9.472207601513e+00	1-299015	-4.478489529179e+00	9507-6101	1.285084381104e+02	5.844620000000e-02	6.000000000000e+00	1.467369000000e-02	7.002114000000e-02	7.230343000000e+00	9.646615743661e+02	3.181740000036e+10	3.275130000000e+00	2.310498249681e+00	4.134446828248e-10	2.162173045999e+08	8.334890449060e+00	7.403395700017e+00	1	1	m1-s1	exploration	3	False
9.117750000000e-01	1.290569000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.567447280884e+01	1.189948000000e+00	0.000000000000e+00	3.728000000000e-01	5.311506000000e+01	3.966752000000e+00	5.328634000000e+00	3.767590000000e+00	4.119764215581e-01	1.490436642768e+00	-1.017438435478e+01	9.554417680274e+00	1.886813294021e-01	8.730464837158e+00	1-298835	-4.159244207800e+00	9508-1901	1.260811996460e+02	2.816050000000e-02	1.175970000000e+00	2.399017000000e-01	4.060147000000e-01	3.093404000000e+01	1.035490747404e+03	3.584410000000e+09	2.582120000000e+00	1.888000806702e+00	7.493326335897e-11	4.970496888836e+07	7.696399806297e+00	8.032397386192e+00	0	1	m0-s1	reserved_confirmation		False
7.956060000000e-01	1.421348000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.628341484070e+01	1.266775000000e+00	0.000000000000e+00	5.316000000000e-01	3.508382000000e+01	4.149371000000e+00	5.718884000000e+00	4.297787000000e+00	4.860789335722e-01	1.375732912688e+00	-1.042545552496e+01	9.517705136267e+00	-1.081493346325e-02	8.545547269122e+00	1-218245	-4.029734167775e+00	9509-1901	1.223842239380e+02	2.542420000000e-02	7.844230000000e-01	1.236658000000e-01	2.609638000000e-01	2.375379000000e+01	2.146559999004e+03	3.293860000002e+09	3.062520000000e+00	1.832593278691e+00	4.895049395510e-11	2.737661359832e+07	7.437379726248e+00	7.939599890174e+00	0	0	m0-s0	exploration	0	False
8.523850000000e-01	1.801861000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.569708251953e+01	1.596591000000e+00	0.000000000000e+00	7.128000000000e-01	2.058033000000e+00	2.783052000000e+00	1.269480000000e+00	-1.883174000000e+00	2.513266818794e-01	1.278684108276e+00	-1.199815488278e+01	9.806028623131e+00	-1.762606452171e-01	9.303375259372e+00	1-230050	-4.526024288746e+00	9509-1902	1.238221359253e+02	4.166730000000e-02	2.403680000000e+00	6.425009000000e-03	1.534650000000e-02	1.899696000000e+01	1.402193759201e+03	6.397770000005e+09	1.783720000000e+00	2.094131147970e+00	2.802754566529e-10	2.691286718704e+08	8.429959968190e+00	8.147566524281e+00	0	1	m0-s1	exploration	3	False
8.380840000000e-01	1.998556000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.809193229675e+01	1.770528000000e+00	0.000000000000e+00	7.372000000000e-01	-5.503540000000e-02	2.117632000000e+00	-1.084211000000e+00	-4.113428000000e+00	3.594484274937e-01	8.609802872337e-01	-1.323329290032e+01	9.571555113263e+00	-5.680117834876e-01	8.852658258275e+00	1-230467	-4.246604915391e+00	9510-3703	1.275925674438e+02	4.042290000000e-02	4.206850000000e+00	2.179025000000e-04	3.126820000000e+00	7.260730000000e+00	1.784417924720e+03	3.728680000002e+09	2.287960000000e+00	1.922833520229e+00	9.928144002324e-11	7.432265604046e+07	7.871121221479e+00	8.102620660794e+00	0	1	m0-s1	exploration	0	False
5.492090000000e-01	1.776613000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.823747253418e+01	1.541484000000e+00	0.000000000000e+00	8.967000000000e-01	6.070879000000e+00	3.134594000000e+00	2.556683000000e+00	1.331083000000e-01	6.510191050820e-01	9.063204393506e-01	-1.136943367596e+01	1.039364012325e+01	-3.608437398993e-01	9.091601913085e+00	1-230406	-4.220291404001e+00	9510-6102	1.266469116211e+02	5.522840000000e-02	6.000000000000e+00	1.057320000000e-01	1.618899000000e-01	8.059729000000e+00	1.469315977296e+03	2.475370000007e+10	4.477330000000e+00	2.188090686428e+00	1.721122263962e-10	6.584066348998e+07	7.818494198702e+00	7.254222139418e+00	1	1	m1-s1	exploration	3	False
6.443810000000e-01	1.445981000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.567320346832e+00	1.281310000000e+00	0.000000000000e+00	5.218000000000e-01	2.256185000000e+01	3.970138000000e+00	4.732702000000e+00	2.691010000000e+00	8.931101090084e-01	1.028991517910e+00	-1.064685712261e+01	1.056084598159e+01	-3.303080398578e-01	8.774625763572e+00	1-213651	-3.940757827282e+00	9511-6103	1.297819366455e+02	4.742720000000e-02	2.896190000000e+00	8.203305000000e-01	1.271291000000e+00	1.069034000000e+01	1.389685978049e+03	3.637860000008e+10	7.818259999999e+00	2.150648113635e+00	8.295366396167e-11	1.817301751943e+07	7.259427045262e+00	6.807482704358e+00	1	1	m1-s1	exploration	0	False
6.272540000000e-01	1.984787000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.039684534073e+00	1.805761000000e+00	0.000000000000e+00	8.175000000000e-01	3.620966000000e+00	2.469237000000e+00	-6.378306000000e-01	-3.603002000000e+00	6.349757676411e-01	9.560033287605e-01	-1.169905964052e+01	1.072475987911e+01	-4.708523370415e-01	9.454808343829e+00	1-76561	-4.409916288094e+00	9511-9101	1.303642730713e+02	8.002900000000e-02	2.963800000000e+00	1.060963000000e-01	3.468671000000e-01	9.036564000000e+00	2.168828663050e+03	5.305909999984e+10	4.314950000000e+00	2.361672233078e+00	3.972081522259e-10	1.576681481950e+08	8.197743966884e+00	7.112727267649e+00	1	1	m1-s1	exploration	4	False
8.815400000000e-01	2.048997000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.288840293884e+00	1.855303000000e+00	0.000000000000e+00	7.375000000000e-01	2.474384000000e-01	2.291338000000e+00	-8.379889000000e-01	-4.455204000000e+00	7.489698284914e-01	7.355392599456e-01	-1.271831906249e+01	9.668563885040e+00	-4.908980627750e-01	8.170624228057e+00	1-53985	-3.710827199783e+00	9512-6104	1.400650482178e+02	1.748730000000e-02	6.000000000000e+00	8.917535000000e-04	1.545947000000e-03	5.439253000000e+00	1.205639091807e+03	4.661909999997e+09	5.610090000000e+00	1.776577205618e+00	2.064591036596e-11	6.303268255069e+06	6.799565790263e+00	7.469834173409e+00	0	0	m0-s0	exploration	2	False
