theory,radius_kpc,height_kpc,angle_deg,gx_kms2_per_kpc,gy_kms2_per_kpc,gz_kms2_per_kpc,inward_kms2_per_kpc,tangential_kms2_per_kpc,downward_kms2_per_kpc
newton,2.0,0.25,0.0,-7648.872632716957,1587.7249824412866,-13664.597339378495,7648.872632716957,1587.7249824412866,13664.597339378495
newton,2.0,0.25,5.0,-7341.935884135159,-620.7053525972173,-14025.861391461356,7368.095637538035,21.548493852968704,14025.861391461356
newton,2.0,0.25,10.0,-6646.784305736144,-3118.9058418608315,-13245.68573749844,7087.397032642698,-1917.3206719433804,13245.68573749844
newton,2.0,0.25,15.0,-5918.208888817657,-4293.9423310612665,-11668.26878790838,6827.9048649330725,-2615.884620846926,11668.26878790838
newton,2.0,0.25,20.0,-5567.0564775416315,-4230.8184455734245,-10871.418720822772,6678.347022584168,-2071.6234188393732,10871.418720822772
newton,2.0,0.25,25.0,-5299.070910055785,-4326.802713465756,-10946.875279130749,6631.175071502785,-1681.9308553368392,10946.875279130749
newton,2.0,0.25,30.0,-5387.734511031218,-5036.187313870187,-11018.684637082682,7184.008612334259,-1667.5988965128877,11018.684637082682
newton,2.0,0.25,35.0,-5870.013173707073,-6090.0950851340185,-11758.231789436113,8301.568327215653,-1621.812601393276,11758.231789436113
newton,2.0,0.25,40.0,-5285.573825954428,-7665.603143871017,-12003.427758551456,8976.339179721977,-2474.6913261107775,12003.427758551456
newton,2.0,0.25,45.0,-4629.516982737826,-8563.414363301164,-11065.826795455947,9328.811218512736,-2781.6855142883333,11065.826795455947
newton,2.0,0.25,50.0,-4199.81405794346,-8573.376522420682,-10483.006659109657,9267.175883200474,-2293.615980568932,10483.006659109657
newton,2.0,0.25,55.0,-3232.010041381213,-8881.800096214494,-10158.257728681423,9129.3495075665,-2446.8836150091183,10158.257728681423
newton,2.0,0.25,60.0,-2498.780872889918,-9043.089388270408,-9138.09698946495,9080.93557538061,-2357.5369797218814,9138.09698946495
newton,2.0,0.25,65.0,-2277.7564175456137,-8761.062281818384,-8685.45780043443,8902.840426576931,-1638.2365343497986,8685.45780043443
newton,2.0,0.25,70.0,-2190.4550990469697,-8287.60869911075,-8422.112485190046,8536.98450543996,-776.1746223596151,8422.112485190046
newton,2.0,0.25,75.0,-2020.7887215187225,-7748.511058531234,-8847.296952495846,8007.505553979186,-53.53021754677434,8847.296952495846
newton,2.0,0.25,80.0,-1347.2359284137783,-7755.568697078206,-9183.021799727725,7871.689245757873,-19.97198357983143,9183.021799727725
newton,2.0,0.25,85.0,-740.5019231306983,-7690.383817272976,-9240.037962098457,7725.658580174423,67.42297614054633,9240.037962098457
newton,2.0,0.25,90.0,-189.6234066792531,-7531.506704063999,-9249.634421637835,7531.506704063999,189.62340667925264,9249.634421637835
newton,2.0,0.25,95.0,549.3442774906498,-7826.697193473832,-9295.421095928355,7844.7927562370505,134.88775049499804,9295.421095928355
newton,2.0,0.25,100.0,1380.852162124524,-8017.257281382834,-9074.207333731854,8135.239590179756,32.30820177515534,9074.207333731854
newton,2.0,0.25,105.0,1707.5479874725074,-8027.168963943701,-8804.006946860785,8195.595753843649,428.2195053968828,8804.006946860785
newton,2.0,0.25,110.0,2148.7556855917255,-7916.1305088946265,-9085.445557081128,8173.647151944407,688.3062296145288,9085.445557081128
newton,2.0,0.25,115.0,3049.9027633010533,-7920.09443667542,-9124.55733513927,8466.987866329031,583.0259195656081,9124.55733513927
newton,2.0,0.25,120.0,3715.1691723174413,-7948.008141453376,-9023.801914500431,8740.761546142887,756.5731881429751,9023.801914500431
newton,2.0,0.25,125.0,4417.491092133672,-7889.048619079211,-9236.470079974748,8996.099102052505,906.3755343818875,9236.470079974748
newton,2.0,0.25,130.0,5398.061532057912,-7713.471848541412,-9285.769754028612,9378.669315862184,822.9690916610662,9285.769754028612
newton,2.0,0.25,135.0,6129.697260397846,-7703.208803394384,-9181.030715944718,9781.341681224,1112.6406823281586,9181.030715944718
newton,2.0,0.25,140.0,6574.124504341817,-7620.080184454004,-9540.693405792901,9934.164672308307,1611.5543054944428,9540.693405792901
newton,2.0,0.25,145.0,7425.587546723607,-6823.266285621343,-10167.71088945907,9996.349979326451,1330.1504837324474,10167.71088945907
newton,2.0,0.25,150.0,8249.710273460702,-5801.148567799875,-10094.510270150899,10045.032954578373,899.0868941120552,10094.510270150899
newton,2.0,0.25,155.0,8475.002739952593,-5228.37184774876,-10015.867410354085,9890.566400405569,1156.8231929314684,10015.867410354085
