theory,radius_kpc,height_kpc,thin_mean_inward,mixed_mean_inward,inward_mean_fractional_change,thin_mean_downward,mixed_mean_downward,downward_mean_fractional_change,thin_tangential_rms_over_inward_mean,mixed_tangential_rms_over_inward_mean,vector_difference_over_thin_rms
newton,14.0,0.25,1235.4379315887923,1219.4866996143237,-0.012911398919049688,267.63153967604495,208.865572206016,-0.21957788510712273,0.025409645837647796,0.027746888980648816,0.05217025702062268
newton,15.0,0.25,1122.0452533735177,1112.3466117874564,-0.00864371695963384,212.51426946286048,169.9705793434224,-0.2001921575759087,0.02450392744285836,0.02782403292507376,0.04215405035408698
newton,2.0,0.5,7864.920424516934,7783.562119211148,-0.010344453715281365,11429.127806646913,8840.341489420816,-0.22650777566075686,0.14445675355161752,0.2544660718619297,0.2031105836561702
newton,3.0,0.5,7066.806338402139,7026.474243208082,-0.005707259158197919,8426.310753016201,6646.1317086381605,-0.21126434765544644,0.13124639233299148,0.2259580704146259,0.1798234775743028
newton,4.0,0.5,6371.476354036042,6266.949535057047,-0.016405431515535973,5655.660818494074,4510.561997633365,-0.202469500489885,0.06456675425747051,0.09292275946617089,0.14222401237814822
newton,5.0,0.5,5264.454625103517,5177.620122571047,-0.01649449158862537,3871.1395390944067,3095.7972239703076,-0.2002878757776524,0.06909893543991813,0.07698390485473852,0.12510041854730433
newton,6.0,0.5,4409.032991530319,4320.772211809488,-0.02001817176019749,2738.4246367574333,2206.609099359115,-0.19420491996012734,0.07290790483845051,0.07499575087862151,0.10986069090769499
newton,7.0,0.5,3691.25684378522,3649.8696988566903,-0.011212209466867962,1904.7785745178803,1530.620209804351,-0.19643142238106748,0.07151011668147271,0.06800170346358153,0.09569635922519121
newton,8.0,0.5,3034.47598131336,2989.078776781121,-0.014960475815857466,1350.725251174485,1087.6687698658372,-0.19475202753477394,0.06910672653384371,0.065709460717459,0.08464858368430146
newton,9.0,0.5,2512.110945217615,2471.102059896133,-0.016324472213120944,1021.2123242487246,834.4844216589647,-0.18284924511377199,0.0641902560643841,0.060497841984880285,0.07476084843001389
newton,10.0,0.5,2143.0606787702036,2127.124843071069,-0.007436017027889097,788.5121618500415,648.9575985099151,-0.17698466820435266,0.054514196118348374,0.04920276728691165,0.06642520346288842
newton,11.0,0.5,1834.8341374962781,1820.1167610170896,-0.008021093666412349,610.5392496422727,508.4081404030442,-0.16728016961901992,0.04418729284869465,0.04179068230571401,0.05757812310260066
newton,12.0,0.5,1582.6617358524554,1569.7651514183171,-0.008148667616072691,480.9260682815487,403.42907934149576,-0.16114116919668375,0.035000435837349436,0.03368229326196557,0.05128625892554408
newton,13.0,0.5,1378.5041590571773,1361.867034842967,-0.012068969182935985,390.275385352476,332.9986987247061,-0.1467596696523421,0.02717624704787594,0.025472659444174327,0.04542728431261395
newton,14.0,0.5,1222.6149917593111,1210.6409169311974,-0.009793823001371327,326.9409797313956,286.84617911733574,-0.12263620377904438,0.022184754031889038,0.022194569865779848,0.03638214104655338
newton,15.0,0.5,1105.3547970970492,1098.5107489660093,-0.006191720657488631,262.62104862935615,233.42077657797321,-0.1111878587180346,0.01821448760141976,0.019797835141237684,0.0301284718274753
newton,2.0,1.0,6007.786621984674,6312.648024982056,0.05074437928300979,10449.175643855093,9686.975759999343,-0.0729435421352096,0.09661503308521592,0.1756632266326948,0.09280011587452038
newton,3.0,1.0,5737.786645043015,5880.37204475803,0.024850244272884847,7668.186730238858,7158.1470321244215,-0.06651372952397439,0.0765409309018855,0.13783189051972422,0.08257534593811923
newton,4.0,1.0,5308.20540876867,5368.115655079235,0.01128634664581707,5452.389924600284,5074.472832413872,-0.0693121910597978,0.05131677952222149,0.06937324302701148,0.060286060265467956
newton,5.0,1.0,4603.850336485997,4608.44683788057,0.000998403740048781,3861.8513159661015,3596.3545638640026,-0.06874856911358873,0.057279866160224506,0.05997816064600379,0.05001722131468443
newton,6.0,1.0,3944.2065469375866,3932.6566330368846,-0.0029283237992873135,2782.3240043995097,2602.6023304130777,-0.06459408526909505,0.06219700815560962,0.06122552639710546,0.04303033175553541
newton,7.0,1.0,3353.480365989756,3351.939668662315,-0.0004594323387328014,2000.9820953321641,1867.5040447527535,-0.06670626933183688,0.06272676972700997,0.059278590682317375,0.038340121134677864
newton,8.0,1.0,2818.313183596179,2804.200477216401,-0.005007501104533074,1460.1669186760764,1361.990943284663,-0.06723613179815702,0.06043277669563761,0.05675070625355055,0.03510877971713701
newton,9.0,1.0,2376.4620733105185,2359.1231815933124,-0.0072960944388446025,1107.501131127558,1040.9231997958102,-0.06011545221986736,0.055771378370028726,0.05180981266726298,0.029817644854328584
newton,10.0,1.0,2035.544989728891,2029.2974865387166,-0.003069204179567908,859.5933299267683,810.3270415469515,-0.05731348378891443,0.04813572815892094,0.043322040345421094,0.026884790968328968
newton,11.0,1.0,1756.5617054322508,1750.254046212364,-0.0035909124059689823,673.7378585004635,636.0508196726821,-0.05593724376964859,0.039312263647716734,0.035264544957714576,0.0248911284535677
newton,12.0,1.0,1526.6581777790805,1520.3202442778088,-0.004151507910232999,537.357441971395,507.2049805463695,-0.05611248504236899,0.03105648867259673,0.027658426645685134,0.023357008247039037
newton,13.0,1.0,1339.0326536148002,1330.3384305686388,-0.006492913389894439,437.8260214036831,414.6620924985688,-0.05290669757555766,0.024212354250884756,0.021195227894540394,0.02135002856736718
newton,14.0,1.0,1190.6265191163172,1183.3151742154332,-0.006140754286499961,362.60425552700235,346.49133714848455,-0.04443664996457253,0.019082417219784563,0.017077154158260967,0.017549113659633506
newton,15.0,1.0,1071.8345671677275,1067.2347019077165,-0.0042915813698432,294.4322237909194,282.1615184886579,-0.04167582319717522,0.015479375955406924,0.013949587672925565,0.014975246846582841
mond,2.0,0.25,10486.382398627899,10107.45322984813,-0.03613535672982415,12808.455660618805,8358.97436901058,-0.3473862430807103,0.17808576878766552,0.30404664126219566,0.2828166751603164
mond,3.0,0.25,9760.686679375865,9562.673015619897,-0.020286857908713207,10022.113375778246,6669.639802613861,-0.33450764798438093,0.17853016618102838,0.2804814428206179,0.2514400821425685
mond,4.0,0.25,9112.433623690358,8848.257888418739,-0.02899068966437457,6772.713147738764,4603.6323636569805,-0.3202676293482154,0.07739980668313028,0.11148349383274768,0.19831653539999797
mond,5.0,0.25,7784.500076693894,7623.513645987681,-0.020680381414368787,4846.828451593113,3277.492201496792,-0.32378621726966483,0.07856222731356786,0.09248632342896909,0.1773589611434436
mond,6.0,0.25,6826.174894572496,6656.89234294813,-0.024799035219411514,3576.7476287099366,2433.8130208472626,-0.3195457791566101,0.07884833907154544,0.0843944964271714,0.15532555351470564
mond,7.0,0.25,6030.071821311894,5935.332279608076,-0.01571117965278357,2585.8401869984164,1741.6793594598375,-0.3264551428131609,0.07287532908780263,0.07025779319243668,0.13417580976467955
mond,8.0,0.25,5215.8228141930485,5126.408030440263,-0.01714298720222518,1920.895668377567,1298.1865710785646,-0.32417642850168793,0.0701222296408848,0.06709316541691357,0.11720177189478619
mond,9.0,0.25,4554.9354106228675,4477.757774031035,-0.01694373896320045,1540.6029516560532,1059.793048893388,-0.3120920301014769,0.0641787920504444,0.060366679622858244,0.10545758819804911
mond,10.0,0.25,4112.343267264052,4076.4694455988274,-0.00872345019220433,1247.2858824478797,865.444644257219,-0.3061377055284811,0.053319536253782454,0.048118388754004565,0.09387481195033912
mond,11.0,0.25,3714.143801256192,3679.761609941462,-0.00925709750470649,1011.7567007290038,716.8603774525867,-0.2914696023895218,0.044119798428518306,0.04347354921865727,0.0808550028377592
mond,12.0,0.25,3372.4773886237913,3341.8790632269893,-0.009072951978868038,826.0610689180783,595.3305671236147,-0.27931409731808265,0.03522859729256263,0.036093049441394034,0.0703269801677947
mond,13.0,0.25,3087.043187947001,3048.6097361447196,-0.012449923587833367,697.6927209679641,520.3834369056258,-0.2541366402910771,0.02713052523023642,0.026580830113780003,0.06101829853915639
mond,14.0,0.25,2874.835683427392,2847.425975953337,-0.009534356218014128,606.1466004177341,475.1681632290347,-0.21608376108755523,0.02267451446479054,0.024770545919595686,0.04877218270844688
mond,15.0,0.25,2727.187321024649,2709.4544682593882,-0.0065022496359355975,499.3408433877121,400.63035178282803,-0.19768158946341285,0.022849194594471944,0.025971320538714277,0.03936276084812264
mond,2.0,0.5,9568.299501057565,9591.79697662939,0.0024557629669961223,13908.750698189788,11025.47354363254,-0.20729950641307437,0.13614707044182295,0.24192735752531386,0.1880166915425288
mond,3.0,0.5,8945.119010399583,8981.334429602253,0.004048623518654759,10633.269565008535,8571.36060447587,-0.19391109648135862,0.1246232228396157,0.21336476324434095,0.16631402317351285
mond,4.0,0.5,8459.331595715574,8392.027168650007,-0.007956234639111992,7497.45142330692,6095.199252322918,-0.18703051101136803,0.0627706682297611,0.08991049735689859,0.1311467671337602
mond,5.0,0.5,7404.0613340469845,7338.879159732578,-0.008803570280363715,5408.937703441685,4403.622318748893,-0.18586189004416032,0.06665917059594402,0.07404752537685531,0.11499930780684549
mond,6.0,0.5,6553.9756669003755,6470.582699199642,-0.012724027664901771,4030.945527868209,3296.733380971118,-0.18214390192600383,0.06960785409962561,0.0711336277249582,0.1008976769569464
mond,7.0,0.5,5812.965816639839,5776.317414806967,-0.006304596137132856,2971.9006415202557,2418.4387941814116,-0.1862316120554166,0.06758749046206203,0.0639092647240608,0.0889648843220404
mond,8.0,0.5,5084.655113357499,5033.424747775599,-0.010075484853892536,2240.992712802383,1826.8917906880333,-0.18478459110940715,0.06425221339433855,0.06066867992555059,0.07841335960836013
mond,9.0,0.5,4475.584128194411,4426.165602725117,-0.01104180461226878,1792.2279917233561,1479.8002056195292,-0.17432368401042841,0.058586269897640174,0.054590823324947885,0.06881654848540078
mond,10.0,0.5,4035.269363743672,4016.6897877979613,-0.004604296335864344,1460.7293603671858,1211.988052818525,-0.17028569035275254,0.049569259751831664,0.04442751215470972,0.06206443968677045
mond,11.0,0.5,3654.4094986241525,3635.3669336299176,-0.005210845966059474,1194.6981426047278,1000.7838202612143,-0.16231239961647037,0.03996207705315975,0.03739915916623582,0.054015632630201406
mond,12.0,0.5,3331.4967044724317,3313.0848212507767,-0.005526610065961557,992.7209810195998,837.5928965753155,-0.15626554430727946,0.03157507810374506,0.03019122414206654,0.047840000328697396
mond,13.0,0.5,3061.4600571667083,3035.575088257367,-0.008455105873011792,845.8077901653322,725.7784888122418,-0.14191084871614623,0.024330382220344983,0.022513775960582256,0.04155919925055657
mond,14.0,0.5,2851.540555420314,2831.7293869985506,-0.006947531706713916,736.6209977087551,648.0879861435074,-0.12018800962859855,0.01981336798799914,0.019716997958291096,0.03336827855242323
mond,15.0,0.5,2694.3102296756115,2682.5540328989946,-0.004363341922222652,615.8343902524693,548.2398875281216,-0.10976084446442902,0.016826817856239313,0.01846326434710644,0.0277794319898211
mond,2.0,1.0,7532.435374195817,7955.587733449796,0.056177363393463686,13028.015763709822,12180.482941570248,-0.06505463591012983,0.0904396245161082,0.16642762672661202,0.08702318795298615
mond,3.0,1.0,7462.999156809329,7680.456246330396,0.029138029490819006,9926.593881748202,9331.967791312427,-0.05990232878662438,0.07352468672057293,0.1320794707290948,0.07634854144645044
mond,4.0,1.0,7227.537575414593,7335.971067009358,0.01500282640710382,7392.911955683933,6926.077577081279,-0.06314621104661411,0.049586540032992545,0.06741170989797687,0.05573844203709146
mond,5.0,1.0,6611.214627914179,6645.059478560068,0.00511930901516755,5501.1245348286175,5155.248192263218,-0.06287375251652527,0.05466214532850645,0.05717897437057223,0.04564533519050883
mond,6.0,1.0,5973.069266447244,5976.850222484853,0.0006330005343897493,4172.796275071965,3920.7180547810585,-0.060409903497279926,0.058859236187244875,0.057562725268065246,0.03942383924001119
mond,7.0,1.0,5372.534853006754,5383.485527174204,0.002038269544463178,3175.142265188617,2976.061532602605,-0.06269978349275185,0.0587366260094881,0.05516874569817558,0.035311605152685194
mond,8.0,1.0,4792.181836182291,4782.253017108376,-0.002071878616739631,2454.3632497419353,2299.688369676371,-0.06302036998061611,0.05578154053491401,0.05196729915130287,0.031815207845962507
mond,9.0,1.0,4284.413331625566,4266.579567810522,-0.004162475100943808,1964.159941451214,1851.932193537115,-0.057137784732123165,0.050798576523055756,0.046660869157254876,0.02695313307969723
mond,10.0,1.0,3877.6754521638377,3872.5276433994804,-0.0013275501851204297,1607.3115670486648,1518.9790464639777,-0.05495668817146793,0.04366709112207073,0.03897407694931426,0.024684524267628037
mond,11.0,1.0,3534.8637251185123,3528.3060365584834,-0.0018551460735050096,1327.7284487342272,1255.8174458642675,-0.054160926459409064,0.03563148389176789,0.031645117988191016,0.02287829928159377
mond,12.0,1.0,3241.9565488828166,3234.3916206428735,-0.0023334452901752067,1113.374823716702,1053.2025103409349,-0.054044973978213395,0.028216045565338996,0.024964473099862366,0.02100239603695149
mond,13.0,1.0,2994.797435018321,2982.808243305235,-0.0040033397828165285,949.2114904962766,900.8007400664756,-0.05100101601645224,0.02199097303535524,0.019050982045109088,0.018756095003466505
mond,14.0,1.0,2793.5531471103295,2782.4333953280893,-0.003980504825455866,817.2682716594315,781.3176239511732,-0.04398879652486931,0.017376252941174255,0.015451244540200096,0.015468030674145365
mond,15.0,1.0,2629.877794966055,2622.567568329249,-0.0027796830144726226,691.0891637035927,662.3180682902649,-0.04163152444634144,0.014319955053401279,0.013028411588390004,0.013411635673444026
