theory,radius_kpc,height_kpc,angle_deg,gx_kms2_per_kpc,gy_kms2_per_kpc,gz_kms2_per_kpc,inward_kms2_per_kpc,tangential_kms2_per_kpc,downward_kms2_per_kpc
newton,2.0,0.25,200.0,5963.319081027321,4008.6808900083897,-13703.28103255192,6974.736548380716,-1727.3526046367126,13703.28103255192
newton,2.0,0.25,205.0,5186.424538855806,5544.796816583974,-13081.893756718198,7043.829338773065,-2833.414809145535,13081.893756718198
newton,2.0,0.25,210.0,4531.671322927173,6578.24158760987,-11915.443125918151,7213.663281061302,-3431.088665637838,11915.443125918151
newton,2.0,0.25,215.0,4678.834585982134,6982.396718080362,-10851.015266665123,7837.615142743078,-3035.9752775486213,10851.015266665123
newton,2.0,0.25,220.0,5428.7934790521285,7106.523756647606,-10304.54252785126,8726.682496184547,-1954.351849791114,10304.54252785126
newton,2.0,0.25,225.0,5692.229089532083,7632.647716072365,-10808.800469129905,9422.110747718247,-1372.083169167322,10808.800469129905
newton,2.0,0.25,230.0,4941.903812325767,8690.182596890318,-10950.217875671919,9833.660626862753,-1800.2237453340458,10950.217875671919
newton,2.0,0.25,235.0,4184.681176180854,9175.413443502159,-10405.776306153486,9916.293195740609,-1834.9108048052426,10405.776306153486
newton,2.0,0.25,240.0,3460.0463631933894,9290.696826508314,-10028.526534334876,9776.00265221236,-1648.8603644567288,10028.526534334876
newton,2.0,0.25,245.0,2949.2214555595997,9280.676987731136,-9316.54779007132,9657.544667989543,-1249.281205462612,9316.54779007132
newton,2.0,0.25,250.0,2886.534576908903,9057.492311630864,-9125.976188498338,9498.511657773504,-385.38957703045844,9125.976188498338
newton,2.0,0.25,255.0,2600.290063549918,9312.30883230142,-9392.956719246438,9668.004194737301,101.48444854968648,9392.956719246438
newton,2.0,0.25,260.0,1944.727259850578,9666.128579033435,-9825.024140887323,9856.97671097726,236.67687015164552,9825.024140887323
newton,2.0,0.25,265.0,951.2474598082764,9852.730218672017,-9958.986771547781,9898.144284465801,88.90565573358879,9958.986771547781
newton,2.0,0.25,270.0,268.9464647146815,9717.002227786812,-9800.834530114953,9717.002227786812,268.94646471467973,9800.834530114953
newton,2.0,0.25,275.0,-354.740591462626,9565.370955979552,-9922.438181629175,9559.88951135927,480.2863139122743,9922.438181629175
newton,2.0,0.25,280.0,-1209.753622800587,9426.773611766776,-9941.546059039205,9493.631250784103,445.5673119933797,9941.546059039205
newton,2.0,0.25,285.0,-1845.3160059433799,9320.886549541234,-9881.808377749136,9480.887968682942,629.9845684558845,9881.808377749136
newton,2.0,0.25,290.0,-2498.515102373222,9169.345538879465,-10127.647528337631,9470.90883373626,788.264670787873,10127.647528337631
newton,2.0,0.25,295.0,-3458.5116552659774,8935.592210414949,-10321.283627870795,9560.026986041556,641.8684028647322,10321.283627870795
newton,2.0,0.25,300.0,-4361.588963924362,8544.730543605387,-10316.419921164552,9580.748201217262,495.11842817834713,10316.419921164552
newton,2.0,0.25,305.0,-5151.441114305693,8084.045132553867,-10260.840476568374,9576.807332871695,417.0042786133963,10260.840476568374
newton,2.0,0.25,310.0,-5838.114898324187,7683.163568336779,-10079.4389750331,9638.312677667745,466.38686877053715,10079.4389750331
newton,2.0,0.25,315.0,-6281.185410301507,7465.20780494051,-10027.860869945802,9720.167859354378,837.2302643259709,10027.860869945802
newton,2.0,0.25,320.0,-6563.901371349591,7118.662731799564,-10309.59286973827,9604.028372241486,1234.0175554252155,10309.59286973827
newton,2.0,0.25,325.0,-6862.007940179015,6555.280909174557,-10563.346674418635,9380.982495289323,1433.885697098473,10563.346674418635
newton,2.0,0.25,330.0,-7152.370188632901,6155.2347435708425,-10793.129751010289,9271.751652412011,1754.4045598724897,10793.129751010289
newton,2.0,0.25,335.0,-7383.671881383494,5628.027516520178,-11373.97969916579,9070.386529081996,1980.250588104806,11373.97969916579
newton,2.0,0.25,340.0,-7518.214571956919,4705.882809372053,-11850.009854674327,8674.317467688234,1850.7025247963425,11850.009854674327
newton,2.0,0.25,345.0,-7585.152859045173,3860.515059676437,-12079.711136658152,8325.869864251454,1765.789178984628,12079.711136658152
newton,2.0,0.25,350.0,-7572.108677888309,3236.410011647838,-12219.072611777388,8019.068033341083,1872.358798385867,12219.072611777388
newton,2.0,0.25,355.0,-7560.82014803458,2735.957789352524,-12789.219536798091,7770.503377954556,2066.5777481723835,12789.219536798091
newton,3.0,0.25,0.0,-11083.31300562466,1465.4875213119958,-12220.12015159853,11083.31300562466,1465.4875213119958,12220.12015159853
newton,3.0,0.25,5.0,-11974.959400294225,-360.45252935417625,-12487.055093606537,11960.806572358151,684.6055822493048,12487.055093606537
newton,3.0,0.25,10.0,-11601.527305140766,-2406.600798942947,-13393.954398771346,11843.175879993676,-355.4550505135612,13393.954398771346
newton,3.0,0.25,15.0,-11235.363739706816,-5711.093768681135,-12733.480653246692,12330.667839635551,-2608.56685303727,12733.480653246692
newton,3.0,0.25,20.0,-10285.50358556994,-6515.044057984008,-10240.264162116202,11893.488122911813,-2604.289414869342,10240.264162116202
newton,3.0,0.25,25.0,-8634.066116046743,-6753.282268109744,-9933.161485700806,10679.181767955275,-2471.638293926444,9933.161485700806
newton,3.0,0.25,30.0,-7484.945127760884,-7001.820842247485,-8441.737742513644,9983.06304769723,-2321.2821582532356,8441.737742513644
newton,3.0,0.25,35.0,-7032.443321288024,-6801.972146802984,-8451.89505139752,9662.091267101881,-1538.2056101853473,8451.89505139752
newton,3.0,0.25,40.0,-5873.961031215773,-7450.213715276023,-7530.4301270391325,9288.62027275641,-1931.4854459889275,7530.4301270391325
newton,3.0,0.25,45.0,-5535.95687926212,-6842.940276136387,-7139.682161950348,8753.202122193148,-924.176822828023,7139.682161950348
newton,3.0,0.25,50.0,-4465.498422118288,-6838.5291285647945,-6889.015734623131,8108.984294856755,-974.951540301659,6889.015734623131
newton,3.0,0.25,55.0,-4091.390046129586,-6275.064494593375,-6699.699487491333,7486.956831172582,-247.75861041116286,6699.699487491333
newton,3.0,0.25,60.0,-3855.0967429893526,-6078.442381531446,-6997.91279681742,7191.633889340892,299.3905227097048,6997.91279681742
newton,3.0,0.25,65.0,-3194.2688054244245,-6668.447574297705,-7372.27557533948,7393.62229411268,76.78296988573356,7372.27557533948
newton,3.0,0.25,70.0,-2599.8409327776044,-6822.032584296597,-7419.6448395879115,7299.811646677069,109.77877749476283,7419.6448395879115
newton,3.0,0.25,75.0,-1889.5639741577065,-6666.693452117885,-7368.361562156507,6928.586524804511,99.71140979595975,7368.361562156507
newton,3.0,0.25,80.0,-1361.7814410156102,-6591.290230828718,-7149.334615519454,6727.624587286755,196.52738396306177,7149.334615519454
newton,3.0,0.25,85.0,-937.8041685294676,-6812.294477838091,-7368.821441623601,6868.106659522018,340.5049555056446,7368.821441623601
newton,3.0,0.25,90.0,-297.79614318645326,-6840.210653432092,-7430.175336054701,6840.210653432092,297.79614318645287,7430.175336054701
newton,3.0,0.25,95.0,250.15131320764652,-6767.726131644775,-7476.368362664931,6763.775013983398,340.64678577809116,7476.368362664931
newton,3.0,0.25,100.0,895.1578553811652,-6861.002929394588,-7476.697180517953,6912.211408618437,309.84225950768825,7476.697180517953
newton,3.0,0.25,105.0,1536.7571316468125,-6914.528019129742,-7447.039416638019,7076.663203644127,305.2181370542189,7447.039416638019
newton,3.0,0.25,110.0,2025.560990811931,-6506.414305916307,-7342.324030278799,6806.812171437802,321.9200374279119,7342.324030278799
newton,3.0,0.25,115.0,2476.0104666388197,-6239.754319948313,-7423.484350998013,6701.545168827409,393.0065576865636,7423.484350998013
newton,3.0,0.25,120.0,2731.5297650303964,-6233.769790035029,-7528.004213999364,6764.367882029519,751.3107273078508,7528.004213999364
newton,3.0,0.25,125.0,3372.28787662633,-5499.251117383966,-7622.519821746012,6438.987657488764,391.8243504391621,7622.519821746012
newton,3.0,0.25,130.0,3627.7659994886226,-5128.389336963658,-7516.220321269326,6260.457189045022,517.4351386045814,7516.220321269326
newton,3.0,0.25,135.0,3949.7678013876166,-4388.9163997038795,-7773.97742177282,5896.340144764925,310.5249518179967,7773.97742177282
newton,3.0,0.25,140.0,4469.364015161207,-3506.6669365408625,-7381.679334052007,5677.773526196087,-186.58909151832995,7381.679334052007
newton,3.0,0.25,145.0,4611.667920104923,-3421.479260174725,-6818.29036080428,5740.137085435943,157.5676792162917,6818.29036080428
newton,3.0,0.25,150.0,4627.364544258799,-3667.5680751798677,-6838.389099351018,5841.199285489454,862.5248510851629,6838.389099351018
newton,3.0,0.25,155.0,4995.509227563659,-3488.6289621578517,-7262.467344503975,6001.827220999797,1050.5781682226698,7262.467344503975
newton,3.0,0.25,160.0,5272.660171903501,-3014.649594371787,-7838.481844647655,5985.7507417931865,1029.487990384419,7838.481844647655
newton,3.0,0.25,165.0,5774.888498957551,-2884.615867004128,-7612.122272326497,6324.707469268398,1291.673837988795,7612.122272326497
newton,3.0,0.25,170.0,6239.588230269721,-2522.413212722924,-8629.328768273877,6582.807322485666,1400.5989626116038,8629.328768273877
newton,3.0,0.25,175.0,6274.257029278206,-2097.642236695027,-8127.808647052801,6433.203154189828,1542.8225431124388,8127.808647052801
newton,3.0,0.25,180.0,6702.408390443772,-2958.3280979776173,-9200.770731510594,6702.408390443772,2958.3280979776164,9200.770731510594
newton,3.0,0.25,185.0,7972.632109902324,-2448.163069294231,-11307.273772060758,7728.922367048977,3133.7077428872917,11307.273772060758
newton,3.0,0.25,190.0,9100.900377764203,-781.7471324366318,-13357.30594523432,8826.88828646995,2350.2254026456894,13357.30594523432
newton,3.0,0.25,195.0,8610.233460827356,2592.7503373395566,-14740.557693287863,8987.900036690911,-275.91210951486255,14740.557693287863
newton,3.0,0.25,200.0,7417.717448285082,7092.638662484138,-13519.334684194233,9396.199641128374,-4127.891428225403,13519.334684194233
newton,3.0,0.25,205.0,6900.877066406812,8660.829492486313,-9298.069165094086,9914.543328014275,-4932.94054094592,9298.069165094086
newton,3.0,0.25,210.0,6210.968520211208,7674.574330493959,-7307.798577005349,9216.143685855328,-3540.8920733341133,7307.798577005349
newton,3.0,0.25,215.0,5099.84382012039,6903.693504217479,-7125.4160919678625,8137.3434086151265,-2730.0244028328225,7125.4160919678625
newton,3.0,0.25,220.0,4453.767764070063,6457.13943085145,-6352.608430665086,7562.353266778011,-2083.6290442826353,6352.608430665086
newton,3.0,0.25,225.0,4028.5003871544486,6248.787635462401,-6259.603382173117,7267.140052999659,-1569.980169460574,6259.603382173117
newton,3.0,0.25,230.0,4247.8521211694915,6405.070316675008,-6052.0932835764415,7637.035235143636,-863.0563261166826,6052.0932835764415
newton,3.0,0.25,235.0,4225.927207866536,6675.471035747261,-6320.0823253645885,7892.118013691336,-367.2159763081995,6320.0823253645885
newton,3.0,0.25,240.0,3937.564863505547,6918.973326987607,-6412.0963276548655,7960.789101030978,-49.45546264899804,6412.0963276548655
newton,3.0,0.25,245.0,3506.5519419309676,6896.382825793799,-6747.115610610856,7732.178343805077,263.4780084851368,6747.115610610856
newton,3.0,0.25,250.0,2707.55228637253,7045.747130143187,-6838.893835230374,7546.874007165919,134.47946060829054,6838.893835230374
newton,3.0,0.25,255.0,1933.1595693014176,6875.393162216047,-6870.4885238539955,7141.458335033139,87.80606137693417,6870.4885238539955
newton,3.0,0.25,260.0,1004.6764258744711,6884.339295350707,-6517.7597725954565,6954.210942926004,-206.0398396087155,6517.7597725954565
newton,3.0,0.25,265.0,617.7957276124534,6767.074003556186,-6044.669291474519,6795.167689443548,25.65546734294969,6044.669291474519
newton,3.0,0.25,270.0,331.2868674763595,6844.327071498032,-6019.153164708056,6844.327071498032,331.2868674763582,6019.153164708056
newton,3.0,0.25,275.0,-295.7203100453262,6895.5117933786505,-6280.945121613554,6895.046012460483,306.3884469919496,6280.945121613554
newton,3.0,0.25,280.0,-196.11480243073277,6971.273935049738,-6227.160069973065,6899.419597664513,1017.4136369241119,6227.160069973065
newton,3.0,0.25,285.0,-557.0785718708414,6774.156191264051,-7377.9801367024975,6687.514960476624,1215.1840569560109,7377.9801367024975
newton,3.0,0.25,290.0,-1757.3417967887221,6670.156873701086,-7929.5573962655735,6868.943486911181,629.9668913069302,7929.5573962655735
newton,3.0,0.25,295.0,-2906.8244999100057,6545.208697111677,-7715.226711239003,7160.450727309562,131.6470424860927,7715.226711239003
newton,3.0,0.25,300.0,-3771.757147484632,6308.49845421496,-7501.971413348699,7349.198494827333,-112.18827951973981,7501.971413348699
newton,3.0,0.25,305.0,-4240.692947584348,5949.078814077022,-7272.496604818651,7305.561620721967,-61.52087146582335,7272.496604818651
newton,3.0,0.25,310.0,-4994.546920179764,5232.102976860972,-6663.997943113936,7218.456287540228,-462.91394797042403,6663.997943113936
newton,3.0,0.25,315.0,-4980.230077352204,5359.776524432982,-5841.860092328133,7311.488785635975,268.3798665060781,5841.860092328133
newton,3.0,0.25,320.0,-5093.078708311436,5824.445865797496,-6129.5963744004,7645.406278694176,1188.0165008805589,6129.5963744004
newton,3.0,0.25,325.0,-5589.032963276611,5658.765618743192,-6985.924492226604,7824.0023952111405,1429.651815021019,6985.924492226604
newton,3.0,0.25,330.0,-5919.04081372422,5447.370679180252,-7607.752976794438,7849.725050312218,1758.0409851384752,7607.752976794438
newton,3.0,0.25,335.0,-6244.219258467114,4765.864421685473,-9037.372391448705,7673.3258754975195,1680.418948393295,9037.372391448705
newton,3.0,0.25,340.0,-6976.922591652857,3528.671621432104,-9565.93249341087,7763.039448882113,929.6186190671892,9565.93249341087
newton,3.0,0.25,345.0,-8088.823259677429,2745.0000833526797,-9411.798445938566,8523.661591189835,557.924961603228,9411.798445938566
newton,3.0,0.25,350.0,-9194.709336489199,2600.3957296282324,-9317.607467680124,9506.575020931108,964.2453549792606,9317.607467680124
newton,3.0,0.25,355.0,-10043.368954503725,2746.5549511449485,-10139.119737193516,10244.528940220143,1860.766199429686,10139.119737193516
newton,4.0,0.25,0.0,-8755.718782726763,-513.9105928180215,-4123.2079768533,8755.718782726763,-513.9105928180215,4123.2079768533
newton,4.0,0.25,5.0,-8507.178430442285,-871.4694774906847,-4040.930947251696,8550.759617719676,-126.70381823294963,4040.930947251696
newton,4.0,0.25,10.0,-8456.814344893844,-1844.1760592763071,-4017.539356868833,8648.574144626626,-347.6484812364372,4017.539356868833
newton,4.0,0.25,15.0,-8191.330528062346,-2603.609211134101,-4369.0660424434445,8586.081358571348,-394.8210332063122,4369.0660424434445
newton,4.0,0.25,20.0,-7862.5294484693995,-3651.0537108773315,-3918.6429667311763,8637.094816922574,-741.7247813366407,3918.6429667311763
newton,4.0,0.25,25.0,-7497.823134691922,-3637.5258148262164,-3724.4788082599607,8332.620329693611,-128.00099150113329,3724.4788082599607
newton,4.0,0.25,30.0,-6739.618978860381,-4029.521771449826,-3831.369200139048,7851.4421332457405,-119.85872974783206,3831.369200139048
newton,4.0,0.25,35.0,-5962.615656322947,-4585.926997316338,-4074.2775038668115,7514.66846867325,-336.55563532708675,4074.2775038668115
newton,4.0,0.25,40.0,-5644.896044859322,-4656.555947248741,-3567.483924361663,7317.417713852437,61.34042814159557,3567.483924361663
newton,4.0,0.25,45.0,-5649.466514716948,-4610.767825276846,-4265.791068851908,7255.081278372694,734.4708869126757,4265.791068851908
newton,4.0,0.25,50.0,-4791.247740264613,-4983.280983005576,-4678.536043159599,6897.169387912623,467.11743557352474,4678.536043159599
newton,4.0,0.25,55.0,-4022.4432896745475,-5364.559894228583,-4805.796172356294,6701.568891583787,218.00749705006774,4805.796172356294
newton,4.0,0.25,60.0,-3551.8040983597066,-5406.932381312671,-4800.403581677405,6458.442847941316,372.4863877888529,4800.403581677405
newton,4.0,0.25,65.0,-2964.082078465833,-5850.036172477243,-4633.41190762742,6554.608553220193,214.0385507968158,4633.41190762742
newton,4.0,0.25,70.0,-2669.011529260174,-5789.841863206643,-4416.767319145421,6353.527380148044,527.8078949514043,4416.767319145421
newton,4.0,0.25,75.0,-2505.458114375633,-5702.599658233358,-4811.26129282017,6156.748563581878,944.1453012150155,4811.26129282017
newton,4.0,0.25,80.0,-1627.217139397339,-5950.204291798181,-5368.578634713244,6142.370609494106,569.253922696144,5368.578634713244
newton,4.0,0.25,85.0,-943.4694319966152,-5831.567242677575,-5394.963624350497,5891.605147826276,431.6246715481818,5394.963624350497
newton,4.0,0.25,90.0,-269.2827328641433,-6020.801926114771,-5419.203252444218,6020.801926114771,269.282732864143,5419.203252444218
newton,4.0,0.25,95.0,-10.224075127264786,-5860.401748960918,-5501.2787015208405,5837.210064140834,520.952836665037,5501.2787015208405
newton,4.0,0.25,100.0,1106.0996386533918,-5932.890709282698,-5809.43996733812,6034.82895484591,-59.05983978586005,5809.43996733812
newton,4.0,0.25,105.0,1744.0450414735706,-6119.4366846348385,-4905.261143384341,6362.314008279519,-100.79138848818593,4905.261143384341
newton,4.0,0.25,110.0,1653.3260185632846,-6240.461141579893,-4858.490233174483,6429.586086876903,580.7451546641569,4858.490233174483
newton,4.0,0.25,115.0,2161.7179446258033,-5976.638751670403,-5276.519812696918,6330.255721075324,566.6548736918214,5276.519812696918
newton,4.0,0.25,120.0,2356.52687939505,-5448.83447491319,-5755.713001092762,5897.09251598879,683.6050951996124,5755.713001092762
newton,4.0,0.25,125.0,3263.992778024484,-5354.055278634856,-5926.2950272970775,6257.934672624844,397.2535900826274,5926.2950272970775
newton,4.0,0.25,130.0,3666.279510048643,-5282.185110642831,-5835.38639090884,6403.027594240648,586.7900955982018,5835.38639090884
newton,4.0,0.25,135.0,3961.4932535126836,-4684.759134700369,-5693.694399834314,6113.823695555831,511.42620918867533,5693.694399834314
newton,4.0,0.25,140.0,4295.690365926185,-4188.042888318394,-6276.206886363714,5982.711811624375,447.0104398730714,6276.206886363714
newton,4.0,0.25,145.0,4772.90610121599,-3184.185815541032,-6421.767259505146,5736.109742768054,-129.29415237718513,6421.767259505146
newton,4.0,0.25,150.0,5277.663356868154,-2522.4937996172366,-5337.624802136515,5831.837439478697,-454.28796707681613,5337.624802136515
newton,4.0,0.25,155.0,5695.732603946148,-2625.9419783142516,-5423.683201027276,6271.857846142031,-27.208949166917137,5423.683201027276
newton,4.0,0.25,160.0,6445.752534696295,-2652.702351608632,-5229.673382285941,6964.303730763696,288.1476191894376,5229.673382285941
newton,4.0,0.25,165.0,6747.395972714079,-2481.1658608210682,-5698.319490764698,7159.657009082061,650.2676016873634,5698.319490764698
newton,4.0,0.25,170.0,7212.201773925704,-1598.6684002175202,-6769.7453359345145,7380.238077641912,321.99534002143696,6769.7453359345145
newton,4.0,0.25,175.0,8088.285824368311,-63.84172987138956,-6045.755686346756,8063.071628271571,-641.3417657632913,6045.755686346756
newton,4.0,0.25,180.0,8133.553700812889,-207.86122268022154,-5493.784255453327,8133.553700812889,207.86122268022055,5493.784255453327
newton,4.0,0.25,185.0,8285.188467596961,324.1691561631146,-6148.58654950834,8281.914027692244,399.1661600431732,6148.58654950834
newton,4.0,0.25,190.0,8619.279164892716,1502.9253674087715,-6303.132040949042,8749.313198182872,16.629565763282926,6303.132040949042
newton,4.0,0.25,195.0,8758.434465026998,2869.834999260766,-6355.647237148959,9202.766001740321,-505.19809814294786,6355.647237148959
newton,4.0,0.25,200.0,8302.539215111705,4158.165244857488,-6056.0036215315395,9224.011107244069,-1067.7615442815213,6056.0036215315395
newton,4.0,0.25,205.0,6764.487559897733,4754.209290380446,-5443.832262148195,8139.923417099931,-1449.9809269432203,5443.832262148195
newton,4.0,0.25,210.0,5786.404562870033,4837.11910009522,-5265.647310778857,7429.732898067248,-1295.8657403783668,5265.647310778857
newton,4.0,0.25,215.0,5219.639938719194,4938.843427344425,-4982.218510218662,7108.482939006299,-1051.8012148462885,4982.218510218662
newton,4.0,0.25,220.0,4552.8863264906695,5235.461046190303,-4636.693850547174,6853.002762048207,-1084.0569226204866,4636.693850547174
newton,4.0,0.25,225.0,3965.6289907232267,5379.117995724116,-4304.327869449708,6607.733962589471,-999.4876605687555,4304.327869449708
newton,4.0,0.25,230.0,3987.647786054756,5084.731663543429,-4252.510047420861,6458.341024278518,-213.6870842836015,4252.510047420861
newton,4.0,0.25,235.0,3823.978666821424,5186.342106352148,-4585.135569908378,6441.746795198294,157.6563191854175,4585.135569908378
newton,4.0,0.25,240.0,3443.0016899270663,5791.749203722049,-4834.9057170620745,6737.3027877351215,85.85232688856422,4834.9057170620745
newton,4.0,0.25,245.0,3037.2388729917957,6008.530759953751,-4897.279135353558,6729.1708293903985,213.35841629570723,4897.279135353558
newton,4.0,0.25,250.0,2718.523260347911,6109.383947707194,-5256.538039430821,6670.732728346689,465.0438737574277,5256.538039430821
newton,4.0,0.25,255.0,1991.400044573223,6306.785640882059,-5082.794211489144,6607.299389350593,291.2284962870949,5082.794211489144
newton,4.0,0.25,260.0,1933.4435098809279,6357.337350287589,-4920.16038201022,6596.494053190082,800.130112850522,4920.16038201022
newton,4.0,0.25,265.0,1241.8802819705718,6184.57822006672,-5696.655951573112,6269.281031142968,698.1330442128603,5696.655951573112
newton,4.0,0.25,270.0,320.9448564371269,5833.1843882245885,-5409.481402453384,5833.1843882245885,320.9448564371258,5409.481402453384
newton,4.0,0.25,275.0,-89.09882428074074,5896.3231904347585,-5302.891701080906,5881.651374754643,425.1386507878992,5302.891701080906
newton,4.0,0.25,280.0,-641.6166805170614,5693.315864531239,-5454.076526635833,5718.237171070258,356.7648433229125,5454.076526635833
newton,4.0,0.25,285.0,-1290.5601724678902,5444.840153512744,-5358.615475841239,5593.333275779179,162.64292830121894,5358.615475841239
newton,4.0,0.25,290.0,-1658.2381348197976,5391.125149041215,-5296.404640808454,5633.151364826517,285.6392573657431,5296.404640808454
newton,4.0,0.25,295.0,-2079.232156696251,5194.16540033007,-5345.629190578376,5586.234029293816,310.7248580103592,5345.629190578376
newton,4.0,0.25,300.0,-2748.695422675206,4874.9080820796835,-5358.340271926159,5596.141951532684,57.01397773710869,5358.340271926159
newton,4.0,0.25,305.0,-3121.200686993675,5092.143148729205,-5495.901355138323,5961.486637275981,363.9953972504177,5495.901355138323
newton,4.0,0.25,310.0,-3540.208104472288,4513.743392912758,-5595.039109715821,5733.329949072477,189.42158035303464,5595.039109715821
newton,4.0,0.25,315.0,-4101.336590572338,4170.624156161101,-6148.158849013273,5849.159537724152,48.9937074797208,6148.158849013273
