theory,radius_kpc,height_kpc,angle_deg,gx_kms2_per_kpc,gy_kms2_per_kpc,gz_kms2_per_kpc,inward_kms2_per_kpc,tangential_kms2_per_kpc,downward_kms2_per_kpc
newton,2.0,0.25,0.0,-8574.434880099958,1666.1693414812908,-10390.116238831368,8574.434880099958,1666.1693414812908,10390.116238831368
newton,2.0,0.25,5.0,-7673.866131746576,-1845.314824402259,-10058.854950278306,7805.494538435795,-1169.4713419211596,10058.854950278306
newton,2.0,0.25,10.0,-6399.833432101325,-3851.010923646093,-9396.80826828826,6971.3266109867,-2681.186001685085,9396.80826828826
newton,2.0,0.25,15.0,-5205.181806172972,-4962.175291286804,-8591.415749511909,6312.125007634626,-3445.893083768702,8591.415749511909
newton,2.0,0.25,20.0,-4757.6300802203195,-4884.618877196963,-7981.95897623463,6141.347927282276,-2962.8349923260685,7981.95897623463
newton,2.0,0.25,25.0,-4387.455284538614,-4802.595183425028,-7844.1425128974815,6006.0493179157875,-2498.410686906056,7844.1425128974815
newton,2.0,0.25,30.0,-4358.723637908973,-5203.872648723024,-7760.378736123805,6376.701722866407,-2327.324092898668,7760.378736123805
newton,2.0,0.25,35.0,-5554.006307189943,-5657.705585433309,-8175.9061405933935,7794.702228144843,-1448.8739511437016,8175.9061405933935
newton,2.0,0.25,40.0,-4697.407756198585,-7956.204946198774,-8677.39009103758,8712.573068243244,-3075.3710840214003,8677.39009103758
newton,2.0,0.25,45.0,-3086.8200634153445,-9710.464731496602,-7586.145578252535,9049.046859257734,-4683.624060970376,7586.145578252535
newton,2.0,0.25,50.0,-2629.9368185730464,-9054.692367545673,-6677.5285588019215,8626.787573547375,-3805.595577759749,6677.5285588019215
newton,2.0,0.25,55.0,-1370.4867562091279,-9058.56444946639,-6284.188616307843,8206.420496796714,-4073.1420873615116,6284.188616307843
newton,2.0,0.25,60.0,-543.7400112711355,-9279.891023630486,-5292.630175973654,8308.491376450746,-4169.0528490004035,5292.630175973654
newton,2.0,0.25,65.0,-925.4375286817391,-8452.855767835417,-4629.84927575908,8051.995804807984,-2733.599972687236,4629.84927575908
newton,2.0,0.25,70.0,-1357.9296201898715,-7438.308083335715,-4377.06737964425,7454.162500366256,-1268.0147531239288,4377.06737964425
newton,2.0,0.25,75.0,-1532.1920374067845,-6543.9117934047235,-4603.778006508339,6717.493886242546,-213.70514183845512,4603.778006508339
newton,2.0,0.25,80.0,-1149.4112601277207,-6123.056712833907,-4891.723014258467,6229.626893643305,68.69148043843802,4891.723014258467
newton,2.0,0.25,85.0,-534.2373898455232,-5801.347410487508,-4983.876406373573,5825.833388631489,26.583712788241257,4983.876406373573
newton,2.0,0.25,90.0,-371.1586467012821,-5436.567978421372,-4928.517980452976,5436.567978421372,371.1586467012818,4928.517980452976
newton,2.0,0.25,95.0,114.86867991591447,-5926.785875434014,-5181.790801076566,5914.244130948924,402.12185517074965,5181.790801076566
newton,2.0,0.25,100.0,1135.6891410239643,-6467.811105150634,-5032.310502850099,6566.760871105735,4.688140811167159,5032.310502850099
newton,2.0,0.25,105.0,991.3209241701596,-6932.6534420742955,-4783.773210553185,6953.001739395237,836.7602611076693,4783.773210553185
newton,2.0,0.25,110.0,1209.2554389225095,-6919.594132280014,-5084.865755378286,6915.881263474621,1230.3121642771594,5084.865755378286
newton,2.0,0.25,115.0,2261.467420980982,-7190.414187012269,-5110.746674888109,7472.465800146228,989.2148111460351,5110.746674888109
newton,2.0,0.25,120.0,2893.7616374300114,-7719.823213440349,-5004.421723542009,8132.443834279166,1353.8405162089284,5004.421723542009
newton,2.0,0.25,125.0,3671.4469479708405,-8076.548477473054,-5171.168059264247,8721.776652790235,1625.0446207965688,5171.168059264247
newton,2.0,0.25,130.0,4770.498071967196,-8204.609240559626,-5233.355090341772,9351.51236938736,1619.407623211147,5233.355090341772
newton,2.0,0.25,135.0,5467.684352523353,-8687.643004230245,-5267.4647109013185,10009.327963875916,2276.8545977622357,5267.4647109013185
newton,2.0,0.25,140.0,5789.7455080835025,-9304.910760102923,-5774.60416609136,10416.283719373549,3406.398505660455,5774.60416609136
newton,2.0,0.25,145.0,7227.992456554012,-8422.16567675438,-6673.794333880754,10751.580572122504,2753.2280762514374,6673.794333880754
newton,2.0,0.25,150.0,8830.032796261577,-6708.499764502312,-6731.372629924793,11001.282600063425,1394.7148192101395,6731.372629924793
newton,2.0,0.25,155.0,8957.115506614346,-5974.054119733979,-6663.821329302373,10642.647900658149,1628.8911832772642,6663.821329302373
newton,2.0,0.25,160.0,9134.046855295088,-5316.792168530792,-6809.804527103408,10401.64644734722,1872.1223524292918,6809.804527103408
newton,2.0,0.25,165.0,9283.365291569828,-3859.8153891110783,-6937.8408716144195,9966.036023284587,1325.58362894839,6937.8408716144195
newton,2.0,0.25,170.0,9239.070009719619,-3098.939225964048,-6376.1250480597855,9636.83292548368,1447.5117053180456,6376.1250480597855
newton,2.0,0.25,175.0,9230.568124710046,-4532.66747815809,-6353.481102792108,9590.491026897838,3710.9222890620094,6353.481102792108
newton,2.0,0.25,180.0,9190.170914700022,-6109.590722215507,-7463.104971131368,9190.170914700022,6109.5907222155065,7463.104971131368
newton,2.0,0.25,185.0,8159.23406828858,-5184.087638439933,-9586.768704466644,7676.3627107214415,5875.484725330504,9586.768704466644
newton,2.0,0.25,190.0,6345.825620014641,-1314.214422117989,-10915.911575615472,6021.207330389533,2396.189606729916,10915.911575615472
newton,2.0,0.25,195.0,5041.6295647831985,2926.477891773342,-10817.62161639212,5627.2684166690215,-1521.890826010031,10817.62161639212
newton,2.0,0.25,200.0,5062.861856826679,5191.912135312348,-9942.543461087893,6533.272459572281,-3147.2007834119004,9942.543461087893
newton,2.0,0.25,205.0,3854.21854436443,6595.388323264219,-9304.688744735922,6280.439828381375,-4348.588654316893,9304.688744735922
newton,2.0,0.25,210.0,2791.92053150348,7669.596243750484,-8274.36178409882,6252.672227504609,-5246.104918105886,8274.36178409882
newton,2.0,0.25,215.0,3210.387179633364,7858.350270397139,-7401.659139372094,7137.159764848511,-4595.781250933577,7401.659139372094
newton,2.0,0.25,220.0,4274.776586087167,7812.654936810804,-6804.815795832197,8296.546641485547,-3237.067476635013,6804.815795832197
newton,2.0,0.25,225.0,5192.353194415186,7695.371970174846,-7066.405455421584,9112.997857950126,-1769.9015497769074,7066.405455421584
newton,2.0,0.25,230.0,3839.0417485111357,8993.052021749529,-7470.535015994323,9356.765996953422,-2839.7458144983602,7470.535015994323
newton,2.0,0.25,235.0,2000.266796059093,10000.27179156448,-6650.96839494818,9339.04898214048,-4097.397621632252,6650.96839494818
newton,2.0,0.25,240.0,1521.33237024591,9526.731722273778,-5752.73520831361,9011.057871651125,-3445.853380904343,5752.73520831361
newton,2.0,0.25,245.0,1452.498556350977,8998.372963151809,-5070.14062741958,8769.147902230465,-2486.465987901339,5070.14062741958
newton,2.0,0.25,250.0,1872.5294267869513,8250.532118403218,-4810.952072494164,8393.406932151838,-1062.2460930931354,4810.952072494164
newton,2.0,0.25,255.0,2039.9410119751337,8116.5709142802825,-5021.275759776505,8367.981051794875,-130.29142596787642,5021.275759776505
newton,2.0,0.25,260.0,1441.1862751887413,8643.209330493524,-5344.906766897608,8762.158929942594,-81.58613209335158,5344.906766897608
newton,2.0,0.25,265.0,345.4001430942371,8951.639139622535,-5279.407049598641,8947.67905613905,-436.1009667522013,5279.407049598641
newton,2.0,0.25,270.0,174.06665990056354,8634.463328607933,-4971.594053238747,8634.463328607933,174.06665990056194,4971.594053238747
newton,2.0,0.25,275.0,155.83096130194647,8173.711365186212,-5152.4175048422685,8129.026362555394,867.6238624853161,5152.4175048422685
newton,2.0,0.25,280.0,-490.3216087470272,8068.799234069015,-5229.391602938442,8031.359497039772,918.259761192914,5229.391602938442
newton,2.0,0.25,285.0,-719.4602145924266,8425.319156652915,-5263.095256353522,8324.44337386915,1485.6878565465788,5263.095256353522
newton,2.0,0.25,290.0,-1170.6017315228992,8671.657387647718,-5618.902687491593,8549.061829148906,1865.8756936030932,5618.902687491593
newton,2.0,0.25,295.0,-2275.0660431035026,8822.354012046597,-5894.905866332523,8957.252597593553,1666.5778461448572,5894.905866332523
newton,2.0,0.25,300.0,-3284.8752109180696,8669.884819529736,-6004.104281494487,9150.778107056849,1490.1570288480548,6004.104281494487
newton,2.0,0.25,305.0,-4229.598978796529,8308.823373965517,-6056.610740005672,9232.187961872147,1301.0606511056071,6056.610740005672
newton,2.0,0.25,310.0,-5073.769192450512,8058.55443595112,-5981.621197038876,9434.566816548613,1293.2062478688981,5981.621197038876
newton,2.0,0.25,315.0,-5599.703531558608,8139.754810949157,-6006.894090131639,9715.264163817323,1796.0874842186204,6006.894090131639
newton,2.0,0.25,320.0,-5879.469664151444,8065.394761113449,-6296.373942617038,9688.27088438427,2399.2005866674444,6296.373942617038
newton,2.0,0.25,325.0,-6281.197418968157,7619.037071786451,-6660.035306862726,9515.355838392288,2638.402961278337,6660.035306862726
newton,2.0,0.25,330.0,-6808.7722155336705,7336.709816913794,-7014.0893161533795,9564.924615690712,2949.390973875183,7014.0893161533795
newton,2.0,0.25,335.0,-7100.419847535683,6838.859028985719,-7653.546533855703,9325.392514170804,3197.344098820969,7653.546533855703
