theory,radius_kpc,height_kpc,angle_deg,gx_kms2_per_kpc,gy_kms2_per_kpc,gz_kms2_per_kpc,inward_kms2_per_kpc,tangential_kms2_per_kpc,downward_kms2_per_kpc
newton,2.0,0.25,0.0,-7648.884117653652,1587.6773262401694,-13664.60054706593,7648.884117653652,1587.6773262401694,13664.60054706593
newton,2.0,0.25,5.0,-7341.946957273337,-620.7521100564653,-14025.864544944849,7368.110743720668,21.502879407552086,14025.864544944849
newton,2.0,0.25,10.0,-6646.795092098038,-3118.9518042605723,-13245.688839786253,7087.415636422474,-1917.3640630389057,13245.688839786253
newton,2.0,0.25,15.0,-5918.219520309315,-4293.9876160202,-11668.271841889187,6827.926854775266,-2615.925611125783,11668.271841889187
newton,2.0,0.25,20.0,-5567.067091642402,-4230.8631802545615,-10871.421729720174,6678.372296738394,-2071.661825452864,10871.421729720174
newton,2.0,0.25,25.0,-5299.081667374213,-4326.847016051149,-10946.878245845122,6631.203544025872,-1681.9664608757516,10946.878245845122
newton,2.0,0.25,30.0,-5387.745566363132,-5036.231305893929,-11018.687566082011,7184.040182544415,-1667.631467057055,11018.687566082011
newton,2.0,0.25,35.0,-5870.024698118811,-6090.138891111716,-11758.234683686685,8301.602893537665,-1621.8418750184428,11758.234683686685
newton,2.0,0.25,40.0,-5285.585996208966,-7665.646870328844,-12003.430622128768,8976.376609503144,-2474.716999631989,12003.430622128768
newton,2.0,0.25,45.0,-4629.529975694137,-8563.458107308083,-11065.82963301489,9328.851337604181,-2781.7072585647466,11065.82963301489
newton,2.0,0.25,50.0,-4199.82805171699,-8573.420367338675,-10483.009475534798,9267.218465380498,-2293.633443686515,10483.009475534798
newton,2.0,0.25,55.0,-3232.025211333574,-8881.844108917587,-10158.260529279107,9129.394261789428,-2446.8964331610237,10158.260529279107
newton,2.0,0.25,60.0,-2498.7973878564644,-9043.133625065004,-9138.09977952555,9080.982143051786,-2357.5447957386077,9138.09977952555
newton,2.0,0.25,65.0,-2277.774441495251,-8761.106779979526,-8685.460584856533,8902.888372857149,-1638.2390048394013,8685.460584856533
