theory,radius_kpc,height_kpc,angle_deg,gx_kms2_per_kpc,gy_kms2_per_kpc,gz_kms2_per_kpc,inward_kms2_per_kpc,tangential_kms2_per_kpc,downward_kms2_per_kpc
newton,3.0,0.25,125.0,2819.754194673943,-5241.500762781854,-5067.4496824184025,5910.930627342059,696.5939156880863,5067.4496824184025
newton,3.0,0.25,130.0,3111.8087297409174,-4860.921478386377,-4927.849347614388,5723.913982147443,740.7563124987828,4927.849347614388
newton,3.0,0.25,135.0,3321.5976994309353,-3917.5419907820824,-5220.945132313561,5118.844764906307,421.3962496238073,5220.945132313561
newton,3.0,0.25,140.0,4129.131140444858,-2415.43394466506,-4733.638087774929,4715.7089766942945,-803.8245848171828,4733.638087774929
newton,3.0,0.25,145.0,4099.252719766073,-2801.4840831130814,-3983.4249397819344,4964.776502339768,-56.39335298060405,3983.4249397819344
newton,3.0,0.25,150.0,4024.5777952388876,-3687.9636725379223,-4088.5669446416427,5329.368446452605,1181.581331032552,4088.5669446416427
newton,3.0,0.25,155.0,4319.743326257484,-3553.7561562830288,-4527.0429208448495,5416.899264005401,1395.1944619598178,4527.0429208448495
newton,3.0,0.25,160.0,4711.967668584133,-2822.4823016145824,-4829.0425757052535,5393.1470488826735,1040.6779337709863,4829.0425757052535
newton,3.0,0.25,165.0,5619.355236879032,-2752.7378099388616,-4621.326535723583,6140.341321780163,1204.5443871214727,4621.326535723583
newton,3.0,0.25,170.0,5811.606147577789,-2643.0833945896875,-5091.725871879024,6182.28140648024,1593.7542020049373,5091.725871879024
newton,3.0,0.25,175.0,5648.088982754076,-2401.8278793906366,-4763.224543580473,5835.929391750335,1900.424808781096,4763.224543580473
