side,q,trace_ratio,q_pass
1,1.0281388956911428,1.0602468956090934,True
2,1.0230870375381482,1.0562509797895008,True
4,1.0314173859612714,1.066904618140173,True
8,1.0475007841568025,1.0671859763848868,True
12,1.052677657406684,1.064561159341874,True
24,1.1660826708317389,1.0309924046517662,True
