core,q,logpdf
validation_r02_c07,1.008782115378991,2.003342765639501
validation_r02_c08,0.9850886657783328,2.01518949043983
validation_r03_c05,0.9880546754098992,2.013706485624047
validation_r03_c06,0.9629969912812798,2.0262353276883567
validation_r04_c04,0.9839880142673122,2.0157398161953406
validation_r04_c05,1.0009297115356652,2.0072689675611644
validation_r05_c03,1.0092449071111598,2.003111369773417
validation_r05_c04,0.98181778775298,2.0168249294525067
validation_r06_c03,0.9917842325516186,2.0118417070531875
validation_r07_c02,1.032126684734318,1.991670480961838
validation_r08_c02,1.005558386477357,2.0049546300903183
validation_r09_c02,0.9876031546803461,2.013932245988824
validation_r10_c01,1.011887617236002,2.0017900147109957
validation_r10_c02,1.0227985777131667,1.9963345344724137
validation_r11_c02,1.0155235880422482,1.999972029307873
validation_r12_c02,1.0292588357070824,1.9931044054754556
validation_r13_c02,0.986065545892915,2.01470105038254
validation_r14_c02,0.9869767156735108,2.0142454654922415
validation_r14_c03,0.9703105305625767,2.0225785580477087
validation_r15_c03,1.00131718716575,2.007075229746122
validation_r16_c04,0.9748156534011944,2.0203259966283995
validation_r17_c05,0.9794037753668872,2.018031935645553
validation_r17_c06,1.0334402518530117,1.9910136974024908
validation_r18_c06,1.0034832372681004,2.0059922046949463
validation_r18_c07,1.020948657789406,1.9972594944342938
validation_r18_c08,1.007818519801638,2.0038245634281773
validation_r19_c08,1.0126600823432625,2.0014037821573654
