mode_a,mode_b,normalized_product,abs_above_point1
0,24,-0.004559669640713101,False
0,1,0.02260113814282186,False
1,25,0.031572876453573914,False
1,2,-0.007780333585986936,False
2,26,-0.03533942316854788,False
2,3,0.03020998256704294,False
3,27,-0.04140138933332453,False
3,4,0.014338351199888954,False
4,28,-0.005316805020210032,False
4,5,0.004083021432799292,False
5,29,0.03518177314867396,False
5,6,-0.015055462344317136,False
6,30,-0.03533290141861823,False
6,7,0.024694655490984495,False
7,31,-0.06044717758700711,False
7,8,0.0472303511479655,False
8,32,0.035239982847404955,False
8,9,-0.047687518357551126,False
9,33,0.02548653454366689,False
9,10,0.0025761450646558308,False
10,34,0.05785149679330784,False
10,11,-0.004424889057486902,False
11,35,-0.02087754366564733,False
11,12,-0.0028513331678327513,False
12,36,0.009187032796478142,False
12,13,-0.038961701293563834,False
13,37,0.06020405397139816,False
13,14,-0.04379401487772492,False
14,38,-0.008251851581647488,False
14,15,-0.00034022421438508973,False
15,39,-0.0037586179719847905,False
15,16,-0.05470887713338925,False
16,40,-0.009480222878794626,False
16,17,0.02588753155236941,False
17,41,0.0499990258929643,False
17,18,-0.018941222181167405,False
18,42,0.019557234282780885,False
18,19,-0.050897318507943205,False
19,43,0.0538810799105751,False
19,20,-0.04373405739613215,False
20,44,0.013384960025802434,False
20,21,-0.044718210325371655,False
21,45,0.05438868331395484,False
21,22,-0.04225730682559643,False
22,46,0.010568975286044606,False
22,23,-0.04219740734567649,False
23,47,0.05464960438917725,False
24,48,-0.023937611956151687,False
24,25,-0.050567101540221815,False
25,49,0.009916948913951779,False
25,26,0.028977586571535797,False
26,50,0.01152819767794543,False
26,27,-0.027236311828320335,False
27,51,-0.004435220521447603,False
27,28,0.027329776080534666,False
28,52,-0.009129052546859449,False
28,29,-0.039878331865271725,False
29,53,0.01908947009209868,False
29,30,0.00849190925465926,False
30,54,0.01659344669724632,False
30,31,-0.024652748378640368,False
31,55,-0.01682526504934686,False
31,32,0.03389769489785102,False
32,56,0.008294199439755944,False
32,33,-0.004666611094026767,False
33,57,0.016147274844963973,False
33,34,-0.020071393109491117,False
34,58,-0.007366230215419144,False
34,35,0.01775767786242878,False
35,59,0.011250019481845338,False
35,36,0.009658770392956631,False
36,60,0.03064034477676573,False
36,37,0.00584555721894321,False
37,61,-0.012520649187452505,False
37,38,0.008797949853037397,False
38,62,0.034413880916972416,False
38,39,0.019760878805697876,False
39,63,0.0006988450479439267,False
39,40,0.006741940421119068,False
40,64,0.05422444261771458,False
40,41,0.01926612721413453,False
41,65,0.0407950503808571,False
41,42,0.024570861244021042,False
42,66,-0.011504765879443754,False
42,43,0.015680910109273284,False
43,67,0.03399832624788314,False
43,44,0.023991391473526514,False
44,68,-0.008138047985982878,False
44,45,0.020114824223610474,False
45,69,0.03400278823121052,False
45,46,0.02189013786966959,False
46,70,-0.006282968466562528,False
46,47,0.020562944321925323,False
47,71,0.0342511901207575,False
48,72,0.015978104618870614,False
48,49,0.016472833231740303,False
49,73,-0.005104139282248235,False
49,50,-0.027759133501081744,False
50,74,0.00922955506039685,False
50,51,0.04134939937884411,False
51,75,-0.014652405974603277,False
51,52,-0.0019711723321577355,False
52,76,-0.0642978516331869,False
52,53,0.03234051091657259,False
53,77,-0.022322559844131222,False
53,54,-0.0645706318932988,False
54,78,-0.01360086056796139,False
54,55,-0.020303802507588536,False
55,79,-0.011525187278259129,False
55,56,-0.011554101264929197,False
56,80,0.022053364561389927,False
56,57,-0.0173598809567804,False
57,81,0.05588891456541845,False
57,58,0.009811613026650562,False
58,82,0.004510103125214794,False
58,59,-0.02850622614092805,False
59,83,0.03086983616872827,False
59,60,0.04232096414741727,False
60,84,0.0050029436870150075,False
60,61,0.017216078824924236,False
61,85,-0.047744729525468516,False
61,62,-0.030307600123255313,False
62,86,0.04093307910359853,False
62,63,-0.02179582756283102,False
63,87,-0.005075446681351521,False
63,64,0.04112595271056132,False
64,88,0.014832433287813258,False
64,65,0.028878330943065113,False
65,89,0.03042181084612668,False
65,66,-0.014295073462032931,False
66,90,-0.06416094129902339,False
66,67,-0.03249551894623704,False
67,91,0.022110934992726945,False
67,68,-0.021043126830087987,False
68,92,-0.06022793251573495,False
68,69,-0.02594805890275797,False
69,93,0.021649248360572484,False
69,70,-0.021515220809989525,False
70,94,-0.05664506092502038,False
70,71,-0.02314432158479565,False
71,95,0.021649727449705086,False
72,96,-0.02191383096477272,False
72,73,-0.001950089838875979,False
73,97,0.030894395033074815,False
73,74,-0.01062268146648657,False
74,98,-0.011534443376847243,False
74,75,0.031152416294733917,False
75,99,-0.006421315925468157,False
75,76,-0.054039122985900065,False
76,100,2.9328247144126146e-05,False
76,77,0.0009974465347509865,False
77,101,-0.042164846442928866,False
77,78,-0.018921458975963912,False
78,102,0.03616326625916934,False
78,79,-0.010948648598485477,False
79,103,0.03934875751003182,False
79,80,-0.010762863135830683,False
80,104,0.012153151660724242,False
80,81,-0.0355776896180112,False
81,105,0.03600086428815596,False
81,82,-0.0031433286988143253,False
82,106,0.04462264753732479,False
82,83,0.00605996890191943,False
83,107,0.02785966976145582,False
83,84,0.0009907244852137163,False
84,108,0.020781664315327863,False
84,85,0.0008953119569332801,False
85,109,0.0042771513473422495,False
85,86,0.03162649933177764,False
86,110,-0.03257647331125765,False
86,87,0.0392229024213633,False
87,111,-0.004660660749972025,False
87,88,0.015905009422946374,False
88,112,-0.001036000788062241,False
88,89,-0.016899460306544448,False
89,113,0.0392382194209223,False
89,90,0.011972363779087778,False
90,114,0.010871457377276947,False
90,91,0.02719324052426139,False
91,115,0.017369277606901115,False
91,92,0.02517985848178789,False
92,116,-0.00024167043892855435,False
92,93,0.02878037385428746,False
93,117,0.012262331270529808,False
93,94,0.028491661412819516,False
94,118,-0.004074062095606019,False
94,95,0.029509783089496207,False
95,119,0.010641972580161807,False
96,120,-0.009658486536095785,False
96,97,-0.012966692157604704,False
97,121,-0.011858520918146239,False
97,98,-0.012070583588004481,False
98,122,0.01785640401497225,False
98,99,0.05074979041917953,False
99,123,0.02223176164222866,False
99,100,0.008117323044070847,False
100,124,0.01463505743921916,False
100,101,-0.024885758616381242,False
101,125,0.06163259952219895,False
101,102,0.055893918000479784,False
102,126,0.009163354067836556,False
102,103,-0.045918889831397705,False
103,127,0.023414802700209673,False
103,104,0.002286061097270521,False
104,128,0.02671152157470335,False
104,105,0.043306004612748694,False
105,129,-0.017799053753090575,False
105,106,-0.0041457033594059335,False
106,130,0.023302304956141707,False
106,107,-0.022766191964088543,False
107,131,-0.023570013526718434,False
107,108,-0.017867033661989894,False
108,132,0.0032859736017132007,False
108,109,-0.02487445995638021,False
109,133,0.01595371317991306,False
109,110,-0.045936165476014104,False
110,134,0.04367587187100389,False
110,111,0.05659687364269185,False
111,135,-0.0104494210469596,False
111,112,-0.012934570542645069,False
112,136,0.006860286189963254,False
112,113,0.00020181485757649008,False
113,137,-0.030452622536748013,False
113,114,-0.025771610098390244,False
114,138,-0.009980237604831734,False
114,115,-0.026998551532909223,False
115,139,-0.006462079412167226,False
115,116,-0.032911264849038446,False
116,140,-0.0145331598636922,False
116,117,-0.03244524456363584,False
117,141,-0.001137376879367248,False
117,118,-0.03409388850059482,False
118,142,-0.015782867555674134,False
118,119,-0.03379581113717297,False
119,143,0.00030374663456010273,False
120,144,-0.024616957335795636,False
120,121,-0.002832304162215739,False
121,145,0.026444605731857126,False
121,122,-0.05684360619097603,False
122,146,-0.01995561821437128,False
122,123,0.00428097750488376,False
123,147,-0.013863986169306577,False
123,124,-0.019006355863649387,False
124,148,-0.03733976666118242,False
124,125,0.03887973986018411,False
125,149,-0.024494903110842077,False
125,126,0.017540050874934526,False
126,150,-0.032126267371702,False
126,127,-0.026532864218039083,False
127,151,-0.016318041529154094,False
127,128,0.006721301424308524,False
128,152,-0.03556390945821932,False
128,129,-0.023068972243577564,False
129,153,0.01869997637082982,False
129,130,-0.004207058720334215,False
130,154,-0.01219877588939187,False
130,131,-0.001162056091154323,False
131,155,0.014529260081634467,False
131,132,0.01025121890221649,False
132,156,0.021262526564225493,False
132,133,-0.045406338776643164,False
133,157,-0.012850033762430874,False
133,134,0.008725761166307286,False
134,158,0.0664656836951964,False
134,135,0.000991820774447961,False
135,159,-0.005267597834407719,False
135,136,-0.022411920276648005,False
136,160,-0.0360865278237162,False
136,137,-0.0034068734130722218,False
137,161,0.03239530551689999,False
137,138,-0.04760853109356312,False
138,162,-0.006682767738633585,False
138,139,-0.041220251973028206,False
139,163,0.04690611049292869,False
139,140,-0.03546592815695041,False
140,164,-0.00935919334740895,False
140,141,-0.029983342133088495,False
141,165,0.04940684812771127,False
141,142,-0.02833222473703433,False
142,166,-0.00911288311500282,False
142,143,-0.02604416687740228,False
143,167,0.049980365822776235,False
144,168,0.0101780315491815,False
144,145,-0.001276874291234285,False
145,169,-0.014413737575261413,False
145,146,-0.02232464897814383,False
146,170,-0.04112965029480539,False
146,147,0.026135115794490536,False
147,171,0.06110956006594641,False
147,148,-0.031115291990503374,False
148,172,-0.035379662517001996,False
148,149,-0.012850063520709672,False
149,173,0.04242981772931452,False
149,150,-0.0011987768213451934,False
150,174,-0.020846039421881495,False
150,151,0.02049216936077046,False
151,175,0.005990466838824364,False
151,152,-0.02856927728786757,False
152,176,-0.03315693959153806,False
152,153,0.018325875185055743,False
153,177,-0.04068534844944301,False
153,154,0.022334126593795977,False
154,178,-0.031181518925273353,False
154,155,0.04896432895198048,False
155,179,-0.0037847378417675435,False
155,156,0.05771186160153851,False
156,180,0.016086485439053822,False
156,157,0.03933935414786533,False
157,181,-0.010638037449581621,False
157,158,0.005996908345275249,False
158,182,0.00831703011848893,False
158,159,0.04206566341680371,False
159,183,-0.006504547888523918,False
159,160,-0.0014972720776124928,False
160,184,-0.01340969755013698,False
160,161,0.051927624833500115,False
161,185,0.010702531515998459,False
161,162,0.04997597987948885,False
162,186,-0.04143593920655923,False
162,163,0.03371423985177918,False
163,187,0.018808181076445437,False
163,164,0.034813033970212674,False
164,188,-0.043119494881918664,False
164,165,0.0321725949323955,False
165,189,0.01669296469000955,False
165,166,0.03204417376797353,False
166,190,-0.0416354781958354,False
166,167,0.03122007842308618,False
167,191,0.015594781767491774,False
168,192,0.0389073169292769,False
168,169,-0.02270507151288449,False
169,193,0.019940029534385128,False
169,170,-0.02213963374375861,False
170,194,0.023728358389013954,False
170,171,-0.040398093399933985,False
171,195,-0.02611921830649856,False
171,172,-0.002589956265179131,False
172,196,-0.029125449643584777,False
172,173,-0.020509541988876747,False
173,197,-0.029215943880199848,False
173,174,0.001253308073730881,False
174,198,-0.00687550952514898,False
174,175,0.010856298595540739,False
175,199,0.020408926776562752,False
175,176,0.02044781367836897,False
176,200,-0.022176738605852935,False
176,177,0.021653252179132127,False
177,201,-0.0008032946561758389,False
177,178,-0.02815486294988951,False
178,202,-0.03473974954107647,False
178,179,-0.00831319122005478,False
179,203,0.010991320263743672,False
179,180,0.015055994012239435,False
180,204,-0.0486009536656291,False
180,181,-0.023506170867782603,False
181,205,0.002020074259789323,False
181,182,-0.03943852532859682,False
182,206,-0.01882660895837423,False
