band,selected,floor_hits,raw_min,raw_max,pooled_min,pooled_max,min_relative_to_epsilon_times_globalmax
DC,r0_a1.0,0,3.2753808505891837,3.2753808505891837,3.2753808505891837,3.2753808505891837,4503599627370496.0
low,r0_a0.6,0,1.5888440603258893,2.4697019127337803,1.5888440603258893,2.4697019127337803,2184636793228594.8
middle,r0_a0.3,0,0.3856536038897433,1.4098539628385005,0.3856536038897433,1.4098539628385005,530267930967329.06
high,r0_a0.1,0,2.362966361879667e-10,0.4046041253986936,2.362966361879667e-10,0.4046041253986936,324904.336695258
