fold,band,candidate,core,q,logpdf
0,middle,r2_a1.0,training_r10_c19,1.042216579519039,-1.2371974870489568
0,middle,r2_a1.0,training_r12_c18,1.0137139726299913,-1.222946183604433
0,middle,r2_a1.0,training_r16_c16,1.0054662701242703,-1.2188223323515723
0,middle,r2_a1.0,training_r18_c12,0.9745047480564498,-1.2033415713176625
0,high,r0_a0.1,training_r02_c14,1.0362386324448343,2.3607705290730783
0,high,r0_a0.1,training_r03_c15,0.9778338682774287,2.3899729111567813
0,high,r0_a0.1,training_r04_c16,0.9844047953605388,2.3866874476152264
0,high,r0_a0.1,training_r05_c17,1.0323819618007601,2.3626988643951155
0,high,r0_a0.1,training_r06_c18,0.9780723869022658,2.389853651844363
0,high,r0_a0.1,training_r09_c18,1.0122883475864488,2.3727456715022717
0,high,r0_a0.1,training_r10_c19,1.011511391317018,2.3731341496369867
0,high,r0_a0.1,training_r12_c18,0.9966358155741553,2.380571937508418
0,high,r0_a0.1,training_r16_c16,1.0219117848699333,2.367933952860529
0,high,r0_a0.1,training_r18_c12,1.0043397799589084,2.3767199553160414
0,high,r0_a0.3,training_r02_c14,1.0083312055327758,2.359697466362778
0,high,r0_a0.3,training_r03_c15,0.948487384821331,2.3896193767185006
0,high,r0_a0.3,training_r04_c16,0.9555829533501979,2.386071592454067
0,high,r0_a0.3,training_r05_c17,1.0041941860785217,2.361765976089905
0,high,r0_a0.3,training_r06_c18,0.9490769128318122,2.3893246127132595
0,high,r0_a0.3,training_r09_c18,0.9847314197827134,2.3714973592378095
0,high,r0_a0.3,training_r10_c19,0.9814214191042732,2.373152359577029
0,high,r0_a0.3,training_r12_c18,0.9665228595371945,2.3806016393605685
0,high,r0_a0.3,training_r16_c16,0.9954429369696319,2.3661416006443496
0,high,r0_a0.3,training_r18_c12,0.9761159891055134,2.3758050745764088
0,high,r0_a0.6,training_r02_c14,0.9911205665367145,2.351445508178743
0,high,r0_a0.6,training_r03_c15,0.9276396412877856,2.3831859708032073
0,high,r0_a0.6,training_r04_c16,0.9352460711390691,2.3793827558775655
0,high,r0_a0.6,training_r05_c17,0.9864852929604394,2.35376314496688
0,high,r0_a0.6,training_r06_c18,0.9275034908372332,2.383254046028484
0,high,r0_a0.6,training_r09_c18,0.9665518916413183,2.363729845626441
0,high,r0_a0.6,training_r10_c19,0.9613985850654726,2.366306498914364
0,high,r0_a0.6,training_r12_c18,0.9438862550718581,2.3750626639111707
0,high,r0_a0.6,training_r16_c16,0.980202785420398,2.356904398736901
0,high,r0_a0.6,training_r18_c12,0.9576748740147005,2.36816835443975
0,high,r0_a1.0,training_r02_c14,1.0488928754968039,2.312162468661174
0,high,r0_a1.0,training_r03_c15,0.9720874438223317,2.3505651844984103
0,high,r0_a1.0,training_r04_c16,0.9771026756097175,2.3480575686047174
0,high,r0_a1.0,training_r05_c17,1.043128884399957,2.3150444642095978
0,high,r0_a1.0,training_r06_c18,0.9619161751868693,2.3556508188161414
0,high,r0_a1.0,training_r09_c18,1.0136033491605811,2.3298072318292853
0,high,r0_a1.0,training_r10_c19,1.0157226145381264,2.3287475991405127
0,high,r0_a1.0,training_r12_c18,0.9799378585123852,2.3466399771533837
0,high,r0_a1.0,training_r16_c16,1.041268042402633,2.3159748852082593
0,high,r0_a1.0,training_r18_c12,1.0122362445385558,2.330490784140298
0,high,r1_a0.1,training_r02_c14,1.0309971912869258,2.352938502706724
0,high,r1_a0.1,training_r03_c15,0.9741753687887729,2.3813494139558005
0,high,r1_a0.1,training_r04_c16,0.9818862083907343,2.37749399415482
0,high,r1_a0.1,training_r05_c17,1.0268833465483165,2.3549954250760288
0,high,r1_a0.1,training_r06_c18,0.9772189243787414,2.3798276361608166
0,high,r1_a0.1,training_r09_c18,1.006664146317408,2.3651050251914834
0,high,r1_a0.1,training_r10_c19,1.0064839991968977,2.3651950987517387
0,high,r1_a0.1,training_r12_c18,0.996677824685795,2.3700981860072896
0,high,r1_a0.1,training_r16_c16,1.0146866809226132,2.3610937578888804
0,high,r1_a0.1,training_r18_c12,1.000171362305316,2.3683514171975295
0,high,r1_a0.3,training_r02_c14,1.004130329001358,2.3515557060693872
0,high,r1_a0.3,training_r03_c15,0.9460996343930737,2.3805710533735303
0,high,r1_a0.3,training_r04_c16,0.9538301382181819,2.3767058014609757
0,high,r1_a0.3,training_r05_c17,0.9997236379090123,2.3537590516155604
0,high,r1_a0.3,training_r06_c18,0.9492636765930317,2.3789890322735507
0,high,r1_a0.3,training_r09_c18,0.9797369096996957,2.3637524157202185
0,high,r1_a0.3,training_r10_c19,0.9776099154669114,2.364815912836611
0,high,r1_a0.3,training_r12_c18,0.9677120585938778,2.369764841273128
0,high,r1_a0.3,training_r16_c16,0.9893238098216566,2.358958965659238
0,high,r1_a0.3,training_r18_c12,0.9730627575351178,2.3670894918025076
0,high,r1_a0.6,training_r02_c14,0.9876510158222127,2.3431081961713955
0,high,r1_a0.6,training_r03_c15,0.9264044878615179,2.3737314601517427
0,high,r1_a0.6,training_r04_c16,0.9340282693581579,2.369919569403423
0,high,r1_a0.6,training_r05_c17,0.982774627125105,2.345546390519949
0,high,r1_a0.6,training_r06_c18,0.9286685703033494,2.372599418930827
0,high,r1_a0.6,training_r09_c18,0.961903420605458,2.3559819937797726
0,high,r1_a0.6,training_r10_c19,0.9585305833174389,2.357668412423782
0,high,r1_a0.6,training_r12_c18,0.9461390776132491,2.363864165275877
0,high,r1_a0.6,training_r16_c16,0.9749682097206858,2.349449599222159
0,high,r1_a0.6,training_r18_c12,0.9554941235328723,2.3591866423160655
0,high,r1_a1.0,training_r02_c14,1.0452507406023002,2.3039542398514294
0,high,r1_a1.0,training_r03_c15,0.9714245870026229,2.3408673166512677
0,high,r1_a1.0,training_r04_c16,0.9763382764190067,2.338410471943076
0,high,r1_a1.0,training_r05_c17,1.039435375505842,2.306861922399658
0,high,r1_a1.0,training_r06_c18,0.9646203821358316,2.344269419084663
0,high,r1_a1.0,training_r09_c18,1.0090725799019804,2.322043320201589
0,high,r1_a1.0,training_r10_c19,1.0127881621134298,2.3201855290958644
0,high,r1_a1.0,training_r12_c18,0.983417221665605,2.3348709993197767
0,high,r1_a1.0,training_r16_c16,1.0363906272481362,2.308384296528511
0,high,r1_a1.0,training_r18_c12,1.0097760983472006,2.3216915609789788
0,high,r2_a0.1,training_r02_c14,1.0306342749568236,2.329409338818509
0,high,r2_a0.1,training_r03_c15,0.9718246790312396,2.358814136781301
0,high,r2_a0.1,training_r04_c16,0.980649721631519,2.354401615481162
0,high,r2_a0.1,training_r05_c17,1.0242240701157523,2.332614441239045
0,high,r2_a0.1,training_r06_c18,0.9767641399645067,2.356344406314668
0,high,r2_a0.1,training_r09_c18,1.0031771207139681,2.343137915939937
0,high,r2_a0.1,training_r10_c19,1.0022865210931173,2.343583215750362
0,high,r2_a0.1,training_r12_c18,0.9981727252304047,2.3456401136817187
0,high,r2_a0.1,training_r16_c16,1.0107039651317802,2.339374493731031
0,high,r2_a0.1,training_r18_c12,0.9984388225352838,2.3455070650292793
0,high,r2_a0.3,training_r02_c14,1.0047165750559734,2.3278196160070705
0,high,r2_a0.3,training_r03_c15,0.9449553664043209,2.3577002203328967
0,high,r2_a0.3,training_r04_c16,0.9535216987413432,2.3534170541643853
0,high,r2_a0.3,training_r05_c17,0.9977483175156779,2.331303744777218
0,high,r2_a0.3,training_r06_c18,0.949991930415799,2.3551819383271573
0,high,r2_a0.3,training_r09_c18,0.9768389429016637,2.341758432084225
0,high,r2_a0.3,training_r10_c19,0.9746021680364734,2.34287681951682
0,high,r2_a0.3,training_r12_c18,0.9705929231550317,2.3448814419575412
0,high,r2_a0.3,training_r16_c16,0.9862651194654235,2.337045343802345
0,high,r2_a0.3,training_r18_c12,0.9725288228050113,2.3439134921325513
0,high,r2_a0.6,training_r02_c14,0.9889192545245199,2.3192682767748383
0,high,r2_a0.6,training_r03_c15,0.9263856196941346,2.350535094190031
0,high,r2_a0.6,training_r04_c16,0.9345221528660327,2.346466827604081
0,high,r2_a0.6,training_r05_c17,0.9810528947175163,2.3232014566783405
0,high,r2_a0.6,training_r06_c18,0.9305516578687096,2.3484520751027436
0,high,r2_a0.6,training_r09_c18,0.9591846717546945,2.334135568159751
0,high,r2_a0.6,training_r10_c19,0.9563077781317181,2.335574014971239
0,high,r2_a0.6,training_r12_c18,0.9504939575954823,2.3384809252393572
0,high,r2_a0.6,training_r16_c16,0.9725776053012639,2.3274391013864664
0,high,r2_a0.6,training_r18_c12,0.9560522550397229,2.3357017765172365
0,high,r2_a1.0,training_r02_c14,1.046497298138774,2.2802181320496353
0,high,r2_a1.0,training_r03_c15,0.9723341732747282,2.317299694481658
0,high,r2_a1.0,training_r04_c16,0.9779493024683507,2.314492129884847
0,high,r2_a1.0,training_r05_c17,1.0363900177992011,2.2852717722194216
0,high,r2_a1.0,training_r06_c18,0.9681065385660013,2.3194135118360215
0,high,r2_a1.0,training_r09_c18,1.0057702164975504,2.300581672870247
0,high,r2_a1.0,training_r10_c19,1.0093778803989724,2.298777840919536
0,high,r2_a1.0,training_r12_c18,0.9901074027390557,2.3084130797494944
0,high,r2_a1.0,training_r16_c16,1.0339178909375264,2.286507835650259
0,high,r2_a1.0,training_r18_c12,1.0109993065042178,2.2979671278669134
1,DC,r0_a0.1,training_r02_c13,5.607650134053603,-3.6682982291993476
1,DC,r0_a0.1,training_r03_c14,7.162869813063421,-4.445908068704258
1,DC,r0_a0.1,training_r06_c17,8.208001391335754,-4.968473857840424
1,DC,r0_a0.1,training_r07_c18,6.053396648685554,-3.8911714865153235
1,DC,r0_a0.1,training_r08_c19,5.2944851361787055,-3.511715730261899
1,DC,r0_a0.1,training_r11_c19,7.067975267083481,-4.398460795714287
1,DC,r0_a0.1,training_r13_c18,7.651937538376604,-4.690441931360849
1,DC,r0_a0.1,training_r15_c17,5.310781722729554,-3.5198640235373233
1,DC,r0_a0.1,training_r17_c16,6.352978041758837,-4.040962183051965
1,DC,r0_a0.1,training_r18_c14,7.494646740377102,-4.611796532361097
1,DC,r0_a0.1,training_r19_c12,8.908780579866454,-5.318863452105774
1,DC,r0_a0.3,training_r02_c13,2.2079371367180345,-2.281582914111745
1,DC,r0_a0.3,training_r03_c14,2.4854043658479776,-2.4203165286767168
1,DC,r0_a0.3,training_r06_c17,2.998935233715951,-2.6770819626107034
1,DC,r0_a0.3,training_r07_c18,2.296266595481591,-2.3257476434935236
1,DC,r0_a0.3,training_r08_c19,2.114689736531478,-2.2349592140184673
1,DC,r0_a0.3,training_r11_c19,2.5975234664712374,-2.476376078988347
1,DC,r0_a0.3,training_r13_c18,2.6540633398566102,-2.5046460156810335
1,DC,r0_a0.3,training_r15_c17,2.0213126999191213,-2.1882706957122884
1,DC,r0_a0.3,training_r17_c16,2.432511072096157,-2.3938698818008066
1,DC,r0_a0.3,training_r18_c14,2.7906134579267152,-2.5729210747160858
1,DC,r0_a0.3,training_r19_c12,3.0870289137768014,-2.721128802641129
1,DC,r0_a0.6,training_r02_c13,1.4313042893264307,-2.069993958780791
1,DC,r0_a0.6,training_r03_c14,1.3339896022016051,-2.0213366152183787
1,DC,r0_a0.6,training_r06_c17,1.7352144602758226,-2.2219490442554872
1,DC,r0_a0.6,training_r07_c18,1.3741973135804595,-2.041440470907806
1,DC,r0_a0.6,training_r08_c19,1.3805185678312193,-2.0446010980331857
1,DC,r0_a0.6,training_r11_c19,1.480879745866956,-2.094781687051054
1,DC,r0_a0.6,training_r13_c18,1.414709497210227,-2.0616965627226898
1,DC,r0_a0.6,training_r15_c17,1.2521755448737037,-1.980429586554428
1,DC,r0_a0.6,training_r17_c16,1.522628720191755,-2.1156561742134534
1,DC,r0_a0.6,training_r18_c14,1.6348371592508681,-2.17176039374301
1,DC,r0_a0.6,training_r19_c12,1.6559510229362335,-2.1823173255856925
1,DC,r0_a1.0,training_r02_c13,1.3348055793927085,-2.1001902676537587
1,DC,r0_a1.0,training_r03_c14,0.9630425794371132,-1.914308767675961
1,DC,r0_a1.0,training_r06_c17,1.3666174069525456,-2.116096181433677
1,DC,r0_a1.0,training_r07_c18,1.1507429076514402,-2.0081589317831243
1,DC,r0_a1.0,training_r08_c19,1.3119507241243686,-2.0887628400195886
1,DC,r0_a1.0,training_r11_c19,1.1116731285684758,-1.9886240422416424
1,DC,r0_a1.0,training_r13_c18,0.9790035488740658,-1.9222892523944373
1,DC,r0_a1.0,training_r15_c17,1.2101191956850248,-2.0378470757999168
1,DC,r0_a1.0,training_r17_c16,1.3514727883340165,-2.1085238721244126
1,DC,r0_a1.0,training_r18_c14,1.2879780112166657,-2.076776483565737
1,DC,r0_a1.0,training_r19_c12,1.1689655214875225,-2.017270238701166
1,DC,r1_a0.1,training_r02_c13,5.607650134053603,-3.6682982291993476
1,DC,r1_a0.1,training_r03_c14,7.162869813063421,-4.445908068704258
1,DC,r1_a0.1,training_r06_c17,8.208001391335754,-4.968473857840424
1,DC,r1_a0.1,training_r07_c18,6.053396648685554,-3.8911714865153235
1,DC,r1_a0.1,training_r08_c19,5.2944851361787055,-3.511715730261899
1,DC,r1_a0.1,training_r11_c19,7.067975267083481,-4.398460795714287
1,DC,r1_a0.1,training_r13_c18,7.651937538376604,-4.690441931360849
1,DC,r1_a0.1,training_r15_c17,5.310781722729554,-3.5198640235373233
1,DC,r1_a0.1,training_r17_c16,6.352978041758837,-4.040962183051965
1,DC,r1_a0.1,training_r18_c14,7.494646740377102,-4.611796532361097
1,DC,r1_a0.1,training_r19_c12,8.908780579866454,-5.318863452105774
1,DC,r1_a0.3,training_r02_c13,2.2079371367180345,-2.281582914111745
1,DC,r1_a0.3,training_r03_c14,2.4854043658479776,-2.4203165286767168
1,DC,r1_a0.3,training_r06_c17,2.998935233715951,-2.6770819626107034
1,DC,r1_a0.3,training_r07_c18,2.296266595481591,-2.3257476434935236
1,DC,r1_a0.3,training_r08_c19,2.114689736531478,-2.2349592140184673
1,DC,r1_a0.3,training_r11_c19,2.5975234664712374,-2.476376078988347
1,DC,r1_a0.3,training_r13_c18,2.6540633398566102,-2.5046460156810335
1,DC,r1_a0.3,training_r15_c17,2.0213126999191213,-2.1882706957122884
1,DC,r1_a0.3,training_r17_c16,2.432511072096157,-2.3938698818008066
1,DC,r1_a0.3,training_r18_c14,2.7906134579267152,-2.5729210747160858
1,DC,r1_a0.3,training_r19_c12,3.0870289137768014,-2.721128802641129
1,DC,r1_a0.6,training_r02_c13,1.4313042893264307,-2.069993958780791
1,DC,r1_a0.6,training_r03_c14,1.3339896022016051,-2.0213366152183787
1,DC,r1_a0.6,training_r06_c17,1.7352144602758226,-2.2219490442554872
1,DC,r1_a0.6,training_r07_c18,1.3741973135804595,-2.041440470907806
1,DC,r1_a0.6,training_r08_c19,1.3805185678312193,-2.0446010980331857
1,DC,r1_a0.6,training_r11_c19,1.480879745866956,-2.094781687051054
1,DC,r1_a0.6,training_r13_c18,1.414709497210227,-2.0616965627226898
1,DC,r1_a0.6,training_r15_c17,1.2521755448737037,-1.980429586554428
1,DC,r1_a0.6,training_r17_c16,1.522628720191755,-2.1156561742134534
1,DC,r1_a0.6,training_r18_c14,1.6348371592508681,-2.17176039374301
1,DC,r1_a0.6,training_r19_c12,1.6559510229362335,-2.1823173255856925
1,DC,r1_a1.0,training_r02_c13,1.3348055793927085,-2.1001902676537587
1,DC,r1_a1.0,training_r03_c14,0.9630425794371132,-1.914308767675961
1,DC,r1_a1.0,training_r06_c17,1.3666174069525456,-2.116096181433677
1,DC,r1_a1.0,training_r07_c18,1.1507429076514402,-2.0081589317831243
1,DC,r1_a1.0,training_r08_c19,1.3119507241243686,-2.0887628400195886
1,DC,r1_a1.0,training_r11_c19,1.1116731285684758,-1.9886240422416424
1,DC,r1_a1.0,training_r13_c18,0.9790035488740658,-1.9222892523944373
1,DC,r1_a1.0,training_r15_c17,1.2101191956850248,-2.0378470757999168
1,DC,r1_a1.0,training_r17_c16,1.3514727883340165,-2.1085238721244126
1,DC,r1_a1.0,training_r18_c14,1.2879780112166657,-2.076776483565737
1,DC,r1_a1.0,training_r19_c12,1.1689655214875225,-2.017270238701166
1,DC,r2_a0.1,training_r02_c13,5.607650134053603,-3.6682982291993476
1,DC,r2_a0.1,training_r03_c14,7.162869813063421,-4.445908068704258
1,DC,r2_a0.1,training_r06_c17,8.208001391335754,-4.968473857840424
1,DC,r2_a0.1,training_r07_c18,6.053396648685554,-3.8911714865153235
1,DC,r2_a0.1,training_r08_c19,5.2944851361787055,-3.511715730261899
1,DC,r2_a0.1,training_r11_c19,7.067975267083481,-4.398460795714287
1,DC,r2_a0.1,training_r13_c18,7.651937538376604,-4.690441931360849
1,DC,r2_a0.1,training_r15_c17,5.310781722729554,-3.5198640235373233
1,DC,r2_a0.1,training_r17_c16,6.352978041758837,-4.040962183051965
1,DC,r2_a0.1,training_r18_c14,7.494646740377102,-4.611796532361097
1,DC,r2_a0.1,training_r19_c12,8.908780579866454,-5.318863452105774
1,DC,r2_a0.3,training_r02_c13,2.2079371367180345,-2.281582914111745
1,DC,r2_a0.3,training_r03_c14,2.4854043658479776,-2.4203165286767168
1,DC,r2_a0.3,training_r06_c17,2.998935233715951,-2.6770819626107034
1,DC,r2_a0.3,training_r07_c18,2.296266595481591,-2.3257476434935236
1,DC,r2_a0.3,training_r08_c19,2.114689736531478,-2.2349592140184673
1,DC,r2_a0.3,training_r11_c19,2.5975234664712374,-2.476376078988347
1,DC,r2_a0.3,training_r13_c18,2.6540633398566102,-2.5046460156810335
1,DC,r2_a0.3,training_r15_c17,2.0213126999191213,-2.1882706957122884
1,DC,r2_a0.3,training_r17_c16,2.432511072096157,-2.3938698818008066
1,DC,r2_a0.3,training_r18_c14,2.7906134579267152,-2.5729210747160858
1,DC,r2_a0.3,training_r19_c12,3.0870289137768014,-2.721128802641129
1,DC,r2_a0.6,training_r02_c13,1.4313042893264307,-2.069993958780791
1,DC,r2_a0.6,training_r03_c14,1.3339896022016051,-2.0213366152183787
1,DC,r2_a0.6,training_r06_c17,1.7352144602758226,-2.2219490442554872
1,DC,r2_a0.6,training_r07_c18,1.3741973135804595,-2.041440470907806
1,DC,r2_a0.6,training_r08_c19,1.3805185678312193,-2.0446010980331857
1,DC,r2_a0.6,training_r11_c19,1.480879745866956,-2.094781687051054
1,DC,r2_a0.6,training_r13_c18,1.414709497210227,-2.0616965627226898
1,DC,r2_a0.6,training_r15_c17,1.2521755448737037,-1.980429586554428
1,DC,r2_a0.6,training_r17_c16,1.522628720191755,-2.1156561742134534
1,DC,r2_a0.6,training_r18_c14,1.6348371592508681,-2.17176039374301
1,DC,r2_a0.6,training_r19_c12,1.6559510229362335,-2.1823173255856925
1,DC,r2_a1.0,training_r02_c13,1.3348055793927085,-2.1001902676537587
1,DC,r2_a1.0,training_r03_c14,0.9630425794371132,-1.914308767675961
1,DC,r2_a1.0,training_r06_c17,1.3666174069525456,-2.116096181433677
1,DC,r2_a1.0,training_r07_c18,1.1507429076514402,-2.0081589317831243
1,DC,r2_a1.0,training_r08_c19,1.3119507241243686,-2.0887628400195886
1,DC,r2_a1.0,training_r11_c19,1.1116731285684758,-1.9886240422416424
1,DC,r2_a1.0,training_r13_c18,0.9790035488740658,-1.9222892523944373
1,DC,r2_a1.0,training_r15_c17,1.2101191956850248,-2.0378470757999168
1,DC,r2_a1.0,training_r17_c16,1.3514727883340165,-2.1085238721244126
1,DC,r2_a1.0,training_r18_c14,1.2879780112166657,-2.076776483565737
1,DC,r2_a1.0,training_r19_c12,1.1689655214875225,-2.017270238701166
1,low,r0_a0.1,training_r02_c13,1.247149684788535,-1.7757403719920846
1,low,r0_a0.1,training_r03_c14,1.195224579461117,-1.7497778193283753
1,low,r0_a0.1,training_r06_c17,1.2884321716774703,-1.7963816154365522
1,low,r0_a0.1,training_r07_c18,1.1496350506824928,-1.726983054939063
1,low,r0_a0.1,training_r08_c19,1.5829491616954758,-1.943640110445555
1,low,r0_a0.1,training_r11_c19,1.2206065091819263,-1.76246878418878
1,low,r0_a0.1,training_r13_c18,1.230640296679267,-1.7674856779374504
1,low,r0_a0.1,training_r15_c17,1.2222424164149979,-1.7632867378053156
1,low,r0_a0.1,training_r17_c16,1.2628257703515453,-1.7835784147735896
1,low,r0_a0.1,training_r18_c14,1.0934108992995042,-1.6988709792475687
1,low,r0_a0.1,training_r19_c12,1.1155055924945236,-1.7099183258450787
1,low,r0_a0.3,training_r02_c13,1.1222233789826643,-1.7489964555638247
1,low,r0_a0.3,training_r03_c14,1.0705569136307052,-1.723163222887845
1,low,r0_a0.3,training_r06_c17,1.1248428236135306,-1.7503061778792575
1,low,r0_a0.3,training_r07_c18,1.0240866593193279,-1.6999280957321563
1,low,r0_a0.3,training_r08_c19,1.3831867551199035,-1.8794781436324446
1,low,r0_a0.3,training_r11_c19,1.098333319417194,-1.7370514257810892
1,low,r0_a0.3,training_r13_c18,1.1055838762823191,-1.740676704213652
1,low,r0_a0.3,training_r15_c17,1.0893435408136871,-1.7325565364793363
1,low,r0_a0.3,training_r17_c16,1.1130449657677222,-1.7444072489563536
1,low,r0_a0.3,training_r18_c14,0.9769433135631937,-1.6763564228540895
1,low,r0_a0.3,training_r19_c12,0.9968862882097314,-1.6863279101773583
1,low,r0_a0.6,training_r02_c13,1.035331891093264,-1.7400765750938267
1,low,r0_a0.6,training_r03_c14,0.9760410990856828,-1.7104311790900357
1,low,r0_a0.6,training_r06_c17,1.00793517153144,-1.7263782153129146
1,low,r0_a0.6,training_r07_c18,0.9327661426646431,-1.6887937008795162
1,low,r0_a0.6,training_r08_c19,1.2443981884281636,-1.8446097237612764
1,low,r0_a0.6,training_r11_c19,1.0169170581427198,-1.730869158618555
1,low,r0_a0.6,training_r13_c18,1.0204105905825993,-1.7326159248384942
1,low,r0_a0.6,training_r15_c17,0.9879521160766306,-1.7163866875855096
1,low,r0_a0.6,training_r17_c16,1.001256861683237,-1.7230390603888128
1,low,r0_a0.6,training_r18_c14,0.893984408184637,-1.669402833639513
1,low,r0_a0.6,training_r19_c12,0.9066224782989872,-1.6757218686966884
1,low,r0_a1.0,training_r02_c13,1.0817922554437143,-1.7820668536010391
1,low,r0_a1.0,training_r03_c14,0.9579997799338331,-1.720170615846098
1,low,r0_a1.0,training_r06_c17,1.019355258162245,-1.7508483549603042
1,low,r0_a1.0,training_r07_c18,0.9319053047018132,-1.7071233782300885
1,low,r0_a1.0,training_r08_c19,1.2348388057197965,-1.8585901287390798
1,low,r0_a1.0,training_r11_c19,1.044240504760663,-1.7632909782595132
1,low,r0_a1.0,training_r13_c18,1.069689374136418,-1.7760154129473906
1,low,r0_a1.0,training_r15_c17,0.969927814041233,-1.7261346328997982
1,low,r0_a1.0,training_r17_c16,0.9673532572707609,-1.7248473545145624
1,low,r0_a1.0,training_r18_c14,0.9108845341900452,-1.6966129929742042
1,low,r0_a1.0,training_r19_c12,0.8958259484289238,-1.6890837000936438
1,low,r1_a0.1,training_r02_c13,1.2481081605278532,-1.777662279173997
1,low,r1_a0.1,training_r03_c14,1.169616050604595,-1.7384162242123682
1,low,r1_a0.1,training_r06_c17,1.2981149564978487,-1.802665677158995
1,low,r1_a0.1,training_r07_c18,1.143660564089675,-1.725438480954908
1,low,r1_a0.1,training_r08_c19,1.5836981959115972,-1.9454572968658699
1,low,r1_a0.1,training_r11_c19,1.2150114945524377,-1.7611139461862892
1,low,r1_a0.1,training_r13_c18,1.235971782671882,-1.7715940902460119
1,low,r1_a0.1,training_r15_c17,1.2269914748830022,-1.767103936351572
1,low,r1_a0.1,training_r17_c16,1.2706308846342529,-1.7889236412271972
1,low,r1_a0.1,training_r18_c14,1.0985852709395776,-1.7029008343798595
1,low,r1_a0.1,training_r19_c12,1.116472794768281,-1.7118445962942113
1,low,r1_a0.3,training_r02_c13,1.121869416325325,-1.7503845982462216
1,low,r1_a0.3,training_r03_c14,1.0468085090932628,-1.7128541446301906
1,low,r1_a0.3,training_r06_c17,1.130779867175203,-1.7548398236711609
1,low,r1_a0.3,training_r07_c18,1.018753520954506,-1.6988266505608123
1,low,r1_a0.3,training_r08_c19,1.3838551511652772,-1.8813774656661981
1,low,r1_a0.3,training_r11_c19,1.0936240205722096,-1.736261900369664
1,low,r1_a0.3,training_r13_c18,1.110419985162113,-1.7446598826646162
1,low,r1_a0.3,training_r15_c17,1.0905351992116965,-1.7347174896894075
1,low,r1_a0.3,training_r17_c16,1.1174509036573543,-1.7481753419122363
1,low,r1_a0.3,training_r18_c14,0.9809193512969534,-1.6799095657320355
1,low,r1_a0.3,training_r19_c12,0.9966856376298283,-1.6877927088984732
1,low,r1_a0.6,training_r02_c13,1.0333280067329558,-1.7407020259147294
1,low,r1_a0.6,training_r03_c14,0.9554132145958937,-1.7017446298461982
1,low,r1_a0.6,training_r06_c17,1.0109697393657744,-1.7295228922311388
1,low,r1_a0.6,training_r07_c18,0.9280526839935279,-1.6880643645450155
1,low,r1_a0.6,training_r08_c19,1.244327285636038,-1.8462016653662703
1,low,r1_a0.6,training_r11_c19,1.0136451998833054,-1.7308606224899041
1,low,r1_a0.6,training_r13_c18,1.0244373158486368,-1.7362566804725705
1,low,r1_a0.6,training_r15_c17,0.9866662236684975,-1.7173711343825002
1,low,r1_a0.6,training_r17_c16,1.0041470226997973,-1.7261115338981503
1,low,r1_a0.6,training_r18_c14,0.896533025108482,-1.6723045351024926
1,low,r1_a0.6,training_r19_c12,0.9049764593879039,-1.6765262522422035
1,low,r1_a1.0,training_r02_c13,1.070848548383209,-1.778215348183439
1,low,r1_a1.0,training_r03_c14,0.9419431869332283,-1.7137626674584487
1,low,r1_a1.0,training_r06_c17,1.0194804072341626,-1.752531277608916
1,low,r1_a1.0,training_r07_c18,0.9255294943695128,-1.705555821176591
1,low,r1_a1.0,training_r08_c19,1.2337348839724047,-1.859658515978037
1,low,r1_a1.0,training_r11_c19,1.041837864314035,-1.763710006148852
1,low,r1_a1.0,training_r13_c18,1.0716667940956515,-1.7786244710396604
1,low,r1_a1.0,training_r15_c17,0.9651976310336179,-1.7253898895086435
1,low,r1_a1.0,training_r17_c16,0.969983716079504,-1.7277829320315867
1,low,r1_a1.0,training_r18_c14,0.9112215558606561,-1.698401851922163
1,low,r1_a1.0,training_r19_c12,0.8911848159198528,-1.688383481951761
1,low,r2_a0.1,training_r02_c13,1.2544453466788088,-1.7834248717208228
1,low,r2_a0.1,training_r03_c14,1.1622668103612728,-1.737335603562055
1,low,r2_a0.1,training_r06_c17,1.308760437146351,-1.8105824169545937
1,low,r2_a0.1,training_r07_c18,1.139413788597261,-1.7259090926800493
1,low,r2_a0.1,training_r08_c19,1.600165179059299,-1.956284787911068
1,low,r2_a0.1,training_r11_c19,1.2187728251554308,-1.7655886109591339
1,low,r2_a0.1,training_r13_c18,1.2393018149081518,-1.7758531058354943
1,low,r2_a0.1,training_r15_c17,1.2322313638522517,-1.7723178803075443
1,low,r2_a0.1,training_r17_c16,1.2783450167431087,-1.7953747067529733
1,low,r2_a0.1,training_r18_c14,1.1022420851682486,-1.7073232409655428
1,low,r2_a0.1,training_r19_c12,1.119953644057092,-1.7161790204099647
1,low,r2_a0.3,training_r02_c13,1.1256680128051146,-1.7551430178727518
1,low,r2_a0.3,training_r03_c14,1.0387753664796375,-1.7116966947100134
1,low,r2_a0.3,training_r06_c17,1.1381683305910022,-1.7613931767656956
1,low,r2_a0.3,training_r07_c18,1.014721016810875,-1.6996695198756322
1,low,r2_a0.3,training_r08_c19,1.3953116478903236,-1.8899648354153562
1,low,r2_a0.3,training_r11_c19,1.0960234246063183,-1.7403207237733536
1,low,r2_a0.3,training_r13_c18,1.1130786082159803,-1.7488483155781844
1,low,r2_a0.3,training_r15_c17,1.0926641730279425,-1.738641097984166
1,low,r2_a0.3,training_r17_c16,1.1216236613994195,-1.7531208421699043
