galaxy	point_index	outer_fold	source_family	radius_arcsec	radius_kpc	log10_gbar	log10_radius_over_r50	log10_surface_density	enclosed_mass_fraction	log10_total_mass	inclination_sine	log10_distance	newtonian_speed_km_s	rar_speed_km_s	surface_brightness_q10	surface_brightness_q100	surface_brightness_q1000	acceleration_q0p01	acceleration_q0p1	acceleration_q1	enclosed_mass_fraction_source	outer_inverse_radius_potential_source	outer_radius_lever_source	condition_surface_density	condition_compactness	condition_vacuum_fraction	condition_radial_span	condition_concentration
GASS41783	22	2	2015MNRAS.451..878K_gas_GASS	4.690000000000e+00	3.613030325238e+00	3.908230041637e+00	-4.585466418945e-02	2.627334420495e+00	4.670518600658e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.710215444807e+02	1.946392006027e+02	9.769568958781e-01	8.091491275182e-01	2.977376739395e-01	9.954467678850e-01	9.562601001026e-01	6.861506524342e-01	4.670518600658e-01	2.063165342516e-01	6.336940346026e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	23	2	2015MNRAS.451..878K_gas_GASS	4.970000000000e+00	3.828733628237e+00	3.874708091549e+00	-2.067111817120e-02	2.584025367829e+00	4.855234919243e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.693876029160e+02	1.944393854476e+02	9.746018625496e-01	7.932729612095e-01	2.773154832472e-01	9.950831937946e-01	9.529154867871e-01	6.692947354540e-01	4.855234919243e-01	2.042825887962e-01	6.176776452329e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	24	2	2015MNRAS.451..878K_gas_GASS	5.110000000000e+00	3.936585279736e+00	3.858022054364e+00	-8.606606769819e-03	2.558307706469e+00	4.939161576191e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.684887309697e+02	1.942560066792e+02	9.730941235615e-01	7.833931982160e-01	2.656055261725e-01	9.948915929239e-01	9.511613199674e-01	6.607360369264e-01	4.939161576191e-01	1.976620501324e-01	6.085513486845e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	25	2	2015MNRAS.451..878K_gas_GASS	5.390000000000e+00	4.152288582736e+00	3.825630080411e+00	1.456125828221e-02	2.512173826051e+00	5.100314887291e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.667089072615e+02	1.938841948341e+02	9.701686164705e-01	7.648262024598e-01	2.454068515235e-01	9.944981884950e-01	9.475776461363e-01	6.438217715408e-01	5.100314887291e-01	1.961079553462e-01	5.933006761482e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	26	2	2015MNRAS.451..878K_gas_GASS	5.530000000000e+00	4.260140234235e+00	3.810056680975e+00	2.569762440017e-02	2.492696244606e+00	5.179601196787e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.658594756846e+02	1.937238284253e+02	9.688428938719e-01	7.566638038992e-01	2.371967688234e-01	9.942984638972e-01	9.457675152023e-01	6.355569980761e-01	5.179601196787e-01	1.907261339152e-01	5.846203331394e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	27	2	2015MNRAS.451..878K_gas_GASS	5.810000000000e+00	4.475843537235e+00	3.780781524038e+00	4.714862548580e-02	2.455585746917e+00	5.344697965221e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.643721403237e+02	1.935702167210e+02	9.661575191966e-01	7.405876187575e-01	2.220844693883e-01	9.939033059373e-01	9.422043224507e-01	6.198055743730e-01	5.344697965221e-01	1.883345922582e-01	5.697631106477e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	28	2	2015MNRAS.451..878K_gas_GASS	5.950000000000e+00	4.583695188734e+00	3.766539381864e+00	5.748945882402e-02	2.433527006216e+00	5.424537205769e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.636355105434e+02	1.934895455865e+02	9.644568593620e-01	7.307109884938e-01	2.134334481125e-01	9.937013382865e-01	9.403924149869e-01	6.120480561406e-01	5.424537205769e-01	1.920014375547e-01	5.639168973520e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	29	2	2015MNRAS.451..878K_gas_GASS	6.230000000000e+00	4.799398491733e+00	3.739184972929e+00	7.746053975464e-02	2.387257015641e+00	5.584064746172e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.622504432096e+02	1.933866511240e+02	9.606183539514e-01	7.092392662323e-01	1.960932668435e-01	9.932945968929e-01	9.367622786486e-01	5.969910790769e-01	5.584064746172e-01	1.889042727656e-01	5.495736833337e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	30	2	2015MNRAS.451..878K_gas_GASS	6.370000000000e+00	4.907250143233e+00	3.725758363231e+00	8.711192543082e-02	2.361339677295e+00	5.660132617351e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.615467702728e+02	1.933156351619e+02	9.582976300378e-01	6.967808972139e-01	1.868560319611e-01	9.930855112606e-01	9.349059417979e-01	5.895311606488e-01	5.660132617351e-01	1.824306358339e-01	5.410067861665e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	31	2	2015MNRAS.451..878K_gas_GASS	6.650000000000e+00	5.122953446232e+00	3.699753020546e+00	1.057941383986e-01	2.302716351764e+00	5.810127864783e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.601904845074e+02	1.931999820523e+02	9.525567421648e-01	6.675289916113e-01	1.672066674835e-01	9.926619587361e-01	9.311655759568e-01	5.749675405077e-01	5.810127864783e-01	1.797374623967e-01	5.273300603018e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	32	2	2015MNRAS.451..878K_gas_GASS	6.790000000000e+00	5.230805097732e+00	3.687449771806e+00	1.148422673760e-01	2.270416760219e+00	5.888147752759e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.595912789205e+02	1.932029420055e+02	9.490802596776e-01	6.508227368644e-01	1.571050703762e-01	9.924526961416e-01	9.293274465351e-01	5.680301660296e-01	5.888147752759e-01	1.828295915664e-01	5.221343297303e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	33	2	2015MNRAS.451..878K_gas_GASS	7.210000000000e+00	5.554360052231e+00	3.651334783090e+00	1.409077578149e-01	2.189993269985e+00	6.109345572232e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.577554623908e+02	1.931421694902e+02	9.393495586344e-01	6.076573696304e-01	1.341086180349e-01	9.918036085397e-01	9.236669829951e-01	5.475213644127e-01	6.109345572232e-01	1.719476876444e-01	5.003208055899e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	34	2	2015MNRAS.451..878K_gas_GASS	7.630000000000e+00	5.877915006730e+00	3.616292178529e+00	1.654970310503e-01	2.115338627127e+00	6.311471615350e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.558682790119e+02	1.929839674542e+02	9.287842252229e-01	5.660067452162e-01	1.153717385002e-01	9.911209547162e-01	9.177798732222e-01	5.274654141911e-01	6.311471615350e-01	1.622118463443e-01	4.794755982193e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	35	2	2015MNRAS.451..878K_gas_GASS	7.690000000000e+00	5.924137143087e+00	3.611343880256e+00	1.688988328969e-01	2.106688352016e+00	6.338491887461e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.555910071572e+02	1.929504395670e+02	9.274554632452e-01	5.611077482491e-01	1.133544075741e-01	9.910201230831e-01	9.169159885967e-01	5.246246814513e-01	6.338491887461e-01	1.632791546002e-01	4.775209875270e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	36	2	2015MNRAS.451..878K_gas_GASS	8.050000000000e+00	6.201469961229e+00	3.582092111136e+00	1.887683734633e-01	2.048071637546e+00	6.493416359393e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.539194056751e+02	1.927211866800e+02	9.178339376933e-01	5.276440400550e-01	1.004805900281e-01	9.904004580115e-01	9.116386375926e-01	5.078053135254e-01	6.493416359393e-01	1.612745594124e-01	4.628414214053e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	37	2	2015MNRAS.451..878K_gas_GASS	8.670000000000e+00	6.679098703584e+00	3.531974644050e+00	2.209915905717e-01	1.970905789336e+00	6.711231471465e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.507808727540e+02	1.920126223139e+02	9.034005685719e-01	4.832582868705e-01	8.552221656846e-02	9.892388591686e-01	9.018905209726e-01	4.789684314509e-01	6.711231471465e-01	1.503942866725e-01	4.356842036976e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	38	2	2015MNRAS.451..878K_gas_GASS	9.500000000000e+00	7.318504923189e+00	3.468043962858e+00	2.606960983843e-01	1.890637351591e+00	6.954734454043e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.466334882514e+02	1.909568111477e+02	8.860252270362e-01	4.373763723704e-01	7.213131802980e-02	9.875534655447e-01	8.880726266291e-01	4.424112570586e-01	6.954734454043e-01	1.451812178757e-01	4.055395538661e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	39	2	2015MNRAS.451..878K_gas_GASS	9.580000000000e+00	7.380134438332e+00	3.461991789225e+00	2.643380021740e-01	1.882067158961e+00	6.974485670753e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.462271552482e+02	1.908400843053e+02	8.840172077955e-01	4.325265133296e-01	7.082168035964e-02	9.873810049487e-01	8.866799193223e-01	4.389763751221e-01	6.974485670753e-01	1.462250249550e-01	4.035195420179e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	40	2	2015MNRAS.451..878K_gas_GASS	1.057000000000e+01	8.142799688222e+00	3.391910180170e+00	3.070474804029e-01	1.789043331129e+00	7.225194351689e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.416909022426e+02	1.897150652282e+02	8.601864491810e-01	3.808962873400e-01	5.795802594896e-02	9.852038840393e-01	8.694266466859e-01	3.997069525036e-01	7.225194351689e-01	1.386635341113e-01	3.701355996376e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	41	2	2015MNRAS.451..878K_gas_GASS	1.104000000000e+01	8.504873089685e+00	3.360548038706e+00	3.259415664886e-01	1.744932482823e+00	7.332896656227e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.396715452804e+02	1.892264089645e+02	8.475186343385e-01	3.572512322874e-01	5.265511865045e-02	9.841134742663e-01	8.610076872435e-01	3.825118398038e-01	7.332896656227e-01	1.348821060121e-01	3.551579010625e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	42	2	2015MNRAS.451..878K_gas_GASS	1.230000000000e+01	9.475537953182e+00	3.282862487022e+00	3.728776045349e-01	1.628034810993e+00	7.611356938104e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.348134370907e+02	1.882030807435e+02	8.093980488345e-01	2.980749850821e-01	4.073551189990e-02	9.810606461103e-01	8.381879946066e-01	3.412389562069e-01	7.611356938104e-01	1.303158305304e-01	3.210769814870e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	43	2	2015MNRAS.451..878K_gas_GASS	1.370000000000e+01	1.055405446818e+01	3.208320095445e+00	4.196930602519e-01	1.463212306408e+00	7.953359413290e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.305779100631e+02	1.878043754008e+02	7.439470781372e-01	2.251331258951e-01	2.823410082817e-02	9.775937028552e-01	8.135382790779e-01	3.037681279643e-01	7.953359413290e-01	1.120052676156e-01	2.796331616174e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS41783	44	2	2015MNRAS.451..878K_gas_GASS	1.539000000000e+01	1.185597797557e+01	3.122995825244e+00	4.702111129269e-01	1.300657157358e+00	8.246362916357e-01	1.072104779441e+01	9.357702709533e-01	2.201123897207e+00	1.254488269197e+02	1.869059875921e+02	6.664758633942e-01	1.665474657952e-01	1.959134682879e-02	9.728614304981e-01	7.818876254939e-01	2.638827624031e-01	8.246362916357e-01	1.004302797685e-01	2.418143572686e-01	4.722826489745e-01	1.930911275235e-01	-4.786229621512e-01	3.728851572004e-01	-5.544827059581e-01
GASS42025	1	4	2015MNRAS.451..878K_gas_GASS	3.000000000000e-01	2.286381320113e-01	4.539089162773e+00	-1.373003417902e+00	3.125538630956e+00	2.122858520123e-02	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	8.894446209712e+01	9.111297687140e+01	9.925660304668e-01	9.303221516816e-01	5.717668174584e-01	9.989309989819e-01	9.894118584258e-01	9.033305341692e-01	2.122858520123e-02	7.918580432603e-02	9.702404942155e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	2	4	2015MNRAS.451..878K_gas_GASS	3.000000000000e-01	2.286381320113e-01	4.539089162773e+00	-1.373003417902e+00	3.125538630956e+00	2.122858520123e-02	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	8.894446209712e+01	9.111297687140e+01	9.925660304668e-01	9.303221516816e-01	5.717668174584e-01	9.989309989819e-01	9.894118584258e-01	9.033305341692e-01	2.122858520123e-02	7.918580432603e-02	9.702404942155e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	3	4	2015MNRAS.451..878K_gas_GASS	6.000000000000e-01	4.572762640225e-01	4.296013859359e+00	-1.071973422238e+00	3.059008762493e+00	4.851831827423e-02	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	9.508155136632e+01	1.001798584947e+02	9.913460077983e-01	9.197132835460e-01	5.339160122058e-01	9.981305868377e-01	9.816151876681e-01	8.422531867061e-01	4.851831827423e-02	1.265800814706e-01	9.421330606945e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	4	4	2015MNRAS.451..878K_gas_GASS	6.000000000000e-01	4.572762640225e-01	4.296013859359e+00	-1.071973422238e+00	3.059008762493e+00	4.851831827423e-02	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	9.508155136632e+01	1.001798584947e+02	9.913460077983e-01	9.197132835460e-01	5.339160122058e-01	9.981305868377e-01	9.816151876681e-01	8.422531867061e-01	4.851831827423e-02	1.265800814706e-01	9.421330606945e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	5	4	2015MNRAS.451..878K_gas_GASS	9.000000000000e-01	6.859143960338e-01	4.155564594100e+00	-8.958821631828e-01	2.966272801629e+00	7.900216480759e-02	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	9.906431845940e+01	1.068274254677e+02	9.893080056193e-01	9.024655922497e-01	4.805948157508e-01	9.974186631140e-01	9.747727122944e-01	7.944062720686e-01	7.900216480759e-02	1.587986672321e-01	9.154832335662e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	6	4	2015MNRAS.451..878K_gas_GASS	9.000000000000e-01	6.859143960338e-01	4.155564594100e+00	-8.958821631828e-01	2.966272801629e+00	7.900216480759e-02	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	9.906431845940e+01	1.068274254677e+02	9.893080056193e-01	9.024655922497e-01	4.805948157508e-01	9.974186631140e-01	9.747727122944e-01	7.944062720686e-01	7.900216480759e-02	1.587986672321e-01	9.154832335662e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	7	4	2015MNRAS.451..878K_gas_GASS	1.200000000000e+00	9.145525280450e-01	4.063090648608e+00	-7.709434265745e-01	2.862183755079e+00	1.135121944507e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	1.028370598701e+02	1.129337944140e+02	9.864514764029e-01	8.792398586512e-01	4.213256994625e-01	9.968080749137e-01	9.689720977916e-01	7.574526085898e-01	1.135121944507e-01	1.783714880881e-01	8.900794915479e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	8	4	2015MNRAS.451..878K_gas_GASS	1.500000000000e+00	1.143190660056e+00	3.982480418269e+00	-6.740334135664e-01	2.762813199076e+00	1.473168131456e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	1.047851025900e+02	1.171370275646e+02	9.830272444890e-01	8.527635233711e-01	3.667597728535e-01	9.961595662045e-01	9.628787184626e-01	7.217486162241e-01	1.473168131456e-01	1.919505487419e-01	8.658112800301e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	9	4	2015MNRAS.451..878K_gas_GASS	1.800000000000e+00	1.371828792068e+00	3.909861322562e+00	-5.948521675188e-01	2.668127721495e+00	1.794715905520e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	1.055797472739e+02	1.201108425710e+02	9.789793657071e-01	8.232350579039e-01	3.177428652722e-01	9.954637610513e-01	9.564169391174e-01	6.869589682739e-01	1.794715905520e-01	2.010401120732e-01	8.425542279437e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	10	4	2015MNRAS.451..878K_gas_GASS	5.100000000000e+00	3.886848244191e+00	3.365175800309e+00	-1.425544965242e-01	2.196508538644e+00	4.110602967861e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	9.492633038716e+01	1.283809659168e+02	9.401986375152e-01	6.112281513547e-01	1.358602803194e-01	9.842792122628e-01	8.622780066460e-01	3.850318373477e-01	4.110602967861e-01	2.134949457444e-01	6.341356449681e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	11	4	2015MNRAS.451..878K_gas_GASS	5.850000000000e+00	4.458443574220e+00	3.280928812318e+00	-8.296880653994e-02	2.150342018876e+00	4.454817565610e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	9.226904879219e+01	1.289080037129e+02	9.339345463595e-01	5.856897908397e-01	1.238561149232e-01	9.809777392226e-01	8.375832040506e-01	3.402387765483e-01	4.454817565610e-01	2.137130453802e-01	5.961828701218e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	12	4	2015MNRAS.451..878K_gas_GASS	6.300000000000e+00	4.801400772236e+00	3.234934161408e+00	-5.078412316854e-02	2.120625116537e+00	4.647342060908e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	9.081363503183e+01	1.292163152656e+02	9.295851797981e-01	5.689944210875e-01	1.166199150598e-01	9.788974552797e-01	8.226562017060e-01	3.168822635833e-01	4.647342060908e-01	2.123902147028e-01	5.742653323471e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	13	4	2015MNRAS.451..878K_gas_GASS	6.450000000000e+00	4.915719838242e+00	3.220520609979e+00	-4.056495798685e-02	2.111909277933e+00	4.712261882254e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	9.037615624528e+01	1.293428848897e+02	9.282601554471e-01	5.640660553147e-01	1.145682708983e-01	9.782008668273e-01	8.177622860354e-01	3.097420833463e-01	4.712261882254e-01	2.163530467185e-01	5.685026823346e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	14	4	2015MNRAS.451..878K_gas_GASS	6.600000000000e+00	5.030038904248e+00	3.206463793898e+00	-3.058073708025e-02	2.102819302303e+00	4.776843839610e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	8.995339706127e+01	1.294736074222e+02	9.268537744911e-01	5.589126306195e-01	1.124621048339e-01	9.774998862954e-01	8.128890265552e-01	3.028649038017e-01	4.776843839610e-01	2.133211498841e-01	5.607099980431e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	15	4	2015MNRAS.451..878K_gas_GASS	6.900000000000e+00	5.258677036259e+00	3.179822134799e+00	-1.127558188487e-02	2.082515017221e+00	4.910318866053e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	8.919680883276e+01	1.297908198046e+02	9.236202181107e-01	5.473570851186e-01	1.078794138898e-01	9.761104151277e-01	8.033789159521e-01	2.900714497829e-01	4.910318866053e-01	2.140027251905e-01	5.475056352167e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	16	4	2015MNRAS.451..878K_gas_GASS	7.050000000000e+00	5.372996102265e+00	3.167581028875e+00	-1.935555630724e-03	2.071139499662e+00	4.983662708253e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	8.889938922421e+01	1.300123328612e+02	9.217517769545e-01	5.408598660437e-01	1.053843217202e-01	9.754442493326e-01	7.988884901551e-01	2.843015907151e-01	4.983662708253e-01	2.176424349945e-01	5.421723755498e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	17	4	2015MNRAS.451..878K_gas_GASS	7.350000000000e+00	5.601634234276e+00	3.145903664908e+00	1.616266646207e-02	2.029526099770e+00	5.153089934116e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	8.853382060719e+01	1.306476230860e+02	9.145555263855e-01	5.169900455963e-01	9.668625089032e-02	9.742198696319e-01	7.907492912738e-01	2.742556288648e-01	5.153089934116e-01	2.072163466948e-01	5.256784732060e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42025	18	4	2015MNRAS.451..878K_gas_GASS	7.950000000000e+00	6.058910498298e+00	3.104926906430e+00	5.024245603435e-02	1.950176350598e+00	5.485933549023e-01	1.029690508341e+01	7.365878257207e-01	2.196452541703e+00	8.783360777401e+01	1.318644218553e+02	8.991541976830e-01	4.713506172029e-01	8.186233957711e-02	9.717410871101e-01	7.747091433400e-01	2.558807675079e-01	5.485933549023e-01	2.020050450124e-01	4.991691245512e-01	4.902838976071e-01	1.939949927847e-01	-4.691732844063e-01	1.376921572760e-01	-3.838060095084e-01
GASS42140	2	3	2015MNRAS.451..878K_star_GASS	5.000000000000e-01	4.743901869657e-01	4.600699574910e+00	-1.083609793592e+00	3.287697016797e+00	5.241178641457e-02	1.059998165132e+01	7.703246069028e-01	2.291590825658e+00	1.375363947172e+02	1.401950704776e+02	9.948705645997e-01	9.509691511435e-01	6.598098277137e-01	9.990722539494e-01	9.907993621921e-01	9.150296542979e-01	5.241178641457e-02	1.425435105258e-01	9.465307899421e-01	3.689581236095e-01	1.228599917641e-03	-3.869077306270e-01	2.280069310004e-01	-4.093086998509e-01
GASS42140	3	3	2015MNRAS.451..878K_star_GASS	7.000000000000e-01	6.641462617520e-01	4.493672346381e+00	-9.374817579142e-01	3.219181655832e+00	8.028932473987e-02	1.059998165132e+01	7.703246069028e-01	2.291590825658e+00	1.438692698213e+02	1.479935988814e+02	9.939992655599e-01	9.430673927148e-01	6.235595525806e-01	9.988132923059e-01	9.882583284469e-01	8.938054031601e-01	8.028932473987e-02	1.590497517786e-01	9.265811188021e-01	3.689581236095e-01	1.228599917641e-03	-3.869077306270e-01	2.280069310004e-01	-4.093086998509e-01
GASS42140	4	3	2015MNRAS.451..878K_star_GASS	8.000000000000e-01	7.590242991451e-01	4.448246043881e+00	-8.794898109365e-01	3.180270452093e+00	9.445292178328e-02	1.059998165132e+01	7.703246069028e-01	2.291590825658e+00	1.459657159097e+02	1.508505901263e+02	9.934404899080e-01	9.380614764146e-01	6.023072693435e-01	9.986826134159e-01	9.869804995959e-01	8.834605631635e-01	9.445292178328e-02	1.508072481721e-01	9.167035422769e-01	3.689581236095e-01	1.228599917641e-03	-3.869077306270e-01	2.280069310004e-01	-4.093086998509e-01
GASS42140	5	3	2015MNRAS.451..878K_star_GASS	1.000000000000e+00	9.487803739314e-01	4.372164754728e+00	-7.825797979285e-01	3.098042856334e+00	1.238665762782e-01	1.059998165132e+01	7.703246069028e-01	2.291590825658e+00	1.495082725563e+02	1.558956505541e+02	9.920840035503e-01	9.261046345576e-01	5.561995280803e-01	9.984307758046e-01	9.845262934781e-01	8.641779672473e-01	1.238665762782e-01	1.816601436245e-01	8.980034163750e-01	3.689581236095e-01	1.228599917641e-03	-3.869077306270e-01	2.280069310004e-01	-4.093086998509e-01
GASS42140	6	3	2015MNRAS.451..878K_star_GASS	1.100000000000e+00	1.043658411324e+00	4.336640748811e+00	-7.411871127702e-01	3.056262129165e+00	1.381069384941e-01	1.059998165132e+01	7.703246069028e-01	2.291590825658e+00	1.505218554817e+02	1.576861198311e+02	9.912915815583e-01	9.192450468897e-01	5.323418654454e-01	9.982972498897e-01	9.832295025938e-01	8.542879916595e-01	1.381069384941e-01	1.695222702599e-01	8.884845079484e-01	3.689581236095e-01	1.228599917641e-03	-3.869077306270e-01	2.280069310004e-01	-4.093086998509e-01
GASS42140	7	3	2015MNRAS.451..878K_star_GASS	1.300000000000e+00	1.233414486111e+00	4.270527764897e+00	-6.686364456216e-01	2.973012597317e+00	1.656547328631e-01	1.059998165132e+01	7.703246069028e-01	2.291590825658e+00	1.516416163196e+02	1.603840207800e+02	9.894709197057e-01	9.038230870107e-01	4.844697993599e-01	9.980178234969e-01	9.805256493715e-01	8.342988026631e-01	1.656547328631e-01	1.943540750285e-01	8.708279965791e-01	3.689581236095e-01	1.228599917641e-03	-3.869077306270e-01	2.280069310004e-01	-4.093086998509e-01
GASS42140	8	3	2015MNRAS.451..878K_star_GASS	1.400000000000e+00	1.328292523504e+00	4.238367477848e+00	-6.364517622502e-01	2.938229454283e+00	1.784074263076e-01	1.059998165132e+01	7.703246069028e-01	2.291590825658e+00	1.516458755837e+02	1.612031289906e+02	9.886029501502e-01	8.966322845542e-01	4.645018391523e-01	9.978657934486e-01	9.790601442818e-01	8.238066186701e-01	1.784074263076e-01	1.813508343948e-01	8.616216068325e-01	3.689581236095e-01	1.228599917641e-03	-3.869077306270e-01	2.280069310004e-01	-4.093086998509e-01
