detector,group,branch,center,shift,amplitude,kind,mean_true_full_retention_difference
full_30arcsec,empirical,boxcar_independent,61,-4,10,warp,-0.01908241980769193
full_30arcsec,empirical,boxcar_independent,61,4,5,warp,-0.0007306880093102264
full_30arcsec,empirical,boxcar_independent,61,4,10,warp,-0.005148847404751855
full_30arcsec,empirical,boxcar_independent,61,0,5,streaming,-0.01814800944130203
full_30arcsec,empirical,boxcar_independent,61,0,10,streaming,-0.10733968810668187
full_30arcsec,empirical,boxcar_independent,61,-4,5,streaming,-0.0124344403538518
full_30arcsec,empirical,boxcar_independent,61,-4,10,streaming,-0.08089189588778897
full_30arcsec,empirical,boxcar_independent,61,4,5,streaming,-0.015793921087127696
full_30arcsec,empirical,boxcar_independent,61,4,10,streaming,-0.08905197745145405
full_30arcsec,empirical,boxcar_hanning_full,10,0,5,warp,-0.0005443652488875683
full_30arcsec,empirical,boxcar_hanning_full,10,0,10,warp,-0.004782997063346825
full_30arcsec,empirical,boxcar_hanning_full,10,-4,5,warp,-0.000281033009061858
full_30arcsec,empirical,boxcar_hanning_full,10,-4,10,warp,-0.007430741620991152
full_30arcsec,empirical,boxcar_hanning_full,10,4,5,warp,-0.0006762193458919345
full_30arcsec,empirical,boxcar_hanning_full,10,4,10,warp,-0.0033370434939336835
full_30arcsec,empirical,boxcar_hanning_full,10,0,5,streaming,-0.004731559751190443
full_30arcsec,empirical,boxcar_hanning_full,10,0,10,streaming,-0.030815175137778247
full_30arcsec,empirical,boxcar_hanning_full,10,-4,5,streaming,-0.004883037560319239
full_30arcsec,empirical,boxcar_hanning_full,10,-4,10,streaming,-0.04254728851923692
full_30arcsec,empirical,boxcar_hanning_full,10,4,5,streaming,-0.005213213043397354
full_30arcsec,empirical,boxcar_hanning_full,10,4,10,streaming,-0.03276260247514001
full_30arcsec,empirical,boxcar_hanning_full,36,0,5,warp,1.7020813632068374e-07
full_30arcsec,empirical,boxcar_hanning_full,36,0,10,warp,-0.01545718799219481
full_30arcsec,empirical,boxcar_hanning_full,36,-4,5,warp,1.1540422321621943e-06
full_30arcsec,empirical,boxcar_hanning_full,36,-4,10,warp,-0.01712389495392419
full_30arcsec,empirical,boxcar_hanning_full,36,4,5,warp,2.9685915194622325e-08
full_30arcsec,empirical,boxcar_hanning_full,36,4,10,warp,-0.010239971584486446
full_30arcsec,empirical,boxcar_hanning_full,36,0,5,streaming,1.4032354531113974e-07
full_30arcsec,empirical,boxcar_hanning_full,36,0,10,streaming,-0.10668441220662706
full_30arcsec,empirical,boxcar_hanning_full,36,-4,5,streaming,1.170631531576442e-06
full_30arcsec,empirical,boxcar_hanning_full,36,-4,10,streaming,-0.1030125818429864
full_30arcsec,empirical,boxcar_hanning_full,36,4,5,streaming,2.004093684766337e-08
full_30arcsec,empirical,boxcar_hanning_full,36,4,10,streaming,-0.08105470032937867
full_30arcsec,empirical,boxcar_hanning_full,61,0,5,warp,-0.0011155100380727118
full_30arcsec,empirical,boxcar_hanning_full,61,0,10,warp,-0.00865548493225099
full_30arcsec,empirical,boxcar_hanning_full,61,-4,5,warp,-0.00399396143568323
full_30arcsec,empirical,boxcar_hanning_full,61,-4,10,warp,-0.012142211109270662
full_30arcsec,empirical,boxcar_hanning_full,61,4,5,warp,-0.0004388726234905299
full_30arcsec,empirical,boxcar_hanning_full,61,4,10,warp,-0.006650172188513104
full_30arcsec,empirical,boxcar_hanning_full,61,0,5,streaming,-0.015297669846051382
full_30arcsec,empirical,boxcar_hanning_full,61,0,10,streaming,-0.09318743710128757
full_30arcsec,empirical,boxcar_hanning_full,61,-4,5,streaming,-0.01738689886271147
full_30arcsec,empirical,boxcar_hanning_full,61,-4,10,streaming,-0.08724027941201207
full_30arcsec,empirical,boxcar_hanning_full,61,4,5,streaming,-0.01354288786854721
full_30arcsec,empirical,boxcar_hanning_full,61,4,10,streaming,-0.07502218616479689
full_30arcsec,empirical,boxcar_hanning_decimated,10,0,5,warp,-4.6352470013816434e-05
full_30arcsec,empirical,boxcar_hanning_decimated,10,0,10,warp,-0.0043754228106531595
full_30arcsec,empirical,boxcar_hanning_decimated,10,-4,5,warp,-0.0009180774087366103
full_30arcsec,empirical,boxcar_hanning_decimated,10,-4,10,warp,-0.007974630217024145
full_30arcsec,empirical,boxcar_hanning_decimated,10,4,5,warp,-0.0003273317153444071
full_30arcsec,empirical,boxcar_hanning_decimated,10,4,10,warp,-0.005275488937145634
full_30arcsec,empirical,boxcar_hanning_decimated,10,0,5,streaming,-0.005187942337564976
full_30arcsec,empirical,boxcar_hanning_decimated,10,0,10,streaming,-0.021514830036253894
full_30arcsec,empirical,boxcar_hanning_decimated,10,-4,5,streaming,-0.005024459993252581
full_30arcsec,empirical,boxcar_hanning_decimated,10,-4,10,streaming,-0.03654399676202555
full_30arcsec,empirical,boxcar_hanning_decimated,10,4,5,streaming,-0.004970900551853459
full_30arcsec,empirical,boxcar_hanning_decimated,10,4,10,streaming,-0.02283922003570714
full_30arcsec,empirical,boxcar_hanning_decimated,36,0,5,warp,5.3396454796484605e-08
full_30arcsec,empirical,boxcar_hanning_decimated,36,0,10,warp,-0.019912275566483922
full_30arcsec,empirical,boxcar_hanning_decimated,36,-4,5,warp,4.2374000772225497e-07
full_30arcsec,empirical,boxcar_hanning_decimated,36,-4,10,warp,-0.013979038202348637
full_30arcsec,empirical,boxcar_hanning_decimated,36,4,5,warp,8.140089385528074e-09
full_30arcsec,empirical,boxcar_hanning_decimated,36,4,10,warp,-0.012361994949017463
full_30arcsec,empirical,boxcar_hanning_decimated,36,0,5,streaming,4.841032193677051e-08
full_30arcsec,empirical,boxcar_hanning_decimated,36,0,10,streaming,-0.11367386850406848
full_30arcsec,empirical,boxcar_hanning_decimated,36,-4,5,streaming,4.959206169387411e-07
full_30arcsec,empirical,boxcar_hanning_decimated,36,-4,10,streaming,-0.09139954751797486
full_30arcsec,empirical,boxcar_hanning_decimated,36,4,5,streaming,5.7954139598900894e-09
full_30arcsec,empirical,boxcar_hanning_decimated,36,4,10,streaming,-0.080889059592974
full_30arcsec,empirical,boxcar_hanning_decimated,61,0,5,warp,-0.0009029381155970795
full_30arcsec,empirical,boxcar_hanning_decimated,61,0,10,warp,-0.009546997557993597
full_30arcsec,empirical,boxcar_hanning_decimated,61,-4,5,warp,-0.0022427353827873114
full_30arcsec,empirical,boxcar_hanning_decimated,61,-4,10,warp,-0.022013216809486036
full_30arcsec,empirical,boxcar_hanning_decimated,61,4,5,warp,-0.0007290758850291984
full_30arcsec,empirical,boxcar_hanning_decimated,61,4,10,warp,-0.004758273549279324
full_30arcsec,empirical,boxcar_hanning_decimated,61,0,5,streaming,-0.017525049957294134
full_30arcsec,empirical,boxcar_hanning_decimated,61,0,10,streaming,-0.10794504121662518
full_30arcsec,empirical,boxcar_hanning_decimated,61,-4,5,streaming,-0.012473224110256809
full_30arcsec,empirical,boxcar_hanning_decimated,61,-4,10,streaming,-0.08436684013971396
full_30arcsec,empirical,boxcar_hanning_decimated,61,4,5,streaming,-0.016135746805318513
full_30arcsec,empirical,boxcar_hanning_decimated,61,4,10,streaming,-0.08707830182742582
full_30arcsec,noiseless,boxcar_independent,10,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,10,0,10,warp,-0.01747217493960565
full_30arcsec,noiseless,boxcar_independent,10,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,10,-4,10,warp,-0.017472174945275504
full_30arcsec,noiseless,boxcar_independent,10,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,10,4,10,warp,-0.017472174942165908
full_30arcsec,noiseless,boxcar_independent,10,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,10,0,10,streaming,-0.1947632829794876
full_30arcsec,noiseless,boxcar_independent,10,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,10,-4,10,streaming,-0.19476328304269017
full_30arcsec,noiseless,boxcar_independent,10,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,10,4,10,streaming,-0.19476328300802684
full_30arcsec,noiseless,boxcar_independent,36,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,36,0,10,warp,-0.025078191038713088
full_30arcsec,noiseless,boxcar_independent,36,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,36,-4,10,warp,-0.025078191046851245
full_30arcsec,noiseless,boxcar_independent,36,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,36,4,10,warp,-0.02507819104238776
full_30arcsec,noiseless,boxcar_independent,36,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,36,0,10,streaming,-0.15846785535166397
full_30arcsec,noiseless,boxcar_independent,36,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,36,-4,10,streaming,-0.1584678554030884
full_30arcsec,noiseless,boxcar_independent,36,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,36,4,10,streaming,-0.1584678553748847
full_30arcsec,noiseless,boxcar_independent,61,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,61,0,10,warp,-0.030932640126991706
full_30arcsec,noiseless,boxcar_independent,61,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,61,-4,10,warp,-0.030932640137029566
full_30arcsec,noiseless,boxcar_independent,61,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_independent,61,4,10,warp,-0.030932640131524275
full_30arcsec,noiseless,boxcar_independent,61,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,61,0,10,streaming,-0.15327622577371686
full_30arcsec,noiseless,boxcar_independent,61,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,61,-4,10,streaming,-0.15327622582345646
full_30arcsec,noiseless,boxcar_independent,61,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_independent,61,4,10,streaming,-0.15327622579617692
full_30arcsec,noiseless,boxcar_hanning_full,10,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,10,0,10,warp,-0.01402247128927847
full_30arcsec,noiseless,boxcar_hanning_full,10,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,10,-4,10,warp,-0.014022471293829053
full_30arcsec,noiseless,boxcar_hanning_full,10,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,10,4,10,warp,-0.014022471291333383
full_30arcsec,noiseless,boxcar_hanning_full,10,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,10,0,10,streaming,-0.1334477451762098
full_30arcsec,noiseless,boxcar_hanning_full,10,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,10,-4,10,streaming,-0.13344774521951516
full_30arcsec,noiseless,boxcar_hanning_full,10,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,10,4,10,streaming,-0.13344774519576455
full_30arcsec,noiseless,boxcar_hanning_full,36,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,36,0,10,warp,-0.015397401127106414
full_30arcsec,noiseless,boxcar_hanning_full,36,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,36,-4,10,warp,-0.015397401132102917
full_30arcsec,noiseless,boxcar_hanning_full,36,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,36,4,10,warp,-0.015397401129362442
full_30arcsec,noiseless,boxcar_hanning_full,36,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,36,0,10,streaming,-0.1552004010040502
full_30arcsec,noiseless,boxcar_hanning_full,36,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,36,-4,10,streaming,-0.15520040105441418
full_30arcsec,noiseless,boxcar_hanning_full,36,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,36,4,10,streaming,-0.15520040102679214
full_30arcsec,noiseless,boxcar_hanning_full,61,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,61,0,10,warp,-0.00834178925018908
full_30arcsec,noiseless,boxcar_hanning_full,61,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,61,-4,10,warp,-0.008341789252896137
full_30arcsec,noiseless,boxcar_hanning_full,61,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_full,61,4,10,warp,-0.00834178925141138
full_30arcsec,noiseless,boxcar_hanning_full,61,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,61,0,10,streaming,-0.13905267868640298
full_30arcsec,noiseless,boxcar_hanning_full,61,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,61,-4,10,streaming,-0.13905267873152696
full_30arcsec,noiseless,boxcar_hanning_full,61,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_full,61,4,10,streaming,-0.13905267870677876
full_30arcsec,noiseless,boxcar_hanning_decimated,10,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,10,0,10,warp,-0.015068049437982789
full_30arcsec,noiseless,boxcar_hanning_decimated,10,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,10,-4,10,warp,-0.015068049442872378
full_30arcsec,noiseless,boxcar_hanning_decimated,10,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,10,4,10,warp,-0.015068049440190856
full_30arcsec,noiseless,boxcar_hanning_decimated,10,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,10,0,10,streaming,-0.18888836181893054
full_30arcsec,noiseless,boxcar_hanning_decimated,10,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,10,-4,10,streaming,-0.18888836188022645
full_30arcsec,noiseless,boxcar_hanning_decimated,10,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,10,4,10,streaming,-0.1888883618466089
full_30arcsec,noiseless,boxcar_hanning_decimated,36,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,36,0,10,warp,-0.020798063143528195
full_30arcsec,noiseless,boxcar_hanning_decimated,36,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,36,-4,10,warp,-0.02079806315027738
full_30arcsec,noiseless,boxcar_hanning_decimated,36,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,36,4,10,warp,-0.020798063146575757
full_30arcsec,noiseless,boxcar_hanning_decimated,36,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,36,0,10,streaming,-0.1585688146203586
full_30arcsec,noiseless,boxcar_hanning_decimated,36,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,36,-4,10,streaming,-0.15856881467181563
full_30arcsec,noiseless,boxcar_hanning_decimated,36,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,36,4,10,streaming,-0.15856881464359404
full_30arcsec,noiseless,boxcar_hanning_decimated,61,0,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,61,0,10,warp,-0.024832661376924692
full_30arcsec,noiseless,boxcar_hanning_decimated,61,-4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,61,-4,10,warp,-0.024832661384983246
full_30arcsec,noiseless,boxcar_hanning_decimated,61,4,5,warp,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,61,4,10,warp,-0.02483266138056353
full_30arcsec,noiseless,boxcar_hanning_decimated,61,0,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,61,0,10,streaming,-0.1609627692713404
full_30arcsec,noiseless,boxcar_hanning_decimated,61,-4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,61,-4,10,streaming,-0.1609627693235744
full_30arcsec,noiseless,boxcar_hanning_decimated,61,4,5,streaming,0.0
full_30arcsec,noiseless,boxcar_hanning_decimated,61,4,10,streaming,-0.1609627692949267
