kind,branch,coarse_nr,fine_nr,aperture,profile_L1,centroid_km_s,passed
rotation,boxcar_independent,64,128,14,0.0006503223094930707,0.0008613458078166047,True
rotation,boxcar_hanning_full,64,128,0,0.008306850993484223,0.01767147986231521,True
rotation,boxcar_hanning_full,64,128,1,0.011948431477197407,0.07078046680608363,False
rotation,boxcar_hanning_full,64,128,2,8.281193978343603e-05,0.0005972084247858334,True
rotation,boxcar_hanning_full,64,128,3,0.0009311540259366634,0.0025832667428478118,True
rotation,boxcar_hanning_full,64,128,4,0.002571372291825342,0.00022092123491956883,True
rotation,boxcar_hanning_full,64,128,5,6.767692920604523e-05,3.221556355015309e-08,True
rotation,boxcar_hanning_full,64,128,6,6.76721533254861e-05,2.4459058423076385e-07,True
rotation,boxcar_hanning_full,64,128,7,6.763407401510242e-05,1.4159194350327198e-07,True
rotation,boxcar_hanning_full,64,128,8,6.771534012437133e-05,1.6626746912606905e-07,True
rotation,boxcar_hanning_full,64,128,9,6.492056488843627e-05,8.871361213635964e-06,True
rotation,boxcar_hanning_full,64,128,10,6.771709288207263e-05,6.013062012755199e-07,True
rotation,boxcar_hanning_full,64,128,11,6.671445681098552e-05,1.2291529252195232e-06,True
rotation,boxcar_hanning_full,64,128,12,0.004955200360514607,0.0002361132891066653,True
rotation,boxcar_hanning_full,64,128,13,0.0005348190621345197,0.003815243050462769,True
rotation,boxcar_hanning_full,64,128,14,0.0006213168049168776,0.0008613458078166047,True
rotation,boxcar_hanning_decimated,64,128,0,0.008306851057086525,0.01767147986244133,True
rotation,boxcar_hanning_decimated,64,128,1,0.012608260754671271,0.0707804668059584,False
rotation,boxcar_hanning_decimated,64,128,2,9.970965893705056e-05,0.0005972084248035969,True
rotation,boxcar_hanning_decimated,64,128,3,0.0009311619086096826,0.0025832667429011025,True
rotation,boxcar_hanning_decimated,64,128,4,0.0025764463337325213,0.000220921235044802,True
rotation,boxcar_hanning_decimated,64,128,5,6.767692920566928e-05,3.221557065558045e-08,True
rotation,boxcar_hanning_decimated,64,128,6,6.767215332524891e-05,2.4459058067805017e-07,True
rotation,boxcar_hanning_decimated,64,128,7,6.763407401537865e-05,1.4159195060869934e-07,True
rotation,boxcar_hanning_decimated,64,128,8,6.771534012464539e-05,1.662674762314964e-07,True
rotation,boxcar_hanning_decimated,64,128,9,6.492056488818006e-05,8.871361213635964e-06,True
rotation,boxcar_hanning_decimated,64,128,10,6.771709288199542e-05,6.013062048282336e-07,True
rotation,boxcar_hanning_decimated,64,128,11,6.671445681112461e-05,1.2291529323249506e-06,True
rotation,boxcar_hanning_decimated,64,128,12,0.004956632512884097,0.000236113288990758,True
rotation,boxcar_hanning_decimated,64,128,13,0.0006204894871499819,0.0038152430504254653,True
rotation,boxcar_hanning_decimated,64,128,14,0.0006473000303510902,0.000861345807813052,True
warp,boxcar_independent,32,64,0,0.154664796594186,0.3981610217177831,False
