hrs	radius_kpc	radius_error_kpc	velocity_km_s	velocity_error_km_s	bins	side
80	1.170000000000e+00	2.000000000000e-02	-3.000000000000e+00	6.000000000000e+00	2	r
80	2.260000000000e+00	5.100000000000e-01	4.200000000000e+01	1.000000000000e+01	13	r
83	1.100000000000e-01	0.000000000000e+00	1.800000000000e+01	6.000000000000e+00	1	a
83	1.900000000000e-01	0.000000000000e+00	7.000000000000e+00	6.000000000000e+00	1	a
83	3.400000000000e-01	0.000000000000e+00	2.500000000000e+01	6.000000000000e+00	1	a
83	3.800000000000e-01	2.000000000000e-02	1.300000000000e+01	6.000000000000e+00	3	a
83	4.600000000000e-01	0.000000000000e+00	3.100000000000e+01	6.000000000000e+00	1	a
83	5.900000000000e-01	1.000000000000e-02	3.200000000000e+01	5.000000000000e+00	3	a
83	6.700000000000e-01	1.000000000000e-02	3.700000000000e+01	2.000000000000e+00	2	a
83	7.200000000000e-01	1.000000000000e-02	4.100000000000e+01	6.000000000000e+00	3	a
83	1.120000000000e+00	3.800000000000e-01	6.100000000000e+01	4.000000000000e+00	23	a
83	3.000000000000e-02	0.000000000000e+00	-6.000000000000e+00	6.000000000000e+00	1	r
83	1.600000000000e-01	0.000000000000e+00	-8.000000000000e+00	6.000000000000e+00	1	r
83	2.900000000000e-01	2.000000000000e-02	1.200000000000e+01	1.000000000000e+00	4	r
83	4.200000000000e-01	0.000000000000e+00	1.400000000000e+01	0.000000000000e+00	2	r
83	4.700000000000e-01	4.000000000000e-02	2.700000000000e+01	4.000000000000e+00	2	r
83	5.500000000000e-01	0.000000000000e+00	3.500000000000e+01	6.000000000000e+00	1	r
83	6.500000000000e-01	1.000000000000e-02	3.400000000000e+01	6.000000000000e+00	3	r
83	7.100000000000e-01	1.000000000000e-02	3.900000000000e+01	5.000000000000e+00	2	r
83	9.800000000000e-01	2.600000000000e-01	5.900000000000e+01	5.000000000000e+00	9	r
86	1.600000000000e-01	0.000000000000e+00	1.600000000000e+01	7.000000000000e+00	3	a
86	1.900000000000e-01	0.000000000000e+00	-3.000000000000e+00	7.000000000000e+00	1	a
86	3.100000000000e-01	3.000000000000e-02	1.000000000000e+01	2.000000000000e+00	5	a
86	4.000000000000e-01	2.000000000000e-02	1.300000000000e+01	3.000000000000e+00	10	a
86	4.700000000000e-01	2.000000000000e-02	1.400000000000e+01	2.000000000000e+00	8	a
86	5.500000000000e-01	3.000000000000e-02	1.600000000000e+01	1.000000000000e+00	13	a
86	6.500000000000e-01	2.000000000000e-02	1.800000000000e+01	2.000000000000e+00	15	a
86	7.300000000000e-01	3.000000000000e-02	1.800000000000e+01	2.000000000000e+00	14	a
86	8.100000000000e-01	2.000000000000e-02	1.500000000000e+01	2.000000000000e+00	11	a
86	8.900000000000e-01	2.000000000000e-02	1.700000000000e+01	1.000000000000e+00	19	a
86	9.900000000000e-01	2.000000000000e-02	1.800000000000e+01	2.000000000000e+00	13	a
86	1.080000000000e+00	3.000000000000e-02	2.000000000000e+01	1.000000000000e+00	17	a
86	1.150000000000e+00	2.000000000000e-02	2.300000000000e+01	2.000000000000e+00	10	a
86	1.240000000000e+00	2.000000000000e-02	2.400000000000e+01	2.000000000000e+00	18	a
86	1.330000000000e+00	2.000000000000e-02	2.300000000000e+01	2.000000000000e+00	14	a
86	1.420000000000e+00	3.000000000000e-02	2.500000000000e+01	3.000000000000e+00	11	a
86	1.480000000000e+00	3.000000000000e-02	2.100000000000e+01	2.000000000000e+00	8	a
86	1.580000000000e+00	2.000000000000e-02	3.300000000000e+01	3.000000000000e+00	11	a
86	1.660000000000e+00	5.000000000000e-02	3.200000000000e+01	1.000000000000e+00	18	a
86	1.850000000000e+00	6.000000000000e-02	3.900000000000e+01	1.000000000000e+00	18	a
86	2.030000000000e+00	6.000000000000e-02	3.800000000000e+01	2.000000000000e+00	18	a
86	2.200000000000e+00	3.000000000000e-02	4.400000000000e+01	2.000000000000e+00	18	a
86	2.330000000000e+00	4.000000000000e-02	4.600000000000e+01	3.000000000000e+00	18	a
86	2.480000000000e+00	3.000000000000e-02	4.800000000000e+01	2.000000000000e+00	18	a
86	2.580000000000e+00	3.000000000000e-02	5.000000000000e+01	2.000000000000e+00	18	a
86	2.700000000000e+00	3.000000000000e-02	5.400000000000e+01	2.000000000000e+00	18	a
86	2.830000000000e+00	5.000000000000e-02	5.400000000000e+01	2.000000000000e+00	18	a
86	2.930000000000e+00	2.000000000000e-02	6.000000000000e+01	1.000000000000e+00	18	a
86	3.050000000000e+00	4.000000000000e-02	6.200000000000e+01	3.000000000000e+00	18	a
86	3.190000000000e+00	4.000000000000e-02	6.400000000000e+01	2.000000000000e+00	18	a
86	3.340000000000e+00	3.000000000000e-02	6.400000000000e+01	2.000000000000e+00	18	a
86	3.470000000000e+00	4.000000000000e-02	6.200000000000e+01	2.000000000000e+00	18	a
86	3.590000000000e+00	4.000000000000e-02	7.900000000000e+01	2.000000000000e+00	18	a
86	3.730000000000e+00	4.000000000000e-02	7.100000000000e+01	2.000000000000e+00	18	a
86	3.880000000000e+00	4.000000000000e-02	7.800000000000e+01	2.000000000000e+00	18	a
86	4.040000000000e+00	5.000000000000e-02	8.600000000000e+01	2.000000000000e+00	18	a
86	4.170000000000e+00	4.000000000000e-02	8.400000000000e+01	1.000000000000e+00	18	a
86	4.310000000000e+00	4.000000000000e-02	9.400000000000e+01	1.000000000000e+00	18	a
86	4.490000000000e+00	7.000000000000e-02	9.500000000000e+01	3.000000000000e+00	18	a
86	4.710000000000e+00	6.000000000000e-02	9.800000000000e+01	3.000000000000e+00	18	a
86	4.900000000000e+00	5.000000000000e-02	1.070000000000e+02	3.000000000000e+00	18	a
86	5.080000000000e+00	7.000000000000e-02	1.040000000000e+02	4.000000000000e+00	18	a
86	5.280000000000e+00	6.000000000000e-02	1.100000000000e+02	4.000000000000e+00	18	a
86	5.500000000000e+00	6.000000000000e-02	1.120000000000e+02	3.000000000000e+00	18	a
86	5.750000000000e+00	6.000000000000e-02	1.070000000000e+02	4.000000000000e+00	18	a
86	5.940000000000e+00	6.000000000000e-02	1.130000000000e+02	3.000000000000e+00	18	a
86	6.220000000000e+00	1.000000000000e-01	1.080000000000e+02	3.000000000000e+00	18	a
86	6.590000000000e+00	1.500000000000e-01	1.050000000000e+02	2.000000000000e+00	18	a
86	7.400000000000e+00	3.900000000000e-01	1.210000000000e+02	3.000000000000e+00	18	a
86	8.790000000000e+00	4.100000000000e-01	1.310000000000e+02	3.000000000000e+00	18	a
86	1.079000000000e+01	9.100000000000e-01	1.330000000000e+02	6.000000000000e+00	15	a
86	8.000000000000e-02	0.000000000000e+00	0.000000000000e+00	7.000000000000e+00	1	r
86	1.300000000000e-01	1.000000000000e-02	-8.000000000000e+00	2.000000000000e+00	2	r
86	2.400000000000e-01	2.000000000000e-02	-7.000000000000e+00	2.000000000000e+00	2	r
86	3.300000000000e-01	1.000000000000e-02	-4.000000000000e+00	1.000000000000e+00	2	r
86	4.100000000000e-01	1.000000000000e-02	1.000000000000e+00	4.000000000000e+00	2	r
86	4.600000000000e-01	3.000000000000e-02	2.000000000000e+00	3.000000000000e+00	3	r
86	5.400000000000e-01	1.000000000000e-02	8.000000000000e+00	2.000000000000e+00	3	r
86	6.400000000000e-01	2.000000000000e-02	0.000000000000e+00	3.000000000000e+00	4	r
86	7.200000000000e-01	1.000000000000e-02	7.000000000000e+00	1.000000000000e+00	4	r
86	8.100000000000e-01	3.000000000000e-02	8.000000000000e+00	1.000000000000e+00	4	r
86	9.000000000000e-01	2.000000000000e-02	1.200000000000e+01	3.000000000000e+00	9	r
86	1.000000000000e+00	2.000000000000e-02	2.100000000000e+01	2.000000000000e+00	5	r
86	1.080000000000e+00	2.000000000000e-02	2.500000000000e+01	3.000000000000e+00	5	r
86	1.160000000000e+00	2.000000000000e-02	1.500000000000e+01	4.000000000000e+00	7	r
86	1.240000000000e+00	3.000000000000e-02	2.000000000000e+01	4.000000000000e+00	9	r
86	1.330000000000e+00	2.000000000000e-02	2.500000000000e+01	2.000000000000e+00	10	r
86	1.410000000000e+00	3.000000000000e-02	2.500000000000e+01	3.000000000000e+00	9	r
86	1.500000000000e+00	2.000000000000e-02	2.400000000000e+01	2.000000000000e+00	11	r
86	1.600000000000e+00	2.000000000000e-02	3.400000000000e+01	5.000000000000e+00	5	r
86	1.710000000000e+00	7.000000000000e-02	3.300000000000e+01	1.000000000000e+00	18	r
86	1.900000000000e+00	6.000000000000e-02	4.300000000000e+01	2.000000000000e+00	18	r
86	2.100000000000e+00	5.000000000000e-02	3.900000000000e+01	2.000000000000e+00	18	r
86	2.280000000000e+00	6.000000000000e-02	5.000000000000e+01	3.000000000000e+00	18	r
86	2.530000000000e+00	6.000000000000e-02	5.400000000000e+01	2.000000000000e+00	18	r
86	2.730000000000e+00	5.000000000000e-02	5.800000000000e+01	3.000000000000e+00	18	r
86	2.880000000000e+00	5.000000000000e-02	6.200000000000e+01	3.000000000000e+00	18	r
86	3.040000000000e+00	3.000000000000e-02	6.600000000000e+01	2.000000000000e+00	18	r
86	3.170000000000e+00	4.000000000000e-02	6.700000000000e+01	2.000000000000e+00	18	r
86	3.290000000000e+00	3.000000000000e-02	7.400000000000e+01	2.000000000000e+00	18	r
86	3.370000000000e+00	3.000000000000e-02	7.100000000000e+01	1.000000000000e+00	18	r
86	3.480000000000e+00	4.000000000000e-02	7.600000000000e+01	1.000000000000e+00	18	r
86	3.570000000000e+00	2.000000000000e-02	7.500000000000e+01	2.000000000000e+00	18	r
86	3.650000000000e+00	2.000000000000e-02	7.900000000000e+01	2.000000000000e+00	18	r
86	3.730000000000e+00	2.000000000000e-02	7.700000000000e+01	2.000000000000e+00	18	r
86	3.790000000000e+00	1.000000000000e-02	8.600000000000e+01	2.000000000000e+00	18	r
86	3.860000000000e+00	2.000000000000e-02	7.600000000000e+01	2.000000000000e+00	18	r
86	3.920000000000e+00	1.000000000000e-02	8.200000000000e+01	3.000000000000e+00	18	r
86	3.990000000000e+00	2.000000000000e-02	8.500000000000e+01	1.000000000000e+00	18	r
86	4.050000000000e+00	2.000000000000e-02	8.200000000000e+01	2.000000000000e+00	18	r
86	4.110000000000e+00	2.000000000000e-02	8.900000000000e+01	2.000000000000e+00	18	r
86	4.180000000000e+00	2.000000000000e-02	8.700000000000e+01	2.000000000000e+00	18	r
86	4.240000000000e+00	2.000000000000e-02	8.500000000000e+01	2.000000000000e+00	18	r
86	4.280000000000e+00	1.000000000000e-02	8.900000000000e+01	2.000000000000e+00	18	r
86	4.320000000000e+00	1.000000000000e-02	8.100000000000e+01	2.000000000000e+00	18	r
86	4.380000000000e+00	2.000000000000e-02	9.200000000000e+01	2.000000000000e+00	18	r
86	4.430000000000e+00	2.000000000000e-02	9.200000000000e+01	1.000000000000e+00	18	r
86	4.480000000000e+00	1.000000000000e-02	9.500000000000e+01	1.000000000000e+00	18	r
86	4.520000000000e+00	1.000000000000e-02	9.300000000000e+01	1.000000000000e+00	18	r
86	4.580000000000e+00	2.000000000000e-02	9.700000000000e+01	1.000000000000e+00	18	r
86	4.630000000000e+00	1.000000000000e-02	9.600000000000e+01	1.000000000000e+00	18	r
86	4.670000000000e+00	1.000000000000e-02	9.200000000000e+01	2.000000000000e+00	18	r
86	4.710000000000e+00	1.000000000000e-02	1.010000000000e+02	2.000000000000e+00	18	r
86	4.770000000000e+00	2.000000000000e-02	1.000000000000e+02	1.000000000000e+00	18	r
86	4.810000000000e+00	1.000000000000e-02	1.040000000000e+02	2.000000000000e+00	18	r
86	4.860000000000e+00	2.000000000000e-02	1.010000000000e+02	2.000000000000e+00	18	r
86	4.910000000000e+00	1.000000000000e-02	1.010000000000e+02	2.000000000000e+00	18	r
86	4.960000000000e+00	1.000000000000e-02	9.700000000000e+01	2.000000000000e+00	18	r
86	5.000000000000e+00	2.000000000000e-02	1.030000000000e+02	2.000000000000e+00	18	r
86	5.060000000000e+00	1.000000000000e-02	1.010000000000e+02	2.000000000000e+00	18	r
86	5.100000000000e+00	1.000000000000e-02	1.010000000000e+02	1.000000000000e+00	18	r
86	5.160000000000e+00	2.000000000000e-02	1.040000000000e+02	2.000000000000e+00	18	r
86	5.220000000000e+00	2.000000000000e-02	1.040000000000e+02	1.000000000000e+00	18	r
86	5.280000000000e+00	2.000000000000e-02	1.060000000000e+02	2.000000000000e+00	18	r
86	5.340000000000e+00	1.000000000000e-02	1.050000000000e+02	2.000000000000e+00	18	r
86	5.400000000000e+00	3.000000000000e-02	1.090000000000e+02	2.000000000000e+00	18	r
86	5.480000000000e+00	3.000000000000e-02	1.070000000000e+02	1.000000000000e+00	18	r
86	5.560000000000e+00	2.000000000000e-02	1.070000000000e+02	3.000000000000e+00	18	r
86	5.650000000000e+00	2.000000000000e-02	1.100000000000e+02	2.000000000000e+00	18	r
86	5.730000000000e+00	2.000000000000e-02	1.080000000000e+02	2.000000000000e+00	18	r
86	5.850000000000e+00	4.000000000000e-02	1.140000000000e+02	2.000000000000e+00	18	r
86	5.940000000000e+00	4.000000000000e-02	1.110000000000e+02	2.000000000000e+00	18	r
86	6.070000000000e+00	4.000000000000e-02	1.220000000000e+02	3.000000000000e+00	18	r
86	6.200000000000e+00	4.000000000000e-02	1.170000000000e+02	3.000000000000e+00	18	r
86	6.350000000000e+00	6.000000000000e-02	1.260000000000e+02	3.000000000000e+00	18	r
86	6.490000000000e+00	3.000000000000e-02	1.250000000000e+02	2.000000000000e+00	18	r
86	6.630000000000e+00	4.000000000000e-02	1.260000000000e+02	2.000000000000e+00	18	r
86	6.790000000000e+00	4.000000000000e-02	1.280000000000e+02	3.000000000000e+00	18	r
86	6.950000000000e+00	6.000000000000e-02	1.290000000000e+02	3.000000000000e+00	18	r
86	7.180000000000e+00	9.000000000000e-02	1.350000000000e+02	4.000000000000e+00	18	r
86	7.470000000000e+00	1.200000000000e-01	1.390000000000e+02	3.000000000000e+00	18	r
86	8.370000000000e+00	5.900000000000e-01	1.330000000000e+02	5.000000000000e+00	16	r
95	8.000000000000e-02	0.000000000000e+00	-2.000000000000e+00	9.000000000000e+00	1	a
95	1.300000000000e-01	0.000000000000e+00	1.000000000000e+00	9.000000000000e+00	1	a
95	2.100000000000e-01	2.000000000000e-02	2.200000000000e+01	9.000000000000e+00	2	a
95	2.900000000000e-01	3.000000000000e-02	2.800000000000e+01	2.000000000000e+00	6	a
95	3.900000000000e-01	3.000000000000e-02	3.000000000000e+01	2.000000000000e+00	8	a
95	4.800000000000e-01	3.000000000000e-02	3.700000000000e+01	3.000000000000e+00	7	a
95	5.600000000000e-01	2.000000000000e-02	4.100000000000e+01	1.000000000000e+00	10	a
95	6.600000000000e-01	2.000000000000e-02	5.400000000000e+01	3.000000000000e+00	8	a
95	7.300000000000e-01	2.000000000000e-02	4.400000000000e+01	2.000000000000e+00	11	a
95	8.300000000000e-01	2.000000000000e-02	5.000000000000e+01	3.000000000000e+00	5	a
95	9.000000000000e-01	3.000000000000e-02	5.900000000000e+01	6.000000000000e+00	11	a
95	9.800000000000e-01	8.000000000000e-02	6.500000000000e+01	3.000000000000e+00	24	a
95	1.340000000000e+00	1.100000000000e-01	8.900000000000e+01	3.000000000000e+00	24	a
95	1.770000000000e+00	1.500000000000e-01	1.080000000000e+02	2.000000000000e+00	24	a
95	2.250000000000e+00	1.900000000000e-01	1.050000000000e+02	6.000000000000e+00	9	a
95	1.100000000000e-01	2.000000000000e-02	2.300000000000e+01	0.000000000000e+00	2	r
95	2.300000000000e-01	2.000000000000e-02	2.500000000000e+01	4.000000000000e+00	3	r
95	3.100000000000e-01	3.000000000000e-02	2.900000000000e+01	4.000000000000e+00	3	r
95	3.800000000000e-01	3.000000000000e-02	4.800000000000e+01	4.000000000000e+00	5	r
95	4.700000000000e-01	4.000000000000e-02	5.900000000000e+01	6.000000000000e+00	3	r
95	5.600000000000e-01	2.000000000000e-02	4.700000000000e+01	2.000000000000e+00	6	r
95	6.400000000000e-01	2.000000000000e-02	6.400000000000e+01	2.000000000000e+00	3	r
95	7.400000000000e-01	2.000000000000e-02	6.700000000000e+01	3.000000000000e+00	8	r
95	8.300000000000e-01	2.000000000000e-02	6.800000000000e+01	4.000000000000e+00	6	r
95	8.900000000000e-01	3.000000000000e-02	7.300000000000e+01	3.000000000000e+00	7	r
95	1.050000000000e+00	9.000000000000e-02	7.700000000000e+01	2.000000000000e+00	24	r
95	1.330000000000e+00	7.000000000000e-02	8.400000000000e+01	1.000000000000e+00	24	r
95	1.570000000000e+00	7.000000000000e-02	8.700000000000e+01	3.000000000000e+00	24	r
95	2.060000000000e+00	2.900000000000e-01	8.500000000000e+01	3.000000000000e+00	21	r
112	2.210000000000e+00	8.800000000000e-01	7.000000000000e+00	7.000000000000e+00	11	a
112	5.700000000000e-01	0.000000000000e+00	-1.200000000000e+01	9.000000000000e+00	1	r
112	8.500000000000e-01	0.000000000000e+00	-4.800000000000e+01	9.000000000000e+00	1	r
112	3.080000000000e+00	8.100000000000e-01	2.400000000000e+01	9.000000000000e+00	7	r
121	2.500000000000e-01	0.000000000000e+00	3.000000000000e+01	1.000000000000e+01	1	a
121	3.300000000000e-01	0.000000000000e+00	2.000000000000e+01	1.000000000000e+01	1	a
121	4.700000000000e-01	0.000000000000e+00	3.500000000000e+01	1.000000000000e+01	1	a
121	5.500000000000e-01	3.000000000000e-02	4.700000000000e+01	3.000000000000e+00	2	a
121	6.200000000000e-01	0.000000000000e+00	4.900000000000e+01	1.000000000000e+01	1	a
121	7.000000000000e-01	0.000000000000e+00	5.700000000000e+01	9.000000000000e+00	2	a
121	8.300000000000e-01	2.000000000000e-02	7.200000000000e+01	3.000000000000e+00	3	a
121	9.900000000000e-01	2.000000000000e-02	6.400000000000e+01	4.000000000000e+00	4	a
121	1.080000000000e+00	2.000000000000e-02	7.200000000000e+01	2.000000000000e+00	6	a
121	1.140000000000e+00	0.000000000000e+00	7.900000000000e+01	1.000000000000e+01	1	a
121	1.240000000000e+00	3.000000000000e-02	8.800000000000e+01	1.000000000000e+00	3	a
121	1.510000000000e+00	1.200000000000e-01	1.010000000000e+02	2.000000000000e+00	25	a
121	1.900000000000e+00	1.000000000000e-01	1.140000000000e+02	2.000000000000e+00	25	a
121	2.210000000000e+00	9.000000000000e-02	1.210000000000e+02	1.000000000000e+00	25	a
121	2.500000000000e+00	8.000000000000e-02	1.240000000000e+02	2.000000000000e+00	25	a
121	2.840000000000e+00	1.100000000000e-01	1.360000000000e+02	2.000000000000e+00	25	a
121	3.260000000000e+00	1.300000000000e-01	1.450000000000e+02	1.000000000000e+00	25	a
121	3.720000000000e+00	1.600000000000e-01	1.480000000000e+02	2.000000000000e+00	25	a
121	4.520000000000e+00	2.600000000000e-01	1.510000000000e+02	3.000000000000e+00	17	a
121	2.100000000000e-01	0.000000000000e+00	1.700000000000e+01	1.000000000000e+01	1	r
121	3.700000000000e-01	0.000000000000e+00	2.800000000000e+01	1.000000000000e+01	1	r
121	4.800000000000e-01	0.000000000000e+00	3.600000000000e+01	1.000000000000e+01	1	r
121	5.200000000000e-01	0.000000000000e+00	5.700000000000e+01	1.000000000000e+01	1	r
121	6.800000000000e-01	0.000000000000e+00	2.600000000000e+01	1.000000000000e+01	1	r
121	6.900000000000e-01	0.000000000000e+00	5.900000000000e+01	1.000000000000e+01	1	r
121	8.300000000000e-01	0.000000000000e+00	8.300000000000e+01	1.000000000000e+01	1	r
121	8.800000000000e-01	1.000000000000e-02	6.800000000000e+01	0.000000000000e+00	2	r
121	9.500000000000e-01	0.000000000000e+00	7.600000000000e+01	1.000000000000e+01	2	r
121	1.040000000000e+00	1.000000000000e-02	7.500000000000e+01	2.000000000000e+00	3	r
121	1.160000000000e+00	2.000000000000e-02	7.400000000000e+01	1.000000000000e+00	2	r
121	1.760000000000e+00	2.900000000000e-01	1.090000000000e+02	4.000000000000e+00	25	r
121	3.410000000000e+00	7.900000000000e-01	1.420000000000e+02	2.000000000000e+00	25	r
139	6.000000000000e-02	0.000000000000e+00	6.000000000000e+00	0.000000000000e+00	2	a
139	1.400000000000e-01	2.000000000000e-02	1.300000000000e+01	5.000000000000e+00	5	a
139	2.200000000000e-01	2.000000000000e-02	1.400000000000e+01	5.000000000000e+00	4	a
139	3.100000000000e-01	2.000000000000e-02	2.100000000000e+01	4.000000000000e+00	9	a
139	3.800000000000e-01	2.000000000000e-02	2.800000000000e+01	5.000000000000e+00	9	a
139	4.800000000000e-01	3.000000000000e-02	4.600000000000e+01	4.000000000000e+00	9	a
139	5.600000000000e-01	2.000000000000e-02	5.500000000000e+01	6.000000000000e+00	8	a
139	6.400000000000e-01	2.000000000000e-02	5.700000000000e+01	5.000000000000e+00	3	a
139	7.200000000000e-01	2.000000000000e-02	6.300000000000e+01	4.000000000000e+00	11	a
139	8.100000000000e-01	2.000000000000e-02	7.200000000000e+01	3.000000000000e+00	5	a
139	9.000000000000e-01	6.000000000000e-02	7.800000000000e+01	2.000000000000e+00	22	a
139	1.100000000000e+00	6.000000000000e-02	9.000000000000e+01	2.000000000000e+00	22	a
139	1.410000000000e+00	1.100000000000e-01	9.100000000000e+01	4.000000000000e+00	22	a
139	1.880000000000e+00	1.700000000000e-01	1.100000000000e+02	3.000000000000e+00	22	a
139	2.350000000000e+00	8.000000000000e-02	1.110000000000e+02	2.000000000000e+00	22	a
139	2.640000000000e+00	1.400000000000e-01	1.240000000000e+02	2.000000000000e+00	20	a
139	8.000000000000e-02	0.000000000000e+00	4.000000000000e+00	0.000000000000e+00	2	r
139	1.500000000000e-01	2.000000000000e-02	2.400000000000e+01	7.000000000000e+00	3	r
139	2.100000000000e-01	3.000000000000e-02	2.000000000000e+01	4.000000000000e+00	7	r
139	2.900000000000e-01	2.000000000000e-02	3.800000000000e+01	4.000000000000e+00	4	r
139	3.900000000000e-01	2.000000000000e-02	5.100000000000e+01	2.000000000000e+00	12	r
139	4.700000000000e-01	3.000000000000e-02	5.700000000000e+01	2.000000000000e+00	8	r
139	5.500000000000e-01	3.000000000000e-02	5.500000000000e+01	2.000000000000e+00	10	r
139	6.400000000000e-01	2.000000000000e-02	6.400000000000e+01	5.000000000000e+00	10	r
139	7.400000000000e-01	3.000000000000e-02	6.900000000000e+01	3.000000000000e+00	10	r
139	8.200000000000e-01	2.000000000000e-02	6.400000000000e+01	3.000000000000e+00	10	r
139	8.900000000000e-01	7.000000000000e-02	6.600000000000e+01	2.000000000000e+00	22	r
139	1.260000000000e+00	1.600000000000e-01	8.100000000000e+01	3.000000000000e+00	22	r
139	1.620000000000e+00	6.000000000000e-02	1.000000000000e+02	3.000000000000e+00	22	r
139	1.830000000000e+00	4.000000000000e-02	1.090000000000e+02	3.000000000000e+00	22	r
139	2.010000000000e+00	5.000000000000e-02	1.130000000000e+02	3.000000000000e+00	22	r
139	2.220000000000e+00	6.000000000000e-02	1.150000000000e+02	2.000000000000e+00	22	r
139	2.480000000000e+00	1.000000000000e-01	1.200000000000e+02	5.000000000000e+00	17	r
142	4.000000000000e-02	0.000000000000e+00	6.000000000000e+00	6.000000000000e+00	1	a
142	1.400000000000e-01	3.000000000000e-02	2.000000000000e+00	1.000000000000e+00	6	a
142	2.200000000000e-01	2.000000000000e-02	3.000000000000e+00	2.000000000000e+00	7	a
142	3.000000000000e-01	2.000000000000e-02	5.000000000000e+00	0.000000000000e+00	9	a
142	3.800000000000e-01	3.000000000000e-02	9.000000000000e+00	1.000000000000e+00	14	a
142	4.700000000000e-01	2.000000000000e-02	1.200000000000e+01	2.000000000000e+00	16	a
142	5.600000000000e-01	3.000000000000e-02	2.000000000000e+01	1.000000000000e+00	21	a
142	6.400000000000e-01	2.000000000000e-02	1.500000000000e+01	2.000000000000e+00	20	a
142	7.200000000000e-01	2.000000000000e-02	1.700000000000e+01	2.000000000000e+00	21	a
142	7.900000000000e-01	2.000000000000e-02	2.100000000000e+01	2.000000000000e+00	21	a
142	8.500000000000e-01	2.000000000000e-02	1.200000000000e+01	2.000000000000e+00	21	a
142	9.200000000000e-01	2.000000000000e-02	1.600000000000e+01	2.000000000000e+00	21	a
142	1.020000000000e+00	3.000000000000e-02	1.400000000000e+01	3.000000000000e+00	21	a
142	1.120000000000e+00	2.000000000000e-02	1.400000000000e+01	2.000000000000e+00	21	a
142	1.250000000000e+00	3.000000000000e-02	6.000000000000e+00	3.000000000000e+00	21	a
142	1.390000000000e+00	5.000000000000e-02	8.000000000000e+00	3.000000000000e+00	21	a
142	1.560000000000e+00	5.000000000000e-02	9.000000000000e+00	4.000000000000e+00	21	a
142	1.750000000000e+00	6.000000000000e-02	1.000000000000e+01	3.000000000000e+00	21	a
142	1.960000000000e+00	6.000000000000e-02	7.000000000000e+00	3.000000000000e+00	21	a
142	2.230000000000e+00	9.000000000000e-02	8.000000000000e+00	4.000000000000e+00	21	a
142	2.630000000000e+00	1.500000000000e-01	0.000000000000e+00	4.000000000000e+00	21	a
142	3.230000000000e+00	2.800000000000e-01	-8.000000000000e+00	5.000000000000e+00	16	a
142	7.000000000000e-02	0.000000000000e+00	1.600000000000e+01	6.000000000000e+00	1	r
142	1.300000000000e-01	3.000000000000e-02	5.000000000000e+00	1.000000000000e+00	5	r
142	2.200000000000e-01	2.000000000000e-02	7.000000000000e+00	2.000000000000e+00	7	r
142	3.000000000000e-01	3.000000000000e-02	8.000000000000e+00	2.000000000000e+00	10	r
142	3.800000000000e-01	2.000000000000e-02	1.300000000000e+01	1.000000000000e+00	12	r
142	4.600000000000e-01	3.000000000000e-02	1.400000000000e+01	1.000000000000e+00	16	r
142	5.500000000000e-01	2.000000000000e-02	1.200000000000e+01	2.000000000000e+00	19	r
142	6.400000000000e-01	3.000000000000e-02	1.200000000000e+01	1.000000000000e+00	24	r
142	7.200000000000e-01	2.000000000000e-02	1.200000000000e+01	2.000000000000e+00	21	r
142	7.900000000000e-01	2.000000000000e-02	1.400000000000e+01	2.000000000000e+00	21	r
142	8.500000000000e-01	2.000000000000e-02	1.000000000000e+01	2.000000000000e+00	21	r
142	9.300000000000e-01	2.000000000000e-02	1.500000000000e+01	2.000000000000e+00	21	r
142	1.010000000000e+00	3.000000000000e-02	1.300000000000e+01	2.000000000000e+00	21	r
142	1.110000000000e+00	3.000000000000e-02	1.700000000000e+01	2.000000000000e+00	21	r
142	1.210000000000e+00	4.000000000000e-02	2.100000000000e+01	2.000000000000e+00	21	r
142	1.370000000000e+00	6.000000000000e-02	1.800000000000e+01	3.000000000000e+00	21	r
142	1.620000000000e+00	1.200000000000e-01	2.000000000000e+01	4.000000000000e+00	21	r
142	2.470000000000e+00	4.300000000000e-01	-3.000000000000e+00	6.000000000000e+00	19	r
146	6.000000000000e-02	0.000000000000e+00	1.400000000000e+01	1.200000000000e+01	1	a
146	1.800000000000e-01	0.000000000000e+00	2.600000000000e+01	1.200000000000e+01	1	a
146	2.700000000000e-01	0.000000000000e+00	1.700000000000e+01	0.000000000000e+00	2	a
146	3.800000000000e-01	2.000000000000e-02	2.800000000000e+01	1.000000000000e+00	3	a
146	4.600000000000e-01	0.000000000000e+00	2.900000000000e+01	1.200000000000e+01	1	a
146	5.400000000000e-01	0.000000000000e+00	2.900000000000e+01	1.200000000000e+01	1	a
146	6.400000000000e-01	1.000000000000e-02	4.000000000000e+01	3.000000000000e+00	4	a
146	7.000000000000e-01	1.000000000000e-02	3.800000000000e+01	4.000000000000e+00	3	a
146	8.200000000000e-01	0.000000000000e+00	4.800000000000e+01	4.000000000000e+00	2	a
146	9.000000000000e-01	3.000000000000e-02	5.300000000000e+01	3.000000000000e+00	3	a
146	9.600000000000e-01	1.000000000000e-02	4.900000000000e+01	2.000000000000e+00	5	a
146	1.080000000000e+00	0.000000000000e+00	4.800000000000e+01	1.200000000000e+01	1	a
146	1.160000000000e+00	3.000000000000e-02	4.800000000000e+01	5.000000000000e+00	2	a
