hrs	radius_kpc	radius_error_kpc	velocity_km_s	velocity_error_km_s	bins	side
169	1.720000000000e+00	7.000000000000e-02	7.100000000000e+01	2.000000000000e+00	24	r
169	1.930000000000e+00	6.000000000000e-02	7.300000000000e+01	2.000000000000e+00	24	r
169	2.200000000000e+00	1.500000000000e-01	8.000000000000e+01	3.000000000000e+00	24	r
171	4.000000000000e-02	0.000000000000e+00	2.700000000000e+01	4.000000000000e+00	1	a
171	1.300000000000e-01	2.000000000000e-02	1.900000000000e+01	4.000000000000e+00	3	a
171	2.100000000000e-01	1.000000000000e-02	4.000000000000e+01	3.000000000000e+00	3	a
171	3.000000000000e-01	2.000000000000e-02	5.000000000000e+01	2.000000000000e+00	7	a
171	3.800000000000e-01	2.000000000000e-02	6.000000000000e+01	2.000000000000e+00	7	a
171	4.700000000000e-01	3.000000000000e-02	6.100000000000e+01	4.000000000000e+00	9	a
171	5.500000000000e-01	2.000000000000e-02	7.100000000000e+01	1.000000000000e+00	8	a
171	6.300000000000e-01	3.000000000000e-02	8.100000000000e+01	1.000000000000e+00	14	a
171	7.100000000000e-01	2.000000000000e-02	7.400000000000e+01	3.000000000000e+00	10	a
171	8.000000000000e-01	3.000000000000e-02	9.100000000000e+01	3.000000000000e+00	18	a
171	8.800000000000e-01	5.000000000000e-02	8.800000000000e+01	2.000000000000e+00	21	a
171	1.040000000000e+00	4.000000000000e-02	9.500000000000e+01	2.000000000000e+00	21	a
171	1.230000000000e+00	5.000000000000e-02	1.030000000000e+02	3.000000000000e+00	21	a
171	1.570000000000e+00	1.900000000000e-01	1.200000000000e+02	4.000000000000e+00	16	a
171	1.300000000000e-01	3.000000000000e-02	1.200000000000e+01	4.000000000000e+00	4	r
171	2.100000000000e-01	2.000000000000e-02	2.800000000000e+01	2.000000000000e+00	3	r
171	2.900000000000e-01	2.000000000000e-02	2.700000000000e+01	7.000000000000e+00	5	r
171	3.800000000000e-01	1.000000000000e-02	4.500000000000e+01	4.000000000000e+00	5	r
171	4.800000000000e-01	2.000000000000e-02	5.600000000000e+01	4.000000000000e+00	6	r
171	5.400000000000e-01	1.000000000000e-02	6.400000000000e+01	1.000000000000e+00	2	r
171	6.200000000000e-01	2.000000000000e-02	7.600000000000e+01	2.000000000000e+00	10	r
171	7.200000000000e-01	2.000000000000e-02	7.900000000000e+01	3.000000000000e+00	11	r
171	8.200000000000e-01	2.000000000000e-02	8.700000000000e+01	4.000000000000e+00	8	r
171	9.200000000000e-01	6.000000000000e-02	9.800000000000e+01	3.000000000000e+00	21	r
171	1.100000000000e+00	6.000000000000e-02	1.110000000000e+02	3.000000000000e+00	21	r
171	1.360000000000e+00	1.200000000000e-01	1.230000000000e+02	3.000000000000e+00	20	r
172	5.000000000000e-02	0.000000000000e+00	3.600000000000e+01	1.200000000000e+01	1	a
172	1.500000000000e-01	0.000000000000e+00	4.700000000000e+01	1.200000000000e+01	1	a
172	2.300000000000e-01	3.000000000000e-02	4.500000000000e+01	7.000000000000e+00	3	a
172	2.900000000000e-01	0.000000000000e+00	3.100000000000e+01	1.200000000000e+01	1	a
172	4.000000000000e-01	1.000000000000e-02	5.500000000000e+01	3.000000000000e+00	5	a
172	4.500000000000e-01	0.000000000000e+00	6.000000000000e+01	6.000000000000e+00	2	a
172	5.600000000000e-01	3.000000000000e-02	6.300000000000e+01	3.000000000000e+00	7	a
172	6.400000000000e-01	3.000000000000e-02	7.300000000000e+01	5.000000000000e+00	4	a
172	7.400000000000e-01	3.000000000000e-02	7.800000000000e+01	2.000000000000e+00	8	a
172	8.300000000000e-01	3.000000000000e-02	7.500000000000e+01	2.000000000000e+00	8	a
172	8.900000000000e-01	1.000000000000e-02	7.800000000000e+01	2.000000000000e+00	7	a
172	9.800000000000e-01	3.000000000000e-02	8.100000000000e+01	2.000000000000e+00	10	a
172	1.080000000000e+00	3.000000000000e-02	7.800000000000e+01	4.000000000000e+00	12	a
172	1.180000000000e+00	3.000000000000e-02	8.700000000000e+01	2.000000000000e+00	6	a
172	1.270000000000e+00	3.000000000000e-02	8.900000000000e+01	1.100000000000e+01	3	a
172	1.340000000000e+00	2.000000000000e-02	8.800000000000e+01	1.000000000000e+00	7	a
172	1.510000000000e+00	1.900000000000e-01	9.800000000000e+01	3.000000000000e+00	17	a
172	8.000000000000e-02	0.000000000000e+00	1.700000000000e+01	1.200000000000e+01	1	r
172	1.900000000000e-01	0.000000000000e+00	5.000000000000e+00	1.200000000000e+01	1	r
172	2.800000000000e-01	2.000000000000e-02	3.400000000000e+01	0.000000000000e+00	2	r
172	3.900000000000e-01	2.000000000000e-02	5.600000000000e+01	7.000000000000e+00	5	r
172	4.700000000000e-01	2.000000000000e-02	6.800000000000e+01	7.000000000000e+00	3	r
172	5.500000000000e-01	2.000000000000e-02	6.300000000000e+01	4.000000000000e+00	6	r
172	6.400000000000e-01	1.000000000000e-02	7.000000000000e+01	1.100000000000e+01	3	r
172	7.400000000000e-01	2.000000000000e-02	7.000000000000e+01	3.000000000000e+00	8	r
172	8.100000000000e-01	3.000000000000e-02	7.300000000000e+01	4.000000000000e+00	7	r
172	9.100000000000e-01	2.000000000000e-02	6.800000000000e+01	2.000000000000e+00	5	r
172	9.900000000000e-01	2.000000000000e-02	8.600000000000e+01	3.000000000000e+00	7	r
172	1.060000000000e+00	1.000000000000e-02	8.900000000000e+01	1.200000000000e+01	3	r
172	1.180000000000e+00	3.000000000000e-02	8.100000000000e+01	4.000000000000e+00	9	r
172	1.250000000000e+00	2.000000000000e-02	8.800000000000e+01	5.000000000000e+00	5	r
172	1.340000000000e+00	2.000000000000e-02	8.900000000000e+01	2.000000000000e+00	5	r
172	1.500000000000e+00	1.000000000000e-01	9.700000000000e+01	2.000000000000e+00	25	r
172	1.850000000000e+00	1.600000000000e-01	1.120000000000e+02	2.000000000000e+00	23	r
189	1.300000000000e-01	0.000000000000e+00	-1.200000000000e+01	1.000000000000e+01	1	a
189	2.200000000000e-01	0.000000000000e+00	5.000000000000e+00	1.000000000000e+01	1	a
189	3.800000000000e-01	2.000000000000e-02	6.000000000000e+00	6.000000000000e+00	4	a
189	4.700000000000e-01	3.000000000000e-02	1.600000000000e+01	1.000000000000e+00	2	a
189	5.800000000000e-01	0.000000000000e+00	2.700000000000e+01	1.000000000000e+01	1	a
189	6.300000000000e-01	2.000000000000e-02	3.000000000000e+01	3.000000000000e+00	5	a
189	7.300000000000e-01	2.000000000000e-02	3.000000000000e+01	4.000000000000e+00	2	a
189	8.300000000000e-01	2.000000000000e-02	3.000000000000e+01	4.000000000000e+00	3	a
189	9.000000000000e-01	2.000000000000e-02	3.200000000000e+01	1.000000000000e+01	5	a
189	1.100000000000e+00	1.700000000000e-01	3.700000000000e+01	3.000000000000e+00	20	a
189	1.800000000000e+00	3.300000000000e-01	4.900000000000e+01	3.000000000000e+00	19	a
189	1.200000000000e-01	0.000000000000e+00	-6.000000000000e+00	1.000000000000e+01	1	r
189	3.300000000000e-01	0.000000000000e+00	-1.300000000000e+01	1.000000000000e+01	1	r
189	3.900000000000e-01	2.000000000000e-02	2.500000000000e+01	4.000000000000e+00	2	r
189	4.700000000000e-01	0.000000000000e+00	2.900000000000e+01	1.000000000000e+01	1	r
189	7.600000000000e-01	1.000000000000e-02	1.900000000000e+01	1.000000000000e+00	2	r
189	8.200000000000e-01	0.000000000000e+00	5.900000000000e+01	1.000000000000e+01	1	r
189	8.800000000000e-01	0.000000000000e+00	4.000000000000e+01	1.000000000000e+01	1	r
189	1.690000000000e+00	5.200000000000e-01	5.400000000000e+01	3.000000000000e+00	19	r
198	1.800000000000e-01	0.000000000000e+00	-6.000000000000e+00	1.000000000000e+01	1	a
198	4.000000000000e-01	0.000000000000e+00	1.600000000000e+01	1.000000000000e+01	1	a
198	4.600000000000e-01	0.000000000000e+00	1.100000000000e+01	1.000000000000e+01	1	a
198	6.800000000000e-01	0.000000000000e+00	3.700000000000e+01	1.000000000000e+01	1	a
198	7.500000000000e-01	0.000000000000e+00	4.000000000000e+01	1.000000000000e+01	1	a
198	7.700000000000e-01	0.000000000000e+00	1.500000000000e+01	8.000000000000e+00	2	a
198	9.100000000000e-01	3.000000000000e-02	4.100000000000e+01	7.000000000000e+00	4	a
198	9.700000000000e-01	0.000000000000e+00	5.300000000000e+01	1.000000000000e+01	1	a
198	1.060000000000e+00	2.000000000000e-02	3.700000000000e+01	5.000000000000e+00	6	a
198	1.170000000000e+00	1.000000000000e-02	4.100000000000e+01	6.000000000000e+00	4	a
198	1.520000000000e+00	2.000000000000e-01	4.500000000000e+01	2.000000000000e+00	25	a
198	1.950000000000e+00	8.000000000000e-02	5.200000000000e+01	2.000000000000e+00	25	a
198	2.200000000000e+00	8.000000000000e-02	6.300000000000e+01	2.000000000000e+00	25	a
198	2.470000000000e+00	9.000000000000e-02	7.000000000000e+01	2.000000000000e+00	25	a
198	2.770000000000e+00	1.000000000000e-01	7.200000000000e+01	2.000000000000e+00	25	a
198	3.260000000000e+00	1.500000000000e-01	8.300000000000e+01	2.000000000000e+00	25	a
198	3.970000000000e+00	5.100000000000e-01	9.300000000000e+01	2.000000000000e+00	25	a
198	1.700000000000e-01	0.000000000000e+00	4.500000000000e+01	1.000000000000e+01	1	r
198	2.200000000000e-01	3.000000000000e-02	2.200000000000e+01	3.000000000000e+00	3	r
198	3.100000000000e-01	1.000000000000e-02	3.300000000000e+01	1.000000000000e+01	2	r
198	3.800000000000e-01	1.000000000000e-02	2.200000000000e+01	6.000000000000e+00	5	r
198	4.300000000000e-01	0.000000000000e+00	-6.000000000000e+00	1.000000000000e+01	1	r
198	5.400000000000e-01	3.000000000000e-02	1.000000000000e+01	1.000000000000e+00	4	r
198	6.500000000000e-01	2.000000000000e-02	8.000000000000e+00	4.000000000000e+00	2	r
198	7.300000000000e-01	2.000000000000e-02	2.100000000000e+01	4.000000000000e+00	4	r
198	7.900000000000e-01	1.000000000000e-02	2.600000000000e+01	8.000000000000e+00	3	r
198	8.800000000000e-01	3.000000000000e-02	3.000000000000e+01	0.000000000000e+00	2	r
198	9.700000000000e-01	2.000000000000e-02	2.200000000000e+01	3.000000000000e+00	3	r
198	1.060000000000e+00	2.000000000000e-02	4.400000000000e+01	3.000000000000e+00	6	r
198	1.150000000000e+00	2.000000000000e-02	4.400000000000e+01	0.000000000000e+00	2	r
198	1.400000000000e+00	1.500000000000e-01	5.200000000000e+01	2.000000000000e+00	25	r
198	1.870000000000e+00	1.100000000000e-01	5.900000000000e+01	2.000000000000e+00	25	r
198	2.180000000000e+00	6.000000000000e-02	7.600000000000e+01	2.000000000000e+00	25	r
198	2.370000000000e+00	5.000000000000e-02	7.200000000000e+01	2.000000000000e+00	25	r
198	2.600000000000e+00	8.000000000000e-02	7.500000000000e+01	3.000000000000e+00	25	r
198	2.920000000000e+00	1.000000000000e-01	8.500000000000e+01	2.000000000000e+00	25	r
198	3.400000000000e+00	1.700000000000e-01	8.400000000000e+01	3.000000000000e+00	25	r
198	4.100000000000e+00	1.700000000000e-01	8.100000000000e+01	2.000000000000e+00	17	r
212	6.000000000000e-02	0.000000000000e+00	1.500000000000e+01	6.000000000000e+00	1	a
212	1.400000000000e-01	2.000000000000e-02	9.000000000000e+00	3.000000000000e+00	4	a
212	2.300000000000e-01	3.000000000000e-02	1.100000000000e+01	4.000000000000e+00	6	a
212	3.000000000000e-01	2.000000000000e-02	1.700000000000e+01	3.000000000000e+00	8	a
212	3.800000000000e-01	3.000000000000e-02	6.000000000000e+00	3.000000000000e+00	4	a
212	4.800000000000e-01	2.000000000000e-02	1.200000000000e+01	3.000000000000e+00	11	a
212	5.600000000000e-01	2.000000000000e-02	1.600000000000e+01	3.000000000000e+00	8	a
212	6.400000000000e-01	2.000000000000e-02	1.500000000000e+01	3.000000000000e+00	10	a
212	7.400000000000e-01	2.000000000000e-02	5.000000000000e+00	6.000000000000e+00	8	a
212	8.100000000000e-01	3.000000000000e-02	1.400000000000e+01	5.000000000000e+00	7	a
212	9.500000000000e-01	7.000000000000e-02	2.800000000000e+01	3.000000000000e+00	23	a
212	1.170000000000e+00	6.000000000000e-02	5.100000000000e+01	3.000000000000e+00	23	a
212	1.360000000000e+00	5.000000000000e-02	6.100000000000e+01	4.000000000000e+00	23	a
212	1.500000000000e+00	3.000000000000e-02	5.700000000000e+01	3.000000000000e+00	23	a
212	1.620000000000e+00	3.000000000000e-02	5.200000000000e+01	1.000000000000e+00	23	a
212	1.720000000000e+00	3.000000000000e-02	5.700000000000e+01	2.000000000000e+00	23	a
212	1.820000000000e+00	3.000000000000e-02	5.200000000000e+01	2.000000000000e+00	23	a
212	1.930000000000e+00	3.000000000000e-02	4.300000000000e+01	1.000000000000e+00	23	a
212	2.030000000000e+00	3.000000000000e-02	4.600000000000e+01	2.000000000000e+00	23	a
212	2.140000000000e+00	3.000000000000e-02	4.700000000000e+01	2.000000000000e+00	23	a
212	2.300000000000e+00	5.000000000000e-02	5.200000000000e+01	3.000000000000e+00	23	a
212	2.460000000000e+00	6.000000000000e-02	5.100000000000e+01	2.000000000000e+00	23	a
212	2.710000000000e+00	9.000000000000e-02	4.500000000000e+01	3.000000000000e+00	23	a
212	3.060000000000e+00	1.100000000000e-01	4.600000000000e+01	5.000000000000e+00	23	a
212	3.530000000000e+00	2.100000000000e-01	8.200000000000e+01	5.000000000000e+00	22	a
212	4.000000000000e-02	2.000000000000e-02	3.000000000000e+00	6.000000000000e+00	2	r
212	1.400000000000e-01	1.000000000000e-02	4.000000000000e+00	2.000000000000e+00	4	r
212	2.200000000000e-01	2.000000000000e-02	2.000000000000e+00	3.000000000000e+00	5	r
212	3.100000000000e-01	2.000000000000e-02	0.000000000000e+00	3.000000000000e+00	8	r
212	3.900000000000e-01	3.000000000000e-02	5.000000000000e+00	2.000000000000e+00	12	r
212	4.800000000000e-01	2.000000000000e-02	1.100000000000e+01	2.000000000000e+00	11	r
212	5.700000000000e-01	2.000000000000e-02	1.000000000000e+01	2.000000000000e+00	12	r
212	6.500000000000e-01	2.000000000000e-02	6.000000000000e+00	2.000000000000e+00	12	r
212	7.300000000000e-01	2.000000000000e-02	5.000000000000e+00	3.000000000000e+00	10	r
212	8.000000000000e-01	2.000000000000e-02	1.700000000000e+01	4.000000000000e+00	13	r
212	9.100000000000e-01	4.000000000000e-02	1.800000000000e+01	4.000000000000e+00	23	r
212	1.030000000000e+00	4.000000000000e-02	4.000000000000e+01	3.000000000000e+00	23	r
212	1.180000000000e+00	4.000000000000e-02	5.800000000000e+01	2.000000000000e+00	23	r
212	1.280000000000e+00	3.000000000000e-02	5.700000000000e+01	2.000000000000e+00	23	r
212	1.360000000000e+00	2.000000000000e-02	5.600000000000e+01	1.000000000000e+00	23	r
212	1.440000000000e+00	2.000000000000e-02	5.500000000000e+01	1.000000000000e+00	23	r
212	1.530000000000e+00	3.000000000000e-02	5.800000000000e+01	1.000000000000e+00	23	r
212	1.610000000000e+00	2.000000000000e-02	5.800000000000e+01	2.000000000000e+00	23	r
212	1.700000000000e+00	2.000000000000e-02	6.400000000000e+01	2.000000000000e+00	23	r
212	1.810000000000e+00	4.000000000000e-02	6.400000000000e+01	2.000000000000e+00	23	r
212	1.980000000000e+00	7.000000000000e-02	6.600000000000e+01	3.000000000000e+00	23	r
212	2.240000000000e+00	1.200000000000e-01	7.400000000000e+01	4.000000000000e+00	23	r
212	2.750000000000e+00	1.700000000000e-01	7.200000000000e+01	5.000000000000e+00	23	r
212	3.240000000000e+00	1.600000000000e-01	7.300000000000e+01	2.000000000000e+00	18	r
226	2.300000000000e-01	3.000000000000e-02	3.700000000000e+01	8.000000000000e+00	2	a
226	4.800000000000e-01	4.000000000000e-02	1.070000000000e+02	1.400000000000e+01	2	a
226	6.400000000000e-01	2.000000000000e-02	1.500000000000e+02	4.000000000000e+00	5	a
226	7.500000000000e-01	0.000000000000e+00	1.230000000000e+02	1.400000000000e+01	1	a
226	8.100000000000e-01	2.000000000000e-02	1.540000000000e+02	3.000000000000e+00	7	a
226	9.500000000000e-01	1.100000000000e-01	1.560000000000e+02	2.000000000000e+00	22	a
226	1.400000000000e+00	1.600000000000e-01	1.710000000000e+02	4.000000000000e+00	22	a
226	2.110000000000e+00	3.100000000000e-01	1.770000000000e+02	3.000000000000e+00	20	a
226	9.000000000000e-02	0.000000000000e+00	3.600000000000e+01	1.400000000000e+01	1	r
226	2.300000000000e-01	1.000000000000e-02	6.900000000000e+01	8.000000000000e+00	2	r
226	3.200000000000e-01	0.000000000000e+00	8.200000000000e+01	1.400000000000e+01	1	r
226	5.600000000000e-01	3.000000000000e-02	1.200000000000e+02	3.000000000000e+00	3	r
226	6.200000000000e-01	2.000000000000e-02	1.450000000000e+02	6.000000000000e+00	2	r
226	7.500000000000e-01	1.000000000000e-02	1.360000000000e+02	0.000000000000e+00	2	r
226	8.100000000000e-01	2.000000000000e-02	1.540000000000e+02	5.000000000000e+00	3	r
226	1.250000000000e+00	3.600000000000e-01	1.670000000000e+02	3.000000000000e+00	19	r
237	4.000000000000e-02	3.000000000000e-02	2.000000000000e+00	5.000000000000e+00	2	a
237	1.300000000000e-01	2.000000000000e-02	1.300000000000e+01	2.000000000000e+00	6	a
237	2.200000000000e-01	3.000000000000e-02	1.900000000000e+01	2.000000000000e+00	12	a
237	3.000000000000e-01	2.000000000000e-02	2.200000000000e+01	2.000000000000e+00	11	a
237	3.800000000000e-01	3.000000000000e-02	2.600000000000e+01	2.000000000000e+00	20	a
237	4.700000000000e-01	2.000000000000e-02	2.800000000000e+01	2.000000000000e+00	13	a
237	5.500000000000e-01	3.000000000000e-02	2.600000000000e+01	4.000000000000e+00	10	a
237	6.300000000000e-01	3.000000000000e-02	2.500000000000e+01	7.000000000000e+00	4	a
237	7.100000000000e-01	2.000000000000e-02	2.500000000000e+01	4.000000000000e+00	10	a
237	8.100000000000e-01	2.000000000000e-02	2.600000000000e+01	4.000000000000e+00	5	a
237	9.000000000000e-01	2.000000000000e-02	2.400000000000e+01	5.000000000000e+00	4	a
237	9.800000000000e-01	3.000000000000e-02	3.300000000000e+01	8.000000000000e+00	3	a
237	1.200000000000e+00	9.000000000000e-02	3.400000000000e+01	3.000000000000e+00	20	a
237	1.570000000000e+00	1.500000000000e-01	4.700000000000e+01	2.000000000000e+00	20	a
237	2.250000000000e+00	2.000000000000e-01	5.900000000000e+01	4.000000000000e+00	20	a
237	2.930000000000e+00	2.900000000000e-01	7.400000000000e+01	5.000000000000e+00	13	a
237	7.000000000000e-02	1.000000000000e-02	0.000000000000e+00	3.000000000000e+00	2	r
237	1.300000000000e-01	1.000000000000e-02	-2.000000000000e+00	2.000000000000e+00	4	r
237	2.200000000000e-01	3.000000000000e-02	-1.000000000000e+00	2.000000000000e+00	13	r
237	3.000000000000e-01	2.000000000000e-02	1.000000000000e+01	3.000000000000e+00	11	r
237	3.900000000000e-01	3.000000000000e-02	1.700000000000e+01	1.000000000000e+00	20	r
237	4.700000000000e-01	2.000000000000e-02	2.300000000000e+01	2.000000000000e+00	21	r
237	5.500000000000e-01	3.000000000000e-02	3.300000000000e+01	3.000000000000e+00	19	r
237	6.400000000000e-01	3.000000000000e-02	3.100000000000e+01	2.000000000000e+00	16	r
237	7.200000000000e-01	3.000000000000e-02	3.000000000000e+01	2.000000000000e+00	16	r
237	8.300000000000e-01	2.000000000000e-02	2.900000000000e+01	1.000000000000e+00	19	r
237	9.000000000000e-01	3.000000000000e-02	4.100000000000e+01	2.000000000000e+00	12	r
237	9.900000000000e-01	2.000000000000e-02	3.600000000000e+01	3.000000000000e+00	16	r
237	1.050000000000e+00	4.000000000000e-02	3.700000000000e+01	3.000000000000e+00	20	r
237	1.190000000000e+00	6.000000000000e-02	3.600000000000e+01	3.000000000000e+00	20	r
237	1.350000000000e+00	6.000000000000e-02	3.900000000000e+01	2.000000000000e+00	20	r
237	1.520000000000e+00	6.000000000000e-02	4.700000000000e+01	3.000000000000e+00	20	r
237	1.730000000000e+00	7.000000000000e-02	5.600000000000e+01	3.000000000000e+00	20	r
237	2.010000000000e+00	9.000000000000e-02	5.900000000000e+01	3.000000000000e+00	20	r
237	2.410000000000e+00	1.600000000000e-01	7.300000000000e+01	3.000000000000e+00	20	r
237	3.130000000000e+00	2.900000000000e-01	8.800000000000e+01	4.000000000000e+00	20	r
239	2.000000000000e-01	2.000000000000e-02	0.000000000000e+00	8.000000000000e+00	2	a
239	2.700000000000e-01	1.000000000000e-02	0.000000000000e+00	0.000000000000e+00	2	a
239	4.100000000000e-01	2.000000000000e-02	2.000000000000e+01	0.000000000000e+00	2	a
239	4.400000000000e-01	0.000000000000e+00	-2.000000000000e+00	1.200000000000e+01	1	a
239	5.300000000000e-01	0.000000000000e+00	1.200000000000e+01	1.200000000000e+01	1	a
239	6.500000000000e-01	1.000000000000e-02	2.200000000000e+01	5.000000000000e+00	4	a
239	7.500000000000e-01	2.000000000000e-02	3.300000000000e+01	4.000000000000e+00	3	a
239	8.200000000000e-01	3.000000000000e-02	4.400000000000e+01	3.000000000000e+00	4	a
239	8.900000000000e-01	0.000000000000e+00	4.300000000000e+01	1.000000000000e+00	2	a
239	9.800000000000e-01	3.000000000000e-02	4.900000000000e+01	5.000000000000e+00	5	a
239	1.070000000000e+00	2.000000000000e-02	4.900000000000e+01	3.000000000000e+00	6	a
239	1.160000000000e+00	1.000000000000e-02	5.500000000000e+01	3.000000000000e+00	6	a
239	1.240000000000e+00	3.000000000000e-02	5.600000000000e+01	3.000000000000e+00	8	a
239	1.320000000000e+00	2.000000000000e-02	7.000000000000e+01	7.000000000000e+00	5	a
239	1.400000000000e+00	2.000000000000e-02	7.100000000000e+01	4.000000000000e+00	4	a
239	1.500000000000e+00	1.000000000000e-02	7.700000000000e+01	3.000000000000e+00	3	a
239	1.580000000000e+00	2.000000000000e-02	6.900000000000e+01	6.000000000000e+00	7	a
239	1.680000000000e+00	2.000000000000e-02	9.300000000000e+01	6.000000000000e+00	4	a
239	1.760000000000e+00	3.000000000000e-02	9.700000000000e+01	0.000000000000e+00	5	a
239	1.940000000000e+00	9.000000000000e-02	1.060000000000e+02	5.000000000000e+00	16	a
239	2.180000000000e+00	7.000000000000e-02	1.150000000000e+02	2.000000000000e+00	16	a
239	2.390000000000e+00	6.000000000000e-02	1.150000000000e+02	2.000000000000e+00	16	a
239	2.590000000000e+00	4.000000000000e-02	1.220000000000e+02	4.000000000000e+00	16	a
239	2.790000000000e+00	8.000000000000e-02	1.330000000000e+02	5.000000000000e+00	16	a
239	3.050000000000e+00	8.000000000000e-02	1.390000000000e+02	5.000000000000e+00	16	a
239	3.330000000000e+00	1.200000000000e-01	1.460000000000e+02	4.000000000000e+00	16	a
239	4.150000000000e+00	3.900000000000e-01	1.710000000000e+02	6.000000000000e+00	14	a
239	1.300000000000e-01	0.000000000000e+00	1.000000000000e+01	1.200000000000e+01	1	r
239	3.000000000000e-01	2.000000000000e-02	3.200000000000e+01	0.000000000000e+00	2	r
239	3.700000000000e-01	2.000000000000e-02	3.400000000000e+01	1.000000000000e+00	3	r
239	4.400000000000e-01	0.000000000000e+00	3.000000000000e+01	1.200000000000e+01	1	r
239	5.400000000000e-01	2.000000000000e-02	4.000000000000e+01	3.000000000000e+00	2	r
239	6.300000000000e-01	1.000000000000e-02	4.100000000000e+01	2.000000000000e+00	3	r
239	7.200000000000e-01	3.000000000000e-02	4.600000000000e+01	5.000000000000e+00	4	r
239	8.200000000000e-01	4.000000000000e-02	7.100000000000e+01	5.000000000000e+00	2	r
239	8.900000000000e-01	1.000000000000e-02	5.300000000000e+01	2.000000000000e+00	4	r
239	9.400000000000e-01	0.000000000000e+00	6.500000000000e+01	1.200000000000e+01	1	r
239	1.070000000000e+00	1.000000000000e-02	7.300000000000e+01	2.000000000000e+00	4	r
239	1.160000000000e+00	1.000000000000e-02	8.200000000000e+01	6.000000000000e+00	3	r
239	1.260000000000e+00	2.000000000000e-02	9.000000000000e+01	1.200000000000e+01	2	r
239	1.310000000000e+00	2.000000000000e-02	8.800000000000e+01	2.000000000000e+00	6	r
239	1.400000000000e+00	2.000000000000e-02	8.900000000000e+01	9.000000000000e+00	3	r
239	1.490000000000e+00	3.000000000000e-02	8.600000000000e+01	1.000000000000e+00	3	r
239	1.580000000000e+00	2.000000000000e-02	9.900000000000e+01	5.000000000000e+00	4	r
239	1.680000000000e+00	1.000000000000e-02	1.160000000000e+02	6.000000000000e+00	3	r
239	1.750000000000e+00	3.000000000000e-02	1.150000000000e+02	1.200000000000e+01	4	r
239	2.050000000000e+00	1.100000000000e-01	1.060000000000e+02	4.000000000000e+00	16	r
239	2.490000000000e+00	1.500000000000e-01	1.070000000000e+02	3.000000000000e+00	16	r
239	2.870000000000e+00	7.000000000000e-02	1.170000000000e+02	4.000000000000e+00	16	r
239	3.140000000000e+00	7.000000000000e-02	1.150000000000e+02	3.000000000000e+00	16	r
239	3.430000000000e+00	9.000000000000e-02	1.240000000000e+02	2.000000000000e+00	16	r
239	3.790000000000e+00	1.200000000000e-01	1.300000000000e+02	3.000000000000e+00	16	r
239	4.570000000000e+00	6.300000000000e-01	1.540000000000e+02	7.000000000000e+00	15	r
256	5.000000000000e-02	3.000000000000e-02	-3.000000000000e+00	4.000000000000e+00	2	a
256	1.300000000000e-01	3.000000000000e-02	0.000000000000e+00	1.000000000000e+00	7	a
256	2.100000000000e-01	2.000000000000e-02	2.000000000000e+00	1.000000000000e+00	10	a
256	3.000000000000e-01	2.000000000000e-02	-1.000000000000e+00	1.000000000000e+00	15	a
256	3.800000000000e-01	2.000000000000e-02	-3.000000000000e+00	2.000000000000e+00	17	a
256	4.700000000000e-01	3.000000000000e-02	4.000000000000e+00	2.000000000000e+00	24	a
256	5.700000000000e-01	2.000000000000e-02	1.100000000000e+01	2.000000000000e+00	23	a
256	6.700000000000e-01	3.000000000000e-02	1.000000000000e+01	3.000000000000e+00	23	a
256	7.700000000000e-01	3.000000000000e-02	1.400000000000e+01	3.000000000000e+00	23	a
256	8.900000000000e-01	3.000000000000e-02	1.700000000000e+01	2.000000000000e+00	23	a
256	1.010000000000e+00	4.000000000000e-02	1.800000000000e+01	3.000000000000e+00	23	a
256	1.150000000000e+00	5.000000000000e-02	1.800000000000e+01	3.000000000000e+00	23	a
256	1.320000000000e+00	6.000000000000e-02	2.500000000000e+01	3.000000000000e+00	23	a
256	1.520000000000e+00	5.000000000000e-02	3.500000000000e+01	4.000000000000e+00	23	a
256	1.750000000000e+00	7.000000000000e-02	3.400000000000e+01	4.000000000000e+00	23	a
256	2.030000000000e+00	1.300000000000e-01	2.800000000000e+01	4.000000000000e+00	20	a
256	5.000000000000e-02	2.000000000000e-02	1.000000000000e+00	3.000000000000e+00	2	r
256	1.300000000000e-01	2.000000000000e-02	3.000000000000e+00	1.000000000000e+00	7	r
256	2.100000000000e-01	2.000000000000e-02	7.000000000000e+00	1.000000000000e+00	9	r
256	3.000000000000e-01	3.000000000000e-02	1.300000000000e+01	2.000000000000e+00	15	r
256	3.900000000000e-01	2.000000000000e-02	2.000000000000e+01	2.000000000000e+00	19	r
256	4.700000000000e-01	2.000000000000e-02	2.200000000000e+01	2.000000000000e+00	22	r
256	5.500000000000e-01	2.000000000000e-02	1.900000000000e+01	2.000000000000e+00	23	r
256	6.300000000000e-01	2.000000000000e-02	2.200000000000e+01	3.000000000000e+00	23	r
256	7.100000000000e-01	3.000000000000e-02	1.700000000000e+01	3.000000000000e+00	23	r
256	8.000000000000e-01	3.000000000000e-02	1.500000000000e+01	3.000000000000e+00	23	r
256	9.000000000000e-01	2.000000000000e-02	1.900000000000e+01	3.000000000000e+00	23	r
256	9.600000000000e-01	2.000000000000e-02	1.900000000000e+01	3.000000000000e+00	23	r
256	1.060000000000e+00	3.000000000000e-02	2.200000000000e+01	2.000000000000e+00	23	r
