id,component,old_cell_basis_image_rms,old_values_with_actual_field_basis_image_rms,refitted_common_basis_image_rms,basis_change_image_difference,old_source_integral,new_source_integral,optimizer_converged,iterations,noise_calibrated_likelihood,source_posterior_admitted
stars_thin,stellar_luminosity,0.00410088811169652,0.05044991818316234,0.012058182331535489,0.04945610238325467,70099603662.72781,70165923929.90837,True,750,False,False
stars_mixed,stellar_luminosity,0.03629670715300975,0.0665983293974761,0.04796737795982125,0.04786064650574758,69574359339.85387,69742354263.10995,True,1000,False,False
atomic,atomic_helium,0.0008904107693143226,0.01237248369057737,0.0021399851091057995,0.012207456869504347,4714428701.066853,4739764621.431716,True,550,False,False
co21,co21,0.0355651340691728,0.0516989481661562,0.03809333868997497,0.03538701915600291,534786052.0616781,536651350.00809073,True,850,False,False
