image_id	system_id	ra_deg	dec_deg	z	z_flag	z_err_lo	z_err_hi	quality	notes
31.2	31	109.371000	37.750538	1.52	phot	0.06	0.06		
31.3	31	109.381610	37.764973	1.57	phot	0.08	0.08		
32.1	32	109.369500	37.757729	2.3	model	0.1	0.1		zmodel(non-cored,cored,NFW)=2.3pm0.1, 2.8pm0.1, 2.5pm0.1
32.2	32	109.380950	37.769382	2.3	model_sys	0.1	0.1		z propagated from same system
32.3	32	109.366250	37.749210	2.40	phot	0.05	0.05		
33.1	33	109.383770	37.758259	3.5	model	0.3	0.3		zmodel(non-cored,cored,NFW)=3.5pm0.3, 3.7pm0.2, 3.7pm0.1
33.2	33	109.386620	37.764144	3.5	model_sys	0.3	0.3		z propagated from same system
33.3	33	109.370370	37.738712	3.5	model_sys	0.3	0.3		z propagated from same system
34.1	34	109.391580	37.766308	2.6	model	0.2	0.2		zmodel(non-cored,cored,NFW)=2.6pm0.2, 2.7pm0.2, 2.6pm0.1
34.2	34	109.379110	37.751227	1.03	phot	0.05	0.05		
34.3	34	109.373300	37.744211	1.11	phot	0.09	0.09		
36.1	36	109.364330	37.771976	2.4	model	0.2	0.2		zmodel(non-cored,cored,NFW)=2.4pm0.2, 2.9pm0.2, 2.6pm0.1
36.2	36	109.358240	37.763325	2.4	model_sys	0.2	0.2		z propagated from same system
36.3	36	109.353290	37.755808	2.4	model_sys	0.2	0.2		z propagated from same system
37.1	37	109.397090	37.754736	3.8	model	0.8	0.8		zmodel(non-cored,cored,NFW)=3.8pm0.8, 3.3pm0.7, 3.3pm0.4
37.2	37	109.396720	37.754793	3.8	model_sys	0.8	0.8		z propagated from same system
39.1	39	109.402270	37.731234	4.3	model	0.3	0.3		zmodel(non-cored,cored,NFW)=4.3pm0.3, 4.1pm0.3, 4.1pm0.3
39.2	39	109.404950	37.732519	2.14	phot	0.19	0.19		
39.3	39	109.414740	37.743276	4.3	model_sys	0.3	0.3		candidate(*);z propagated from same system
45.1	45	109.389820	37.739214	2.7	model	0.1	0.1		zmodel(non-cored,cored,NFW)=2.7pm0.1, 2.7pm0.1, 2.6pm0.1
45.2	45	109.383480	37.737879	2.7	model_sys	0.1	0.1		z propagated from same system
45.3	45	109.404470	37.761960	2.7	model_sys	0.1	0.1		z propagated from same system
49.1	49	109.402800	37.733260	4.1	model	0.3	0.3		zmodel(non-cored,cored,NFW)=>4.8, 4.1pm0.3, 3.8pm0.2
49.2	49	109.393000	37.730812	3.54	phot	0.06	0.06		
50.1	50	109.374440	37.743736	3.7	model	0.4	0.4		zmodel(non-cored,cored,NFW)=3.7pm0.4, 3.6pm0.3, 3.6pm0.2
50.2	50	109.379580	37.750708	3.7	model_sys	0.4	0.4		z propagated from same system
50.3	50	109.392800	37.767181	3.7	model_sys	0.4	0.4		candidate(*);z propagated from same system
52.1	52	109.368380	37.771761	3.0	model	0.2	0.2		zmodel(non-cored,cored,NFW)=3.0pm0.2, 3.3pm0.2, 3.3pm0.3
52.2	52	109.360230	37.760497	3.0	model_sys	0.2	0.2		z propagated from same system
52.3	52	109.357040	37.752486	3.0	model_sys	0.2	0.2		z propagated from same system
55.1	55	109.373760	37.755778	2.2	model	0.1	0.1		zmodel(non-cored,cored,NFW)=2.2pm0.1, 2.4pm0.1, 2.4pm0.1
55.2	55	109.370240	37.748743	2.17	phot	0.11	0.11		
55.3	55	109.385020	37.768411	2.2	model_sys	0.1	0.1		z propagated from same system
56.1	56	109.373150	37.744015	3.2	model	0.2	0.2		zmodel(non-cored,cored,NFW)=3.2pm0.2, 3.2pm0.2, 3.0pm0.1
56.2	56	109.378400	37.751095	3.2	model_sys	0.2	0.2		z propagated from same system
56.3	56	109.391820	37.766216	3.2	model_sys	0.2	0.2		candidate(*);z propagated from same system
57.1	57	109.379030	37.744097	1.7	model	0.1	0.1		zmodel(non-cored,cored,NFW)=1.7pm0.1, 1.8pm0.2, 1.7pm0.1
57.2	57	109.379530	37.745110	1.7	model_sys	0.1	0.1		z propagated from same system
58.1	58	109.379420	37.762383	4.2	model	1.4	1.4		zmodel(non-cored,cored,NFW)=4.2pm1.4, 4.2pm1.2, uncons.
58.2	58	109.379260	37.762129	4.2	model_sys	1.4	1.4		z propagated from same system
59.1	59	109.376840	37.743245	3.4	model	0.8	0.8		zmodel(non-cored,cored,NFW)=3.4pm0.8, 4.2pm0.5, 3.6pm0.5
59.2	59	109.379960	37.748146	3.4	model_sys	0.8	0.8		z propagated from same system
59.3	59	109.400700	37.768628	3.4	model_sys	0.8	0.8		candidate(*);z propagated from same system
62.1	62	109.372220	37.747464	2.7	model	0.3	0.3		zmodel(non-cored,cored,NFW)=2.7pm0.3, 2.9pm0.3, 2.7pm0.3
62.2	62	109.375510	37.752276	2.23	phot	0.06	0.06		
63.1	63	109.369420	37.756278	1.3	model	0.1	0.1		zmodel(non-cored,cored,NFW)=1.3pm0.1, 1.6pm0.1, 1.7pm0.1
63.2	63	109.368360	37.753695	2.20	phot	0.18	0.18		
64.1	64	109.372250	37.765391		none				candidate(*)
64.2	64	109.371790	37.765066		none				candidate(*)
65.1	65	109.383120	37.762595	5.4	model	0.3	0.3		zmodel(non-cored,cored,NFW)=5.4pm0.3, >4.6, >5.0
65.2	65	109.382250	37.760394	5.4	model_sys	0.3	0.3		z propagated from same system
66.1	66	109.383310	37.765079	6.4	model	0.8	0.8		zmodel(non-cored,cored,NFW)=>6.5, 6.4pm0.8, 6.5pm0.4
66.2	66	109.380290	37.759228	6.4	model_sys	0.8	0.8		z propagated from same system
67.1	67	109.367470	37.756509	3.0	model	0.1	0.1		zmodel(non-cored,cored,NFW)=3.0pm0.1, 4.2pm0.9, 4.5pm0.5
67.2	67	109.365120	37.749544	3.0	model_sys	0.1	0.1		z propagated from same system
67.3	67	109.382090	37.771629	3.0	model_sys	0.1	0.1		candidate(*);z propagated from same system
68.1	68	109.392330	37.738083	5.51	spec				
68.2	68	109.382350	37.736508	5.51	spec_sys				z propagated from same system
68.3	68	109.406780	37.763803	5.51	spec_sys				candidate(*);z propagated from same system
69.1	69	109.380400	37.749467	3.4	model	0.5	0.5		zmodel(non-cored,cored,NFW)=3.4pm0.5, 3.3pm0.4, 3.1pm0.4
69.2	69	109.375320	37.743383	3.4	model_sys	0.5	0.5		z propagated from same system
69.3	69	109.396440	37.768591	3.4	model_sys	0.5	0.5		candidate(*);z propagated from same system
70.1	70	109.392210	37.760496	3.7	model	0.4	0.4		zmodel(non-cored,cored,NFW)=3.7pm0.4, 3.1pm0.2, 3.9pm0.3
70.2	70	109.389380	37.757279	3.11	phot	0.07	0.07		
70.3	70	109.375110	37.735945	2.14	phot	0.09	0.09		candidate(*)
71.1	71	109.382700	37.744711	3.0	model	0.1	0.1		zmodel(non-cored,cored,NFW)=3.0pm0.1, 2.6pm0.1, 2.6pm0.1
71.2	71	109.380650	37.741346	1.82	phot	0.04	0.04		
71.3	71	109.402550	37.763610	2.65	phot	0.16	0.16		
71.4	71	109.387210	37.741295	3.0	model_sys	0.1	0.1		z propagated from same system
72.1	72	109.380120	37.765496	3.9	model	0.4	0.4		zmodel(non-cored,cored,NFW)=>4.1, >4.0, 3.9pm0.4
72.2	72	109.374810	37.762346	3.32	phot	0.22	0.22		
73.1	73	109.375970	37.748883		none				candidate(*)
73.2	73	109.375500	37.748483		none				candidate(*)
73.3	73	109.391470	37.767033		none				candidate(*)
74.1	74	109.370890	37.751182	1.52	phot	0.06	0.06		candidate(*)
74.2	74	109.383420	37.769708	1.52	phot_sys	0.06	0.06		candidate(*);z propagated from same system
74.3	74	109.371310	37.751974	1.60	phot	0.15	0.15		candidate(*)
75.1	75	109.382000	37.738429	3.6	model	0.4	0.4		zmodel(non-cored,cored,NFW)=3.6pm0.4, 4.7pm0.4, 4.3pm0.5
75.2	75	109.388640	37.739263	3.6	model_sys	0.4	0.4		z propagated from same system
75.3	75	109.404960	37.764678	3.6	model_sys	0.4	0.4		candidate(*);z propagated from same system
76.1	76	109.411230	37.731990	4.5	model	0.4	0.4		zmodel(non-cored,cored,NFW)=4.5pm0.4, 5.4pm0.3,3.7pm0.4
76.2	76	109.412840	37.733789	4.5	model_sys	0.4	0.4		z propagated from same system
76.3	76	109.413660	37.734646	4.5	model_sys	0.4	0.4		z propagated from same system
77.1	77	109.377000	37.736456		none				candidate(*)
77.2	77	109.386260	37.751928		none				candidate(*)
77.3	77	109.399110	37.764959		none				candidate(*)
78.1	78	109.371840	37.742478		none				candidate(*)
78.2	78	109.379010	37.752778		none				candidate(*)
79.1	79	109.393150	37.762795	3.7	model	0.3	0.3		zmodel(non-cored,cored,NFW)=3.7pm0.3, 3.4pm0.2,3.7pm0.3
79.2	79	109.387350	37.755963	3.7	model_sys	0.3	0.3		z propagated from same system
79.3	79	109.375740	37.735628	3.7	model_sys	0.3	0.3		z propagated from same system
80.1	80	109.390940	37.733628	3.7	model	0.3	0.3		zmodel(non-cored,cored,NFW)=3.7pm0.3, 3.3pm0.1, 3.8pm0.2
80.2	80	109.400250	37.738496	2.50	phot	0.11	0.11		
80.3	80	109.410080	37.753576	2.40	phot	0.14	0.14		
81.1	81	109.408320	37.728127		none				candidate(*)
81.2	81	109.409010	37.728544		none				candidate(*)
81.3	81	109.410160	37.729344		none				candidate(*)
82.1	82	109.383660	37.766146	2.65	phot	0.48	0.48		candidate(*)
82.2	82	109.379500	37.756303	2.72	phot	0.21	0.21		candidate(*)
