cluster	image_id	system_id	ra_deg	dec_deg	z_adopted	z_provenance	model_version
MACS J0717.5+3745	76.1	76	109.4112300	37.7319900	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	76.2	76	109.4128400	37.7337890	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	76.3	76	109.4136600	37.7346460	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	79.1	79	109.3931500	37.7627950	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	79.2	79	109.3873500	37.7559630	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	79.3	79	109.3757400	37.7356280	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	80.1	80	109.3930000	37.7622130	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	80.2	80	109.3880500	37.7565450	0.0000	adopted_undifferentiated	CATS v4.1
MACS J0717.5+3745	80.3	80	109.3759300	37.7351280	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	2.1	2	177.4024300	22.3897390	1.8940	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	2.2	2	177.4060700	22.3924840	1.8940	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	2.3	2	177.4065700	22.3928810	1.8940	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	3.1	3	177.3907600	22.3998400	3.1280	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	3.2	3	177.3927200	22.4030740	3.1280	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	3.3	3	177.4012900	22.4071820	3.1280	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	4.1	4	177.3930100	22.3968260	2.9500	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	4.2	4	177.3944000	22.4007290	2.9500	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	4.3	4	177.4041900	22.4061200	2.9500	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	5.1	5	177.3997600	22.3930620	2.7900	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	5.2	5	177.4011100	22.3938240	2.7900	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	5.3	5	177.4079400	22.4035380	2.7900	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	6.1	6	177.3997200	22.3925450	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	6.2	6	177.4018100	22.3938580	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	6.3	6	177.4080400	22.4025050	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	7.1	7	177.3989500	22.3913320	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	7.2	7	177.4033900	22.3942690	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	7.3	7	177.4075900	22.4012430	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	8.1	8	177.3984900	22.3943510	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	8.2	8	177.3997800	22.3950550	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	8.3	8	177.4070900	22.4047200	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	9.1	9	177.4051500	22.4262210	0.9810	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	9.2	9	177.4038700	22.4272170	0.9810	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	9.3	9	177.4032300	22.4272210	0.9810	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	9.4	9	177.4036500	22.4264080	0.9810	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	10.1	10	177.4044700	22.4255080	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	10.2	10	177.4036200	22.4256290	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	10.3	10	177.4022000	22.4266110	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	13.1	13	177.4037000	22.3977870	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	13.2	13	177.4028200	22.3966560	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	13.3	13	177.4000300	22.3938570	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	14.1	14	177.3916600	22.4035040	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	14.2	14	177.3908400	22.4026240	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	15.1	15	177.4092200	22.3876950	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	15.2	15	177.4103400	22.3887450	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	15.3	15	177.4062400	22.3853490	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	16.1	16	177.4097100	22.3876620	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	16.2	16	177.4098900	22.3878280	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	17.1	17	177.4099400	22.3872320	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	17.2	17	177.4112400	22.3884570	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	17.3	17	177.4065800	22.3844830	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	18.1	18	177.4095900	22.3866600	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	18.2	18	177.4120800	22.3890570	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	18.3	18	177.4066900	22.3843190	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	21.1	21	177.3928400	22.4128700	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	21.2	21	177.3935300	22.4130830	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	21.3	21	177.3950400	22.4126860	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	22.1	22	177.4040200	22.3929000	3.2160	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	22.2	22	177.4090600	22.4002330	3.2160	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	22.3	22	177.4001600	22.3901500	3.2160	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	26.1	26	177.4047500	22.4259780	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	26.2	26	177.4036100	22.4260780	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	26.3	26	177.4027400	22.4269360	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	29.1	29	177.4079900	22.3890560	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	29.2	29	177.4090700	22.3904060	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	29.3	29	177.4045100	22.3867020	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	31.1	31	177.4021500	22.3967470	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	31.2	31	177.3952900	22.3918330	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	31.3	31	177.4056200	22.4024390	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	34.1	34	177.4082000	22.3881160	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	34.2	34	177.4103700	22.3906210	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	34.3	34	177.4051800	22.3860310	0.0000	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1002.2	1002	177.3970100	22.3960000	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1002.3	1002	177.3994300	22.3974240	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1002.1	1002	177.4034300	22.4024190	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1003.2	1003	177.3981500	22.3963440	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1003.3	1003	177.3992700	22.3968300	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1003.1	1003	177.4038400	22.4025640	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1004.2	1004	177.3974500	22.3963970	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1004.3	1004	177.3991600	22.3972140	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1004.1	1004	177.4035900	22.4026530	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1006.2	1006	177.3971200	22.3967170	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1006.3	1006	177.3981200	22.3982470	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1006.4	1006	177.3987800	22.3976250	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1006.1	1006	177.4033800	22.4028670	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1007.2	1007	177.3969700	22.3966360	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1007.3	1007	177.3978200	22.3984640	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1007.4	1007	177.3988200	22.3977110	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1007.1	1007	177.4032900	22.4028310	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1008.2	1008	177.3969800	22.3965530	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1008.3	1008	177.3979300	22.3984180	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1008.4	1008	177.3988900	22.3976390	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1008.1	1008	177.4033100	22.4027860	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1009.2	1009	177.3970000	22.3964440	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1009.1	1009	177.3990000	22.3976250	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1010.2	1010	177.3969400	22.3963940	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1010.1	1010	177.3990400	22.3976110	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1011.2	1011	177.3970100	22.3961970	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1011.3	1011	177.3992200	22.3974720	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1011.1	1011	177.4033700	22.4025560	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1015.2	1015	177.3967200	22.3953720	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1015.3	1015	177.3997500	22.3974890	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1015.4	1015	177.4001200	22.3972030	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1015.1	1015	177.4032500	22.4020080	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1016.2	1016	177.3968800	22.3962110	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1016.3	1016	177.3991800	22.3975890	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1016.1	1016	177.4032700	22.4025810	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1018.2	1018	177.3972300	22.3962080	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1018.3	1018	177.3993300	22.3973030	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1018.1	1018	177.4035400	22.4025330	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1019.2	1019	177.3966100	22.3963080	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1019.3	1019	177.3977700	22.3987830	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1019.4	1019	177.3986700	22.3982190	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1019.5	1019	177.3989900	22.3978690	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1019.1	1019	177.4030300	22.4026810	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1020.2	1020	177.3970800	22.3957220	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1020.1	1020	177.4035300	22.4022360	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1021.2	1021	177.3968900	22.3957610	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1021.3	1021	177.3995400	22.3974830	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1021.4	1021	177.3999600	22.3970940	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1021.1	1021	177.4033600	22.4022890	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1022.2	1022	177.3971700	22.3965080	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1022.3	1022	177.3989500	22.3975030	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1022.1	1022	177.4034200	22.4027640	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1024.2	1024	177.3980900	22.3958530	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1024.3	1024	177.3999300	22.3967140	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1024.1	1024	177.4037900	22.4021930	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1026.2	1026	177.3979800	22.3960110	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1026.3	1026	177.3998100	22.3967600	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1026.1	1026	177.4037900	22.4023170	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1050.2	1050	177.3974600	22.3956530	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1050.3	1050	177.3976100	22.3957780	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1050.4	1050	177.3977500	22.3952170	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1050.5	1050	177.3981800	22.3956810	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1050.6	1050	177.4000600	22.3966910	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1050.1	1050	177.4037600	22.4020330	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1052.2	1052	177.3973000	22.3953830	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1052.3	1052	177.3979200	22.3957250	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1052.4	1052	177.3980300	22.3952390	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1052.5	1052	177.3981700	22.3954780	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1052.6	1052	177.4001600	22.3967580	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1052.1	1052	177.4037000	22.4019470	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1192.2	1192	177.3966400	22.3962360	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1192.3	1192	177.3979600	22.3986890	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1192.4	1192	177.3990400	22.3978330	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1192.1	1192	177.4030500	22.4026310	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1211.2	1211	177.3969900	22.3956280	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1211.1	1211	177.4034600	22.4021720	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1222.2	1222	177.3969800	22.3960810	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1222.3	1222	177.3993800	22.3974610	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1222.1	1222	177.4034000	22.4024610	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1999.1	1999	177.3982300	22.3956280	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1999.2	1999	177.3977100	22.3957890	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1999.3	1999	177.3973700	22.3955420	1.4888	adopted_undifferentiated	CATS v4.1
MACS J1149.5+2223	1999.4	1999	177.3978000	22.3951720	1.4888	adopted_undifferentiated	CATS v4.1
