variant	domain	name	radius_kpc	gbar_m_s2	gdyn_m_s2	response_log10_ratio	has_stellar_robustness	gbar_with_stars_m_s2	a	a2	a3	a_x_c	a_x_m	c	m	m_x_c	population_proxy	s	transition_balance	transition_product	v
primary	galaxy	NGC5055	1.719000000000e+01	4.519709342843e-11	7.769009525231e-11	2.352551471719e-01	0	nan	-4.240707393023e-01	1.798359919324e-01	-7.626318205191e-02	1.028265635041e-01	5.228045854237e-01	-2.424750259197e-01	-1.232824000741e+00	2.984501250021e-01	0.000000000000e+00	-1.354061513701e+00	-2.427508349464e-01	2.715663893757e-03	-1.111586487781e+00
primary	galaxy	NGC5055	2.007000000000e+01	3.247815938453e-11	6.458952246028e-11	2.985706648655e-01	0	nan	-5.675898372948e-01	3.221582234003e-01	-1.828537336029e-01	4.522591180570e-01	5.585170319082e-01	-7.968062293231e-01	-9.840152081832e-01	7.831987986088e-01	0.000000000000e+00	-1.382418322845e+00	-6.175743638872e-01	6.677167646589e-03	-5.856120935216e-01
primary	galaxy	NGC6946	1.900000000000e-01	6.542344653053e-09	3.992810651926e-09	-2.144547037198e-01	0	nan	1.736552173132e+00	3.015613450011e+00	5.236770089944e+00	3.942815090037e-01	1.683621953985e+00	2.270484671316e-01	9.695199372836e-01	2.563059815728e-01	0.000000000000e+00	1.083044170849e+00	-2.134776514321e-01	1.023782236811e-02	8.559957037178e-01
primary	galaxy	NGC6946	5.600000000000e-01	1.264147411312e-09	9.780208927073e-10	-1.114495872782e-01	0	nan	1.022616473616e+00	1.045744452111e+00	1.069395503921e+00	1.180450670980e-01	5.706020583763e-01	1.154343491853e-01	5.579824627298e-01	5.904561704938e-02	0.000000000000e+00	6.156996373224e-01	-6.932151374523e-02	2.931577811678e-02	5.002652881371e-01
primary	galaxy	NGC6946	9.400000000000e-01	5.994390111202e-10	5.648609348751e-10	-2.580346267184e-02	0	nan	6.985637570981e-01	4.879913227310e-01	3.408930518383e-01	9.227830793875e-02	2.199327480355e-01	1.320971879819e-01	3.148356120694e-01	4.211540494803e-02	0.000000000000e+00	3.808842060604e-01	-5.299284157789e-02	4.771208481180e-02	2.487870180785e-01
primary	galaxy	NGC6946	1.220000000000e+00	4.294584359628e-10	4.769789583710e-10	4.557808271315e-02	0	nan	5.537398920720e-01	3.066278680719e-01	1.697920825724e-01	1.543577453385e-01	7.005565835458e-02	2.787549669953e-01	1.265136562447e-01	2.763249489069e-02	0.000000000000e+00	2.658911397424e-01	-3.583597367913e-02	5.562638718428e-02	-1.286382725293e-02
primary	galaxy	NGC6946	1.590000000000e+00	3.260642296793e-10	3.391811833688e-10	1.712859317285e-02	0	nan	4.341219118354e-01	1.884618343356e-01	8.181541182980e-02	2.257887350509e-01	-2.222676729430e-02	5.201044427735e-01	-5.119936747797e-02	-2.739314270687e-02	0.000000000000e+00	2.088528539088e-01	3.516195216161e-02	5.195424790723e-02	-3.112515888647e-01
primary	galaxy	NGC6946	1.960000000000e+00	2.634695066252e-10	2.837500682967e-10	3.220561655338e-02	0	nan	3.415491121319e-01	1.166557959981e-01	3.984368354819e-02	7.270591753183e-02	1.513276079602e-02	2.128710482601e-01	4.430625130763e-02	9.618348383802e-03	0.000000000000e+00	1.507417754377e-01	-1.266584724365e-02	6.029060251165e-02	-6.212927282243e-02
primary	galaxy	NGC6946	2.340000000000e+00	2.321112475824e-10	2.637495760179e-10	5.549558428297e-02	0	nan	2.865149398396e-01	8.209081075129e-02	2.352024370379e-02	8.866377863172e-02	-1.901891140387e-02	3.094560398189e-01	-6.638017345453e-02	-2.272775175864e-02	0.000000000000e+00	8.834784645493e-02	2.963886077553e-02	5.768982578496e-02	-2.211081933640e-01
primary	galaxy	NGC6946	2.710000000000e+00	2.209929458243e-10	2.310520171637e-10	1.933135334407e-02	0	nan	2.651971650200e-01	7.032953633462e-02	1.865119365311e-02	7.043805136416e-02	-2.475446384377e-02	2.656063512552e-01	-9.334362168580e-02	-2.477781324004e-02	0.000000000000e+00	3.945955394177e-02	3.245449197463e-02	5.832257165825e-02	-2.261467973134e-01
primary	galaxy	NGC6946	2.990000000000e+00	2.028623032292e-10	2.216411227085e-10	3.844898937518e-02	0	nan	2.280201059607e-01	5.199316872235e-02	1.185548784131e-02	4.795393296205e-02	-2.285880539283e-02	2.103057217696e-01	-1.002490780211e-01	-2.106949943730e-02	0.000000000000e+00	4.903782863715e-03	2.766265520217e-02	5.912507551683e-02	-2.054019389059e-01
primary	galaxy	NGC6946	3.370000000000e+00	1.866302522708e-10	2.049865024742e-10	4.074322237067e-02	0	nan	1.918007970571e-01	3.678754575174e-02	7.055880596958e-03	3.928284304482e-02	-2.831032906062e-02	2.048106350316e-01	-1.476027706610e-01	-3.349384416852e-02	0.000000000000e+00	-4.519745314524e-02	4.352172317204e-02	5.701103617434e-02	-2.500080881768e-01
primary	galaxy	NGC6946	3.740000000000e+00	1.711344860611e-10	2.055035337659e-10	7.948175930365e-02	0	nan	1.541562888990e-01	2.376416140712e-02	3.663394931320e-03	-1.349354241722e-02	6.030905278205e-03	-8.753157275378e-02	3.912201909683e-02	-2.115779579438e-02	0.000000000000e+00	-4.643767280055e-03	2.753403323479e-02	5.864737979297e-02	8.288780547372e-02
primary	galaxy	NGC6946	4.120000000000e+00	1.582815273269e-10	2.038937863148e-10	1.099737584989e-01	0	nan	1.202489862619e-01	1.445981869701e-02	1.738778539847e-03	-5.925364203567e-02	1.826010144475e-02	-4.927579339972e-01	1.518524356204e-01	-8.330715902402e-02	0.000000000000e+00	-9.452653137822e-02	1.054371535680e-01	4.942859619107e-02	3.982314026190e-01
primary	galaxy	NGC6946	4.400000000000e+00	1.521111880807e-10	2.054138490984e-10	1.304685621354e-01	0	nan	1.029799124038e-01	1.060486235870e-02	1.092087796753e-03	-7.236199007405e-03	-1.229296306309e-02	-7.026806333870e-02	-1.193724365863e-01	8.388069934940e-03	0.000000000000e+00	-1.545064682556e-01	-1.104234037443e-02	5.999726456535e-02	-8.423840491694e-02
primary	galaxy	NGC6946	4.770000000000e+00	1.457768007157e-10	2.033402166746e-10	1.445348672233e-01	0	nan	8.450716872437e-02	7.141461565810e-03	6.035046974805e-04	-9.168570820059e-03	-1.307173143253e-02	-1.084945923341e-01	-1.546819237923e-01	1.685811715880e-02	0.000000000000e+00	-2.089292199594e-01	-2.205573781651e-02	5.815282356749e-02	-1.004346276253e-01
primary	galaxy	NGC6946	5.150000000000e+00	1.403444538564e-10	1.949250082909e-10	1.426723065401e-01	0	nan	6.801400877721e-02	4.625905389947e-03	3.146263697944e-04	-1.358594680981e-02	-1.268052030031e-02	-1.997521842053e-01	-1.864398309744e-01	3.738479552886e-02	0.000000000000e+00	-2.863159230770e-01	-4.850288500501e-02	5.552750110795e-02	-8.656373887173e-02
primary	galaxy	NGC6946	5.520000000000e+00	1.384084773633e-10	1.860160344325e-10	1.283876906832e-01	0	nan	6.198144493559e-02	3.841699516304e-03	2.381140870289e-04	-2.247480332731e-02	-1.097194976039e-02	-3.626053466592e-01	-1.770199092936e-01	6.209120757227e-02	0.000000000000e+00	-3.583225826232e-01	-7.975481444587e-02	5.259685879635e-02	4.282764035978e-03
primary	galaxy	NGC6946	5.890000000000e+00	1.300719624038e-10	1.782703717793e-10	1.368954776755e-01	0	nan	3.500244647429e-02	1.225171259186e-03	4.288399142148e-05	-1.725650785949e-02	3.667243568274e-03	-4.930086207591e-01	1.047710642445e-01	-5.232546637001e-02	0.000000000000e+00	-1.417332461350e-01	6.706039650703e-02	5.159036149095e-02	3.512753746241e-01
primary	galaxy	NGC6946	6.170000000000e+00	1.205671114612e-10	1.682946664718e-10	1.448414964661e-01	0	nan	2.047610190694e-03	4.192707493033e-06	8.585030589332e-09	-1.349912191899e-03	-6.496100643339e-05	-6.592622941780e-01	-3.172527990368e-02	-2.105621095983e-02	0.000000000000e+00	-3.613564269927e-01	2.556283575080e-02	4.252899133430e-02	2.979058671853e-01
primary	galaxy	NGC6946	6.550000000000e+00	1.129440502987e-10	1.603072503481e-10	1.520898070317e-01	0	nan	-2.631788808660e-02	6.926312333385e-04	-1.822859128428e-05	7.121496209524e-03	7.291876150608e-03	-2.705952767217e-01	-2.770691982052e-01	7.237467721430e-02	0.000000000000e+00	-4.123668365661e-01	-9.163526495216e-02	4.853138695243e-02	-1.417715598444e-01
primary	galaxy	NGC6946	6.920000000000e+00	1.078445740844e-10	1.534265466784e-10	1.531022104540e-01	0	nan	-4.638294644219e-02	2.151377720659e-03	-9.978723759425e-05	1.953052078147e-02	1.343297595256e-02	-4.210711539382e-01	-2.896102335652e-01	1.224770583811e-01	0.000000000000e+00	-5.001458105342e-01	-1.524755930139e-01	4.523187131003e-02	-7.907465659605e-02
primary	galaxy	NGC6946	7.300000000000e+00	9.998746522114e-11	1.422435742645e-10	1.530870978822e-01	0	nan	-7.923568731266e-02	6.278294143909e-03	-4.974649516437e-04	3.535896884757e-02	2.953095196969e-02	-4.462505475348e-01	-3.726976186017e-01	1.663165163659e-01	0.000000000000e+00	-5.958228923691e-01	-2.013101655735e-01	3.917172828626e-02	-1.495723448342e-01
primary	galaxy	NGC6946	7.580000000000e+00	9.344872675310e-11	1.369891942125e-10	1.661129226499e-01	0	nan	-1.086078575920e-01	1.179566673071e-02	-1.281102092492e-03	5.164744127560e-02	4.640731345623e-02	-4.755405586734e-01	-4.272924122174e-01	2.033068221072e-01	0.000000000000e+00	-6.650626915541e-01	-2.399468942083e-01	3.486274072821e-02	-1.895221328807e-01
primary	galaxy	NGC6946	7.950000000000e+00	8.511795324995e-11	1.306135964944e-10	1.859672160689e-01	0	nan	-1.491600740353e-01	2.224872768623e-02	-3.318621868870e-03	2.189198416601e-02	1.004811356362e-01	-1.467683916597e-01	-6.736463245008e-01	9.069601457489e-02	0.000000000000e+00	-7.470305203306e-01	-1.010377214585e-01	2.063041482214e-02	-6.002621286709e-01
primary	galaxy	NGC6946	8.330000000000e+00	7.773273496291e-11	1.232663277392e-10	2.002405097173e-01	0	nan	-1.885772977760e-01	3.556139723651e-02	-6.706072196002e-03	9.551095254637e-02	9.962741791086e-02	-5.064817115993e-01	-5.283107727484e-01	2.677989835078e-01	0.000000000000e+00	-7.815516285480e-01	-3.002135479263e-01	2.754693790084e-02	-2.750699169487e-01
primary	galaxy	NGC6946	8.700000000000e+00	7.314947889576e-11	1.167015797230e-10	2.028654982493e-01	0	nan	-2.149700094140e-01	4.621210494748e-02	-9.934216635602e-03	3.411334123297e-02	1.642522913846e-01	-1.586888390895e-01	-7.640707270390e-01	1.212494966561e-01	0.000000000000e+00	-8.434151465838e-01	-1.281424661960e-01	1.556960042696e-02	-6.847263074943e-01
primary	galaxy	NGC6946	9.080000000000e+00	6.893592624729e-11	1.105576864205e-10	2.051433265874e-01	0	nan	-2.407356307499e-01	5.795364391256e-02	-1.395150702155e-02	9.909861676011e-02	1.678814686322e-01	-4.116491457929e-01	-6.973685952063e-01	2.654104528026e-01	0.000000000000e+00	-9.031931681028e-01	-2.819998218763e-01	1.858391763109e-02	-4.915440223099e-01
primary	galaxy	NGC6946	9.360000000000e+00	6.569474093216e-11	1.036253027284e-10	1.979352079668e-01	0	nan	-2.616506417171e-01	6.846105831097e-02	-1.791287983970e-02	6.146265052554e-02	2.240421097187e-01	-2.349034962123e-01	-8.562643234828e-01	1.798355067317e-01	0.000000000000e+00	-9.737160715889e-01	-1.812469260634e-01	1.158107525574e-02	-7.388125753766e-01
primary	galaxy	NGC6946	9.730000000000e+00	6.126194732904e-11	9.853567779951e-11	2.064027107477e-01	0	nan	-2.919904484707e-01	8.525842199811e-02	-2.489464487513e-02	2.347421924925e-01	1.404574476775e-01	-8.039379155104e-01	-4.810343914096e-01	3.486264221526e-01	0.000000000000e+00	-8.830033491648e-01	-3.725609832502e-01	2.305249390402e-02	-7.906543365437e-02
primary	galaxy	NGC6946	1.010000000000e+01	5.738842139850e-11	9.492595494943e-11	2.185606961750e-01	0	nan	-3.203569674123e-01	1.026285865696e-01	-3.287778276326e-02	3.536310343647e-01	1.231460745102e-02	-1.103865594749e+00	-3.844026727588e-02	3.712616414456e-02	0.000000000000e+00	-5.903730646505e-01	-3.759913744349e-02	2.755644741279e-02	5.134925300987e-01
primary	galaxy	NGC6946	1.048000000000e+01	5.365517106695e-11	8.936881819174e-11	2.215744310336e-01	0	nan	-3.495696621945e-01	1.221989487268e-01	-4.271704522695e-02	3.133099185743e-01	2.158366201976e-01	-8.962731966140e-01	-6.174352168969e-01	4.720151330454e-01	0.000000000000e+00	-1.065571815204e+00	-4.577834892284e-01	1.565096924846e-02	-1.692986185899e-01
primary	galaxy	NGC6946	1.076000000000e+01	5.111127882462e-11	8.807028550431e-11	2.363126569191e-01	0	nan	-3.706644987350e-01	1.373921706224e-01	-5.092640005388e-02	1.123827710798e-02	4.068279667895e-01	-3.031927024664e-02	-1.097563883722e+00	-8.731636794070e-02	0.000000000000e+00	-1.112723518845e+00	-4.456019894586e-02	6.030771131643e-03	-1.082404248599e+00
primary	galaxy	NGC6946	1.113000000000e+01	4.784026702219e-11	8.815618487621e-11	2.654591919907e-01	0	nan	-3.993876510300e-01	1.595104957953e-01	-6.370652223031e-02	-1.291506373068e-01	5.091649478178e-01	3.233716339844e-01	-1.274864023724e+00	-6.612678785372e-01	0.000000000000e+00	-1.113178206732e+00	2.632982164896e-01	4.800555369077e-03	-1.436549840716e+00
primary	galaxy	NGC6946	1.151000000000e+01	4.499830673271e-11	8.524572872912e-11	2.774764559485e-01	0	nan	-4.259850742829e-01	1.814632835118e-01	-7.730065030640e-02	3.637726784187e-01	3.236533271676e-01	-8.539563951415e-01	-7.597762144894e-01	6.308412259000e-01	0.000000000000e+00	-1.186754412060e+00	-5.589081497108e-01	1.195643310810e-02	-3.327980169186e-01
primary	galaxy	NGC7331	2.670000000000e+00	7.706664732051e-10	5.928198549654e-10	-1.139437252237e-01	0	nan	8.076852199596e-01	6.523554145412e-01	5.268978264856e-01	2.016472403223e-01	2.075537010354e-01	2.496606788624e-01	2.569735039175e-01	6.427226817280e-02	0.000000000000e+00	3.818038433487e-01	-8.194199596123e-02	5.051918405456e-02	1.321431644862e-01
primary	galaxy	NGC7331	3.210000000000e+00	7.059622527122e-10	5.670758003389e-10	-9.514036586957e-02	0	nan	7.696002342151e-01	5.922845205040e-01	4.558223057019e-01	1.054869322769e-01	1.948034450029e-01	1.370671779804e-01	2.531229024398e-01	3.482094115774e-02	0.000000000000e+00	3.216564914300e-01	-4.476274556378e-02	5.224673249723e-02	1.845893134496e-01
primary	galaxy	NGC7331	3.740000000000e+00	6.584788644935e-10	5.372501516707e-10	-8.836529299796e-02	0	nan	7.393605937192e-01	5.466540875448e-01	4.041744907261e-01	2.501181031486e-02	1.524348607276e-01	3.382897401800e-02	2.061711998483e-01	8.330451360719e-03	0.000000000000e+00	2.230856868573e-01	-1.072441361098e-02	5.570305716911e-02	1.892567128393e-01
primary	galaxy	NGC7331	4.270000000000e+00	5.773935546583e-10	4.743529404924e-10	-8.537033452270e-02	0	nan	6.822906855720e-01	4.655205796183e-01	3.176203554156e-01	-1.811014145775e-02	1.041349520906e-01	-2.654314625820e-02	1.526254927594e-01	-2.979740304449e-03	0.000000000000e+00	1.393539196303e-01	3.929828285390e-03	5.853713585352e-02	1.658970658885e-01
primary	galaxy	NGC7331	4.810000000000e+00	5.037812640294e-10	4.312661986238e-10	-6.749659099722e-02	0	nan	6.230607657053e-01	3.882047177612e-01	2.418751286987e-01	-5.617197677636e-02	6.220068786449e-02	-9.015489317929e-02	9.983085324605e-02	-7.429982748779e-03	0.000000000000e+00	5.475340665641e-02	9.791221100832e-03	6.030113081973e-02	1.449082998357e-01
primary	galaxy	NGC7331	5.350000000000e+00	4.564796853212e-10	4.000938902589e-10	-5.725953550867e-02	0	nan	5.802402088803e-01	3.366787000014e-01	1.953545192144e-01	-1.018888816643e-01	2.876721030671e-02	-1.755977612460e-01	4.957810552671e-02	-8.200929813792e-03	0.000000000000e+00	-3.822077509629e-02	1.082323545639e-02	6.068747894160e-02	1.373769861497e-01
primary	galaxy	NGC7331	5.880000000000e+00	3.998324319427e-10	3.640310055927e-10	-4.073964313833e-02	0	nan	5.226967724550e-01	2.732119159349e-01	1.428069866554e-01	-1.151799971356e-01	-1.679127590087e-02	-2.203571998247e-01	-3.212431525452e-02	8.642233722443e-03	0.000000000000e+00	-1.423029151669e-01	-1.135096127755e-02	5.988511520321e-02	7.805428465785e-02
primary	galaxy	NGC7331	6.410000000000e+00	3.555280348031e-10	3.339317180788e-10	-2.721618034589e-02	0	nan	4.716926062199e-01	2.224939147625e-01	1.049487345224e-01	-1.002990809332e-01	-6.269681612207e-02	-2.126365340703e-01	-1.329188019811e-01	2.619699666431e-02	0.000000000000e+00	-2.392370690162e-01	-3.405973793529e-02	5.712654169945e-02	-2.660053494590e-02
primary	galaxy	NGC7331	7.480000000000e+00	2.795716419962e-10	2.861634108135e-10	1.012098639208e-02	0	nan	3.673118711363e-01	1.349180106776e-01	4.955698695199e-02	-2.814663888772e-02	-1.272854372795e-01	-7.662872098483e-02	-3.465323265642e-01	2.616393315959e-02	0.000000000000e+00	-3.848466870566e-01	-3.292572035096e-02	4.563549983077e-02	-3.082179660718e-01
primary	galaxy	NGC7331	8.550000000000e+00	2.157949941963e-10	2.464697933288e-10	5.772233479756e-02	0	nan	2.548601200724e-01	6.495368080333e-02	1.655410288868e-02	-4.759963836711e-02	-1.031903279160e-01	-1.867676996840e-01	-4.048900545391e-01	7.665737801046e-02	0.000000000000e+00	-4.982739043811e-01	-9.392703785871e-02	4.030726035522e-02	-3.115062046971e-01
primary	galaxy	NGC7331	9.620000000000e+00	1.771770472725e-10	2.071942717443e-10	6.797028467757e-02	0	nan	1.692262136673e-01	2.863751139217e-02	4.846217621750e-03	-2.396244190579e-02	-9.347589333913e-02	-1.416000593909e-01	-5.523724209945e-01	7.817142925203e-02	0.000000000000e+00	-6.231724506900e-01	-9.119788676047e-02	2.898248338129e-02	-4.815723912990e-01
primary	galaxy	NGC7331	1.066000000000e+01	1.491440150091e-10	1.854753317727e-10	9.468032633512e-02	0	nan	9.442458422389e-02	8.916002105855e-03	8.418897917847e-04	-1.422407212469e-02	-5.977091790185e-02	-1.506394996769e-01	-6.330016530454e-01	9.583580938942e-02	0.000000000000e+00	-7.083214028839e-01	-1.076334610140e-01	2.326075312889e-02	-5.576819032070e-01
primary	galaxy	NGC7331	1.174000000000e+01	1.263687089353e-10	1.670519586712e-10	1.212120235943e-01	0	nan	2.245830243109e-02	5.043753480862e-04	1.132741410610e-05	-4.718408391090e-03	-1.572375976512e-02	-2.100963955566e-01	-7.001312683078e-01	1.472187323587e-01	0.000000000000e+00	-8.051794660861e-01	-1.596770383027e-01	1.892562776399e-02	-5.950830705295e-01
primary	galaxy	NGC7331	1.283000000000e+01	1.100356094767e-10	1.503842835357e-10	1.356691977712e-01	0	nan	-3.764799273839e-02	1.417371357230e-03	-5.336118656461e-05	6.694958213685e-03	3.064511048824e-02	-1.778304160917e-01	-8.139905545877e-01	1.412440921901e-01	0.000000000000e+00	-9.029057626335e-01	-1.461379768969e-01	1.334795455990e-02	-7.250753465419e-01
primary	galaxy	NGC7331	1.391000000000e+01	9.650058861033e-11	1.364435645629e-10	1.504230943931e-01	0	nan	-9.465128369409e-02	8.958865504938e-03	-8.479681204851e-04	-2.183130563335e-02	1.021351210844e-01	2.306498631747e-01	-1.079067468483e+00	-2.488899385826e-01	0.000000000000e+00	-9.637425368952e-01	2.206170705811e-01	4.993651002648e-03	-1.194392400070e+00
primary	galaxy	NGC7331	1.500000000000e+01	8.467416785016e-11	1.223804680475e-10	1.599611726007e-01	0	nan	-1.514303088132e-01	2.293113842725e-02	-3.472469373476e-03	-1.642152353888e-02	1.582538320531e-01	1.084427791740e-01	-1.045060485535e+00	-1.151270282197e-01	0.000000000000e+00	-9.908390959485e-01	1.038037918349e-01	5.756964168384e-03	-1.099281875122e+00
primary	galaxy	NGC7331	1.608000000000e+01	7.518044892310e-11	1.122502756871e-10	1.740825016285e-01	0	nan	-2.030763313705e-01	4.123999636291e-02	-8.374867167114e-03	-2.844775864357e-03	2.108624181090e-01	1.400840681510e-02	-1.038340690350e+00	-1.453773748022e-02	0.000000000000e+00	-1.031336486942e+00	1.341855822603e-02	5.903337568944e-03	-1.045344893757e+00
primary	galaxy	NGC7331	1.707000000000e+01	6.831222428048e-11	1.030689319535e-10	1.786293493027e-01	0	nan	-2.446828196352e-01	5.986968222462e-02	-1.464908265738e-02	-1.661805157548e-02	2.709645424184e-01	6.791670784347e-02	-1.107411394157e+00	-8.323459943527e-02	0.000000000000e+00	-1.073453040235e+00	6.849209536779e-02	4.670129884319e-03	-1.141369748079e+00
primary	galaxy	NGC7331	1.815000000000e+01	6.261583947725e-11	9.776975800155e-11	1.935203327755e-01	0	nan	-2.824970385971e-01	7.980457681616e-02	-2.254455661706e-02	2.645815110633e-02	2.966558025540e-01	-9.365815386145e-02	-1.050120043832e+00	9.551681498697e-02	0.000000000000e+00	-1.096949120763e+00	-8.884398118231e-02	5.672348086439e-03	-1.003290966901e+00
primary	galaxy	NGC7331	1.924000000000e+01	5.799667013738e-11	9.381415972188e-11	2.088653336339e-01	0	nan	-3.157781866653e-01	9.971586317361e-02	-3.148809445472e-02	1.216762986599e-01	2.830749681897e-01	-3.853220513578e-01	-8.964361065565e-01	3.152434020388e-01	0.000000000000e+00	-1.089097132235e+00	-2.905220961853e-01	9.448966952089e-03	-7.037750808776e-01
primary	galaxy	NGC7331	2.032000000000e+01	5.353226209513e-11	8.958234838032e-11	2.236068475764e-01	0	nan	-3.505656504379e-01	1.228962752669e-01	-4.308321267534e-02	1.862836701250e-01	3.506273597200e-01	-5.313802704067e-01	-1.000176027748e+00	5.314357617124e-01	0.000000000000e+00	-1.265866162952e+00	-4.584811253269e-01	6.412867040506e-03	-7.344858925451e-01
primary	galaxy	NGC7331	2.141000000000e+01	4.865888942263e-11	8.574063618463e-11	2.460245091087e-01	0	nan	-3.920190535599e-01	1.536789383540e-01	-6.024507196561e-02	2.111122392770e-01	4.294010404767e-01	-5.385254552295e-01	-1.095357576570e+00	5.907747936907e-01	0.000000000000e+00	-1.364620304185e+00	-4.798544803145e-01	4.524469465691e-03	-8.260948489556e-01
primary	galaxy	NGC7331	2.249000000000e+01	4.439382691255e-11	8.300083907159e-11	2.717598983311e-01	0	nan	-4.318586616133e-01	1.865019036104e-01	-8.054246248154e-02	9.896468267374e-02	5.824658134235e-01	-2.291598883395e-01	-1.348741764835e+00	2.836565369371e-01	0.000000000000e+00	-1.463321709005e+00	-2.291844009324e-01	1.806473358953e-03	-1.234161820665e+00
primary	galaxy	NGC7793	1.100000000000e-01	1.093494762047e-10	2.439717572354e-11	-6.514771528014e-01	0	nan	-4.036453898439e-02	1.629296007422e-03	-6.576578220872e-05	-2.224046282764e-02	3.803342214553e-04	5.509901360757e-01	-9.422483967979e-03	-2.562527798634e-03	0.000000000000e+00	2.660725840699e-01	3.321121178989e-03	5.087995026721e-02	-2.849175520058e-01
primary	galaxy	NGC7793	1.400000000000e-01	1.036416378982e-10	7.170455662131e-11	-1.599875130027e-01	0	nan	-6.364697831705e-02	4.050937848891e-03	-2.578299534320e-04	-3.235799313990e-02	2.989246020810e-03	5.083979474833e-01	-4.696603200735e-02	-1.682674895835e-02	0.000000000000e+00	2.072329417343e-01	2.168469682085e-02	5.143929075993e-02	-3.011650057490e-01
primary	galaxy	NGC7793	1.700000000000e-01	9.964704313346e-11	7.100928691324e-11	-1.471492648188e-01	0	nan	-8.071682981367e-02	6.515206615169e-03	-5.258868235574e-04	-3.826846284568e-02	6.230676472331e-03	4.741076047463e-01	-7.719178871016e-02	-2.831066299537e-02	0.000000000000e+00	1.598620136630e-01	3.646894067981e-02	5.188960753951e-02	-3.142455910833e-01
primary	galaxy	NGC7793	2.100000000000e-01	9.796639678071e-11	9.491470924666e-11	-1.374361322774e-02	0	nan	-8.810411112351e-02	7.762334396863e-03	-6.838935722791e-04	-3.848280236787e-02	9.699196300705e-03	4.367878170171e-01	-1.100878968872e-01	-4.080914507382e-02	0.000000000000e+00	1.083060116213e-01	5.255932644194e-02	5.237970840416e-02	-3.284818053958e-01
primary	galaxy	NGC7793	2.400000000000e-01	9.746478973390e-11	1.215292233542e-10	9.583297230528e-02	0	nan	-9.033349584732e-02	8.160140471998e-03	-7.371340154408e-04	-3.732620959966e-02	1.182246433389e-02	4.132045289463e-01	-1.308757534843e-01	-4.870724206844e-02	0.000000000000e+00	7.572651098885e-02	6.272723536338e-02	5.268941514629e-02	-3.374780179574e-01
primary	galaxy	NGC7793	2.800000000000e-01	9.581531216602e-11	1.417840939132e-10	1.701925932683e-01	0	nan	-9.774632717977e-02	9.554344477135e-03	-9.339020812503e-04	-3.772809030688e-02	1.513832291359e-02	3.859796208761e-01	-1.548735727507e-01	-5.782492591141e-02	0.000000000000e+00	3.811623768742e-02	7.446522477439e-02	5.304694534132e-02	-3.478633831887e-01
primary	galaxy	NGC7793	3.200000000000e-01	9.461277905415e-11	1.485583353717e-10	1.959472252251e-01	0	nan	-1.032314468775e-01	1.065673162442e-02	-1.100109824574e-03	-3.939140161178e-02	1.879314626518e-02	3.815833527794e-01	-1.820486570094e-01	-7.035188578711e-02	0.000000000000e+00	8.743019380320e-03	8.985774237257e-02	5.211181630061e-02	-3.728403333990e-01
primary	galaxy	NGC7793	3.500000000000e-01	9.405342431042e-11	1.688251563043e-10	2.540625484483e-01	0	nan	-1.058066340183e-01	1.119504380228e-02	-1.184509902406e-03	-4.151831632683e-02	2.167639104432e-02	3.923980449057e-01	-2.048679768092e-01	-8.207946017659e-02	0.000000000000e+00	-8.668954356365e-03	1.039357715796e-01	5.059119610924e-02	-4.010669992621e-01
primary	galaxy	NGC7793	3.900000000000e-01	9.322758507120e-11	1.835610628303e-10	2.942361290409e-01	0	nan	-1.096368114657e-01	1.202023042837e-02	-1.317859737249e-03	-4.445308050181e-02	2.548223320704e-02	4.054576187279e-01	-2.324240632902e-01	-9.624140965284e-02	0.000000000000e+00	-2.969525392619e-02	1.209360763088e-01	4.875493009142e-02	-4.351528726541e-01
primary	galaxy	NGC7793	4.200000000000e-01	9.239511523316e-11	1.913633873570e-10	3.162098384559e-01	0	nan	-1.135322346041e-01	1.288956829421e-02	-1.463381491524e-03	-4.704789587872e-02	2.853011854779e-02	4.144012142698e-01	-2.512953140336e-01	-1.059399457555e-01	0.000000000000e+00	-4.409470689873e-02	1.325784048913e-01	4.749739896565e-02	-4.584959211685e-01
primary	galaxy	NGC7793	4.600000000000e-01	9.181894946267e-11	1.919696747619e-10	3.203003095793e-01	0	nan	-1.162489265261e-01	1.351381291847e-02	-1.570966245047e-03	-4.944996717793e-02	3.190577972363e-02	4.253799897827e-01	-2.744608546254e-01	-1.178454540241e-01	0.000000000000e+00	-6.177085973400e-02	1.468700297034e-01	4.595370752012e-02	-4.871508495167e-01
primary	galaxy	NGC7793	4.900000000000e-01	9.171596528967e-11	1.885974814410e-10	3.130909475346e-01	0	nan	-1.167363047757e-01	1.362736485269e-02	-1.590808216734e-03	-5.054736032778e-02	3.391762459440e-02	4.330046288932e-01	-2.905490683431e-01	-1.261136988633e-01	0.000000000000e+00	-7.404675389649e-02	1.567954062963e-01	4.488163075197e-02	-5.070513827897e-01
primary	galaxy	NGC7793	5.300000000000e-01	9.205525903303e-11	1.822883318211e-10	2.967102661899e-01	0	nan	-1.151326416510e-01	1.325552517354e-02	-1.526143629701e-03	-4.905896314023e-02	3.534014744560e-02	4.261082038658e-01	-3.069515902599e-01	-1.302928491544e-01	0.000000000000e+00	-9.389748832703e-02	1.614752606060e-01	4.396114130231e-02	-5.200056921928e-01
