case,grid,model,component,azimuth_nodes,r_kpc,sigma_hi_msun_pc2,gbar_inward,radial_rms_deviation,tangential_rms
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.28125,8.70089470353616,1208.357359398829,258.9992548383292,448.91484401406376
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.28750000000000003,8.442197545565897,1232.2416331155569,280.26134659444614,451.4559753791313
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.29375,8.164948792407012,1256.3191243578467,304.009275475101,453.52068340849974
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.30000000000000004,7.889860381149041,1281.449671969133,329.58129075956356,455.18872959385527
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.30625,7.6278071730298915,1307.795915926087,356.0061602814995,456.6035221599506
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.3125,7.383752809736214,1335.0213587689102,382.0518533144095,457.7919077275016
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.31875000000000003,7.166737769966076,1362.3702693870741,406.8464627408323,458.88767642786127
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.325,6.995937459221043,1391.1243381959694,430.1195044186334,461.448222542082
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.33125000000000004,6.870101783030222,1419.9823639995773,449.4392239257423,464.79647489317756
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.3375,6.779052545178805,1447.1406685590014,463.28812399462686,468.04516088771214
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.34375,6.713028199993413,1471.2694061540365,470.91987269778105,470.7142794760633
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.35000000000000003,6.715681585675905,1498.282848745439,474.495560936622,472.533852341893
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.35625,6.756038134779514,1524.148981686637,472.5965058775307,473.82464588798325
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.36250000000000004,6.7994957233527025,1545.5277939649484,464.9691453690724,474.43697711585065
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.36875,6.838057587278525,1561.7776427310932,452.51480123227805,474.41517209407937
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.375,6.868002077929045,1572.819062245537,436.47769535603237,473.91875660562386
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.38125000000000003,6.940355714623631,1584.5377492085424,422.6675086675512,471.78694058308804
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.3875,7.0224036683156665,1593.783530089414,411.69025829689554,468.4785464414833
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.39375000000000004,7.094714082063073,1598.9366128233726,405.1057007930263,464.66644643818745
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.4,7.152313378991869,1599.7961012210094,404.87864127085476,460.729220633061
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.40625,7.192821538645166,1596.465994332067,412.3011223181261,456.8033097633342
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.41250000000000003,7.218465324011917,1589.6151708079215,427.4297526537852,452.80386245650993
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.41875,7.231096733123507,1579.8796026021007,449.44393459627423,448.9161009394633
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.42500000000000004,7.232162608845606,1568.0079936456461,476.474009581622,445.54999458025554
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.43125,7.2207687843874995,1554.9845032183887,506.12830762717124,442.622720669263
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.4375,7.198363671653361,1542.1075852134786,535.8368712316707,440.0825521733101
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.44375000000000003,7.15714476333509,1531.973985962886,562.4675798991839,438.3841185258786
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.45,7.114232683788185,1524.4959496357485,583.8625608380677,437.68483491975576
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.45625000000000004,7.081422899289681,1519.9176324700463,598.4849252395878,438.3166202872658
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.4625,7.0597920917861385,1519.148736231525,605.2739795059871,440.3162923266083
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.46875,7.047398925641015,1523.5112211488395,604.1312184127788,443.36563530588023
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.47500000000000003,7.019703993966868,1534.7387149002643,595.5556106796387,447.7246640160648
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.48125,6.983273879656138,1552.4074844786674,580.9131291609451,452.7997958739044
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.48750000000000004,6.943561619663058,1576.297294269801,562.2540035044674,458.0399667773196
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.49375,6.905299422425154,1605.4996354041557,541.7695008718582,463.0965501818909
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.5,6.872478825992963,1639.5803697912102,522.3699373452907,467.6462335307526
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.50625,6.823300430087857,1678.1702254948216,507.8717697499788,472.32940123385663
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.5125000000000001,6.768645562880397,1720.400632161814,500.62800859295106,476.6622524798017
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.51875,6.717279947815871,1765.4257320204033,502.15439430548065,480.4587571996784
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.525,6.675773528406221,1812.195955183059,512.8470411426631,483.6097652923205
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.53125,6.649808470493931,1859.4952440745005,531.8122149961899,486.4075614715717
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.5375,6.643937500266785,1909.7171448374802,558.9277699015655,488.6068145609737
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.5437500000000001,6.6499965828950005,1959.3459194629427,588.7870202103419,490.7158143931537
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.55,6.667858243121499,2006.298265429325,618.2302415927395,492.92294967547423
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.55625,6.696164902983683,2049.6717057262863,645.3585155835383,495.258948613441
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.5625,6.735451585073168,2088.7203377666797,668.7627093651895,497.94832286779
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.56875,6.794436368784985,2122.6347346745997,687.1465876719933,500.4318305750773
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.5750000000000001,6.872341871109492,2151.6554256241952,699.7909519041924,503.346339160789
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.58125,6.965061530172515,2176.7230066292955,706.876325588541,506.98125336303116
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.5875,7.069603484153891,2198.552736668186,709.1994297845074,511.3263968096499
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.59375,7.182106014806237,2217.95703616797,707.8586918582339,516.4996127570339
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6000000000000001,7.284740707166549,2231.8478809724597,703.424389781467,522.1560433388264
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6062500000000001,7.384003938062196,2242.7411822456966,698.3704285497668,528.2208752589755
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6125,7.485294261896458,2252.6634138478744,694.2026545943288,534.623731516545
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.61875,7.589412644873175,2262.4836364013777,691.7983161743781,541.0873872150481
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.625,7.697003419574436,2272.8334499211624,691.4827248081494,547.6168722031689
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6312500000000001,7.777360040256927,2280.4601172147527,692.2306895509622,554.8834723000975
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6375000000000001,7.839775486217596,2287.881545735449,694.5436763160143,562.5655576120395
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.64375,7.895879445760288,2296.016907538284,698.1404952628939,570.374767076941
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.65,7.945881785738082,2304.942939428927,702.3080847207648,578.283053684444
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.65625,7.984897418692514,2314.4890158725307,706.5318400299898,586.3073969751847
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6625000000000001,7.999254353557291,2320.497591497814,708.117258930607,596.7271595768838
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6687500000000001,8.003151191722687,2324.301565112756,707.0103428443674,609.1016853331355
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.675,7.995348931500635,2327.0279383790703,703.331907607673,622.3172447608297
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.68125,7.970085453446586,2329.0928918230784,697.1213004655662,635.8698007234137
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6875,7.9232268893764655,2330.6779683471314,688.3060374012347,649.5300469089618
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.6937500000000001,7.893900432022469,2327.3171923075424,673.7043824959466,663.8945566018922
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7000000000000001,7.859929531466733,2322.178390641156,654.9932837015433,678.5901488895724
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.70625,7.815755720943402,2316.6892782939667,633.1980761547062,692.6555354271932
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7125,7.764053685974257,2311.245033159838,609.091212498416,705.657299153162
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.71875,7.703810104892616,2306.5025946764245,583.7159267785737,717.3096373786252
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7250000000000001,7.635997482651739,2302.454981329616,557.6195778605638,727.0803482311104
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7312500000000001,7.56036262138613,2299.5675980862097,531.9170242094739,734.8352215722972
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7375,7.474713030494476,2298.990413543952,507.90516710496127,740.7982680058146
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.74375,7.392057583403154,2301.3527155196025,486.9759407285827,745.1094974199177
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.75,7.321488727804674,2306.9440792387923,470.8685160994473,747.2461626853127
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7562500000000001,7.281508030167619,2317.845073271511,462.2713146400562,746.5308802012694
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7625000000000001,7.2707641520864845,2333.181483685513,460.46773528420175,743.2184652422546
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.76875,7.280689042970312,2352.5719528009577,464.16933830883863,738.0954188962993
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.775,7.312531078152439,2375.421358880977,471.7414176921541,731.7231688072054
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.78125,7.359570438477639,2400.89083849356,481.2788047084304,724.8595479583979
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7875000000000001,7.4444097686807655,2428.670468173151,491.9230768872994,715.7470125934849
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.7937500000000001,7.546687001486289,2457.7145579216003,501.5404485875214,705.9375094026069
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8,7.645449938067018,2486.301480189526,508.8533243730781,695.6277113611317
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.80625,7.732891669522626,2513.774480019082,513.0872680645667,686.0730444323955
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8125,7.804137809010415,2539.3162261222856,514.0837250222589,676.8861351530578
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8187500000000001,7.883037789557271,2560.247237854006,512.8588106630181,667.51289408198
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8250000000000001,7.959602968963259,2578.283623799908,508.82847178170204,658.532385735987
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.83125,8.019930323114078,2593.490537950868,502.0117860248376,650.3296205284446
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8375,8.064565330399622,2605.8164912711945,492.92973867877095,643.0815117366329
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.84375,8.096119183361074,2615.207500755289,481.91538634012994,637.0561104753757
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8500000000000001,8.084265188779424,2624.3558373835917,468.58915122042896,633.0486546747939
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8562500000000001,8.060164561174386,2631.869110453835,453.9755450387,630.2997552784683
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8625,8.034083631141577,2636.825451966485,438.6746639407151,628.3914426108785
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.86875,8.009015327924878,2639.021306104102,423.09509827313997,627.7475875238898
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.875,7.986275787136016,2639.0422110590307,407.92434283457965,628.5780517309967
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8812500000000001,7.939257078530428,2639.3080751936836,392.57943088650546,631.4914749014299
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.8875000000000001,7.886044411438945,2638.236121937748,378.86176028968674,635.8074928958147
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.89375,7.8429515147280675,2635.681871323852,367.7022946143106,641.5251400562714
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9,7.812771810805531,2632.1266031946343,359.845156048862,649.0177105671831
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.90625,7.797484370543043,2627.9240794285565,355.75370322696983,658.5046102671367
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9125000000000001,7.776992841087459,2625.983982762734,353.9374182855594,669.7006017383387
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9187500000000001,7.766840049020814,2624.5703726042484,355.310038936774,682.6289803933806
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.925,7.773829584348313,2623.560577662377,359.1400180390761,696.9222143302461
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.93125,7.800093255846937,2623.3413505680187,364.4477070002273,712.2604001375075
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9375,7.841735037605118,2624.360911508822,370.20722192734337,728.2751906184504
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9437500000000001,7.9113342811876235,2628.054142754912,375.8043736927324,744.2390840943251
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9500000000000001,7.990311475432643,2633.453005024906,380.96633885891396,760.4125788701924
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.95625,8.07477373472201,2640.1465640410192,385.76262657465537,776.5615375527843
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9625,8.176302279416,2647.2610474260414,390.55249366764616,792.7758383131015
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.96875,8.296862484349544,2654.2672578977763,395.3290924553882,808.4735151774487
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9750000000000001,8.459551386519882,2660.4173015579986,400.1907026225208,822.8763449317082
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9812500000000001,8.643477150827417,2666.8010367416277,404.3058203776069,836.1305361352039
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.9875,8.829803637908663,2673.2419933356937,407.5654984492286,848.0852130239579
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,0.99375,9.015639133383974,2680.0998803612683,409.42221878829145,858.6136130091548
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.0,9.201559292065163,2688.020741006189,409.4331607832039,867.4168512991102
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.00625,9.385182994960877,2695.2866125256737,407.57749928671154,875.0089803161856
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.0125,9.565049802283509,2703.1129968167475,404.5869451509769,880.9781180771939
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.01875,9.73489760724311,2712.206751322371,400.46704072680126,884.6354756780261
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.0250000000000001,9.892347246307109,2722.6695066472066,395.1969079927109,885.9167561526592
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.03125,10.036705841522844,2734.445919764177,388.9070634918977,884.8970255796951
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.0375,10.16807220200757,2745.8101316823604,382.21595033866316,882.6908988252956
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.04375,10.285947278096389,2757.2366604409212,375.333368998413,879.0901887148115
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.05,10.388060356285155,2768.983301929887,368.2380188522348,873.661247683529
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.0562500000000001,10.476149564478554,2781.11574162281,361.14683213159645,866.4551017806857
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.0625,10.544785690606826,2793.393348784085,354.3094676083625,857.7236770787925
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.06875,10.584747118925847,2804.747480859576,348.41279124241333,848.262029737401
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.075,10.605532778109467,2815.271655312502,343.51651873026805,837.7483393691473
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.08125,10.610065518296743,2825.575048092989,339.5775840620776,826.3253752138419
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.0875000000000001,10.599494182876143,2835.5601358815616,336.63562420524727,814.1753064426936
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.09375,10.576732557209839,2845.091452738851,334.6013221454975,801.5691714314656
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.1,10.51774014530655,2854.1836232793958,332.9371172958389,789.0079440167631
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.10625,10.432150714146669,2862.8240663202773,331.9907055152062,776.5464075008115
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.1125,10.337372069507207,2870.925811371739,331.62161991730346,764.3207657140921
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.1187500000000001,10.24619166893148,2878.294309303677,331.46167872648755,752.6558751639823
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.125,10.161410333016477,2884.9068028560228,331.23955535746757,741.6577886535646
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.13125,10.066534804970674,2890.825659403724,330.78454664152906,731.4265822773966
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.1375,9.962108614465528,2896.2261554157562,330.39805408308524,721.9790795620024
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.14375,9.85812325169836,2900.920590789616,329.9038937329408,713.4740413831765
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.1500000000000001,9.759714346684458,2904.8942442347525,329.1961248043009,705.8591150031443
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.15625,9.668886848172567,2908.165834517264,328.3092353385476,699.1950038351262
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.1625,9.582003090848197,2910.4337501648492,327.343147672227,693.5118448104123
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.16875,9.497568414424356,2912.331818760179,326.7365862552834,688.9224223543166
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.175,9.409278685488061,2914.184382424656,326.73358754985315,685.1543005514781
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.1812500000000001,9.318942173406569,2916.1966312669865,327.52281396292,682.1267539199539
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.1875,9.22920451992289,2918.4496159788114,329.28630575421977,679.6903214168187
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.19375,9.160105565631781,2920.8734173253893,331.9668862553338,677.925258581499
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2000000000000002,9.123524559977628,2923.8622357817185,335.1291571327443,676.9395464647603
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.20625,9.118362965645318,2927.039771596283,338.72879735329786,675.9416399021877
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2125000000000001,9.133797960751801,2929.774040506576,342.8158507482302,674.460489782121
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.21875,9.16648800107021,2931.7816834131854,347.3645955054806,672.5159410067251
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.225,9.221240022490141,2932.828247038329,352.4946650188783,669.7346532521321
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2312500000000002,9.290144652209868,2933.032197435961,358.5678083026139,665.9819334886341
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2375,9.368175472277295,2932.4252130310388,365.70796950536703,662.0407094111094
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2437500000000001,9.450580145990582,2930.7086462698817,373.3891399523982,657.967469694305
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.25,9.542751135012466,2928.0312384521594,380.9595112530161,654.0337384345694
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.25625,9.640710972544294,2923.833337936948,388.6049505366493,649.7189143637804
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2625000000000002,9.747032600762122,2918.7862100667226,396.4639819476737,645.5002548041227
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.26875,9.860514812941915,2913.409971855885,403.88913058596,641.5032199338989
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2750000000000001,9.968466127256944,2908.242470775573,410.2240831228309,637.9431244147145
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.28125,10.06426115526773,2903.3958531938692,415.31853340673314,634.7105806738859
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2875,10.1482402263291,2898.8986662276675,419.52332759669235,631.5098146273064
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.2937500000000002,10.220597628505043,2895.084500818781,422.9314860919117,628.250948993558
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.3,10.281093213743286,2891.636561970337,425.548026356011,625.3886593209737
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.3062500000000001,10.327652083241938,2887.8140881155787,427.37944689438166,622.7070762387563
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.3125,10.360958412277427,2883.640284592094,428.2090507551069,620.5648495758469
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.31875,10.379037297139519,2878.6663962899875,427.9144717764685,618.7646893455973
f4-stars-h0p1,nf96,newton,stellar_luminosity,512,1.3250000000000002,10.381100057896171,2872.9896080818667,426.4928236169348,617.2631592091501
