fold,band,alpha,core,q,logpdf
0,middle,1.0,training_r09_c18,1.0534455505506637,-1.2699713067695166
0,middle,1.0,training_r10_c19,1.0588247504906552,-1.2726609067395127
0,middle,1.0,training_r12_c18,1.0152171314328886,-1.2508570972106288
0,middle,1.0,training_r16_c16,0.9910143049124936,-1.2387556839504317
0,middle,1.0,training_r18_c12,0.974414478286924,-1.2304557706376467
0,high,0.1,training_r02_c14,1.047730902991987,0.2310922833030304
0,high,0.1,training_r03_c15,0.9915285661370881,0.2591934517304798
0,high,0.1,training_r04_c16,0.9781511006111252,0.26588218449346135
0,high,0.1,training_r05_c17,1.0314756013699806,0.23921993411403353
0,high,0.1,training_r06_c18,0.9915658736834203,0.25917479795731374
0,high,0.1,training_r09_c18,0.9840872055025558,0.26291413204774605
0,high,0.1,training_r10_c19,0.9887448933700443,0.26058528811400167
0,high,0.1,training_r12_c18,1.0607884676971622,0.22456350095044275
0,high,0.1,training_r16_c16,1.0291968000861906,0.24035933475592852
0,high,0.1,training_r18_c12,1.0351323232694842,0.2373915731642817
0,high,0.3,training_r02_c14,1.01848319445302,0.23079260739615867
0,high,0.3,training_r03_c15,0.9641391248147609,0.2579646422152881
0,high,0.3,training_r04_c16,0.9492578268225094,0.265405291211414
0,high,0.3,training_r05_c17,1.000747868425056,0.23966027041014057
0,high,0.3,training_r06_c18,0.96433833493991,0.25786503715271364
0,high,0.3,training_r09_c18,0.9553783441791533,0.26234503253309194
0,high,0.3,training_r10_c19,0.9607272140112103,0.25967059761706335
0,high,0.3,training_r12_c18,1.0349974629925762,0.22253547312638058
0,high,0.3,training_r16_c16,1.0023568536048804,0.23885577782022832
0,high,0.3,training_r18_c12,1.0084959939906946,0.23578620762732122
0,high,0.6,training_r02_c14,0.9987685747502074,0.22374011950324313
0,high,0.6,training_r03_c15,0.9454265061968418,0.250411153779926
0,high,0.6,training_r04_c16,0.9286082692246789,0.25882027226600746
0,high,0.6,training_r05_c17,0.978141622549401,0.23405359560364652
0,high,0.6,training_r06_c18,0.9449334864437495,0.250657663656472
0,high,0.6,training_r09_c18,0.9340603111905562,0.25609425128306884
0,high,0.6,training_r10_c19,0.9398573074690556,0.25319575314381904
0,high,0.6,training_r12_c18,1.0204573910926809,0.21289571133200633
0,high,0.6,training_r16_c16,0.9866379258156522,0.2298054439705207
0,high,0.6,training_r18_c12,0.9919526322724268,0.2271480907421335
0,high,1.0,training_r02_c14,1.0538407665163607,0.18557508567005584
0,high,1.0,training_r03_c15,0.9941066011555224,0.215442168350475
0,high,1.0,training_r04_c16,0.9772690603170718,0.2238609387697003
0,high,1.0,training_r05_c17,1.0240107027510625,0.200490117552705
0,high,1.0,training_r06_c18,0.9874568788101298,0.21876702952317148
0,high,1.0,training_r09_c18,0.9757279223459783,0.22463150775524704
0,high,1.0,training_r10_c19,0.9799254068348512,0.2225327655108106
0,high,1.0,training_r12_c18,1.086923207754721,0.16903386505087564
0,high,1.0,training_r16_c16,1.0522128400295554,0.18638904891345867
0,high,1.0,training_r18_c12,1.0504944347945842,0.1872482515309442
1,DC,0.1,training_r02_c13,5.607650134053603,-3.6682982291993476
1,DC,0.1,training_r03_c14,7.162869813063421,-4.445908068704258
1,DC,0.1,training_r06_c17,8.208001391335754,-4.968473857840424
1,DC,0.1,training_r07_c18,6.053396648685554,-3.8911714865153235
1,DC,0.1,training_r08_c19,5.2944851361787055,-3.511715730261899
1,DC,0.1,training_r11_c19,7.067975267083481,-4.398460795714287
1,DC,0.1,training_r13_c18,7.651937538376604,-4.690441931360849
1,DC,0.1,training_r15_c17,5.310781722729554,-3.5198640235373233
1,DC,0.1,training_r17_c16,6.352978041758837,-4.040962183051965
1,DC,0.1,training_r18_c14,7.494646740377102,-4.611796532361097
1,DC,0.1,training_r19_c12,8.908780579866454,-5.318863452105774
1,DC,0.3,training_r02_c13,2.2079371367180345,-2.281582914111745
1,DC,0.3,training_r03_c14,2.4854043658479776,-2.4203165286767168
1,DC,0.3,training_r06_c17,2.998935233715951,-2.6770819626107034
1,DC,0.3,training_r07_c18,2.296266595481591,-2.3257476434935236
1,DC,0.3,training_r08_c19,2.114689736531478,-2.2349592140184673
1,DC,0.3,training_r11_c19,2.5975234664712374,-2.476376078988347
1,DC,0.3,training_r13_c18,2.6540633398566102,-2.5046460156810335
1,DC,0.3,training_r15_c17,2.0213126999191213,-2.1882706957122884
1,DC,0.3,training_r17_c16,2.432511072096157,-2.3938698818008066
1,DC,0.3,training_r18_c14,2.7906134579267152,-2.5729210747160858
1,DC,0.3,training_r19_c12,3.0870289137768014,-2.721128802641129
1,DC,0.6,training_r02_c13,1.4313042893264307,-2.069993958780791
1,DC,0.6,training_r03_c14,1.3339896022016051,-2.0213366152183787
1,DC,0.6,training_r06_c17,1.7352144602758226,-2.2219490442554872
1,DC,0.6,training_r07_c18,1.3741973135804595,-2.041440470907806
1,DC,0.6,training_r08_c19,1.3805185678312193,-2.0446010980331857
1,DC,0.6,training_r11_c19,1.480879745866956,-2.094781687051054
1,DC,0.6,training_r13_c18,1.414709497210227,-2.0616965627226898
1,DC,0.6,training_r15_c17,1.2521755448737037,-1.980429586554428
1,DC,0.6,training_r17_c16,1.522628720191755,-2.1156561742134534
1,DC,0.6,training_r18_c14,1.6348371592508681,-2.17176039374301
1,DC,0.6,training_r19_c12,1.6559510229362335,-2.1823173255856925
1,DC,1.0,training_r02_c13,1.3348055793927085,-2.1001902676537587
1,DC,1.0,training_r03_c14,0.9630425794371132,-1.914308767675961
1,DC,1.0,training_r06_c17,1.3666174069525456,-2.116096181433677
1,DC,1.0,training_r07_c18,1.1507429076514402,-2.0081589317831243
1,DC,1.0,training_r08_c19,1.3119507241243686,-2.0887628400195886
1,DC,1.0,training_r11_c19,1.1116731285684758,-1.9886240422416424
1,DC,1.0,training_r13_c18,0.9790035488740658,-1.9222892523944373
1,DC,1.0,training_r15_c17,1.2101191956850248,-2.0378470757999168
1,DC,1.0,training_r17_c16,1.3514727883340165,-2.1085238721244126
1,DC,1.0,training_r18_c14,1.2879780112166657,-2.076776483565737
1,DC,1.0,training_r19_c12,1.1689655214875225,-2.017270238701166
1,low,0.1,training_r02_c13,1.2507875445166328,-1.782372655364241
1,low,0.1,training_r03_c14,1.1615705144494601,-1.7377641403306552
1,low,0.1,training_r06_c17,1.3148380877655592,-1.8143979269887045
1,low,0.1,training_r07_c18,1.141639957166753,-1.7277988616893016
1,low,0.1,training_r08_c19,1.6035424148500748,-1.958750090530962
1,low,0.1,training_r11_c19,1.2210082341736783,-1.7674830001927642
1,low,0.1,training_r13_c18,1.2442574792035845,-1.7791076227077174
1,low,0.1,training_r15_c17,1.2324260714452637,-1.7731919188285568
1,low,0.1,training_r17_c16,1.284107840862487,-1.7990328035371685
1,low,0.1,training_r18_c14,1.1044402587223574,-1.7091990124671035
1,low,0.1,training_r19_c12,1.1190519926956104,-1.7165048794537299
1,low,0.3,training_r02_c13,1.1219968470665937,-1.7541952334445754
1,low,0.3,training_r03_c14,1.037579317564224,-1.7119864686933906
1,low,0.3,training_r06_c17,1.1428526368665541,-1.7646231283445557
1,low,0.3,training_r07_c18,1.016684036432864,-1.7015388281277104
1,low,0.3,training_r08_c19,1.3974392765583916,-1.8919164481904742
1,low,0.3,training_r11_c19,1.097267927853924,-1.7418307738382406
1,low,0.3,training_r13_c18,1.117603986538273,-1.751998803180415
1,low,0.3,training_r15_c17,1.0918544830350743,-1.7391240514288158
1,low,0.3,training_r17_c16,1.1256096816608434,-1.7560016507417004
1,low,0.3,training_r18_c14,0.9856655839789021,-1.6860296019007297
1,low,0.3,training_r19_c12,0.996522701531492,-1.6914581606770247
1,low,0.6,training_r02_c13,1.0309982336395147,-1.7435853669041952
1,low,0.6,training_r03_c14,0.9464088960900432,-1.7012906981294589
1,low,0.6,training_r06_c17,1.0194914080534874,-1.737831954111181
1,low,0.6,training_r07_c18,0.9267140968132488,-1.6914432984910617
1,low,0.6,training_r08_c19,1.2525423751233011,-1.854357437646088
1,low,0.6,training_r11_c19,1.0167236200185084,-1.7364480600936916
1,low,0.6,training_r13_c18,1.0306333016019191,-1.743402900885397
1,low,0.6,training_r15_c17,0.9849472603663207,-1.7205598802675977
1,low,0.6,training_r17_c16,1.0094212195863106,-1.7327968598775927
1,low,0.6,training_r18_c14,0.9003225747176645,-1.67824753744327
1,low,0.6,training_r19_c12,0.90230287356052,-1.6792376868646974
1,low,1.0,training_r02_c13,1.0606006581541811,-1.7772889162124212
1,low,1.0,training_r03_c14,0.9345019526104033,-1.714239563440532
1,low,1.0,training_r06_c17,1.025471928911311,-1.759724551590986
1,low,1.0,training_r07_c18,0.9247357641934589,-1.7093564692320595
1,low,1.0,training_r08_c19,1.2375956041697673,-1.8657863892202142
1,low,1.0,training_r11_c19,1.0453112757498786,-1.7696442250102697
1,low,1.0,training_r13_c18,1.0768958162155977,-1.7854364952431294
1,low,1.0,training_r15_c17,0.9596123935296984,-1.7267947839001796
1,low,1.0,training_r17_c16,0.9742065221325837,-1.7340918482016225
1,low,1.0,training_r18_c14,0.9154249783599311,-1.704701076315296
1,low,1.0,training_r19_c12,0.884962086559583,-1.689469630415122
1,middle,0.1,training_r02_c13,1.028514579854868,-1.211522213514193
1,middle,0.1,training_r03_c14,1.0241647249087444,-1.2093472860411314
1,middle,0.1,training_r06_c17,1.0530539919665927,-1.2237919195700555
1,middle,0.1,training_r07_c18,1.0512925720662814,-1.2229112096198993
1,middle,0.1,training_r08_c19,1.0383398166982236,-1.216434831935871
1,middle,0.1,training_r11_c19,1.0733734124167669,-1.2339516297951425
1,middle,0.1,training_r13_c18,1.0415954095942268,-1.2180626283838727
1,middle,0.1,training_r15_c17,0.9745536612829391,-1.1845417542282288
1,middle,0.1,training_r17_c16,0.9748403026731461,-1.1846850749233324
1,middle,0.1,training_r18_c14,0.9791762183892955,-1.1868530327814069
1,middle,0.1,training_r19_c12,1.080783887135966,-1.2376568671547417
1,middle,0.3,training_r02_c13,0.9849905855018465,-1.2084650335507088
1,middle,0.3,training_r03_c14,0.9811842421173465,-1.206561861858459
1,middle,0.3,training_r06_c17,1.0071972424943456,-1.2195683620469584
1,middle,0.3,training_r07_c18,1.006382885255972,-1.2191611834277718
1,middle,0.3,training_r08_c19,0.9913791716695419,-1.2116593266345566
1,middle,0.3,training_r11_c19,1.0257109616569846,-1.2288252216282776
1,middle,0.3,training_r13_c18,0.994795114972271,-1.213367298285921
1,middle,0.3,training_r15_c17,0.9338871753376059,-1.1829133284685884
1,middle,0.3,training_r17_c16,0.9267697006995796,-1.1793545911495753
1,middle,0.3,training_r18_c14,0.9394713999348531,-1.1857054407672123
1,middle,0.3,training_r19_c12,1.0336693630823062,-1.2328044223409385
1,middle,0.6,training_r02_c13,0.9563532633827239,-1.2146856110862068
1,middle,0.6,training_r03_c14,0.950942848599958,-1.2119804036948238
1,middle,0.6,training_r06_c17,0.9696482180163251,-1.2213330884030076
1,middle,0.6,training_r07_c18,0.9734516347178731,-1.2232347967537816
1,middle,0.6,training_r08_c19,0.9545064550655502,-1.2137622069276206
1,middle,0.6,training_r11_c19,0.9876046880542327,-1.2303113234219611
1,middle,0.6,training_r13_c18,0.9561834018065075,-1.2146006802980989
1,middle,0.6,training_r15_c17,0.9037291774748569,-1.188373568132274
1,middle,0.6,training_r17_c16,0.8860841890844414,-1.1795510739370658
1,middle,0.6,training_r18_c14,0.9081437244681213,-1.1905808416289054
1,middle,0.6,training_r19_c12,0.9963862094776376,-1.2347020841336638
1,middle,1.0,training_r02_c13,1.0317548673270531,-1.2649097636377653
1,middle,1.0,training_r03_c14,1.0081464983074162,-1.2531055791279466
1,middle,1.0,training_r06_c17,0.9943432934114698,-1.2462039766799737
1,middle,1.0,training_r07_c18,1.0318922990594583,-1.2649784795039676
1,middle,1.0,training_r08_c19,0.9904715277237967,-1.2442680938361366
1,middle,1.0,training_r11_c19,1.0264276775672623,-1.2622461687578699
1,middle,1.0,training_r13_c18,0.9747916021427675,-1.236428131045622
1,middle,1.0,training_r15_c17,0.9459546045966079,-1.222009632272543
1,middle,1.0,training_r17_c16,0.9101336319138446,-1.2040991459311605
1,middle,1.0,training_r18_c14,0.9379556054872841,-1.2180101327178807
1,middle,1.0,training_r19_c12,1.0293291786802936,-1.2636969193143852
1,high,0.1,training_r02_c13,1.0068947417773504,0.24750528878988598
1,high,0.1,training_r03_c14,1.0074063927184045,0.24724946331935885
1,high,0.1,training_r06_c17,0.9867506997228546,0.2575773098171339
1,high,0.1,training_r07_c18,0.9808270304202147,0.26053914446845383
1,high,0.1,training_r08_c19,0.9896221822925862,0.2561415685322681
1,high,0.1,training_r11_c19,0.9952325503884083,0.2533363844843571
1,high,0.1,training_r13_c18,1.0030225700037376,0.2494413746766925
1,high,0.1,training_r15_c17,0.991332558854557,0.25528638025128264
1,high,0.1,training_r17_c16,0.9820151518772009,0.25994508373996084
1,high,0.1,training_r18_c14,1.0144608708488003,0.24372222425416115
1,high,0.1,training_r19_c12,0.9617398908405012,0.27008271425831054
1,high,0.3,training_r02_c13,0.9749723820184202,0.24780041587783508
1,high,0.3,training_r03_c14,0.9763575395638313,0.2471078371051295
1,high,0.3,training_r06_c17,0.9581098396230272,0.25623168707553146
1,high,0.3,training_r07_c18,0.9485148863575383,0.2610291637082759
1,high,0.3,training_r08_c19,0.9587533148194486,0.2559099494773208
1,high,0.3,training_r11_c19,0.9656030903620324,0.2524850617060289
1,high,0.3,training_r13_c18,0.970981116984127,0.24979604839498143
1,high,0.3,training_r15_c17,0.9606546507272633,0.25495928152341346
1,high,0.3,training_r17_c16,0.9513853774890961,0.259593918142497
1,high,0.3,training_r18_c14,0.9826318847058412,0.24397066453412447
1,high,0.3,training_r19_c12,0.9342016495854776,0.26818578209430627
1,high,0.6,training_r02_c13,0.9521239140746868,0.24155679157838816
1,high,0.6,training_r03_c14,0.9539482710531837,0.24064461308913965
1,high,0.6,training_r06_c17,0.9386008367674661,0.2483183302319985
1,high,0.6,training_r07_c18,0.9236116109155313,0.25581294315796593
1,high,0.6,training_r08_c19,0.9349884513427947,0.2501245229443342
1,high,0.6,training_r11_c19,0.9468991609292258,0.2441691681511187
1,high,0.6,training_r13_c18,0.9475816878547176,0.24382790468837282
1,high,0.6,training_r15_c17,0.9385814117452818,0.24832804274309073
1,high,0.6,training_r17_c16,0.9280624343759717,0.2535875314277457
1,high,0.6,training_r18_c14,0.9580092640942267,0.23861411656861828
1,high,0.6,training_r19_c12,0.9156874604906339,0.25977501837041467
1,high,1.0,training_r02_c13,1.0054281627858481,0.20380651255353288
1,high,1.0,training_r03_c14,0.999523571075228,0.20675880840884298
1,high,1.0,training_r06_c17,0.9866015683874511,0.21321980975273136
1,high,1.0,training_r07_c18,0.9632740324915613,0.2248835777006763
1,high,1.0,training_r08_c19,0.9700568291991946,0.22149217934685966
1,high,1.0,training_r11_c19,1.0149826019577295,0.19902929296759211
1,high,1.0,training_r13_c18,0.9924888392573324,0.2102761743177907
1,high,1.0,training_r15_c17,0.9826648428484617,0.21518817252222616
1,high,1.0,training_r17_c16,0.9646130349870904,0.22421407645291172
1,high,1.0,training_r18_c14,0.9913444727481594,0.21084835757237724
1,high,1.0,training_r19_c12,0.9658928132350785,0.22357418732891762
2,DC,0.1,training_r02_c12,3.9443891144602143,-2.923069415175227
2,DC,0.1,training_r08_c18,7.117595453281803,-4.5096725845860215
2,DC,0.1,training_r09_c19,4.498854077152735,-3.2003018965214873
2,DC,0.1,training_r12_c19,4.671242661396477,-3.2864961886433584
2,DC,0.1,training_r14_c18,3.7928308080685333,-2.8472902619793863
2,DC,0.1,training_r16_c17,4.441186393094419,-3.1714680544923293
2,DC,0.1,training_r17_c15,4.133330814645815,-3.017540265268027
2,DC,0.1,training_r18_c13,8.261415961006787,-5.081582838448513
2,DC,0.3,training_r02_c12,1.5399673077244072,-2.0007564621516387
2,DC,0.3,training_r08_c18,2.693338106140652,-2.577441861359761
2,DC,0.3,training_r09_c19,1.6538560663456987,-2.0577008414622844
2,DC,0.3,training_r12_c19,1.7737015142994834,-2.117623565439177
2,DC,0.3,training_r14_c18,1.4102285092328894,-1.9358870629058798
2,DC,0.3,training_r16_c17,1.729438646495986,-2.095492131537428
2,DC,0.3,training_r17_c15,1.6925281312288327,-2.0770368739038516
2,DC,0.3,training_r18_c13,3.030767077611489,-2.7461563470951793
2,DC,0.6,training_r02_c12,0.9792847577122823,-1.877767214380248
2,DC,0.6,training_r08_c18,1.604396463139737,-2.1903230670939755
2,DC,0.6,training_r09_c19,0.9627293936721757,-1.8694895323601946
2,DC,0.6,training_r12_c19,1.050574873120712,-1.9134122720844626
2,DC,0.6,training_r14_c18,0.8509781769797117,-1.8136139240139628
2,DC,0.6,training_r16_c17,1.094449468663049,-1.9353495698556316
2,DC,0.6,training_r17_c15,1.1507938241667566,-1.963521747607485
2,DC,0.6,training_r18_c13,1.7154529055861378,-2.2458512883171755
2,DC,1.0,training_r02_c12,0.8679925866444449,-1.8894837249353817
2,DC,1.0,training_r08_c18,1.3027722141151092,-2.106873538670714
2,DC,1.0,training_r09_c19,0.7950673581655325,-1.8530211106959253
2,DC,1.0,training_r12_c19,0.8260521284783919,-1.8685134958523553
2,DC,1.0,training_r14_c18,0.7293901996327953,-1.8201825314295565
2,DC,1.0,training_r16_c17,1.0141783418963979,-1.9625766025613582
2,DC,1.0,training_r17_c15,1.2827123394440498,-2.096843601335184
2,DC,1.0,training_r18_c13,1.2814709320771576,-2.096222897651738
2,low,0.1,training_r02_c12,1.1782840539281703,-1.7571261724450675
2,low,0.1,training_r08_c18,1.0581625223435625,-1.697065406652764
2,low,0.1,training_r09_c19,1.1867432299382994,-1.7613557604501322
2,low,0.1,training_r12_c19,1.163469133254749,-1.7497187121083573
2,low,0.1,training_r14_c18,1.080828449995885,-1.7083983704789252
2,low,0.1,training_r16_c17,1.3364467522576011,-1.8362075216097833
2,low,0.1,training_r17_c15,1.2632968561346496,-1.7996325735483076
2,low,0.1,training_r18_c13,1.0806221822776918,-1.7082952366198287
2,low,0.3,training_r02_c12,1.0877386966267613,-1.7420742981224155
2,low,0.3,training_r08_c18,0.9525227215381701,-1.67446631057812
2,low,0.3,training_r09_c19,1.0887572062977096,-1.7425835529578897
2,low,0.3,training_r12_c19,1.0591007273725463,-1.727755313495308
2,low,0.3,training_r14_c18,0.9854549880012259,-1.6909324438096478
2,low,0.3,training_r16_c17,1.2155272586593964,-1.8059685791387334
2,low,0.3,training_r17_c15,1.159568138882251,-1.7779890192501602
2,low,0.3,training_r18_c13,0.9985190821348262,-1.6974644908764478
2,low,0.6,training_r02_c12,1.0248327764956104,-1.7401944687756203
2,low,0.6,training_r08_c18,0.8702199218440851,-1.6628880414498577
2,low,0.6,training_r09_c19,1.026274070692158,-1.740915115873894
2,low,0.6,training_r12_c19,0.985476306024084,-1.7205162335398567
2,low,0.6,training_r14_c18,0.9188773429385554,-1.6872167519970926
2,low,0.6,training_r16_c17,1.1361490010209905,-1.7958525810383097
2,low,0.6,training_r17_c15,1.0821094203798705,-1.7688327907177503
2,low,0.6,training_r18_c13,0.9392079951183481,-1.6973820780869886
2,low,1.0,training_r02_c12,1.0453711135884878,-1.7661894005284775
2,low,1.0,training_r08_c18,0.8718293645299556,-1.6794185259992116
2,low,1.0,training_r09_c19,1.0751148888179258,-1.7810612881431962
2,low,1.0,training_r12_c19,1.0223227252640434,-1.7546652063662556
2,low,1.0,training_r14_c18,0.9590457251396536,-1.7230267063040603
2,low,1.0,training_r16_c17,1.2068963418557377,-1.8469520146621026
2,low,1.0,training_r17_c15,1.105492064064322,-1.796249875766395
2,low,1.0,training_r18_c13,0.9560284886318288,-1.7215180880501482
