galaxy,split,split_sha256,role,pixels,direct_pixels,expanded_pixels,direct_pixel_fraction,native_positive_area_fraction,expanded_pixel_fraction
NGC2976,9062035-forward,e412c62eb095135feef92d2fc4832708c68dc6117f5b744302ee7b088b2086c6,validation,36,0,0,0.0,0.0,0.0
NGC2976,9062035-reverse,488b6195f469d05a37c8b22512a1f73b40eebc324d567c64c9e8614c80c988da,calibration,357,0,0,0.0,0.0,0.0
NGC2976,9062035-reverse,488b6195f469d05a37c8b22512a1f73b40eebc324d567c64c9e8614c80c988da,validation,33,0,0,0.0,0.0,0.0
NGC3198,9062028-forward,ee192587f350afb6c845bc17360f49cc060525baf497ece16bbdad60a9d59fe8,calibration,401,8,67,0.0199501246882793,0.005805798004987531,0.16708229426433915
NGC3198,9062028-forward,ee192587f350afb6c845bc17360f49cc060525baf497ece16bbdad60a9d59fe8,validation,35,9,14,0.2571428571428571,0.25089285714285714,0.4
NGC3198,9062028-reverse,25a5a8266e1471578f1cbf75da23fe315dcfcedff20175a84f15b7ed9c3eb35f,calibration,317,80,140,0.25236593059936907,0.23654376971608831,0.4416403785488959
NGC3198,9062028-reverse,25a5a8266e1471578f1cbf75da23fe315dcfcedff20175a84f15b7ed9c3eb35f,validation,33,1,6,0.030303030303030304,0.02130681818181818,0.18181818181818182
NGC3198,9062029-forward,9053b3ce772a2a044a211aabc2451615f5962d713bdf762c447259160bcfac75,calibration,332,50,106,0.15060240963855423,0.13257718373493976,0.3192771084337349
NGC3198,9062029-forward,9053b3ce772a2a044a211aabc2451615f5962d713bdf762c447259160bcfac75,validation,35,4,9,0.11428571428571428,0.10803571428571429,0.2571428571428571
NGC3198,9062029-reverse,f6c07f10ad7278502f08fea4b04b0275454ec21814947f341a5b5f580ecb41e5,calibration,386,38,101,0.09844559585492228,0.08626133419689119,0.2616580310880829
NGC3198,9062029-reverse,f6c07f10ad7278502f08fea4b04b0275454ec21814947f341a5b5f580ecb41e5,validation,33,6,11,0.18181818181818182,0.1728219696969697,0.3333333333333333
NGC3198,9062030-forward,9cab23c33a262464f5b69e66c6f55cf3ced1fd6c4defceb444821f9bfcf67cc3,calibration,354,88,111,0.24858757062146894,0.21839689265536724,0.3135593220338983
NGC3198,9062030-forward,9cab23c33a262464f5b69e66c6f55cf3ced1fd6c4defceb444821f9bfcf67cc3,validation,34,0,8,0.0,0.0,0.23529411764705882
NGC3198,9062030-reverse,98395e6661c645b466d858f34380e70e65af49227b765286e6501ac61425d497,calibration,364,0,96,0.0,0.0,0.26373626373626374
NGC3198,9062030-reverse,98395e6661c645b466d858f34380e70e65af49227b765286e6501ac61425d497,validation,34,10,12,0.29411764705882354,0.2789522058823529,0.35294117647058826
NGC3198,9062031-forward,f13c0887b0a68625a3f433bb007cca725a120576668295d1c52679832798befe,calibration,355,80,138,0.22535211267605634,0.21122359154929576,0.38873239436619716
NGC3198,9062031-forward,f13c0887b0a68625a3f433bb007cca725a120576668295d1c52679832798befe,validation,34,1,6,0.029411764705882353,0.02068014705882353,0.17647058823529413
NGC3198,9062031-reverse,044d34d6aebca6446c552362448b870671dfe27a1bc96cb0c2d6e67b70d5b4a1,calibration,363,8,69,0.02203856749311295,0.006413567493112947,0.19008264462809918
NGC3198,9062031-reverse,044d34d6aebca6446c552362448b870671dfe27a1bc96cb0c2d6e67b70d5b4a1,validation,34,9,14,0.2647058823529412,0.25827205882352944,0.4117647058823529
NGC3198,9062032-forward,a50191f2dd43327344f929c13c24dba06b8858df52da42331f59584ea595800b,calibration,389,42,82,0.10796915167095116,0.10716580976863753,0.21079691516709512
NGC3198,9062032-forward,a50191f2dd43327344f929c13c24dba06b8858df52da42331f59584ea595800b,validation,35,5,12,0.14285714285714285,0.128125,0.34285714285714286
NGC3198,9062032-reverse,1dbfb093d7e575d2cbcbf3910e57765f922adf7aec9c092b6099e750c1798ba2,calibration,329,46,125,0.1398176291793313,0.10828267477203647,0.3799392097264438
NGC3198,9062032-reverse,1dbfb093d7e575d2cbcbf3910e57765f922adf7aec9c092b6099e750c1798ba2,validation,33,5,8,0.15151515151515152,0.15151515151515152,0.24242424242424243
NGC3198,9062033-forward,8ce3e0a32cb6b8eed610346479120c7101febd4ddead3c441a286022a2adcfce,calibration,389,42,80,0.10796915167095116,0.10716580976863753,0.20565552699228792
NGC3198,9062033-forward,8ce3e0a32cb6b8eed610346479120c7101febd4ddead3c441a286022a2adcfce,validation,35,5,12,0.14285714285714285,0.128125,0.34285714285714286
NGC3198,9062033-reverse,8284eb7e5a9a22ae8accb31938dcd8a0c40cfdaedbc0397d78c666e8b13e4979,calibration,329,46,127,0.1398176291793313,0.10828267477203647,0.3860182370820669
NGC3198,9062033-reverse,8284eb7e5a9a22ae8accb31938dcd8a0c40cfdaedbc0397d78c666e8b13e4979,validation,33,5,8,0.15151515151515152,0.15151515151515152,0.24242424242424243
NGC3198,9062034-forward,b87aa968b0dff5abdb4d8b7bbb8d4719d870c3bf951595b8860a51eda3bfe902,calibration,339,80,139,0.2359882005899705,0.2211928466076696,0.41002949852507375
NGC3198,9062034-forward,b87aa968b0dff5abdb4d8b7bbb8d4719d870c3bf951595b8860a51eda3bfe902,validation,34,1,6,0.029411764705882353,0.02068014705882353,0.17647058823529413
NGC3198,9062034-reverse,23fa0faeb72c8d64fd3eec889740e68148b8210b6e988bc6fcb2c93412728b84,calibration,379,8,68,0.021108179419525065,0.006142810026385224,0.17941952506596306
NGC3198,9062034-reverse,23fa0faeb72c8d64fd3eec889740e68148b8210b6e988bc6fcb2c93412728b84,validation,34,9,14,0.2647058823529412,0.25827205882352944,0.4117647058823529
NGC3198,9062035-forward,334fd210bfe73f41a55f0070d7f3e2fff787794440994d2abd6f4ddd93b96770,calibration,362,88,127,0.2430939226519337,0.21357044198895028,0.35082872928176795
NGC3198,9062035-forward,334fd210bfe73f41a55f0070d7f3e2fff787794440994d2abd6f4ddd93b96770,validation,35,0,7,0.0,0.0,0.2
NGC3198,9062035-reverse,09d60a125af6b5c6cf76761f109e00fd8f1091c72747e654ae74d377d3fe97b5,calibration,356,0,80,0.0,0.0,0.2247191011235955
NGC3198,9062035-reverse,09d60a125af6b5c6cf76761f109e00fd8f1091c72747e654ae74d377d3fe97b5,validation,33,10,13,0.30303030303030304,0.28740530303030304,0.3939393939393939
NGC3521,9062028-forward,169c37141fb8c1a60c52efee8028820badca5fb20dd932dacf8907770fe2d034,calibration,345,30,79,0.08695652173913043,0.06526268115942029,0.2289855072463768
NGC3521,9062028-forward,169c37141fb8c1a60c52efee8028820badca5fb20dd932dacf8907770fe2d034,validation,38,3,6,0.07894736842105263,0.0625,0.15789473684210525
NGC3521,9062028-reverse,2159c12fe8ee19e52f9d53a81c6b31f19540916e3849c2565f322b8201943913,calibration,382,27,72,0.07068062827225131,0.05018815445026178,0.18848167539267016
NGC3521,9062028-reverse,2159c12fe8ee19e52f9d53a81c6b31f19540916e3849c2565f322b8201943913,validation,37,3,9,0.08108108108108109,0.078125,0.24324324324324326
NGC3521,9062029-forward,177e4a4e27d9a534adf414e40f540f28eed74308064d415568449188447d76f7,calibration,344,30,44,0.0872093023255814,0.06545239825581395,0.12790697674418605
NGC3521,9062029-forward,177e4a4e27d9a534adf414e40f540f28eed74308064d415568449188447d76f7,validation,39,3,10,0.07692307692307693,0.060897435897435896,0.2564102564102564
NGC3521,9062029-reverse,b68f0df0a9ba7aebead8d5bcc91039169b80ecf22d994bc77f7b5da8629eb20e,calibration,383,27,107,0.07049608355091384,0.050057114882506526,0.2793733681462141
NGC3521,9062029-reverse,b68f0df0a9ba7aebead8d5bcc91039169b80ecf22d994bc77f7b5da8629eb20e,validation,36,3,5,0.08333333333333333,0.0802951388888889,0.1388888888888889
NGC3521,9062030-forward,092953ab37e883ec353a491984e5268301ef53e1fe20f7792bfc5fba75fd9336,calibration,323,12,41,0.03715170278637771,0.022639318885448918,0.12693498452012383
NGC3521,9062030-forward,092953ab37e883ec353a491984e5268301ef53e1fe20f7792bfc5fba75fd9336,validation,38,4,11,0.10526315789473684,0.10238486842105263,0.2894736842105263
NGC3521,9062030-reverse,3b297563eef9771211ddc2a2def76cb5199cb1e825e762fa81f285d8f489c154,calibration,404,45,110,0.11138613861386139,0.08508663366336634,0.2722772277227723
NGC3521,9062030-reverse,3b297563eef9771211ddc2a2def76cb5199cb1e825e762fa81f285d8f489c154,validation,37,2,4,0.05405405405405406,0.037162162162162164,0.10810810810810811
NGC3521,9062031-forward,201c1303d784a6f9286f334cbb7597839c87ae6aa600a0656c2fa26858c0a93f,calibration,348,29,79,0.08333333333333333,0.061826508620689655,0.22701149425287356
NGC3521,9062031-forward,201c1303d784a6f9286f334cbb7597839c87ae6aa600a0656c2fa26858c0a93f,validation,38,3,6,0.07894736842105263,0.0625,0.15789473684210525
NGC3521,9062031-reverse,384e5b7a75c68ab7d49e063b8b7f9bba3da93e59f2dcbcf2acba33d29ef7f3c0,calibration,379,28,72,0.07387862796833773,0.053223944591029027,0.18997361477572558
NGC3521,9062031-reverse,384e5b7a75c68ab7d49e063b8b7f9bba3da93e59f2dcbcf2acba33d29ef7f3c0,validation,37,3,9,0.08108108108108109,0.078125,0.24324324324324326
NGC3521,9062032-forward,df75e7fd079ae6ddf60af2643cb6d355130e8f7bf2a1cdc1d0757f3a2ef88024,calibration,330,29,41,0.08787878787878788,0.06519886363636364,0.12424242424242424
NGC3521,9062032-forward,df75e7fd079ae6ddf60af2643cb6d355130e8f7bf2a1cdc1d0757f3a2ef88024,validation,39,3,10,0.07692307692307693,0.060897435897435896,0.2564102564102564
NGC3521,9062032-reverse,d3339ac14be02a4d7dcfeaadce7bc4c5ccfbd2063d8718e4a3423be5e2f6ff27,calibration,397,28,110,0.07052896725440806,0.050810768261964734,0.2770780856423174
NGC3521,9062032-reverse,d3339ac14be02a4d7dcfeaadce7bc4c5ccfbd2063d8718e4a3423be5e2f6ff27,validation,36,3,5,0.08333333333333333,0.0802951388888889,0.1388888888888889
NGC3521,9062033-forward,88c74f38b33250e1242df43ba01c483bf9c7aa0985b6ad3a04ed35864de9ae8e,calibration,387,0,3,0.0,0.0,0.007751937984496124
NGC3521,9062033-forward,88c74f38b33250e1242df43ba01c483bf9c7aa0985b6ad3a04ed35864de9ae8e,validation,35,6,15,0.17142857142857143,0.15044642857142856,0.42857142857142855
NGC3521,9062033-reverse,66a3638242122430f4d5cb73607e69e11231263f87708178b0d81e52a767f7f9,calibration,340,57,148,0.1676470588235294,0.12261029411764705,0.43529411764705883
NGC3521,9062033-reverse,66a3638242122430f4d5cb73607e69e11231263f87708178b0d81e52a767f7f9,validation,40,0,0,0.0,0.0,0.0
NGC3521,9062034-forward,9cc5a5bf5bdee25d36d7980d59ef3a59da2a6262f9b2fd7bdc153bf15644ee53,calibration,380,27,70,0.07105263157894737,0.050452302631578946,0.18421052631578946
NGC3521,9062034-forward,9cc5a5bf5bdee25d36d7980d59ef3a59da2a6262f9b2fd7bdc153bf15644ee53,validation,38,3,9,0.07894736842105263,0.07606907894736842,0.23684210526315788
NGC3521,9062034-reverse,8b097e42f184de859d371d001d0ccaaeca7569d873c1476e832821b2d2227d6f,calibration,347,30,81,0.08645533141210375,0.06488652737752161,0.2334293948126801
NGC3521,9062034-reverse,8b097e42f184de859d371d001d0ccaaeca7569d873c1476e832821b2d2227d6f,validation,37,3,6,0.08108108108108109,0.06418918918918919,0.16216216216216217
NGC3521,9062035-forward,1683896c56d5756a0fd5f0b8b53fd20b5b2de1d5c269c74e7f9563721921abd8,calibration,406,16,30,0.03940886699507389,0.03167333743842365,0.07389162561576355
NGC3521,9062035-forward,1683896c56d5756a0fd5f0b8b53fd20b5b2de1d5c269c74e7f9563721921abd8,validation,36,5,13,0.1388888888888889,0.11848958333333333,0.3611111111111111
NGC3521,9062035-reverse,bedf69fd1d06582fb14d0624cd8877633179de23d8699440b06b3feea3962377,calibration,321,41,121,0.1277258566978193,0.0898072429906542,0.37694704049844235
NGC3521,9062035-reverse,bedf69fd1d06582fb14d0624cd8877633179de23d8699440b06b3feea3962377,validation,39,1,2,0.02564102564102564,0.02564102564102564,0.05128205128205128
NGC4214,9062028-forward,084c90c9aa52108614cb1744c474d04bf972584c371ebc49beafd18f7752b5fc,calibration,320,23,179,0.071875,0.0498046875,0.559375
NGC4214,9062028-forward,084c90c9aa52108614cb1744c474d04bf972584c371ebc49beafd18f7752b5fc,validation,39,4,11,0.10256410256410256,0.10256410256410256,0.28205128205128205
NGC4214,9062028-reverse,f771b9845c7b99ac790f58cb3305552d79261a1fa9241ae442431bea1589366f,calibration,401,45,134,0.11221945137157108,0.09336034912718205,0.3341645885286783
NGC4214,9062028-reverse,f771b9845c7b99ac790f58cb3305552d79261a1fa9241ae442431bea1589366f,validation,37,3,22,0.08108108108108109,0.07390202702702703,0.5945945945945946
NGC4214,9062029-forward,0b5c979b5abb117cf0c654213fc23632460589457d65ae5bb2cd563050037ba0,calibration,341,23,99,0.06744868035190615,0.046737536656891496,0.2903225806451613
NGC4214,9062029-forward,0b5c979b5abb117cf0c654213fc23632460589457d65ae5bb2cd563050037ba0,validation,39,4,21,0.10256410256410256,0.10256410256410256,0.5384615384615384
NGC4214,9062029-reverse,353db6131e33b5ab2dc2ede7871a315c7f3352b895034520bb68a6d8ecec60b9,calibration,380,45,214,0.11842105263157894,0.09851973684210526,0.5631578947368421
NGC4214,9062029-reverse,353db6131e33b5ab2dc2ede7871a315c7f3352b895034520bb68a6d8ecec60b9,validation,37,3,12,0.08108108108108109,0.07390202702702703,0.32432432432432434
NGC4214,9062030-forward,62dba65b8e8d61ebc80d27fb43ab1b035b7bcde52f46b101ee0844f97334a1fb,calibration,402,34,236,0.0845771144278607,0.06102300995024876,0.5870646766169154
NGC4214,9062030-forward,62dba65b8e8d61ebc80d27fb43ab1b035b7bcde52f46b101ee0844f97334a1fb,validation,37,4,9,0.10810810810810811,0.10810810810810811,0.24324324324324326
NGC4214,9062030-reverse,a4753388c40d570b35a50b7597deec94f201de72e03318eea29619b7d728001f,calibration,319,34,77,0.10658307210031348,0.09041927899686521,0.2413793103448276
NGC4214,9062030-reverse,a4753388c40d570b35a50b7597deec94f201de72e03318eea29619b7d728001f,validation,39,3,24,0.07692307692307693,0.07011217948717949,0.6153846153846154
NGC4214,9062031-forward,5ea973a3fe8b9c3c256dbc66dca37294b068534a8100996bedbbb53995deb503,calibration,329,23,181,0.06990881458966565,0.04844224924012158,0.5501519756838906
NGC4214,9062031-forward,5ea973a3fe8b9c3c256dbc66dca37294b068534a8100996bedbbb53995deb503,validation,38,4,11,0.10526315789473684,0.10526315789473684,0.2894736842105263
NGC4214,9062031-reverse,ef20dd9842cc1edaf1bdb7bcb1bcb4219f33bfd7c1918498d561faf41f304377,calibration,392,45,132,0.11479591836734694,0.09550382653061225,0.336734693877551
NGC4214,9062031-reverse,ef20dd9842cc1edaf1bdb7bcb1bcb4219f33bfd7c1918498d561faf41f304377,validation,38,3,22,0.07894736842105263,0.07195723684210527,0.5789473684210527
NGC4214,9062032-forward,8b6c5854f7009da05497caef535626dd60c26dfeb8aee429a3710e5619fc9d47,calibration,392,11,198,0.02806122448979592,0.021922831632653062,0.5051020408163265
NGC4214,9062032-forward,8b6c5854f7009da05497caef535626dd60c26dfeb8aee429a3710e5619fc9d47,validation,37,7,13,0.1891891891891892,0.18201013513513514,0.35135135135135137
NGC4214,9062032-reverse,92c9998569ec0d96eda1731fe56c351811e701b5e4d8536d5a4c27523432678e,calibration,329,57,115,0.17325227963525835,0.13611322188449848,0.3495440729483283
NGC4214,9062032-reverse,92c9998569ec0d96eda1731fe56c351811e701b5e4d8536d5a4c27523432678e,validation,39,0,20,0.0,0.0,0.5128205128205128
NGC4214,9062033-forward,bcf2275fd5d37764dfec524e8a16b53241457389c25239608061e70d013b425b,calibration,334,23,107,0.0688622754491018,0.04771706586826347,0.3203592814371258
NGC4214,9062033-forward,bcf2275fd5d37764dfec524e8a16b53241457389c25239608061e70d013b425b,validation,38,4,21,0.10526315789473684,0.10526315789473684,0.5526315789473685
NGC4214,9062033-reverse,8653f98bbbadaccd26cd2219b4b668b0cb09860bc6a25f4fcf214109475bbc96,calibration,387,45,206,0.11627906976744186,0.09673772609819122,0.5322997416020672
NGC4214,9062033-reverse,8653f98bbbadaccd26cd2219b4b668b0cb09860bc6a25f4fcf214109475bbc96,validation,38,3,12,0.07894736842105263,0.07195723684210527,0.3157894736842105
NGC4214,9062034-forward,2e78a603cdd6d27df4481b2cc248516bcdba1b9e7b993994566523da3f205f80,calibration,351,0,71,0.0,0.0,0.2022792022792023
NGC4214,9062034-forward,2e78a603cdd6d27df4481b2cc248516bcdba1b9e7b993994566523da3f205f80,validation,38,7,25,0.18421052631578946,0.17722039473684212,0.6578947368421053
NGC4214,9062034-reverse,a422a96d093609890ad2898db9124fc980a4c2a672a7b58150595e39b4181e29,calibration,370,68,242,0.1837837837837838,0.14425675675675675,0.654054054054054
NGC4214,9062034-reverse,a422a96d093609890ad2898db9124fc980a4c2a672a7b58150595e39b4181e29,validation,38,0,8,0.0,0.0,0.21052631578947367
NGC4214,9062035-forward,44e2b329abe76e821babcaf155b4e793b402b398d978001c0f0692ac8de6b25b,calibration,396,34,147,0.08585858585858586,0.06194760101010101,0.3712121212121212
NGC4214,9062035-forward,44e2b329abe76e821babcaf155b4e793b402b398d978001c0f0692ac8de6b25b,validation,38,4,21,0.10526315789473684,0.10526315789473684,0.5526315789473685
NGC4214,9062035-reverse,5d02201bf29f05b7bcd72731a166cfb310b359b55dd4c595ea9cac68526b56c1,calibration,325,34,166,0.10461538461538461,0.08875,0.5107692307692308
NGC4214,9062035-reverse,5d02201bf29f05b7bcd72731a166cfb310b359b55dd4c595ea9cac68526b56c1,validation,38,3,12,0.07894736842105263,0.07195723684210527,0.3157894736842105
NGC5055,9062028-forward,77d56e024e84c321f9bbf576c805218b78ecb82bd4cd341791de4f0346b12399,calibration,414,407,414,0.9830917874396136,0.9457653985507246,1.0
NGC5055,9062028-forward,77d56e024e84c321f9bbf576c805218b78ecb82bd4cd341791de4f0346b12399,validation,36,33,36,0.9166666666666666,0.8784722222222222,1.0
NGC5055,9062028-reverse,68a8ae93a79d97455d69e5615172e322660cb027bc190ffc2ff219ec36a0b62c,calibration,309,291,309,0.941747572815534,0.8968446601941747,1.0
NGC5055,9062028-reverse,68a8ae93a79d97455d69e5615172e322660cb027bc190ffc2ff219ec36a0b62c,validation,42,42,42,1.0,0.9627976190476191,1.0
NGC5055,9062029-forward,d29745802da28dd39afb4ce481350f845d4dcee270549392b89e1e1c725c25e7,calibration,395,370,395,0.9367088607594937,0.8658623417721519,1.0
NGC5055,9062029-forward,d29745802da28dd39afb4ce481350f845d4dcee270549392b89e1e1c725c25e7,validation,39,39,39,1.0,0.9983974358974359,1.0
NGC5055,9062029-reverse,0262e6f6206ac07b20668b84c8acea60c36f3267f1449b7ea320a2345f76a4f2,calibration,328,328,328,1.0,0.9959032012195121,1.0
NGC5055,9062029-reverse,0262e6f6206ac07b20668b84c8acea60c36f3267f1449b7ea320a2345f76a4f2,validation,39,36,39,0.9230769230769231,0.8493589743589743,1.0
NGC5055,9062030-forward,e5423b6116153dda84835ec75e18186311402e31d3e8ca930adb938cd846536e,calibration,362,341,362,0.9419889502762431,0.8861360497237569,1.0
NGC5055,9062030-forward,e5423b6116153dda84835ec75e18186311402e31d3e8ca930adb938cd846536e,validation,40,39,40,0.975,0.955859375,1.0
NGC5055,9062030-reverse,77838ac2c69cf0c1dad65aac604c9158ff8d88956e576a3a8e4a3c8ae3dc6047,calibration,361,357,361,0.9889196675900277,0.9636859418282548,1.0
NGC5055,9062030-reverse,77838ac2c69cf0c1dad65aac604c9158ff8d88956e576a3a8e4a3c8ae3dc6047,validation,38,36,38,0.9473684210526315,0.8902138157894737,1.0
NGC5055,9062031-forward,6d87611baad23d066a059fd9d4425126345a6a3173625db3d21e85df1e7e3dfe,calibration,359,340,359,0.947075208913649,0.9064676183844012,1.0
NGC5055,9062031-forward,6d87611baad23d066a059fd9d4425126345a6a3173625db3d21e85df1e7e3dfe,validation,42,42,42,1.0,0.9750744047619048,1.0
NGC5055,9062031-reverse,969381a7b02fef7e86986d37f9368e02ea73718a1fa47d1f2b2a1bf44834a295,calibration,364,358,364,0.9835164835164835,0.9429945054945055,1.0
NGC5055,9062031-reverse,969381a7b02fef7e86986d37f9368e02ea73718a1fa47d1f2b2a1bf44834a295,validation,36,33,36,0.9166666666666666,0.8641493055555556,1.0
NGC5055,9062032-forward,286785579b35628bd67fe89970f7c509641e7685ffe8a2f3967c89b97d35d12b,calibration,368,354,368,0.9619565217391305,0.9411514945652174,1.0
NGC5055,9062032-forward,286785579b35628bd67fe89970f7c509641e7685ffe8a2f3967c89b97d35d12b,validation,40,39,40,0.975,0.9203125,1.0
NGC5055,9062032-reverse,98aa5b6040ba62c5f53e26939dcd1662868b765c43303f77908f65f79bfe954d,calibration,355,344,355,0.9690140845070423,0.9079665492957747,1.0
NGC5055,9062032-reverse,98aa5b6040ba62c5f53e26939dcd1662868b765c43303f77908f65f79bfe954d,validation,38,36,38,0.9473684210526315,0.9276315789473685,1.0
NGC5055,9062033-forward,6630f79740ac33cdcae41a0a9517a56dacf976ee6ac3a412facb7fc6a16b69f8,calibration,326,319,326,0.9785276073619632,0.9340011503067485,1.0
NGC5055,9062033-forward,6630f79740ac33cdcae41a0a9517a56dacf976ee6ac3a412facb7fc6a16b69f8,validation,42,40,42,0.9523809523809523,0.9222470238095238,1.0
NGC5055,9062033-reverse,c2f71acef46c8eeb956edd6dd1d6a9a658a7afd45e2fa43471b230ea544a1c46,calibration,397,379,397,0.9546599496221663,0.9173488664987406,1.0
NGC5055,9062033-reverse,c2f71acef46c8eeb956edd6dd1d6a9a658a7afd45e2fa43471b230ea544a1c46,validation,36,35,36,0.9722222222222222,0.92578125,1.0
NGC5055,9062034-forward,6bc283c6e1062870df4d24cf4d813c1796d7d48d294f138bef5fee62b200cd51,calibration,332,325,332,0.9789156626506024,0.9354762801204819,1.0
NGC5055,9062034-forward,6bc283c6e1062870df4d24cf4d813c1796d7d48d294f138bef5fee62b200cd51,validation,38,36,38,0.9473684210526315,0.9120065789473685,1.0
NGC5055,9062034-reverse,0c5c1363e37234bbabc1cfefb563c2dd85c51fd8b864863aceeab9c3edf0db4e,calibration,391,373,391,0.9539641943734015,0.9158407928388747,1.0
NGC5055,9062034-reverse,0c5c1363e37234bbabc1cfefb563c2dd85c51fd8b864863aceeab9c3edf0db4e,validation,40,39,40,0.975,0.93515625,1.0
NGC5055,9062035-forward,741c4b39c98a37ce6cbf5f1c0ee27cc66401af7fc1aa26529892783bbb99a4aa,calibration,390,372,390,0.9538461538461539,0.9165464743589744,1.0
NGC5055,9062035-forward,741c4b39c98a37ce6cbf5f1c0ee27cc66401af7fc1aa26529892783bbb99a4aa,validation,36,35,36,0.9722222222222222,0.92578125,1.0
NGC5055,9062035-reverse,c30e249416343e884f712dfc4ef4c900696ad73bb4b5dbbb7da16af03650a4bf,calibration,333,326,333,0.978978978978979,0.9345908408408409,1.0
NGC5055,9062035-reverse,c30e249416343e884f712dfc4ef4c900696ad73bb4b5dbbb7da16af03650a4bf,validation,42,40,42,0.9523809523809523,0.9222470238095238,1.0
NGC6946,9062028-forward,2430b07fc44db105903e48ab2a0bea4901338c4c23b608ae5698896ad18259e5,calibration,370,335,370,0.9054054054054054,0.8355996621621622,1.0
NGC6946,9062028-forward,2430b07fc44db105903e48ab2a0bea4901338c4c23b608ae5698896ad18259e5,validation,41,37,41,0.9024390243902439,0.8105945121951219,1.0
NGC6946,9062028-reverse,b6090a110ba9ff8d922dab9518f3246cae042de2f31007082bcc40455890204c,calibration,359,329,359,0.9164345403899722,0.8175052228412256,1.0
NGC6946,9062028-reverse,b6090a110ba9ff8d922dab9518f3246cae042de2f31007082bcc40455890204c,validation,39,36,39,0.9230769230769231,0.8337339743589743,1.0
NGC6946,9062029-forward,de3cb323acfe10f8167c0d65eff5afa16232585cefed6075bdf14ef55ec4266a,calibration,367,337,367,0.9182561307901907,0.8298279972752044,1.0
NGC6946,9062029-forward,de3cb323acfe10f8167c0d65eff5afa16232585cefed6075bdf14ef55ec4266a,validation,41,38,41,0.926829268292683,0.833079268292683,1.0
NGC6946,9062029-reverse,a579ae81b390a5448c3dd8d20d270f5a2e90430c7cd6b1d929b7661c4576ebe2,calibration,362,327,362,0.9033149171270718,0.8235065607734806,1.0
NGC6946,9062029-reverse,a579ae81b390a5448c3dd8d20d270f5a2e90430c7cd6b1d929b7661c4576ebe2,validation,39,35,39,0.8974358974358975,0.8100961538461539,1.0
NGC6946,9062030-forward,d60606057646019ddd1ecedd8ce0ac89fac412f2970ee609804291d22fa89d0d,calibration,378,346,378,0.9153439153439153,0.8499090608465608,1.0
NGC6946,9062030-forward,d60606057646019ddd1ecedd8ce0ac89fac412f2970ee609804291d22fa89d0d,validation,42,38,42,0.9047619047619048,0.7953869047619048,1.0
NGC6946,9062030-reverse,5e099f2f984f8fd04e9a8ec0c0cbb566ce9148b0ecff696a3685ea76fcb10b52,calibration,351,318,351,0.905982905982906,0.8016826923076923,1.0
NGC6946,9062030-reverse,5e099f2f984f8fd04e9a8ec0c0cbb566ce9148b0ecff696a3685ea76fcb10b52,validation,38,35,38,0.9210526315789473,0.8511513157894737,1.0
NGC6946,9062031-forward,d8516a635beb6157f8304d267bc6e8d4d672413e19336b7631e78d8bc9b5ac69,calibration,387,384,387,0.9922480620155039,0.9156169250645995,1.0
NGC6946,9062031-forward,d8516a635beb6157f8304d267bc6e8d4d672413e19336b7631e78d8bc9b5ac69,validation,39,32,39,0.8205128205128205,0.7367788461538461,1.0
NGC6946,9062031-reverse,744582a92dc787a3fb7db0e484f1620711287cda5dc68e2076a47064256905a3,calibration,342,280,342,0.8187134502923976,0.7260599415204678,1.0
NGC6946,9062031-reverse,744582a92dc787a3fb7db0e484f1620711287cda5dc68e2076a47064256905a3,validation,41,41,41,1.0,0.9028201219512195,1.0
NGC6946,9062032-forward,8c48961fb4af5ab0212f01cbcfcdb2f166d6337f1b08f86e658d59bcd5356d8d,calibration,380,343,380,0.9026315789473685,0.8310032894736842,1.0
NGC6946,9062032-forward,8c48961fb4af5ab0212f01cbcfcdb2f166d6337f1b08f86e658d59bcd5356d8d,validation,41,37,41,0.9024390243902439,0.7903963414634146,1.0
NGC6946,9062032-reverse,fb5546626ab72217ab1dcf6cfcad7454da84254b9b27d2ae4177f357bf4ae89e,calibration,349,321,349,0.9197707736389685,0.8219914040114613,1.0
NGC6946,9062032-reverse,fb5546626ab72217ab1dcf6cfcad7454da84254b9b27d2ae4177f357bf4ae89e,validation,39,36,39,0.9230769230769231,0.8549679487179487,1.0
NGC6946,9062033-forward,5d1efc3f112d92275b94e3ae0de8f2344937d95f33e5d0adcac00a0bad75c10f,calibration,394,359,394,0.9111675126903553,0.8354219543147208,1.0
NGC6946,9062033-forward,5d1efc3f112d92275b94e3ae0de8f2344937d95f33e5d0adcac00a0bad75c10f,validation,39,35,39,0.8974358974358975,0.8036858974358975,1.0
NGC6946,9062033-reverse,595ca4629417c28ee02ade2696861f6f67487386aa902cab860870e5840ee8d1,calibration,335,305,335,0.9104477611940298,0.8164179104477612,1.0
NGC6946,9062033-reverse,595ca4629417c28ee02ade2696861f6f67487386aa902cab860870e5840ee8d1,validation,41,38,41,0.926829268292683,0.8391768292682927,1.0
NGC6946,9062034-forward,b5e70c707a022a625ed5243f455b4420d04ffad190f7cf7af25cc5e427d70b89,calibration,331,269,331,0.8126888217522659,0.7227152567975831,1.0
NGC6946,9062034-forward,b5e70c707a022a625ed5243f455b4420d04ffad190f7cf7af25cc5e427d70b89,validation,41,41,41,1.0,0.9081554878048781,1.0
