galaxy,split,role,band,channels,pixels,mean_square,median,q05,q95,upper_to_lower_tail_ratio,above_median_plus_3_fraction,below_median_minus_3_fraction,lag,channel_pairs,pixel_pairs,product,normalized_product
DDO154,9062028-forward,validation,band_center,41,36,1.377784970842745,0.09055801605678633,-1.7264786996373354,2.07731205574857,1.09340335422602,0.016260162601626018,0.005420054200542005,6,35,1260,0.19209338638975643,0.13461481972907158
DDO154,9062028-reverse,calibration,band_ends,16,377,1.0,0.03905794188222098,-1.6696669387975875,1.6180011079188634,0.9240476239852415,0.0,0.00016578249336870026,1,14,5278,0.2331126965193139,0.2331126965193139
DDO154,9062028-reverse,calibration,band_ends,16,377,1.0,0.03905794188222098,-1.6696669387975875,1.6180011079188634,0.9240476239852415,0.0,0.00016578249336870026,2,12,4524,0.06584096086933983,0.06584096086933983
DDO154,9062028-reverse,calibration,band_ends,16,377,1.0,0.03905794188222098,-1.6696669387975875,1.6180011079188634,0.9240476239852415,0.0,0.00016578249336870026,3,10,3770,-0.020620876811453224,-0.020620876811453224
DDO154,9062028-reverse,calibration,band_ends,16,377,1.0,0.03905794188222098,-1.6696669387975875,1.6180011079188634,0.9240476239852415,0.0,0.00016578249336870026,6,4,1508,-0.007090707583420339,-0.0070907075834203345
DDO154,9062028-reverse,calibration,band_center,41,377,1.0000000000000002,-0.04177255050140246,-1.5762221220507067,1.6837694938956693,1.1245348666980466,0.002134955036553018,0.00012939121433654655,1,40,15080,0.29014219650057405,0.29014219650057405
DDO154,9062028-reverse,calibration,band_center,41,377,1.0000000000000002,-0.04177255050140246,-1.5762221220507067,1.6837694938956693,1.1245348666980466,0.002134955036553018,0.00012939121433654655,2,39,14703,0.20154295670470787,0.20154295670470787
DDO154,9062028-reverse,calibration,band_center,41,377,1.0000000000000002,-0.04177255050140246,-1.5762221220507067,1.6837694938956693,1.1245348666980466,0.002134955036553018,0.00012939121433654655,3,38,14326,0.19971322730478205,0.19971322730478205
DDO154,9062028-reverse,calibration,band_center,41,377,1.0000000000000002,-0.04177255050140246,-1.5762221220507067,1.6837694938956693,1.1245348666980466,0.002134955036553018,0.00012939121433654655,6,35,13195,0.10880845412334192,0.10880845412334192
DDO154,9062028-reverse,validation,band_ends,16,32,1.0229886686396024,0.033006949296060725,-1.619426661702416,1.7537224982550101,1.0413220461663288,0.0,0.00390625,1,14,448,0.14153498099004064,0.13823605346264053
DDO154,9062028-reverse,validation,band_ends,16,32,1.0229886686396024,0.033006949296060725,-1.619426661702416,1.7537224982550101,1.0413220461663288,0.0,0.00390625,2,12,384,0.02302524756470907,0.0229246343982261
DDO154,9062028-reverse,validation,band_ends,16,32,1.0229886686396024,0.033006949296060725,-1.619426661702416,1.7537224982550101,1.0413220461663288,0.0,0.00390625,3,10,320,0.009536664290900356,0.009521066438304936
DDO154,9062028-reverse,validation,band_ends,16,32,1.0229886686396024,0.033006949296060725,-1.619426661702416,1.7537224982550101,1.0413220461663288,0.0,0.00390625,6,4,128,0.060599656010298694,0.05703814411008324
DDO154,9062028-reverse,validation,band_center,41,32,1.17757911560913,-0.12771377149571075,-1.9541616163158073,1.5367949586304934,0.9113365787294939,0.003048780487804878,0.004573170731707317,1,40,1280,0.32961127430662546,0.2795606787415085
DDO154,9062028-reverse,validation,band_center,41,32,1.17757911560913,-0.12771377149571075,-1.9541616163158073,1.5367949586304934,0.9113365787294939,0.003048780487804878,0.004573170731707317,2,39,1248,0.22050711189323172,0.1860703595235709
DDO154,9062028-reverse,validation,band_center,41,32,1.17757911560913,-0.12771377149571075,-1.9541616163158073,1.5367949586304934,0.9113365787294939,0.003048780487804878,0.004573170731707317,3,38,1216,0.14605576323364441,0.12316584493455805
DDO154,9062028-reverse,validation,band_center,41,32,1.17757911560913,-0.12771377149571075,-1.9541616163158073,1.5367949586304934,0.9113365787294939,0.003048780487804878,0.004573170731707317,6,35,1120,0.13244052863260605,0.11393833974055545
IC2574,9062028-forward,calibration,band_ends,24,378,1.0000000000000002,-0.021710643981454024,-1.5958328241122282,1.7049068794759707,1.0968764338953547,0.000992063492063492,0.0002204585537918871,1,22,8316,0.31745956701262223,0.31745956701262223
IC2574,9062028-forward,calibration,band_ends,24,378,1.0000000000000002,-0.021710643981454024,-1.5958328241122282,1.7049068794759707,1.0968764338953547,0.000992063492063492,0.0002204585537918871,2,20,7560,0.15655210311164017,0.15655210311164017
IC2574,9062028-forward,calibration,band_ends,24,378,1.0000000000000002,-0.021710643981454024,-1.5958328241122282,1.7049068794759707,1.0968764338953547,0.000992063492063492,0.0002204585537918871,3,18,6804,0.1147098288349227,0.1147098288349227
IC2574,9062028-forward,calibration,band_ends,24,378,1.0000000000000002,-0.021710643981454024,-1.5958328241122282,1.7049068794759707,1.0968764338953547,0.000992063492063492,0.0002204585537918871,6,12,4536,0.08683371167260152,0.08683371167260151
IC2574,9062028-forward,calibration,band_center,59,378,1.0,-0.04643731789526315,-1.5402757694715936,1.6815952035513986,1.1567733576701045,0.0028696977849520223,0.0002690341673392521,1,58,21924,0.4849744499657172,0.4849744499657172
IC2574,9062028-forward,calibration,band_center,59,378,1.0,-0.04643731789526315,-1.5402757694715936,1.6815952035513986,1.1567733576701045,0.0028696977849520223,0.0002690341673392521,2,57,21546,0.3330774810132296,0.33307748101322965
IC2574,9062028-forward,calibration,band_center,59,378,1.0,-0.04643731789526315,-1.5402757694715936,1.6815952035513986,1.1567733576701045,0.0028696977849520223,0.0002690341673392521,3,56,21168,0.3182833098531663,0.3182833098531663
IC2574,9062028-forward,calibration,band_center,59,378,1.0,-0.04643731789526315,-1.5402757694715936,1.6815952035513986,1.1567733576701045,0.0028696977849520223,0.0002690341673392521,6,53,20034,0.24727305686267764,0.24727305686267764
IC2574,9062028-forward,validation,band_ends,24,39,1.1679281760710816,0.12160053016148695,-1.5501809475033936,1.988895786447688,1.1169493628404181,0.0010683760683760685,0.0010683760683760685,1,22,858,0.292166664018866,0.25053047627125974
IC2574,9062028-forward,validation,band_ends,24,39,1.1679281760710816,0.12160053016148695,-1.5501809475033936,1.988895786447688,1.1169493628404181,0.0010683760683760685,0.0010683760683760685,2,20,780,0.043823422593092305,0.037962166095814286
IC2574,9062028-forward,validation,band_ends,24,39,1.1679281760710816,0.12160053016148695,-1.5501809475033936,1.988895786447688,1.1169493628404181,0.0010683760683760685,0.0010683760683760685,3,18,702,0.10190652418903445,0.08812440460662542
IC2574,9062028-forward,validation,band_ends,24,39,1.1679281760710816,0.12160053016148695,-1.5501809475033936,1.988895786447688,1.1169493628404181,0.0010683760683760685,0.0010683760683760685,6,12,468,0.021000717605852398,0.01799325898228118
IC2574,9062028-forward,validation,band_center,59,39,1.8767954103033089,-0.11705870385055528,-1.821966003455969,2.656869531114184,1.6270258421714432,0.03824424163407214,0.001303780964797914,1,58,2262,1.2440018992857185,0.6628758091428261
IC2574,9062028-forward,validation,band_center,59,39,1.8767954103033089,-0.11705870385055528,-1.821966003455969,2.656869531114184,1.6270258421714432,0.03824424163407214,0.001303780964797914,2,57,2223,1.0659486282613964,0.5694879409411445
IC2574,9062028-forward,validation,band_center,59,39,1.8767954103033089,-0.11705870385055528,-1.821966003455969,2.656869531114184,1.6270258421714432,0.03824424163407214,0.001303780964797914,3,56,2184,0.9994991656972334,0.5423706835342527
IC2574,9062028-forward,validation,band_center,59,39,1.8767954103033089,-0.11705870385055528,-1.821966003455969,2.656869531114184,1.6270258421714432,0.03824424163407214,0.001303780964797914,6,53,2067,0.8376065183926249,0.4590178813405248
IC2574,9062028-reverse,calibration,band_ends,24,358,1.0,0.004213310781851824,-1.6136120417067976,1.6394142847927047,1.0107401095522919,0.0016294227188081937,0.0006983240223463687,1,22,7876,0.250944727836083,0.25094472783608307
IC2574,9062028-reverse,calibration,band_ends,24,358,1.0,0.004213310781851824,-1.6136120417067976,1.6394142847927047,1.0107401095522919,0.0016294227188081937,0.0006983240223463687,2,20,7160,0.03962314209969693,0.03962314209969693
IC2574,9062028-reverse,calibration,band_ends,24,358,1.0,0.004213310781851824,-1.6136120417067976,1.6394142847927047,1.0107401095522919,0.0016294227188081937,0.0006983240223463687,3,18,6444,0.07200757931173173,0.07200757931173173
IC2574,9062028-reverse,calibration,band_ends,24,358,1.0,0.004213310781851824,-1.6136120417067976,1.6394142847927047,1.0107401095522919,0.0016294227188081937,0.0006983240223463687,6,12,4296,0.003913557886476306,0.003913557886476307
IC2574,9062028-reverse,calibration,band_center,59,358,1.0,-0.1286117866119027,-1.4177144790980445,1.8893300571194227,1.5653848645987671,0.008190512262096392,0.0,1,58,20764,0.6535648811761393,0.6535648811761393
IC2574,9062028-reverse,calibration,band_center,59,358,1.0,-0.1286117866119027,-1.4177144790980445,1.8893300571194227,1.5653848645987671,0.008190512262096392,0.0,2,57,20406,0.5631297183595876,0.5631297183595876
IC2574,9062028-reverse,calibration,band_center,59,358,1.0,-0.1286117866119027,-1.4177144790980445,1.8893300571194227,1.5653848645987671,0.008190512262096392,0.0,3,56,20048,0.5284392842456005,0.5284392842456005
IC2574,9062028-reverse,calibration,band_center,59,358,1.0,-0.1286117866119027,-1.4177144790980445,1.8893300571194227,1.5653848645987671,0.008190512262096392,0.0,6,53,18974,0.43309791423248595,0.43309791423248595
IC2574,9062028-reverse,validation,band_ends,24,38,1.2317825992585316,-0.09807991834542883,-1.721835125282358,1.8670833603487107,1.210258338386638,0.008771929824561403,0.0021929824561403508,1,22,836,0.4300733322186777,0.3473547181072765
IC2574,9062028-reverse,validation,band_ends,24,38,1.2317825992585316,-0.09807991834542883,-1.721835125282358,1.8670833603487107,1.210258338386638,0.008771929824561403,0.0021929824561403508,2,20,760,0.31533139204939575,0.2550925676799169
IC2574,9062028-reverse,validation,band_ends,24,38,1.2317825992585316,-0.09807991834542883,-1.721835125282358,1.8670833603487107,1.210258338386638,0.008771929824561403,0.0021929824561403508,3,18,684,0.18310627875527466,0.1490996541515541
IC2574,9062028-reverse,validation,band_ends,24,38,1.2317825992585316,-0.09807991834542883,-1.721835125282358,1.8670833603487107,1.210258338386638,0.008771929824561403,0.0021929824561403508,6,12,456,0.15938591384249043,0.13103789574152364
IC2574,9062028-reverse,validation,band_center,59,38,0.8113925010573635,-0.13256809155785942,-1.4274651506421618,1.5448387268820971,1.29539781303245,0.0026761819803746653,0.0,1,58,2204,0.4173437093831657,0.5140423937606345
IC2574,9062028-reverse,validation,band_center,59,38,0.8113925010573635,-0.13256809155785942,-1.4274651506421618,1.5448387268820971,1.29539781303245,0.0026761819803746653,0.0,2,57,2166,0.2934172259952029,0.36303727342387143
IC2574,9062028-reverse,validation,band_center,59,38,0.8113925010573635,-0.13256809155785942,-1.4274651506421618,1.5448387268820971,1.29539781303245,0.0026761819803746653,0.0,3,56,2128,0.3008769048250538,0.37215641171915986
IC2574,9062028-reverse,validation,band_center,59,38,0.8113925010573635,-0.13256809155785942,-1.4274651506421618,1.5448387268820971,1.29539781303245,0.0026761819803746653,0.0,6,53,2014,0.23017056172269382,0.2847648760670597
NGC2841,9062028-forward,calibration,band_ends,38,300,1.0,-0.12300430747668957,-1.3904884967620244,1.6927034697212078,1.4325289360979532,0.017280701754385966,8.771929824561403e-05,1,36,10800,0.4965094721620635,0.49650947216206354
NGC2841,9062028-forward,calibration,band_ends,38,300,1.0,-0.12300430747668957,-1.3904884967620244,1.6927034697212078,1.4325289360979532,0.017280701754385966,8.771929824561403e-05,2,34,10200,0.3991652339108071,0.3991652339108072
NGC2841,9062028-forward,calibration,band_ends,38,300,1.0,-0.12300430747668957,-1.3904884967620244,1.6927034697212078,1.4325289360979532,0.017280701754385966,8.771929824561403e-05,3,32,9600,0.3457649746765235,0.34576497467652356
NGC2841,9062028-forward,calibration,band_ends,38,300,1.0,-0.12300430747668957,-1.3904884967620244,1.6927034697212078,1.4325289360979532,0.017280701754385966,8.771929824561403e-05,6,26,7800,0.21441157429350458,0.2144115742935046
NGC2841,9062028-forward,calibration,band_center,94,300,1.0000000000000002,-0.09514900340162687,-1.5001518625762478,1.7381459070582073,1.304833579866746,0.009326241134751773,7.092198581560284e-05,1,93,27900,0.5695774194857228,0.5695774194857228
NGC2841,9062028-forward,calibration,band_center,94,300,1.0000000000000002,-0.09514900340162687,-1.5001518625762478,1.7381459070582073,1.304833579866746,0.009326241134751773,7.092198581560284e-05,2,92,27600,0.48114951006231066,0.48114951006231066
NGC2841,9062028-forward,calibration,band_center,94,300,1.0000000000000002,-0.09514900340162687,-1.5001518625762478,1.7381459070582073,1.304833579866746,0.009326241134751773,7.092198581560284e-05,3,91,27300,0.46478418510963276,0.46478418510963276
NGC2841,9062028-forward,calibration,band_center,94,300,1.0000000000000002,-0.09514900340162687,-1.5001518625762478,1.7381459070582073,1.304833579866746,0.009326241134751773,7.092198581560284e-05,6,88,26400,0.39190028697899726,0.39190028697899726
NGC2841,9062028-forward,validation,band_ends,38,36,0.8285182961856873,-0.07044324735041263,-1.48973484729866,1.6038010058934826,1.1796337365097802,0.0029239766081871343,0.0,1,36,1296,0.2552622219402626,0.3099970363012271
NGC2841,9062028-forward,validation,band_ends,38,36,0.8285182961856873,-0.07044324735041263,-1.48973484729866,1.6038010058934826,1.1796337365097802,0.0029239766081871343,0.0,2,34,1224,0.18044214425260027,0.2157061555048089
NGC2841,9062028-forward,validation,band_ends,38,36,0.8285182961856873,-0.07044324735041263,-1.48973484729866,1.6038010058934826,1.1796337365097802,0.0029239766081871343,0.0,3,32,1152,0.17027484677933793,0.2054760028347606
NGC2841,9062028-forward,validation,band_ends,38,36,0.8285182961856873,-0.07044324735041263,-1.48973484729866,1.6038010058934826,1.1796337365097802,0.0029239766081871343,0.0,6,26,936,0.15872100050737112,0.18669647454586716
NGC2841,9062028-forward,validation,band_center,94,36,1.1421287858564482,0.06081718022037023,-1.6825721865391676,1.8993201583730255,1.0545567233611768,0.0032505910165484633,0.005023640661938535,1,93,3348,0.6192335958198496,0.5377454211522883
NGC2841,9062028-forward,validation,band_center,94,36,1.1421287858564482,0.06081718022037023,-1.6825721865391676,1.8993201583730255,1.0545567233611768,0.0032505910165484633,0.005023640661938535,2,92,3312,0.5095965171082902,0.4389796412752614
NGC2841,9062028-forward,validation,band_center,94,36,1.1421287858564482,0.06081718022037023,-1.6825721865391676,1.8993201583730255,1.0545567233611768,0.0032505910165484633,0.005023640661938535,3,91,3276,0.4859124609005653,0.41506177155677293
NGC2841,9062028-forward,validation,band_center,94,36,1.1421287858564482,0.06081718022037023,-1.6825721865391676,1.8993201583730255,1.0545567233611768,0.0032505910165484633,0.005023640661938535,6,88,3168,0.4786533626148669,0.4006398883675167
NGC2841,9062028-reverse,calibration,band_ends,38,421,1.0,0.0009639772960343721,-1.6336001405479317,1.6015496555480286,0.979212537935318,0.0017502187773471684,0.00012501562695336918,1,36,15156,0.41604398195903375,0.41604398195903375
NGC2841,9062028-reverse,calibration,band_ends,38,421,1.0,0.0009639772960343721,-1.6336001405479317,1.6015496555480286,0.979212537935318,0.0017502187773471684,0.00012501562695336918,2,34,14314,0.3157553342691166,0.3157553342691166
NGC2841,9062028-reverse,calibration,band_ends,38,421,1.0,0.0009639772960343721,-1.6336001405479317,1.6015496555480286,0.979212537935318,0.0017502187773471684,0.00012501562695336918,3,32,13472,0.2874301860097682,0.2874301860097682
NGC2841,9062028-reverse,calibration,band_ends,38,421,1.0,0.0009639772960343721,-1.6336001405479317,1.6015496555480286,0.979212537935318,0.0017502187773471684,0.00012501562695336918,6,26,10946,0.24848040501658514,0.24848040501658514
NGC2841,9062028-reverse,calibration,band_center,94,421,1.0,0.02599124671898921,-1.675281551053968,1.6054282940608655,0.9283855295925678,0.0005559205538990246,0.0005053823217263861,1,93,39153,0.5224713981345276,0.5224713981345277
NGC2841,9062028-reverse,calibration,band_center,94,421,1.0,0.02599124671898921,-1.675281551053968,1.6054282940608655,0.9283855295925678,0.0005559205538990246,0.0005053823217263861,2,92,38732,0.42111321993976947,0.42111321993976947
NGC2841,9062028-reverse,calibration,band_center,94,421,1.0,0.02599124671898921,-1.675281551053968,1.6054282940608655,0.9283855295925678,0.0005559205538990246,0.0005053823217263861,3,91,38311,0.41201920498567285,0.41201920498567285
NGC2841,9062028-reverse,calibration,band_center,94,421,1.0,0.02599124671898921,-1.675281551053968,1.6054282940608655,0.9283855295925678,0.0005559205538990246,0.0005053823217263861,6,88,37048,0.36927146811858513,0.36927146811858513
NGC2841,9062028-reverse,validation,band_ends,38,33,2.917550544580935,-0.029591729035324296,-1.7005543326606316,2.5009226622605834,1.514405161315833,0.03907496012759171,0.0023923444976076554,1,36,1188,2.0613651659006242,0.7256796927381068
NGC2841,9062028-reverse,validation,band_ends,38,33,2.917550544580935,-0.029591729035324296,-1.7005543326606316,2.5009226622605834,1.514405161315833,0.03907496012759171,0.0023923444976076554,2,34,1122,1.7701723906824225,0.6427392098053807
NGC2841,9062028-reverse,validation,band_ends,38,33,2.917550544580935,-0.029591729035324296,-1.7005543326606316,2.5009226622605834,1.514405161315833,0.03907496012759171,0.0023923444976076554,3,32,1056,1.5761776752795593,0.5816554428027468
NGC2841,9062028-reverse,validation,band_ends,38,33,2.917550544580935,-0.029591729035324296,-1.7005543326606316,2.5009226622605834,1.514405161315833,0.03907496012759171,0.0023923444976076554,6,26,858,0.9539319960425214,0.3687847268478944
NGC2841,9062028-reverse,validation,band_center,94,33,2.3709581320169844,-0.05007032372380006,-1.8524941508525912,2.0100095843988877,1.142949775250328,0.027724049000644745,0.0051579626047711154,1,93,3069,1.6924492487738638,0.7379080057558667
NGC2841,9062028-reverse,validation,band_center,94,33,2.3709581320169844,-0.05007032372380006,-1.8524941508525912,2.0100095843988877,1.142949775250328,0.027724049000644745,0.0051579626047711154,2,92,3036,1.4391728544667843,0.6592209978199144
NGC2841,9062028-reverse,validation,band_center,94,33,2.3709581320169844,-0.05007032372380006,-1.8524941508525912,2.0100095843988877,1.142949775250328,0.027724049000644745,0.0051579626047711154,3,91,3003,1.3039776980513473,0.6178091033602349
NGC2841,9062028-reverse,validation,band_center,94,33,2.3709581320169844,-0.05007032372380006,-1.8524941508525912,2.0100095843988877,1.142949775250328,0.027724049000644745,0.0051579626047711154,6,88,2904,0.9675198133665507,0.49493487055096125
NGC2903,9062028-forward,calibration,band_ends,26,364,1.0,-0.13634577826280558,-1.4160941103526932,1.884185526119786,1.5788505081174604,0.014792899408284023,0.0,1,24,8736,0.529681543075472,0.529681543075472
NGC2903,9062028-forward,calibration,band_ends,26,364,1.0,-0.13634577826280558,-1.4160941103526932,1.884185526119786,1.5788505081174604,0.014792899408284023,0.0,2,22,8008,0.4239237526259855,0.42392375262598553
NGC2903,9062028-forward,calibration,band_ends,26,364,1.0,-0.13634577826280558,-1.4160941103526932,1.884185526119786,1.5788505081174604,0.014792899408284023,0.0,3,20,7280,0.33910580042395605,0.3391058004239561
NGC2903,9062028-forward,calibration,band_ends,26,364,1.0,-0.13634577826280558,-1.4160941103526932,1.884185526119786,1.5788505081174604,0.014792899408284023,0.0,6,14,5096,0.15069986520108974,0.15069986520108977
NGC2903,9062028-forward,calibration,band_center,61,364,1.0000000000000002,-0.08275339136152093,-1.508212497854837,1.7923306901170253,1.315424674715029,0.00351288056206089,0.0,1,60,21840,0.603160276534141,0.603160276534141
NGC2903,9062028-forward,calibration,band_center,61,364,1.0000000000000002,-0.08275339136152093,-1.508212497854837,1.7923306901170253,1.315424674715029,0.00351288056206089,0.0,2,59,21476,0.4701998834778826,0.4701998834778826
NGC2903,9062028-forward,calibration,band_center,61,364,1.0000000000000002,-0.08275339136152093,-1.508212497854837,1.7923306901170253,1.315424674715029,0.00351288056206089,0.0,3,58,21112,0.43561182306318114,0.43561182306318114
NGC2903,9062028-forward,calibration,band_center,61,364,1.0000000000000002,-0.08275339136152093,-1.508212497854837,1.7923306901170253,1.315424674715029,0.00351288056206089,0.0,6,55,20020,0.3093491351108593,0.3093491351108593
NGC2903,9062028-forward,validation,band_ends,26,38,0.9597799622346699,-0.19242701531719453,-1.6248009055254216,1.6880778813588868,1.3128589605907355,0.004048582995951417,0.0020242914979757085,1,24,912,0.26015979527162914,0.27657429309334414
NGC2903,9062028-forward,validation,band_ends,26,38,0.9597799622346699,-0.19242701531719453,-1.6248009055254216,1.6880778813588868,1.3128589605907355,0.004048582995951417,0.0020242914979757085,2,22,836,0.12708216322847163,0.1328342311549665
NGC2903,9062028-forward,validation,band_ends,26,38,0.9597799622346699,-0.19242701531719453,-1.6248009055254216,1.6880778813588868,1.3128589605907355,0.004048582995951417,0.0020242914979757085,3,20,760,0.11716339182155469,0.12006723583669336
NGC2903,9062028-forward,validation,band_ends,26,38,0.9597799622346699,-0.19242701531719453,-1.6248009055254216,1.6880778813588868,1.3128589605907355,0.004048582995951417,0.0020242914979757085,6,14,532,0.09056818908459377,0.0911635356692188
NGC2903,9062028-forward,validation,band_center,61,38,0.9794997087466446,-0.10971744846906609,-1.5382823597588984,1.6463467495922686,1.2292505466033097,0.004314063848144953,0.0,1,60,2280,0.5227775603763015,0.5323793082325562
NGC2903,9062028-forward,validation,band_center,61,38,0.9794997087466446,-0.10971744846906609,-1.5382823597588984,1.6463467495922686,1.2292505466033097,0.004314063848144953,0.0,2,59,2242,0.3918542066475811,0.39654144581021683
NGC2903,9062028-forward,validation,band_center,61,38,0.9794997087466446,-0.10971744846906609,-1.5382823597588984,1.6463467495922686,1.2292505466033097,0.004314063848144953,0.0,3,58,2204,0.3607956070031066,0.36332168412389293
NGC2903,9062028-forward,validation,band_center,61,38,0.9794997087466446,-0.10971744846906609,-1.5382823597588984,1.6463467495922686,1.2292505466033097,0.004314063848144953,0.0,6,55,2090,0.2675997103631073,0.2655583242647106
NGC2903,9062028-reverse,calibration,band_ends,26,358,1.0,-0.037810488309738266,-1.568265269256125,1.6902450202474053,1.1291124246667168,0.005264288783841857,0.0,1,24,8592,0.36503387618047306,0.36503387618047306
NGC2903,9062028-reverse,calibration,band_ends,26,358,1.0,-0.037810488309738266,-1.568265269256125,1.6902450202474053,1.1291124246667168,0.005264288783841857,0.0,2,22,7876,0.24450732785997792,0.24450732785997792
NGC2903,9062028-reverse,calibration,band_ends,26,358,1.0,-0.037810488309738266,-1.568265269256125,1.6902450202474053,1.1291124246667168,0.005264288783841857,0.0,3,20,7160,0.19229763621044754,0.19229763621044754
NGC2903,9062028-reverse,calibration,band_ends,26,358,1.0,-0.037810488309738266,-1.568265269256125,1.6902450202474053,1.1291124246667168,0.005264288783841857,0.0,6,14,5012,0.10661347408915488,0.10661347408915488
NGC2903,9062028-reverse,calibration,band_center,61,358,1.0,-0.04576023551576823,-1.5555509197856672,1.689089643009725,1.1490664875604448,0.002655920871874714,0.0003663339133620295,1,60,21480,0.4986683932248587,0.4986683932248587
NGC2903,9062028-reverse,calibration,band_center,61,358,1.0,-0.04576023551576823,-1.5555509197856672,1.689089643009725,1.1490664875604448,0.002655920871874714,0.0003663339133620295,2,59,21122,0.3511643645816515,0.3511643645816515
NGC2903,9062028-reverse,calibration,band_center,61,358,1.0,-0.04576023551576823,-1.5555509197856672,1.689089643009725,1.1490664875604448,0.002655920871874714,0.0003663339133620295,3,58,20764,0.34310596605968996,0.34310596605968996
NGC2903,9062028-reverse,calibration,band_center,61,358,1.0,-0.04576023551576823,-1.5555509197856672,1.689089643009725,1.1490664875604448,0.002655920871874714,0.0003663339133620295,6,55,19690,0.270754981423781,0.270754981423781
NGC2903,9062028-reverse,validation,band_ends,26,36,4.007053330989083,-0.02606412930996506,-1.7560136500429278,3.083114557305181,1.797265555643391,0.053418803418803416,0.0,1,24,864,3.059016731250795,0.7741036201482097
NGC2903,9062028-reverse,validation,band_ends,26,36,4.007053330989083,-0.02606412930996506,-1.7560136500429278,3.083114557305181,1.797265555643391,0.053418803418803416,0.0,2,22,792,2.2528434365190235,0.6364900622360322
NGC2903,9062028-reverse,validation,band_ends,26,36,4.007053330989083,-0.02606412930996506,-1.7560136500429278,3.083114557305181,1.797265555643391,0.053418803418803416,0.0,3,20,720,1.5557776565102301,0.4745320651898357
NGC2903,9062028-reverse,validation,band_ends,26,36,4.007053330989083,-0.02606412930996506,-1.7560136500429278,3.083114557305181,1.797265555643391,0.053418803418803416,0.0,6,14,504,0.3386053630281579,0.09705399393708085
