model,x,y,z,gx,gy,gz
newton,-1.5,1.8369701987210297e-16,0.0,2964.8765263070018,2256.3190426564774,0.0
newton,-1.3858192987669302,-0.5740251485476345,0.0,2647.2062964764546,2853.3953166974197,0.0
newton,-1.0606601717798214,-1.0606601717798212,0.0,1304.0108321151909,2561.650995478284,0.0
newton,-0.5740251485476355,-1.3858192987669298,0.0,729.5747069538993,2832.8113327574656,0.0
newton,-2.755455298081545e-16,-1.5,0.0,-41.388280629849454,2673.147979321773,0.0
newton,0.574025148547635,-1.38581929876693,0.0,-599.1831673236613,2751.1530653253967,0.0
newton,1.060660171779821,-1.0606601717798214,0.0,-1437.5958729956817,3047.596282713863,0.0
newton,1.3858192987669298,-0.5740251485476355,0.0,-3398.756347475792,4454.31508790983,0.0
newton,2.0,0.0,0.0,-3274.536331481155,-39.81109161864151,0.0
newton,1.8477590650225735,0.7653668647301796,0.0,-1875.2977418396495,-1628.442000147466,0.0
newton,1.4142135623730951,1.4142135623730951,0.0,-1048.3145467608988,-1630.1054081526534,0.0
newton,0.7653668647301797,1.8477590650225735,0.0,-963.9002325768352,-1760.6449221414607,0.0
newton,1.2246467991473532e-16,2.0,0.0,29.12291105894796,-2800.9933295733936,0.0
newton,-0.7653668647301795,1.8477590650225735,0.0,711.5150587301409,-1725.5135820998994,0.0
newton,-1.414213562373095,1.4142135623730951,0.0,1167.0944633858267,-1891.474072823164,0.0
newton,-1.8477590650225735,0.7653668647301798,0.0,2105.920689001055,-1686.4615459860047,0.0
newton,-2.0,2.4492935982947064e-16,0.0,2727.1318784566843,558.2030748270918,0.0
newton,-1.8477590650225737,-0.7653668647301793,0.0,1890.3276767044558,1725.5063695814113,0.0
newton,-1.4142135623730954,-1.414213562373095,0.0,921.5227850076847,1682.5406690623397,0.0
newton,-0.7653668647301807,-1.847759065022573,0.0,376.7422647025073,1628.7279719469639,0.0
newton,-3.6739403974420594e-16,-2.0,0.0,-18.626586037723975,1630.469967989833,0.0
newton,0.76536686473018,-1.8477590650225733,0.0,-475.2928255239819,1655.4428482549645,0.0
newton,1.4142135623730947,-1.4142135623730954,0.0,-959.9736104389867,1823.3563388265407,0.0
newton,1.847759065022573,-0.7653668647301808,0.0,-2182.829298599409,1589.8500097499414,0.0
newton,2.5,0.0,0.0,-1848.2821488571208,26.28807370152208,0.0
newton,2.309698831278217,0.9567085809127245,0.0,-1307.568078403612,-1060.3539250156832,0.0
newton,1.7677669529663689,1.7677669529663689,0.0,-888.9986484224885,-1024.590306022561,0.0
newton,0.9567085809127246,2.309698831278217,0.0,-550.76574214387,-1272.68295971729,0.0
newton,1.5308084989341916e-16,2.5,0.0,-31.471591076500857,-1446.657967864423,0.0
newton,-0.9567085809127243,2.309698831278217,0.0,496.3232111004984,-1339.1860397233336,0.0
newton,-1.7677669529663687,1.7677669529663689,0.0,924.9669249955887,-1201.4261242966932,0.0
newton,-2.309698831278217,0.9567085809127247,0.0,1516.2424976253099,-978.4334017261588,0.0
newton,-2.5,3.061616997868383e-16,0.0,2084.972314494844,105.36381714307913,0.0
newton,-2.309698831278217,-0.9567085809127241,0.0,1392.9340698904516,1029.4429470858497,0.0
newton,-1.7677669529663693,-1.7677669529663687,0.0,749.9454513400551,1218.4097789618845,0.0
newton,-0.9567085809127258,-2.309698831278216,0.0,355.9328174630469,1198.8570856468,0.0
newton,-4.592425496802574e-16,-2.5,0.0,-18.22217237289414,1001.1136931212313,0.0
newton,0.956708580912725,-2.3096988312782165,0.0,-366.1526431318594,1171.4353517767404,0.0
newton,1.7677669529663684,-1.7677669529663693,0.0,-745.560470432805,1237.8043637677033,0.0
newton,2.309698831278216,-0.956708580912726,0.0,-1475.2134213545005,852.2430217899357,0.0
newton,3.0,0.0,0.0,-1298.9252280736291,-85.19011775568288,0.0
newton,2.77163859753386,1.1480502970952693,0.0,-1084.7440977903775,-514.3375631954663,0.0
newton,2.121320343559643,2.121320343559643,0.0,-715.3051676554343,-719.1165476390684,0.0
newton,1.1480502970952695,2.77163859753386,0.0,-416.17180550516247,-1002.1104990017456,0.0
newton,1.8369701987210297e-16,3.0,0.0,-59.30464014758398,-1033.7594714206716,0.0
newton,-1.1480502970952693,2.77163859753386,0.0,376.51761387530206,-933.039788572955,0.0
newton,-2.1213203435596424,2.121320343559643,0.0,701.1796395626566,-980.8052396361372,0.0
newton,-2.77163859753386,1.1480502970952697,0.0,1204.4309758079812,-724.0980510233699,0.0
newton,-3.0,3.6739403974420594e-16,0.0,1357.1830635343363,47.0355296528721,0.0
newton,-2.7716385975338604,-1.148050297095269,0.0,1075.4151791695197,749.4854931445662,0.0
newton,-2.121320343559643,-2.1213203435596424,0.0,592.5959386629905,845.3250465429393,0.0
newton,-1.148050297095271,-2.7716385975338595,0.0,284.5617785758705,897.1229808480089,0.0
newton,-5.51091059616309e-16,-3.0,0.0,-9.565545860706404,940.4962316996863,0.0
newton,1.14805029709527,-2.77163859753386,0.0,-303.08845556916737,870.9262058185615,0.0
newton,2.121320343559642,-2.121320343559643,0.0,-609.2904365715278,875.0851214920095,0.0
newton,2.7716385975338595,-1.148050297095271,0.0,-870.4963451965947,544.0555952726737,0.0
newton,0.5,0.0,0.2,-1242.2246759396076,-703.4138854305318,-2799.3754472369096
newton,0.46193976625564337,0.1913417161825449,0.2,-1506.1014203926864,-2577.0282727075887,-2459.771189817694
newton,0.3535533905932738,0.3535533905932738,0.2,-1129.8954444664946,-2315.596976120602,-2143.5623436213673
newton,0.19134171618254492,0.46193976625564337,0.2,-364.29541460855995,-2613.3351442793205,-2108.500533574218
newton,3.061616997868383e-17,0.5,0.2,-661.4068284153005,-3048.881714339403,-1976.352149052016
newton,-0.19134171618254486,0.46193976625564337,0.2,-1395.4832911798262,-1830.599715988049,-2389.8573322134052
newton,-0.35355339059327373,0.3535533905932738,0.2,248.90525445643019,-500.19833573464246,-2452.621394036066
newton,-0.46193976625564337,0.19134171618254495,0.2,1058.103406852126,-1165.6842565592221,-2361.3540176516644
newton,-0.5,6.123233995736766e-17,0.2,1905.4582982354243,-1314.5644790297958,-2820.741388626967
newton,-0.4619397662556434,-0.19134171618254484,0.2,1707.076271157017,1498.0298464541777,-3071.096605343068
newton,-0.35355339059327384,-0.35355339059327373,0.2,1462.7692131141448,4084.7709490299308,-2864.7215018919237
newton,-0.19134171618254517,-0.46193976625564326,0.2,695.4452735470048,5429.149415199672,-2334.362753643067
newton,-9.184850993605148e-17,-0.5,0.2,589.3941147459703,4738.516674422578,-2355.5475499733
newton,0.191341716182545,-0.4619397662556433,0.2,-480.5759978555448,4306.6869970961725,-2525.8838609229824
newton,0.3535533905932737,-0.35355339059327384,0.2,-998.8049086979822,2918.421972122107,-2804.880293802916
newton,0.46193976625564326,-0.1913417161825452,0.2,-999.220767015345,811.7599973158165,-2822.9479890100943
newton,1.0,0.0,0.2,-2437.3529741972948,-2541.2501800441737,-2206.897003889014
newton,0.9238795325112867,0.3826834323650898,0.2,-1982.87453770871,-2018.641243095264,-1613.6528188805173
newton,0.7071067811865476,0.7071067811865476,0.2,-1313.6896452982562,-3090.378937468553,-1463.3551889598662
newton,0.38268343236508984,0.9238795325112867,0.2,-866.0913362544893,-3463.8705224766127,-1006.3173388903344
newton,6.123233995736766e-17,1.0,0.2,-623.8392937076597,-3218.2668482627923,-988.1746959914689
newton,-0.3826834323650897,0.9238795325112867,0.2,208.45966350294677,-4161.71349210542,-1274.6692661812044
newton,-0.7071067811865475,0.7071067811865476,0.2,1391.6829799704203,-4602.480600199512,-2189.110678021113
newton,-0.9238795325112867,0.3826834323650899,0.2,1498.085739833283,-809.668277992857,-2805.1620306216205
newton,-1.0,1.2246467991473532e-16,0.2,2906.17950775864,305.46178747731835,-2304.7932828614603
newton,-0.9238795325112868,-0.38268343236508967,0.2,2829.06754642644,1666.455295252438,-2040.2431169285412
newton,-0.7071067811865477,-0.7071067811865475,0.2,1161.9628815714016,3820.9734956355846,-1247.6760891545518
newton,-0.38268343236509034,-0.9238795325112865,0.2,719.5982989145633,3048.4419570936,-1017.8308414312661
newton,-1.8369701987210297e-16,-1.0,0.2,-181.98355558725538,3216.4203124708592,-1087.2214879730163
newton,0.38268343236509,-0.9238795325112866,0.2,-286.2983438624453,3771.4224660562672,-1222.1202164131512
newton,0.7071067811865474,-0.7071067811865477,0.2,-867.1973542719567,3777.2143554142103,-1773.92675902759
newton,0.9238795325112865,-0.3826834323650904,0.2,-462.8389549708556,4146.980228031675,-2845.207129322532
newton,1.5,0.0,0.2,-2630.495196679207,-478.21114003782714,-1647.6745544686682
newton,1.38581929876693,0.5740251485476346,0.2,-2565.731742976983,-2960.2229052726493,-1172.861813142583
newton,1.0606601717798214,1.0606601717798214,0.2,-1283.0245151309346,-2585.901085154385,-678.1518878908662
newton,0.5740251485476348,1.38581929876693,0.2,-1006.952651100268,-2013.6058577238964,-534.1786863299432
newton,9.184850993605148e-17,1.5,0.2,45.50130693705104,1170.7955332388426,-1360.962122978721
newton,-0.5740251485476346,1.38581929876693,0.2,839.7431113711899,-2477.725487518541,-565.5616283841979
newton,-1.0606601717798212,1.0606601717798214,0.2,1359.0496810920165,-3194.974759531585,-865.5988834422518
newton,-1.38581929876693,0.5740251485476349,0.2,3016.883032567693,-3122.906569653493,-1493.3018573063155
newton,-1.5,1.8369701987210297e-16,0.2,2797.1299499224465,1852.793779330381,-1459.0155743307353
newton,-1.3858192987669302,-0.5740251485476345,0.2,2517.3037810393444,2598.6608597196764,-1272.4433323972366
newton,-1.0606601717798214,-1.0606601717798212,0.2,1257.9283836081033,2496.3622872417995,-651.9299134834
newton,-0.5740251485476355,-1.3858192987669298,0.2,687.4298119190933,2675.728363969363,-542.2450233815655
newton,-2.755455298081545e-16,-1.5,0.2,-31.77776926179476,2567.360719627669,-458.04370699712024
newton,0.574025148547635,-1.38581929876693,0.2,-584.7347372490229,2663.5083401634984,-476.7627784942275
newton,1.060660171779821,-1.0606601717798214,0.2,-1402.378445226721,2923.909690355301,-663.5323544192878
newton,1.3858192987669298,-0.5740251485476355,0.2,-3162.117450130603,3904.274128850387,-1381.3066597751013
newton,2.0,0.0,0.2,-3059.950553759986,-33.411461631263954,-846.5416906194966
newton,1.8477590650225735,0.7653668647301796,0.2,-1830.2699429598151,-1539.767122543921,-551.7346227171565
newton,1.4142135623730951,1.4142135623730951,0.2,-1042.5677894314972,-1579.8719058644165,-347.79139128770083
newton,0.7653668647301797,1.8477590650225735,0.2,-904.6274743928257,-1709.3148860481951,-356.9160614764752
newton,1.2246467991473532e-16,2.0,0.2,18.54455468280029,-2643.0787032690373,-485.16521759699674
newton,-0.7653668647301795,1.8477590650225735,0.2,690.6210503759748,-1707.4029815233025,-377.65005552344496
newton,-1.414213562373095,1.4142135623730951,0.2,1143.7797070695133,-1852.982904865872,-396.03916965391494
newton,-1.8477590650225735,0.7653668647301798,0.2,2073.9962480499057,-1608.0005935733088,-650.0838698815065
newton,-2.0,2.4492935982947064e-16,0.2,2623.9198483960377,511.1659533440673,-844.553308703835
newton,-1.8477590650225737,-0.7653668647301793,0.2,1824.0932992715698,1640.1583722847445,-590.3373004772218
newton,-1.4142135623730954,-1.414213562373095,0.2,920.764917283551,1640.6220728063045,-371.83892906219415
newton,-0.7653668647301807,-1.847759065022573,0.2,389.0119962741775,1604.6448833316094,-273.0359198205808
newton,-3.6739403974420594e-16,-2.0,0.2,-13.679480444542152,1600.3267080826276,-253.184351838351
newton,0.76536686473018,-1.8477590650225733,0.2,-464.0778854924001,1637.5309244347136,-267.96528763876694
newton,1.4142135623730947,-1.4142135623730954,0.2,-951.5740547867372,1776.4763085030415,-333.00114172095107
newton,1.847759065022573,-0.7653668647301808,0.2,-2096.9981408728727,1519.2584783294042,-600.9420895396042
newton,2.5,0.0,0.2,-1822.8573876430135,9.044521509816693,-405.87166845997274
newton,2.309698831278217,0.9567085809127245,0.2,-1315.0010034922648,-997.3899998831565,-355.22713107012476
newton,1.7677669529663689,1.7677669529663689,0.2,-880.2668901306955,-1029.7195443784353,-223.51046137781444
newton,0.9567085809127246,2.309698831278217,0.2,-534.6713822632238,-1252.0304689161917,-207.23344232344607
newton,1.5308084989341916e-16,2.5,0.2,-30.548500688630238,-1431.7043176082298,-209.9651369239291
newton,-0.9567085809127243,2.309698831278217,0.2,487.3016981160322,-1318.1443095272919,-199.54078964882666
newton,-1.7677669529663687,1.7677669529663689,0.2,904.1984086301309,-1201.4254186510793,-247.8464209812333
newton,-2.309698831278217,0.9567085809127247,0.2,1497.471833966891,-954.8479965586773,-372.0645361084752
newton,-2.5,3.061616997868383e-16,0.2,2001.9540271593753,109.3974330417169,-435.23252859448553
newton,-2.309698831278217,-0.9567085809127241,0.2,1367.5893667553262,998.3348649440734,-320.5599742119988
newton,-1.7677669529663693,-1.7677669529663687,0.2,748.7584998781665,1186.6578436355455,-232.0509138065108
newton,-0.9567085809127258,-2.309698831278216,0.2,352.41344368409233,1180.3757663287001,-185.98234477633886
newton,-4.592425496802574e-16,-2.5,0.2,-20.53750600605755,1019.8891784642196,-200.13644671844082
newton,0.956708580912725,-2.3096988312782165,0.2,-369.0405662870266,1154.5290997342,-188.9314146111106
newton,1.7677669529663684,-1.7677669529663693,0.2,-743.1615459738233,1209.5458389495275,-225.292361408832
newton,2.309698831278216,-0.956708580912726,0.2,-1437.856981554007,842.675171870626,-305.4711387103597
newton,3.0,0.0,0.2,-1283.2960420219438,-71.9143689822071,-199.44530131047068
newton,2.77163859753386,1.1480502970952693,0.2,-1069.609520459747,-521.2575126447882,-175.2411337036148
newton,2.121320343559643,2.121320343559643,0.2,-710.5823606549836,-727.638417004234,-160.0347493097884
newton,1.1480502970952695,2.77163859753386,0.2,-407.821868160923,-973.3512889910145,-159.46677860536045
newton,1.8369701987210297e-16,3.0,0.2,-53.66419606324416,-1023.6801664798048,-132.51329750157166
newton,-1.1480502970952693,2.77163859753386,0.2,371.643671162152,-925.3794071780728,-131.4663535835055
newton,-2.1213203435596424,2.121320343559643,0.2,699.4567224725145,-948.7780211256869,-156.10582745041916
newton,-2.77163859753386,1.1480502970952697,0.2,1183.1693459671515,-696.6817153617537,-209.60089914187293
newton,-3.0,3.6739403974420594e-16,0.2,1337.866310812683,41.60967190012208,-251.9046547280363
newton,-2.7716385975338604,-1.148050297095269,0.2,1053.2881466701292,711.5361392737501,-202.61406597511126
newton,-2.121320343559643,-2.1213203435596424,0.2,593.4873342164007,835.9731001676461,-155.42376292209187
newton,-1.148050297095271,-2.7716385975338595,0.2,284.8598003358352,891.4489219256192,-129.2914368268362
newton,-5.51091059616309e-16,-3.0,0.2,-4.805146081641054,920.0538822396943,-175.31039509160325
newton,1.14805029709527,-2.77163859753386,0.2,-307.91589511007413,871.7800977345371,-130.79505307112416
newton,2.121320343559642,-2.121320343559643,0.2,-605.5897795809719,868.225864616165,-139.4774088737457
newton,2.7716385975338595,-1.148050297095271,0.2,-878.190458850626,539.9936389000512,-214.06822794162082
newton,0.5,0.0,0.5,-1096.5538838716893,-445.70999045309145,-3982.0090457277547
newton,0.46193976625564337,0.1913417161825449,0.5,-1214.3588675375627,-1740.8838444587352,-3659.31054832362
newton,0.3535533905932738,0.3535533905932738,0.5,-942.9749237365261,-1861.7207420716472,-3354.784875320073
newton,0.19134171618254492,0.46193976625564337,0.5,-438.5245904997076,-2156.4801621018714,-3237.0390640369196
newton,3.061616997868383e-17,0.5,0.5,-448.6628912757441,-2379.631145001244,-3158.901098684437
newton,-0.19134171618254486,0.46193976625564337,0.5,-665.8499020571285,-1680.4950964054256,-3511.2301841034955
newton,-0.35355339059327373,0.3535533905932738,0.5,341.38843372569636,-810.3713062273378,-3679.75109125237
newton,-0.46193976625564337,0.19134171618254495,0.5,922.2376688816985,-863.4401529965439,-3698.3304949666026
newton,-0.5,6.123233995736766e-17,0.5,1421.9942388931522,-598.1644010221064,-4002.9346666460037
newton,-0.4619397662556434,-0.19134171618254484,0.5,1302.1503131944633,1197.7769376049876,-4138.002135881902
newton,-0.35355339059327384,-0.35355339059327373,0.5,1066.4128319989375,2822.1932567073977,-3889.4826263011064
newton,-0.19134171618254517,-0.46193976625564326,0.5,537.721886672799,3661.8028516470267,-3472.7182330672385
newton,-9.184850993605148e-17,-0.5,0.5,302.88559832387574,3385.636243226152,-3434.0466110990965
newton,0.191341716182545,-0.4619397662556433,0.5,-385.24324636948165,3072.060297224238,-3591.113412980003
newton,0.3535533905932737,-0.35355339059327384,0.5,-768.5625457456277,2169.879401607259,-3877.9124839372957
newton,0.46193976625564326,-0.1913417161825452,0.5,-894.8289212107343,768.2997384854693,-4009.7789700045964
newton,1.0,0.0,0.5,-2034.7008729326408,-1441.6273822531948,-3309.2480564334546
newton,0.9238795325112867,0.3826834323650898,0.5,-1730.7123075708241,-1681.4084808307537,-2615.7907137486536
newton,0.7071067811865476,0.7071067811865476,0.5,-1196.7866271460302,-2484.771556209614,-2262.26558536643
newton,0.38268343236508984,0.9238795325112867,0.5,-775.6405521717944,-2750.4078106443158,-1821.0243289982132
newton,6.123233995736766e-17,1.0,0.5,-423.8629060275853,-2664.3667756634823,-1831.6516699968488
newton,-0.3826834323650897,0.9238795325112867,0.5,286.71184814069954,-3210.691434066195,-2173.034883397827
newton,-0.7071067811865475,0.7071067811865476,0.5,1163.0193290091695,-3278.665624372637,-3031.0925446698366
newton,-0.9238795325112867,0.3826834323650899,0.5,1471.8085748852286,-823.9551404812997,-3629.3334744946774
newton,-1.0,1.2246467991473532e-16,0.5,2307.687013032009,289.0333619543012,-3226.8309466502833
newton,-0.9238795325112868,-0.38268343236508967,0.5,2127.9722368332227,1516.9173792102968,-2956.7358333391867
newton,-0.7071067811865477,-0.7071067811865475,0.5,1069.5029265442895,2962.227933168171,-2161.0423395418047
newton,-0.38268343236509034,-0.9238795325112865,0.5,607.5962480681969,2667.5805497254714,-1807.189816520911
newton,-1.8369701987210297e-16,-1.0,0.5,-48.92975043149598,2790.5512351321663,-1791.7433412295359
newton,0.38268343236509,-0.9238795325112866,0.5,-349.74422601251433,3049.372266635088,-1984.9888687514194
newton,0.7071067811865474,-0.7071067811865477,0.5,-881.2836632398684,2978.4482642537705,-2591.2784402518478
newton,0.9238795325112865,-0.3826834323650904,0.5,-944.4602444675971,2695.9118954801993,-3681.5276993405655
newton,1.5,0.0,0.5,-2332.7718148065105,-291.66919269664504,-2404.5476491046866
newton,1.38581929876693,0.5740251485476346,0.5,-2066.679507912731,-2104.52613022591,-1832.430410966485
newton,1.0606601717798214,1.0606601717798214,0.5,-1200.0938076320056,-2120.2476946581355,-1220.9303122224346
newton,0.5740251485476348,1.38581929876693,0.5,-875.6394431353435,-1843.994110253655,-1054.0920592921448
newton,9.184850993605148e-17,1.5,0.5,-12.004059377185584,-306.90747613256127,-1722.2001478019374
newton,-0.5740251485476346,1.38581929876693,0.5,698.6329168323971,-2175.2159652943747,-1141.6355312327385
newton,-1.0606601717798212,1.0606601717798214,0.5,1206.7582677893945,-2545.622062028774,-1510.3325493465645
newton,-1.38581929876693,0.5740251485476349,0.5,2363.3918716033545,-2109.3919763516906,-2260.1319241404026
newton,-1.5,1.8369701987210297e-16,0.5,2318.546272190295,1050.8137219541752,-2248.7995203592004
newton,-1.3858192987669302,-0.5740251485476345,0.5,2067.5999917636664,1965.7863545241764,-1894.5075046349034
newton,-1.0606601717798214,-1.0606601717798212,0.5,1113.706070622436,2155.022982435196,-1190.5914668381363
newton,-0.5740251485476355,-1.3858192987669298,0.5,579.7139698212115,2249.1835276711868,-992.2880968051118
newton,-2.755455298081545e-16,-1.5,0.5,-10.703708107823093,2226.768546256004,-890.1840454904886
newton,0.574025148547635,-1.38581929876693,0.5,-521.1140208005049,2306.389798330525,-956.5847683309772
newton,1.060660171779821,-1.0606601717798214,0.5,-1218.8314384012776,2428.6908782588193,-1263.0287959878917
newton,1.3858192987669298,-0.5740251485476355,0.5,-2467.778173484809,2624.926077528217,-2137.7025850131704
newton,2.0,0.0,0.5,-2463.373335555778,-31.64543121796305,-1337.9450930308958
newton,1.8477590650225735,0.7653668647301796,0.5,-1639.1517202453558,-1268.1559884881708,-987.2620059393988
newton,1.4142135623730951,1.4142135623730951,0.5,-991.0484608060365,-1413.1998175139665,-682.3092419138238
newton,0.7653668647301797,1.8477590650225735,0.5,-756.3239718394251,-1545.8021575846933,-674.7984506597633
newton,1.2246467991473532e-16,2.0,0.5,-7.930094302341132,-2151.383231160449,-860.9592092488456
newton,-0.7653668647301795,1.8477590650225735,0.5,610.4146561448821,-1593.9651261707788,-691.5166886856134
newton,-1.414213562373095,1.4142135623730951,0.5,1052.3621260806467,-1650.4398139374637,-784.6222843256799
newton,-1.8477590650225735,0.7653668647301798,0.5,1841.4597732850789,-1314.7244908695243,-1165.3169410799205
newton,-2.0,2.4492935982947064e-16,0.5,2231.070636005876,350.8815019710234,-1386.8710939306914
newton,-1.8477590650225737,-0.7653668647301793,0.5,1606.1791591127208,1346.4749706179887,-1029.9778201182908
newton,-1.4142135623730954,-1.414213562373095,0.5,877.3350545690101,1478.6481709080506,-697.8531222544381
newton,-0.7653668647301807,-1.847759065022573,0.5,391.5801614991227,1493.835030100913,-550.3626731949912
newton,-3.6739403974420594e-16,-2.0,0.5,-7.330126098968121,1493.2915338106468,-502.4158066833188
newton,0.76536686473018,-1.8477590650225733,0.5,-431.4289973262687,1527.4059300260114,-529.0072818275355
newton,1.4142135623730947,-1.4142135623730954,0.5,-905.1388563623295,1587.7536339549576,-677.5626040395055
newton,1.847759065022573,-0.7653668647301808,0.5,-1814.5987078769012,1274.5921870215004,-1047.5721251927243
newton,2.5,0.0,0.5,-1651.0251179464904,-8.579585251602111,-701.1927987160016
newton,2.309698831278217,0.9567085809127245,0.5,-1250.678525424773,-845.4425177615351,-603.5754242710616
newton,1.7677669529663689,1.7677669529663689,0.5,-828.1370395502211,-985.0588061642095,-436.35607953306294
newton,0.9567085809127246,2.309698831278217,0.5,-489.98614931218935,-1173.9514566720322,-411.06976552526316
newton,1.5308084989341916e-16,2.5,0.5,-29.312699970763866,-1334.8672253630866,-426.30352765832504
newton,-0.9567085809127243,2.309698831278217,0.5,452.2258844588438,-1230.2061460918558,-411.91308395632393
newton,-1.7677669529663687,1.7677669529663689,0.5,844.2445292013465,-1130.3918882565997,-480.7080977617319
newton,-2.309698831278217,0.9567085809127247,0.5,1383.9935647858204,-846.4282202636065,-669.8896649141728
newton,-2.5,3.061616997868383e-16,0.5,1744.5654158181571,89.81926631842333,-772.4944792588794
newton,-2.309698831278217,-0.9567085809127241,0.5,1256.9854957052821,877.8652253858171,-606.8437927592083
newton,-1.7677669529663693,-1.7677669529663687,0.5,721.0345928907914,1086.180602758846,-441.4193061240786
newton,-0.9567085809127258,-2.309698831278216,0.5,337.95618623232633,1111.097812982578,-364.7429787312907
newton,-4.592425496802574e-16,-2.5,0.5,-17.752525965948518,1028.4066200340967,-369.02254927570175
newton,0.956708580912725,-2.3096988312782165,0.5,-357.0824855560031,1096.7258154535164,-350.6439697019885
newton,1.7677669529663684,-1.7677669529663693,0.5,-717.6127116592836,1108.2593533860374,-432.90285110783196
newton,2.309698831278216,-0.956708580912726,0.5,-1306.2487780064102,772.2144543884881,-584.2927321154409
newton,3.0,0.0,0.5,-1195.9369857616184,-49.79681702691232,-389.5881434992043
newton,2.77163859753386,1.1480502970952693,0.5,-1004.4609818941827,-508.2786622736364,-347.00341705257017
newton,2.121320343559643,2.121320343559643,0.5,-672.9415502965053,-720.4308259913685,-299.72185302848936
newton,1.1480502970952695,2.77163859753386,0.5,-376.3229815619576,-910.4777069711105,-288.88508599721297
newton,1.8369701987210297e-16,3.0,0.5,-40.665556281703196,-976.9424235035367,-278.0750798734298
newton,-1.1480502970952693,2.77163859753386,0.5,351.3870312439945,-893.7691279063597,-276.999202489509
newton,-2.1213203435596424,2.121320343559643,0.5,673.7087452108544,-868.8892514351187,-306.68614720893436
newton,-2.77163859753386,1.1480502970952697,0.5,1093.6125455798635,-616.6013559883795,-399.65529605493276
