seed,family,galaxy,mse_logspeed
9062301,clock_core_original_scale,CamB,0.1641210400556455
9062301,clock_core_original_scale,D564-8,0.018162634425034654
9062301,clock_core_original_scale,D631-7,0.028603264195838533
9062301,clock_core_original_scale,DDO064,0.005432921301451073
9062301,clock_core_original_scale,DDO161,0.012967919294232754
9062301,clock_core_original_scale,DDO168,0.007392285294298362
9062301,clock_core_original_scale,DDO170,0.0040234420945027514
9062301,clock_core_original_scale,ESO079-G014,0.007474459820663724
9062301,clock_core_original_scale,ESO116-G012,0.015269796672682997
9062301,clock_core_original_scale,F565-V2,0.018587065765248496
9062301,clock_core_original_scale,F568-3,0.0073616143318896606
9062301,clock_core_original_scale,F568-V1,0.030922088791101573
9062301,clock_core_original_scale,F571-V1,0.007679576228182855
9062301,clock_core_original_scale,F583-1,0.013048868029170973
9062301,clock_core_original_scale,F583-4,0.001486802610527346
9062301,clock_core_original_scale,KK98-251,0.020710756444188794
9062301,clock_core_original_scale,NGC0024,0.030842934428866698
9062301,clock_core_original_scale,NGC0055,0.001938672339952296
9062301,clock_core_original_scale,NGC0247,0.0045391460627195275
9062301,clock_core_original_scale,NGC0289,0.003406124197759589
9062301,clock_core_original_scale,NGC0300,0.01261680040043711
9062301,clock_core_original_scale,NGC0801,0.0012387495445772571
9062301,clock_core_original_scale,NGC1003,0.01497218133826663
9062301,clock_core_original_scale,NGC1090,0.006563795001735461
9062301,clock_core_original_scale,NGC2403,0.015456353314801202
9062301,clock_core_original_scale,NGC2683,0.008567552085187587
9062301,clock_core_original_scale,NGC2841,0.029931345831275852
9062301,clock_core_original_scale,NGC2915,0.07043687970829439
9062301,clock_core_original_scale,NGC2955,0.0009098094370922696
9062301,clock_core_original_scale,NGC2976,0.004585288928763275
9062301,clock_core_original_scale,NGC2998,0.022857086611549136
9062301,clock_core_original_scale,NGC3109,0.01562891450571539
9062301,clock_core_original_scale,NGC3198,0.009283129410163947
9062301,clock_core_original_scale,NGC3521,0.0016967351546107977
9062301,clock_core_original_scale,NGC3741,0.032904899673845904
9062301,clock_core_original_scale,NGC3769,0.00411007725485592
9062301,clock_core_original_scale,NGC3877,0.010959485637275187
9062301,clock_core_original_scale,NGC3893,0.007258164339327996
9062301,clock_core_original_scale,NGC3917,0.008304570446464639
9062301,clock_core_original_scale,NGC3949,0.0010290569692637322
9062301,clock_core_original_scale,NGC3972,0.007246668504155865
9062301,clock_core_original_scale,NGC3992,0.013677370951387591
9062301,clock_core_original_scale,NGC4051,0.0009501764535275358
9062301,clock_core_original_scale,NGC4068,0.05254191761457841
9062301,clock_core_original_scale,NGC4088,0.0037850730645936927
9062301,clock_core_original_scale,NGC4100,0.010630186686365192
9062301,clock_core_original_scale,NGC5005,0.0014453793239474469
9062301,clock_core_original_scale,NGC5033,0.009445854445972094
9062301,clock_core_original_scale,NGC5371,0.001013054114536362
9062301,clock_core_original_scale,NGC5585,0.006578617903613933
9062301,clock_core_original_scale,NGC5985,0.031064728821854754
9062301,clock_core_original_scale,NGC6015,0.015242648951443795
9062301,clock_core_original_scale,NGC6195,0.0015290905519383647
9062301,clock_core_original_scale,NGC6503,0.011776646271085158
9062301,clock_core_original_scale,NGC6674,0.01790410493931136
9062301,clock_core_original_scale,NGC6946,0.0026286445338341204
9062301,clock_core_original_scale,NGC7331,0.004216592951967423
9062301,clock_core_original_scale,UGC00128,0.01237012079926761
9062301,clock_core_original_scale,UGC00191,0.0063668596781846
9062301,clock_core_original_scale,UGC00731,0.003923695051190476
9062301,clock_core_original_scale,UGC00891,0.01140948548854719
9062301,clock_core_original_scale,UGC02259,0.028193555137799135
9062301,clock_core_original_scale,UGC02487,0.02775914665353299
9062301,clock_core_original_scale,UGC02916,0.0035079854595449476
9062301,clock_core_original_scale,UGC02953,0.01394083929125975
9062301,clock_core_original_scale,UGC03205,0.008813016668093546
9062301,clock_core_original_scale,UGC03580,0.0157850381832362
9062301,clock_core_original_scale,UGC04325,0.02953105626979162
9062301,clock_core_original_scale,UGC04483,0.010081977909353418
9062301,clock_core_original_scale,UGC04499,0.0028937491902357526
9062301,clock_core_original_scale,UGC05414,0.002888200487136252
9062301,clock_core_original_scale,UGC05716,0.009698568575086932
9062301,clock_core_original_scale,UGC05750,0.0328885468394081
9062301,clock_core_original_scale,UGC05764,0.03151682221878835
9062301,clock_core_original_scale,UGC05829,0.0021744082885680562
9062301,clock_core_original_scale,UGC06399,0.008538012046309783
9062301,clock_core_original_scale,UGC06614,0.006021722308902403
9062301,clock_core_original_scale,UGC06786,0.015198108816007291
9062301,clock_core_original_scale,UGC06787,0.012100591176698048
9062301,clock_core_original_scale,UGC06818,0.01624142565057459
9062301,clock_core_original_scale,UGC06917,0.006773918595428935
9062301,clock_core_original_scale,UGC06923,0.0032500516589969563
9062301,clock_core_original_scale,UGC06983,0.011072507281261967
9062301,clock_core_original_scale,UGC07089,0.004253669685775175
9062301,clock_core_original_scale,UGC07261,0.005528558788334457
9062301,clock_core_original_scale,UGC07323,0.0013370891135387783
9062301,clock_core_original_scale,UGC07399,0.051432780784210555
9062301,clock_core_original_scale,UGC07524,0.0016892136380012358
9062301,clock_core_original_scale,UGC07577,0.07814382759999054
9062301,clock_core_original_scale,UGC07603,0.019515286237580143
9062301,clock_core_original_scale,UGC07866,0.007552907654531664
9062301,clock_core_original_scale,UGC08490,0.0319086246706883
9062301,clock_core_original_scale,UGC08699,0.007270288149221593
9062301,clock_core_original_scale,UGC08837,0.035478423746619143
9062301,clock_core_original_scale,UGC09037,0.006172996969235059
9062301,clock_core_original_scale,UGC09133,0.005809654458050428
9062301,clock_core_original_scale,UGC09992,0.00941285736669301
9062301,clock_core_original_scale,UGC10310,0.0017640406273952555
9062301,clock_core_original_scale,UGC11820,0.007338071315162514
9062301,clock_core_original_scale,UGC11914,0.0019885255066529463
9062301,clock_core_original_scale,UGCA442,0.011760786659367297
9062301,clock_core_original_scale,UGCA444,0.004811805011123156
9062301,clock_core_mass_scale,CamB,0.12552644510744174
9062301,clock_core_mass_scale,D564-8,0.011105864393136879
9062301,clock_core_mass_scale,D631-7,0.029009654536578576
9062301,clock_core_mass_scale,DDO064,0.005340891298519377
9062301,clock_core_mass_scale,DDO161,0.018012844855777553
9062301,clock_core_mass_scale,DDO168,0.007250429861195287
9062301,clock_core_mass_scale,DDO170,0.004905460853849056
9062301,clock_core_mass_scale,ESO079-G014,0.0054283773547804766
9062301,clock_core_mass_scale,ESO116-G012,0.009282270707107335
9062301,clock_core_mass_scale,F565-V2,0.028513764626569172
9062301,clock_core_mass_scale,F568-3,0.011989716450571855
9062301,clock_core_mass_scale,F568-V1,0.03517218602464824
9062301,clock_core_mass_scale,F571-V1,0.01056863638528457
9062301,clock_core_mass_scale,F583-1,0.013633843521959892
9062301,clock_core_mass_scale,F583-4,0.003619499379507054
9062301,clock_core_mass_scale,KK98-251,0.0069564781354500985
9062301,clock_core_mass_scale,NGC0024,0.021687178960208397
9062301,clock_core_mass_scale,NGC0055,0.007054320555056
9062301,clock_core_mass_scale,NGC0247,0.008564692149957639
9062301,clock_core_mass_scale,NGC0289,0.0012046320985563085
9062301,clock_core_mass_scale,NGC0300,0.011433766423863637
9062301,clock_core_mass_scale,NGC0801,0.0018469199335127415
9062301,clock_core_mass_scale,NGC1003,0.004591506395172761
9062301,clock_core_mass_scale,NGC1090,0.00504855864582801
9062301,clock_core_mass_scale,NGC2403,0.004252360794667778
9062301,clock_core_mass_scale,NGC2683,0.000475858014372587
9062301,clock_core_mass_scale,NGC2841,0.009656219353429755
9062301,clock_core_mass_scale,NGC2915,0.042351637054478336
9062301,clock_core_mass_scale,NGC2955,0.000978249091063962
9062301,clock_core_mass_scale,NGC2976,0.007269396481468825
9062301,clock_core_mass_scale,NGC2998,0.018319896910259544
9062301,clock_core_mass_scale,NGC3109,0.02046761008885456
9062301,clock_core_mass_scale,NGC3198,0.005151284828485791
9062301,clock_core_mass_scale,NGC3521,0.0010781969735799595
9062301,clock_core_mass_scale,NGC3741,0.02203914175262855
9062301,clock_core_mass_scale,NGC3769,0.0023252887014739033
9062301,clock_core_mass_scale,NGC3877,0.014021816055182091
9062301,clock_core_mass_scale,NGC3893,0.0009240603479962542
9062301,clock_core_mass_scale,NGC3917,0.00522800697149743
9062301,clock_core_mass_scale,NGC3949,0.0009295466031862866
9062301,clock_core_mass_scale,NGC3972,0.0032677005783188205
9062301,clock_core_mass_scale,NGC3992,0.0015679062620974947
9062301,clock_core_mass_scale,NGC4051,0.003209171488663734
9062301,clock_core_mass_scale,NGC4068,0.05603483042664406
9062301,clock_core_mass_scale,NGC4088,0.013265506176999467
9062301,clock_core_mass_scale,NGC4100,0.0005302639823151576
9062301,clock_core_mass_scale,NGC5005,0.0014091408372637001
9062301,clock_core_mass_scale,NGC5033,0.003276765389991647
9062301,clock_core_mass_scale,NGC5371,0.003597809267769141
9062301,clock_core_mass_scale,NGC5585,0.006018089562705575
9062301,clock_core_mass_scale,NGC5985,0.019684612635423843
9062301,clock_core_mass_scale,NGC6015,0.00313447981112069
9062301,clock_core_mass_scale,NGC6195,0.0018815242889022473
9062301,clock_core_mass_scale,NGC6503,0.00498334812698608
9062301,clock_core_mass_scale,NGC6674,0.004005586611246527
9062301,clock_core_mass_scale,NGC6946,0.002575374546381462
9062301,clock_core_mass_scale,NGC7331,0.003474068110929208
9062301,clock_core_mass_scale,UGC00128,0.018146662337804285
9062301,clock_core_mass_scale,UGC00191,0.0040748943805487756
9062301,clock_core_mass_scale,UGC00731,0.009161205876358885
9062301,clock_core_mass_scale,UGC00891,0.012962710797218186
9062301,clock_core_mass_scale,UGC02259,0.032806311881562425
9062301,clock_core_mass_scale,UGC02487,0.01040321619638236
9062301,clock_core_mass_scale,UGC02916,0.0038031501428566618
9062301,clock_core_mass_scale,UGC02953,0.004577992782181945
9062301,clock_core_mass_scale,UGC03205,0.0015556153710033077
9062301,clock_core_mass_scale,UGC03580,0.016361839346676288
9062301,clock_core_mass_scale,UGC04325,0.034844844676477804
9062301,clock_core_mass_scale,UGC04483,0.016544526433914544
9062301,clock_core_mass_scale,UGC04499,0.0029866614365857006
9062301,clock_core_mass_scale,UGC05414,0.002272689653676284
9062301,clock_core_mass_scale,UGC05716,0.005740326623242677
9062301,clock_core_mass_scale,UGC05750,0.021470586142623784
9062301,clock_core_mass_scale,UGC05764,0.057355553683404316
9062301,clock_core_mass_scale,UGC05829,0.0014652229195996397
9062301,clock_core_mass_scale,UGC06399,0.011915104874857725
9062301,clock_core_mass_scale,UGC06614,0.004939489330510193
9062301,clock_core_mass_scale,UGC06786,0.006948938131252887
9062301,clock_core_mass_scale,UGC06787,0.007957419318036979
9062301,clock_core_mass_scale,UGC06818,0.01881955889762478
9062301,clock_core_mass_scale,UGC06917,0.006531115711564109
9062301,clock_core_mass_scale,UGC06923,0.002951769134117101
9062301,clock_core_mass_scale,UGC06983,0.013153070414628728
9062301,clock_core_mass_scale,UGC07089,0.003636820393106485
9062301,clock_core_mass_scale,UGC07261,0.0008991482292776623
9062301,clock_core_mass_scale,UGC07323,0.0012806454512918292
9062301,clock_core_mass_scale,UGC07399,0.05805640328100965
9062301,clock_core_mass_scale,UGC07524,0.007233229382537486
9062301,clock_core_mass_scale,UGC07577,0.037344722771012945
9062301,clock_core_mass_scale,UGC07603,0.011217186679465009
9062301,clock_core_mass_scale,UGC07866,0.004754762468409943
9062301,clock_core_mass_scale,UGC08490,0.01151821716865753
9062301,clock_core_mass_scale,UGC08699,0.0027230666406940856
9062301,clock_core_mass_scale,UGC08837,0.019725555245622944
9062301,clock_core_mass_scale,UGC09037,0.011970362171032638
9062301,clock_core_mass_scale,UGC09133,0.0014838637108615528
9062301,clock_core_mass_scale,UGC09992,0.006295543692034075
9062301,clock_core_mass_scale,UGC10310,0.0019925345051808327
9062301,clock_core_mass_scale,UGC11820,0.008533564495598207
9062301,clock_core_mass_scale,UGC11914,0.0004285168556882455
9062301,clock_core_mass_scale,UGCA442,0.01832268532981585
9062301,clock_core_mass_scale,UGCA444,0.015028808585219782
9062302,clock_core_original_scale,CamB,0.1641210400556455
9062302,clock_core_original_scale,D564-8,0.018162634425034654
9062302,clock_core_original_scale,D631-7,0.028603264195838533
9062302,clock_core_original_scale,DDO064,0.005432921301451073
9062302,clock_core_original_scale,DDO161,0.012967919294232754
9062302,clock_core_original_scale,DDO168,0.007392285294298362
9062302,clock_core_original_scale,DDO170,0.0040234420945027514
9062302,clock_core_original_scale,ESO079-G014,0.007474459820663724
9062302,clock_core_original_scale,ESO116-G012,0.015269796672682997
9062302,clock_core_original_scale,F565-V2,0.018587065765248496
9062302,clock_core_original_scale,F568-3,0.0073616143318896606
9062302,clock_core_original_scale,F568-V1,0.030922088791101573
9062302,clock_core_original_scale,F571-V1,0.007679576228182855
9062302,clock_core_original_scale,F583-1,0.013048868029170973
9062302,clock_core_original_scale,F583-4,0.001486802610527346
9062302,clock_core_original_scale,KK98-251,0.020710756444188794
9062302,clock_core_original_scale,NGC0024,0.030842934428866698
9062302,clock_core_original_scale,NGC0055,0.001938672339952296
9062302,clock_core_original_scale,NGC0247,0.0045391460627195275
