seed,family,fold,candidate_index,training_mse
9062301,clock_core_original_scale,0,0,0.0984901368307191
9062301,clock_core_original_scale,0,1,0.0984901368307191
9062301,clock_core_original_scale,0,2,0.0984901368307191
9062301,clock_core_original_scale,0,3,0.0984901368307191
9062301,clock_core_original_scale,0,4,0.09080563318453834
9062301,clock_core_original_scale,0,5,0.079807648170792
9062301,clock_core_original_scale,0,6,0.0753629150679473
9062301,clock_core_original_scale,0,7,0.07469685037705838
9062301,clock_core_original_scale,0,8,0.0768531504254454
9062301,clock_core_original_scale,0,9,0.05385291759005178
9062301,clock_core_original_scale,0,10,0.046766915867211
9062301,clock_core_original_scale,0,11,0.04587947803384365
9062301,clock_core_original_scale,0,12,0.05200499812762905
9062301,clock_core_original_scale,0,13,0.02388755796809217
9062301,clock_core_original_scale,0,14,0.020499400985689142
9062301,clock_core_original_scale,0,15,0.020633938540708066
9062301,clock_core_original_scale,0,16,0.021006858351906396
9062301,clock_core_original_scale,0,17,0.021235728499420393
9062301,clock_core_original_scale,0,18,0.03698693034349496
9062301,clock_core_original_scale,0,19,0.04072269184246298
9062301,clock_core_original_scale,0,20,0.021789372404615117
9062301,clock_core_original_scale,0,21,0.09273992092340747
9062301,clock_core_original_scale,0,22,0.13883838531256332
9062301,clock_core_original_scale,0,23,0.14766683461643512
9062301,clock_core_original_scale,0,24,0.081987099155659
9062301,clock_core_original_scale,0,25,0.081987099155659
9062301,clock_core_original_scale,0,26,0.081987099155659
9062301,clock_core_original_scale,0,27,0.081987099155659
9062301,clock_core_original_scale,0,28,0.07566642571082122
9062301,clock_core_original_scale,0,29,0.066411363347842
9062301,clock_core_original_scale,0,30,0.06260729866875034
9062301,clock_core_original_scale,0,31,0.06204104511360469
9062301,clock_core_original_scale,0,32,0.06400477743719434
9062301,clock_core_original_scale,0,33,0.04448695439031741
9062301,clock_core_original_scale,0,34,0.03863396333082989
9062301,clock_core_original_scale,0,35,0.03797436555035915
9062301,clock_core_original_scale,0,36,0.04303669068122212
9062301,clock_core_original_scale,0,37,0.020009157823780876
9062301,clock_core_original_scale,0,38,0.018815025539857762
9062301,clock_core_original_scale,0,39,0.019473012176862016
9062301,clock_core_original_scale,0,40,0.017565899157288123
9062301,clock_core_original_scale,0,41,0.0242604609731412
9062301,clock_core_original_scale,0,42,0.0443580392778225
9062301,clock_core_original_scale,0,43,0.04927891212937809
9062301,clock_core_original_scale,0,44,0.022848479119095273
9062301,clock_core_original_scale,0,45,0.10219663161197229
9062301,clock_core_original_scale,0,46,0.155770611336014
9062301,clock_core_original_scale,0,47,0.16662984230828518
9062301,clock_core_original_scale,0,48,0.0700188396547111
9062301,clock_core_original_scale,0,49,0.0700188396547111
9062301,clock_core_original_scale,0,50,0.0700188396547111
9062301,clock_core_original_scale,0,51,0.0700188396547111
9062301,clock_core_original_scale,0,52,0.06467222914234248
9062301,clock_core_original_scale,0,53,0.05673225131443022
9062301,clock_core_original_scale,0,54,0.05346466675764595
9062301,clock_core_original_scale,0,55,0.05299356075868185
9062301,clock_core_original_scale,0,56,0.05470404527478164
9062301,clock_core_original_scale,0,57,0.03792774314159008
9062301,clock_core_original_scale,0,58,0.033184447604346065
9062301,clock_core_original_scale,0,59,0.03276040546320563
9062301,clock_core_original_scale,0,60,0.03668885535188407
9062301,clock_core_original_scale,0,61,0.017830511272067
9062301,clock_core_original_scale,0,62,0.018705121852868885
9062301,clock_core_original_scale,0,63,0.01991305303397394
9062301,clock_core_original_scale,0,64,0.015528913260788228
9062301,clock_core_original_scale,0,65,0.027708774518356568
9062301,clock_core_original_scale,0,66,0.051928467716975214
9062301,clock_core_original_scale,0,67,0.05807012472511481
9062301,clock_core_original_scale,0,68,0.024366509952346165
9062301,clock_core_original_scale,0,69,0.11094298296525983
9062301,clock_core_original_scale,0,70,0.1715450170895391
9062301,clock_core_original_scale,0,71,0.18446172098173222
9062301,clock_core_original_scale,1,0,0.09196554727951706
9062301,clock_core_original_scale,1,1,0.09196554727951706
9062301,clock_core_original_scale,1,2,0.09196554727951706
9062301,clock_core_original_scale,1,3,0.09196554727951706
9062301,clock_core_original_scale,1,4,0.08389718236806011
9062301,clock_core_original_scale,1,5,0.07242297268889963
9062301,clock_core_original_scale,1,6,0.06796348099037441
9062301,clock_core_original_scale,1,7,0.06732450200505985
9062301,clock_core_original_scale,1,8,0.0703556005193492
9062301,clock_core_original_scale,1,9,0.04776802199542274
9062301,clock_core_original_scale,1,10,0.04133855583296895
9062301,clock_core_original_scale,1,11,0.04059845289815212
9062301,clock_core_original_scale,1,12,0.04701689421093769
9062301,clock_core_original_scale,1,13,0.02154507255166028
9062301,clock_core_original_scale,1,14,0.019870213390989922
9062301,clock_core_original_scale,1,15,0.020288275248011477
9062301,clock_core_original_scale,1,16,0.019484367609415448
9062301,clock_core_original_scale,1,17,0.025928842005662145
9062301,clock_core_original_scale,1,18,0.044429628543851685
9062301,clock_core_original_scale,1,19,0.04850875023674788
9062301,clock_core_original_scale,1,20,0.024834960216126988
9062301,clock_core_original_scale,1,21,0.10492356993891457
9062301,clock_core_original_scale,1,22,0.15438960438956742
9062301,clock_core_original_scale,1,23,0.16352874972003031
9062301,clock_core_original_scale,1,24,0.07566395373320493
9062301,clock_core_original_scale,1,25,0.07566395373320493
9062301,clock_core_original_scale,1,26,0.07566395373320493
9062301,clock_core_original_scale,1,27,0.07566395373320493
9062301,clock_core_original_scale,1,28,0.06932614010540486
9062301,clock_core_original_scale,1,29,0.05975597176597194
9062301,clock_core_original_scale,1,30,0.0559794582028241
9062301,clock_core_original_scale,1,31,0.05544596458667314
9062301,clock_core_original_scale,1,32,0.05816672410102745
9062301,clock_core_original_scale,1,33,0.03917391414784544
9062301,clock_core_original_scale,1,34,0.034018201071197615
9062301,clock_core_original_scale,1,35,0.033516951556787085
9062301,clock_core_original_scale,1,36,0.03871239733121901
9062301,clock_core_original_scale,1,37,0.018352310507957586
9062301,clock_core_original_scale,1,38,0.018944689514787866
9062301,clock_core_original_scale,1,39,0.019908275082726395
9062301,clock_core_original_scale,1,40,0.01658162815027284
9062301,clock_core_original_scale,1,41,0.029455025291391223
9062301,clock_core_original_scale,1,42,0.052458628533368565
9062301,clock_core_original_scale,1,43,0.05774978137978209
9062301,clock_core_original_scale,1,44,0.026225740259018818
9062301,clock_core_original_scale,1,45,0.11474451835492623
9062301,clock_core_original_scale,1,46,0.17192495539274766
9062301,clock_core_original_scale,1,47,0.1831160054751625
