case,component,radius_kpc,coverage,signed_mean,accepted,conditional_fill
nominal,stellar_luminosity,8.875,0.0,,False,0.0
nominal,stellar_luminosity,9.125,0.0,,False,0.0
nominal,stellar_luminosity,9.375,0.0,,False,0.0
nominal,stellar_luminosity,9.625,0.0,,False,0.0
nominal,stellar_luminosity,9.875,0.0,,False,0.0
nominal,stellar_luminosity,10.125,0.0,,False,0.0
nominal,stellar_luminosity,10.375,0.0,,False,0.0
nominal,stellar_luminosity,10.625,0.0,,False,0.0
nominal,stellar_luminosity,10.875,0.0,,False,0.0
nominal,stellar_luminosity,11.125,0.0,,False,0.0
nominal,stellar_luminosity,11.375,0.0,,False,0.0
nominal,atomic_helium,0.125,0.9999043618978808,8.933991899445841,True,8.933991899445841
nominal,atomic_helium,0.375,0.9997744483524094,9.53204918329362,True,9.53204918329362
nominal,atomic_helium,0.625,1.0000668059149787,10.020332050492048,True,10.020332050492048
nominal,atomic_helium,0.875,1.0002199700007604,10.818817259172873,True,10.818817259172873
nominal,atomic_helium,1.125,0.9999833710061784,11.639751899622729,True,11.639751899622729
nominal,atomic_helium,1.375,0.9999517957090873,11.470111810406253,True,11.470111810406253
nominal,atomic_helium,1.625,1.0000194464828147,8.382423948747224,True,8.382423948747224
nominal,atomic_helium,1.875,0.999876475275163,5.097524438566861,True,5.097524438566861
nominal,atomic_helium,2.125,0.9996866456600456,3.695288112618564,True,3.695288112618564
nominal,atomic_helium,2.375,0.999930923153572,2.530166689990321,True,2.530166689990321
nominal,atomic_helium,2.625,0.9914851326125802,1.8397231777695011,True,1.8397231777695011
nominal,atomic_helium,2.875,0.9928440485149496,1.4267936365167488,True,1.4267936365167488
nominal,atomic_helium,3.125,0.9806861521564052,1.091814369420581,True,1.091814369420581
nominal,atomic_helium,3.375,0.9842854426097608,0.8252564256866554,True,0.8252564256866554
nominal,atomic_helium,3.625,0.9413872980435788,0.6156880322910023,True,0.6156880322910023
nominal,atomic_helium,3.875,0.8930126736276045,0.5304755591951799,True,0.5304755591951799
nominal,atomic_helium,4.125,0.8376406077824419,0.5235134193661056,True,0.5235134193661056
nominal,atomic_helium,4.375,0.8207830936003778,0.5052358314474515,True,0.5052358314474515
nominal,atomic_helium,4.625,0.7639481418006936,0.4820607009911019,True,0.4820607009911019
nominal,atomic_helium,4.875,0.6897279795948439,0.4657406881966032,True,0.4657406881966032
nominal,atomic_helium,5.125,0.6328006398377654,0.44276860532073475,True,0.44276860532073475
nominal,atomic_helium,5.375,0.58097052931982,0.4046956796317212,True,0.4046956796317212
nominal,atomic_helium,5.625,0.47805117944921877,0.4785861685851386,True,0.4785861685851386
nominal,atomic_helium,5.875,0.4074519587826354,0.4358189968347946,True,0.4358189968347946
nominal,atomic_helium,6.125,0.36791392596250777,0.3887494142914288,True,0.3887494142914288
nominal,atomic_helium,6.375,0.32371325482617547,0.34710256417381036,True,0.34710256417381036
nominal,atomic_helium,6.625,0.29497796853857544,0.2732832799073841,True,0.2732832799073841
nominal,atomic_helium,6.875,0.26983484548521913,0.2779096347461834,True,0.2779096347461834
nominal,atomic_helium,7.125,0.2451144364519566,0.3188929382178174,True,0.3188929382178174
nominal,atomic_helium,7.375,0.22370655065469572,0.2933504568035045,True,0.2933504568035045
nominal,atomic_helium,7.625,0.19019934389551774,0.20702124642378233,False,0.0
nominal,atomic_helium,7.875,0.14580632895644516,0.18528343061556468,False,0.0
nominal,atomic_helium,8.125,0.1329377546117091,0.16652041412695273,False,0.0
nominal,atomic_helium,8.375,0.12291093614700746,0.09675225253457395,False,0.0
nominal,atomic_helium,8.625,0.10983744847153894,0.1531709376292567,False,0.0
nominal,atomic_helium,8.875,0.09451532087611114,0.17256022501438179,False,0.0
nominal,atomic_helium,9.125,0.06024675421985479,0.07907982512252744,False,0.0
nominal,atomic_helium,9.375,0.02497701857467189,0.0550708074714313,False,0.0
nominal,atomic_helium,9.625,0.013801713883559254,0.18003504718252494,False,0.0
nominal,atomic_helium,9.875,0.014054104132328398,0.11540020803410503,False,0.0
nominal,atomic_helium,10.125,0.0,,False,0.0
nominal,atomic_helium,10.375,0.0,,False,0.0
nominal,atomic_helium,10.625,0.0,,False,0.0
nominal,atomic_helium,10.875,0.0,,False,0.0
nominal,atomic_helium,11.125,0.0,,False,0.0
nominal,atomic_helium,11.375,0.0,,False,0.0
nominal,co21,0.125,1.0005988436039017,2.020256495396603,True,2.020256495396603
nominal,co21,0.375,0.9999059081011978,1.6642251228782465,True,1.6642251228782465
nominal,co21,0.625,1.000295684316536,1.2694554811343837,True,1.2694554811343837
nominal,co21,0.875,0.9998069173192243,1.1866780643788464,True,1.1866780643788464
nominal,co21,1.125,1.000277123548975,1.4310849349023822,True,1.4310849349023822
nominal,co21,1.375,0.9999059081031624,1.3613158659187858,True,1.3613158659187858
nominal,co21,1.625,1.0001959741252187,0.624094109078491,True,0.624094109078491
nominal,co21,1.875,0.9997251423281893,0.27230741056590096,True,0.27230741056590096
nominal,co21,2.125,1.0001020219213497,0.12187530942451583,True,0.12187530942451583
nominal,co21,2.375,0.9999405548843414,0.0704989274352577,True,0.0704989274352577
nominal,co21,2.625,0.9959344571613344,0.04171663392178756,True,0.04171663392178756
nominal,co21,2.875,0.8962066088521219,0.021882140815651985,True,0.021882140815651985
nominal,co21,3.125,0.7357155936570816,0.09759958014971698,True,0.09759958014971698
nominal,co21,3.375,0.62921803255116,0.06512852088212417,True,0.06512852088212417
nominal,co21,3.625,0.5535399672822816,0.06381297259769127,True,0.06381297259769127
nominal,co21,3.875,0.33445686570397903,0.024111988328551114,True,0.024111988328551114
nominal,co21,4.125,0.18385209149188655,-0.007220853471697409,False,0.0
nominal,co21,4.375,0.10212851938981216,0.06581021635922958,False,0.0
nominal,co21,4.625,0.07400551020182357,0.026390658155115546,False,0.0
nominal,co21,4.875,0.03383834969624732,-0.12740247936413093,False,0.0
nominal,co21,5.125,0.0042558242053990095,0.07724630350784059,False,0.0
nominal,co21,5.375,0.0,,False,0.0
nominal,co21,5.625,0.0,,False,0.0
nominal,co21,5.875,0.0,,False,0.0
nominal,co21,6.125,0.0,,False,0.0
nominal,co21,6.375,0.0,,False,0.0
nominal,co21,6.625,0.0,,False,0.0
nominal,co21,6.875,0.0,,False,0.0
nominal,co21,7.125,0.0,,False,0.0
nominal,co21,7.375,0.0,,False,0.0
nominal,co21,7.625,0.0,,False,0.0
nominal,co21,7.875,0.0,,False,0.0
nominal,co21,8.125,0.0,,False,0.0
nominal,co21,8.375,0.0,,False,0.0
nominal,co21,8.625,0.0,,False,0.0
nominal,co21,8.875,0.0,,False,0.0
nominal,co21,9.125,0.0,,False,0.0
nominal,co21,9.375,0.0,,False,0.0
nominal,co21,9.625,0.0,,False,0.0
nominal,co21,9.875,0.0,,False,0.0
nominal,co21,10.125,0.0,,False,0.0
nominal,co21,10.375,0.0,,False,0.0
nominal,co21,10.625,0.0,,False,0.0
nominal,co21,10.875,0.0,,False,0.0
nominal,co21,11.125,0.0,,False,0.0
nominal,co21,11.375,0.0,,False,0.0
registration_reverse,stellar_luminosity,0.125,0.9999043106326201,573.0021200585604,True,573.0021200585604
registration_reverse,stellar_luminosity,0.375,1.0000342358290366,473.6377381689291,True,473.6377381689291
registration_reverse,stellar_luminosity,0.625,1.000030175666565,410.53529047849423,True,410.53529047849423
registration_reverse,stellar_luminosity,0.875,0.9999414321174892,330.03714732589293,True,330.03714732589293
registration_reverse,stellar_luminosity,1.125,0.9999936342049819,267.3130867253941,True,267.3130867253941
registration_reverse,stellar_luminosity,1.375,1.0000667171280335,177.38345985324403,True,177.38345985324403
registration_reverse,stellar_luminosity,1.625,0.9999715393681642,136.85722838824086,True,136.85722838824086
registration_reverse,stellar_luminosity,1.875,0.99999045668679,80.44952142498664,True,80.44952142498664
registration_reverse,stellar_luminosity,2.125,1.000006044512735,50.71578795335787,True,50.71578795335787
registration_reverse,stellar_luminosity,2.375,1.0000033785948055,34.84696793661193,True,34.84696793661193
registration_reverse,stellar_luminosity,2.625,0.9835216160768983,24.279865437637657,True,24.279865437637657
registration_reverse,stellar_luminosity,2.875,0.9701006005130466,17.299201843605204,True,17.299201843605204
registration_reverse,stellar_luminosity,3.125,0.9930032526594322,14.137481210498011,True,14.137481210498011
registration_reverse,stellar_luminosity,3.375,0.999482053746564,13.55221458125284,True,13.55221458125284
registration_reverse,stellar_luminosity,3.625,0.9964840298260393,10.310223234815311,True,10.310223234815311
registration_reverse,stellar_luminosity,3.875,0.9972172213384121,7.650181929921975,True,7.650181929921975
registration_reverse,stellar_luminosity,4.125,0.9971061422508292,5.144012514017471,True,5.144012514017471
registration_reverse,stellar_luminosity,4.375,0.9971058530278685,4.11629633778023,True,4.11629633778023
registration_reverse,stellar_luminosity,4.625,0.9947106921442926,3.28894487188656,True,3.28894487188656
registration_reverse,stellar_luminosity,4.875,0.9971967623417771,2.4698863662954973,True,2.4698863662954973
registration_reverse,stellar_luminosity,5.125,0.9984278181897116,3.1184016779056223,True,3.1184016779056223
registration_reverse,stellar_luminosity,5.375,0.9990011892981137,2.432335939312398,True,2.432335939312398
registration_reverse,stellar_luminosity,5.625,0.9979414443873394,3.257987025668503,True,3.257987025668503
registration_reverse,stellar_luminosity,5.875,0.9944507668022444,2.3093587448290736,True,2.3093587448290736
registration_reverse,stellar_luminosity,6.125,0.9074317395645844,3.023225802906077,True,3.023225802906077
registration_reverse,stellar_luminosity,6.375,0.7822849220002581,2.661149505780943,True,2.661149505780943
registration_reverse,stellar_luminosity,6.625,0.5822498643650984,3.8126030843439085,True,3.8126030843439085
registration_reverse,stellar_luminosity,6.875,0.4529854961307214,1.0130163217661674,True,1.0130163217661674
registration_reverse,stellar_luminosity,7.125,0.3650226243551582,0.18427733912584848,True,0.18427733912584848
registration_reverse,stellar_luminosity,7.375,0.28750262769376406,0.2972773924863748,True,0.2972773924863748
registration_reverse,stellar_luminosity,7.625,0.2587600203638371,-0.011660530635163584,True,0.0
registration_reverse,stellar_luminosity,7.875,0.22644780575540846,-0.5690268257591113,True,0.0
registration_reverse,stellar_luminosity,8.125,0.16393704271852283,0.4785263350206873,False,0.0
registration_reverse,stellar_luminosity,8.375,0.06075917868667773,-0.4859539879444793,False,0.0
registration_reverse,stellar_luminosity,8.625,0.012382870628782182,-0.750294928224128,False,0.0
registration_reverse,stellar_luminosity,8.875,0.0,,False,0.0
registration_reverse,stellar_luminosity,9.125,0.0,,False,0.0
registration_reverse,stellar_luminosity,9.375,0.0,,False,0.0
registration_reverse,stellar_luminosity,9.625,0.0,,False,0.0
registration_reverse,stellar_luminosity,9.875,0.0,,False,0.0
registration_reverse,stellar_luminosity,10.125,0.0,,False,0.0
registration_reverse,stellar_luminosity,10.375,0.0,,False,0.0
registration_reverse,stellar_luminosity,10.625,0.0,,False,0.0
registration_reverse,stellar_luminosity,10.875,0.0,,False,0.0
registration_reverse,stellar_luminosity,11.125,0.0,,False,0.0
registration_reverse,stellar_luminosity,11.375,0.0,,False,0.0
registration_reverse,atomic_helium,0.125,0.9999043618978808,8.933991899445841,True,8.933991899445841
registration_reverse,atomic_helium,0.375,0.9997744483524094,9.53204918329362,True,9.53204918329362
registration_reverse,atomic_helium,0.625,1.0000668059149787,10.020332050492048,True,10.020332050492048
registration_reverse,atomic_helium,0.875,1.0002199700007604,10.818817259172873,True,10.818817259172873
registration_reverse,atomic_helium,1.125,0.9999833710061784,11.639751899622729,True,11.639751899622729
registration_reverse,atomic_helium,1.375,0.9999517957090873,11.470111810406253,True,11.470111810406253
registration_reverse,atomic_helium,1.625,1.0000194464828147,8.382423948747224,True,8.382423948747224
registration_reverse,atomic_helium,1.875,0.999876475275163,5.097524438566861,True,5.097524438566861
registration_reverse,atomic_helium,2.125,0.9996866456600456,3.695288112618564,True,3.695288112618564
registration_reverse,atomic_helium,2.375,0.999930923153572,2.530166689990321,True,2.530166689990321
registration_reverse,atomic_helium,2.625,0.9914851326125802,1.8397231777695011,True,1.8397231777695011
registration_reverse,atomic_helium,2.875,0.9928440485149496,1.4267936365167488,True,1.4267936365167488
registration_reverse,atomic_helium,3.125,0.9806861521564052,1.091814369420581,True,1.091814369420581
registration_reverse,atomic_helium,3.375,0.9842854426097608,0.8252564256866554,True,0.8252564256866554
registration_reverse,atomic_helium,3.625,0.9413872980435788,0.6156880322910023,True,0.6156880322910023
registration_reverse,atomic_helium,3.875,0.8930126736276045,0.5304755591951799,True,0.5304755591951799
registration_reverse,atomic_helium,4.125,0.8376406077824419,0.5235134193661056,True,0.5235134193661056
registration_reverse,atomic_helium,4.375,0.8207830936003778,0.5052358314474515,True,0.5052358314474515
registration_reverse,atomic_helium,4.625,0.7639481418006936,0.4820607009911019,True,0.4820607009911019
registration_reverse,atomic_helium,4.875,0.6897279795948439,0.4657406881966032,True,0.4657406881966032
registration_reverse,atomic_helium,5.125,0.6328006398377654,0.44276860532073475,True,0.44276860532073475
registration_reverse,atomic_helium,5.375,0.58097052931982,0.4046956796317212,True,0.4046956796317212
registration_reverse,atomic_helium,5.625,0.47805117944921877,0.4785861685851386,True,0.4785861685851386
registration_reverse,atomic_helium,5.875,0.4074519587826354,0.4358189968347946,True,0.4358189968347946
registration_reverse,atomic_helium,6.125,0.36791392596250777,0.3887494142914288,True,0.3887494142914288
registration_reverse,atomic_helium,6.375,0.32371325482617547,0.34710256417381036,True,0.34710256417381036
registration_reverse,atomic_helium,6.625,0.29497796853857544,0.2732832799073841,True,0.2732832799073841
registration_reverse,atomic_helium,6.875,0.26983484548521913,0.2779096347461834,True,0.2779096347461834
registration_reverse,atomic_helium,7.125,0.2451144364519566,0.3188929382178174,True,0.3188929382178174
registration_reverse,atomic_helium,7.375,0.22370655065469572,0.2933504568035045,True,0.2933504568035045
registration_reverse,atomic_helium,7.625,0.19019934389551774,0.20702124642378233,False,0.0
registration_reverse,atomic_helium,7.875,0.14580632895644516,0.18528343061556468,False,0.0
registration_reverse,atomic_helium,8.125,0.1329377546117091,0.16652041412695273,False,0.0
registration_reverse,atomic_helium,8.375,0.12291093614700746,0.09675225253457395,False,0.0
registration_reverse,atomic_helium,8.625,0.10983744847153894,0.1531709376292567,False,0.0
registration_reverse,atomic_helium,8.875,0.09451532087611114,0.17256022501438179,False,0.0
registration_reverse,atomic_helium,9.125,0.06024675421985479,0.07907982512252744,False,0.0
registration_reverse,atomic_helium,9.375,0.02497701857467189,0.0550708074714313,False,0.0
registration_reverse,atomic_helium,9.625,0.013801713883559254,0.18003504718252494,False,0.0
registration_reverse,atomic_helium,9.875,0.014054104132328398,0.11540020803410503,False,0.0
registration_reverse,atomic_helium,10.125,0.0,,False,0.0
registration_reverse,atomic_helium,10.375,0.0,,False,0.0
registration_reverse,atomic_helium,10.625,0.0,,False,0.0
registration_reverse,atomic_helium,10.875,0.0,,False,0.0
registration_reverse,atomic_helium,11.125,0.0,,False,0.0
registration_reverse,atomic_helium,11.375,0.0,,False,0.0
registration_reverse,co21,0.125,1.0005988436039017,2.020256495396603,True,2.020256495396603
registration_reverse,co21,0.375,0.9999059081011978,1.6642251228782465,True,1.6642251228782465
registration_reverse,co21,0.625,1.000295684316536,1.2694554811343837,True,1.2694554811343837
registration_reverse,co21,0.875,0.9998069173192243,1.1866780643788464,True,1.1866780643788464
registration_reverse,co21,1.125,1.000277123548975,1.4310849349023822,True,1.4310849349023822
registration_reverse,co21,1.375,0.9999059081031624,1.3613158659187858,True,1.3613158659187858
registration_reverse,co21,1.625,1.0001959741252187,0.624094109078491,True,0.624094109078491
registration_reverse,co21,1.875,0.9997251423281893,0.27230741056590096,True,0.27230741056590096
registration_reverse,co21,2.125,1.0001020219213497,0.12187530942451583,True,0.12187530942451583
registration_reverse,co21,2.375,0.9999405548843414,0.0704989274352577,True,0.0704989274352577
registration_reverse,co21,2.625,0.9959344571613344,0.04171663392178756,True,0.04171663392178756
registration_reverse,co21,2.875,0.8962066088521219,0.021882140815651985,True,0.021882140815651985
registration_reverse,co21,3.125,0.7357155936570816,0.09759958014971698,True,0.09759958014971698
registration_reverse,co21,3.375,0.62921803255116,0.06512852088212417,True,0.06512852088212417
registration_reverse,co21,3.625,0.5535399672822816,0.06381297259769127,True,0.06381297259769127
registration_reverse,co21,3.875,0.33445686570397903,0.024111988328551114,True,0.024111988328551114
registration_reverse,co21,4.125,0.18385209149188655,-0.007220853471697409,False,0.0
registration_reverse,co21,4.375,0.10212851938981216,0.06581021635922958,False,0.0
registration_reverse,co21,4.625,0.07400551020182357,0.026390658155115546,False,0.0
registration_reverse,co21,4.875,0.03383834969624732,-0.12740247936413093,False,0.0
registration_reverse,co21,5.125,0.0042558242053990095,0.07724630350784059,False,0.0
registration_reverse,co21,5.375,0.0,,False,0.0
registration_reverse,co21,5.625,0.0,,False,0.0
registration_reverse,co21,5.875,0.0,,False,0.0
registration_reverse,co21,6.125,0.0,,False,0.0
registration_reverse,co21,6.375,0.0,,False,0.0
registration_reverse,co21,6.625,0.0,,False,0.0
registration_reverse,co21,6.875,0.0,,False,0.0
registration_reverse,co21,7.125,0.0,,False,0.0
registration_reverse,co21,7.375,0.0,,False,0.0
registration_reverse,co21,7.625,0.0,,False,0.0
registration_reverse,co21,7.875,0.0,,False,0.0
registration_reverse,co21,8.125,0.0,,False,0.0
registration_reverse,co21,8.375,0.0,,False,0.0
registration_reverse,co21,8.625,0.0,,False,0.0
registration_reverse,co21,8.875,0.0,,False,0.0
registration_reverse,co21,9.125,0.0,,False,0.0
registration_reverse,co21,9.375,0.0,,False,0.0
registration_reverse,co21,9.625,0.0,,False,0.0
registration_reverse,co21,9.875,0.0,,False,0.0
registration_reverse,co21,10.125,0.0,,False,0.0
registration_reverse,co21,10.375,0.0,,False,0.0
registration_reverse,co21,10.625,0.0,,False,0.0
registration_reverse,co21,10.875,0.0,,False,0.0
registration_reverse,co21,11.125,0.0,,False,0.0
registration_reverse,co21,11.375,0.0,,False,0.0
distance_low,stellar_luminosity,0.10052617003600112,1.000034235826051,572.7010603239382,True,572.7010603239382
distance_low,stellar_luminosity,0.30157851010800335,1.0000017545268018,473.652290671182,True,473.652290671182
distance_low,stellar_luminosity,0.5026308501800056,0.9999936342020623,410.45534608913295,True,410.45534608913295
distance_low,stellar_luminosity,0.7036831902520078,1.0000527965681174,329.9973821931818,True,329.9973821931818
distance_low,stellar_luminosity,0.9047355303240101,0.9998953502714458,264.111025554832,True,264.111025554832
distance_low,stellar_luminosity,1.1057878703960122,1.0001110098055512,176.96355623991002,True,176.96355623991002
distance_low,stellar_luminosity,1.3068402104680146,0.9999511441304173,139.07105740051588,True,139.07105740051588
distance_low,stellar_luminosity,1.5078925505400167,0.99996277696796,76.57353497210812,True,76.57353497210812
distance_low,stellar_luminosity,1.708944890612019,1.0000501700481372,50.719052032031875,True,50.719052032031875
distance_low,stellar_luminosity,1.9099972306840212,1.0000073001123846,34.788627711065374,True,34.788627711065374
distance_low,stellar_luminosity,2.1110495707560233,0.9833814953715991,24.10207868764805,True,24.10207868764805
distance_low,stellar_luminosity,2.3121019108280256,0.9705328640571006,17.270441126534486,True,17.270441126534486
distance_low,stellar_luminosity,2.513154250900028,0.9928666958618722,14.0745729167779,True,14.0745729167779
distance_low,stellar_luminosity,2.7142065909720303,0.9995133749964099,13.616086948898465,True,13.616086948898465
distance_low,stellar_luminosity,2.915258931044032,0.9964109286517872,10.246790134713692,True,10.246790134713692
distance_low,stellar_luminosity,3.1163112711160346,0.9972260798714716,7.6505928020031915,True,7.6505928020031915
distance_low,stellar_luminosity,3.317363611188037,0.9971248621055213,5.14634600266823,True,5.14634600266823
distance_low,stellar_luminosity,3.5184159512600393,0.997142053059789,4.1063381743793785,True,4.1063381743793785
distance_low,stellar_luminosity,3.719468291332041,0.9946946477403386,3.279331834711302,True,3.279331834711302
distance_low,stellar_luminosity,3.9205206314040435,0.9972408440985043,2.4784493007654547,True,2.4784493007654547
distance_low,stellar_luminosity,4.121572971476046,0.99840159580372,3.123641082279977,True,3.123641082279977
distance_low,stellar_luminosity,4.322625311548048,0.9990011892951369,2.4403272827814138,True,2.4403272827814138
distance_low,stellar_luminosity,4.5236776516200505,0.9978923668003212,3.2689430847067587,True,3.2689430847067587
distance_low,stellar_luminosity,4.724729991692053,0.9944747586974418,2.3204037468938616,True,2.3204037468938616
distance_low,stellar_luminosity,4.925782331764054,0.9061336384245762,2.979501541663435,True,2.979501541663435
distance_low,stellar_luminosity,5.126834671836057,0.7830179431096802,2.675003287665475,True,2.675003287665475
distance_low,stellar_luminosity,5.327887011908059,0.5798709425403954,3.8378133810241444,True,3.8378133810241444
distance_low,stellar_luminosity,5.528939351980061,0.45325198303674813,1.0026870806238755,True,1.0026870806238755
distance_low,stellar_luminosity,5.729991692052064,0.36424027640606804,0.19029263973712854,True,0.19029263973712854
distance_low,stellar_luminosity,5.931044032124066,0.2875281867457456,0.29210960155098464,True,0.29210960155098464
distance_low,stellar_luminosity,6.132096372196068,0.2587870048254556,-0.007910025090039213,True,0.0
distance_low,stellar_luminosity,6.333148712268071,0.2264182773000374,-0.5654705278419925,True,0.0
distance_low,stellar_luminosity,6.534201052340072,0.16387118777486023,0.45738084957628855,False,0.0
distance_low,stellar_luminosity,6.7352533924120745,0.06075917868670031,-0.491474492511382,False,0.0
distance_low,stellar_luminosity,6.936305732484077,0.012380372067276428,-0.7430100691203825,False,0.0
distance_low,stellar_luminosity,7.137358072556079,0.0,,False,0.0
distance_low,stellar_luminosity,7.338410412628082,0.0,,False,0.0
distance_low,stellar_luminosity,7.539462752700084,0.0,,False,0.0
distance_low,stellar_luminosity,7.740515092772086,0.0,,False,0.0
distance_low,stellar_luminosity,7.941567432844089,0.0,,False,0.0
distance_low,stellar_luminosity,8.14261977291609,0.0,,False,0.0
distance_low,stellar_luminosity,8.343672112988093,0.0,,False,0.0
distance_low,stellar_luminosity,8.544724453060095,0.0,,False,0.0
distance_low,stellar_luminosity,8.745776793132098,0.0,,False,0.0
distance_low,stellar_luminosity,8.9468291332041,0.0,,False,0.0
distance_low,stellar_luminosity,9.147881473276101,0.0,,False,0.0
distance_low,atomic_helium,0.10052617003600112,0.9999043618978808,8.933991899445843,True,8.933991899445843
distance_low,atomic_helium,0.30157851010800335,0.9997744483524095,9.53204918329362,True,9.53204918329362
distance_low,atomic_helium,0.5026308501800056,1.0000668059149789,10.020332050492046,True,10.020332050492046
distance_low,atomic_helium,0.7036831902520078,1.0002199700007606,10.818817259172869,True,10.818817259172869
distance_low,atomic_helium,0.9047355303240101,0.9998552070036234,11.669062968419091,True,11.669062968419091
distance_low,atomic_helium,1.1057878703960122,1.0000226661721823,11.438247890950567,True,11.438247890950567
distance_low,atomic_helium,1.3068402104680146,1.0000738357302243,8.271649107899323,True,8.271649107899323
distance_low,atomic_helium,1.5078925505400167,0.9998527507734368,5.062517418503367,True,5.062517418503367
distance_low,atomic_helium,1.708944890612019,0.9996866456600465,3.695288112618561,True,3.695288112618561
distance_low,atomic_helium,1.9099972306840212,0.9999556423078716,2.5263086877253773,True,2.5263086877253773
distance_low,atomic_helium,2.1110495707560233,0.9912685079743989,1.8274112989154583,True,1.8274112989154583
distance_low,atomic_helium,2.3121019108280256,0.9905710010363383,1.4229309062134718,True,1.4229309062134718
distance_low,atomic_helium,2.513154250900028,0.9827985253642272,1.0917971664033763,True,1.0917971664033763
distance_low,atomic_helium,2.7142065909720303,0.983975753648007,0.8191504475969389,True,0.8191504475969389
distance_low,atomic_helium,2.915258931044032,0.9410071576664837,0.6128340584311628,True,0.6128340584311628
distance_low,atomic_helium,3.1163112711160346,0.8930126736276032,0.5304755591951805,True,0.5304755591951805
distance_low,atomic_helium,3.317363611188037,0.8380607510632573,0.5221341663529097,True,0.5221341663529097
distance_low,atomic_helium,3.5184159512600393,0.8203084996522255,0.5064721582996913,True,0.5064721582996913
distance_low,atomic_helium,3.719468291332041,0.7647918735773938,0.47986042735925166,True,0.47986042735925166
distance_low,atomic_helium,3.9205206314040435,0.6878316163627572,0.4663675060658107,True,0.4663675060658107
distance_low,atomic_helium,4.121572971476046,0.6327476040878853,0.44406247687476064,True,0.44406247687476064
distance_low,atomic_helium,4.322625311548048,0.5809705293198203,0.4046956796317207,True,0.4046956796317207
distance_low,atomic_helium,4.5236776516200505,0.47805117944921854,0.4785861685851389,True,0.4785861685851389
distance_low,atomic_helium,4.724729991692053,0.40607076570201656,0.43581899683479414,True,0.43581899683479414
distance_low,atomic_helium,4.925782331764054,0.3683277883096266,0.3874286961631075,True,0.3874286961631075
distance_low,atomic_helium,5.126834671836057,0.3218944796109438,0.3475951878664275,True,0.3475951878664275
distance_low,atomic_helium,5.327887011908059,0.2970316234795263,0.2739164562710474,True,0.2739164562710474
