id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc	obj_type	z_bibcode
WISEA J071730.13+374504.1	109.375420	37.751099	0.548300	3.0E-4	SLS		0.399	0.1531	G	2014ApJS..211...21E
MACS gJ071730.24+374518.4	109.375999	37.755100	0.559600	3.0E-4	SLS		0.270	0.1036	G	2014ApJS..211...21E
MACS gJ071730.24+374521.1	109.375999	37.755859	0.561700	3.0E-4	SLS		0.270	0.1033	G	2014ApJS..211...21E
GALEXASC J071730.28+373630.5	109.376205	37.609550	0.591600	3.0E-4	SLS		8.764	3.3588	G	2014ApJS..211...21E
MACS gJ071730.42+374038.0	109.376740	37.677219	0.068100	3.0E-4	SLS		4.706	1.8036	G	2014ApJS..211...21E
MACS gJ071730.43+374542.8	109.376793	37.761890	0.564800	3.0E-4	SLS		0.445	0.1704	G	2014ApJS..211...21E
MACS gJ071730.53+373947.7	109.377205	37.663250	0.313100	3.0E-4	SLS		5.543	2.1241	G	2014ApJS..211...21E
MACS gJ071730.57+373222.9	109.377373	37.539700	0.661000	3.0E-4	SLS		12.953	4.9640	G	2014ApJS..211...21E
MACS gJ071730.62+374526.2	109.377586	37.757278	0.545100	3.0E-4	SLS		0.219	0.0841	G	2014ApJS..211...21E
WISEA J071730.66+374121.3	109.377678	37.689350	0.549600	0.001	SLS		3.977	1.5241	G	2014ApJS..211...21E
WISEA J071730.67+374249.5	109.377708	37.713779	0.537400	3.0E-4	SLS		2.514	0.9634	G	2014ApJS..211...21E
MACS gJ071730.79+374531.1	109.378288	37.758640	0.576100	3.0E-4	SLS		0.245	0.0938	G	2014ApJS..211...21E
WISEA J071730.92+374458.5	109.378586	37.749748	0.194000	0.001	SUN		0.378	0.1449	G	2017ApJ...848...37C
MACS gJ071730.87+374721.2	109.378624	37.789219	0.575400	3.0E-4	SLS		2.025	0.7759	G	2014ApJS..211...21E
MACS gJ071730.89+374155.6	109.378708	37.698780	0.557000	5.0E-4	SLS		3.410	1.3067	G	2014ApJS..211...21E
MACS gJ071730.95+374938.4	109.378960	37.827332	0.299600	5.0E-4	SLS		4.308	1.6510	G	2014ApJS..211...21E
MACS gJ071730.96+374632.5	109.378998	37.775700	0.542800	5.0E-4	SLS		1.215	0.4656	G	2014ApJS..211...21E
MACS gJ071731.00+374521.4	109.379166	37.755939	0.561500	3.0E-4	SLS		0.121	0.0464	G	2014ApJS..211...21E
MACS gJ071731.27+374449.1	109.380295	37.746960	0.564000	0.001	SUN		0.520	0.1993	G	2017ApJ...848...37C
MACS gJ071731.40+374738.5	109.380836	37.794029	0.545000	3.0E-4	SLS		2.308	0.8847	G	2014ApJS..211...21E
MACS gJ071731.47+374734.9	109.381126	37.793030	0.342000	3.0E-4	SLS		2.248	0.8616	G	2014ApJS..211...21E
WISEA J071731.58+374205.4	109.381477	37.701469	0.548500	0.001	SLS		3.245	1.2438	G	2014ApJS..211...21E
WISEA J071731.58+374407.1	109.381439	37.735378	0.527300	3.0E-4	SLS		1.211	0.4641	G	2014ApJS..211...21E
WISEA J071731.61+373957.9	109.381706	37.665920	0.378600	3.0E-4	SLS		5.378	2.0612	G	2014ApJS..211...21E
MACS gJ071731.84+374422.3	109.382660	37.739529	0.538900	3.0E-4	SLS		0.963	0.3691	G	2014ApJS..211...21E
WISEA J071731.87+374750.7	109.382835	37.797501	0.389900	3.0E-4	SLS		2.517	0.9646	G	2014ApJS..211...21E
MACS gJ071731.92+374512.6	109.383003	37.753502	0.544800	3.0E-4	SLS		0.139	0.0532	G	2014ApJS..211...21E
MACS gJ071731.94+374428.1	109.383080	37.741138	0.550100	3.0E-4	SLS		0.868	0.3326	G	2014ApJS..211...21E
MACS gJ071732.21+374445.5	109.384201	37.745972	0.350000	0.001	SUN		0.588	0.2252	G	2017ApJ...848...37C
MACS gJ071732.21+374507.5	109.384209	37.752079	0.542700	3.0E-4	SLS		0.241	0.0924	G	2014ApJS..211...21E
MACS gJ071732.29+374838.9	109.384544	37.810810	0.533600	3.0E-4	SLS		3.318	1.2715	G	2014ApJS..211...21E
MACS gJ071732.33+374359.3	109.384705	37.733139	0.532500	3.0E-4	SLS		1.353	0.5185	G	2014ApJS..211...21E
MACS gJ071732.41+374424.2	109.385040	37.740059	0.552800	3.0E-4	SLS		0.944	0.3617	G	2014ApJS..211...21E
GALEXASC J071732.60+373822.1	109.385086	37.639000	0.461700	3.0E-4	SLS		6.995	2.6809	G	2014ApJS..211...21E
WISEA J071732.49+374545.6	109.385292	37.762699	0.421600	3.0E-4	SLS		0.462	0.1769	G	2014ApJS..211...21E
MACS gJ071732.54+374443.7	109.385582	37.745468	0.551400	3.0E-4	SLS		0.633	0.2427	G	2014ApJS..211...21E
MACS gJ071732.55+374343.9	109.385628	37.728859	0.530400	3.0E-4	SLS		1.613	0.6182	G	2014ApJS..211...21E
MACS gJ071732.63+374838.1	109.385956	37.810589	0.844800	0.001	SLS		3.308	1.2677	G	2014ApJS..211...21E
WISEA J071732.68+374703.5	109.386002	37.784248	0.459700	3.0E-4	SLS		1.733	0.6643	G	2014ApJS..211...21E
MACS gJ071732.68+374430.0	109.386169	37.741661	0.536500	5.0E-4	SLS		0.861	0.3299	G	2014ApJS..211...21E
MACS gJ071732.76+373426.9	109.386497	37.574139	0.721200	5.0E-4	SLS		10.888	4.1725	G	2014ApJS..211...21E
MACS gJ071732.86+374159.3	109.386932	37.699810	0.541700	0.001	SLS		3.354	1.2855	G	2014ApJS..211...21E
WISEA J071733.01+373733.7	109.387543	37.625950	0.388300	3.0E-4	SLS		7.782	2.9821	G	2014ApJS..211...21E
MACS gJ071733.03+373850.6	109.387627	37.647388	0.377400	5.0E-4	SLS		6.496	2.4896	G	2014ApJS..211...21E
MACS gJ071733.13+374503.1	109.388039	37.750858	0.553600	3.0E-4	SLS		0.413	0.1584	G	2014ApJS..211...21E
MACS gJ071733.22+374428.0	109.388435	37.741119	0.542000	0.001	SUN		0.924	0.3541	G	2017ApJ...848...37C
MACS gJ071733.33+373932.1	109.388878	37.658920	0.311800	3.0E-4	SLS		5.808	2.2260	G	2014ApJS..211...21E
MACS gJ071733.35+374838.3	109.388962	37.810638	0.493200	3.0E-4	SLS		3.323	1.2734	G	2014ApJS..211...21E
MACS gJ071733.37+373431.2	109.389038	37.575329	0.321800	3.0E-4	SLS		10.820	4.1463	G	2014ApJS..211...21E
WISEA J071733.38+374504.3	109.389191	37.751419	0.546900	5.0E-4	SLS		0.435	0.1666	G	2014ApJS..211...21E
MACS gJ071733.51+374419.1	109.389626	37.738640	0.544600	3.0E-4	SLS		1.083	0.4151	G	2014ApJS..211...21E
WISEA J071733.69+373808.8	109.390335	37.636028	0.546100	5.0E-4	SLS		7.184	2.7530	G	2014ApJS..211...21E
MACS gJ071733.72+374408.7	109.390503	37.735748	0.666800	3.0E-4	SLS		1.260	0.4830	G	2014ApJS..211...21E
MACS gJ071733.81+374406.0	109.390884	37.735008	0.537100	3.0E-4	SLS		1.308	0.5014	G	2014ApJS..211...21E
MACS gJ071733.87+375147.0	109.391129	37.863060	0.553400	5.0E-4	SLS		6.466	2.4778	G	2014ApJS..211...21E
WISEA J071734.27+374847.5	109.392540	37.813358	0.421200	3.0E-4	SLS		3.506	1.3436	G	2014ApJS..211...21E
MACS gJ071734.24+374329.3	109.392670	37.724800	0.175200	0.001	SLS		1.918	0.7350	G	2014ApJS..211...21E
MACS gJ071734.25+374313.3	109.392708	37.720360	0.467600	5.0E-4	SLS		2.176	0.8339	G	2014ApJS..211...21E
MACS gJ071734.32+374329.3	109.392998	37.724800	0.175100	0.001	SLS		1.922	0.7367	G	2014ApJS..211...21E
MACS gJ071734.53+373638.1	109.393875	37.610580	0.546100	3.0E-4	SLS		8.718	3.3410	G	2014ApJS..211...21E
MACS gJ071734.56+374440.9	109.393997	37.744690	0.541800	3.0E-4	SLS		0.876	0.3357	G	2014ApJS..211...21E
MACS gJ071734.57+374510.2	109.394035	37.752838	0.525000	3.0E-4	SLS		0.609	0.2333	G	2014ApJS..211...21E
MACS gJ071734.58+374731.1	109.394081	37.791969	0.575700	5.0E-4	SLS		2.262	0.8670	G	2014ApJS..211...21E
MACS gJ071734.63+374408.9	109.394279	37.735802	0.549800	3.0E-4	SLS		1.328	0.5089	G	2014ApJS..211...21E
MACS gJ071734.71+374446.6	109.394623	37.746281	0.543200	3.0E-4	SLS		0.829	0.3178	G	2014ApJS..211...21E
MACS gJ071734.73+374937.6	109.394707	37.827110	0.533700	3.0E-4	SLS		4.337	1.6622	G	2014ApJS..211...21E
MACS gJ071734.76+374346.5	109.394844	37.729580	0.538200	3.0E-4	SLS		1.679	0.6436	G	2014ApJS..211...21E
GALEXASC J071735.10+375209.3	109.395416	37.868641	0.553000	3.0E-4	SLS		6.816	2.6121	G	2014ApJS..211...21E
WISEA J071734.84+374940.3	109.395584	37.828140	0.539300	3.0E-4	SLS		4.404	1.6879	G	2014ApJS..211...21E
WISEA J071734.99+373824.6	109.395706	37.640469	0.591100	3.0E-4	SLS		6.938	2.6587	G	2014ApJS..211...21E
WISEA J071735.11+374619.7	109.396240	37.772209	0.562700	5.0E-4	SLS		1.215	0.4655	G	2014ApJS..211...21E
MACS gJ071735.19+374531.8	109.396622	37.758831	0.552400	3.0E-4	SLS		0.736	0.2820	G	2014ApJS..211...21E
MACS gJ071735.23+374533.6	109.396790	37.759331	0.539400	3.0E-4	SLS		0.752	0.2882	G	2014ApJS..211...21E
MACS gJ071735.28+374256.0	109.397011	37.715549	0.536500	5.0E-4	SLS		2.509	0.9614	G	2014ApJS..211...21E
MACS gJ071735.28+374443.1	109.397011	37.745300	0.550800	5.0E-4	SLS		0.953	0.3653	G	2014ApJS..211...21E
WISEA J071735.49+373152.3	109.397499	37.531441	0.488300	3.0E-4	SLS		13.468	5.1614	G	2014ApJS..211...21E
MACS gJ071735.43+374359.3	109.397629	37.733150	0.545000	0.001	SUN		1.543	0.5914	G	2017ApJ...848...37C
MACS gJ071735.58+373624.2	109.398247	37.606720	0.551800	3.0E-4	SLS		8.965	3.4356	G	2014ApJS..211...21E
WISEA J071735.59+374258.3	109.398628	37.716251	0.281700	3.0E-4	SLS		2.492	0.9550	G	2014ApJS..211...21E
WISEA J071735.68+374334.2	109.398666	37.726139	0.493500	3.0E-4	SLS		1.941	0.7437	G	2014ApJS..211...21E
MACS gJ071735.78+373521.9	109.399086	37.589420	0.551200	5.0E-4	SLS		10.003	3.8333	G	2014ApJS..211...21E
MACS gJ071735.80+374346.3	109.399170	37.729530	0.549900	5.0E-4	SLS		1.769	0.6779	G	2014ApJS..211...21E
MACS gJ071735.82+374442.9	109.399239	37.745258	0.533000	5.0E-4	SLS		1.038	0.3977	G	2014ApJS..211...21E
WISEA J071735.96+374559.2	109.399834	37.766579	0.546300	3.0E-4	SLS		1.086	0.4162	G	2014ApJS..211...21E
MACS gJ071735.97+374528.8	109.399872	37.757999	0.382900	0.001	SLS		0.876	0.3356	G	2014ApJS..211...21E
MACS gJ071735.98+374545.1	109.399918	37.762531	0.551400	3.0E-4	SLS		0.961	0.3684	G	2014ApJS..211...21E
MACS gJ071735.99+374639.9	109.399948	37.777760	0.562800	5.0E-4	SLS		1.589	0.6091	G	2014ApJS..211...21E
MACS gJ071736.17+373233.5	109.400711	37.542641	0.553100	3.0E-4	SLS		12.807	4.9081	G	2014ApJS..211...21E
MACS gJ071736.17+373617.9	109.400711	37.604969	0.546200	3.0E-4	SLS		9.081	3.4799	G	2014ApJS..211...21E
MACS gJ071736.22+374340.1	109.400917	37.727810	0.535700	3.0E-4	SLS		1.899	0.7277	G	2014ApJS..211...21E
MACS gJ071736.33+374035.6	109.401375	37.676559	0.363000	5.0E-4	SLS		4.831	1.8515	G	2014ApJS..211...21E
MACS gJ071736.38+374229.6	109.401588	37.708221	0.550000	3.0E-4	SLS		2.993	1.1472	G	2014ApJS..211...21E
MACS gJ071736.41+374405.9	109.401711	37.734970	0.542600	3.0E-4	SLS		1.559	0.5974	G	2014ApJS..211...21E
MACS gJ071736.42+374216.8	109.401749	37.704670	0.488100	3.0E-4	SLS		3.199	1.2258	G	2014ApJS..211...21E
MACS gJ071736.53+373843.2	109.402206	37.645329	0.376300	3.0E-4	SLS		6.685	2.5620	G	2014ApJS..211...21E
MACS gJ071736.53+374757.4	109.402206	37.799278	0.539700	3.0E-4	SLS		2.798	1.0723	G	2014ApJS..211...21E
MACS gJ071736.55+374409.3	109.402283	37.735920	0.540200	3.0E-4	SLS		1.531	0.5869	G	2014ApJS..211...21E
WISEA J071736.64+374328.9	109.402519	37.724789	0.540000	0.001	SUN		2.095	0.8027	G	2017ApJ...848...37C
MACS gJ071736.63+374500.2	109.402611	37.750050	0.532200	5.0E-4	SLS		1.047	0.4012	G	2014ApJS..211...21E
WISEA J071736.67+373907.0	109.402748	37.652248	0.377400	3.0E-4	SLS		6.279	2.4063	G	2014ApJS..211...21E
MACS gJ071736.70+373636.1	109.402916	37.610031	0.399700	5.0E-4	SLS		8.790	3.3685	G	2014ApJS..211...21E
MACS gJ071736.70+374752.4	109.402916	37.797890	0.401700	3.0E-4	SLS		2.732	1.0471	G	2014ApJS..211...21E
MACS gJ071736.82+374256.9	109.403404	37.715801	0.532700	0.001	SLS		2.599	0.9960	G	2014ApJS..211...21E
MACS gJ071736.82+374453.9	109.403419	37.748299	0.553600	3.0E-4	SLS		1.120	0.4292	G	2014ApJS..211...21E
WISEA J071736.78+374600.4	109.403503	37.766998	0.490100	3.0E-4	SLS		1.242	0.4761	G	2014ApJS..211...21E
MACS gJ071736.85+374845.0	109.403542	37.812500	0.541800	5.0E-4	SLS		3.570	1.3683	G	2014ApJS..211...21E
MACS gJ071736.87+374659.5	109.403625	37.783199	0.543900	3.0E-4	SLS		1.958	0.7504	G	2014ApJS..211...21E
MACS gJ071736.88+374443.4	109.403664	37.745392	0.538100	3.0E-4	SLS		1.209	0.4632	G	2014ApJS..211...21E
MACS gJ071737.09+374426.7	109.404541	37.740749	0.546600	3.0E-4	SLS		1.403	0.5375	G	2014ApJS..211...21E
MACS gJ071737.10+373635.2	109.404587	37.609779	0.399000	5.0E-4	SLS		8.814	3.3779	G	2014ApJS..211...21E
WISEA J071737.10+374612.0	109.404587	37.770142	0.421200	3.0E-4	SLS		1.395	0.5348	G	2014ApJS..211...21E
MACS gJ071737.16+374536.7	109.404854	37.760189	0.534200	3.0E-4	SLS		1.134	0.4347	G	2014ApJS..211...21E
MACS gJ071737.22+374133.7	109.405083	37.692699	0.534100	0.001	SLS		3.932	1.5068	G	2014ApJS..211...21E
MACS gJ071737.31+374227.6	109.405457	37.707668	0.529000	5.0E-4	SLS		3.087	1.1831	G	2014ApJS..211...21E
MACS gJ071737.31+374432.1	109.405457	37.742249	0.541000	5.0E-4	SLS		1.383	0.5298	G	2014ApJS..211...21E
MACS gJ071737.41+374506.3	109.405876	37.751751	0.561500	3.0E-4	SLS		1.171	0.4487	G	2014ApJS..211...21E
MACS gJ071737.56+374533.9	109.406509	37.759418	0.541000	0.001	SUN		1.201	0.4602	G	2017ApJ...848...37C
WISEA J071737.57+374717.0	109.406586	37.788219	0.492000	3.0E-4	SLS		2.288	0.8769	G	2014ApJS..211...21E
MACS gJ071737.61+374634.4	109.406693	37.776218	0.491300	3.0E-4	SLS		1.716	0.6576	G	2014ApJS..211...21E
MACS gJ071737.66+374244.2	109.406906	37.712280	0.542400	3.0E-4	SLS		2.860	1.0959	G	2014ApJS..211...21E
MACS gJ071737.79+373702.7	109.407455	37.617420	0.545600	3.0E-4	SLS		8.378	3.2108	G	2014ApJS..211...21E
MACS gJ071737.79+373943.0	109.407455	37.661949	0.711400	5.0E-4	SLS		5.748	2.2030	G	2014ApJS..211...21E
MACS gJ071737.85+373721.0	109.407707	37.622501	0.545900	3.0E-4	SLS		8.079	3.0960	G	2014ApJS..211...21E
MACS gJ071737.89+374410.4	109.407883	37.736229	0.551000	0.001	SUN		1.701	0.6517	G	2017ApJ...848...37C
MACS gJ071737.92+374216.0	109.407997	37.704441	0.537400	3.0E-4	SLS		3.312	1.2692	G	2014ApJS..211...21E
MACS gJ071738.18+373600.3	109.409081	37.600079	0.551200	3.0E-4	SLS		9.419	3.6097	G	2014ApJS..211...21E
MACS gJ071738.18+373708.0	109.409081	37.618889	0.363700	3.0E-4	SLS		8.303	3.1819	G	2014ApJS..211...21E
WISEA J071738.21+374211.1	109.409401	37.702801	0.538600	0.001	SLS		3.428	1.3138	G	2014ApJS..211...21E
WISEA J071738.36+374004.8	109.409836	37.668171	0.749700	3.0E-4	SLS		5.411	2.0737	G	2014ApJS..211...21E
MACS gJ071738.40+374340.4	109.410004	37.727890	0.551200	3.0E-4	SLS		2.136	0.8187	G	2014ApJS..211...21E
MACS gJ071738.44+375139.2	109.410164	37.860889	0.689500	5.0E-4	SLS		6.462	2.4766	G	2014ApJS..211...21E
MACS gJ071738.60+374341.3	109.410835	37.728142	0.551100	5.0E-4	SLS		2.150	0.8238	G	2014ApJS..211...21E
WISEA J071738.65+373413.8	109.410957	37.570450	0.368100	3.0E-4	SLS		11.193	4.2896	G	2014ApJS..211...21E
WISEA J071738.71+374047.8	109.411163	37.679970	0.665900	5.0E-4	SLS		4.747	1.8190	G	2014ApJS..211...21E
MACS gJ071739.07+373532.1	109.412788	37.592251	0.666000	3.0E-4	SLS		9.909	3.7975	G	2014ApJS..211...21E
MACS gJ071739.12+373928.1	109.413002	37.657810	0.538400	3.0E-4	SLS		6.051	2.3188	G	2014ApJS..211...21E
MACS gJ071739.19+374640.2	109.413292	37.777828	0.490500	3.0E-4	SLS		2.009	0.7698	G	2014ApJS..211...21E
WISEA J071739.19+374533.9	109.413330	37.759281	0.538900	3.0E-4	SLS		1.518	0.5819	G	2014ApJS..211...21E
MACS gJ071739.32+375019.3	109.413834	37.838699	0.575900	5.0E-4	SLS		5.216	1.9990	G	2014ApJS..211...21E
MACS gJ071739.41+374101.5	109.414207	37.683750	0.387500	3.0E-4	SLS		4.577	1.7540	G	2014ApJS..211...21E
WISEA J071739.37+374358.9	109.414314	37.733139	0.547300	5.0E-4	SLS		2.051	0.7862	G	2014ApJS..211...21E
WISEA J071739.37+373928.4	109.414413	37.658051	0.376000	3.0E-4	SLS		6.053	2.3199	G	2014ApJS..211...21E
MACS gJ071739.53+374241.9	109.414711	37.711639	0.539500	3.0E-4	SLS		3.066	1.1751	G	2014ApJS..211...21E
MACS gJ071739.61+374421.9	109.415039	37.739422	0.538500	3.0E-4	SLS		1.856	0.7112	G	2014ApJS..211...21E
MACS gJ071739.68+374343.5	109.415337	37.728748	0.539500	5.0E-4	SLS		2.267	0.8688	G	2014ApJS..211...21E
MACS gJ071739.69+374649.1	109.415375	37.780300	0.489800	5.0E-4	SLS		2.182	0.8360	G	2014ApJS..211...21E
MACS gJ071739.73+374518.7	109.415558	37.755199	0.544100	3.0E-4	SLS		1.608	0.6161	G	2014ApJS..211...21E
MACS gJ071739.97+373411.1	109.416542	37.569752	0.350300	3.0E-4	SLS		11.271	4.3193	G	2014ApJS..211...21E
MACS gJ071740.02+374925.5	109.416748	37.823750	0.534800	3.0E-4	SLS		4.417	1.6925	G	2014ApJS..211...21E
MACS gJ071740.13+374211.2	109.417206	37.703110	0.542000	3.0E-4	SLS		3.570	1.3683	G	2014ApJS..211...21E
MACS gJ071740.15+374515.9	109.417274	37.754429	0.542900	5.0E-4	SLS		1.690	0.6478	G	2014ApJS..211...21E
WISEA J071740.16+373515.9	109.417374	37.587719	0.549200	5.0E-4	SLS		10.212	3.9136	G	2014ApJS..211...21E
MACS gJ071740.17+374841.8	109.417374	37.811611	0.833700	5.0E-4	SLS		3.765	1.4429	G	2014ApJS..211...21E
MACS gJ071740.24+374654.5	109.417664	37.781811	0.542900	5.0E-4	SLS		2.323	0.8901	G	2014ApJS..211...21E
MACS gJ071740.35+374820.4	109.418121	37.805672	0.766800	3.0E-4	SLS		3.468	1.3291	G	2014ApJS..211...21E
MACS gJ071740.39+374141.0	109.418289	37.694721	0.544000	3.0E-4	SLS		4.043	1.5494	G	2014ApJS..211...21E
MACS gJ071740.57+373431.0	109.419044	37.575279	0.551400	5.0E-4	SLS		10.962	4.2008	G	2014ApJS..211...21E
MACS gJ071740.93+373709.8	109.420540	37.619389	0.430600	3.0E-4	SLS		8.376	3.2100	G	2014ApJS..211...21E
WISEA J071741.14+374451.8	109.421043	37.748001	0.542300	3.0E-4	SLS		1.922	0.7366	G	2014ApJS..211...21E
MACS gJ071741.13+374502.5	109.421371	37.750690	0.542300	3.0E-4	SLS		1.906	0.7304	G	2014ApJS..211...21E
MACS gJ071741.29+373434.3	109.422043	37.576191	0.551100	5.0E-4	SLS		10.932	4.1893	G	2014ApJS..211...21E
MACS gJ071741.45+374410.3	109.422722	37.736198	0.537500	3.0E-4	SLS		2.268	0.8691	G	2014ApJS..211...21E
MACS gJ071741.57+374459.6	109.423195	37.749901	0.567300	5.0E-4	SLS		1.999	0.7661	G	2014ApJS..211...21E
MACS gJ071741.68+374419.0	109.423668	37.738609	0.549300	5.0E-4	SLS		2.237	0.8573	G	2014ApJS..211...21E
MACS gJ071741.78+375143.0	109.424080	37.861950	0.895500	3.0E-4	SLS		6.692	2.5648	G	2014ApJS..211...21E
WISEA J071741.89+373743.2	109.424622	37.628689	0.545900	3.0E-4	SLS		7.881	3.0201	G	2014ApJS..211...21E
WISEA J071741.76+374501.0	109.424622	37.750530	0.668000	3.0E-4	SLS		2.060	0.7894	G	2014ApJS..211...21E
WISEA J071741.96+374804.5	109.424873	37.801472	0.543000	3.0E-4	SLS		3.433	1.3157	G	2014ApJS..211...21E
WISEA J071742.08+374145.7	109.425247	37.696030	0.543100	5.0E-4	SLS		4.127	1.5817	G	2014ApJS..211...21E
MACS gJ071742.15+374213.2	109.425629	37.703671	0.542600	5.0E-4	SLS		3.748	1.4362	G	2014ApJS..211...21E
WISEA J071742.18+374300.0	109.425629	37.716721	0.734600	3.0E-4	SLS		3.128	1.1986	G	2014ApJS..211...21E
MACS gJ071742.51+374619.8	109.427124	37.772171	0.545400	5.0E-4	SLS		2.375	0.9103	G	2014ApJS..211...21E
WISEA J071742.57+373903.4	109.427330	37.651031	0.367400	3.0E-4	SLS		6.636	2.5430	G	2014ApJS..211...21E
WISEA J071742.50+374857.5	109.427483	37.816101	0.330800	3.0E-4	SLS		4.232	1.6220	G	2014ApJS..211...21E
WISEA J071742.65+374526.6	109.427734	37.757832	0.538600	3.0E-4	SLS		2.189	0.8390	G	2014ApJS..211...21E
WISEA J071743.00+374133.4	109.429001	37.692699	0.544000	3.0E-4	SLS		4.390	1.6823	G	2014ApJS..211...21E
WISEA J071743.04+374118.5	109.429337	37.688580	0.593700	3.0E-4	SLS		4.612	1.7674	G	2014ApJS..211...21E
MACS gJ071743.14+374337.4	109.429749	37.727051	0.536100	3.0E-4	SLS		2.851	1.0927	G	2014ApJS..211...21E
MACS gJ071743.17+374651.5	109.429878	37.780972	0.562200	3.0E-4	SLS		2.748	1.0532	G	2014ApJS..211...21E
WISEA J071743.35+374719.6	109.430580	37.788921	0.539000	3.0E-4	SLS		3.064	1.1742	G	2014ApJS..211...21E
WISEA J071743.43+373721.9	109.431038	37.622810	0.547200	3.0E-4	SLS		8.303	3.1818	G	2014ApJS..211...21E
MACS gJ071743.57+374322.8	109.431541	37.723000	0.540300	3.0E-4	SLS		3.069	1.1759	G	2014ApJS..211...21E
MACS gJ071743.61+374635.5	109.431725	37.776520	0.542500	0.001	SLS		2.687	1.0296	G	2014ApJS..211...21E
WISEA J071743.62+373750.0	109.431747	37.630581	0.550800	5.0E-4	SLS		7.867	3.0147	G	2014ApJS..211...21E
MACS gJ071743.67+373439.6	109.431961	37.577671	0.543400	5.0E-4	SLS		10.937	4.1915	G	2014ApJS..211...21E
WISEA J071743.68+374408.5	109.432083	37.735809	0.536400	3.0E-4	SLS		2.669	1.0229	G	2014ApJS..211...21E
WISEA J071743.92+374911.4	109.433044	37.819832	0.318500	3.0E-4	SLS		4.561	1.7480	G	2014ApJS..211...21E
MACS gJ071743.95+374649.6	109.433128	37.780449	0.385900	3.0E-4	SLS		2.861	1.0965	G	2014ApJS..211...21E
WISEA J071744.01+373237.2	109.433334	37.543690	0.496500	3.0E-4	SLS		12.947	4.9616	G	2014ApJS..211...21E
WISEA J071744.10+374929.1	109.433830	37.824829	0.538800	3.0E-4	SLS		4.836	1.8534	G	2014ApJS..211...21E
WISEA J071744.16+374031.3	109.433876	37.675190	0.545200	5.0E-4	SLS		5.422	2.0777	G	2014ApJS..211...21E
MACS gJ071744.15+374759.7	109.433960	37.799919	0.490200	3.0E-4	SLS		3.638	1.3941	G	2014ApJS..211...21E
MACS gJ071744.16+374501.4	109.433998	37.750401	0.550000	5.0E-4	SLS		2.502	0.9587	G	2014ApJS..211...21E
MACS gJ071744.30+373156.7	109.434586	37.532421	0.689300	3.0E-4	SLS		13.622	5.2205	G	2014ApJS..211...21E
MACS gJ071744.30+374507.3	109.434586	37.752029	0.156100	3.0E-4	SLS		2.519	0.9654	G	2014ApJS..211...21E
MACS gJ071744.35+374334.5	109.434792	37.726250	0.422200	0.001	SLS		3.073	1.1778	G	2014ApJS..211...21E
WISEA J071744.39+373421.6	109.435043	37.573330	0.665400	3.0E-4	SLS		11.224	4.3013	G	2014ApJS..211...21E
MACS gJ071744.42+374834.8	109.435074	37.809662	0.246400	5.0E-4	SLS		4.117	1.5778	G	2014ApJS..211...21E
MACS gJ071744.49+374547.6	109.435371	37.763222	0.498300	3.0E-4	SLS		2.588	0.9920	G	2014ApJS..211...21E
MACS gJ071744.70+373905.4	109.436249	37.651501	0.375900	3.0E-4	SLS		6.760	2.5905	G	2014ApJS..211...21E
MACS gJ071744.73+374139.3	109.436378	37.694248	0.454600	3.0E-4	SLS		4.503	1.7255	G	2014ApJS..211...21E
WISEA J071744.86+374449.0	109.436958	37.747028	0.495100	3.0E-4	SLS		2.672	1.0241	G	2014ApJS..211...21E
MACS gJ071744.89+374308.7	109.437035	37.719082	0.553700	0.001	SLS		3.419	1.3104	G	2014ApJS..211...21E
MACS gJ071745.01+374317.2	109.437538	37.721439	0.540900	3.0E-4	SLS		3.349	1.2836	G	2014ApJS..211...21E
WISEA J071745.20+374406.1	109.438332	37.735081	0.541100	3.0E-4	SLS		2.956	1.1327	G	2014ApJS..211...21E
WISEA J071745.26+374753.7	109.438545	37.798328	0.538400	3.0E-4	SLS		3.723	1.4267	G	2014ApJS..211...21E
MACS gJ071745.47+373631.3	109.439461	37.608700	0.692000	5.0E-4	SLS		9.229	3.5368	G	2014ApJS..211...21E
MACS gJ071745.52+374546.5	109.439659	37.762909	0.497700	3.0E-4	SLS		2.786	1.0676	G	2014ApJS..211...21E
MACS gJ071745.79+374008.5	109.440788	37.669029	0.540800	3.0E-4	SLS		5.902	2.2617	G	2014ApJS..211...21E
MACS gJ071745.80+374618.2	109.440834	37.771721	0.552100	5.0E-4	SLS		2.969	1.1378	G	2014ApJS..211...21E
MACS gJ071745.85+374335.6	109.441040	37.726551	0.537200	3.0E-4	SLS		3.311	1.2690	G	2014ApJS..211...21E
MACS gJ071745.91+374845.2	109.441292	37.812561	0.551400	5.0E-4	SLS		4.437	1.7005	G	2014ApJS..211...21E
MACS gJ071745.93+374324.9	109.441376	37.723579	0.542300	3.0E-4	SLS		3.422	1.3113	G	2014ApJS..211...21E
WISEA J071745.97+373514.1	109.441475	37.587139	0.689600	5.0E-4	SLS		10.497	4.0227	G	2014ApJS..211...21E
WISEA J071745.94+374721.2	109.441582	37.789440	0.421500	3.0E-4	SLS		3.494	1.3389	G	2014ApJS..211...21E
MACS gJ071745.99+374231.6	109.441628	37.708778	0.591500	5.0E-4	SLS		3.997	1.5317	G	2014ApJS..211...21E
