ID	RAdeg	DEdeg	z	qflag	zref	Rmag_Kron
CLASHVLTJ224903.47-442554.0	342.264453	-44.431666	0.29700	3	1	21.68
CLASHVLTJ224835.51-444133.2	342.147952	-44.692546	0.45610	3	1	22.76
CLASHVLTJ224904.14-443814.6	342.267262	-44.637383	0.43800	3	1	22.01
CLASHVLTJ224901.51-442911.5	342.256284	-44.486531	0.34940	3	1	19.62
CLASHVLTJ224842.81-444030.7	342.178375	-44.675206	0.45540	3	1	21.47
CLASHVLTJ224852.80-444000.4	342.220018	-44.666771	0.34030	3	1	22.86
CLASHVLTJ224837.79-442340.5	342.157471	-44.394579	0.57920	3	1	23.23
CLASHVLTJ224934.94-442402.7	342.395581	-44.400761	0.00000	3	1	20.03
CLASHVLTJ224923.44-444152.2	342.347656	-44.697825	0.41730	3	1	22.76
CLASHVLTJ224803.82-444219.2	342.015916	-44.705329	0.56210	3	1	22.92
CLASHVLTJ224906.20-442248.8	342.275817	-44.380217	0.29720	2	1	22.68
CLASHVLTJ224904.38-442910.7	342.268268	-44.486296	0.34500	2	1	23.01
CLASHVLTJ224737.96-443815.0	341.908184	-44.637487	0.29535	9	1	24.07
CLASHVLTJ224742.07-442701.4	341.925292	-44.450391	0.21990	3	1	22.16
CLASHVLTJ224816.22-444035.8	342.067585	-44.676618	0.45677	3	1	23.06
CLASHVLTJ224807.70-443352.6	342.032086	-44.564600	0.34173	3	1	23.02
CLASHVLTJ224906.40-443607.4	342.276668	-44.602055	0.19190	3	1	21.59
CLASHVLTJ224808.35-442819.3	342.034786	-44.472024	0.28710	3	1	20.76
CLASHVLTJ224919.62-444257.7	342.331768	-44.716024	0.41850	3	1	20.19
CLASHVLTJ224859.21-443038.2	342.246719	-44.510622	0.33530	3	1	20.99
CLASHVLTJ224832.81-442654.4	342.136699	-44.448456	1.33703	9	1	23.44
CLASHVLTJ224809.69-442936.2	342.040392	-44.493398	0.60640	3	1	22.39
CLASHVLTJ224850.43-443211.4	342.210134	-44.536504	1.44030	3	1	20.97
CLASHVLTJ224905.62-443048.1	342.273402	-44.513357	0.33710	3	1	20.47
CLASHVLTJ224841.68-442616.1	342.173665	-44.437803	0.23760	3	1	19.04
CLASHVLTJ224951.61-443848.4	342.465044	-44.646781	0.78100	3	1	22.18
CLASHVLTJ224815.33-442708.1	342.063859	-44.452252	0.35250	3	1	22.50
CLASHVLTJ224844.06-442959.6	342.183570	-44.499876	0.34790	2	1	23.04
CLASHVLTJ224812.00-442650.0	342.049981	-44.447223	0.00000	3	1	20.88
CLASHVLTJ224853.78-443002.2	342.224103	-44.500611	0.33670	3	1	22.79
CLASHVLTJ224900.67-442115.0	342.252778	-44.354159	0.35492	3	1	24.09
CLASHVLTJ224857.10-443010.8	342.237901	-44.502991	0.35630	3	1	18.01
CLASHVLTJ224910.48-442928.4	342.293656	-44.491223	0.33730	3	1	22.53
CLASHVLTJ224834.09-443623.4	342.142026	-44.606505	0.34080	2	1	23.33
CLASHVLTJ224807.30-444029.3	342.030425	-44.674805	0.25730	3	1	24.10
CLASHVLTJ224924.14-443833.9	342.350582	-44.642762	0.47660	3	1	22.18
CLASHVLTJ224834.62-443340.0	342.144257	-44.561121	0.34690	3	1	20.97
CLASHVLTJ224737.89-444213.0	341.907873	-44.703617	0.35330	2	1	22.08
CLASHVLTJ224852.77-442843.5	342.219891	-44.478740	0.34570	3	1	20.61
CLASHVLTJ224819.40-442116.5	342.080823	-44.354597	0.20240	3	1	19.75
CLASHVLTJ224855.71-442959.5	342.232137	-44.499865	0.35400	3	1	20.97
CLASHVLTJ224828.95-443614.9	342.120633	-44.604146	0.12870	3	1	22.38
CLASHVLTJ224854.95-442551.7	342.228955	-44.431038	0.56280	3	1	20.57
CLASHVLTJ224833.55-443649.5	342.139804	-44.613754	0.38220	3	1	23.04
CLASHVLTJ224952.79-443601.6	342.469943	-44.600433	0.45200	3	1	23.53
CLASHVLTJ224743.20-444228.6	341.930006	-44.707956	0.29605	3	1	21.83
CLASHVLTJ224923.99-443034.6	342.349963	-44.509619	0.34830	3	1	23.76
CLASHVLTJ224842.47-443202.8	342.176940	-44.534107	0.33430	3	4	20.53
CLASHVLTJ224813.92-442114.1	342.058018	-44.353904	0.34870	3	1	22.16
CLASHVLTJ224846.18-442809.8	342.192409	-44.469382	0.34220	3	1	22.85
CLASHVLTJ224925.10-444143.1	342.354572	-44.695317	0.42050	2	1	22.02
CLASHVLTJ224845.97-443160.0	342.191543	-44.533325	0.34860	3	4	22.33
CLASHVLTJ224841.41-443420.8	342.172523	-44.572450	0.34230	3	1	20.73
CLASHVLTJ224953.95-443403.5	342.474796	-44.567651	0.00000	3	1	22.39
CLASHVLTJ224858.76-443158.8	342.244829	-44.532992	0.34080	3	1	20.45
CLASHVLTJ224829.07-442509.1	342.121132	-44.419197	0.27600	3	1	22.08
CLASHVLTJ224840.04-442104.0	342.166826	-44.351124	0.68940	9	1	24.25
CLASHVLTJ224842.08-443740.1	342.175336	-44.627796	0.45770	2	1	22.86
CLASHVLTJ224901.12-444231.0	342.254686	-44.708620	0.39900	9	1	24.10
CLASHVLTJ224741.59-443922.9	341.923283	-44.656350	0.34570	2	1	23.77
CLASHVLTJ224756.63-444026.7	341.985975	-44.674092	0.34990	3	1	20.28
CLASHVLTJ224815.62-443532.2	342.065092	-44.592266	0.33490	3	1	22.92
CLASHVLTJ224852.50-444001.8	342.218743	-44.667170	0.43800	3	1	23.41
CLASHVLTJ224831.01-444253.4	342.129204	-44.714845	0.47066	3	1	23.54
CLASHVLTJ224859.81-444002.7	342.249224	-44.667419	0.60830	3	1	22.91
CLASHVLTJ224748.99-444024.7	341.954113	-44.673527	0.34740	3	1	22.63
CLASHVLTJ224848.53-442104.5	342.202215	-44.351257	0.34480	3	1	21.64
CLASHVLTJ224845.31-443240.1	342.188789	-44.544463	0.35300	3	1	22.42
CLASHVLTJ224935.02-443850.7	342.395931	-44.647411	0.15010	2	1	24.07
CLASHVLTJ224754.51-443355.9	341.977117	-44.565516	0.34800	3	1	21.39
CLASHVLTJ224944.72-442141.5	342.436329	-44.361533	2.48710	2	1	25.53
CLASHVLTJ224840.64-443452.2	342.169345	-44.581166	0.39040	3	1	23.45
CLASHVLTJ224836.87-443400.8	342.153625	-44.566894	0.35380	3	1	20.99
CLASHVLTJ224851.39-442730.4	342.214112	-44.458435	0.34340	3	1	19.79
CLASHVLTJ224806.21-443817.1	342.025865	-44.638094	0.23370	3	1	22.84
CLASHVLTJ224854.28-442340.2	342.226183	-44.394493	0.56380	2	1	22.52
CLASHVLTJ224838.48-444115.9	342.160350	-44.687751	0.45770	3	1	22.06
CLASHVLTJ224825.40-443915.2	342.105853	-44.654232	0.33770	3	1	21.25
CLASHVLTJ224802.94-444220.1	342.012237	-44.705584	0.34720	3	1	21.40
CLASHVLTJ224946.85-442759.2	342.445196	-44.466440	0.25047	3	1	22.81
CLASHVLTJ224754.34-443822.7	341.976418	-44.639646	0.24500	3	1	22.67
CLASHVLTJ224842.65-442705.6	342.177700	-44.451564	0.57100	3	1	23.68
CLASHVLTJ224845.14-443158.0	342.188093	-44.532782	0.33840	3	4	22.78
CLASHVLTJ224834.57-443228.3	342.144029	-44.541190	0.34000	2	1	23.24
CLASHVLTJ224851.50-443651.8	342.214567	-44.614399	0.34410	3	1	23.96
CLASHVLTJ224919.49-443047.2	342.331214	-44.513118	0.00000	2	1	23.31
CLASHVLTJ224921.42-444232.9	342.339253	-44.709145	0.42660	3	1	20.92
CLASHVLTJ224833.78-443139.2	342.140760	-44.527547	0.33720	2	1	23.91
CLASHVLTJ224845.88-442726.5	342.191167	-44.457370	0.47520	3	1	22.46
CLASHVLTJ224852.04-443216.2	342.216816	-44.537820	0.35120	3	1	22.01
CLASHVLTJ224850.76-442223.1	342.211501	-44.373080	0.56570	3	1	23.29
CLASHVLTJ224947.49-444027.3	342.447874	-44.674255	0.32200	2	1	23.83
CLASHVLTJ224940.03-443812.7	342.416791	-44.636868	0.56680	3	1	22.19
CLASHVLTJ224902.84-443926.6	342.261841	-44.657382	0.47770	3	1	23.01
CLASHVLTJ224813.92-442726.9	342.058019	-44.457460	0.05300	3	1	21.34
CLASHVLTJ224844.26-443222.6	342.184422	-44.539611	0.65180	3	4	24.32
CLASHVLTJ224926.33-444051.4	342.359724	-44.680946	0.29640	3	1	21.68
CLASHVLTJ224858.84-443105.2	342.245171	-44.518116	0.34930	3	1	19.80
CLASHVLTJ224841.46-443243.5	342.172747	-44.545417	0.00000	3	4	23.26
CLASHVLTJ224758.56-444241.4	341.993998	-44.711502	0.34753	2	1	22.48
CLASHVLTJ224848.03-442440.4	342.200128	-44.411215	0.34700	3	1	20.15
CLASHVLTJ224757.31-443321.1	341.988811	-44.555852	0.65500	2	1	23.76
CLASHVLTJ224837.63-442425.5	342.156809	-44.407087	0.34383	3	1	23.58
CLASHVLTJ224819.59-442333.3	342.081642	-44.392595	0.49020	3	1	21.53
CLASHVLTJ224916.14-442511.0	342.317238	-44.419718	0.33850	3	1	20.70
CLASHVLTJ224950.53-442207.3	342.460522	-44.368702	0.38830	3	1	23.25
CLASHVLTJ224825.31-443946.0	342.105454	-44.662767	0.47300	3	1	19.77
CLASHVLTJ224916.90-444248.5	342.320412	-44.713481	0.74180	3	1	23.36
CLASHVLTJ224754.55-442120.3	341.977298	-44.355636	0.19820	3	1	20.62
CLASHVLTJ224937.07-443408.8	342.404477	-44.569100	0.21350	3	1	20.48
CLASHVLTJ224837.69-443332.5	342.157024	-44.559041	0.35560	3	1	22.62
CLASHVLTJ224952.83-442140.4	342.470126	-44.361222	0.41050	3	1	23.54
CLASHVLTJ224826.39-443008.6	342.109955	-44.502379	0.00000	3	1	22.29
CLASHVLTJ224858.83-443144.8	342.245132	-44.529103	0.34630	2	1	23.24
CLASHVLTJ224944.88-444157.7	342.437011	-44.699352	0.13890	3	1	17.71
CLASHVLTJ224734.19-442431.3	341.892470	-44.408687	0.23070	3	1	23.81
CLASHVLTJ224748.48-444132.4	341.952015	-44.692340	0.56850	3	1	23.35
CLASHVLTJ224952.89-443251.4	342.470389	-44.547615	0.47370	3	1	23.90
CLASHVLTJ224818.86-442903.3	342.078596	-44.484244	0.45700	3	1	19.64
CLASHVLTJ224817.81-442255.8	342.074219	-44.382169	0.34360	3	1	21.71
CLASHVLTJ224825.04-443239.8	342.104327	-44.544390	2.15570	3	1	23.39
CLASHVLTJ224849.70-443509.8	342.207098	-44.586047	0.45680	2	1	23.01
CLASHVLTJ224842.47-442438.6	342.176969	-44.410713	0.45910	2	1	21.80
CLASHVLTJ224958.30-443109.0	342.492937	-44.519154	0.55900	3	1	24.05
CLASHVLTJ224754.06-442145.7	341.975248	-44.362698	0.19840	3	1	23.00
CLASHVLTJ224911.68-443524.3	342.298675	-44.590080	0.35180	3	1	20.78
CLASHVLTJ224947.69-442238.8	342.448693	-44.377434	0.40990	3	1	20.99
CLASHVLTJ224948.29-443040.1	342.451203	-44.511152	0.00000	3	1	20.94
CLASHVLTJ224957.85-443315.4	342.491047	-44.554264	0.34220	3	1	22.92
CLASHVLTJ224925.01-443355.7	342.354203	-44.565475	0.39460	3	1	23.75
CLASHVLTJ224919.38-442402.2	342.330761	-44.400623	2.08080	2	1	23.95
CLASHVLTJ224809.00-443648.8	342.037488	-44.613569	0.34140	3	1	22.29
CLASHVLTJ224903.42-442720.9	342.264246	-44.455814	0.56390	3	1	21.77
CLASHVLTJ224834.24-442331.2	342.142656	-44.391997	0.33700	3	1	23.36
CLASHVLTJ224838.98-443047.9	342.162425	-44.513312	0.34760	3	1	20.08
CLASHVLTJ224740.89-444013.9	341.920385	-44.670540	0.43250	3	1	19.76
CLASHVLTJ224802.20-443000.3	342.009173	-44.500087	0.19480	3	1	19.47
CLASHVLTJ224820.09-443248.1	342.083700	-44.546683	0.34110	3	1	19.68
CLASHVLTJ224841.35-443345.7	342.172281	-44.562684	0.34330	3	1	20.40
CLASHVLTJ224835.97-443215.7	342.149861	-44.537689	0.34010	3	1	21.95
CLASHVLTJ224734.54-443141.1	341.893909	-44.528078	0.21140	3	1	22.42
CLASHVLTJ224905.13-442944.3	342.271370	-44.495650	0.34380	3	1	22.64
CLASHVLTJ224952.70-443223.5	342.469586	-44.539849	0.16570	3	1	22.69
CLASHVLTJ224908.05-443537.8	342.283554	-44.593825	0.35500	3	1	20.36
CLASHVLTJ224901.05-442634.4	342.254374	-44.442876	2.29170	2	1	23.61
CLASHVLTJ224744.78-442730.0	341.936573	-44.458325	0.72630	3	1	23.67
CLASHVLTJ224933.11-442453.8	342.387953	-44.414937	3.29275	3	1	23.36
CLASHVLTJ224843.97-442641.0	342.183201	-44.444733	0.00000	2	1	24.09
CLASHVLTJ224958.50-444148.2	342.493730	-44.696710	0.00000	3	1	21.87
CLASHVLTJ224948.22-443530.9	342.450924	-44.591904	0.21370	2	1	23.76
CLASHVLTJ224814.38-444036.2	342.059903	-44.676736	0.33540	2	1	22.69
CLASHVLTJ224903.73-443718.5	342.265531	-44.621796	0.33380	3	1	23.25
CLASHVLTJ224907.22-443012.8	342.280091	-44.503569	0.27256	3	1	19.79
CLASHVLTJ224753.99-443236.2	341.974954	-44.543393	0.76252	9	1	24.04
CLASHVLTJ224735.65-443625.5	341.898538	-44.607075	0.23360	3	1	21.11
CLASHVLTJ224916.58-442616.5	342.319096	-44.437930	0.34573	2	1	22.77
CLASHVLTJ224857.02-443725.0	342.237592	-44.623607	0.30740	3	1	23.76
CLASHVLTJ224856.88-442921.3	342.236981	-44.489237	0.14630	3	1	21.41
CLASHVLTJ224855.57-443017.8	342.231521	-44.504953	0.33823	2	1	22.34
CLASHVLTJ224824.38-443239.2	342.101565	-44.544223	0.00000	3	1	21.90
CLASHVLTJ224841.19-443222.3	342.171606	-44.539519	0.33700	3	4	22.86
CLASHVLTJ224752.42-444214.1	341.968436	-44.703927	0.00000	3	1	21.17
CLASHVLTJ224855.30-442436.4	342.230435	-44.410119	2.02120	2	1	23.98
CLASHVLTJ224846.99-443058.6	342.195785	-44.516280	0.35190	3	1	21.28
CLASHVLTJ224854.45-442820.8	342.226856	-44.472451	0.50220	2	1	21.59
CLASHVLTJ224853.76-443058.0	342.223984	-44.516105	0.35310	3	1	20.85
CLASHVLTJ224808.10-443633.8	342.033758	-44.609392	0.26640	2	1	22.70
CLASHVLTJ224939.56-443911.6	342.414845	-44.653211	1.83330	2	1	23.74
CLASHVLTJ224823.53-444114.1	342.098062	-44.687260	0.67700	3	1	22.61
CLASHVLTJ224842.84-443725.2	342.178509	-44.623653	0.45730	3	1	23.37
CLASHVLTJ224837.51-443112.8	342.156297	-44.520215	0.00000	2	5	20.72
CLASHVLTJ224935.27-442357.9	342.396939	-44.399416	0.82630	3	1	23.03
CLASHVLTJ224927.78-443805.1	342.365748	-44.634741	0.81289	3	1	24.16
CLASHVLTJ224828.18-443007.8	342.117399	-44.502177	0.11300	3	1	23.96
CLASHVLTJ224849.65-443301.5	342.206894	-44.550429	0.34120	2	1	22.35
CLASHVLTJ224750.36-443355.6	341.959821	-44.565436	0.29630	3	1	22.81
CLASHVLTJ224932.85-443928.7	342.386881	-44.657972	0.18980	3	1	22.79
CLASHVLTJ224847.85-443243.6	342.199378	-44.545443	0.35240	3	1	21.31
CLASHVLTJ224816.48-442202.0	342.068661	-44.367214	0.34220	3	1	20.73
CLASHVLTJ224747.62-443714.0	341.948410	-44.620565	0.15030	3	1	20.40
CLASHVLTJ224821.48-443515.9	342.089509	-44.587756	0.21460	3	1	18.26
CLASHVLTJ224942.33-443211.5	342.426385	-44.536538	0.82610	3	1	23.46
CLASHVLTJ224941.46-444013.6	342.422741	-44.670441	0.45700	3	1	21.34
CLASHVLTJ224927.25-443202.0	342.363555	-44.533887	0.34103	2	1	23.05
CLASHVLTJ224900.26-443007.8	342.251080	-44.502159	0.35600	3	1	22.43
CLASHVLTJ224842.63-443935.0	342.177614	-44.659722	0.34740	3	1	22.99
CLASHVLTJ224847.69-442449.3	342.198727	-44.413681	0.41050	3	1	24.27
CLASHVLTJ224901.09-443454.3	342.254528	-44.581742	0.60880	3	1	21.52
CLASHVLTJ224831.53-442631.0	342.131382	-44.441933	0.20150	3	1	19.71
CLASHVLTJ224923.35-443509.4	342.347284	-44.585947	0.34063	3	1	22.22
CLASHVLTJ224857.49-442629.9	342.239527	-44.441636	0.25870	3	1	21.95
CLASHVLTJ224757.97-442901.9	341.991527	-44.483861	0.34290	3	1	21.33
CLASHVLTJ224831.90-444013.2	342.132929	-44.670326	0.34373	3	1	21.11
CLASHVLTJ224917.47-442147.6	342.322803	-44.363217	0.00000	3	1	22.30
CLASHVLTJ224922.03-443023.3	342.341778	-44.506472	0.26790	2	1	22.90
CLASHVLTJ224901.51-444025.1	342.256271	-44.673626	0.48430	3	1	24.64
CLASHVLTJ224815.88-443821.6	342.066175	-44.639342	0.42540	3	1	20.03
CLASHVLTJ224937.04-442753.1	342.404325	-44.464755	0.57001	2	1	22.96
CLASHVLTJ224926.32-442354.9	342.359663	-44.398571	0.56800	3	1	22.69
CLASHVLTJ224839.64-442632.6	342.165155	-44.442399	0.22520	2	1	21.02
CLASHVLTJ224905.22-443105.3	342.271745	-44.518147	0.33900	3	1	19.20
CLASHVLTJ224754.89-442510.9	341.978710	-44.419687	0.06980	3	1	21.62
CLASHVLTJ224750.49-443747.7	341.960392	-44.629914	0.00000	2	1	23.32
CLASHVLTJ224857.06-442904.5	342.237731	-44.484585	0.35790	3	1	20.86
CLASHVLTJ224852.59-442602.3	342.219120	-44.433968	1.79920	2	1	23.83
CLASHVLTJ224959.10-443113.2	342.496237	-44.520323	0.56640	3	1	23.50
CLASHVLTJ224850.56-443036.5	342.210651	-44.510128	0.34130	3	1	20.36
CLASHVLTJ224748.85-442527.5	341.953526	-44.424293	0.44330	3	1	23.48
CLASHVLTJ224835.23-443144.9	342.146800	-44.529140	0.35910	3	1	21.37
CLASHVLTJ224930.41-443604.3	342.376693	-44.601202	0.16460	3	1	22.55
CLASHVLTJ224830.67-442849.5	342.127811	-44.480410	0.48036	3	1	23.64
CLASHVLTJ224855.45-443310.0	342.231057	-44.552780	0.33430	3	1	21.40
CLASHVLTJ224849.73-443948.9	342.207205	-44.663592	0.61329	3	1	23.57
CLASHVLTJ224755.20-442629.1	341.979990	-44.441411	0.44550	3	1	23.88
CLASHVLTJ224909.12-442731.6	342.287992	-44.458788	0.35040	3	1	21.33
CLASHVLTJ224901.70-442755.2	342.257066	-44.465343	0.34260	2	1	22.87
CLASHVLTJ224848.92-442849.6	342.203832	-44.480449	0.50310	2	1	21.74
CLASHVLTJ224915.69-442145.0	342.315394	-44.362507	0.35650	3	1	21.14
CLASHVLTJ224901.01-443043.1	342.254229	-44.511968	0.34263	2	1	22.96
CLASHVLTJ224827.79-443140.1	342.115787	-44.527813	0.76190	3	1	22.56
CLASHVLTJ224833.06-442940.9	342.137768	-44.494682	1.31214	9	1	24.34
CLASHVLTJ224831.02-444122.3	342.129262	-44.689532	0.16250	2	1	22.77
CLASHVLTJ224749.55-442946.0	341.956441	-44.496120	0.73890	3	1	22.96
CLASHVLTJ224748.11-442912.4	341.950472	-44.486781	0.49185	9	1	23.64
CLASHVLTJ224952.33-443746.3	342.468028	-44.629524	0.45720	3	1	23.00
CLASHVLTJ224825.76-442614.0	342.107316	-44.437217	0.61380	9	1	24.22
CLASHVLTJ224854.47-444143.7	342.226950	-44.695473	0.38921	3	1	21.95
CLASHVLTJ224919.38-443335.1	342.330731	-44.559737	0.34760	3	1	22.58
CLASHVLTJ224815.18-443137.5	342.063233	-44.527091	0.34610	3	1	20.35
CLASHVLTJ224742.84-443616.0	341.928483	-44.604454	0.29520	3	1	20.65
CLASHVLTJ224902.20-442857.0	342.259175	-44.482505	0.34210	3	1	21.45
CLASHVLTJ224810.59-443053.4	342.044130	-44.514841	0.78260	3	1	23.49
CLASHVLTJ224835.68-443356.3	342.148684	-44.565632	0.44950	3	1	23.29
CLASHVLTJ224839.99-443205.3	342.166626	-44.534812	0.34200	3	4	21.96
CLASHVLTJ224757.48-442615.7	341.989500	-44.437689	0.44290	2	1	22.98
CLASHVLTJ224936.83-444209.5	342.403442	-44.702632	0.21170	3	1	20.49
CLASHVLTJ224908.12-444023.0	342.283830	-44.673052	0.29810	3	1	21.51
CLASHVLTJ224921.32-443650.9	342.338829	-44.614131	0.47930	9	1	24.35
CLASHVLTJ224857.61-443045.5	342.240031	-44.512629	0.44240	3	1	21.04
CLASHVLTJ224949.71-442342.1	342.457120	-44.395015	0.14783	3	1	23.19
CLASHVLTJ224848.68-442760.0	342.202847	-44.466660	0.00000	3	1	21.49
CLASHVLTJ224847.39-443633.5	342.197476	-44.609304	2.59590	3	1	24.07
CLASHVLTJ224758.76-443211.8	341.994828	-44.536608	0.29655	3	1	23.80
CLASHVLTJ224901.59-442943.6	342.256628	-44.495434	2.42650	2	1	23.42
CLASHVLTJ224901.21-444223.6	342.255027	-44.706559	0.34120	3	1	21.84
CLASHVLTJ224918.69-444052.4	342.327883	-44.681216	0.43800	3	1	23.40
CLASHVLTJ224757.99-442620.8	341.991640	-44.439098	0.65210	3	1	22.14
CLASHVLTJ224857.51-444157.6	342.239615	-44.699343	0.44200	3	1	22.71
CLASHVLTJ224945.81-443402.7	342.440893	-44.567410	0.23420	3	1	21.65
CLASHVLTJ224851.42-443001.5	342.214247	-44.500423	0.35552	3	1	22.12
CLASHVLTJ224928.62-443752.6	342.369264	-44.631291	0.39630	3	1	23.03
CLASHVLTJ224746.82-443112.6	341.945085	-44.520164	0.19460	3	1	17.60
CLASHVLTJ224856.48-443020.3	342.235348	-44.505644	1.48090	2	1	20.74
CLASHVLTJ224844.59-443722.9	342.185792	-44.623031	0.39610	3	1	23.04
CLASHVLTJ224832.63-443652.1	342.135955	-44.614486	0.38161	3	1	20.76
CLASHVLTJ224924.14-443004.6	342.350601	-44.501281	0.56720	3	1	20.83
CLASHVLTJ224940.28-443928.1	342.417837	-44.657816	0.44210	3	1	23.93
CLASHVLTJ224920.99-444019.2	342.337473	-44.671996	0.57310	2	1	23.21
CLASHVLTJ224749.02-442545.9	341.954248	-44.429406	0.00000	2	1	23.40
CLASHVLTJ224826.75-443412.3	342.111443	-44.570082	0.34050	2	1	22.87
CLASHVLTJ224954.46-444244.2	342.476897	-44.712289	0.62500	3	1	21.09
CLASHVLTJ224929.51-443022.4	342.372938	-44.506215	0.33510	3	1	23.86
CLASHVLTJ224814.99-443012.9	342.062477	-44.503571	0.69790	3	1	22.55
CLASHVLTJ224830.71-442519.4	342.127943	-44.422049	0.29650	3	1	23.53
CLASHVLTJ224953.13-443030.5	342.471395	-44.508480	0.34170	3	1	22.30
CLASHVLTJ224826.37-443046.5	342.109859	-44.512916	1.83330	3	1	22.51
CLASHVLTJ224824.52-443721.9	342.102150	-44.622747	0.39270	2	1	22.81
CLASHVLTJ224801.54-442150.2	342.006405	-44.363931	0.35312	3	1	21.46
CLASHVLTJ224737.16-443746.0	341.904854	-44.629455	0.42540	3	1	20.99
CLASHVLTJ224908.21-443045.3	342.284213	-44.512575	0.14880	3	1	19.62
CLASHVLTJ224826.82-443932.9	342.111764	-44.659138	0.34480	3	1	20.71
CLASHVLTJ224816.39-443722.4	342.068284	-44.622895	0.42080	3	1	21.99
CLASHVLTJ224907.39-442948.8	342.280812	-44.496899	0.33840	3	1	21.01
CLASHVLTJ224854.73-442210.9	342.228033	-44.369703	0.47866	3	1	23.56
CLASHVLTJ224819.32-443736.2	342.080519	-44.626713	0.29710	2	1	22.84
CLASHVLTJ224804.67-442421.1	342.019467	-44.405859	0.34490	3	1	20.92
CLASHVLTJ224805.60-443840.3	342.023323	-44.644515	0.34830	3	1	21.64
CLASHVLTJ224859.91-442841.4	342.249640	-44.478171	2.06057	3	1	22.84
CLASHVLTJ224939.70-443249.4	342.415435	-44.547057	0.67210	3	1	23.37
CLASHVLTJ224951.99-442215.6	342.466626	-44.371010	0.34280	3	1	19.81
CLASHVLTJ224847.42-443906.2	342.197602	-44.651714	0.34560	3	1	23.24
CLASHVLTJ224808.52-442559.2	342.035517	-44.433115	0.16630	3	1	20.96
CLASHVLTJ224917.06-442847.8	342.321081	-44.479938	0.34150	3	1	19.72
CLASHVLTJ224931.94-442558.3	342.383064	-44.432870	0.34263	3	1	23.78
CLASHVLTJ224950.10-443821.5	342.458763	-44.639304	0.13820	3	1	22.46
CLASHVLTJ224853.84-443728.6	342.224350	-44.624618	0.45910	3	1	23.75
CLASHVLTJ224734.59-443031.9	341.894123	-44.508862	0.61350	9	1	23.92
CLASHVLTJ224831.52-444152.7	342.131344	-44.697960	0.67110	3	1	22.69
CLASHVLTJ224840.88-443818.2	342.170336	-44.638402	0.23470	3	1	20.94
CLASHVLTJ224856.55-442709.8	342.235609	-44.452731	0.45697	3	1	20.89
CLASHVLTJ224900.15-443429.5	342.250613	-44.574854	0.33903	3	1	20.63
CLASHVLTJ224840.82-444208.5	342.170103	-44.702357	0.47900	2	1	21.93
CLASHVLTJ224847.93-443601.2	342.199688	-44.600330	0.38100	3	1	22.27
CLASHVLTJ224854.53-442823.6	342.227208	-44.473236	0.34990	3	1	21.04
CLASHVLTJ224857.27-443238.3	342.238631	-44.543965	0.45440	3	1	21.74
CLASHVLTJ224754.32-443624.8	341.976352	-44.606889	0.00000	3	1	23.37
CLASHVLTJ224851.62-443232.7	342.215102	-44.542412	0.23640	3	1	23.73
CLASHVLTJ224950.83-443000.7	342.461812	-44.500189	0.25270	3	1	23.45
CLASHVLTJ224827.93-442047.9	342.116373	-44.346645	0.82360	9	1	24.31
CLASHVLTJ224839.74-443005.1	342.165591	-44.501419	0.27546	3	1	20.95
CLASHVLTJ224750.46-443308.4	341.960233	-44.552343	0.52710	2	1	21.76
CLASHVLTJ224814.87-442939.4	342.061955	-44.494290	0.63590	2	1	22.89
CLASHVLTJ224952.51-442326.5	342.468773	-44.390701	0.00000	3	1	22.04
CLASHVLTJ224859.61-442815.8	342.248369	-44.471063	0.45630	3	1	21.23
CLASHVLTJ224854.78-443700.8	342.228234	-44.616882	0.45560	3	1	21.36
CLASHVLTJ224838.79-443237.4	342.161638	-44.543733	0.35050	3	1	21.63
CLASHVLTJ224832.52-442059.9	342.135492	-44.349969	0.45270	3	1	23.18
CLASHVLTJ224921.35-443245.2	342.338939	-44.545884	0.73490	3	1	21.90
CLASHVLTJ224903.34-442656.0	342.263933	-44.448880	0.14740	3	1	20.38
CLASHVLTJ224839.71-443435.7	342.165456	-44.576585	0.35220	3	1	20.77
CLASHVLTJ224820.46-443320.3	342.085266	-44.555650	0.35040	3	1	20.55
CLASHVLTJ224837.20-442446.1	342.154989	-44.412813	0.27560	3	1	22.82
CLASHVLTJ224956.66-443912.1	342.486089	-44.653350	0.25930	3	1	23.12
CLASHVLTJ224840.11-443204.8	342.167124	-44.534667	0.32630	3	4	20.84
CLASHVLTJ224838.05-443415.1	342.158550	-44.570867	0.34260	2	1	23.42
CLASHVLTJ224841.66-443356.9	342.173604	-44.565806	0.34800	3	1	22.62
CLASHVLTJ224834.19-442751.8	342.142475	-44.464397	0.28800	3	1	21.29
CLASHVLTJ224851.37-442536.3	342.214052	-44.426747	0.56500	3	1	21.99
CLASHVLTJ224919.05-444018.9	342.329384	-44.671917	0.43920	2	1	22.69
CLASHVLTJ224921.74-442347.5	342.340599	-44.396523	0.34503	3	1	21.96
CLASHVLTJ224840.03-442406.0	342.166792	-44.401661	0.82160	2	1	23.24
CLASHVLTJ224925.92-443420.6	342.358002	-44.572398	0.00000	2	1	23.75
CLASHVLTJ224939.26-442417.9	342.413590	-44.404986	0.14873	3	1	21.82
CLASHVLTJ224937.62-442545.8	342.406768	-44.429378	3.28650	3	1	23.18
