id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc
J041512.49-240506.6	63.802059	-24.085165	0.577200		3		12.975	4.1571
J041512.65-240924.4	63.802703	-24.156778	0.404300		3		13.960	4.4729
J041512.65-240653.9	63.802720	-24.114978	0.303200		3		13.204	4.2307
J041512.67-240500.3	63.802779	-24.083429	0.576700		3		12.927	4.1420
J041512.69-241059.8	63.802859	-24.183278	2.978200		9		14.635	4.6892
J041512.75-240625.2	63.803134	-24.107008	0.637200		3		13.087	4.1933
J041512.77-240106.8	63.803218	-24.018566	0.310200		3		13.202	4.2301
J041512.81-241112.8	63.803373	-24.186895	0.400400		3		14.715	4.7146
J041512.82-241351.8	63.803418	-24.231058	0.536100		3		16.167	5.1800
J041512.82-241417.2	63.803430	-24.238104	0.578800		3		16.426	5.2630
J041512.85-241308.4	63.803547	-24.219004	0.300700		9		15.733	5.0410
J041512.86-235617.4	63.803602	-23.938160	0.343600		3		15.016	4.8113
J041513.01-241423.8	63.804188	-24.239932	0.339800		3		16.462	5.2746
J041513.02-240640.1	63.804258	-24.111131	0.304600		3		13.074	4.1890
J041513.11-241022.7	63.804605	-24.172971	0.420400		2		14.267	4.5711
J041513.18-241338.3	63.804898	-24.227316	0.310700		2		15.967	5.1159
J041513.24-240735.2	63.805158	-24.126453	0.399500		3		13.240	4.2422
J041513.26-235647.1	63.805251	-23.946426	0.273000		3		14.687	4.7058
J041513.28-240026.1	63.805325	-24.007262	0.315500		3		13.259	4.2483
J041513.29-240939.2	63.805357	-24.160896	0.000000		3		13.923	4.4611
J041513.29-240719.5	63.805396	-24.122075	0.398400		3		13.160	4.2165
J041513.30-241005.4	63.805410	-24.168157	0.548900		9		14.101	4.5181
J041513.40-240102.4	63.805844	-24.017337	0.312600		3		13.079	4.1906
J041513.42-240140.2	63.805928	-24.027837	0.569700		3		12.943	4.1471
J041513.43-240340.0	63.805976	-24.061099	0.393100		3		12.724	4.0768
J041513.46-241035.5	63.806088	-24.176523	0.400700		3		14.290	4.5786
J041513.53-235703.9	63.806366	-23.951085	0.569700		3		14.497	4.6449
J041513.56-240152.7	63.806480	-24.031292	0.394900		2		12.877	4.1258
J041513.56-235728.7	63.806491	-23.957975	0.137800		3		14.296	4.5805
J041513.57-235858.0	63.806547	-23.982770	0.541800		3		13.672	4.3806
J041513.57-240255.0	63.806547	-24.048610	0.398900		3		12.738	4.0814
J041513.58-240405.7	63.806570	-24.068253	0.541800		3		12.685	4.0644
J041513.64-235931.8	63.806822	-23.992153	0.394800		3		13.458	4.3120
J041513.64-240035.8	63.806829	-24.009933	0.527500		9		13.137	4.2091
J041513.67-235435.3	63.806975	-23.909811	0.530000		2		15.815	5.0672
J041513.70-235523.6	63.807076	-23.923226	0.000000		3		15.342	4.9155
J041513.71-241243.9	63.807136	-24.212193	0.299000		2		15.339	4.9146
J041513.71-235846.5	63.807138	-23.979578	0.469300		2		13.715	4.3942
J041513.74-241318.3	63.807254	-24.221750	0.299800		3		15.665	5.0190
J041513.80-241030.8	63.807485	-24.175219	0.000000		2		14.186	4.5454
J041513.85-241359.0	63.807714	-24.233055	0.181800		3		16.054	5.1439
J041513.90-235300.2	63.807904	-23.883381	0.533700		3		16.775	5.3746
J041513.91-240330.4	63.807976	-24.058437	0.393600		3		12.620	4.0436
J041513.92-240250.5	63.808006	-24.047359	0.397700		3		12.666	4.0581
J041513.93-240020.9	63.808041	-24.005811	0.525900		9		13.140	4.2102
J041513.96-235647.5	63.808155	-23.946516	0.588000		9		14.546	4.6607
J041513.97-240131.6	63.808216	-24.025438	0.542000		3		12.848	4.1165
J041513.98-241411.9	63.808248	-24.236626	0.182800		3		16.165	5.1793
J041513.98-235722.4	63.808256	-23.956233	0.540500		2		14.259	4.5686
J041513.99-240353.8	63.808285	-24.064951	0.634000		3		12.592	4.0346
J041514.00-235453.1	63.808320	-23.914737	0.273100		3		15.580	4.9919
J041514.00-240034.7	63.808331	-24.009629	0.344200		3		13.062	4.1852
J041514.06-240512.2	63.808579	-24.086710	2.289900		3		12.627	4.0457
J041514.06-240703.0	63.808587	-24.117497	0.303900		3		12.925	4.1411
J041514.07-240211.7	63.808610	-24.036586	0.506000		3		12.711	4.0728
J041514.07-241015.1	63.808614	-24.170863	0.478000		2		14.014	4.4901
J041514.10-240510.1	63.808753	-24.086143	0.810800		3		12.614	4.0416
J041514.10-235413.8	63.808754	-23.903824	0.400700		3		15.956	5.1123
J041514.21-235451.1	63.809211	-23.914183	0.541000		9		15.560	4.9855
J041514.26-235335.8	63.809400	-23.893265	0.431200		3		16.327	5.2311
J041514.26-240404.5	63.809422	-24.067903	0.633500		3		12.529	4.0143
J041514.34-240157.7	63.809730	-24.032689	0.592500		3		12.687	4.0651
J041514.34-240359.0	63.809763	-24.066392	0.575700		9		12.511	4.0084
J041514.42-240016.6	63.810103	-24.004617	0.343600		3		13.053	4.1821
J041514.46-240228.7	63.810271	-24.041311	0.309000		3		12.583	4.0315
J041514.48-241141.7	63.810313	-24.194909	0.216400		3		14.629	4.6871
J041514.48-241032.6	63.810344	-24.175731	0.420700		2		14.061	4.5053
J041514.56-241143.6	63.810656	-24.195446	0.688600		3		14.630	4.6874
J041514.58-235531.5	63.810734	-23.925405	0.572200		2		15.102	4.8388
J041514.58-240117.6	63.810741	-24.021561	0.395800		3		12.761	4.0886
J041514.61-235550.7	63.810860	-23.930753	0.186900		3		14.917	4.7796
J041514.68-240617.3	63.811155	-24.104804	0.712800		2		12.632	4.0472
J041514.68-241012.0	63.811161	-24.169999	0.421000		3		13.866	4.4427
J041514.69-240641.8	63.811191	-24.111606	0.679900		9		12.708	4.0717
J041514.71-235251.3	63.811311	-23.880906	0.617400		3		16.734	5.3615
J041514.78-241131.1	63.811591	-24.191970	0.268600		3		14.478	4.6387
J041514.79-241015.2	63.811619	-24.170897	0.421700		3		13.867	4.4432
J041514.82-241510.1	63.811730	-24.252819	0.691000		9		16.649	5.3343
J041514.86-240325.1	63.811914	-24.056968	0.400300		3		12.409	3.9760
J041514.87-241311.9	63.811963	-24.219975	0.298800		3		15.394	4.9323
J041514.91-241213.2	63.812116	-24.203679	0.343800		3		14.828	4.7508
J041514.92-235258.0	63.812152	-23.882767	0.619600		3		16.625	5.3266
J041514.93-240000.0	63.812224	-24.000012	0.000000		3		13.025	4.1732
J041515.00-235504.9	63.812505	-23.918022	0.273200		3		15.278	4.8953
J041515.06-240600.1	63.812733	-24.100022	0.310500		3		12.499	4.0047
J041515.06-240657.2	63.812753	-24.115886	0.425600		2		12.680	4.0629
J041515.06-240329.0	63.812770	-24.058064	0.636700		2		12.359	3.9599
J041515.08-241426.0	63.812840	-24.240555	0.420100		3		16.121	5.1651
J041515.16-241418.4	63.813172	-24.238453	0.155100		3		16.026	5.1347
J041515.18-235405.8	63.813231	-23.901606	0.398900		3		15.846	5.0773
J041515.18-241120.6	63.813249	-24.189058	0.303400		3		14.310	4.5850
J041515.19-241314.1	63.813279	-24.220574	0.392300		3		15.358	4.9206
J041515.22-240932.3	63.813404	-24.158977	0.325700		3		13.474	4.3171
J041515.22-240520.0	63.813420	-24.088900	1.549500		2		12.375	3.9651
J041515.25-241337.7	63.813544	-24.227152	0.503800		3		15.585	4.9935
J041515.26-240703.3	63.813597	-24.117590	0.303500		2		12.659	4.0561
J041515.33-240933.4	63.813882	-24.159266	0.325800		3		13.457	4.3117
J041515.34-240329.7	63.813930	-24.058252	0.638700		3		12.295	3.9394
J041515.38-241211.4	63.814092	-24.203180	0.384100		3		14.721	4.7166
J041515.39-240211.6	63.814133	-24.036548	0.000000		3		12.412	3.9770
J041515.44-240958.4	63.814340	-24.166230	0.585200		3		13.610	4.3608
J041515.47-241225.6	63.814462	-24.207117	0.596000		3		14.836	4.7535
J041515.47-241222.6	63.814471	-24.206290	0.579500		9		14.808	4.7444
J041515.49-241238.3	63.814540	-24.210631	0.500400		3		14.952	4.7908
J041515.52-240441.9	63.814677	-24.078298	0.393700		3		12.258	3.9274
J041515.55-241044.6	63.814775	-24.179044	0.181600		3		13.941	4.4666
J041515.58-235447.5	63.814936	-23.913190	0.515600		3		15.344	4.9163
J041515.59-241437.6	63.814967	-24.243773	0.418000		3		16.157	5.1769
J041515.60-240850.7	63.814982	-24.147427	0.466500		3		13.127	4.2059
J041515.70-241317.6	63.815417	-24.221553	0.298400		3		15.299	4.9019
J041515.79-240637.9	63.815781	-24.110540	0.401600		3		12.449	3.9887
