recno	MACSg	RAJ2000	DEJ2000	z	e_z	EmLT	Inst	CXO	MACS	Simbad
     542	J071735.68+374334.1	109.398666	+37.726139	 0.4935	 0.0003	E  	D	   	J0717.5+3745	Simbad
     543	J071735.78+373521.9	109.399086	+37.589420	 0.5512	 0.0005	E  	D	   	J0717.5+3745	Simbad
     544	J071735.80+374346.3	109.399170	+37.729530	 0.5499	 0.0005	A  	D	   	J0717.5+3745	Simbad
     545	J071735.82+374442.9	109.399239	+37.745258	 0.5330	 0.0005	A  	D	   	J0717.5+3745	Simbad
     546	J071735.96+374559.7	109.399834	+37.766579	 0.5463	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     547	J071735.97+374528.8	109.399872	+37.757999	 0.3829	 0.0010	E  	D	   	J0717.5+3745	Simbad
     548	J071735.98+374545.1	109.399918	+37.762531	 0.5514	 0.0003	A  	D	   	J0717.5+3745	Simbad
     549	J071735.99+374639.9	109.399948	+37.777760	 0.5628	 0.0005	A  	D	   	J0717.5+3745	Simbad
     550	J071736.17+373617.9	109.400711	+37.604969	 0.5462	 0.0003	A  	D	   	J0717.5+3745	Simbad
     551	J071736.17+373233.5	109.400711	+37.542641	 0.5531	 0.0003	E  	D	   	J0717.5+3745	Simbad
     552	J071736.22+374340.1	109.400917	+37.727810	 0.5357	 0.0003	A  	D	   	J0717.5+3745	Simbad
     553	J071736.33+374035.6	109.401375	+37.676559	 0.3630	 0.0005	E  	D	   	J0717.5+3745	Simbad
     554	J071736.35+373657.2	109.401459	+37.615891	 1.1733	 0.0003	E  	D	   	J0717.5+3745	Simbad
     555	J071736.38+374229.6	109.401588	+37.708221	 0.5500	 0.0003	E  	D	   	J0717.5+3745	Simbad
     556	J071736.41+374405.9	109.401711	+37.734970	 0.5426	 0.0003	A  	D	   	J0717.5+3745	Simbad
     557	J071736.42+374216.8	109.401749	+37.704670	 0.4881	 0.0003	E  	D	   	J0717.5+3745	Simbad
     558	J071736.45+374402.4	109.401855	+37.734001	 0.5426	 0.0003	A  	D	   	J0717.5+3745	Simbad
     559	J071736.53+373843.2	109.402206	+37.645329	 0.3763	 0.0003	A  	D	   	J0717.5+3745	Simbad
     560	J071736.53+374757.4	109.402206	+37.799278	 0.5397	 0.0003	E  	D	   	J0717.5+3745	Simbad
     561	J071736.55+374409.3	109.402283	+37.735920	 0.5402	 0.0003	A  	D	   	J0717.5+3745	Simbad
     562	J071736.58+374336.9	109.402397	+37.726921	 0.5322	 0.0003	E  	D	   	J0717.5+3745	Simbad
     563	J071736.60+374329.2	109.402519	+37.724789	 0.5398	 0.0010	A  	D	   	J0717.5+3745	Simbad
     564	J071736.63+374500.2	109.402611	+37.750050	 0.5322	 0.0005	A  	D	   	J0717.5+3745	Simbad
     565	J071736.66+373908.1	109.402748	+37.652248	 0.3774	 0.0003	A  	D	   	J0717.5+3745	Simbad
     566	J071736.70+373636.1	109.402916	+37.610031	 0.3997	 0.0005	E  	D	   	J0717.5+3745	Simbad
     567	J071736.70+374752.4	109.402916	+37.797890	 0.4017	 0.0003	A  	D	   	J0717.5+3745	Simbad
     568	J071736.82+374256.9	109.403404	+37.715801	 0.5327	 0.0010	E  	D	   	J0717.5+3745	Simbad
     569	J071736.82+374453.9	109.403419	+37.748299	 0.5536	 0.0003	A  	D	   	J0717.5+3745	Simbad
     570	J071736.84+374601.2	109.403503	+37.766998	 0.4901	 0.0003	E  	D	   	J0717.5+3745	Simbad
     571	J071736.85+374845.0	109.403542	+37.812500	 0.5418	 0.0005	A  	D	   	J0717.5+3745	Simbad
     572	J071736.87+374659.5	109.403625	+37.783199	 0.5439	 0.0003	A  	D	   	J0717.5+3745	Simbad
     573	J071736.88+374443.4	109.403664	+37.745392	 0.5381	 0.0003	A  	D	   	J0717.5+3745	Simbad
     574	J071737.09+374426.7	109.404541	+37.740749	 0.5466	 0.0003	A  	D	   	J0717.5+3745	Simbad
     575	J071737.10+374612.5	109.404587	+37.770142	 0.4212	 0.0003	E  	D	   	J0717.5+3745	Simbad
     576	J071737.10+373635.2	109.404587	+37.609779	 0.3990	 0.0005	E  	D	   	J0717.5+3745	Simbad
     577	J071737.16+374536.7	109.404854	+37.760189	 0.5342	 0.0003	A  	D	   	J0717.5+3745	Simbad
     578	J071737.22+374133.7	109.405083	+37.692699	 0.5341	 0.0010	E  	D	   	J0717.5+3745	Simbad
     579	J071737.31+374227.6	109.405457	+37.707668	 0.5290	 0.0005	E+A	D	   	J0717.5+3745	Simbad
     580	J071737.31+374432.1	109.405457	+37.742249	 0.5410	 0.0005	A  	D	   	J0717.5+3745	Simbad
     581	J071737.40+374421.1	109.405830	+37.739189	 0.5424	 0.0010	A  	D	   	J0717.5+3745	Simbad
     582	J071737.41+374506.3	109.405876	+37.751751	 0.5615	 0.0003	A  	D	   	J0717.5+3745	Simbad
     583	J071737.56+374533.9	109.406509	+37.759418	 0.5409	 0.0010	A  	D	   	J0717.5+3745	Simbad
     584	J071737.58+374717.6	109.406586	+37.788219	 0.4920	 0.0003	E  	D	   	J0717.5+3745	Simbad
     585	J071737.61+374634.4	109.406693	+37.776218	 0.4913	 0.0003	A  	D	   	J0717.5+3745	Simbad
     586	J071737.66+374244.2	109.406906	+37.712280	 0.5424	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     587	J071737.78+374523.6	109.407433	+37.756569	 0.5500	 0.0003	A  	D	   	J0717.5+3745	Simbad
     588	J071737.79+373943.0	109.407455	+37.661949	 0.7114	 0.0005	E  	D	   	J0717.5+3745	Simbad
     589	J071737.79+373702.7	109.407455	+37.617420	 0.5456	 0.0003	E  	D	   	J0717.5+3745	Simbad
     590	J071737.85+373721.0	109.407707	+37.622501	 0.5459	 0.0003	E  	D	   	J0717.5+3745	Simbad
     591	J071737.89+374410.4	109.407883	+37.736229	 0.5508	 0.0010	A  	D	   	J0717.5+3745	Simbad
     592	J071737.92+374216.0	109.407997	+37.704441	 0.5374	 0.0003	A  	D	   	J0717.5+3745	Simbad
     593	J071738.07+373857.9	109.408623	+37.649422	 0.5396	 0.0003	E  	D	   	J0717.5+3745	Simbad
     594	J071738.18+373708.0	109.409081	+37.618889	 0.3637	 0.0003	A  	D	   	J0717.5+3745	Simbad
     595	J071738.18+373600.3	109.409081	+37.600079	 0.5512	 0.0003	E  	D	   	J0717.5+3745	Simbad
     596	J071738.26+374210.1	109.409401	+37.702801	 0.5386	 0.0010	A  	D	   	J0717.5+3745	Simbad
     597	J071738.28+374650.6	109.409500	+37.780720	 0.5613	 0.0003	A  	D	   	J0717.5+3745	Simbad
     598	J071738.36+374005.4	109.409836	+37.668171	 0.7497	 0.0003	E  	D	   	J0717.5+3745	Simbad
     599	J071738.40+374340.4	109.410004	+37.727890	 0.5512	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     600	J071738.44+375139.2	109.410164	+37.860889	 0.6895	 0.0005	E  	D	   	J0717.5+3745	Simbad
     601	J071738.60+374341.3	109.410835	+37.728142	 0.5511	 0.0005	A  	D	   	J0717.5+3745	Simbad
     602	J071738.63+373413.6	109.410957	+37.570450	 0.3681	 0.0003	E  	D	   	J0717.5+3745	Simbad
     603	J071738.68+374047.9	109.411163	+37.679970	 0.6659	 0.0005	E  	D	   	J0717.5+3745	Simbad
     604	J071738.93+374538.4	109.412209	+37.760670	 0.4992	 0.0003	E  	D	   	J0717.5+3745	Simbad
     605	J071739.07+373532.1	109.412788	+37.592251	 0.6660	 0.0003	E  	D	   	J0717.5+3745	Simbad
     606	J071739.12+373928.1	109.413002	+37.657810	 0.5384	 0.0003	A  	D	   	J0717.5+3745	Simbad
     607	J071739.19+374640.2	109.413292	+37.777828	 0.4905	 0.0003	E  	D	   	J0717.5+3745	Simbad
     608	J071739.20+374533.4	109.413330	+37.759281	 0.5389	 0.0003	A  	D	   	J0717.5+3745	Simbad
     609	J071739.32+375019.3	109.413834	+37.838699	 0.5759	 0.0005	E  	D	   	J0717.5+3745	Simbad
     610	J071739.34+374622.5	109.413918	+37.772930	 0.4897	 0.0003	A  	D	   	J0717.5+3745	Simbad
     611	J071739.41+374101.5	109.414207	+37.683750	 0.3875	 0.0003	E  	D	   	J0717.5+3745	Simbad
     612	J071739.44+374359.3	109.414314	+37.733139	 0.5473	 0.0005	A  	D	   	J0717.5+3745	Simbad
     613	J071739.46+373929.0	109.414413	+37.658051	 0.3760	 0.0003	E  	D	   	J0717.5+3745	Simbad
     614	J071739.53+374241.9	109.414711	+37.711639	 0.5395	 0.0003	E  	D	   	J0717.5+3745	Simbad
     615	J071739.61+374421.9	109.415039	+37.739422	 0.5385	 0.0003	A  	D	   	J0717.5+3745	Simbad
     616	J071739.68+374343.5	109.415337	+37.728748	 0.5395	 0.0005	E  	D	   	J0717.5+3745	Simbad
     617	J071739.69+374649.1	109.415375	+37.780300	 0.4898	 0.0005	E  	D	   	J0717.5+3745	Simbad
     618	J071739.73+374518.7	109.415558	+37.755199	 0.5441	 0.0003	A  	D	   	J0717.5+3745	Simbad
     619	J071739.97+373411.1	109.416542	+37.569752	 0.3503	 0.0003	A  	D	   	J0717.5+3745	Simbad
     620	J071740.02+374925.5	109.416748	+37.823750	 0.5348	 0.0003	A  	D	   	J0717.5+3745	Simbad
     621	J071740.13+374211.2	109.417206	+37.703110	 0.5420	 0.0003	E  	D	   	J0717.5+3745	Simbad
     622	J071740.15+374515.9	109.417274	+37.754429	 0.5429	 0.0005	A  	D	   	J0717.5+3745	Simbad
     623	J071740.17+374841.8	109.417374	+37.811611	 0.8337	 0.0005	A  	D	   	J0717.5+3745	Simbad
     624	J071740.17+373515.8	109.417374	+37.587719	 0.5492	 0.0005	A  	D	   	J0717.5+3745	Simbad
     625	J071740.22+374445.3	109.417580	+37.745918	 0.5490	 0.0003	E  	D	   	J0717.5+3745	Simbad
     626	J071740.24+374654.5	109.417664	+37.781811	 0.5429	 0.0005	A  	D	   	J0717.5+3745	Simbad
     627	J071740.33+374754.9	109.418045	+37.798580	 0.5634	 0.0003	E  	D	   	J0717.5+3745	Simbad
     628	J071740.35+374820.4	109.418121	+37.805672	 0.7668	 0.0003	E  	D	   	J0717.5+3745	Simbad
     629	J071740.38+374916.4	109.418251	+37.821220	 0.5346	 0.0003	A  	D	   	J0717.5+3745	Simbad
     630	J071740.39+374141.0	109.418289	+37.694721	 0.5440	 0.0003	A  	D	   	J0717.5+3745	Simbad
     631	J071740.57+373431.0	109.419044	+37.575279	 0.5514	 0.0005	A  	D	   	J0717.5+3745	Simbad
     632	J071740.93+373709.8	109.420540	+37.619389	 0.4306	 0.0003	E  	D	   	J0717.5+3745	Simbad
     633	J071740.94+374316.6	109.420601	+37.721272	 0.5399	 0.0005	A  	D	   	J0717.5+3745	Simbad
     634	J071741.05+374452.8	109.421043	+37.748001	 0.5423	 0.0003	A  	D	   	J0717.5+3745	Simbad
     635	J071741.13+374502.5	109.421371	+37.750690	 0.5423	 0.0003	E  	D	   	J0717.5+3745	Simbad
     636	J071741.27+374452.3	109.421959	+37.747860	 0.5660	 0.0003	E  	D	   	J0717.5+3745	Simbad
     637	J071741.29+373434.3	109.422043	+37.576191	 0.5511	 0.0005	E  	D	   	J0717.5+3745	Simbad
     638	J071741.45+374410.3	109.422722	+37.736198	 0.5375	 0.0003	A  	D	   	J0717.5+3745	Simbad
     639	J071741.57+374459.6	109.423195	+37.749901	 0.5673	 0.0005	A  	D	   	J0717.5+3745	Simbad
     640	J071741.68+374419.0	109.423668	+37.738609	 0.5493	 0.0005	A  	D	   	J0717.5+3745	Simbad
     641	J071741.78+375143.0	109.424080	+37.861950	 0.8955	 0.0003	E  	D	   	J0717.5+3745	Simbad
     642	J071741.91+373743.3	109.424622	+37.628689	 0.5459	 0.0003	A  	D	   	J0717.5+3745	Simbad
     643	J071741.91+374501.9	109.424622	+37.750530	 0.6680	 0.0003	A  	D	   	J0717.5+3745	Simbad
     644	J071741.97+374805.3	109.424873	+37.801472	 0.5430	 0.0003	A  	D	   	J0717.5+3745	Simbad
     645	J071742.06+374145.7	109.425247	+37.696030	 0.5431	 0.0005	E  	D	   	J0717.5+3745	Simbad
     646	J071742.15+374213.2	109.425629	+37.703671	 0.5426	 0.0005	E  	D	   	J0717.5+3745	Simbad
     647	J071742.15+374300.2	109.425629	+37.716721	 0.7346	 0.0003	E  	D	   	J0717.5+3745	Simbad
     648	J071742.24+374336.3	109.426003	+37.726749	 0.5382	 0.0003	E  	D	   	J0717.5+3745	Simbad
     649	J071742.51+374619.8	109.427124	+37.772171	 0.5454	 0.0005	E  	D	   	J0717.5+3745	Simbad
     650	J071742.56+373903.7	109.427330	+37.651031	 0.3674	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     651	J071742.60+374858.0	109.427483	+37.816101	 0.3308	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     652	J071742.66+374528.2	109.427734	+37.757832	 0.5386	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     653	J071742.96+374133.7	109.429001	+37.692699	 0.5440	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     654	J071743.02+374040.1	109.429253	+37.677811	 0.5442	 0.0003	E  	D	   	J0717.5+3745	Simbad
     655	J071743.04+374118.9	109.429337	+37.688580	 0.5937	 0.0003	A  	D	   	J0717.5+3745	Simbad
     656	J071743.14+374337.4	109.429749	+37.727051	 0.5361	 0.0003	A  	D	   	J0717.5+3745	Simbad
     657	J071743.17+374651.5	109.429878	+37.780972	 0.5622	 0.0003	E  	D	   	J0717.5+3745	Simbad
     658	J071743.34+374720.1	109.430580	+37.788921	 0.5390	 0.0003	A  	D	   	J0717.5+3745	Simbad
     659	J071743.45+373722.1	109.431038	+37.622810	 0.5472	 0.0003	E  	D	   	J0717.5+3745	Simbad
     660	J071743.57+374322.8	109.431541	+37.723000	 0.5403	 0.0003	E  	D	   	J0717.5+3745	Simbad
     661	J071743.61+374635.5	109.431725	+37.776520	 0.5425	 0.0010	A  	D	   	J0717.5+3745	Simbad
     662	J071743.62+373750.1	109.431747	+37.630581	 0.5508	 0.0005	E  	D	   	J0717.5+3745	Simbad
     663	J071743.67+373439.6	109.431961	+37.577671	 0.5434	 0.0005	E  	D	   	J0717.5+3745	Simbad
     664	J071743.70+374408.9	109.432083	+37.735809	 0.5364	 0.0003	E  	D	   	J0717.5+3745	Simbad
     665	J071743.89+374636.4	109.432877	+37.776779	 0.5437	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     666	J071743.93+374911.4	109.433044	+37.819832	 0.3185	 0.0003	E  	D	   	J0717.5+3745	Simbad
     667	J071743.95+374649.6	109.433128	+37.780449	 0.3859	 0.0003	E  	D	   	J0717.5+3745	Simbad
     668	J071744.00+373237.3	109.433334	+37.543690	 0.4965	 0.0003	A  	D	   	J0717.5+3745	Simbad
     669	J071744.12+374929.4	109.433830	+37.824829	 0.5388	 0.0003	E  	D	   	J0717.5+3745	Simbad
     670	J071744.13+374030.7	109.433876	+37.675190	 0.5452	 0.0005	A  	D	   	J0717.5+3745	Simbad
     671	J071744.15+374759.7	109.433960	+37.799919	 0.4902	 0.0003	E  	D	   	J0717.5+3745	Simbad
     672	J071744.16+374501.4	109.433998	+37.750401	 0.5500	 0.0005	E  	D	   	J0717.5+3745	Simbad
     673	J071744.30+374507.3	109.434586	+37.752029	 0.1561	 0.0003	A  	D	   	J0717.5+3745	Simbad
     674	J071744.30+373156.7	109.434586	+37.532421	 0.6893	 0.0003	A  	D	   	J0717.5+3745	Simbad
     675	J071744.31+374959.8	109.434624	+37.833279	 0.6885	 0.0003	E  	D	   	J0717.5+3745	Simbad
     676	J071744.35+374334.5	109.434792	+37.726250	 0.4222	 0.0010	E  	D	   	J0717.5+3745	Simbad
     677	J071744.41+373424.0	109.435043	+37.573330	 0.6654	 0.0003	E  	D	   	J0717.5+3745	Simbad
     678	J071744.42+374834.8	109.435074	+37.809662	 0.2464	 0.0005	E  	D	   	J0717.5+3745	Simbad
     679	J071744.49+374547.6	109.435371	+37.763222	 0.4983	 0.0003	E  	D	   	J0717.5+3745	Simbad
     680	J071744.70+373905.4	109.436249	+37.651501	 0.3759	 0.0003	A  	D	   	J0717.5+3745	Simbad
     681	J071744.73+374139.3	109.436378	+37.694248	 0.4546	 0.0003	E  	D	   	J0717.5+3745	Simbad
     682	J071744.87+374449.3	109.436958	+37.747028	 0.4951	 0.0003	E  	D	   	J0717.5+3745	Simbad
     683	J071744.89+374308.7	109.437035	+37.719082	 0.5537	 0.0010	A  	D	   	J0717.5+3745	Simbad
     684	J071745.01+374317.2	109.437538	+37.721439	 0.5409	 0.0003	E  	D	   	J0717.5+3745	Simbad
     685	J071745.02+374954.7	109.437584	+37.831860	 0.4914	 0.0003	E  	D	   	J0717.5+3745	Simbad
     686	J071745.20+374406.3	109.438332	+37.735081	 0.5411	 0.0003	E  	D	   	J0717.5+3745	Simbad
     687	J071745.25+374754.0	109.438545	+37.798328	 0.5384	 0.0003	E  	D	   	J0717.5+3745	Simbad
     688	J071745.47+373631.3	109.439461	+37.608700	 0.6920	 0.0005	E  	D	   	J0717.5+3745	Simbad
     689	J071745.52+374546.5	109.439659	+37.762909	 0.4977	 0.0003	A  	D	   	J0717.5+3745	Simbad
     690	J071745.79+374008.5	109.440788	+37.669029	 0.5408	 0.0003	E  	D	   	J0717.5+3745	Simbad
     691	J071745.80+374618.2	109.440834	+37.771721	 0.5521	 0.0005	E  	D	   	J0717.5+3745	Simbad
     692	J071745.85+374335.6	109.441040	+37.726551	 0.5372	 0.0003	A  	D	   	J0717.5+3745	Simbad
     693	J071745.91+374845.2	109.441292	+37.812561	 0.5514	 0.0005	E  	D	   	J0717.5+3745	Simbad
     694	J071745.93+374324.9	109.441376	+37.723579	 0.5423	 0.0003	A  	D	   	J0717.5+3745	Simbad
     695	J071745.95+373513.7	109.441475	+37.587139	 0.6896	 0.0005	A  	D	   	J0717.5+3745	Simbad
     696	J071745.98+374722.0	109.441582	+37.789440	 0.4215	 0.0003	E  	D	   	J0717.5+3745	Simbad
     697	J071745.99+374231.6	109.441628	+37.708778	 0.5915	 0.0005	E  	D	   	J0717.5+3745	Simbad
     698	J071746.03+374218.9	109.441795	+37.705250	 0.5413	 0.0003	A  	D	   	J0717.5+3745	Simbad
     699	J071746.07+373809.1	109.441956	+37.635860	 0.3409	 0.0003	E  	D	   	J0717.5+3745	Simbad
     700	J071746.08+374420.3	109.441994	+37.738972	 0.5490	 0.0005	A  	D	   	J0717.5+3745	Simbad
     701	J071746.11+374050.9	109.442123	+37.680809	 0.6597	 0.0003	E  	D	   	J0717.5+3745	Simbad
     702	J071746.17+374405.8	109.442375	+37.734940	 0.3802	 0.0003	E  	D	   	J0717.5+3745	Simbad
     703	J071746.27+374254.6	109.442795	+37.715172	 0.3799	 0.0005	E  	D	   	J0717.5+3745	Simbad
     704	J071746.31+375155.9	109.442955	+37.865528	 0.8459	 0.0003	E  	D	   	J0717.5+3745	Simbad
     705	J071746.32+374238.3	109.442986	+37.710640	 0.5396	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     706	J071746.32+374330.4	109.443001	+37.725101	 0.5413	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     707	J071746.33+374450.0	109.443024	+37.747231	 0.5353	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     708	J071746.64+374954.1	109.444336	+37.831699	 0.5182	 0.0003	E  	D	   	J0717.5+3745	Simbad
     709	J071746.67+373842.4	109.444458	+37.645111	 0.6246	 0.0003	E  	D	   	J0717.5+3745	Simbad
     710	J071746.76+374256.6	109.444832	+37.715721	 0.5403	 0.0003	E  	D	   	J0717.5+3745	Simbad
     711	J071746.78+373058.2	109.444916	+37.516171	 0.5438	 0.0003	E  	D	   	J0717.5+3745	Simbad
     712	J071747.05+374149.6	109.446060	+37.697109	 0.5435	 0.0010	E  	D	   	J0717.5+3745	Simbad
     713	J071747.17+374549.7	109.446526	+37.763802	 0.5477	 0.0010	A  	D	   	J0717.5+3745	Simbad
     714	J071747.40+374259.6	109.447502	+37.716560	 0.5380	 0.0003	A  	D	   	J0717.5+3745	Simbad
     715	J071747.44+373342.4	109.447670	+37.561779	 0.5283	 0.0003	E  	D	   	J0717.5+3745	Simbad
     716	J071747.45+374407.4	109.447723	+37.735401	 0.5347	 0.0003	A  	D	   	J0717.5+3745	Simbad
     717	J071747.46+373748.1	109.447746	+37.630032	 0.5469	 0.0005	E  	D	   	J0717.5+3745	Simbad
     718	J071747.48+374123.3	109.447830	+37.689800	 0.5577	 0.0003	E  	D	   	J0717.5+3745	Simbad
     719	J071747.74+374409.4	109.448914	+37.735939	 0.6276	 0.0005	E  	D	   	J0717.5+3745	Simbad
     720	J071747.76+374446.7	109.448997	+37.746300	 0.5143	 0.0010	E  	D	   	J0717.5+3745	Simbad
     721	J071747.94+374336.9	109.449768	+37.726921	 0.5369	 0.0005	A  	D	   	J0717.5+3745	Simbad
     722	J071748.20+373919.2	109.450844	+37.655331	 0.7160	 0.0010	E  	D	   	J0717.5+3745	Simbad
     723	J071748.23+373431.2	109.450958	+37.575329	 0.6612	 0.0003	E  	D	   	J0717.5+3745	Simbad
     724	J071748.29+374334.7	109.451202	+37.726311	 0.5401	 0.0005	E  	D	   	J0717.5+3745	Simbad
     725	J071748.36+374344.0	109.451500	+37.728889	 0.5385	 0.0010	A  	D	   	J0717.5+3745	Simbad
     726	J071748.41+374244.0	109.451706	+37.712219	 0.5393	 0.0003	A  	D	   	J0717.5+3745	Simbad
     727	J071748.44+373648.3	109.451836	+37.613411	 0.5475	 0.0003	E  	D	   	J0717.5+3745	Simbad
     728	J071748.46+373254.9	109.451920	+37.548580	 0.5549	 0.0003	E  	D	   	J0717.5+3745	Simbad
     729	J071748.63+374313.9	109.452621	+37.720531	 0.5406	 0.0003	E  	D	   	J0717.5+3745	Simbad
     730	J071748.64+374245.2	109.452660	+37.712559	 0.5378	 0.0003	A  	D	   	J0717.5+3745	Simbad
     731	J071748.66+374244.1	109.452751	+37.712250	 0.5374	 0.0005	A  	D	   	J0717.5+3745	Simbad
     732	J071748.75+374029.7	109.453125	+37.674919	 0.5390	 0.0003	E  	D	   	J0717.5+3745	Simbad
     733	J071748.76+373733.8	109.453163	+37.626060	 0.5468	 0.0003	E  	D	   	J0717.5+3745	Simbad
     734	J071748.76+374101.1	109.453163	+37.683640	 0.5350	 0.0003	A  	D	   	J0717.5+3745	Simbad
     735	J071748.81+374218.0	109.453377	+37.705002	 0.5369	 0.0003	A  	D	   	J0717.5+3745	Simbad
     736	J071749.20+374259.8	109.455002	+37.716599	 0.3910	 0.0005	E  	D	   	J0717.5+3745	Simbad
     737	J071749.21+373839.1	109.455040	+37.644199	 0.5404	 0.0003	E  	D	   	J0717.5+3745	Simbad
     738	J071749.22+375055.7	109.455086	+37.848801	 0.5520	 0.0003	E  	D	   	J0717.5+3745	Simbad
     739	J071749.26+373041.5	109.455254	+37.511532	 0.4865	 0.0003	E  	D	   	J0717.5+3745	Simbad
     740	J071749.35+373726.1	109.455627	+37.623920	 0.5480	 0.0003	E  	D	   	J0717.5+3745	Simbad
     741	J071749.43+374249.4	109.455956	+37.713718	 0.5502	 0.0003	A  	D	   	J0717.5+3745	Simbad
     742	J071749.82+374510.7	109.457581	+37.752972	 0.4618	 0.0003	E  	D	   	J0717.5+3745	Simbad
     743	J071749.89+374255.0	109.457878	+37.715279	 0.4307	 0.0003	E  	D	   	J0717.5+3745	Simbad
     744	J071749.93+374508.8	109.458038	+37.752449	 0.5546	 0.0003	E  	D	   	J0717.5+3745	Simbad
     745	J071749.97+374803.1	109.458206	+37.800861	 0.6100	 0.0003	E  	D	   	J0717.5+3745	Simbad
     746	J071750.06+373636.4	109.458580	+37.610111	 0.5511	 0.0003	E  	D	   	J0717.5+3745	Simbad
     747	J071750.13+374142.9	109.458878	+37.695251	 0.5469	 0.0003	A  	D	   	J0717.5+3745	Simbad
     748	J071750.23+375116.0	109.459290	+37.854439	 0.5483	 0.0003	E  	D	   	J0717.5+3745	Simbad
     749	J071750.33+373423.6	109.459724	+37.573231	 0.4621	 0.0003	E  	D	   	J0717.5+3745	Simbad
     750	J071750.42+373458.3	109.460083	+37.582859	 0.5439	 0.0003	E  	D	   	J0717.5+3745	Simbad
     751	J071750.42+374350.3	109.460083	+37.730640	 0.5402	 0.0003	E  	D	   	J0717.5+3745	Simbad
     752	J071750.43+373226.4	109.460129	+37.540661	 0.5467	 0.0003	A  	D	   	J0717.5+3745	Simbad
     753	J071750.45+373753.7	109.460205	+37.631580	 0.5470	 0.0005	A  	D	   	J0717.5+3745	Simbad
     754	J071750.50+373353.1	109.460426	+37.564751	 0.5269	 0.0003	E  	D	   	J0717.5+3745	Simbad
     755	J071750.51+374708.5	109.460457	+37.785690	 0.4995	 0.0005	E  	D	   	J0717.5+3745	Simbad
     756	J071750.58+374608.0	109.460747	+37.768890	 0.5347	 0.0003	A  	D	   	J0717.5+3745	Simbad
     757	J071750.62+374421.6	109.460930	+37.739330	 0.5388	 0.0005	A  	D	   	J0717.5+3745	Simbad
     758	J071750.67+374512.1	109.461128	+37.753361	 0.5546	 0.0005	A  	D	   	J0717.5+3745	Simbad
     759	J071750.80+373258.5	109.461670	+37.549580	 0.4394	 0.0003	A  	D	   	J0717.5+3745	Simbad
     760	J071750.84+374655.9	109.461830	+37.782200	 0.8334	 0.0005	E  	D	   	J0717.5+3745	Simbad
     761	J071750.90+373800.6	109.462082	+37.633499	 0.5458	 0.0003	A  	D	   	J0717.5+3745	Simbad
     762	J071750.90+373427.6	109.462082	+37.574329	 0.4615	 0.0003	A  	D	   	J0717.5+3745	Simbad
     763	J071750.95+373157.4	109.462288	+37.532612	 0.4972	 0.0003	E  	D	   	J0717.5+3745	Simbad
     764	J071750.98+374301.5	109.462418	+37.717079	 0.6660	 0.0003	E  	D	   	J0717.5+3745	Simbad
     765	J071751.04+373759.9	109.462669	+37.633301	 0.5463	 0.0003	A  	D	   	J0717.5+3745	Simbad
     766	J071751.06+374109.1	109.462753	+37.685860	 0.4541	 0.0003	E  	D	   	J0717.5+3745	Simbad
     767	J071751.11+374059.9	109.462959	+37.683300	 0.5375	 0.0003	E  	D	   	J0717.5+3745	Simbad
     768	J071751.16+374407.0	109.463165	+37.735279	 0.5600	 0.0003	A  	D	   	J0717.5+3745	Simbad
     769	J071751.17+374157.3	109.463211	+37.699249	 0.4212	 0.0003	E  	D	   	J0717.5+3745	Simbad
     770	J071751.22+374442.0	109.463417	+37.744999	 0.5381	 0.0003	A  	D	   	J0717.5+3745	Simbad
     771	J071751.50+375018.9	109.464584	+37.838581	 0.5546	 0.0003	E  	D	   	J0717.5+3745	Simbad
     772	J071751.52+373650.3	109.464668	+37.613972	 0.5495	 0.0003	E  	D	   	J0717.5+3745	Simbad
     773	J071751.53+374354.5	109.464691	+37.731800	 0.5353	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     774	J071751.53+374906.8	109.464699	+37.818550	 1.7760	 0.0010	E  	D	   	J0717.5+3745	Simbad
     775	J071751.57+375145.9	109.464874	+37.862751	 0.3644	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     776	J071751.59+374223.4	109.464958	+37.706501	 0.5341	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     777	J071751.75+374642.9	109.465622	+37.778580	 0.8335	 0.0003	E  	D	   	J0717.5+3745	Simbad
     778	J071751.76+374732.9	109.465668	+37.792469	 0.5515	 0.0005	E  	D	   	J0717.5+3745	Simbad
     779	J071751.87+373223.7	109.466118	+37.539909	 0.5405	 0.0003	E  	D	   	J0717.5+3745	Simbad
     780	J071751.95+374628.7	109.466461	+37.774639	 0.6623	 0.0003	E  	D	   	J0717.5+3745	Simbad
     781	J071751.98+373431.2	109.466583	+37.575329	 0.4617	 0.0005	A  	D	   	J0717.5+3745	Simbad
