recno	MACSg	RAJ2000	DEJ2000	z	e_z	EmLT	Inst	CXO	MACS	Simbad
     302	J071722.61+374719.0	109.344208	+37.788609	 0.5460	 0.0003	A  	D	   	J0717.5+3745	Simbad
     303	J071722.69+374240.9	109.344543	+37.711361	 0.4886	 0.0003	E  	D	   	J0717.5+3745	Simbad
     304	J071722.72+373718.2	109.344666	+37.621719	 0.5555	 0.0003	E  	D	   	J0717.5+3745	Simbad
     305	J071722.77+373746.8	109.344872	+37.629669	 0.5869	 0.0003	E  	D	   	J0717.5+3745	Simbad
     306	J071722.82+374540.9	109.345085	+37.761360	 0.5375	 0.0003	E  	D	   	J0717.5+3745	Simbad
     307	J071722.83+374632.1	109.345123	+37.775589	 0.5382	 0.0003	A  	D	   	J0717.5+3745	Simbad
     308	J071722.87+374508.3	109.345276	+37.752312	 0.5476	 0.0003	A  	D	   	J0717.5+3745	Simbad
     309	J071722.90+374059.6	109.345428	+37.683208	 0.2384	 0.0003	E  	D	   	J0717.5+3745	Simbad
     310	J071723.03+373727.5	109.345955	+37.624310	 0.4314	 0.0003	E  	D	   	J0717.5+3745	Simbad
     311	J071723.06+374718.8	109.346085	+37.788559	 0.5492	 0.0003	A  	D	   	J0717.5+3745	Simbad
     312	J071723.09+374516.9	109.346207	+37.754700	 0.5315	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     313	J071723.14+374438.8	109.346420	+37.744110	 0.5390	 0.0003	A  	D	   	J0717.5+3745	Simbad
     314	J071723.16+374626.4	109.346497	+37.773998	 0.5459	 0.0003	A  	D	   	J0717.5+3745	Simbad
     315	J071723.24+374249.8	109.346832	+37.713829	 0.6375	 0.0003	E  	D	   	J0717.5+3745	Simbad
     316	J071723.27+374519.9	109.346962	+37.755531	 0.4212	 0.0003	E  	D	   	J0717.5+3745	Simbad
     317	J071723.37+373340.2	109.347374	+37.561161	 0.7122	 0.0003	A  	D	   	J0717.5+3745	Simbad
     318	J071723.48+374601.1	109.347816	+37.766972	 0.5363	 0.0003	A  	D	   	J0717.5+3745	Simbad
     319	J071723.50+374750.3	109.347916	+37.797310	 0.5623	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     320	J071723.56+374631.5	109.348167	+37.775421	 0.5507	 0.0003	A  	D	   	J0717.5+3745	Simbad
     321	J071723.59+374427.7	109.348289	+37.741032	 0.5285	 0.0003	E  	D	   	J0717.5+3745	Simbad
     322	J071723.65+374638.9	109.348541	+37.777470	 0.5501	 0.0003	A  	D	   	J0717.5+3745	Simbad
     323	J071723.66+374713.3	109.348587	+37.787029	 0.5456	 0.0003	A  	D	   	J0717.5+3745	Simbad
     324	J071723.72+374611.0	109.348831	+37.769718	 0.3265	 0.0010	E  	D	   	J0717.5+3745	Simbad
     325	J071723.76+373738.2	109.348999	+37.627281	 0.5917	 0.0003	E  	D	   	J0717.5+3745	Simbad
     326	J071723.90+374610.6	109.349586	+37.769611	 0.5428	 0.0003	A  	D	   	J0717.5+3745	Simbad
     327	J071723.91+374221.9	109.349625	+37.706089	 0.2827	 0.0003	A  	D	   	J0717.5+3745	Simbad
     328	J071723.91+373727.9	109.349625	+37.624420	 0.3854	 0.0003	E  	D	   	J0717.5+3745	Simbad
     329	J071724.05+374615.8	109.350212	+37.771061	 0.5520	 0.0003	A  	D	   	J0717.5+3745	Simbad
     330	J071724.11+373228.4	109.350456	+37.541222	 0.7189	 0.0003	A  	D	   	J0717.5+3745	Simbad
     331	J071724.15+374658.2	109.350624	+37.782829	 0.5444	 0.0010	A  	D	   	J0717.5+3745	Simbad
     332	J071724.25+374641.0	109.351044	+37.778061	 0.3184	 0.0003	A  	D	   	J0717.5+3745	Simbad
     333	J071724.36+374657.8	109.351501	+37.782719	 0.4910	 0.0003	E  	D	   	J0717.5+3745	Simbad
     334	J071724.37+374620.8	109.351540	+37.772449	 0.5415	 0.0010	A  	D	   	J0717.5+3745	Simbad
     335	J071724.37+374556.5	109.351555	+37.765701	 0.5468	 0.0003	A  	D	   	J0717.5+3745	Simbad
     336	J071724.38+374535.9	109.351593	+37.759979	 0.5451	 0.0003	A  	D	   	J0717.5+3745	Simbad
     337	J071724.45+374642.2	109.351891	+37.778389	 0.5420	 0.0003	A  	D	   	J0717.5+3745	Simbad
     338	J071724.52+374619.4	109.352165	+37.772060	 0.5505	 0.0003	A  	D	   	J0717.5+3745	Simbad
     339	J071724.53+374201.1	109.352211	+37.700310	 0.3506	 0.0003	E  	D	   	J0717.5+3745	Simbad
     340	J071724.55+374608.5	109.352295	+37.769032	 0.5517	 0.0005	A  	D	   	J0717.5+3745	Simbad
     341	J071724.68+374602.1	109.352837	+37.767250	 0.5423	 0.0003	A  	D	   	J0717.5+3745	Simbad
     342	J071724.69+373743.7	109.352875	+37.628811	 0.3772	 0.0003	E  	D	   	J0717.5+3745	Simbad
     343	J071724.77+374243.3	109.353203	+37.712021	 0.5459	 0.0010	A  	D	   	J0717.5+3745	Simbad
     344	J071724.82+374718.8	109.353416	+37.788559	 0.5449	 0.0003	A  	D	   	J0717.5+3745	Simbad
     345	J071724.84+374352.9	109.353500	+37.731350	 0.5377	 0.0005	A  	D	   	J0717.5+3745	Simbad
     346	J071724.88+374414.2	109.353676	+37.737270	 0.0685	 0.0003	E  	D	   	J0717.5+3745	Simbad
     347	J071724.89+374408.0	109.353706	+37.735550	 0.5357	 0.0003	E  	D	   	J0717.5+3745	Simbad
     348	J071725.06+374559.6	109.354401	+37.766548	 0.5462	 0.0005	A  	D	   	J0717.5+3745	Simbad
     349	J071725.06+374715.0	109.354424	+37.787498	 0.4219	 0.0003	E  	D	   	J0717.5+3745	Simbad
     350	J071725.20+373349.3	109.355003	+37.563690	 0.4012	 0.0003	A  	D	   	J0717.5+3745	Simbad
     351	J071725.22+374449.2	109.355080	+37.747002	 0.2841	 0.0003	E  	D	   	J0717.5+3745	Simbad
     352	J071725.23+374435.7	109.355125	+37.743252	 0.5470	 0.0003	A  	D	   	J0717.5+3745	Simbad
     353	J071725.27+375107.5	109.355293	+37.852089	 0.7230	 0.0003	E  	D	   	J0717.5+3745	Simbad
     354	J071725.29+373859.3	109.355377	+37.649811	 0.5460	 0.0003	E  	D	   	J0717.5+3745	Simbad
     355	J071725.30+374220.2	109.355423	+37.705601	 0.5499	 0.0003	E  	D	   	J0717.5+3745	Simbad
     356	J071725.32+373523.2	109.355499	+37.589779	 0.5530	 0.0005	E  	D	   	J0717.5+3745	Simbad
     357	J071725.36+374229.9	109.355667	+37.708309	 0.5518	 0.0003	E  	D	   	J0717.5+3745	Simbad
     358	J071725.37+373741.1	109.355705	+37.628078	 0.7160	 0.0003	E  	D	   	J0717.5+3745	Simbad
     359	J071725.49+374546.4	109.356209	+37.762890	 0.6602	 0.0003	E  	D	   	J0717.5+3745	Simbad
     360	J071725.55+374607.2	109.356461	+37.768669	 0.5454	 0.0003	A  	D	   	J0717.5+3745	Simbad
     361	J071725.58+374625.9	109.356583	+37.773861	 0.5458	 0.0003	A  	D	   	J0717.5+3745	Simbad
     362	J071725.66+373241.6	109.356918	+37.544891	 0.4622	 0.0003	A  	D	   	J0717.5+3745	Simbad
     363	J071725.67+373728.7	109.356956	+37.624641	 0.3777	 0.0003	A  	D	   	J0717.5+3745	Simbad
     364	J071725.67+374658.3	109.356956	+37.782860	 0.5595	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     365	J071725.72+374313.2	109.357170	+37.720329	 0.5487	 0.0005	A  	D	   	J0717.5+3745	Simbad
     366	J071725.75+375042.6	109.357292	+37.845169	 0.6769	 0.0005	E  	D	   	J0717.5+3745	Simbad
     367	J071725.83+373719.2	109.357628	+37.622002	 0.7166	 0.0003	E  	D	   	J0717.5+3745	Simbad
     368	J071725.83+375019.0	109.357628	+37.838612	 2.1000	 0.0010	E  	D	   	J0717.5+3745	Simbad
     369	J071725.95+373906.0	109.358124	+37.651669	 0.5469	 0.0003	E  	D	   	J0717.5+3745	Simbad
     370	J071726.16+374721.8	109.359001	+37.789398	 0.5485	 0.0003	A  	D	   	J0717.5+3745	Simbad
     371	J071726.17+374624.9	109.359039	+37.773579	 0.5569	 0.0003	A  	D	   	J0717.5+3745	Simbad
     372	J071726.32+374530.1	109.359665	+37.758362	 0.5352	 0.0003	A  	D	   	J0717.5+3745	Simbad
     373	J071726.34+375016.8	109.359749	+37.838001	 0.5374	 0.0003	A  	D	   	J0717.5+3745	Simbad
     374	J071726.34+374527.2	109.359749	+37.757561	 0.5502	 0.0003	A  	D	   	J0717.5+3745	Simbad
     375	J071726.35+374141.3	109.359795	+37.694809	 0.8553	 0.0010	E  	D	   	J0717.5+3745	Simbad
     376	J071726.36+374543.8	109.359833	+37.762169	 0.5442	 0.0003	A  	D	   	J0717.5+3745	Simbad
     377	J071726.40+374530.2	109.360001	+37.758400	 0.5345	 0.0003	A  	D	   	J0717.5+3745	Simbad
     378	J071726.41+373429.0	109.360039	+37.574718	 0.5450	 0.0005	E  	D	   	J0717.5+3745	Simbad
     379	J071726.47+374055.6	109.360291	+37.682110	 0.5466	 0.0003	A  	D	   	J0717.5+3745	Simbad
     380	J071726.56+373402.3	109.360664	+37.567310	 0.3003	 0.0003	A  	D	   	J0717.5+3745	Simbad
     381	J071726.79+374625.6	109.361626	+37.773781	 0.5562	 0.0003	A  	D	   	J0717.5+3745	Simbad
     382	J071726.89+374609.4	109.362045	+37.769279	 0.4984	 0.0005	A  	D	   	J0717.5+3745	Simbad
     383	J071726.89+374130.1	109.362045	+37.691700	 0.5502	 0.0003	A  	D	   	J0717.5+3745	Simbad
     384	J071726.91+373656.9	109.362122	+37.615810	 0.4308	 0.0003	A  	D	   	J0717.5+3745	Simbad
     385	J071726.97+374707.0	109.362373	+37.785278	 0.3500	 0.0003	E  	D	   	J0717.5+3745	Simbad
     386	J071726.98+374338.3	109.362419	+37.727310	 0.5456	 0.0003	E  	D	   	J0717.5+3745	Simbad
     387	J071727.02+374933.6	109.362587	+37.826000	 0.5509	 0.0005	A  	D	   	J0717.5+3745	Simbad
     388	J071727.05+374803.6	109.362709	+37.800999	 0.5329	 0.0003	A  	D	   	J0717.5+3745	Simbad
     389	J071727.05+374801.7	109.362709	+37.800468	 1.1679	 0.0010	E  	D	   	J0717.5+3745	Simbad
     390	J071727.08+374555.2	109.362831	+37.765339	 0.5630	 0.0010	A  	D	   	J0717.5+3745	Simbad
     391	J071727.15+374401.9	109.363129	+37.733860	 0.5747	 0.0005	E  	D	   	J0717.5+3745	Simbad
     392	J071727.20+373759.9	109.363335	+37.633301	 0.4020	 0.0003	E  	D	   	J0717.5+3745	Simbad
     393	J071727.21+373717.7	109.363373	+37.621578	 0.5525	 0.0003	A  	D	   	J0717.5+3745	Simbad
     394	J071727.26+374708.7	109.363586	+37.785751	 0.5527	 0.0005	A  	D	XPS	J0717.5+3745	Simbad
     395	J071727.27+374713.0	109.363625	+37.786949	 0.2466	 0.0005	E  	D	XPS	J0717.5+3745	Simbad
     396	J071727.33+374444.1	109.363876	+37.745579	 0.5405	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     397	J071727.35+373656.2	109.363960	+37.615608	 0.6677	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     398	J071727.52+374441.3	109.364670	+37.744801	 0.5261	 0.0003	E  	D	   	J0717.5+3745	Simbad
     399	J071727.57+373704.3	109.364876	+37.617859	 0.5458	 0.0003	E  	D	   	J0717.5+3745	Simbad
     400	J071727.73+374711.2	109.365540	+37.786449	 0.5526	 0.0005	A  	D	   	J0717.5+3745	Simbad
     401	J071727.73+374439.4	109.365540	+37.744282	 0.5418	 0.0010	A  	D	   	J0717.5+3745	Simbad
     402	J071727.81+374517.6	109.365860	+37.754902	 0.5465	 0.0003	A  	D	   	J0717.5+3745	Simbad
     403	J071728.01+374857.6	109.366707	+37.816002	 0.6887	 0.0003	E  	D	   	J0717.5+3745	Simbad
     404	J071728.13+373508.1	109.367210	+37.585579	 0.4982	 0.0003	E  	D	   	J0717.5+3745	Simbad
     405	J071728.15+373821.0	109.367294	+37.639172	 0.3868	 0.0003	A  	D	   	J0717.5+3745	Simbad
     406	J071728.19+374531.6	109.367455	+37.758781	 0.5412	 0.0003	A  	D	   	J0717.5+3745	Simbad
     407	J071728.21+374217.6	109.367538	+37.704891	 0.7829	 0.0003	E  	D	   	J0717.5+3745	Simbad
     408	J071728.23+374729.1	109.367622	+37.791420	 0.5440	 0.0003	A  	D	   	J0717.5+3745	Simbad
     409	J071728.41+374326.2	109.368378	+37.723949	 0.2267	 0.0003	A  	D	   	J0717.5+3745	Simbad
     410	J071728.45+374201.6	109.368538	+37.700439	 0.2840	 0.0003	E  	D	   	J0717.5+3745	Simbad
     411	J071728.56+374527.7	109.369003	+37.757702	 0.5469	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     412	J071728.72+374726.7	109.369659	+37.790749	 0.5594	 0.0005	A  	D	   	J0717.5+3745	Simbad
     413	J071728.73+374554.4	109.369705	+37.765110	 0.5584	 0.0005	A  	D	   	J0717.5+3745	Simbad
     414	J071728.76+373705.0	109.369835	+37.618061	 0.4894	 0.0003	E  	D	   	J0717.5+3745	Simbad
     415	J071728.88+374542.6	109.370331	+37.761841	 0.5405	 0.0010	A  	D	   	J0717.5+3745	Simbad
     416	J071728.89+374524.3	109.370377	+37.756748	 0.5359	 0.0003	E  	D	   	J0717.5+3745	Simbad
     417	J071728.95+374508.2	109.370644	+37.752270	 0.5512	 0.0010	A  	D	   	J0717.5+3745	Simbad
     418	J071728.97+374741.1	109.370705	+37.794750	 0.5363	 0.0010	E  	D	   	J0717.5+3745	Simbad
     419	J071728.97+374738.3	109.370705	+37.793968	 0.5443	 0.0003	E  	D	   	J0717.5+3745	Simbad
     420	J071728.98+374000.7	109.370750	+37.666870	 1.5080	 0.0010	E  	D	   	J0717.5+3745	Simbad
     421	J071728.98+374835.1	109.370750	+37.809750	 0.4910	 0.0003	A  	D	   	J0717.5+3745	Simbad
     422	J071729.03+374320.2	109.370972	+37.722271	 0.2288	 0.0003	E  	D	   	J0717.5+3745	Simbad
     423	J071729.09+374622.4	109.371208	+37.772888	 0.5489	 0.0010	A  	D	   	J0717.5+3745	Simbad
     424	J071729.10+374159.6	109.371246	+37.699890	 0.5437	 0.0005	A  	D	   	J0717.5+3745	Simbad
     425	J071729.18+374547.3	109.371582	+37.763142	 0.5397	 0.0003	A  	D	   	J0717.5+3745	Simbad
     426	J071729.31+374533.1	109.372124	+37.759190	 0.5590	 0.0003	A  	D	   	J0717.5+3745	Simbad
     427	J071729.36+374316.6	109.372330	+37.721279	 0.5406	 0.0003	A  	D	   	J0717.5+3745	Simbad
     428	J071729.53+374535.5	109.373039	+37.759861	 0.5562	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     429	J071729.62+373801.7	109.373413	+37.633801	 0.3773	 0.0003	E  	D	   	J0717.5+3745	Simbad
     430	J071729.67+374408.4	109.373611	+37.735680	 0.5477	 0.0010	A  	D	   	J0717.5+3745	Simbad
     431	J071729.67+374353.7	109.373627	+37.731579	 0.5295	 0.0003	A  	D	   	J0717.5+3745	Simbad
     432	J071729.68+375047.6	109.373665	+37.846550	 0.6881	 0.0003	E  	D	   	J0717.5+3745	Simbad
     433	J071729.74+374051.9	109.373917	+37.681080	 0.5501	 0.0003	A  	D	   	J0717.5+3745	Simbad
     434	J071729.74+374524.8	109.373932	+37.756901	 0.5565	 0.0003	A  	D	   	J0717.5+3745	Simbad
     435	J071729.77+374808.0	109.374039	+37.802219	 0.2128	 0.0003	E  	D	   	J0717.5+3745	Simbad
     436	J071730.01+374518.4	109.375031	+37.755112	 0.5493	 0.0003	A  	D	   	J0717.5+3745	Simbad
     437	J071730.03+374216.0	109.375122	+37.704441	 0.5531	 0.0003	A  	D	   	J0717.5+3745	Simbad
     438	J071730.08+374521.5	109.375336	+37.755970	 0.5644	 0.0003	A  	D	   	J0717.5+3745	Simbad
     439	J071730.09+374617.0	109.375381	+37.771400	 0.5514	 0.0005	A  	D	   	J0717.5+3745	Simbad
     440	J071730.10+374504.0	109.375420	+37.751099	 0.5483	 0.0003	A  	D	   	J0717.5+3745	Simbad
     441	J071730.11+374725.9	109.375465	+37.790531	 0.5345	 0.0005	A  	D	   	J0717.5+3745	Simbad
     442	J071730.24+374518.4	109.375999	+37.755100	 0.5596	 0.0003	A  	D	   	J0717.5+3745	Simbad
     443	J071730.24+374521.1	109.375999	+37.755859	 0.5617	 0.0003	A  	D	   	J0717.5+3745	Simbad
     444	J071730.29+373634.4	109.376205	+37.609550	 0.5916	 0.0003	E  	D	   	J0717.5+3745	Simbad
     445	J071730.36+374538.0	109.376503	+37.760559	 0.5646	 0.0003	A  	D	   	J0717.5+3745	Simbad
     446	J071730.42+374038.0	109.376740	+37.677219	 0.0681	 0.0003	E  	D	   	J0717.5+3745	Simbad
     447	J071730.43+374542.8	109.376793	+37.761890	 0.5648	 0.0003	A  	D	   	J0717.5+3745	Simbad
     448	J071730.53+373947.7	109.377205	+37.663250	 0.3131	 0.0003	A  	D	   	J0717.5+3745	Simbad
     449	J071730.57+373222.9	109.377373	+37.539700	 0.6610	 0.0003	E  	D	   	J0717.5+3745	Simbad
     450	J071730.62+374526.2	109.377586	+37.757278	 0.5451	 0.0003	A  	D	   	J0717.5+3745	Simbad
     451	J071730.62+373636.4	109.377586	+37.610111	 0.6653	 0.0003	E  	D	   	J0717.5+3745	Simbad
     452	J071730.64+374121.7	109.377678	+37.689350	 0.5496	 0.0010	E  	D	   	J0717.5+3745	Simbad
     453	J071730.65+374249.6	109.377708	+37.713779	 0.5374	 0.0003	E  	D	   	J0717.5+3745	Simbad
     454	J071730.79+374531.1	109.378288	+37.758640	 0.5761	 0.0003	A  	D	   	J0717.5+3745	Simbad
     455	J071730.86+374459.1	109.378586	+37.749748	 0.1935	 0.0010	E  	D	   	J0717.5+3745	Simbad
     456	J071730.87+374721.2	109.378624	+37.789219	 0.5754	 0.0003	E  	D	   	J0717.5+3745	Simbad
     457	J071730.89+374155.6	109.378708	+37.698780	 0.5570	 0.0005	A  	D	   	J0717.5+3745	Simbad
     458	J071730.95+374938.4	109.378960	+37.827332	 0.2996	 0.0005	E  	D	   	J0717.5+3745	Simbad
     459	J071730.96+374632.5	109.378998	+37.775700	 0.5428	 0.0005	A  	D	   	J0717.5+3745	Simbad
     460	J071731.00+374521.4	109.379166	+37.755939	 0.5615	 0.0003	A  	D	   	J0717.5+3745	Simbad
     461	J071731.27+374449.1	109.380295	+37.746960	 0.5641	 0.0010	A  	D	   	J0717.5+3745	Simbad
     462	J071731.40+374428.3	109.380829	+37.741199	 0.5559	 0.0003	A  	D	   	J0717.5+3745	Simbad
     463	J071731.40+374738.5	109.380836	+37.794029	 0.5450	 0.0003	A  	D	   	J0717.5+3745	Simbad
     464	J071731.43+374642.1	109.380974	+37.778370	 0.5568	 0.0005	A  	D	   	J0717.5+3745	Simbad
     465	J071731.47+374734.9	109.381126	+37.793030	 0.3420	 0.0003	A  	D	   	J0717.5+3745	Simbad
     466	J071731.48+373756.6	109.381165	+37.632389	 0.4894	 0.0003	A  	D	   	J0717.5+3745	Simbad
     467	J071731.51+374437.7	109.381294	+37.743801	 0.4919	 0.0003	E  	D	   	J0717.5+3745	Simbad
     468	J071731.55+374407.4	109.381439	+37.735378	 0.5273	 0.0003	A  	D	   	J0717.5+3745	Simbad
     469	J071731.55+374205.3	109.381477	+37.701469	 0.5485	 0.0010	A  	D	   	J0717.5+3745	Simbad
     470	J071731.61+373957.3	109.381706	+37.665920	 0.3786	 0.0003	A  	D	   	J0717.5+3745	Simbad
     471	J071731.74+374333.6	109.382248	+37.726002	 0.5315	 0.0005	E  	D	   	J0717.5+3745	Simbad
     472	J071731.78+375103.1	109.382416	+37.850861	 0.2473	 0.0003	A  	D	   	J0717.5+3745	Simbad
     473	J071731.84+374422.3	109.382660	+37.739529	 0.5389	 0.0003	A  	D	   	J0717.5+3745	Simbad
     474	J071731.88+374751.0	109.382835	+37.797501	 0.3899	 0.0003	E  	D	   	J0717.5+3745	Simbad
     475	J071731.92+374449.8	109.383003	+37.747169	 0.5438	 0.0003	A  	D	   	J0717.5+3745	Simbad
     476	J071731.92+374512.6	109.383003	+37.753502	 0.5448	 0.0003	A  	D	   	J0717.5+3745	Simbad
     477	J071731.94+374428.1	109.383080	+37.741138	 0.5501	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     478	J071732.04+374510.4	109.383499	+37.752892	 0.5423	 0.0003	A  	D	   	J0717.5+3745	Simbad
     479	J071732.21+374445.5	109.384201	+37.745972	 0.3505	 0.0010	A  	D	   	J0717.5+3745	Simbad
     480	J071732.21+374507.5	109.384209	+37.752079	 0.5427	 0.0003	A  	D	   	J0717.5+3745	Simbad
     481	J071732.29+374838.9	109.384544	+37.810810	 0.5336	 0.0003	A  	D	   	J0717.5+3745	Simbad
     482	J071732.33+374359.3	109.384705	+37.733139	 0.5325	 0.0003	E  	D	   	J0717.5+3745	Simbad
     483	J071732.41+374424.2	109.385040	+37.740059	 0.5528	 0.0003	A  	D	   	J0717.5+3745	Simbad
     484	J071732.42+373820.4	109.385086	+37.639000	 0.4617	 0.0003	E  	D	   	J0717.5+3745	Simbad
     485	J071732.47+374435.0	109.385292	+37.743061	 0.5416	 0.0005	A  	D	   	J0717.5+3745	Simbad
     486	J071732.47+374545.7	109.385292	+37.762699	 0.4216	 0.0003	E  	D	   	J0717.5+3745	Simbad
     487	J071732.53+374442.6	109.385544	+37.745171	 0.5519	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     488	J071732.54+374443.7	109.385582	+37.745468	 0.5514	 0.0003	E+A	D	   	J0717.5+3745	Simbad
     489	J071732.55+374343.9	109.385628	+37.728859	 0.5304	 0.0003	A  	D	   	J0717.5+3745	Simbad
     490	J071732.63+374838.1	109.385956	+37.810589	 0.8448	 0.0010	E  	D	   	J0717.5+3745	Simbad
     491	J071732.64+374703.3	109.386002	+37.784248	 0.4597	 0.0003	E  	D	   	J0717.5+3745	Simbad
     492	J071732.68+374430.0	109.386169	+37.741661	 0.5365	 0.0005	A  	D	   	J0717.5+3745	Simbad
     493	J071732.76+373426.9	109.386497	+37.574139	 0.7212	 0.0005	E  	D	   	J0717.5+3745	Simbad
     494	J071732.86+373613.5	109.386917	+37.603748	 0.4014	 0.0003	A  	D	   	J0717.5+3745	Simbad
     495	J071732.86+374159.3	109.386932	+37.699810	 0.5417	 0.0010	E  	D	   	J0717.5+3745	Simbad
     496	J071733.01+373733.4	109.387543	+37.625950	 0.3883	 0.0003	E  	D	   	J0717.5+3745	Simbad
     497	J071733.03+373850.6	109.387627	+37.647388	 0.3774	 0.0005	E  	D	   	J0717.5+3745	Simbad
     498	J071733.13+374503.1	109.388039	+37.750858	 0.5536	 0.0003	A  	D	   	J0717.5+3745	Simbad
     499	J071733.22+374428.0	109.388435	+37.741119	 0.5421	 0.0010	A  	D	   	J0717.5+3745	Simbad
     500	J071733.33+373932.1	109.388878	+37.658920	 0.3118	 0.0003	E  	D	   	J0717.5+3745	Simbad
     501	J071733.35+374838.3	109.388962	+37.810638	 0.4932	 0.0003	E  	D	   	J0717.5+3745	Simbad
     502	J071733.37+373431.2	109.389038	+37.575329	 0.3218	 0.0003	E  	D	   	J0717.5+3745	Simbad
     503	J071733.41+374505.1	109.389191	+37.751419	 0.5469	 0.0005	A  	D	   	J0717.5+3745	Simbad
     504	J071733.51+374419.1	109.389626	+37.738640	 0.5446	 0.0003	A  	D	   	J0717.5+3745	Simbad
     505	J071733.68+373809.7	109.390335	+37.636028	 0.5461	 0.0005	E  	D	   	J0717.5+3745	Simbad
     506	J071733.72+374408.7	109.390503	+37.735748	 0.6668	 0.0003	E  	D	   	J0717.5+3745	Simbad
     507	J071733.73+373845.4	109.390541	+37.645939	 0.3770	 0.0003	E  	D	   	J0717.5+3745	Simbad
     508	J071733.81+374406.0	109.390884	+37.735008	 0.5371	 0.0003	A  	D	   	J0717.5+3745	Simbad
     509	J071733.87+375147.0	109.391129	+37.863060	 0.5534	 0.0005	E  	D	   	J0717.5+3745	Simbad
     510	J071734.21+374848.1	109.392540	+37.813358	 0.4212	 0.0003	E  	D	   	J0717.5+3745	Simbad
     511	J071734.24+374329.3	109.392670	+37.724800	 0.1752	 0.0010	E  	D	   	J0717.5+3745	Simbad
     512	J071734.25+374313.3	109.392708	+37.720360	 0.4676	 0.0005	E  	D	   	J0717.5+3745	Simbad
     513	J071734.32+374329.3	109.392998	+37.724800	 0.1751	 0.0010	E  	D	   	J0717.5+3745	Simbad
     514	J071734.53+373638.1	109.393875	+37.610580	 0.5461	 0.0003	A  	D	   	J0717.5+3745	Simbad
     515	J071734.56+374440.9	109.393997	+37.744690	 0.5418	 0.0003	A  	D	   	J0717.5+3745	Simbad
     516	J071734.57+374510.2	109.394035	+37.752838	 0.5250	 0.0003	A  	D	   	J0717.5+3745	Simbad
     517	J071734.58+374731.1	109.394081	+37.791969	 0.5757	 0.0005	E  	D	   	J0717.5+3745	Simbad
     518	J071734.63+374408.9	109.394279	+37.735802	 0.5498	 0.0003	A  	D	   	J0717.5+3745	Simbad
     519	J071734.71+374446.6	109.394623	+37.746281	 0.5432	 0.0003	A  	D	   	J0717.5+3745	Simbad
     520	J071734.73+374937.6	109.394707	+37.827110	 0.5337	 0.0003	E  	D	   	J0717.5+3745	Simbad
     521	J071734.76+374346.5	109.394844	+37.729580	 0.5382	 0.0003	A  	D	   	J0717.5+3745	Simbad
     522	J071734.82+374353.7	109.395096	+37.731590	 0.5366	 0.0010	A  	D	   	J0717.5+3745	Simbad
     523	J071734.90+375207.1	109.395416	+37.868641	 0.5530	 0.0003	E  	D	   	J0717.5+3745	Simbad
     524	J071734.91+375049.3	109.395462	+37.847031	 0.5348	 0.0003	E  	D	   	J0717.5+3745	Simbad
     525	J071734.94+374941.3	109.395584	+37.828140	 0.5393	 0.0003	A  	D	   	J0717.5+3745	Simbad
     526	J071734.97+373825.7	109.395706	+37.640469	 0.5911	 0.0003	E  	D	   	J0717.5+3745	Simbad
     527	J071735.10+374620.0	109.396240	+37.772209	 0.5627	 0.0005	A  	D	   	J0717.5+3745	Simbad
     528	J071735.13+374553.1	109.396378	+37.764751	 0.5490	 0.0005	E  	D	   	J0717.5+3745	Simbad
     529	J071735.19+374531.8	109.396622	+37.758831	 0.5524	 0.0003	A  	D	   	J0717.5+3745	Simbad
     530	J071735.21+374541.7	109.396698	+37.761589	 1.6852	 0.0010	E  	D	XPS	J0717.5+3745	Simbad
     531	J071735.23+374533.6	109.396790	+37.759331	 0.5394	 0.0003	A  	D	XPS	J0717.5+3745	Simbad
     532	J071735.28+374256.0	109.397011	+37.715549	 0.5365	 0.0005	A  	D	XPS	J0717.5+3745	Simbad
     533	J071735.28+374443.1	109.397011	+37.745300	 0.5508	 0.0005	A  	D	XPS	J0717.5+3745	Simbad
     534	J071735.29+374447.4	109.397041	+37.746498	 0.1779	 0.0003	E  	D	XPS	J0717.5+3745	Simbad
     535	J071735.40+373153.2	109.397499	+37.531441	 0.4883	 0.0003	E  	D	   	J0717.5+3745	Simbad
     536	J071735.43+374359.3	109.397629	+37.733150	 0.5449	 0.0010	A  	D	   	J0717.5+3745	Simbad
     537	J071735.52+374505.2	109.398010	+37.751438	 0.5528	 0.0003	A  	D	   	J0717.5+3745	Simbad
     538	J071735.56+374444.6	109.398186	+37.745708	 0.5408	 0.0003	A  	D	   	J0717.5+3745	Simbad
     539	J071735.58+373624.2	109.398247	+37.606720	 0.5518	 0.0003	E  	D	   	J0717.5+3745	Simbad
     540	J071735.63+374517.3	109.398476	+37.754810	 0.5443	 0.0003	A  	D	   	J0717.5+3745	Simbad
     541	J071735.67+374258.5	109.398628	+37.716251	 0.2817	 0.0003	A  	D	   	J0717.5+3745	Simbad
