id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc
1	64.022300	-24.081390	1.674113		1		1.201	0.3847
2	64.022960	-24.081810	1.675100		1		1.193	0.3822
20	64.031240	-24.076870	3.923000		2		0.675	0.2162
54	64.028720	-24.084210	5.638000		3		1.125	0.3604
91	64.026010	-24.089070	6.150000		3		1.452	0.4653
203	64.024640	-24.077110	4.530400		2		0.935	0.2997
219	64.027780	-24.080620	4.530400		2		0.968	0.3101
2814	64.030390	-24.092290	0.353800		3		1.544	0.4948
3148	64.031870	-24.090240	0.842900		3		1.404	0.4500
3174	64.032060	-24.092460	0.394100		3		1.532	0.4907
3318	64.029920	-24.090270	2.218000		3		1.436	0.4601
3324	64.027900	-24.089730	3.206000		2		1.444	0.4628
3358	64.032680	-24.090480	0.395376		3		1.408	0.4512
3399	64.031480	-24.090140	0.844188		3		1.404	0.4498
3419	64.030730	-24.089900	2.574098		1		1.401	0.4490
3537	64.025380	-24.089050	2.469420		2		1.467	0.4701
3619	64.029440	-24.089410	0.403200		2		1.396	0.4472
3785	64.031150	-24.089090	0.399100		3		1.348	0.4320
3790	64.028740	-24.090870	0.105700		3		1.491	0.4778
3898	64.026690	-24.087880	0.696770		3		1.372	0.4395
3930	64.028450	-24.089100	0.401500		2		1.398	0.4479
3979	64.023230	-24.087920	0.405500		2		1.470	0.4710
3986	64.029910	-24.087910	1.232700		3		1.302	0.4173
4015	64.029400	-24.087730	0.819300		2		1.302	0.4172
4026	64.032130	-24.087620	2.249551		2		1.249	0.4001
4119	64.029810	-24.087390	0.395600		1		1.275	0.4085
4120	64.031280	-24.087370	1.232700		3		1.247	0.3997
4163	64.035710	-24.087430	0.967300		3		1.201	0.3847
4354	64.026260	-24.086540	0.736800		2		1.312	0.4204
4377	64.025590	-24.086120	0.112300		3		1.309	0.4195
4407	64.032500	-24.085960	1.429500		2		1.147	0.3676
4413	64.026550	-24.086500	0.403000		2		1.302	0.4172
4455	64.026520	-24.087980	0.537400		3		1.381	0.4426
4463	64.035300	-24.086430	0.266881		3		1.144	0.3665
4501	64.033730	-24.085700	5.639500		3		1.116	0.3575
4536	64.030760	-24.086660	2.217000		1		1.216	0.3896
4571	64.027330	-24.086610	0.392700		2		1.288	0.4126
4573	64.035070	-24.085520	5.365100		2		1.092	0.3498
4583	64.032320	-24.086040	1.429500		3		1.155	0.3699
4603	64.025040	-24.085950	0.390200		3		1.317	0.4219
4650	64.019900	-24.085870	0.720086		1		1.485	0.4759
4665	64.031590	-24.085760	1.962000		2		1.150	0.3685
4723	64.033560	-24.085490	0.396800		2		1.106	0.3542
4761	64.029660	-24.085830	0.392075		3		1.191	0.3817
4861	64.035440	-24.084680	4.119755		3		1.039	0.3328
4863	64.027340	-24.084430	0.112600		2		1.173	0.3758
4867	64.036010	-24.085640	0.355500		3		1.092	0.3499
4904	64.028810	-24.084260	0.112800		3		1.125	0.3606
4947	64.028340	-24.084550	1.962000		2		1.153	0.3693
4965	64.032020	-24.084230	5.973000		3		1.056	0.3382
5019	64.022210	-24.085270	0.400600		3		1.375	0.4406
5061	64.017830	-24.083790	3.328700		3		1.479	0.4737
5114	64.017820	-24.083730	3.328700		3		1.477	0.4731
5135	64.031490	-24.083790	0.385700		2		1.040	0.3334
5140	64.025730	-24.084320	0.268400		1		1.214	0.3890
5141	64.026110	-24.084250	2.219900		1		1.199	0.3842
5151	64.024480	-24.084800	0.403800		2		1.277	0.4092
5163	64.023080	-24.084830	0.198900		3		1.325	0.4245
5165	64.030830	-24.083710	5.973000		2		1.049	0.3362
5175	64.037470	-24.083660	3.491591		3		0.968	0.3101
5181	64.034500	-24.083680	4.023800		1		0.988	0.3167
5186	64.035670	-24.083590	3.291000		2		0.972	0.3115
5196	64.020780	-24.084550	0.398200		3		1.394	0.4467
5198	64.032420	-24.083750	1.801000		1		1.021	0.3273
5219	64.028490	-24.084200	0.398600		3		1.130	0.3621
5277	64.036700	-24.083880	2.231000		1		0.983	0.3151
5278	64.037630	-24.083680	3.492700		2		0.969	0.3104
5312	64.032330	-24.085380	0.112800		3		1.116	0.3577
5333	64.033630	-24.083180	3.441000		2		0.970	0.3108
5399	64.018040	-24.083000	3.881000		3		1.439	0.4610
5453	64.028380	-24.082990	5.364000		2		1.070	0.3427
5460	64.025060	-24.083330	2.218004		1		1.187	0.3804
5493	64.030310	-24.083200	0.399800		2		1.032	0.3308
5502	64.025470	-24.085100	0.393300		3		1.261	0.4040
5508	64.035960	-24.082550	3.715300		2		0.908	0.2910
5535	64.027630	-24.082610	3.922126		3		1.071	0.3433
5537	64.017750	-24.083560	0.396117		1		1.473	0.4719
5572	64.038080	-24.082400	3.109900		2		0.892	0.2857
5597	64.037720	-24.082390	3.077874		2		0.891	0.2856
5653	64.018760	-24.082730	0.393214		1		1.398	0.4480
5677	64.030840	-24.082510	0.399100		2		0.983	0.3149
5706	64.017960	-24.082030	3.204700		2		1.406	0.4503
5744	64.037930	-24.083110	0.710200		3		0.934	0.2993
5747	64.019090	-24.081950	5.000100		2		1.354	0.4339
5762	64.031250	-24.081900	3.440000		2		0.940	0.3012
5793	64.019950	-24.083180	0.391500		2		1.368	0.4383
5932	64.022100	-24.082620	0.398100		3		1.260	0.4039
5948	64.028560	-24.081870	0.406300		1		1.007	0.3226
5997	64.029260	-24.081830	4.118465		3		0.985	0.3157
6009	64.023790	-24.081430	0.334200		1		1.145	0.3668
6045	64.030100	-24.080920	3.291000		2		0.915	0.2932
6114	64.018110	-24.081140	1.296700		2		1.367	0.4378
6127	64.035830	-24.081320	1.634093		3		0.836	0.2679
6148	64.029650	-24.081370	0.399200		3		0.951	0.3046
6170	64.029800	-24.086350	2.221044		3		1.217	0.3900
6213	64.037630	-24.080470	2.279900		1		0.776	0.2487
6214	64.031080	-24.080300	3.715300		2		0.857	0.2747
6238	64.024990	-24.080670	0.278000		1		1.067	0.3418
6239	64.031240	-24.080830	0.389600		3		0.882	0.2826
6284	64.024060	-24.080900	1.961500		3		1.112	0.3562
6285	64.040120	-24.080300	4.102311		3		0.773	0.2478
6325	64.028620	-24.080360	0.419160		2		0.929	0.2976
6380	64.029410	-24.079890	3.491800		3		0.881	0.2824
6388	64.040170	-24.079870	3.867029		3		0.748	0.2398
6400	64.024450	-24.080410	0.391600		2		1.076	0.3447
6414	64.035670	-24.079910	2.543753		3		0.754	0.2417
6422	64.023160	-24.080180	0.896900		3		1.117	0.3578
6454	64.023360	-24.081590	2.220440		3		1.168	0.3743
6455	64.028000	-24.080510	0.400600		2		0.955	0.3061
6476	64.026130	-24.080400	0.736800		3		1.013	0.3247
6480	64.024540	-24.081050	0.409100		3		1.100	0.3525
6531	64.033980	-24.079990	0.390200		3		0.781	0.2501
6544	64.038420	-24.080000	0.410061		1		0.748	0.2396
6576	64.033840	-24.080560	0.402400		2		0.816	0.2613
6620	64.029520	-24.079560	0.399300		2		0.861	0.2760
6622	64.040050	-24.079100	5.106000		3		0.702	0.2248
6653	64.030370	-24.079010	3.109900		2		0.809	0.2591
6680	64.029690	-24.083410	0.398000		3		1.058	0.3391
6693	64.028840	-24.079120	2.925900		1		0.861	0.2758
6713	64.039690	-24.078860	3.221598		2		0.685	0.2194
6714	64.028320	-24.079000	3.251564		3		0.872	0.2795
6729	64.026710	-24.079500	0.398594		1		0.952	0.3049
6746	64.028410	-24.085680	0.112561		3		1.211	0.3881
6753	64.037510	-24.079620	0.393200		2		0.726	0.2325
6775	64.025340	-24.079160	0.391900		2		0.988	0.3166
6811	64.034300	-24.078850	0.398000		2		0.710	0.2275
